observationAbout,observationDate,value,variableMeasured
country/USA,2010,14469,dcid:Count_Person_BachelorOfEngineeringTechnologiesMajor_EducationalAttainmentBachelorsDegree_Female
country/USA,2010,10929,dcid:Count_Person_BachelorOfEngineeringTechnologiesMajor_EducationalAttainmentBachelorsDegree_Female_WhiteAlone
country/USA,2010,1235,dcid:Count_Person_BachelorOfEngineeringTechnologiesMajor_EducationalAttainmentBachelorsDegree_Female_Black
country/USA,2010,1076,dcid:Count_Person_BachelorOfEngineeringTechnologiesMajor_EducationalAttainmentBachelorsDegree_Female_HispanicOrLatino
country/USA,2010,600,dcid:Count_Person_BachelorOfEngineeringTechnologiesMajor_EducationalAttainmentBachelorsDegree_Female_AsianOrPacificIslander
country/USA,2010,584,dcid:Count_Person_BachelorOfEngineeringTechnologiesMajor_EducationalAttainmentBachelorsDegree_Female_Asian
country/USA,2010,16,dcid:Count_Person_BachelorOfEngineeringTechnologiesMajor_EducationalAttainmentBachelorsDegree_Female_HawaiianNativeOrPacificIslander
country/USA,2010,129,dcid:Count_Person_BachelorOfEngineeringTechnologiesMajor_EducationalAttainmentBachelorsDegree_Female_AmericanIndianOrAlaskaNative
country/USA,2010,115,dcid:Count_Person_BachelorOfEngineeringTechnologiesMajor_EducationalAttainmentBachelorsDegree_Female_TwoOrMoreRaces
country/USA,2010,385,dcid:Count_Person_BachelorOfEngineeringTechnologiesMajor_EducationalAttainmentBachelorsDegree_Female_NonUSResident
country/USA,2010,16916,dcid:Count_Person_BachelorOfEnglishAndLiteratureMajor_EducationalAttainmentBachelorsDegree_Female
country/USA,2010,13178,dcid:Count_Person_BachelorOfEnglishAndLiteratureMajor_EducationalAttainmentBachelorsDegree_Female_WhiteAlone
country/USA,2010,1031,dcid:Count_Person_BachelorOfEnglishAndLiteratureMajor_EducationalAttainmentBachelorsDegree_Female_Black
country/USA,2010,1470,dcid:Count_Person_BachelorOfEnglishAndLiteratureMajor_EducationalAttainmentBachelorsDegree_Female_HispanicOrLatino
country/USA,2010,729,dcid:Count_Person_BachelorOfEnglishAndLiteratureMajor_EducationalAttainmentBachelorsDegree_Female_AsianOrPacificIslander
country/USA,2010,705,dcid:Count_Person_BachelorOfEnglishAndLiteratureMajor_EducationalAttainmentBachelorsDegree_Female_Asian
country/USA,2010,24,dcid:Count_Person_BachelorOfEnglishAndLiteratureMajor_EducationalAttainmentBachelorsDegree_Female_HawaiianNativeOrPacificIslander
country/USA,2010,103,dcid:Count_Person_BachelorOfEnglishAndLiteratureMajor_EducationalAttainmentBachelorsDegree_Female_AmericanIndianOrAlaskaNative
country/USA,2010,246,dcid:Count_Person_BachelorOfEnglishAndLiteratureMajor_EducationalAttainmentBachelorsDegree_Female_TwoOrMoreRaces
country/USA,2010,159,dcid:Count_Person_BachelorOfEnglishAndLiteratureMajor_EducationalAttainmentBachelorsDegree_Female_NonUSResident
country/USA,2010,2762,dcid:Count_Person_BachelorOfFamilyAndConsumerSciencesMajor_EducationalAttainmentBachelorsDegree_Female
country/USA,2010,1829,dcid:Count_Person_BachelorOfFamilyAndConsumerSciencesMajor_EducationalAttainmentBachelorsDegree_Female_WhiteAlone
country/USA,2010,401,dcid:Count_Person_BachelorOfFamilyAndConsumerSciencesMajor_EducationalAttainmentBachelorsDegree_Female_Black
country/USA,2010,231,dcid:Count_Person_BachelorOfFamilyAndConsumerSciencesMajor_EducationalAttainmentBachelorsDegree_Female_HispanicOrLatino
country/USA,2010,181,dcid:Count_Person_BachelorOfFamilyAndConsumerSciencesMajor_EducationalAttainmentBachelorsDegree_Female_AsianOrPacificIslander
country/USA,2010,175,dcid:Count_Person_BachelorOfFamilyAndConsumerSciencesMajor_EducationalAttainmentBachelorsDegree_Female_Asian
country/USA,2010,6,dcid:Count_Person_BachelorOfFamilyAndConsumerSciencesMajor_EducationalAttainmentBachelorsDegree_Female_HawaiianNativeOrPacificIslander
country/USA,2010,33,dcid:Count_Person_BachelorOfFamilyAndConsumerSciencesMajor_EducationalAttainmentBachelorsDegree_Female_AmericanIndianOrAlaskaNative
country/USA,2010,24,dcid:Count_Person_BachelorOfFamilyAndConsumerSciencesMajor_EducationalAttainmentBachelorsDegree_Female_TwoOrMoreRaces
country/USA,2010,63,dcid:Count_Person_BachelorOfFamilyAndConsumerSciencesMajor_EducationalAttainmentBachelorsDegree_Female_NonUSResident
country/USA,2010,6720,dcid:Count_Person_BachelorOfForeignLanguagesAndLinguisticsMajor_EducationalAttainmentBachelorsDegree_Female
country/USA,2010,4772,dcid:Count_Person_BachelorOfForeignLanguagesAndLinguisticsMajor_EducationalAttainmentBachelorsDegree_Female_WhiteAlone
country/USA,2010,260,dcid:Count_Person_BachelorOfForeignLanguagesAndLinguisticsMajor_EducationalAttainmentBachelorsDegree_Female_Black
country/USA,2010,1022,dcid:Count_Person_BachelorOfForeignLanguagesAndLinguisticsMajor_EducationalAttainmentBachelorsDegree_Female_HispanicOrLatino
country/USA,2010,385,dcid:Count_Person_BachelorOfForeignLanguagesAndLinguisticsMajor_EducationalAttainmentBachelorsDegree_Female_AsianOrPacificIslander
country/USA,2010,374,dcid:Count_Person_BachelorOfForeignLanguagesAndLinguisticsMajor_EducationalAttainmentBachelorsDegree_Female_Asian
country/USA,2010,11,dcid:Count_Person_BachelorOfForeignLanguagesAndLinguisticsMajor_EducationalAttainmentBachelorsDegree_Female_HawaiianNativeOrPacificIslander
country/USA,2010,48,dcid:Count_Person_BachelorOfForeignLanguagesAndLinguisticsMajor_EducationalAttainmentBachelorsDegree_Female_AmericanIndianOrAlaskaNative
country/USA,2010,103,dcid:Count_Person_BachelorOfForeignLanguagesAndLinguisticsMajor_EducationalAttainmentBachelorsDegree_Female_TwoOrMoreRaces
country/USA,2010,130,dcid:Count_Person_BachelorOfForeignLanguagesAndLinguisticsMajor_EducationalAttainmentBachelorsDegree_Female_NonUSResident
country/USA,2010,21536,dcid:Count_Person_BachelorOfHealthRelatedMajor_EducationalAttainmentBachelorsDegree_Female
country/USA,2010,14469,dcid:Count_Person_BachelorOfHealthRelatedMajor_EducationalAttainmentBachelorsDegree_Female_WhiteAlone
country/USA,2010,2361,dcid:Count_Person_BachelorOfHealthRelatedMajor_EducationalAttainmentBachelorsDegree_Female_Black
country/USA,2010,1650,dcid:Count_Person_BachelorOfHealthRelatedMajor_EducationalAttainmentBachelorsDegree_Female_HispanicOrLatino
country/USA,2010,2239,dcid:Count_Person_BachelorOfHealthRelatedMajor_EducationalAttainmentBachelorsDegree_Female_AsianOrPacificIslander
country/USA,2010,2162,dcid:Count_Person_BachelorOfHealthRelatedMajor_EducationalAttainmentBachelorsDegree_Female_Asian
country/USA,2010,77,dcid:Count_Person_BachelorOfHealthRelatedMajor_EducationalAttainmentBachelorsDegree_Female_HawaiianNativeOrPacificIslander
country/USA,2010,160,dcid:Count_Person_BachelorOfHealthRelatedMajor_EducationalAttainmentBachelorsDegree_Female_AmericanIndianOrAlaskaNative
country/USA,2010,202,dcid:Count_Person_BachelorOfHealthRelatedMajor_EducationalAttainmentBachelorsDegree_Female_TwoOrMoreRaces
country/USA,2010,455,dcid:Count_Person_BachelorOfHealthRelatedMajor_EducationalAttainmentBachelorsDegree_Female_NonUSResident
country/USA,2010,24361,dcid:Count_Person_BachelorOfHomelandSecurityLawEnforcementFirefightingMajor_EducationalAttainmentBachelorsDegree_Female
country/USA,2010,16268,dcid:Count_Person_BachelorOfHomelandSecurityLawEnforcementFirefightingMajor_EducationalAttainmentBachelorsDegree_Female_WhiteAlone
country/USA,2010,3490,dcid:Count_Person_BachelorOfHomelandSecurityLawEnforcementFirefightingMajor_EducationalAttainmentBachelorsDegree_Female_Black
country/USA,2010,3235,dcid:Count_Person_BachelorOfHomelandSecurityLawEnforcementFirefightingMajor_EducationalAttainmentBachelorsDegree_Female_HispanicOrLatino
country/USA,2010,808,dcid:Count_Person_BachelorOfHomelandSecurityLawEnforcementFirefightingMajor_EducationalAttainmentBachelorsDegree_Female_AsianOrPacificIslander
country/USA,2010,740,dcid:Count_Person_BachelorOfHomelandSecurityLawEnforcementFirefightingMajor_EducationalAttainmentBachelorsDegree_Female_Asian
country/USA,2010,68,dcid:Count_Person_BachelorOfHomelandSecurityLawEnforcementFirefightingMajor_EducationalAttainmentBachelorsDegree_Female_HawaiianNativeOrPacificIslander
country/USA,2010,214,dcid:Count_Person_BachelorOfHomelandSecurityLawEnforcementFirefightingMajor_EducationalAttainmentBachelorsDegree_Female_AmericanIndianOrAlaskaNative
country/USA,2010,225,dcid:Count_Person_BachelorOfHomelandSecurityLawEnforcementFirefightingMajor_EducationalAttainmentBachelorsDegree_Female_TwoOrMoreRaces
country/USA,2010,121,dcid:Count_Person_BachelorOfHomelandSecurityLawEnforcementFirefightingMajor_EducationalAttainmentBachelorsDegree_Female_NonUSResident
country/USA,2010,1317,dcid:Count_Person_BachelorOfLegalProfessionsAndStudiesMajor_EducationalAttainmentBachelorsDegree_Female
country/USA,2010,882,dcid:Count_Person_BachelorOfLegalProfessionsAndStudiesMajor_EducationalAttainmentBachelorsDegree_Female_WhiteAlone
country/USA,2010,174,dcid:Count_Person_BachelorOfLegalProfessionsAndStudiesMajor_EducationalAttainmentBachelorsDegree_Female_Black
country/USA,2010,145,dcid:Count_Person_BachelorOfLegalProfessionsAndStudiesMajor_EducationalAttainmentBachelorsDegree_Female_HispanicOrLatino
country/USA,2010,82,dcid:Count_Person_BachelorOfLegalProfessionsAndStudiesMajor_EducationalAttainmentBachelorsDegree_Female_AsianOrPacificIslander
country/USA,2010,79,dcid:Count_Person_BachelorOfLegalProfessionsAndStudiesMajor_EducationalAttainmentBachelorsDegree_Female_Asian
country/USA,2010,3,dcid:Count_Person_BachelorOfLegalProfessionsAndStudiesMajor_EducationalAttainmentBachelorsDegree_Female_HawaiianNativeOrPacificIslander
country/USA,2010,9,dcid:Count_Person_BachelorOfLegalProfessionsAndStudiesMajor_EducationalAttainmentBachelorsDegree_Female_AmericanIndianOrAlaskaNative
country/USA,2010,17,dcid:Count_Person_BachelorOfLegalProfessionsAndStudiesMajor_EducationalAttainmentBachelorsDegree_Female_TwoOrMoreRaces
country/USA,2010,8,dcid:Count_Person_BachelorOfLegalProfessionsAndStudiesMajor_EducationalAttainmentBachelorsDegree_Female_NonUSResident
country/USA,2010,16488,dcid:Count_Person_BachelorOfArtsHumanitiesAndOtherMajor_EducationalAttainmentBachelorsDegree_Female
country/USA,2010,11422,dcid:Count_Person_BachelorOfArtsHumanitiesAndOtherMajor_EducationalAttainmentBachelorsDegree_Female_WhiteAlone
country/USA,2010,2331,dcid:Count_Person_BachelorOfArtsHumanitiesAndOtherMajor_EducationalAttainmentBachelorsDegree_Female_Black
country/USA,2010,1329,dcid:Count_Person_BachelorOfArtsHumanitiesAndOtherMajor_EducationalAttainmentBachelorsDegree_Female_HispanicOrLatino
country/USA,2010,547,dcid:Count_Person_BachelorOfArtsHumanitiesAndOtherMajor_EducationalAttainmentBachelorsDegree_Female_AsianOrPacificIslander
country/USA,2010,494,dcid:Count_Person_BachelorOfArtsHumanitiesAndOtherMajor_EducationalAttainmentBachelorsDegree_Female_Asian
country/USA,2010,53,dcid:Count_Person_BachelorOfArtsHumanitiesAndOtherMajor_EducationalAttainmentBachelorsDegree_Female_HawaiianNativeOrPacificIslander
country/USA,2010,175,dcid:Count_Person_BachelorOfArtsHumanitiesAndOtherMajor_EducationalAttainmentBachelorsDegree_Female_AmericanIndianOrAlaskaNative
country/USA,2010,223,dcid:Count_Person_BachelorOfArtsHumanitiesAndOtherMajor_EducationalAttainmentBachelorsDegree_Female_TwoOrMoreRaces
country/USA,2010,461,dcid:Count_Person_BachelorOfArtsHumanitiesAndOtherMajor_EducationalAttainmentBachelorsDegree_Female_NonUSResident
country/USA,2010,13,dcid:Count_Person_BachelorOfLibraryScienceMajor_EducationalAttainmentBachelorsDegree_Female
country/USA,2010,12,dcid:Count_Person_BachelorOfLibraryScienceMajor_EducationalAttainmentBachelorsDegree_Female_WhiteAlone
country/USA,2010,1,dcid:Count_Person_BachelorOfLibraryScienceMajor_EducationalAttainmentBachelorsDegree_Female_Black
country/USA,2010,0,dcid:Count_Person_BachelorOfLibraryScienceMajor_EducationalAttainmentBachelorsDegree_Female_HispanicOrLatino
country/USA,2010,0,dcid:Count_Person_BachelorOfLibraryScienceMajor_EducationalAttainmentBachelorsDegree_Female_AsianOrPacificIslander
country/USA,2010,0,dcid:Count_Person_BachelorOfLibraryScienceMajor_EducationalAttainmentBachelorsDegree_Female_Asian
