Confirmed,6,0.01,109,0.04,61,176
Probable,138,0.23,4279,1.62,1655,6072
Streptococcal toxic shock syndrome,31,0.13,272,0.15,69,372
Syphilis,,,,,,
"Total, all stages",26658,45.22,67346,25.24,7563,101567
Congenital  †,308,29.88,593,20.39,17,918
Primary and secondary,6790,11.52,21991,8.24,1863,30644
Tetanus,3,0.01,22,0.01,8,33
Toxic shock syndrome (other than Streptococcal),—,—,18,0.01,12,30
Trichinellosis,S,S,S,S,S,15
Tuberculosis,2568,4.36,6532,2.45,5,9105
Tularemia,12,0.02,178,0.07,49,239
Typhoid fever,40,0.07,322,0.12,57,419
Vancomycin-intermediate  Staphylococcus aureus,11,0.03,72,0.03,26,109
Vancomycin-resistant  Staphylococcus aureus,S,S,S,S,S,3
Varicella morbidity,1275,2.43,5271,2.47,2229,8775
Varicella mortality,U,U,U,U,U,U
Vibriosis,,,,,,
Total,208,0.36,1408,0.54,469,2085
Confirmed,134,0.23,1014,0.39,349,1497
Probable,74,0.13,394,0.15,120,588
Viral hemorrhagic fevers,,,,,,
Crimean-Congo hemorrhagic fever virus,—,—,—,—,—,—
Ebola virus,—,—,—,—,—,—
Guanarito virus,—,—,—,—,—,—
Junin virus,—,—,—,—,—,—
Lassa virus,—,—,—,—,—,—
Lujo virus,—,—,—,—,—,—
Machupo virus,—,—,—,—,—,—
Marburg virus,—,—,—,—,—,—
Sabia virus,—,—,—,—,—,—
Yellow fever,—,—,—,—,—,—
Zika virus,,,,,,
"Zika virus disease, congenital  †,§§§",S,S,S,S,S,22
"Zika virus disease, non-congenital",241,0.41,133,0.05,123,497
"Zika virus infection, congenital  †,§§§",S,S,S,S,S,17
"Zika virus infection, non-congenital",328,0.56,173,0.06,140,641
