Salmonella  Typhi infection  §§§,68,0.11,246,0.09,95,409
Salmonellosis (excluding  S.  Typhi infection and  S.  Paratyphi infection)  ¶¶¶,9019,14.89,34812,13.01,14540,58371
Severe acute respiratory syndrome-associated coronavirus disease,—,—,—,—,—,—
Shiga toxin-producing  Escherichia coli  (STEC),3160,5.22,9855,3.68,3924,16939
Shigellosis,5124,8.46,9389,3.51,4061,18574
Smallpox,—,—,—,—,—,—
Spotted fever rickettsiosis,,,,,,
Total,159,0.26,3635,1.37,1413,5207
Confirmed,7,0.01,78,0.03,43,128
Probable,152,0.25,3557,1.34,1370,5079
Streptococcal toxic shock syndrome,37,0.15,312,0.17,67,416
Syphilis,,,,,,
"Total, all stages  ****",33039,54.54,85274,31.86,11500,129813
Congenital,583,65.77,1207,42.72,80,1870
Primary and secondary,8226,13.58,27673,10.34,3093,38992
Tetanus,2,0.00,16,0.01,8,26
Toxic shock syndrome (other than Streptococcal),1,0.00,21,0.01,22,44
Trichinellosis,S,S,S,S,S,7
Tuberculosis,2696,4.45,6211,2.32,9,8916
Tularemia,11,0.02,169,0.06,94,274
Vancomycin-intermediate  Staphylococcus aureus,7,0.02,45,0.02,24,76
Vancomycin-resistant  Staphylococcus aureus,S,S,S,S,S,3
Varicella morbidity,1598,2.97,4767,2.22,1932,8297
Varicella mortality,U,U,U,U,U,U
Vibriosis,,,,,,
Total,344,0.57,1787,0.68,720,2851
Confirmed,172,0.29,1099,0.42,380,1651
Probable,172,0.29,688,0.26,340,1200
Viral hemorrhagic fevers,,,,,,
Crimean-Congo hemorrhagic fever virus,—,—,—,—,—,—
Ebola virus,—,—,—,—,—,—
Guanarito virus,—,—,—,—,—,—
Junin virus,—,—,—,—,—,—
Lassa virus,—,—,—,—,—,—
Lujo virus,—,—,—,—,—,—
Machupo virus,—,—,—,—,—,—
Marburg virus,—,—,—,—,—,—
Sabia virus,—,—,—,—,—,—
Yellow fever,—,—,—,—,—,—
Zika virus,,,,,,
"Zika virus disease, congenital  ††††",—,—,—,—,—,—
"Zika virus disease, non-congenital",9,0.01,6,0.00,13,28
"Zika virus infection, congenital  ††††",—,—,—,—,—,—
"Zika virus infection, non-congenital",95,0.16,25,0.01,57,177
