Year,Geo,StatVar,Quantity,Unit
2019,geoId/02,Mean_PrePregnancyBMI_BirthEvent_LiveBirth,27.50,
2019,geoId/02,Mean_PrenatalVisitCount_BirthEvent_LiveBirth,10.94,
2019,geoId/02,Mean_IntervalSinceLastBirth_BirthEvent_LiveBirth,46.07,Month
2019,geoId/02,Mean_IntervalSinceLastPregnancyOutcomeNotLiveBirth_BirthEvent_LiveBirth,50.28,Month
2020,geoId/02,Count_BirthEvent_LiveBirth,9469,
2020,geoId/02,Mean_MothersAge_BirthEvent_LiveBirth,28.80,Years
2020,geoId/02,Mean_OeGestationalAge_BirthEvent_LiveBirth,38.51,Week
2020,geoId/02,Mean_LmpGestationalAge_BirthEvent_LiveBirth,38.69,Week
2020,geoId/02,Mean_BirthWeight_BirthEvent_LiveBirth,3378.93,Gram
2020,geoId/02,Mean_PrePregnancyBMI_BirthEvent_LiveBirth,27.45,
2020,geoId/02,Mean_PrenatalVisitCount_BirthEvent_LiveBirth,10.63,
2020,geoId/02,Mean_IntervalSinceLastBirth_BirthEvent_LiveBirth,45.29,Month
2020,geoId/02,Mean_IntervalSinceLastPregnancyOutcomeNotLiveBirth_BirthEvent_LiveBirth,49.85,Month
2016,geoId/04,Count_BirthEvent_LiveBirth,84520,
2016,geoId/04,Mean_MothersAge_BirthEvent_LiveBirth,28.06,Years
2016,geoId/04,Mean_OeGestationalAge_BirthEvent_LiveBirth,38.52,Week
2016,geoId/04,Mean_LmpGestationalAge_BirthEvent_LiveBirth,38.63,Week
2016,geoId/04,Mean_BirthWeight_BirthEvent_LiveBirth,3283.64,Gram
2016,geoId/04,Mean_PrePregnancyBMI_BirthEvent_LiveBirth,26.84,
2016,geoId/04,Mean_PrenatalVisitCount_BirthEvent_LiveBirth,10.84,
2016,geoId/04,Mean_IntervalSinceLastBirth_BirthEvent_LiveBirth,49.98,Month
2016,geoId/04,Mean_IntervalSinceLastPregnancyOutcomeNotLiveBirth_BirthEvent_LiveBirth,54.77,Month
2017,geoId/04,Count_BirthEvent_LiveBirth,81872,
2017,geoId/04,Mean_MothersAge_BirthEvent_LiveBirth,28.21,Years
2017,geoId/04,Mean_OeGestationalAge_BirthEvent_LiveBirth,38.50,Week
2017,geoId/04,Mean_LmpGestationalAge_BirthEvent_LiveBirth,38.56,Week
2017,geoId/04,Mean_BirthWeight_BirthEvent_LiveBirth,3280.37,Gram
2017,geoId/04,Mean_PrePregnancyBMI_BirthEvent_LiveBirth,27.04,
2017,geoId/04,Mean_PrenatalVisitCount_BirthEvent_LiveBirth,10.87,
2017,geoId/04,Mean_IntervalSinceLastBirth_BirthEvent_LiveBirth,50.39,Month
2017,geoId/04,Mean_IntervalSinceLastPregnancyOutcomeNotLiveBirth_BirthEvent_LiveBirth,54.51,Month
2018,geoId/04,Count_BirthEvent_LiveBirth,80723,
2018,geoId/04,Mean_MothersAge_BirthEvent_LiveBirth,28.37,Years
2018,geoId/04,Mean_OeGestationalAge_BirthEvent_LiveBirth,38.45,Week
2018,geoId/04,Mean_LmpGestationalAge_BirthEvent_LiveBirth,38.55,Week
2018,geoId/04,Mean_BirthWeight_BirthEvent_LiveBirth,3276.34,Gram
2018,geoId/04,Mean_PrePregnancyBMI_BirthEvent_LiveBirth,27.24,
2018,geoId/04,Mean_PrenatalVisitCount_BirthEvent_LiveBirth,10.72,
2018,geoId/04,Mean_IntervalSinceLastBirth_BirthEvent_LiveBirth,50.53,Month
2018,geoId/04,Mean_IntervalSinceLastPregnancyOutcomeNotLiveBirth_BirthEvent_LiveBirth,53.81,Month
2019,geoId/04,Count_BirthEvent_LiveBirth,79375,
2019,geoId/04,Mean_MothersAge_BirthEvent_LiveBirth,28.48,Years
2019,geoId/04,Mean_OeGestationalAge_BirthEvent_LiveBirth,38.44,Week
2019,geoId/04,Mean_LmpGestationalAge_BirthEvent_LiveBirth,38.57,Week
2019,geoId/04,Mean_BirthWeight_BirthEvent_LiveBirth,3279.08,Gram
2019,geoId/04,Mean_PrePregnancyBMI_BirthEvent_LiveBirth,27.39,
2019,geoId/04,Mean_PrenatalVisitCount_BirthEvent_LiveBirth,10.59,
2019,geoId/04,Mean_IntervalSinceLastBirth_BirthEvent_LiveBirth,50.61,Month
2019,geoId/04,Mean_IntervalSinceLastPregnancyOutcomeNotLiveBirth_BirthEvent_LiveBirth,54.17,Month
2020,geoId/04,Count_BirthEvent_LiveBirth,76947,
2020,geoId/04,Mean_MothersAge_BirthEvent_LiveBirth,28.61,Years
2020,geoId/04,Mean_OeGestationalAge_BirthEvent_LiveBirth,38.44,Week
2020,geoId/04,Mean_LmpGestationalAge_BirthEvent_LiveBirth,38.57,Week
2020,geoId/04,Mean_BirthWeight_BirthEvent_LiveBirth,3278.34,Gram
2020,geoId/04,Mean_PrePregnancyBMI_BirthEvent_LiveBirth,27.58,
2020,geoId/04,Mean_PrenatalVisitCount_BirthEvent_LiveBirth,10.62,
2020,geoId/04,Mean_IntervalSinceLastBirth_BirthEvent_LiveBirth,51.10,Month
2020,geoId/04,Mean_IntervalSinceLastPregnancyOutcomeNotLiveBirth_BirthEvent_LiveBirth,54.23,Month
2016,geoId/05,Count_BirthEvent_LiveBirth,38274,
2016,geoId/05,Mean_MothersAge_BirthEvent_LiveBirth,26.76,Years
2016,geoId/05,Mean_OeGestationalAge_BirthEvent_LiveBirth,38.33,Week
2016,geoId/05,Mean_LmpGestationalAge_BirthEvent_LiveBirth,38.55,Week
2016,geoId/05,Mean_BirthWeight_BirthEvent_LiveBirth,3246.22,Gram
2016,geoId/05,Mean_PrePregnancyBMI_BirthEvent_LiveBirth,27.13,
2016,geoId/05,Mean_PrenatalVisitCount_BirthEvent_LiveBirth,10.39,
2016,geoId/05,Mean_IntervalSinceLastBirth_BirthEvent_LiveBirth,48.69,Month
2016,geoId/05,Mean_IntervalSinceLastPregnancyOutcomeNotLiveBirth_BirthEvent_LiveBirth,45.71,Month
2017,geoId/05,Count_BirthEvent_LiveBirth,37520,
2017,geoId/05,Mean_MothersAge_BirthEvent_LiveBirth,26.87,Years
2017,geoId/05,Mean_OeGestationalAge_BirthEvent_LiveBirth,38.28,Week
2017,geoId/05,Mean_LmpGestationalAge_BirthEvent_LiveBirth,38.56,Week
2017,geoId/05,Mean_BirthWeight_BirthEvent_LiveBirth,3228.37,Gram
2017,geoId/05,Mean_PrePregnancyBMI_BirthEvent_LiveBirth,27.57,
2017,geoId/05,Mean_PrenatalVisitCount_BirthEvent_LiveBirth,10.55,
2017,geoId/05,Mean_IntervalSinceLastBirth_BirthEvent_LiveBirth,48.56,Month
2017,geoId/05,Mean_IntervalSinceLastPregnancyOutcomeNotLiveBirth_BirthEvent_LiveBirth,44.94,Month
2018,geoId/05,Count_BirthEvent_LiveBirth,37018,
2018,geoId/05,Mean_MothersAge_BirthEvent_LiveBirth,27.03,Years
2018,geoId/05,Mean_OeGestationalAge_BirthEvent_LiveBirth,38.24,Week
2018,geoId/05,Mean_LmpGestationalAge_BirthEvent_LiveBirth,38.42,Week
2018,geoId/05,Mean_BirthWeight_BirthEvent_LiveBirth,3228.43,Gram
2018,geoId/05,Mean_PrePregnancyBMI_BirthEvent_LiveBirth,28.14,
2018,geoId/05,Mean_PrenatalVisitCount_BirthEvent_LiveBirth,10.50,
2018,geoId/05,Mean_IntervalSinceLastBirth_BirthEvent_LiveBirth,49.00,Month
2018,geoId/05,Mean_IntervalSinceLastPregnancyOutcomeNotLiveBirth_BirthEvent_LiveBirth,47.66,Month
2019,geoId/05,Count_BirthEvent_LiveBirth,36564,
2019,geoId/05,Mean_MothersAge_BirthEvent_LiveBirth,27.08,Years
2019,geoId/05,Mean_OeGestationalAge_BirthEvent_LiveBirth,38.18,Week
2019,geoId/05,Mean_LmpGestationalAge_BirthEvent_LiveBirth,38.39,Week
2019,geoId/05,Mean_BirthWeight_BirthEvent_LiveBirth,3221.91,Gram
2019,geoId/05,Mean_PrePregnancyBMI_BirthEvent_LiveBirth,28.39,
2019,geoId/05,Mean_PrenatalVisitCount_BirthEvent_LiveBirth,10.60,
2019,geoId/05,Mean_IntervalSinceLastBirth_BirthEvent_LiveBirth,49.28,Month
2019,geoId/05,Mean_IntervalSinceLastPregnancyOutcomeNotLiveBirth_BirthEvent_LiveBirth,47.27,Month
2020,geoId/05,Count_BirthEvent_LiveBirth,35251,
2020,geoId/05,Mean_MothersAge_BirthEvent_LiveBirth,27.19,Years
2020,geoId/05,Mean_OeGestationalAge_BirthEvent_LiveBirth,38.17,Week
2020,geoId/05,Mean_LmpGestationalAge_BirthEvent_LiveBirth,38.37,Week
2020,geoId/05,Mean_BirthWeight_BirthEvent_LiveBirth,3219.05,Gram
2020,geoId/05,Mean_PrePregnancyBMI_BirthEvent_LiveBirth,28.65,
2020,geoId/05,Mean_PrenatalVisitCount_BirthEvent_LiveBirth,10.19,
2020,geoId/05,Mean_IntervalSinceLastBirth_BirthEvent_LiveBirth,49.20,Month
2020,geoId/05,Mean_IntervalSinceLastPregnancyOutcomeNotLiveBirth_BirthEvent_LiveBirth,46.48,Month
2016,geoId/06,Count_BirthEvent_LiveBirth,488827,
2016,geoId/06,Mean_MothersAge_BirthEvent_LiveBirth,29.62,Years
2016,geoId/06,Mean_OeGestationalAge_BirthEvent_LiveBirth,38.62,Week
2016,geoId/06,Mean_LmpGestationalAge_BirthEvent_LiveBirth,38.72,Week
2016,geoId/06,Mean_BirthWeight_BirthEvent_LiveBirth,3291.74,Gram
2016,geoId/06,Mean_PrePregnancyBMI_BirthEvent_LiveBirth,26.37,
2016,geoId/06,Mean_PrenatalVisitCount_BirthEvent_LiveBirth,11.85,
2016,geoId/06,Mean_IntervalSinceLastBirth_BirthEvent_LiveBirth,54.18,Month
2016,geoId/06,Mean_IntervalSinceLastPregnancyOutcomeNotLiveBirth_BirthEvent_LiveBirth,41.97,Month
2017,geoId/06,Count_BirthEvent_LiveBirth,471658,
2017,geoId/06,Mean_MothersAge_BirthEvent_LiveBirth,29.82,Years
2017,geoId/06,Mean_OeGestationalAge_BirthEvent_LiveBirth,38.61,Week
2017,geoId/06,Mean_LmpGestationalAge_BirthEvent_LiveBirth,38.70,Week
2017,geoId/06,Mean_BirthWeight_BirthEvent_LiveBirth,3288.97,Gram
2017,geoId/06,Mean_PrePregnancyBMI_BirthEvent_LiveBirth,26.55,
2017,geoId/06,Mean_PrenatalVisitCount_BirthEvent_LiveBirth,11.94,
2017,geoId/06,Mean_IntervalSinceLastBirth_BirthEvent_LiveBirth,54.36,Month
2017,geoId/06,Mean_IntervalSinceLastPregnancyOutcomeNotLiveBirth_BirthEvent_LiveBirth,41.65,Month
2018,geoId/06,Count_BirthEvent_LiveBirth,454920,
2018,geoId/06,Mean_MothersAge_BirthEvent_LiveBirth,30.04,Years
2018,geoId/06,Mean_OeGestationalAge_BirthEvent_LiveBirth,38.59,Week
2018,geoId/06,Mean_LmpGestationalAge_BirthEvent_LiveBirth,38.68,Week
2018,geoId/06,Mean_BirthWeight_BirthEvent_LiveBirth,3288.10,Gram
2018,geoId/06,Mean_PrePregnancyBMI_BirthEvent_LiveBirth,26.73,
2018,geoId/06,Mean_PrenatalVisitCount_BirthEvent_LiveBirth,11.88,
2018,geoId/06,Mean_IntervalSinceLastBirth_BirthEvent_LiveBirth,54.42,Month
2018,geoId/06,Mean_IntervalSinceLastPregnancyOutcomeNotLiveBirth_BirthEvent_LiveBirth,41.87,Month
2019,geoId/06,Count_BirthEvent_LiveBirth,446479,
2019,geoId/06,Mean_MothersAge_BirthEvent_LiveBirth,30.19,Years
2019,geoId/06,Mean_OeGestationalAge_BirthEvent_LiveBirth,38.56,Week
2019,geoId/06,Mean_LmpGestationalAge_BirthEvent_LiveBirth,38.61,Week
2019,geoId/06,Mean_BirthWeight_BirthEvent_LiveBirth,3281.53,Gram
2019,geoId/06,Mean_PrePregnancyBMI_BirthEvent_LiveBirth,26.89,
2019,geoId/06,Mean_PrenatalVisitCount_BirthEvent_LiveBirth,11.91,
2019,geoId/06,Mean_IntervalSinceLastBirth_BirthEvent_LiveBirth,54.77,Month
2019,geoId/06,Mean_IntervalSinceLastPregnancyOutcomeNotLiveBirth_BirthEvent_LiveBirth,41.71,Month
2020,geoId/06,Count_BirthEvent_LiveBirth,420259,
2020,geoId/06,Mean_MothersAge_BirthEvent_LiveBirth,30.31,Years
2020,geoId/06,Mean_OeGestationalAge_BirthEvent_LiveBirth,38.55,Week
2020,geoId/06,Mean_LmpGestationalAge_BirthEvent_LiveBirth,38.64,Week
2020,geoId/06,Mean_BirthWeight_BirthEvent_LiveBirth,3284.82,Gram
2020,geoId/06,Mean_PrePregnancyBMI_BirthEvent_LiveBirth,27.15,
2020,geoId/06,Mean_PrenatalVisitCount_BirthEvent_LiveBirth,11.54,
2020,geoId/06,Mean_IntervalSinceLastBirth_BirthEvent_LiveBirth,54.97,Month
2020,geoId/06,Mean_IntervalSinceLastPregnancyOutcomeNotLiveBirth_BirthEvent_LiveBirth,41.36,Month
2016,geoId/08,Count_BirthEvent_LiveBirth,66613,
2016,geoId/08,Mean_MothersAge_BirthEvent_LiveBirth,29.23,Years
2016,geoId/08,Mean_OeGestationalAge_BirthEvent_LiveBirth,38.65,Week
2016,geoId/08,Mean_LmpGestationalAge_BirthEvent_LiveBirth,38.71,Week
2016,geoId/08,Mean_BirthWeight_BirthEvent_LiveBirth,3197.91,Gram
2016,geoId/08,Mean_PrePregnancyBMI_BirthEvent_LiveBirth,26.07,
2016,geoId/08,Mean_PrenatalVisitCount_BirthEvent_LiveBirth,10.24,
2016,geoId/08,Mean_IntervalSinceLastBirth_BirthEvent_LiveBirth,48.63,Month
2016,geoId/08,Mean_IntervalSinceLastPregnancyOutcomeNotLiveBirth_BirthEvent_LiveBirth,45.66,Month
2017,geoId/08,Count_BirthEvent_LiveBirth,64382,
2017,geoId/08,Mean_MothersAge_BirthEvent_LiveBirth,29.37,Years
2017,geoId/08,Mean_OeGestationalAge_BirthEvent_LiveBirth,38.62,Week
2017,geoId/08,Mean_LmpGestationalAge_BirthEvent_LiveBirth,38.67,Week
2017,geoId/08,Mean_BirthWeight_BirthEvent_LiveBirth,3191.34,Gram
2017,geoId/08,Mean_PrePregnancyBMI_BirthEvent_LiveBirth,26.22,
2017,geoId/08,Mean_PrenatalVisitCount_BirthEvent_LiveBirth,10.39,
2017,geoId/08,Mean_IntervalSinceLastBirth_BirthEvent_LiveBirth,48.66,Month
2017,geoId/08,Mean_IntervalSinceLastPregnancyOutcomeNotLiveBirth_BirthEvent_LiveBirth,45.39,Month
2018,geoId/08,Count_BirthEvent_LiveBirth,62885,
2018,geoId/08,Mean_MothersAge_BirthEvent_LiveBirth,29.51,Years
2018,geoId/08,Mean_OeGestationalAge_BirthEvent_LiveBirth,38.56,Week
2018,geoId/08,Mean_LmpGestationalAge_BirthEvent_LiveBirth,38.63,Week
2018,geoId/08,Mean_BirthWeight_BirthEvent_LiveBirth,3185.43,Gram
2018,geoId/08,Mean_PrePregnancyBMI_BirthEvent_LiveBirth,26.33,
2018,geoId/08,Mean_PrenatalVisitCount_BirthEvent_LiveBirth,10.52,
2018,geoId/08,Mean_IntervalSinceLastBirth_BirthEvent_LiveBirth,48.37,Month
2018,geoId/08,Mean_IntervalSinceLastPregnancyOutcomeNotLiveBirth_BirthEvent_LiveBirth,44.53,Month
2019,geoId/08,Count_BirthEvent_LiveBirth,62869,
2019,geoId/08,Mean_MothersAge_BirthEvent_LiveBirth,29.64,Years
2019,geoId/08,Mean_OeGestationalAge_BirthEvent_LiveBirth,38.51,Week
2019,geoId/08,Mean_LmpGestationalAge_BirthEvent_LiveBirth,38.61,Week
2019,geoId/08,Mean_BirthWeight_BirthEvent_LiveBirth,3180.53,Gram
2019,geoId/08,Mean_PrePregnancyBMI_BirthEvent_LiveBirth,26.46,
2019,geoId/08,Mean_PrenatalVisitCount_BirthEvent_LiveBirth,10.54,
2019,geoId/08,Mean_IntervalSinceLastBirth_BirthEvent_LiveBirth,48.40,Month
2019,geoId/08,Mean_IntervalSinceLastPregnancyOutcomeNotLiveBirth_BirthEvent_LiveBirth,44.60,Month
2020,geoId/08,Count_BirthEvent_LiveBirth,61494,
2020,geoId/08,Mean_MothersAge_BirthEvent_LiveBirth,29.76,Years
2020,geoId/08,Mean_OeGestationalAge_BirthEvent_LiveBirth,38.49,Week
2020,geoId/08,Mean_LmpGestationalAge_BirthEvent_LiveBirth,38.61,Week
2020,geoId/08,Mean_BirthWeight_BirthEvent_LiveBirth,3180.08,Gram
2020,geoId/08,Mean_PrePregnancyBMI_BirthEvent_LiveBirth,26.60,
2020,geoId/08,Mean_PrenatalVisitCount_BirthEvent_LiveBirth,10.20,
2020,geoId/08,Mean_IntervalSinceLastBirth_BirthEvent_LiveBirth,48.94,Month
2020,geoId/08,Mean_IntervalSinceLastPregnancyOutcomeNotLiveBirth_BirthEvent_LiveBirth,45.24,Month
2016,geoId/09,Count_BirthEvent_LiveBirth,36015,
2016,geoId/09,Mean_MothersAge_BirthEvent_LiveBirth,30.25,Years
2016,geoId/09,Mean_OeGestationalAge_BirthEvent_LiveBirth,38.59,Week
2016,geoId/09,Mean_LmpGestationalAge_BirthEvent_LiveBirth,38.73,Week
2016,geoId/09,Mean_BirthWeight_BirthEvent_LiveBirth,3287.73,Gram
2016,geoId/09,Mean_PrePregnancyBMI_BirthEvent_LiveBirth,26.45,
2016,geoId/09,Mean_PrenatalVisitCount_BirthEvent_LiveBirth,11.98,
2016,geoId/09,Mean_IntervalSinceLastBirth_BirthEvent_LiveBirth,52.50,Month
2016,geoId/09,Mean_IntervalSinceLastPregnancyOutcomeNotLiveBirth_BirthEvent_LiveBirth,48.34,Month
2017,geoId/09,Count_BirthEvent_LiveBirth,35221,
2017,geoId/09,Mean_MothersAge_BirthEvent_LiveBirth,30.37,Years
2017,geoId/09,Mean_OeGestationalAge_BirthEvent_LiveBirth,38.57,Week
2017,geoId/09,Mean_LmpGestationalAge_BirthEvent_LiveBirth,38.75,Week
2017,geoId/09,Mean_BirthWeight_BirthEvent_LiveBirth,3280.06,Gram
2017,geoId/09,Mean_PrePregnancyBMI_BirthEvent_LiveBirth,26.63,
2017,geoId/09,Mean_PrenatalVisitCount_BirthEvent_LiveBirth,12.15,
2017,geoId/09,Mean_IntervalSinceLastBirth_BirthEvent_LiveBirth,53.83,Month
2017,geoId/09,Mean_IntervalSinceLastPregnancyOutcomeNotLiveBirth_BirthEvent_LiveBirth,51.80,Month
2018,geoId/09,Count_BirthEvent_LiveBirth,34725,
2018,geoId/09,Mean_MothersAge_BirthEvent_LiveBirth,30.49,Years
2018,geoId/09,Mean_OeGestationalAge_BirthEvent_LiveBirth,38.56,Week
2018,geoId/09,Mean_LmpGestationalAge_BirthEvent_LiveBirth,38.74,Week
2018,geoId/09,Mean_BirthWeight_BirthEvent_LiveBirth,3293.07,Gram
2018,geoId/09,Mean_PrePregnancyBMI_BirthEvent_LiveBirth,26.85,
2018,geoId/09,Mean_PrenatalVisitCount_BirthEvent_LiveBirth,12.46,
2018,geoId/09,Mean_IntervalSinceLastBirth_BirthEvent_LiveBirth,53.75,Month
2018,geoId/09,Mean_IntervalSinceLastPregnancyOutcomeNotLiveBirth_BirthEvent_LiveBirth,50.25,Month
2019,geoId/09,Count_BirthEvent_LiveBirth,34258,
2019,geoId/09,Mean_MothersAge_BirthEvent_LiveBirth,30.62,Years
2019,geoId/09,Mean_OeGestationalAge_BirthEvent_LiveBirth,38.51,Week
2019,geoId/09,Mean_LmpGestationalAge_BirthEvent_LiveBirth,38.72,Week
2019,geoId/09,Mean_BirthWeight_BirthEvent_LiveBirth,3281.95,Gram
2019,geoId/09,Mean_PrePregnancyBMI_BirthEvent_LiveBirth,26.87,
2019,geoId/09,Mean_PrenatalVisitCount_BirthEvent_LiveBirth,12.68,
2019,geoId/09,Mean_IntervalSinceLastBirth_BirthEvent_LiveBirth,53.42,Month
2019,geoId/09,Mean_IntervalSinceLastPregnancyOutcomeNotLiveBirth_BirthEvent_LiveBirth,48.83,Month
2020,geoId/09,Count_BirthEvent_LiveBirth,33460,
2020,geoId/09,Mean_MothersAge_BirthEvent_LiveBirth,30.70,Years
2020,geoId/09,Mean_OeGestationalAge_BirthEvent_LiveBirth,38.51,Week
2020,geoId/09,Mean_LmpGestationalAge_BirthEvent_LiveBirth,38.73,Week
2020,geoId/09,Mean_BirthWeight_BirthEvent_LiveBirth,3285.57,Gram
2020,geoId/09,Mean_PrePregnancyBMI_BirthEvent_LiveBirth,27.10,
2020,geoId/09,Mean_PrenatalVisitCount_BirthEvent_LiveBirth,12.33,
2020,geoId/09,Mean_IntervalSinceLastBirth_BirthEvent_LiveBirth,54.58,Month
2020,geoId/09,Mean_IntervalSinceLastPregnancyOutcomeNotLiveBirth_BirthEvent_LiveBirth,49.98,Month
2016,geoId/10,Count_BirthEvent_LiveBirth,10992,
2016,geoId/10,Mean_MothersAge_BirthEvent_LiveBirth,28.71,Years
2016,geoId/10,Mean_OeGestationalAge_BirthEvent_LiveBirth,38.49,Week
