"TIME","GEO","UNIT","LANDUSE","Value","Flag and Footnotes"
"2011","DE114","KM2","TOTAL","642.4",""
"2011","DE115","KM2","TOTAL","686.8",""
"2011","DE116","KM2","TOTAL","858.1",""
"2011","DE117","KM2","TOTAL","99.9",""
"2011","DE118","KM2","TOTAL","1,099.9",""
"2011","DE119","KM2","TOTAL","776.8",""
"2011","DE11A","KM2","TOTAL","1,484.0",""
"2011","DE11B","KM2","TOTAL","1,304.4",""
"2011","DE11C","KM2","TOTAL","627.1",""
"2011","DE11D","KM2","TOTAL","1,511.6",""
"2011","DE12","KM2","TOTAL","6,919.1",""
"2011","DE121","KM2","TOTAL","140.2",""
"2011","DE122","KM2","TOTAL","173.5",""
"2011","DE123","KM2","TOTAL","1,085.0",""
"2011","DE124","KM2","TOTAL","738.8",""
"2011","DE125","KM2","TOTAL","108.8",""
"2011","DE126","KM2","TOTAL","145.0",""
"2011","DE127","KM2","TOTAL","1,126.3",""
"2011","DE128","KM2","TOTAL","1,061.7",""
"2011","DE129","KM2","TOTAL","98.0",""
"2011","DE12A","KM2","TOTAL","797.5",""
"2011","DE12B","KM2","TOTAL","573.7",""
"2011","DE12C","KM2","TOTAL","870.7",""
"2011","DE13","KM2","TOTAL","9,357.0",""
"2011","DE131","KM2","TOTAL","153.1",""
"2011","DE132","KM2","TOTAL","1,378.3",""
"2011","DE133","KM2","TOTAL","679.9",""
"2011","DE134","KM2","TOTAL","1,860.8",""
"2011","DE135","KM2","TOTAL","769.4",""
"2011","DE136","KM2","TOTAL","1,025.3",""
"2011","DE137","KM2","TOTAL","734.4",""
"2011","DE138","KM2","TOTAL","818.0",""
"2011","DE139","KM2","TOTAL","806.8",""
"2011","DE13A","KM2","TOTAL","1,131.2",""
"2011","DE14","KM2","TOTAL","8,917.7",""
"2011","DE141","KM2","TOTAL","1,094.0",""
"2011","DE142","KM2","TOTAL","519.2",""
"2011","DE143","KM2","TOTAL","917.7",""
"2011","DE144","KM2","TOTAL","118.7",""
"2011","DE145","KM2","TOTAL","1,357.3",""
"2011","DE146","KM2","TOTAL","1,409.8",""
"2011","DE147","KM2","TOTAL","664.8",""
"2011","DE148","KM2","TOTAL","1,631.8",""
"2011","DE149","KM2","TOTAL","1,204.4",""
"2011","DE2","KM2","TOTAL","70,550.1",""
"2011","DE21","KM2","TOTAL","17,529.8",""
"2011","DE211","KM2","TOTAL","133.4",""
"2011","DE212","KM2","TOTAL","310.7",""
"2011","DE213","KM2","TOTAL","37.2",""
"2011","DE214","KM2","TOTAL","569.4",""
"2011","DE215","KM2","TOTAL","839.9",""
"2011","DE216","KM2","TOTAL","1,110.7",""
"2011","DE217","KM2","TOTAL","579.2",""
"2011","DE218","KM2","TOTAL","549.4",""
"2011","DE219","KM2","TOTAL","1,214.1",""
"2011","DE21A","KM2","TOTAL","870.7",""
"2011","DE21B","KM2","TOTAL","799.8",""
"2011","DE21C","KM2","TOTAL","434.8",""
"2011","DE21D","KM2","TOTAL","1,012.2",""
"2011","DE21E","KM2","TOTAL","804.4",""
"2011","DE21F","KM2","TOTAL","863.5",""
"2011","DE21G","KM2","TOTAL","805.3",""
"2011","DE21H","KM2","TOTAL","667.0",""
"2011","DE21I","KM2","TOTAL","739.8",""
"2011","DE21J","KM2","TOTAL","760.7",""
"2011","DE21K","KM2","TOTAL","1,439.5",""
"2011","DE21L","KM2","TOTAL","487.7",""
"2011","DE21M","KM2","TOTAL","1,534.0",""
"2011","DE21N","KM2","TOTAL","966.4",""
"2011","DE22","KM2","TOTAL","10,329.0",""
"2011","DE221","KM2","TOTAL","65.8",""
"2011","DE222","KM2","TOTAL","69.6",""
"2011","DE223","KM2","TOTAL","67.6",""
"2011","DE224","KM2","TOTAL","861.3",""
"2011","DE225","KM2","TOTAL","984.2",""
"2011","DE226","KM2","TOTAL","1,066.3",""
"2011","DE227","KM2","TOTAL","1,348.0",""
"2011","DE228","KM2","TOTAL","1,530.3",""
"2011","DE229","KM2","TOTAL","974.9",""
"2011","DE22A","KM2","TOTAL","1,281.4",""
"2011","DE22B","KM2","TOTAL","1,201.9",""
"2011","DE22C","KM2","TOTAL","877.8",""
"2011","DE23","KM2","TOTAL","9,690.2",""
"2011","DE231","KM2","TOTAL","50.1",""
"2011","DE232","KM2","TOTAL","80.7",""
"2011","DE233","KM2","TOTAL","70.5",""
"2011","DE234","KM2","TOTAL","1,255.8",""
"2011","DE235","KM2","TOTAL","1,512.2",""
"2011","DE236","KM2","TOTAL","1,344.1",""
"2011","DE237","KM2","TOTAL","1,427.7",""
"2011","DE238","KM2","TOTAL","1,392.0",""
"2011","DE239","KM2","TOTAL","1,472.9",""
"2011","DE23A","KM2","TOTAL","1,084.2",""
"2011","DE24","KM2","TOTAL","7,231.5",""
"2011","DE241","KM2","TOTAL","54.6",""
"2011","DE242","KM2","TOTAL","66.9",""
"2011","DE243","KM2","TOTAL","48.3",""
"2011","DE244","KM2","TOTAL","58.0",""
"2011","DE245","KM2","TOTAL","1,167.8",""
"2011","DE246","KM2","TOTAL","1,273.8",""
"2011","DE247","KM2","TOTAL","590.5",""
"2011","DE248","KM2","TOTAL","642.8",""
"2011","DE249","KM2","TOTAL","892.5",""
"2011","DE24A","KM2","TOTAL","651.5",""
"2011","DE24B","KM2","TOTAL","658.3",""
"2011","DE24C","KM2","TOTAL","520.0",""
"2011","DE24D","KM2","TOTAL","606.4",""
"2011","DE25","KM2","TOTAL","7,244.9",""
"2011","DE251","KM2","TOTAL","99.9",""
"2011","DE252","KM2","TOTAL","77.0",""
"2011","DE253","KM2","TOTAL","63.4",""
"2011","DE254","KM2","TOTAL","186.4",""
"2011","DE255","KM2","TOTAL","40.8",""
"2011","DE256","KM2","TOTAL","1,971.8",""
"2011","DE257","KM2","TOTAL","564.7",""
"2011","DE258","KM2","TOTAL","307.6",""
"2011","DE259","KM2","TOTAL","799.6",""
"2011","DE25A","KM2","TOTAL","1,267.6",""
"2011","DE25B","KM2","TOTAL","895.4",""
"2011","DE25C","KM2","TOTAL","970.9",""
"2011","DE26","KM2","TOTAL","8,531.4",""
"2011","DE261","KM2","TOTAL","62.5",""
"2011","DE262","KM2","TOTAL","35.7",""
"2011","DE263","KM2","TOTAL","87.6",""
"2011","DE264","KM2","TOTAL","699.2",""
"2011","DE265","KM2","TOTAL","1,136.9",""
"2011","DE266","KM2","TOTAL","1,021.8",""
"2011","DE267","KM2","TOTAL","956.4",""
"2011","DE268","KM2","TOTAL","684.1",""
"2011","DE269","KM2","TOTAL","715.9",""
"2011","DE26A","KM2","TOTAL","1,321.4",""
"2011","DE26B","KM2","TOTAL","841.5",""
"2011","DE26C","KM2","TOTAL","968.4",""
"2011","DE27","KM2","TOTAL","9,993.4",""
"2011","DE271","KM2","TOTAL","146.8",""
"2011","DE272","KM2","TOTAL","40.0",""
"2011","DE273","KM2","TOTAL","63.3",""
"2011","DE274","KM2","TOTAL","70.1",""
"2011","DE275","KM2","TOTAL","780.3",""
"2011","DE276","KM2","TOTAL","1,071.2",""
"2011","DE277","KM2","TOTAL","792.2",""
"2011","DE278","KM2","TOTAL","762.4",""
"2011","DE279","KM2","TOTAL","515.8",""
"2011","DE27A","KM2","TOTAL","323.4",""
"2011","DE27B","KM2","TOTAL","1,394.9",""
"2011","DE27C","KM2","TOTAL","1,230.1",""
"2011","DE27D","KM2","TOTAL","1,274.7",""
"2011","DE27E","KM2","TOTAL","1,528.0",""
"2011","DE3","KM2","TOTAL","887.7",""
"2011","DE30","KM2","TOTAL","887.7",""
"2011","DE300","KM2","TOTAL","887.7",""
"2011","DE4","KM2","TOTAL","29,483.1",""
"2011","DE40","KM2","TOTAL","29,483.1",""
"2011","DE401","KM2","TOTAL","228.8",""
"2011","DE402","KM2","TOTAL","164.3",""
"2011","DE403","KM2","TOTAL","147.8",""
"2011","DE404","KM2","TOTAL","187.5",""
"2011","DE405","KM2","TOTAL","1,471.6",""
"2011","DE406","KM2","TOTAL","2,261.9",""
"2011","DE407","KM2","TOTAL","1,889.4",""
"2011","DE408","KM2","TOTAL","1,717.3",""
"2011","DE409","KM2","TOTAL","2,150.2",""
"2011","DE40A","KM2","TOTAL","1,798.3",""
"2011","DE40B","KM2","TOTAL","1,216.9",""
"2011","DE40C","KM2","TOTAL","2,243.1",""
"2011","DE40D","KM2","TOTAL","2,508.7",""
"2011","DE40E","KM2","TOTAL","2,575.2",""
"2011","DE40F","KM2","TOTAL","2,123.6",""
"2011","DE40G","KM2","TOTAL","1,648.0",""
"2011","DE40H","KM2","TOTAL","2,092.3",""
"2011","DE40I","KM2","TOTAL","3,058.4",""
"2011","DE5","KM2","TOTAL","419.2",""
"2011","DE50","KM2","TOTAL","419.2",""
"2011","DE501","KM2","TOTAL","325.4",""
"2011","DE502","KM2","TOTAL","93.8",""
"2011","DE6","KM2","TOTAL","755.2",""
"2011","DE60","KM2","TOTAL","755.2",""
"2011","DE600","KM2","TOTAL","755.2",""
"2011","DE7","KM2","TOTAL","21,114.9",""
"2011","DE71","KM2","TOTAL","7,444.9",""
"2011","DE711","KM2","TOTAL","122.1",""
"2011","DE712","KM2","TOTAL","248.3",""
"2011","DE713","KM2","TOTAL","44.9",""
"2011","DE714","KM2","TOTAL","203.9",""
"2011","DE715","KM2","TOTAL","719.5",""
"2011","DE716","KM2","TOTAL","658.7",""
"2011","DE717","KM2","TOTAL","453.1",""
"2011","DE718","KM2","TOTAL","482.0",""
"2011","DE719","KM2","TOTAL","1,397.6",""
"2011","DE71A","KM2","TOTAL","222.4",""
"2011","DE71B","KM2","TOTAL","624.0",""
"2011","DE71C","KM2","TOTAL","356.3",""
"2011","DE71D","KM2","TOTAL","811.5",""
"2011","DE71E","KM2","TOTAL","1,100.7",""
"2011","DE72","KM2","TOTAL","5,381.2",""
"2011","DE721","KM2","TOTAL","854.6",""
"2011","DE722","KM2","TOTAL","1,066.5",""
"2011","DE723","KM2","TOTAL","738.5",""
"2011","DE724","KM2","TOTAL","1,262.6",""
"2011","DE725","KM2","TOTAL","1,459.0",""
"2011","DE73","KM2","TOTAL","8,288.8",""
"2011","DE731","KM2","TOTAL","106.8",""
"2011","DE732","KM2","TOTAL","1,380.4",""
"2011","DE733","KM2","TOTAL","1,097.1",""
"2011","DE734","KM2","TOTAL","1,292.8",""
"2011","DE735","KM2","TOTAL","1,538.5",""
"2011","DE736","KM2","TOTAL","1,848.6",""
"2011","DE737","KM2","TOTAL","1,024.7",""
"2011","DE8","KM2","TOTAL","23,190.8",""
"2011","DE80","KM2","TOTAL","23,190.8",""
"2011","DE803","KM2","TOTAL","181.3",""
"2011","DE804","KM2","TOTAL","130.5",""
"2011","DE80J","KM2","TOTAL",":",""
"2011","DE80K","KM2","TOTAL","3,432.0",""
"2011","DE80L","KM2","TOTAL","3,207.0",""
"2011","DE80M","KM2","TOTAL","2,119.0",""
"2011","DE80N","KM2","TOTAL",":",""
"2011","DE80O","KM2","TOTAL",":",""
"2011","DE9","KM2","TOTAL","47,612.9",""
"2011","DE91","KM2","TOTAL","8,099.9",""
"2011","DE911","KM2","TOTAL","192.2",""
"2011","DE912","KM2","TOTAL","223.9",""
"2011","DE913","KM2","TOTAL","204.1",""
"2011","DE914","KM2","TOTAL","1,562.8",""
"2011","DE915","KM2","TOTAL","1,117.2",""
"2011","DE916","KM2","TOTAL","965.3",""
"2011","DE917","KM2","TOTAL","674.0",""
"2011","DE918","KM2","TOTAL","1,267.1",""
"2011","DE919","KM2","TOTAL","636.0",""
"2011","DE91A","KM2","TOTAL","534.9",""
"2011","DE91B","KM2","TOTAL","722.5",""
"2011","DE92","KM2","TOTAL","9,047.7",""
"2011","DE922","KM2","TOTAL","1,987.9",""
"2011","DE923","KM2","TOTAL","796.1",""
"2011","DE925","KM2","TOTAL","1,205.9",""
"2011","DE926","KM2","TOTAL","692.6",""
"2011","DE927","KM2","TOTAL","1,399.0",""
"2011","DE928","KM2","TOTAL","675.6",""
"2011","DE929","KM2","TOTAL","2,290.7",""
"2011","DE93","KM2","TOTAL","15,494.4",""
"2011","DE931","KM2","TOTAL","1,545.1",""
"2011","DE932","KM2","TOTAL","2,057.8",""
"2011","DE933","KM2","TOTAL","1,244.9",""
"2011","DE934","KM2","TOTAL","1,220.6",""
"2011","DE935","KM2","TOTAL","1,323.5",""
"2011","DE936","KM2","TOTAL","650.8",""
"2011","DE937","KM2","TOTAL","2,070.1",""
"2011","DE938","KM2","TOTAL","1,873.6",""
"2011","DE939","KM2","TOTAL","1,266.0",""
"2011","DE93A","KM2","TOTAL","1,454.1",""
"2011","DE93B","KM2","TOTAL","787.9",""
"2011","DE94","KM2","TOTAL","14,970.9",""
"2011","DE941","KM2","TOTAL","62.4",""
"2011","DE942","KM2","TOTAL","112.4",""
"2011","DE943","KM2","TOTAL","103.0",""
"2011","DE944","KM2","TOTAL","119.8",""
"2011","DE945","KM2","TOTAL","106.9",""
"2011","DE946","KM2","TOTAL","728.4",""
"2011","DE947","KM2","TOTAL","1,287.3",""
"2011","DE948","KM2","TOTAL","1,418.3",""
"2011","DE949","KM2","TOTAL","2,882.0",""
"2011","DE94A","KM2","TOTAL","607.9",""
"2011","DE94B","KM2","TOTAL","980.8",""
"2011","DE94C","KM2","TOTAL","1,086.0",""
"2011","DE94D","KM2","TOTAL","1,063.1",""
"2011","DE94E","KM2","TOTAL","2,121.6",""
"2011","DE94F","KM2","TOTAL","812.6",""
"2011","DE94G","KM2","TOTAL","821.9",""
"2011","DE94H","KM2","TOTAL","656.7",""
"2011","DEA","KM2","TOTAL","34,092.3",""
"2011","DEA1","KM2","TOTAL","5,291.0",""
"2011","DEA11","KM2","TOTAL","217.2",""
"2011","DEA12","KM2","TOTAL","232.8",""
"2011","DEA13","KM2","TOTAL","210.3",""
"2011","DEA14","KM2","TOTAL","137.8",""
"2011","DEA15","KM2","TOTAL","170.5",""
"2011","DEA16","KM2","TOTAL","91.3",""
"2011","DEA17","KM2","TOTAL","77.1",""
"2011","DEA18","KM2","TOTAL","74.6",""
"2011","DEA19","KM2","TOTAL","89.5",""
"2011","DEA1A","KM2","TOTAL","168.4",""
"2011","DEA1B","KM2","TOTAL","1,232.2",""
"2011","DEA1C","KM2","TOTAL","407.1",""
"2011","DEA1D","KM2","TOTAL","576.5",""
"2011","DEA1E","KM2","TOTAL","563.3",""
"2011","DEA1F","KM2","TOTAL","1,042.5",""
"2011","DEA2","KM2","TOTAL","7,364.4",""
"2011","DEA22","KM2","TOTAL","141.2",""
"2011","DEA23","KM2","TOTAL","405.2",""
"2011","DEA24","KM2","TOTAL","78.9",""
"2011","DEA26","KM2","TOTAL","941.4",""
"2011","DEA27","KM2","TOTAL","704.6",""
"2011","DEA28","KM2","TOTAL","1,248.7",""
"2011","DEA29","KM2","TOTAL","628.0",""
"2011","DEA2A","KM2","TOTAL","918.6",""
"2011","DEA2B","KM2","TOTAL","437.5",""
"2011","DEA2C","KM2","TOTAL","1,153.3",""
"2011","DEA2D","KM2","TOTAL","707.8",""
"2011","DEA3","KM2","TOTAL","6,911.4",""
"2011","DEA31","KM2","TOTAL","100.6",""
"2011","DEA32","KM2","TOTAL","104.9",""
"2011","DEA33","KM2","TOTAL","303.0",""
"2011","DEA34","KM2","TOTAL","1,419.7",""
"2011","DEA35","KM2","TOTAL","1,112.1",""
"2011","DEA36","KM2","TOTAL","760.4",""
"2011","DEA37","KM2","TOTAL","1,793.0",""
"2011","DEA38","KM2","TOTAL","1,317.8",""
"2011","DEA4","KM2","TOTAL","6,520.8",""
"2011","DEA41","KM2","TOTAL","257.9",""
"2011","DEA42","KM2","TOTAL","968.2",""
"2011","DEA43","KM2","TOTAL","450.1",""
"2011","DEA44","KM2","TOTAL","1,200.0",""
"2011","DEA45","KM2","TOTAL","1,246.2",""
"2011","DEA46","KM2","TOTAL","1,152.2",""
"2011","DEA47","KM2","TOTAL","1,246.2",""
"2011","DEA5","KM2","TOTAL","8,004.7",""
"2011","DEA51","KM2","TOTAL","145.7",""
"2011","DEA52","KM2","TOTAL","280.7",""
"2011","DEA53","KM2","TOTAL","160.4",""
"2011","DEA54","KM2","TOTAL","226.3",""
"2011","DEA55","KM2","TOTAL","51.4",""
"2011","DEA56","KM2","TOTAL","408.3",""
"2011","DEA57","KM2","TOTAL","1,960.2",""
"2011","DEA58","KM2","TOTAL","1,059.0",""
"2011","DEA59","KM2","TOTAL","710.8",""
"2011","DEA5A","KM2","TOTAL","1,131.7",""
"2011","DEA5B","KM2","TOTAL","1,327.6",""
"2011","DEA5C","KM2","TOTAL","542.7",""
"2011","DEB","KM2","TOTAL","19,854.1",""
"2011","DEB1","KM2","TOTAL","8,073.0",""
"2011","DEB11","KM2","TOTAL","105.1",""
"2011","DEB12","KM2","TOTAL","787.0",""
"2011","DEB13","KM2","TOTAL","642.0",""
"2011","DEB14","KM2","TOTAL","863.7",""
"2011","DEB15","KM2","TOTAL","776.6",""
"2011","DEB16","KM2","TOTAL","720.0",""
"2011","DEB17","KM2","TOTAL","817.4",""
"2011","DEB18","KM2","TOTAL","626.9",""
"2011","DEB19","KM2","TOTAL","963.4",""
"2011","DEB1A","KM2","TOTAL","782.3",""
"2011","DEB1B","KM2","TOTAL","988.8",""
"2011","DEB2","KM2","TOTAL","4,923.6",""
"2011","DEB21","KM2","TOTAL","117.1",""
"2011","DEB22","KM2","TOTAL","1,177.8",""
"2011","DEB23","KM2","TOTAL","1,626.2",""
"2011","DEB24","KM2","TOTAL","911.1",""
"2011","DEB25","KM2","TOTAL","1,091.4",""
"2011","DEB3","KM2","TOTAL","6,651.4",""
"2011","DEB31","KM2","TOTAL","43.8",""
"2011","DEB32","KM2","TOTAL","139.7",""
"2011","DEB33","KM2","TOTAL","83.0",""
"2011","DEB34","KM2","TOTAL","77.6",""
"2011","DEB35","KM2","TOTAL","97.7",""
"2011","DEB36","KM2","TOTAL","117.1",""
"2011","DEB37","KM2","TOTAL","61.4",""
"2011","DEB38","KM2","TOTAL","42.6",""
"2011","DEB39","KM2","TOTAL","108.7",""
"2011","DEB3A","KM2","TOTAL","70.6",""
"2011","DEB3B","KM2","TOTAL","588.1",""
"2011","DEB3C","KM2","TOTAL","594.8",""
"2011","DEB3D","KM2","TOTAL","645.5",""
"2011","DEB3E","KM2","TOTAL","463.3",""
"2011","DEB3F","KM2","TOTAL","439.9",""
"2011","DEB3G","KM2","TOTAL","573.4",""
"2011","DEB3H","KM2","TOTAL","639.9",""
"2011","DEB3I","KM2","TOTAL","304.9",""
"2011","DEB3J","KM2","TOTAL","605.7",""
"2011","DEB3K","KM2","TOTAL","953.7",""
"2011","DEC","KM2","TOTAL","2,568.8",""
"2011","DEC0","KM2","TOTAL","2,568.8",""
"2011","DEC01","KM2","TOTAL","410.6",""
"2011","DEC02","KM2","TOTAL","555.2",""
"2011","DEC03","KM2","TOTAL","249.3",""
"2011","DEC04","KM2","TOTAL","459.1",""
"2011","DEC05","KM2","TOTAL","418.4",""
"2011","DEC06","KM2","TOTAL","476.2",""
"2011","DED","KM2","TOTAL","18,419.8",""
"2011","DED2","KM2","TOTAL","7,931.3",""
"2011","DED21","KM2","TOTAL","328.3",""
"2011","DED2C","KM2","TOTAL","2,390.7",""
"2011","DED2D","KM2","TOTAL","2,106.2",""
"2011","DED2E","KM2","TOTAL","1,452.4",""
"2011","DED2F","KM2","TOTAL","1,653.7",""
"2011","DED4","KM2","TOTAL","6,523.8",""
"2011","DED41","KM2","TOTAL","220.8",""
"2011","DED42","KM2","TOTAL","1,828.4",""
"2011","DED43","KM2","TOTAL","2,113.4",""
"2011","DED44","KM2","TOTAL","1,411.9",""
"2011","DED45","KM2","TOTAL","949.3",""
"2011","DED5","KM2","TOTAL","3,964.7",""
"2011","DED51","KM2","TOTAL","297.4",""
"2011","DED52","KM2","TOTAL","1,647.1",""
"2011","DED53","KM2","TOTAL","2,020.3",""
"2011","DEE","KM2","TOTAL","20,449.5",""
"2011","DEE0","KM2","TOTAL","20,449.5",""
"2011","DEE01","KM2","TOTAL","244.7",""
"2011","DEE02","KM2","TOTAL","135.0",""
"2011","DEE03","KM2","TOTAL","201.0",""
"2011","DEE04","KM2","TOTAL","2,292.8",""
"2011","DEE05","KM2","TOTAL","1,453.3",""
"2011","DEE06","KM2","TOTAL","1,576.7",""
"2011","DEE07","KM2","TOTAL","2,366.5",""
"2011","DEE08","KM2","TOTAL","1,413.6",""
