observationAbout,observationDate,value,variableMeasured,unit,scalingFactor,#input
country/CAN,2011,3.777,dcid:OpeningStocks_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:13:7
country/CAN,2012,3.746,dcid:OpeningStocks_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:14:7
country/CAN,2013,3.793,dcid:OpeningStocks_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:15:7
country/CAN,2014,3.942,dcid:OpeningStocks_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:16:7
country/CAN,2015,3.771,dcid:OpeningStocks_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:17:7
country/CAN,2016,4.015,dcid:OpeningStocks_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:18:7
country/CAN,2017,4.08,dcid:OpeningStocks_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:19:7
country/CAN,2018,4.229,dcid:OpeningStocks_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:20:7
country/CAN,2019,4.853,dcid:OpeningStocks_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:21:7
country/CAN,2020,4.632,dcid:OpeningStocks_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:22:7
country/CAN,2021,4.644,dcid:OpeningStocks_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:23:7
country/CAN,2000,0.656,dcid:UpwardReappraisals_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:24:7
country/CAN,2001,0.355,dcid:UpwardReappraisals_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:25:7
country/CAN,2002,0.283,dcid:UpwardReappraisals_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:26:7
country/CAN,2003,0.424,dcid:UpwardReappraisals_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:27:7
country/CAN,2004,0.596,dcid:UpwardReappraisals_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:28:7
country/CAN,2005,1.425,dcid:UpwardReappraisals_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:29:7
country/CAN,2006,0.238,dcid:UpwardReappraisals_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:30:7
country/CAN,2007,0.562,dcid:UpwardReappraisals_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:31:7
country/CAN,2008,0.333,dcid:UpwardReappraisals_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:32:7
country/CAN,2009,0.027,dcid:UpwardReappraisals_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:33:7
country/CAN,2010,0.235,dcid:UpwardReappraisals_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:34:7
country/CAN,2011,0.43,dcid:UpwardReappraisals_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:35:7
country/CAN,2012,0.525,dcid:UpwardReappraisals_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:36:7
country/CAN,2013,0.654,dcid:UpwardReappraisals_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:37:7
country/CAN,2014,0.339,dcid:UpwardReappraisals_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:38:7
country/CAN,2015,0.706,dcid:UpwardReappraisals_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:39:7
country/CAN,2016,0.498,dcid:UpwardReappraisals_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:40:7
country/CAN,2017,0.592,dcid:UpwardReappraisals_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:41:7
country/CAN,2018,1.089,dcid:UpwardReappraisals_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:42:7
country/CAN,2019,0.255,dcid:UpwardReappraisals_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:43:7
country/CAN,2020,0.45,dcid:UpwardReappraisals_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:44:7
country/CAN,2021,0.446,dcid:UpwardReappraisals_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:45:7
country/CAN,2000,0.656,dcid:TotalAdditionsToStock_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:46:7
country/CAN,2001,0.355,dcid:TotalAdditionsToStock_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:47:7
country/CAN,2002,0.283,dcid:TotalAdditionsToStock_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:48:7
country/CAN,2003,0.424,dcid:TotalAdditionsToStock_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:49:7
country/CAN,2004,0.596,dcid:TotalAdditionsToStock_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:50:7
country/CAN,2005,1.425,dcid:TotalAdditionsToStock_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:51:7
country/CAN,2006,0.238,dcid:TotalAdditionsToStock_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:52:7
country/CAN,2007,0.562,dcid:TotalAdditionsToStock_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:53:7
country/CAN,2008,0.333,dcid:TotalAdditionsToStock_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:54:7
country/CAN,2009,0.027,dcid:TotalAdditionsToStock_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:55:7
country/CAN,2010,0.235,dcid:TotalAdditionsToStock_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:56:7
country/CAN,2011,0.43,dcid:TotalAdditionsToStock_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:57:7
country/CAN,2012,0.525,dcid:TotalAdditionsToStock_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:58:7
country/CAN,2013,0.654,dcid:TotalAdditionsToStock_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:59:7
country/CAN,2014,0.339,dcid:TotalAdditionsToStock_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:60:7
country/CAN,2015,0.706,dcid:TotalAdditionsToStock_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:61:7
country/CAN,2016,0.498,dcid:TotalAdditionsToStock_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:62:7
country/CAN,2017,0.592,dcid:TotalAdditionsToStock_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:63:7
country/CAN,2018,1.089,dcid:TotalAdditionsToStock_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:64:7
country/CAN,2019,0.255,dcid:TotalAdditionsToStock_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:65:7
country/CAN,2020,0.45,dcid:TotalAdditionsToStock_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:66:7
country/CAN,2021,0.446,dcid:TotalAdditionsToStock_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:67:7
country/CAN,2000,0.499,dcid:Extractions_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:68:7
country/CAN,2001,0.506,dcid:Extractions_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:69:7
country/CAN,2002,0.535,dcid:Extractions_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:70:7
country/CAN,2003,0.533,dcid:Extractions_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:71:7
country/CAN,2004,0.516,dcid:Extractions_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:72:7
country/CAN,2005,0.498,dcid:Extractions_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:73:7
country/CAN,2006,0.494,dcid:Extractions_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:74:7
country/CAN,2007,0.511,dcid:Extractions_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:75:7
country/CAN,2008,0.496,dcid:Extractions_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:76:7
country/CAN,2009,0.438,dcid:Extractions_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:77:7
country/CAN,2010,0.447,dcid:Extractions_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:78:7
country/CAN,2011,0.46,dcid:Extractions_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:79:7
country/CAN,2012,0.479,dcid:Extractions_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:80:7
country/CAN,2013,0.504,dcid:Extractions_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:81:7
country/CAN,2014,0.511,dcid:Extractions_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:82:7
country/CAN,2015,0.462,dcid:Extractions_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:83:7
country/CAN,2016,0.434,dcid:Extractions_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:84:7
country/CAN,2017,0.443,dcid:Extractions_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:85:7
country/CAN,2018,0.465,dcid:Extractions_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:86:7
country/CAN,2019,0.476,dcid:Extractions_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:87:7
country/CAN,2020,0.438,dcid:Extractions_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:88:7
country/CAN,2021,0.435,dcid:Extractions_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:89:7
country/CAN,2000,0.499,dcid:TotalReductionsInStock_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:90:7
country/CAN,2001,0.506,dcid:TotalReductionsInStock_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:91:7
country/CAN,2002,0.535,dcid:TotalReductionsInStock_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:92:7
country/CAN,2003,0.533,dcid:TotalReductionsInStock_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:93:7
country/CAN,2004,0.516,dcid:TotalReductionsInStock_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:94:7
country/CAN,2005,0.498,dcid:TotalReductionsInStock_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:95:7
country/CAN,2006,0.494,dcid:TotalReductionsInStock_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:96:7
country/CAN,2007,0.511,dcid:TotalReductionsInStock_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:97:7
country/CAN,2008,0.496,dcid:TotalReductionsInStock_Stocks_Fuel_CrudeOil_CommerciallyRecoverableResources,Barrel,,/usr/local/google/home/kuru/DC_July092024/data/statvar_imports/oecd_data/materials_energyresources/testdata/sample_input/OECD_MaterialsAndEnergyResources_data.csv:98:7
