LgdCode,StatVar,Category_Count
239,Count_CivicStructure_AgriculturalFacility,273
239,Count_CivicStructure_EducationFacility,33
239,Count_CivicStructure_MedicalFacility,47
239,Count_CivicStructure_TransportOrAdminFacility,56
240,Count_CivicStructure_AgriculturalFacility,21
240,Count_CivicStructure_EducationFacility,7
240,Count_CivicStructure_MedicalFacility,7
240,Count_CivicStructure_TransportOrAdminFacility,29
241,Count_CivicStructure_AgriculturalFacility,73
241,Count_CivicStructure_EducationFacility,44
241,Count_CivicStructure_MedicalFacility,34
241,Count_CivicStructure_TransportOrAdminFacility,61
242,Count_CivicStructure_AgriculturalFacility,54
242,Count_CivicStructure_EducationFacility,32
242,Count_CivicStructure_MedicalFacility,25
242,Count_CivicStructure_TransportOrAdminFacility,35
243,Count_CivicStructure_AgriculturalFacility,144
243,Count_CivicStructure_EducationFacility,43
243,Count_CivicStructure_MedicalFacility,37
243,Count_CivicStructure_TransportOrAdminFacility,83
628,Count_CivicStructure_AgriculturalFacility,5
628,Count_CivicStructure_EducationFacility,10
628,Count_CivicStructure_MedicalFacility,22
628,Count_CivicStructure_TransportOrAdminFacility,11
280,Count_CivicStructure_AgriculturalFacility,1632
280,Count_CivicStructure_EducationFacility,602
280,Count_CivicStructure_MedicalFacility,109
280,Count_CivicStructure_TransportOrAdminFacility,1210
281,Count_CivicStructure_AgriculturalFacility,368
281,Count_CivicStructure_EducationFacility,141
281,Count_CivicStructure_MedicalFacility,58
281,Count_CivicStructure_TransportOrAdminFacility,311
282,Count_CivicStructure_AgriculturalFacility,261
282,Count_CivicStructure_EducationFacility,314
282,Count_CivicStructure_MedicalFacility,119
282,Count_CivicStructure_TransportOrAdminFacility,348
283,Count_CivicStructure_AgriculturalFacility,213
283,Count_CivicStructure_EducationFacility,205
283,Count_CivicStructure_MedicalFacility,48
283,Count_CivicStructure_TransportOrAdminFacility,255
284,Count_CivicStructure_AgriculturalFacility,356
284,Count_CivicStructure_EducationFacility,331
284,Count_CivicStructure_MedicalFacility,50
284,Count_CivicStructure_TransportOrAdminFacility,195
285,Count_CivicStructure_AgriculturalFacility,603
285,Count_CivicStructure_EducationFacility,275
285,Count_CivicStructure_MedicalFacility,79
285,Count_CivicStructure_TransportOrAdminFacility,474
286,Count_CivicStructure_AgriculturalFacility,526
286,Count_CivicStructure_EducationFacility,353
286,Count_CivicStructure_MedicalFacility,181
286,Count_CivicStructure_TransportOrAdminFacility,451
287,Count_CivicStructure_AgriculturalFacility,549
287,Count_CivicStructure_EducationFacility,202
287,Count_CivicStructure_MedicalFacility,70
287,Count_CivicStructure_TransportOrAdminFacility,362
288,Count_CivicStructure_AgriculturalFacility,469
288,Count_CivicStructure_EducationFacility,333
288,Count_CivicStructure_MedicalFacility,97
288,Count_CivicStructure_TransportOrAdminFacility,294
289,Count_CivicStructure_AgriculturalFacility,143
289,Count_CivicStructure_EducationFacility,147
289,Count_CivicStructure_MedicalFacility,30
289,Count_CivicStructure_TransportOrAdminFacility,163
290,Count_CivicStructure_AgriculturalFacility,161
290,Count_CivicStructure_EducationFacility,347
290,Count_CivicStructure_MedicalFacility,129
290,Count_CivicStructure_TransportOrAdminFacility,221
291,Count_CivicStructure_AgriculturalFacility,460
291,Count_CivicStructure_EducationFacility,487
291,Count_CivicStructure_MedicalFacility,160
291,Count_CivicStructure_TransportOrAdminFacility,743
292,Count_CivicStructure_AgriculturalFacility,468
292,Count_CivicStructure_EducationFacility,356
292,Count_CivicStructure_MedicalFacility,78
292,Count_CivicStructure_TransportOrAdminFacility,207
293,Count_CivicStructure_AgriculturalFacility,636
293,Count_CivicStructure_EducationFacility,203
293,Count_CivicStructure_MedicalFacility,66
293,Count_CivicStructure_TransportOrAdminFacility,288
294,Count_CivicStructure_AgriculturalFacility,379
294,Count_CivicStructure_EducationFacility,203
294,Count_CivicStructure_MedicalFacility,77
294,Count_CivicStructure_TransportOrAdminFacility,424
295,Count_CivicStructure_AgriculturalFacility,426
295,Count_CivicStructure_EducationFacility,444
295,Count_CivicStructure_MedicalFacility,80
295,Count_CivicStructure_TransportOrAdminFacility,259
296,Count_CivicStructure_AgriculturalFacility,397
296,Count_CivicStructure_EducationFacility,226
296,Count_CivicStructure_MedicalFacility,82
296,Count_CivicStructure_TransportOrAdminFacility,226
297,Count_CivicStructure_AgriculturalFacility,640
297,Count_CivicStructure_EducationFacility,661
297,Count_CivicStructure_MedicalFacility,177
297,Count_CivicStructure_TransportOrAdminFacility,567
298,Count_CivicStructure_AgriculturalFacility,286
298,Count_CivicStructure_EducationFacility,231
298,Count_CivicStructure_MedicalFacility,73
298,Count_CivicStructure_TransportOrAdminFacility,376
299,Count_CivicStructure_AgriculturalFacility,59
299,Count_CivicStructure_EducationFacility,112
299,Count_CivicStructure_MedicalFacility,24
299,Count_CivicStructure_TransportOrAdminFacility,166
300,Count_CivicStructure_AgriculturalFacility,524
300,Count_CivicStructure_EducationFacility,347
300,Count_CivicStructure_MedicalFacility,134
300,Count_CivicStructure_TransportOrAdminFacility,419
301,Count_CivicStructure_AgriculturalFacility,337
301,Count_CivicStructure_EducationFacility,287
301,Count_CivicStructure_MedicalFacility,107
301,Count_CivicStructure_TransportOrAdminFacility,369
302,Count_CivicStructure_AgriculturalFacility,244
302,Count_CivicStructure_EducationFacility,258
302,Count_CivicStructure_MedicalFacility,132
302,Count_CivicStructure_TransportOrAdminFacility,231
612,Count_CivicStructure_AgriculturalFacility,263
612,Count_CivicStructure_EducationFacility,120
612,Count_CivicStructure_MedicalFacility,49
612,Count_CivicStructure_TransportOrAdminFacility,138
616,Count_CivicStructure_AgriculturalFacility,562
616,Count_CivicStructure_EducationFacility,312
616,Count_CivicStructure_MedicalFacility,67
616,Count_CivicStructure_TransportOrAdminFacility,348
617,Count_CivicStructure_AgriculturalFacility,409
617,Count_CivicStructure_EducationFacility,223
617,Count_CivicStructure_MedicalFacility,59
617,Count_CivicStructure_TransportOrAdminFacility,245
618,Count_CivicStructure_AgriculturalFacility,146
618,Count_CivicStructure_EducationFacility,93
618,Count_CivicStructure_MedicalFacility,35
618,Count_CivicStructure_TransportOrAdminFacility,117
188,Count_CivicStructure_AgriculturalFacility,163
188,Count_CivicStructure_EducationFacility,151
188,Count_CivicStructure_MedicalFacility,67
188,Count_CivicStructure_TransportOrAdminFacility,250
189,Count_CivicStructure_AgriculturalFacility,196
189,Count_CivicStructure_EducationFacility,200
189,Count_CivicStructure_MedicalFacility,77
189,Count_CivicStructure_TransportOrAdminFacility,260
190,Count_CivicStructure_AgriculturalFacility,77
190,Count_CivicStructure_EducationFacility,216
190,Count_CivicStructure_MedicalFacility,63
190,Count_CivicStructure_TransportOrAdminFacility,321
191,Count_CivicStructure_AgriculturalFacility,180
191,Count_CivicStructure_EducationFacility,211
191,Count_CivicStructure_MedicalFacility,60
191,Count_CivicStructure_TransportOrAdminFacility,429
192,Count_CivicStructure_AgriculturalFacility,35
192,Count_CivicStructure_EducationFacility,232
192,Count_CivicStructure_MedicalFacility,125
192,Count_CivicStructure_TransportOrAdminFacility,382
193,Count_CivicStructure_AgriculturalFacility,116
193,Count_CivicStructure_EducationFacility,238
193,Count_CivicStructure_MedicalFacility,73
193,Count_CivicStructure_TransportOrAdminFacility,465
194,Count_CivicStructure_AgriculturalFacility,119
194,Count_CivicStructure_EducationFacility,129
194,Count_CivicStructure_MedicalFacility,40
194,Count_CivicStructure_TransportOrAdminFacility,222
195,Count_CivicStructure_AgriculturalFacility,161
195,Count_CivicStructure_EducationFacility,174
195,Count_CivicStructure_MedicalFacility,69
195,Count_CivicStructure_TransportOrAdminFacility,339
196,Count_CivicStructure_AgriculturalFacility,275
196,Count_CivicStructure_EducationFacility,340
196,Count_CivicStructure_MedicalFacility,85
196,Count_CivicStructure_TransportOrAdminFacility,461
197,Count_CivicStructure_AgriculturalFacility,221
197,Count_CivicStructure_EducationFacility,214
197,Count_CivicStructure_MedicalFacility,66
197,Count_CivicStructure_TransportOrAdminFacility,415
198,Count_CivicStructure_AgriculturalFacility,150
198,Count_CivicStructure_EducationFacility,144
198,Count_CivicStructure_MedicalFacility,46
198,Count_CivicStructure_TransportOrAdminFacility,251
199,Count_CivicStructure_AgriculturalFacility,101
199,Count_CivicStructure_EducationFacility,123
199,Count_CivicStructure_MedicalFacility,45
199,Count_CivicStructure_TransportOrAdminFacility,146
200,Count_CivicStructure_AgriculturalFacility,149
200,Count_CivicStructure_EducationFacility,147
200,Count_CivicStructure_MedicalFacility,61
200,Count_CivicStructure_TransportOrAdminFacility,253
201,Count_CivicStructure_AgriculturalFacility,142
201,Count_CivicStructure_EducationFacility,216
201,Count_CivicStructure_MedicalFacility,137
201,Count_CivicStructure_TransportOrAdminFacility,410
202,Count_CivicStructure_AgriculturalFacility,65
202,Count_CivicStructure_EducationFacility,124
202,Count_CivicStructure_MedicalFacility,40
202,Count_CivicStructure_TransportOrAdminFacility,198
203,Count_CivicStructure_AgriculturalFacility,52
203,Count_CivicStructure_EducationFacility,119
203,Count_CivicStructure_MedicalFacility,33
203,Count_CivicStructure_TransportOrAdminFacility,220
204,Count_CivicStructure_AgriculturalFacility,62
204,Count_CivicStructure_EducationFacility,83
204,Count_CivicStructure_MedicalFacility,47
204,Count_CivicStructure_TransportOrAdminFacility,104
205,Count_CivicStructure_AgriculturalFacility,87
205,Count_CivicStructure_EducationFacility,178
205,Count_CivicStructure_MedicalFacility,96
205,Count_CivicStructure_TransportOrAdminFacility,317
206,Count_CivicStructure_AgriculturalFacility,194
206,Count_CivicStructure_EducationFacility,283
206,Count_CivicStructure_MedicalFacility,113
206,Count_CivicStructure_TransportOrAdminFacility,550
207,Count_CivicStructure_AgriculturalFacility,33
207,Count_CivicStructure_EducationFacility,156
207,Count_CivicStructure_MedicalFacility,35
207,Count_CivicStructure_TransportOrAdminFacility,217
208,Count_CivicStructure_AgriculturalFacility,167
208,Count_CivicStructure_EducationFacility,358
208,Count_CivicStructure_MedicalFacility,120
208,Count_CivicStructure_TransportOrAdminFacility,515
209,Count_CivicStructure_AgriculturalFacility,231
209,Count_CivicStructure_EducationFacility,252
209,Count_CivicStructure_MedicalFacility,367
209,Count_CivicStructure_TransportOrAdminFacility,371
210,Count_CivicStructure_AgriculturalFacility,239
210,Count_CivicStructure_EducationFacility,215
210,Count_CivicStructure_MedicalFacility,94
210,Count_CivicStructure_TransportOrAdminFacility,394
211,Count_CivicStructure_AgriculturalFacility,219
211,Count_CivicStructure_EducationFacility,257
211,Count_CivicStructure_MedicalFacility,173
211,Count_CivicStructure_TransportOrAdminFacility,409
212,Count_CivicStructure_AgriculturalFacility,299
212,Count_CivicStructure_EducationFacility,298
212,Count_CivicStructure_MedicalFacility,111
212,Count_CivicStructure_TransportOrAdminFacility,444
213,Count_CivicStructure_AgriculturalFacility,428
213,Count_CivicStructure_EducationFacility,344
213,Count_CivicStructure_MedicalFacility,124
213,Count_CivicStructure_TransportOrAdminFacility,607
214,Count_CivicStructure_AgriculturalFacility,252
214,Count_CivicStructure_EducationFacility,228
214,Count_CivicStructure_MedicalFacility,226
214,Count_CivicStructure_TransportOrAdminFacility,356
215,Count_CivicStructure_AgriculturalFacility,290
215,Count_CivicStructure_EducationFacility,278
215,Count_CivicStructure_MedicalFacility,102
215,Count_CivicStructure_TransportOrAdminFacility,387
216,Count_CivicStructure_AgriculturalFacility,120
216,Count_CivicStructure_EducationFacility,159
216,Count_CivicStructure_MedicalFacility,64
216,Count_CivicStructure_TransportOrAdminFacility,242
217,Count_CivicStructure_AgriculturalFacility,387
217,Count_CivicStructure_EducationFacility,336
217,Count_CivicStructure_MedicalFacility,83
217,Count_CivicStructure_TransportOrAdminFacility,640
218,Count_CivicStructure_AgriculturalFacility,231
218,Count_CivicStructure_EducationFacility,334
218,Count_CivicStructure_MedicalFacility,90
218,Count_CivicStructure_TransportOrAdminFacility,573
219,Count_CivicStructure_AgriculturalFacility,65
219,Count_CivicStructure_EducationFacility,52
219,Count_CivicStructure_MedicalFacility,64
219,Count_CivicStructure_TransportOrAdminFacility,72
220,Count_CivicStructure_AgriculturalFacility,41
220,Count_CivicStructure_EducationFacility,35
220,Count_CivicStructure_MedicalFacility,16
220,Count_CivicStructure_TransportOrAdminFacility,72
221,Count_CivicStructure_AgriculturalFacility,197
221,Count_CivicStructure_EducationFacility,164
221,Count_CivicStructure_MedicalFacility,60
221,Count_CivicStructure_TransportOrAdminFacility,345
222,Count_CivicStructure_AgriculturalFacility,176
222,Count_CivicStructure_EducationFacility,187
222,Count_CivicStructure_MedicalFacility,112
222,Count_CivicStructure_TransportOrAdminFacility,426
223,Count_CivicStructure_AgriculturalFacility,181
223,Count_CivicStructure_EducationFacility,166
223,Count_CivicStructure_MedicalFacility,51
223,Count_CivicStructure_TransportOrAdminFacility,313
224,Count_CivicStructure_AgriculturalFacility,171
224,Count_CivicStructure_EducationFacility,308
224,Count_CivicStructure_MedicalFacility,175
224,Count_CivicStructure_TransportOrAdminFacility,439
611,Count_CivicStructure_AgriculturalFacility,51
611,Count_CivicStructure_EducationFacility,85
611,Count_CivicStructure_MedicalFacility,21
611,Count_CivicStructure_TransportOrAdminFacility,115
374,Count_CivicStructure_AgriculturalFacility,130
374,Count_CivicStructure_EducationFacility,174
374,Count_CivicStructure_MedicalFacility,71
374,Count_CivicStructure_TransportOrAdminFacility,448
375,Count_CivicStructure_AgriculturalFacility,202
375,Count_CivicStructure_EducationFacility,396
375,Count_CivicStructure_MedicalFacility,130
375,Count_CivicStructure_TransportOrAdminFacility,908
376,Count_CivicStructure_AgriculturalFacility,51
376,Count_CivicStructure_EducationFacility,69
376,Count_CivicStructure_MedicalFacility,51
376,Count_CivicStructure_TransportOrAdminFacility,165
377,Count_CivicStructure_AgriculturalFacility,154
377,Count_CivicStructure_EducationFacility,159
377,Count_CivicStructure_MedicalFacility,85
377,Count_CivicStructure_TransportOrAdminFacility,424
378,Count_CivicStructure_AgriculturalFacility,204
378,Count_CivicStructure_EducationFacility,158
378,Count_CivicStructure_MedicalFacility,33
378,Count_CivicStructure_TransportOrAdminFacility,375
379,Count_CivicStructure_AgriculturalFacility,392
379,Count_CivicStructure_EducationFacility,324
379,Count_CivicStructure_MedicalFacility,118
379,Count_CivicStructure_TransportOrAdminFacility,831
380,Count_CivicStructure_AgriculturalFacility,448
380,Count_CivicStructure_EducationFacility,166
380,Count_CivicStructure_MedicalFacility,232
380,Count_CivicStructure_TransportOrAdminFacility,505
381,Count_CivicStructure_AgriculturalFacility,296
381,Count_CivicStructure_EducationFacility,226
381,Count_CivicStructure_MedicalFacility,78
381,Count_CivicStructure_TransportOrAdminFacility,453
382,Count_CivicStructure_AgriculturalFacility,120
382,Count_CivicStructure_EducationFacility,138
382,Count_CivicStructure_MedicalFacility,34
382,Count_CivicStructure_TransportOrAdminFacility,476
383,Count_CivicStructure_AgriculturalFacility,217
383,Count_CivicStructure_EducationFacility,153
383,Count_CivicStructure_MedicalFacility,91
383,Count_CivicStructure_TransportOrAdminFacility,444
384,Count_CivicStructure_AgriculturalFacility,107
384,Count_CivicStructure_EducationFacility,155
384,Count_CivicStructure_MedicalFacility,147
384,Count_CivicStructure_TransportOrAdminFacility,337
385,Count_CivicStructure_AgriculturalFacility,283
385,Count_CivicStructure_EducationFacility,195
385,Count_CivicStructure_MedicalFacility,79
385,Count_CivicStructure_TransportOrAdminFacility,638
386,Count_CivicStructure_AgriculturalFacility,341
386,Count_CivicStructure_EducationFacility,284
386,Count_CivicStructure_MedicalFacility,177
386,Count_CivicStructure_TransportOrAdminFacility,869
387,Count_CivicStructure_AgriculturalFacility,104
387,Count_CivicStructure_EducationFacility,212
387,Count_CivicStructure_MedicalFacility,88
387,Count_CivicStructure_TransportOrAdminFacility,549
388,Count_CivicStructure_AgriculturalFacility,327
388,Count_CivicStructure_EducationFacility,312
388,Count_CivicStructure_MedicalFacility,106
388,Count_CivicStructure_TransportOrAdminFacility,932
389,Count_CivicStructure_AgriculturalFacility,102
389,Count_CivicStructure_EducationFacility,167
389,Count_CivicStructure_MedicalFacility,55
389,Count_CivicStructure_TransportOrAdminFacility,553
636,Count_CivicStructure_AgriculturalFacility,31
636,Count_CivicStructure_EducationFacility,51
636,Count_CivicStructure_MedicalFacility,59
636,Count_CivicStructure_TransportOrAdminFacility,222
637,Count_CivicStructure_AgriculturalFacility,14
637,Count_CivicStructure_EducationFacility,33
637,Count_CivicStructure_MedicalFacility,34
637,Count_CivicStructure_TransportOrAdminFacility,75
642,Count_CivicStructure_AgriculturalFacility,28
642,Count_CivicStructure_EducationFacility,49
642,Count_CivicStructure_MedicalFacility,15
642,Count_CivicStructure_TransportOrAdminFacility,121
643,Count_CivicStructure_AgriculturalFacility,123
643,Count_CivicStructure_EducationFacility,147
643,Count_CivicStructure_MedicalFacility,36
643,Count_CivicStructure_TransportOrAdminFacility,328
644,Count_CivicStructure_AgriculturalFacility,134
644,Count_CivicStructure_EducationFacility,181
644,Count_CivicStructure_MedicalFacility,51
644,Count_CivicStructure_TransportOrAdminFacility,556
645,Count_CivicStructure_AgriculturalFacility,166
645,Count_CivicStructure_EducationFacility,245
645,Count_CivicStructure_MedicalFacility,187
645,Count_CivicStructure_TransportOrAdminFacility,378
646,Count_CivicStructure_AgriculturalFacility,285
646,Count_CivicStructure_EducationFacility,187
646,Count_CivicStructure_MedicalFacility,77
646,Count_CivicStructure_TransportOrAdminFacility,503
647,Count_CivicStructure_AgriculturalFacility,59
647,Count_CivicStructure_EducationFacility,134
647,Count_CivicStructure_MedicalFacility,54
647,Count_CivicStructure_TransportOrAdminFacility,400
648,Count_CivicStructure_AgriculturalFacility,101
648,Count_CivicStructure_EducationFacility,134
648,Count_CivicStructure_MedicalFacility,79
648,Count_CivicStructure_TransportOrAdminFacility,368
649,Count_CivicStructure_AgriculturalFacility,49
649,Count_CivicStructure_EducationFacility,154
649,Count_CivicStructure_MedicalFacility,45
649,Count_CivicStructure_TransportOrAdminFacility,529
650,Count_CivicStructure_AgriculturalFacility,110
650,Count_CivicStructure_EducationFacility,157
650,Count_CivicStructure_MedicalFacility,58
650,Count_CivicStructure_TransportOrAdminFacility,404
438,Count_CivicStructure_AgriculturalFacility,121
438,Count_CivicStructure_EducationFacility,160
438,Count_CivicStructure_MedicalFacility,113
438,Count_CivicStructure_TransportOrAdminFacility,620
439,Count_CivicStructure_AgriculturalFacility,218
439,Count_CivicStructure_EducationFacility,199
439,Count_CivicStructure_MedicalFacility,155
439,Count_CivicStructure_TransportOrAdminFacility,886
440,Count_CivicStructure_AgriculturalFacility,435
440,Count_CivicStructure_EducationFacility,238
440,Count_CivicStructure_MedicalFacility,148
440,Count_CivicStructure_TransportOrAdminFacility,951
441,Count_CivicStructure_AgriculturalFacility,140
441,Count_CivicStructure_EducationFacility,417
441,Count_CivicStructure_MedicalFacility,234
441,Count_CivicStructure_TransportOrAdminFacility,761
442,Count_CivicStructure_AgriculturalFacility,243
442,Count_CivicStructure_EducationFacility,193
442,Count_CivicStructure_MedicalFacility,140
442,Count_CivicStructure_TransportOrAdminFacility,941
443,Count_CivicStructure_AgriculturalFacility,304
443,Count_CivicStructure_EducationFacility,233
443,Count_CivicStructure_MedicalFacility,158
443,Count_CivicStructure_TransportOrAdminFacility,1024
444,Count_CivicStructure_AgriculturalFacility,61
444,Count_CivicStructure_EducationFacility,58
444,Count_CivicStructure_MedicalFacility,49
444,Count_CivicStructure_TransportOrAdminFacility,268
445,Count_CivicStructure_AgriculturalFacility,168
445,Count_CivicStructure_EducationFacility,106
445,Count_CivicStructure_MedicalFacility,80
445,Count_CivicStructure_TransportOrAdminFacility,617
446,Count_CivicStructure_AgriculturalFacility,191
446,Count_CivicStructure_EducationFacility,126
446,Count_CivicStructure_MedicalFacility,66
446,Count_CivicStructure_TransportOrAdminFacility,545
447,Count_CivicStructure_AgriculturalFacility,162
447,Count_CivicStructure_EducationFacility,136
447,Count_CivicStructure_MedicalFacility,107
447,Count_CivicStructure_TransportOrAdminFacility,714
448,Count_CivicStructure_AgriculturalFacility,212
448,Count_CivicStructure_EducationFacility,193
448,Count_CivicStructure_MedicalFacility,118
448,Count_CivicStructure_TransportOrAdminFacility,842
449,Count_CivicStructure_AgriculturalFacility,257
449,Count_CivicStructure_EducationFacility,192
449,Count_CivicStructure_MedicalFacility,137
449,Count_CivicStructure_TransportOrAdminFacility,956
450,Count_CivicStructure_AgriculturalFacility,284
450,Count_CivicStructure_EducationFacility,234
450,Count_CivicStructure_MedicalFacility,160
450,Count_CivicStructure_TransportOrAdminFacility,1016
451,Count_CivicStructure_AgriculturalFacility,167
451,Count_CivicStructure_EducationFacility,164
451,Count_CivicStructure_MedicalFacility,106
451,Count_CivicStructure_TransportOrAdminFacility,712
452,Count_CivicStructure_AgriculturalFacility,69
452,Count_CivicStructure_EducationFacility,47
452,Count_CivicStructure_MedicalFacility,37
452,Count_CivicStructure_TransportOrAdminFacility,244
453,Count_CivicStructure_AgriculturalFacility,247
453,Count_CivicStructure_EducationFacility,232
453,Count_CivicStructure_MedicalFacility,176
453,Count_CivicStructure_TransportOrAdminFacility,967
454,Count_CivicStructure_AgriculturalFacility,217
454,Count_CivicStructure_EducationFacility,181
454,Count_CivicStructure_MedicalFacility,132
454,Count_CivicStructure_TransportOrAdminFacility,901
455,Count_CivicStructure_AgriculturalFacility,118
455,Count_CivicStructure_EducationFacility,138
455,Count_CivicStructure_MedicalFacility,105
455,Count_CivicStructure_TransportOrAdminFacility,529
456,Count_CivicStructure_AgriculturalFacility,66
456,Count_CivicStructure_EducationFacility,50
456,Count_CivicStructure_MedicalFacility,35
456,Count_CivicStructure_TransportOrAdminFacility,264
457,Count_CivicStructure_AgriculturalFacility,216
457,Count_CivicStructure_EducationFacility,191
457,Count_CivicStructure_MedicalFacility,146
457,Count_CivicStructure_TransportOrAdminFacility,795
458,Count_CivicStructure_AgriculturalFacility,285
458,Count_CivicStructure_EducationFacility,203
458,Count_CivicStructure_MedicalFacility,135
458,Count_CivicStructure_TransportOrAdminFacility,912
459,Count_CivicStructure_AgriculturalFacility,231
459,Count_CivicStructure_EducationFacility,202
459,Count_CivicStructure_MedicalFacility,132
459,Count_CivicStructure_TransportOrAdminFacility,943
460,Count_CivicStructure_AgriculturalFacility,219
460,Count_CivicStructure_EducationFacility,159
460,Count_CivicStructure_MedicalFacility,132
460,Count_CivicStructure_TransportOrAdminFacility,768
461,Count_CivicStructure_AgriculturalFacility,189
461,Count_CivicStructure_EducationFacility,182
461,Count_CivicStructure_MedicalFacility,114
461,Count_CivicStructure_TransportOrAdminFacility,823
462,Count_CivicStructure_AgriculturalFacility,176
462,Count_CivicStructure_EducationFacility,171
462,Count_CivicStructure_MedicalFacility,120
462,Count_CivicStructure_TransportOrAdminFacility,663 
641,Count_CivicStructure_AgriculturalFacility,190
641,Count_CivicStructure_EducationFacility,202
641,Count_CivicStructure_MedicalFacility,140
641,Count_CivicStructure_TransportOrAdminFacility,813
668,Count_CivicStructure_AgriculturalFacility,96
668,Count_CivicStructure_EducationFacility,69
668,Count_CivicStructure_MedicalFacility,60
668,Count_CivicStructure_TransportOrAdminFacility,341
669,Count_CivicStructure_AgriculturalFacility,303
669,Count_CivicStructure_EducationFacility,219
669,Count_CivicStructure_MedicalFacility,165
669,Count_CivicStructure_TransportOrAdminFacility,982
672,Count_CivicStructure_AgriculturalFacility,216
672,Count_CivicStructure_EducationFacility,225
672,Count_CivicStructure_MedicalFacility,121
