Year,StatVar,Quantity
2014,Victim_Count_CriminalIncidents_BiasMotivationSingleBias_Burglary_IsHateCrime,204.0
2014,Victim_Count_CriminalIncidents_BiasMotivationSingleBias_LarcenyTheft_IsHateCrime,252
2014,Victim_Count_CriminalIncidents_BiasMotivationSingleBias_MotorVehicleTheft_IsHateCrime,22.0
2014,Victim_Count_CriminalIncidents_BiasMotivationSingleBias_Arson_IsHateCrime,33.0
2014,Victim_Count_CriminalIncidents_BiasMotivationSingleBias_DestructionOrDamageOrVandalismOfProperty_IsHateCrime,1893
2014,Victim_Count_CriminalIncidents_BiasMotivationSingleBias_OtherCrimesAgainstProperty_IsHateCrime,54
2014,Victim_Count_CriminalIncidents_BiasMotivationSingleBias_CrimeAgainstSociety_IsHateCrime,55
2014,Victim_Count_CriminalIncidents_BiasMotivationSingleBias_ForcibleRape_IsHateCrime,9
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_IsHateCrime,3227
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_18OrMoreYears,1103
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_17OrLessYears,123
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_MurderAndNonNegligentManslaughter_IsHateCrime,4
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_AggravatedAssault_IsHateCrime,404
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_SimpleAssault_IsHateCrime,684
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_Intimidation_IsHateCrime,971
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_OtherCrimesAgainstPerson_IsHateCrime,2.0
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_Robbery_IsHateCrime,63
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_Burglary_IsHateCrime,123.0
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_LarcenyTheft_IsHateCrime,133
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_MotorVehicleTheft_IsHateCrime,16.0
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_Arson_IsHateCrime,15.0
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_DestructionOrDamageOrVandalismOfProperty_IsHateCrime,753
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_OtherCrimesAgainstProperty_IsHateCrime,26
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_CrimeAgainstSociety_IsHateCrime,30
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_ForcibleRape_IsHateCrime,3
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_White,734
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_White_18OrMoreYears,334
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_White_17OrLessYears,24
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_MurderAndNonNegligentManslaughter_IsHateCrime_White,3
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_AggravatedAssault_IsHateCrime_White,96
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_SimpleAssault_IsHateCrime_White,185
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_Intimidation_IsHateCrime_White,168
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_OtherCrimesAgainstPerson_IsHateCrime_White,1.0
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_Robbery_IsHateCrime_White,32
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_Burglary_IsHateCrime_White,30.0
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_LarcenyTheft_IsHateCrime_White,76
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_MotorVehicleTheft_IsHateCrime_White,3.0
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_Arson_IsHateCrime_White,9.0
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_DestructionOrDamageOrVandalismOfProperty_IsHateCrime_White,97
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_OtherCrimesAgainstProperty_IsHateCrime_White,14
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_CrimeAgainstSociety_IsHateCrime_White,20
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_ForcibleRape_IsHateCrime_White,0
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_BlackOrAfricanAmericanAlone,2022
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_BlackOrAfricanAmericanAlone_18OrMoreYears,616
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_BlackOrAfricanAmericanAlone_17OrLessYears,87
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_MurderAndNonNegligentManslaughter_IsHateCrime_BlackOrAfricanAmericanAlone,1
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_AggravatedAssault_IsHateCrime_BlackOrAfricanAmericanAlone,265
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_SimpleAssault_IsHateCrime_BlackOrAfricanAmericanAlone,421
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_Intimidation_IsHateCrime_BlackOrAfricanAmericanAlone,701
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_OtherCrimesAgainstPerson_IsHateCrime_BlackOrAfricanAmericanAlone,1.0
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_Robbery_IsHateCrime_BlackOrAfricanAmericanAlone,19
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_Burglary_IsHateCrime_BlackOrAfricanAmericanAlone,28.0
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_LarcenyTheft_IsHateCrime_BlackOrAfricanAmericanAlone,17
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_MotorVehicleTheft_IsHateCrime_BlackOrAfricanAmericanAlone,2.0
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_Arson_IsHateCrime_BlackOrAfricanAmericanAlone,4.0
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_DestructionOrDamageOrVandalismOfProperty_IsHateCrime_BlackOrAfricanAmericanAlone,550
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_OtherCrimesAgainstProperty_IsHateCrime_BlackOrAfricanAmericanAlone,5
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_CrimeAgainstSociety_IsHateCrime_BlackOrAfricanAmericanAlone,6
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_ForcibleRape_IsHateCrime_BlackOrAfricanAmericanAlone,2
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_AmericanIndianOrAlaskaNativeAlone,148
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_AmericanIndianOrAlaskaNativeAlone_18OrMoreYears,64
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_AmericanIndianOrAlaskaNativeAlone_17OrLessYears,5
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_MurderAndNonNegligentManslaughter_IsHateCrime_AmericanIndianOrAlaskaNativeAlone,0
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_AggravatedAssault_IsHateCrime_AmericanIndianOrAlaskaNativeAlone,10
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_SimpleAssault_IsHateCrime_AmericanIndianOrAlaskaNativeAlone,23
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_Intimidation_IsHateCrime_AmericanIndianOrAlaskaNativeAlone,25
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_OtherCrimesAgainstPerson_IsHateCrime_AmericanIndianOrAlaskaNativeAlone,0.0
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_Robbery_IsHateCrime_AmericanIndianOrAlaskaNativeAlone,6
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_Burglary_IsHateCrime_AmericanIndianOrAlaskaNativeAlone,16.0
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_LarcenyTheft_IsHateCrime_AmericanIndianOrAlaskaNativeAlone,30
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_MotorVehicleTheft_IsHateCrime_AmericanIndianOrAlaskaNativeAlone,8.0
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_Arson_IsHateCrime_AmericanIndianOrAlaskaNativeAlone,0.0
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_DestructionOrDamageOrVandalismOfProperty_IsHateCrime_AmericanIndianOrAlaskaNativeAlone,21
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_OtherCrimesAgainstProperty_IsHateCrime_AmericanIndianOrAlaskaNativeAlone,6
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_CrimeAgainstSociety_IsHateCrime_AmericanIndianOrAlaskaNativeAlone,2
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_ForcibleRape_IsHateCrime_AmericanIndianOrAlaskaNativeAlone,1
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_AsianAlone,201
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_AsianAlone_18OrMoreYears,58
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_AsianAlone_17OrLessYears,2
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_MurderAndNonNegligentManslaughter_IsHateCrime_AsianAlone,0
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_AggravatedAssault_IsHateCrime_AsianAlone,17
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_SimpleAssault_IsHateCrime_AsianAlone,38
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_Intimidation_IsHateCrime_AsianAlone,42
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_OtherCrimesAgainstPerson_IsHateCrime_AsianAlone,0.0
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_Robbery_IsHateCrime_AsianAlone,5
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_Burglary_IsHateCrime_AsianAlone,49.0
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_LarcenyTheft_IsHateCrime_AsianAlone,7
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_MotorVehicleTheft_IsHateCrime_AsianAlone,2.0
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_Arson_IsHateCrime_AsianAlone,2.0
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_DestructionOrDamageOrVandalismOfProperty_IsHateCrime_AsianAlone,38
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_OtherCrimesAgainstProperty_IsHateCrime_AsianAlone,1
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_CrimeAgainstSociety_IsHateCrime_AsianAlone,0
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_ForcibleRape_IsHateCrime_AsianAlone,0
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_NativeHawaiianOrOtherPacificIslanderAlone,4
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_NativeHawaiianOrOtherPacificIslanderAlone_18OrMoreYears,1
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_NativeHawaiianOrOtherPacificIslanderAlone_17OrLessYears,0
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_MurderAndNonNegligentManslaughter_IsHateCrime_NativeHawaiianOrOtherPacificIslanderAlone,0
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_AggravatedAssault_IsHateCrime_NativeHawaiianOrOtherPacificIslanderAlone,0
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_SimpleAssault_IsHateCrime_NativeHawaiianOrOtherPacificIslanderAlone,0
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_Intimidation_IsHateCrime_NativeHawaiianOrOtherPacificIslanderAlone,2
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_OtherCrimesAgainstPerson_IsHateCrime_NativeHawaiianOrOtherPacificIslanderAlone,0.0
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_Robbery_IsHateCrime_NativeHawaiianOrOtherPacificIslanderAlone,0
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_Burglary_IsHateCrime_NativeHawaiianOrOtherPacificIslanderAlone,0.0
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_LarcenyTheft_IsHateCrime_NativeHawaiianOrOtherPacificIslanderAlone,1
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_MotorVehicleTheft_IsHateCrime_NativeHawaiianOrOtherPacificIslanderAlone,0.0
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_Arson_IsHateCrime_NativeHawaiianOrOtherPacificIslanderAlone,0.0
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_DestructionOrDamageOrVandalismOfProperty_IsHateCrime_NativeHawaiianOrOtherPacificIslanderAlone,1
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_OtherCrimesAgainstProperty_IsHateCrime_NativeHawaiianOrOtherPacificIslanderAlone,0
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_CrimeAgainstSociety_IsHateCrime_NativeHawaiianOrOtherPacificIslanderAlone,0
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_ForcibleRape_IsHateCrime_NativeHawaiianOrOtherPacificIslanderAlone,0
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_TwoOrMoreRaces,118
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_TwoOrMoreRaces_18OrMoreYears,30
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_TwoOrMoreRaces_17OrLessYears,5
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_MurderAndNonNegligentManslaughter_IsHateCrime_TwoOrMoreRaces,0
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_AggravatedAssault_IsHateCrime_TwoOrMoreRaces,16
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_SimpleAssault_IsHateCrime_TwoOrMoreRaces,17
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_Intimidation_IsHateCrime_TwoOrMoreRaces,33
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_OtherCrimesAgainstPerson_IsHateCrime_TwoOrMoreRaces,0.0
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_Robbery_IsHateCrime_TwoOrMoreRaces,1
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_Burglary_IsHateCrime_TwoOrMoreRaces,0.0
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_LarcenyTheft_IsHateCrime_TwoOrMoreRaces,2
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_MotorVehicleTheft_IsHateCrime_TwoOrMoreRaces,1.0
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_Arson_IsHateCrime_TwoOrMoreRaces,0.0
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_DestructionOrDamageOrVandalismOfProperty_IsHateCrime_TwoOrMoreRaces,46
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_OtherCrimesAgainstProperty_IsHateCrime_TwoOrMoreRaces,0
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_CrimeAgainstSociety_IsHateCrime_TwoOrMoreRaces,2
2014,Victim_Count_CriminalIncidents_BiasMotivationRace_ForcibleRape_IsHateCrime_TwoOrMoreRaces,0
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime,1140
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_18OrMoreYears,207
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_17OrLessYears,14
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_MurderAndNonNegligentManslaughter_IsHateCrime,0
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_AggravatedAssault_IsHateCrime,37
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_SimpleAssault_IsHateCrime,129
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_Intimidation_IsHateCrime,194
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_OtherCrimesAgainstPerson_IsHateCrime,1.0
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_Robbery_IsHateCrime,4
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_Burglary_IsHateCrime,27.0
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_LarcenyTheft_IsHateCrime,31
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_MotorVehicleTheft_IsHateCrime,1.0
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_Arson_IsHateCrime,12.0
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_DestructionOrDamageOrVandalismOfProperty_IsHateCrime,681
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_OtherCrimesAgainstProperty_IsHateCrime,11
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_CrimeAgainstSociety_IsHateCrime,12
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_ForcibleRape_IsHateCrime,0
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_Judaism,648
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_Judaism_18OrMoreYears,58
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_Judaism_17OrLessYears,5
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_MurderAndNonNegligentManslaughter_IsHateCrime_Judaism,0
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_AggravatedAssault_IsHateCrime_Judaism,4
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_SimpleAssault_IsHateCrime_Judaism,65
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_Intimidation_IsHateCrime_Judaism,93
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_OtherCrimesAgainstPerson_IsHateCrime_Judaism,0.0
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_Robbery_IsHateCrime_Judaism,1
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_Burglary_IsHateCrime_Judaism,9.0
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_LarcenyTheft_IsHateCrime_Judaism,5
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_MotorVehicleTheft_IsHateCrime_Judaism,0.0
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_Arson_IsHateCrime_Judaism,2.0
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_DestructionOrDamageOrVandalismOfProperty_IsHateCrime_Judaism,463
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_OtherCrimesAgainstProperty_IsHateCrime_Judaism,2
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_CrimeAgainstSociety_IsHateCrime_Judaism,4
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_ForcibleRape_IsHateCrime_Judaism,0
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_Catholicism,70
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_Catholicism_18OrMoreYears,8
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_Catholicism_17OrLessYears,1
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_MurderAndNonNegligentManslaughter_IsHateCrime_Catholicism,0
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_AggravatedAssault_IsHateCrime_Catholicism,0
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_SimpleAssault_IsHateCrime_Catholicism,4
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_Intimidation_IsHateCrime_Catholicism,5
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_OtherCrimesAgainstPerson_IsHateCrime_Catholicism,0.0
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_Robbery_IsHateCrime_Catholicism,0
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_Burglary_IsHateCrime_Catholicism,3.0
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_LarcenyTheft_IsHateCrime_Catholicism,8
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_MotorVehicleTheft_IsHateCrime_Catholicism,0.0
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_Arson_IsHateCrime_Catholicism,3.0
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_DestructionOrDamageOrVandalismOfProperty_IsHateCrime_Catholicism,42
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_OtherCrimesAgainstProperty_IsHateCrime_Catholicism,3
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_CrimeAgainstSociety_IsHateCrime_Catholicism,2
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_ForcibleRape_IsHateCrime_Catholicism,0
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_Protestantism,28
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_Protestantism_18OrMoreYears,8
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_Protestantism_17OrLessYears,0
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_MurderAndNonNegligentManslaughter_IsHateCrime_Protestantism,0
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_AggravatedAssault_IsHateCrime_Protestantism,1
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_SimpleAssault_IsHateCrime_Protestantism,2
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_Intimidation_IsHateCrime_Protestantism,4
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_OtherCrimesAgainstPerson_IsHateCrime_Protestantism,0.0
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_Robbery_IsHateCrime_Protestantism,0
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_Burglary_IsHateCrime_Protestantism,3.0
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_LarcenyTheft_IsHateCrime_Protestantism,4
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_MotorVehicleTheft_IsHateCrime_Protestantism,0.0
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_Arson_IsHateCrime_Protestantism,0.0
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_DestructionOrDamageOrVandalismOfProperty_IsHateCrime_Protestantism,12
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_OtherCrimesAgainstProperty_IsHateCrime_Protestantism,1
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_CrimeAgainstSociety_IsHateCrime_Protestantism,1
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_ForcibleRape_IsHateCrime_Protestantism,0
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_Islam,184
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_Islam_18OrMoreYears,71
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_Islam_17OrLessYears,5
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_MurderAndNonNegligentManslaughter_IsHateCrime_Islam,0
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_AggravatedAssault_IsHateCrime_Islam,20
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_SimpleAssault_IsHateCrime_Islam,36
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_Intimidation_IsHateCrime_Islam,64
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_OtherCrimesAgainstPerson_IsHateCrime_Islam,0.0
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_Robbery_IsHateCrime_Islam,3
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_Burglary_IsHateCrime_Islam,2.0
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_LarcenyTheft_IsHateCrime_Islam,2
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_MotorVehicleTheft_IsHateCrime_Islam,0.0
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_Arson_IsHateCrime_Islam,1.0
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_DestructionOrDamageOrVandalismOfProperty_IsHateCrime_Islam,51
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_OtherCrimesAgainstProperty_IsHateCrime_Islam,2
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_CrimeAgainstSociety_IsHateCrime_Islam,3
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_ForcibleRape_IsHateCrime_Islam,0
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_OtherReligion,125
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_OtherReligion_18OrMoreYears,23
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_OtherReligion_17OrLessYears,2
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_MurderAndNonNegligentManslaughter_IsHateCrime_OtherReligion,0
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_AggravatedAssault_IsHateCrime_OtherReligion,9
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_SimpleAssault_IsHateCrime_OtherReligion,13
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_Intimidation_IsHateCrime_OtherReligion,15
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_OtherCrimesAgainstPerson_IsHateCrime_OtherReligion,0.0
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_Robbery_IsHateCrime_OtherReligion,0
2014,Victim_Count_CriminalIncidents_BiasMotivationReligion_Burglary_IsHateCrime_OtherReligion,6.0
