date,cpi
1957-10,28.3
1957-11,28.4
1957-12,28.4
1958-01,28.6
1958-02,28.6
1958-03,28.8
1958-04,28.9
1958-05,28.9
1958-06,28.9
1958-07,29.0
1958-08,28.9
1958-09,28.9
1958-10,28.9
1958-11,29.0
1958-12,28.9
1959-01,29.0
1959-02,28.9
1959-03,28.9
1959-04,29.0
1959-05,29.0
1959-06,29.1
1959-07,29.2
1959-08,29.2
1959-09,29.3
1959-10,29.4
1959-11,29.4
1959-12,29.4
1960-01,29.3
1960-02,29.4
1960-03,29.4
1960-04,29.5
1960-05,29.5
1960-06,29.6
1960-07,29.6
1960-08,29.6
1960-09,29.6
1960-10,29.8
1960-11,29.8
1960-12,29.8
1961-01,29.8
1961-02,29.8
1961-03,29.8
1961-04,29.8
1961-05,29.8
1961-06,29.8
1961-07,30.0
1961-08,29.9
1961-09,30.0
1961-10,30.0
1961-11,30.0
1961-12,30.0
1962-01,30.0
1962-02,30.1
1962-03,30.1
1962-04,30.2
1962-05,30.2
1962-06,30.2
1962-07,30.3
1962-08,30.3
1962-09,30.4
1962-10,30.4
1962-11,30.4
1962-12,30.4
1963-01,30.4
1963-02,30.4
1963-03,30.5
1963-04,30.5
1963-05,30.5
1963-06,30.6
1963-07,30.7
1963-08,30.7
1963-09,30.7
1963-10,30.8
1963-11,30.8
1963-12,30.9
1964-01,30.9
1964-02,30.9
1964-03,30.9
1964-04,30.9
1964-05,30.9
1964-06,31.0
1964-07,31.1
1964-08,31.0
1964-09,31.1
1964-10,31.1
1964-11,31.2
1964-12,31.2
1965-01,31.2
1965-02,31.2
1965-03,31.3
1965-04,31.4
1965-05,31.4
1965-06,31.6
1965-07,31.6
1965-08,31.6
1965-09,31.6
1965-10,31.7
1965-11,31.7
1965-12,31.8
1966-01,31.8
1966-02,32.0
1966-03,32.1
1966-04,32.3
1966-05,32.3
1966-06,32.4
1966-07,32.5
1966-08,32.7
1966-09,32.7
1966-10,32.9
1966-11,32.9
1966-12,32.9
1967-01,32.9
1967-02,32.9
1967-03,33.0
1967-04,33.1
1967-05,33.2
1967-06,33.3
1967-07,33.4
1967-08,33.5
1967-09,33.6
1967-10,33.7
1967-11,33.8
1967-12,33.9
1968-01,34.1
1968-02,34.2
1968-03,34.3
1968-04,34.4
1968-05,34.5
1968-06,34.7
1968-07,34.9
1968-08,35.0
1968-09,35.1
1968-10,35.3
1968-11,35.4
1968-12,35.5
1969-01,35.6
1969-02,35.8
1969-03,36.1
1969-04,36.3
1969-05,36.4
1969-06,36.6
1969-07,36.8
1969-08,37.0
1969-09,37.1
1969-10,37.3
1969-11,37.5
1969-12,37.7
1970-01,37.8
1970-02,38.0
1970-03,38.2
1970-04,38.5
1970-05,38.6
1970-06,38.8
1970-07,39.0
1970-08,39.0
1970-09,39.2
1970-10,39.4
1970-11,39.6
1970-12,39.8
1971-01,39.8
1971-02,39.9
1971-03,40.0
1971-04,40.1
1971-05,40.3
1971-06,40.6
1971-07,40.7
1971-08,40.8
1971-09,40.8
1971-10,40.9
1971-11,40.9
1971-12,41.1
1972-01,41.1
1972-02,41.3
1972-03,41.4
1972-04,41.5
1972-05,41.6
1972-06,41.7
1972-07,41.9
1972-08,42.0
1972-09,42.1
1972-10,42.3
1972-11,42.4
1972-12,42.5
1973-01,42.6
1973-02,42.9
1973-03,43.3
1973-04,43.6
1973-05,43.9
1973-06,44.2
1973-07,44.3
1973-08,45.1
1973-09,45.2
1973-10,45.6
1973-11,45.9
1973-12,46.2
1974-01,46.6
1974-02,47.2
1974-03,47.8
1974-04,48.0
1974-05,48.6
1974-06,49.0
1974-07,49.4
1974-08,50.0
1974-09,50.6
1974-10,51.1
1974-11,51.5
1974-12,51.9
1975-01,52.1
1975-02,52.5
1975-03,52.7
1975-04,52.9
1975-05,53.2
1975-06,53.6
1975-07,54.2
1975-08,54.3
1975-09,54.6
1975-10,54.9
1975-11,55.3
1975-12,55.5
1976-01,55.6
1976-02,55.8
1976-03,55.9
1976-04,56.1
1976-05,56.5
1976-06,56.8
1976-07,57.1
1976-08,57.4
1976-09,57.6
1976-10,57.9
1976-11,58.0
1976-12,58.2
1977-01,58.5
1977-02,59.1
1977-03,59.5
1977-04,60.0
1977-05,60.3
1977-06,60.7
1977-07,61.0
1977-08,61.2
1977-09,61.4
1977-10,61.6
1977-11,61.9
1977-12,62.1
1978-01,62.5
1978-02,62.9
1978-03,63.4
1978-04,63.9
1978-05,64.5
1978-06,65.2
1978-07,65.7
1978-08,66.0
1978-09,66.5
1978-10,67.1
1978-11,67.4
1978-12,67.7
1979-01,68.3
1979-02,69.1
1979-03,69.8
1979-04,70.6
1979-05,71.5
1979-06,72.3
1979-07,73.1
1979-08,73.8
1979-09,74.6
1979-10,75.2
1979-11,75.9
1979-12,76.7
1980-01,77.8
1980-02,78.9
1980-03,80.1
1980-04,81.0
1980-05,81.8
1980-06,82.7
1980-07,82.7
1980-08,83.3
1980-09,84.0
1980-10,84.8
1980-11,85.5
1980-12,86.3
1981-01,87.0
1981-02,87.9
1981-03,88.5
1981-04,89.1
1981-05,89.8
1981-06,90.6
1981-07,91.6
1981-08,92.3
1981-09,93.2
1981-10,93.4
1981-11,93.7
1981-12,94.0
1982-01,94.3
1982-02,94.6
1982-03,94.5
1982-04,94.9
1982-05,95.8
1982-06,97.0
1982-07,97.5
1982-08,97.7
1982-09,97.9
1982-10,98.2
1982-11,98.0
1982-12,97.6
1983-01,97.8
1983-02,97.9
1983-03,97.9
1983-04,98.6
1983-05,99.2
1983-06,99.5
1983-07,99.9
1983-08,100.2
1983-09,100.7
1983-10,101.0
1983-11,101.2
1983-12,101.3
1984-01,101.9
1984-02,102.4
1984-03,102.6
1984-04,103.1
1984-05,103.4
1984-06,103.7
1984-07,104.1
1984-08,104.5
1984-09,105.0
1984-10,105.3
1984-11,105.3
1984-12,105.3
1985-01,105.5
1985-02,106.0
1985-03,106.4
1985-04,106.9
1985-05,107.3
1985-06,107.6
1985-07,107.8
1985-08,108.0
1985-09,108.3
1985-10,108.7
1985-11,109.0
1985-12,109.3
1986-01,109.6
1986-02,109.3
1986-03,108.8
1986-04,108.6
1986-05,108.9
1986-06,109.5
1986-07,109.5
1986-08,109.7
1986-09,110.2
1986-10,110.3
1986-11,110.4
1986-12,110.5
1987-01,111.2
1987-02,111.6
1987-03,112.1
1987-04,112.7
1987-05,113.1
1987-06,113.5
1987-07,113.8
1987-08,114.4
1987-09,115.0
1987-10,115.3
1987-11,115.4
1987-12,115.4
1988-01,115.7
1988-02,116.0
1988-03,116.5
1988-04,117.1
1988-05,117.5
1988-06,118.0
1988-07,118.5
1988-08,119.0
1988-09,119.8
1988-10,120.2
1988-11,120.3
1988-12,120.5
1989-01,121.1
1989-02,121.6
1989-03,122.3
1989-04,123.1
1989-05,123.8
1989-06,124.1
1989-07,124.4
1989-08,124.6
1989-09,125.0
1989-10,125.6
1989-11,125.9
1989-12,126.1
1990-01,127.4
1990-02,128.0
1990-03,128.7
1990-04,128.9
1990-05,129.2
1990-06,129.9
1990-07,130.4
1990-08,131.6
1990-09,132.7
1990-10,133.5
1990-11,133.8
1990-12,133.8
1991-01,134.6
1991-02,134.8
1991-03,135.0
1991-04,135.2
1991-05,135.6
1991-06,136.0
1991-07,136.2
1991-08,136.6
1991-09,137.2
1991-10,137.4
1991-11,137.8
1991-12,137.9
1992-01,138.1
1992-02,138.6
1992-03,139.3
1992-04,139.5
1992-05,139.7
1992-06,140.2
1992-07,140.5
1992-08,140.9
1992-09,141.3
1992-10,141.8
1992-11,142.0
1992-12,141.9
1993-01,142.6
1993-02,143.1
1993-03,143.6
1993-04,144.0
1993-05,144.2
1993-06,144.4
1993-07,144.4
1993-08,144.8
1993-09,145.1
1993-10,145.7
1993-11,145.8
1993-12,145.8
1994-01,146.2
1994-02,146.7
1994-03,147.2
1994-04,147.4
1994-05,147.5
1994-06,148.0
1994-07,148.4
1994-08,149.0
1994-09,149.4
1994-10,149.5
1994-11,149.7
1994-12,149.7
1995-01,150.3
1995-02,150.9
1995-03,151.4
1995-04,151.9
1995-05,152.2
1995-06,152.5
1995-07,152.5
1995-08,152.9
1995-09,153.2
1995-10,153.7
1995-11,153.6
1995-12,153.5
1996-01,154.4
1996-02,154.9
1996-03,155.7
1996-04,156.3
1996-05,156.6
1996-06,156.7
1996-07,157.0
1996-08,157.3
1996-09,157.8
1996-10,158.3
1996-11,158.6
1996-12,158.6
1997-01,159.1
1997-02,159.6
1997-03,160.0
1997-04,160.2
1997-05,160.1
1997-06,160.3
1997-07,160.5
1997-08,160.8
1997-09,161.2
1997-10,161.6
1997-11,161.5
1997-12,161.3
1998-01,161.6
1998-02,161.9
1998-03,162.2
1998-04,162.5
1998-05,162.8
1998-06,163.0
1998-07,163.2
1998-08,163.4
1998-09,163.6
1998-10,164.0
1998-11,164.0
1998-12,163.9
1999-01,164.3
1999-02,164.5
1999-03,165.0
1999-04,166.2
1999-05,166.2
1999-06,166.2
1999-07,166.7
1999-08,167.1
1999-09,167.9
1999-10,168.2
1999-11,168.3
1999-12,168.3
2000-01,168.8
2000-02,169.8
2000-03,171.2
2000-04,171.3
2000-05,171.5
2000-06,172.4
2000-07,172.8
2000-08,172.8
2000-09,173.7
2000-10,174.0
2000-11,174.1
2000-12,174.0
2001-01,175.1
2001-02,175.8
2001-03,176.2
2001-04,176.9
2001-05,177.7
2001-06,178.0
2001-07,177.5
2001-08,177.5
2001-09,178.3
2001-10,177.7
2001-11,177.4
2001-12,176.7
2002-01,177.1
2002-02,177.8
2002-03,178.8
2002-04,179.8
2002-05,179.8
2002-06,179.9
2002-07,180.1
2002-08,180.7
2002-09,181.0
2002-10,181.3
2002-11,181.3
2002-12,180.9
2003-01,181.7
2003-02,183.1
2003-03,184.2
2003-04,183.8
2003-05,183.5
2003-06,183.7
2003-07,183.9
2003-08,184.6
2003-09,185.2
2003-10,185.0
2003-11,184.5
2003-12,184.3
2004-01,185.2
2004-02,186.2
2004-03,187.4
2004-04,188.0
2004-05,189.1
2004-06,189.7
2004-07,189.4
2004-08,189.5
2004-09,189.9
2004-10,190.9
2004-11,191.0
2004-12,190.3
2005-01,190.7
2005-02,191.8
2005-03,193.3
2005-04,194.6
2005-05,194.4
2005-06,194.5
2005-07,195.4
2005-08,196.4
2005-09,198.8
2005-10,199.2
2005-11,197.6
2005-12,196.8
2006-01,198.3
2006-02,198.7
2006-03,199.8
2006-04,201.5
2006-05,202.5
2006-06,202.9
2006-07,203.5
2006-08,203.9
2006-09,202.9
2006-10,201.8
2006-11,201.5
2006-12,201.8
2007-01,202.416
2007-02,203.499
2007-03,205.352
2007-04,206.686
2007-05,207.949
2007-06,208.352
2007-07,208.299
2007-08,207.917
2007-09,208.49
2007-10,208.936
2007-11,210.177
2007-12,210.036
2008-01,211.08
2008-02,211.693
2008-03,213.528
2008-04,214.823
2008-05,216.632
2008-06,218.815
2008-07,219.964
2008-08,219.086
2008-09,218.783
2008-10,216.573
2008-11,212.425
2008-12,210.228
2009-01,211.143
2009-02,212.193
2009-03,212.709
2009-04,213.24
2009-05,213.856
2009-06,215.693
2009-07,215.351
2009-08,215.834
2009-09,215.969
2009-10,216.177
2009-11,216.33
2009-12,215.949
2010-01,216.687
2010-02,216.741
2010-03,217.631
2010-04,218.009
2010-05,218.178
2010-06,217.965
2010-07,218.011
2010-08,218.312
2010-09,218.439
2010-10,218.711
2010-11,218.803
2010-12,219.179
2011-01,220.223
2011-02,221.309
2011-03,223.467
2011-04,224.906
2011-05,225.964
2011-06,225.722
2011-07,225.922
2011-08,226.545
2011-09,226.889
2011-10,226.421
2011-11,226.23
2011-12,225.672
2012-01,226.665
2012-02,227.663
2012-03,229.392
2012-04,230.085
2012-05,229.815
2012-06,229.478
2012-07,229.104
2012-08,230.379
2012-09,231.407
2012-10,231.317
2012-11,230.221
2012-12,229.601
2013-01,230.28
2013-02,232.166
2013-03,232.773
2013-04,232.531
2013-05,232.945
2013-06,233.504
2013-07,233.596
2013-08,233.877
2013-09,234.149
2013-10,233.546
2013-11,233.069
2013-12,233.049
2014-01,233.916
2014-02,234.781
2014-03,236.293
2014-04,237.072
2014-05,237.9
2014-06,238.343
2014-07,238.25
2014-08,237.852
2014-09,238.031
2014-10,237.433
2014-11,236.151
2014-12,234.812
2015-01,233.707
2015-02,234.722
2015-03,236.119
2015-04,236.599
2015-05,237.805
2015-06,238.638
2015-07,238.654
2015-08,238.316
2015-09,237.945
2015-10,237.838
2015-11,237.336
2015-12,236.525
2016-01,236.916
2016-02,237.111
2016-03,238.132
2016-04,239.261
2016-05,240.229
2016-06,241.018
2016-07,240.628
2016-08,240.849
2016-09,241.428
2016-10,241.729
2016-11,241.353
2016-12,241.432
2017-01,242.839
2017-02,243.603
2017-03,243.801
2017-04,244.524
2017-05,244.733
2017-06,244.955
2017-07,244.786
2017-08,245.519
2017-09,246.819
2017-10,246.663
2017-11,246.669
2017-12,246.524
2018-01,247.867
2018-02,248.991
2018-03,249.554
2018-04,250.546
2018-05,251.588
2018-06,251.989
2018-07,252.006
2018-08,252.146
2018-09,252.439
2018-10,252.885
2018-11,252.038
2018-12,251.233
2019-01,251.712
2019-02,252.776
2019-03,254.202
2019-04,255.548
2019-05,256.092
2019-06,256.143
2019-07,256.571
2019-08,256.558
2019-09,256.759
2019-10,257.346
2019-11,257.208
2019-12,256.974
2020-01,257.971
2020-02,258.678
2020-03,258.115
2020-04,256.389
