SV,time,geo,observation
Count_Person_EducationalAttainmentTertiaryEducation_Female_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentTertiaryEducation_Female,2014,BG,0.8 
Count_Person_EducationalAttainmentTertiaryEducation_Male_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentTertiaryEducation_Male,2014,BG,0.7 
Count_Person_EducationalAttainmentTertiaryEducation_Total_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentTertiaryEducation_Total,2014,BG,0.7 
Count_Person_Total_Female_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Female,2014,BG,0.8 
Count_Person_Total_Male_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Male,2014,BG,2.5 
Count_Person_Total_Total_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Total,2014,BG,1.6 
Count_Person_EducationalAttainmentLessThanPrimaryEducationOrPrimaryEducationOrLowerSecondaryEducation_Male_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentLessThanPrimaryEducationOrPrimaryEducationOrLowerSecondaryEducation_Male,2014,CZ,0.7 
Count_Person_EducationalAttainmentLessThanPrimaryEducationOrPrimaryEducationOrLowerSecondaryEducation_Total_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentLessThanPrimaryEducationOrPrimaryEducationOrLowerSecondaryEducation_Total,2014,CZ,1.0 
Count_Person_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Female_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Female,2014,CZ,1.2 
Count_Person_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Male_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Male,2014,CZ,4.1 
Count_Person_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Total_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Total,2014,CZ,2.6 
Count_Person_EducationalAttainmentTertiaryEducation_Female_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentTertiaryEducation_Female,2014,CZ,2.2 
Count_Person_EducationalAttainmentTertiaryEducation_Male_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentTertiaryEducation_Male,2014,CZ,2.1 
Count_Person_EducationalAttainmentTertiaryEducation_Total_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentTertiaryEducation_Total,2014,CZ,2.1 
Count_Person_Total_Female_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Female,2014,CZ,1.3 
Count_Person_Total_Male_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Male,2014,CZ,3.4 
Count_Person_Total_Total_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Total,2014,CZ,2.3 
Count_Person_EducationalAttainmentLessThanPrimaryEducationOrPrimaryEducationOrLowerSecondaryEducation_Male_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentLessThanPrimaryEducationOrPrimaryEducationOrLowerSecondaryEducation_Male,2014,DK,9.0 
Count_Person_EducationalAttainmentLessThanPrimaryEducationOrPrimaryEducationOrLowerSecondaryEducation_Total_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentLessThanPrimaryEducationOrPrimaryEducationOrLowerSecondaryEducation_Total,2014,DK,8.0 
Count_Person_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Female_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Female,2014,DK,7.6 
Count_Person_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Male_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Male,2014,DK,7.6 
Count_Person_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Total_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Total,2014,DK,7.6 
Count_Person_EducationalAttainmentTertiaryEducation_Female_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentTertiaryEducation_Female,2014,DK,8.6 
Count_Person_EducationalAttainmentTertiaryEducation_Male_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentTertiaryEducation_Male,2014,DK,6.8 
Count_Person_EducationalAttainmentTertiaryEducation_Total_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentTertiaryEducation_Total,2014,DK,7.7 
Count_Person_Total_Female_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Female,2014,DK,7.8 
Count_Person_Total_Male_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Male,2014,DK,7.6 
Count_Person_Total_Total_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Total,2014,DK,7.7 
Count_Person_EducationalAttainmentLessThanPrimaryEducationOrPrimaryEducationOrLowerSecondaryEducation_Male_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentLessThanPrimaryEducationOrPrimaryEducationOrLowerSecondaryEducation_Male,2014,DE,5.7
Count_Person_EducationalAttainmentLessThanPrimaryEducationOrPrimaryEducationOrLowerSecondaryEducation_Total_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentLessThanPrimaryEducationOrPrimaryEducationOrLowerSecondaryEducation_Total,2014,DE,3.8
Count_Person_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Female_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Female,2014,DE,4.4
Count_Person_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Male_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Male,2014,DE,5.0
Count_Person_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Total_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Total,2014,DE,4.7
Count_Person_EducationalAttainmentTertiaryEducation_Female_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentTertiaryEducation_Female,2014,DE,5.5
Count_Person_EducationalAttainmentTertiaryEducation_Male_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentTertiaryEducation_Male,2014,DE,4.5
Count_Person_EducationalAttainmentTertiaryEducation_Total_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentTertiaryEducation_Total,2014,DE,4.9
Count_Person_Total_Female_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Female,2014,DE,4.3
Count_Person_Total_Male_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Male,2014,DE,4.9
Count_Person_Total_Total_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Total,2014,DE,4.6
Count_Person_EducationalAttainmentLessThanPrimaryEducationOrPrimaryEducationOrLowerSecondaryEducation_Male_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentLessThanPrimaryEducationOrPrimaryEducationOrLowerSecondaryEducation_Male,2014,EE,2.6 
Count_Person_EducationalAttainmentLessThanPrimaryEducationOrPrimaryEducationOrLowerSecondaryEducation_Total_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentLessThanPrimaryEducationOrPrimaryEducationOrLowerSecondaryEducation_Total,2014,EE,1.5 
Count_Person_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Female_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Female,2014,EE,0.3 
Count_Person_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Male_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Male,2014,EE,1.1 
Count_Person_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Total_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Total,2014,EE,0.7 
Count_Person_EducationalAttainmentTertiaryEducation_Female_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentTertiaryEducation_Female,2014,EE,0.1 
Count_Person_EducationalAttainmentTertiaryEducation_Male_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentTertiaryEducation_Male,2014,EE,0.8 
Count_Person_EducationalAttainmentTertiaryEducation_Total_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentTertiaryEducation_Total,2014,EE,0.3 
Count_Person_Total_Female_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Female,2014,EE,0.2 
Count_Person_Total_Male_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Male,2014,EE,1.4 
Count_Person_Total_Total_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Total,2014,EE,0.7 
Count_Person_EducationalAttainmentLessThanPrimaryEducationOrPrimaryEducationOrLowerSecondaryEducation_Male_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentLessThanPrimaryEducationOrPrimaryEducationOrLowerSecondaryEducation_Male,2014,IE,5.0 
Count_Person_EducationalAttainmentLessThanPrimaryEducationOrPrimaryEducationOrLowerSecondaryEducation_Total_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentLessThanPrimaryEducationOrPrimaryEducationOrLowerSecondaryEducation_Total,2014,IE,4.1 
Count_Person_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Female_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Female,2014,IE,6.2 
Count_Person_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Male_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Male,2014,IE,5.6 
Count_Person_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Total_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Total,2014,IE,5.9 
Count_Person_EducationalAttainmentTertiaryEducation_Female_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentTertiaryEducation_Female,2014,IE,6.0 
Count_Person_EducationalAttainmentTertiaryEducation_Male_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentTertiaryEducation_Male,2014,IE,6.1 
Count_Person_EducationalAttainmentTertiaryEducation_Total_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentTertiaryEducation_Total,2014,IE,6.1 
Count_Person_Total_Female_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Female,2014,IE,5.3 
Count_Person_Total_Male_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Male,2014,IE,5.6 
Count_Person_Total_Total_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Total,2014,IE,5.4 
Count_Person_EducationalAttainmentLessThanPrimaryEducationOrPrimaryEducationOrLowerSecondaryEducation_Male_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentLessThanPrimaryEducationOrPrimaryEducationOrLowerSecondaryEducation_Male,2014,EL,2.3 
Count_Person_EducationalAttainmentLessThanPrimaryEducationOrPrimaryEducationOrLowerSecondaryEducation_Total_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentLessThanPrimaryEducationOrPrimaryEducationOrLowerSecondaryEducation_Total,2014,EL,1.3 
Count_Person_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Female_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Female,2014,EL,0.6 
Count_Person_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Male_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Male,2014,EL,1.5 
Count_Person_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Total_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Total,2014,EL,1.0 
Count_Person_EducationalAttainmentTertiaryEducation_Female_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentTertiaryEducation_Female,2014,EL,0.7 
Count_Person_EducationalAttainmentTertiaryEducation_Male_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentTertiaryEducation_Male,2014,EL,1.5 
Count_Person_EducationalAttainmentTertiaryEducation_Total_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentTertiaryEducation_Total,2014,EL,1.1 
Count_Person_Total_Female_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Female,2014,EL,0.5 
Count_Person_Total_Male_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Male,2014,EL,1.8 
Count_Person_Total_Total_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Total,2014,EL,1.2 
Count_Person_EducationalAttainmentLessThanPrimaryEducationOrPrimaryEducationOrLowerSecondaryEducation_Male_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentLessThanPrimaryEducationOrPrimaryEducationOrLowerSecondaryEducation_Male,2014,ES,3.9
Count_Person_EducationalAttainmentLessThanPrimaryEducationOrPrimaryEducationOrLowerSecondaryEducation_Total_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentLessThanPrimaryEducationOrPrimaryEducationOrLowerSecondaryEducation_Total,2014,ES,2.3
Count_Person_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Female_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Female,2014,ES,1.7
Count_Person_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Male_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Male,2014,ES,2.3
Count_Person_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Total_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Total,2014,ES,2.0
Count_Person_EducationalAttainmentTertiaryEducation_Female_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentTertiaryEducation_Female,2014,ES,1.6
Count_Person_EducationalAttainmentTertiaryEducation_Male_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentTertiaryEducation_Male,2014,ES,2.2
Count_Person_EducationalAttainmentTertiaryEducation_Total_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentTertiaryEducation_Total,2014,ES,1.9
Count_Person_Total_Female_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Female,2014,ES,1.2
Count_Person_Total_Male_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Male,2014,ES,3.1
Count_Person_Total_Total_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Total,2014,ES,2.1
Count_Person_EducationalAttainmentLessThanPrimaryEducationOrPrimaryEducationOrLowerSecondaryEducation_Male_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentLessThanPrimaryEducationOrPrimaryEducationOrLowerSecondaryEducation_Male,2014,HR,2.6 
Count_Person_EducationalAttainmentLessThanPrimaryEducationOrPrimaryEducationOrLowerSecondaryEducation_Total_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentLessThanPrimaryEducationOrPrimaryEducationOrLowerSecondaryEducation_Total,2014,HR,0.9 
Count_Person_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Female_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Female,2014,HR,0.2 
Count_Person_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Male_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Male,2014,HR,2.2 
Count_Person_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Total_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Total,2014,HR,1.2 
Count_Person_EducationalAttainmentTertiaryEducation_Female_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentTertiaryEducation_Female,2014,HR,0 
Count_Person_EducationalAttainmentTertiaryEducation_Male_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentTertiaryEducation_Male,2014,HR,1.0 
Count_Person_EducationalAttainmentTertiaryEducation_Total_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentTertiaryEducation_Total,2014,HR,0.5 
Count_Person_Total_Female_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Female,2014,HR,0.1 
Count_Person_Total_Male_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Male,2014,HR,2.0 
Count_Person_Total_Total_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Total,2014,HR,1.0 
Count_Person_EducationalAttainmentLessThanPrimaryEducationOrPrimaryEducationOrLowerSecondaryEducation_Male_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentLessThanPrimaryEducationOrPrimaryEducationOrLowerSecondaryEducation_Male,2014,IT,4.2 
Count_Person_EducationalAttainmentLessThanPrimaryEducationOrPrimaryEducationOrLowerSecondaryEducation_Total_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentLessThanPrimaryEducationOrPrimaryEducationOrLowerSecondaryEducation_Total,2014,IT,3.7 
Count_Person_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Female_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Female,2014,IT,3.0 
Count_Person_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Male_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Male,2014,IT,2.4 
Count_Person_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Total_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Total,2014,IT,2.7 
Count_Person_EducationalAttainmentTertiaryEducation_Female_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentTertiaryEducation_Female,2014,IT,2.3 
Count_Person_EducationalAttainmentTertiaryEducation_Male_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentTertiaryEducation_Male,2014,IT,1.9 
Count_Person_EducationalAttainmentTertiaryEducation_Total_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentTertiaryEducation_Total,2014,IT,2.1 
Count_Person_Total_Female_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Female,2014,IT,3.0 
Count_Person_Total_Male_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Male,2014,IT,3.3 
Count_Person_Total_Total_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Total,2014,IT,3.1 
Count_Person_EducationalAttainmentLessThanPrimaryEducationOrPrimaryEducationOrLowerSecondaryEducation_Male_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentLessThanPrimaryEducationOrPrimaryEducationOrLowerSecondaryEducation_Male,2014,CY,1.0 
Count_Person_EducationalAttainmentLessThanPrimaryEducationOrPrimaryEducationOrLowerSecondaryEducation_Total_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentLessThanPrimaryEducationOrPrimaryEducationOrLowerSecondaryEducation_Total,2014,CY,0.6 
Count_Person_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Female_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Female,2014,CY,0.3 
Count_Person_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Male_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Male,2014,CY,1.0 
Count_Person_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Total_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Total,2014,CY,0.7 
Count_Person_EducationalAttainmentTertiaryEducation_Female_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentTertiaryEducation_Female,2014,CY,0.2 
Count_Person_EducationalAttainmentTertiaryEducation_Male_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentTertiaryEducation_Male,2014,CY,0.4 
Count_Person_EducationalAttainmentTertiaryEducation_Total_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentTertiaryEducation_Total,2014,CY,0.3 
Count_Person_Total_Female_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Female,2014,CY,0.2 
Count_Person_Total_Male_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Male,2014,CY,0.8 
Count_Person_Total_Total_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Total,2014,CY,0.5 
Count_Person_EducationalAttainmentLessThanPrimaryEducationOrPrimaryEducationOrLowerSecondaryEducation_Male_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentLessThanPrimaryEducationOrPrimaryEducationOrLowerSecondaryEducation_Male,2014,LV,7.1 
Count_Person_EducationalAttainmentLessThanPrimaryEducationOrPrimaryEducationOrLowerSecondaryEducation_Total_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentLessThanPrimaryEducationOrPrimaryEducationOrLowerSecondaryEducation_Total,2014,LV,3.9 
Count_Person_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Female_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Female,2014,LV,1.0 
Count_Person_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Male_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Male,2014,LV,6.5 
