SV,time,geo,observation
Count_Person_Total_BingeDrinking_Cities_AtLeastOnceAWeek_AsAFractionOf_Count_Person_Total_Cities,2014,BG,2.0 
Count_Person_Female_BingeDrinking_TownsAndSuburbs_AtLeastOnceAWeek_AsAFractionOf_Count_Person_Female_TownsAndSuburbs,2014,BG,0 
Count_Person_Male_BingeDrinking_TownsAndSuburbs_AtLeastOnceAWeek_AsAFractionOf_Count_Person_Male_TownsAndSuburbs,2014,BG,3.1 
Count_Person_Total_BingeDrinking_TownsAndSuburbs_AtLeastOnceAWeek_AsAFractionOf_Count_Person_Total_TownsAndSuburbs,2014,BG,1.4 
Count_Person_Female_BingeDrinking_RuralAreas_AtLeastOnceAWeek_AsAFractionOf_Count_Person_Female_RuralAreas,2014,BG,0.5 
Count_Person_Male_BingeDrinking_RuralAreas_AtLeastOnceAWeek_AsAFractionOf_Count_Person_Male_RuralAreas,2014,BG,5.1 
Count_Person_Total_BingeDrinking_RuralAreas_AtLeastOnceAWeek_AsAFractionOf_Count_Person_Total_RuralAreas,2014,BG,2.7 
Count_Person_Female_BingeDrinking_Total_AtLeastOnceAWeek_AsAFractionOf_Count_Person_Female_Total,2014,BG,0.4 
Count_Person_Male_BingeDrinking_Total_AtLeastOnceAWeek_AsAFractionOf_Count_Person_Male_Total,2014,BG,3.9 
Count_Person_Total_BingeDrinking_Total_AtLeastOnceAWeek_AsAFractionOf_Count_Person_Total_Total,2014,BG,2.1 
Count_Person_Female_BingeDrinking_Cities_LessThanOnceAMonth_AsAFractionOf_Count_Person_Female_Cities,2014,BG,10.5 
Count_Person_Male_BingeDrinking_Cities_LessThanOnceAMonth_AsAFractionOf_Count_Person_Male_Cities,2014,BG,19.4 
Count_Person_Total_BingeDrinking_Cities_LessThanOnceAMonth_AsAFractionOf_Count_Person_Total_Cities,2014,BG,14.6 
Count_Person_Female_BingeDrinking_TownsAndSuburbs_LessThanOnceAMonth_AsAFractionOf_Count_Person_Female_TownsAndSuburbs,2014,BG,10.5 
Count_Person_Male_BingeDrinking_TownsAndSuburbs_LessThanOnceAMonth_AsAFractionOf_Count_Person_Male_TownsAndSuburbs,2014,BG,20.9 
Count_Person_Total_BingeDrinking_TownsAndSuburbs_LessThanOnceAMonth_AsAFractionOf_Count_Person_Total_TownsAndSuburbs,2014,BG,15.2 
Count_Person_Female_BingeDrinking_RuralAreas_LessThanOnceAMonth_AsAFractionOf_Count_Person_Female_RuralAreas,2014,BG,9.5 
Count_Person_Male_BingeDrinking_RuralAreas_LessThanOnceAMonth_AsAFractionOf_Count_Person_Male_RuralAreas,2014,BG,21.2 
Count_Person_Total_BingeDrinking_RuralAreas_LessThanOnceAMonth_AsAFractionOf_Count_Person_Total_RuralAreas,2014,BG,15.0 
Count_Person_Female_BingeDrinking_Total_LessThanOnceAMonth_AsAFractionOf_Count_Person_Female_Total,2014,BG,10.2 
Count_Person_Male_BingeDrinking_Total_LessThanOnceAMonth_AsAFractionOf_Count_Person_Male_Total,2014,BG,20.3 
Count_Person_Total_BingeDrinking_Total_LessThanOnceAMonth_AsAFractionOf_Count_Person_Total_Total,2014,BG,14.9 
Count_Person_Female_BingeDrinking_Cities_EveryMonth_AsAFractionOf_Count_Person_Female_Cities,2014,BG,11.7 
Count_Person_Male_BingeDrinking_Cities_EveryMonth_AsAFractionOf_Count_Person_Male_Cities,2014,BG,22.5 
Count_Person_Total_BingeDrinking_Cities_EveryMonth_AsAFractionOf_Count_Person_Total_Cities,2014,BG,16.8 
Count_Person_Female_BingeDrinking_TownsAndSuburbs_EveryMonth_AsAFractionOf_Count_Person_Female_TownsAndSuburbs,2014,BG,6.8 
Count_Person_Male_BingeDrinking_TownsAndSuburbs_EveryMonth_AsAFractionOf_Count_Person_Male_TownsAndSuburbs,2014,BG,20.8 
Count_Person_Total_BingeDrinking_TownsAndSuburbs_EveryMonth_AsAFractionOf_Count_Person_Total_TownsAndSuburbs,2014,BG,13.1 
Count_Person_Female_BingeDrinking_RuralAreas_EveryMonth_AsAFractionOf_Count_Person_Female_RuralAreas,2014,BG,6.0 
Count_Person_Male_BingeDrinking_RuralAreas_EveryMonth_AsAFractionOf_Count_Person_Male_RuralAreas,2014,BG,22.4 
Count_Person_Total_BingeDrinking_RuralAreas_EveryMonth_AsAFractionOf_Count_Person_Total_RuralAreas,2014,BG,13.7 
Count_Person_Female_BingeDrinking_Total_EveryMonth_AsAFractionOf_Count_Person_Female_Total,2014,BG,8.8 
Count_Person_Male_BingeDrinking_Total_EveryMonth_AsAFractionOf_Count_Person_Male_Total,2014,BG,22.1 
Count_Person_Total_BingeDrinking_Total_EveryMonth_AsAFractionOf_Count_Person_Total_Total,2014,BG,15.0 
Count_Person_Female_BingeDrinking_Cities_NeverOrNotInTheLast12Months_AsAFractionOf_Count_Person_Female_Cities,2014,BG,77.2 
Count_Person_Male_BingeDrinking_Cities_NeverOrNotInTheLast12Months_AsAFractionOf_Count_Person_Male_Cities,2014,BG,54.6 
Count_Person_Total_BingeDrinking_Cities_NeverOrNotInTheLast12Months_AsAFractionOf_Count_Person_Total_Cities,2014,BG,66.6 
Count_Person_Female_BingeDrinking_TownsAndSuburbs_NeverOrNotInTheLast12Months_AsAFractionOf_Count_Person_Female_TownsAndSuburbs,2014,BG,82.8 
Count_Person_Male_BingeDrinking_TownsAndSuburbs_NeverOrNotInTheLast12Months_AsAFractionOf_Count_Person_Male_TownsAndSuburbs,2014,BG,55.2 
Count_Person_Total_BingeDrinking_TownsAndSuburbs_NeverOrNotInTheLast12Months_AsAFractionOf_Count_Person_Total_TownsAndSuburbs,2014,BG,70.3 
Count_Person_Female_BingeDrinking_RuralAreas_NeverOrNotInTheLast12Months_AsAFractionOf_Count_Person_Female_RuralAreas,2014,BG,83.9 
Count_Person_Male_BingeDrinking_RuralAreas_NeverOrNotInTheLast12Months_AsAFractionOf_Count_Person_Male_RuralAreas,2014,BG,51.2 
Count_Person_Total_BingeDrinking_RuralAreas_NeverOrNotInTheLast12Months_AsAFractionOf_Count_Person_Total_RuralAreas,2014,BG,68.6 
Count_Person_Female_BingeDrinking_Total_NeverOrNotInTheLast12Months_AsAFractionOf_Count_Person_Female_Total,2014,BG,80.6 
Count_Person_Male_BingeDrinking_Total_NeverOrNotInTheLast12Months_AsAFractionOf_Count_Person_Male_Total,2014,BG,53.6 
Count_Person_Total_BingeDrinking_Total_NeverOrNotInTheLast12Months_AsAFractionOf_Count_Person_Total_Total,2014,BG,68.1 
Count_Person_Male_BingeDrinking_Cities_AtLeastOnceAWeek_AsAFractionOf_Count_Person_Male_Cities,2014,CZ,6.0 
Count_Person_Total_BingeDrinking_Cities_AtLeastOnceAWeek_AsAFractionOf_Count_Person_Total_Cities,2014,CZ,3.0 
Count_Person_Female_BingeDrinking_TownsAndSuburbs_AtLeastOnceAWeek_AsAFractionOf_Count_Person_Female_TownsAndSuburbs,2014,CZ,0.5 
Count_Person_Male_BingeDrinking_TownsAndSuburbs_AtLeastOnceAWeek_AsAFractionOf_Count_Person_Male_TownsAndSuburbs,2014,CZ,3.4 
Count_Person_Total_BingeDrinking_TownsAndSuburbs_AtLeastOnceAWeek_AsAFractionOf_Count_Person_Total_TownsAndSuburbs,2014,CZ,1.9 
Count_Person_Female_BingeDrinking_RuralAreas_AtLeastOnceAWeek_AsAFractionOf_Count_Person_Female_RuralAreas,2014,CZ,0.3 
Count_Person_Male_BingeDrinking_RuralAreas_AtLeastOnceAWeek_AsAFractionOf_Count_Person_Male_RuralAreas,2014,CZ,2.8 
Count_Person_Total_BingeDrinking_RuralAreas_AtLeastOnceAWeek_AsAFractionOf_Count_Person_Total_RuralAreas,2014,CZ,1.5 
Count_Person_Female_BingeDrinking_Total_AtLeastOnceAWeek_AsAFractionOf_Count_Person_Female_Total,2014,CZ,0.4 
Count_Person_Male_BingeDrinking_Total_AtLeastOnceAWeek_AsAFractionOf_Count_Person_Male_Total,2014,CZ,3.9 
Count_Person_Total_BingeDrinking_Total_AtLeastOnceAWeek_AsAFractionOf_Count_Person_Total_Total,2014,CZ,2.1 
Count_Person_Female_BingeDrinking_Cities_LessThanOnceAMonth_AsAFractionOf_Count_Person_Female_Cities,2014,CZ,19.0 
Count_Person_Male_BingeDrinking_Cities_LessThanOnceAMonth_AsAFractionOf_Count_Person_Male_Cities,2014,CZ,30.6 
Count_Person_Total_BingeDrinking_Cities_LessThanOnceAMonth_AsAFractionOf_Count_Person_Total_Cities,2014,CZ,24.4 
Count_Person_Female_BingeDrinking_TownsAndSuburbs_LessThanOnceAMonth_AsAFractionOf_Count_Person_Female_TownsAndSuburbs,2014,CZ,18.7 
Count_Person_Male_BingeDrinking_TownsAndSuburbs_LessThanOnceAMonth_AsAFractionOf_Count_Person_Male_TownsAndSuburbs,2014,CZ,36.0 
Count_Person_Total_BingeDrinking_TownsAndSuburbs_LessThanOnceAMonth_AsAFractionOf_Count_Person_Total_TownsAndSuburbs,2014,CZ,27.2 
Count_Person_Female_BingeDrinking_RuralAreas_LessThanOnceAMonth_AsAFractionOf_Count_Person_Female_RuralAreas,2014,CZ,17.8 
Count_Person_Male_BingeDrinking_RuralAreas_LessThanOnceAMonth_AsAFractionOf_Count_Person_Male_RuralAreas,2014,CZ,32.2 
Count_Person_Total_BingeDrinking_RuralAreas_LessThanOnceAMonth_AsAFractionOf_Count_Person_Total_RuralAreas,2014,CZ,24.8 
Count_Person_Female_BingeDrinking_Total_LessThanOnceAMonth_AsAFractionOf_Count_Person_Female_Total,2014,CZ,18.4 
Count_Person_Male_BingeDrinking_Total_LessThanOnceAMonth_AsAFractionOf_Count_Person_Male_Total,2014,CZ,33.0 
Count_Person_Total_BingeDrinking_Total_LessThanOnceAMonth_AsAFractionOf_Count_Person_Total_Total,2014,CZ,25.5 
Count_Person_Female_BingeDrinking_Cities_EveryMonth_AsAFractionOf_Count_Person_Female_Cities,2014,CZ,8.0 
Count_Person_Male_BingeDrinking_Cities_EveryMonth_AsAFractionOf_Count_Person_Male_Cities,2014,CZ,18.8 
Count_Person_Total_BingeDrinking_Cities_EveryMonth_AsAFractionOf_Count_Person_Total_Cities,2014,CZ,13.0 
Count_Person_Female_BingeDrinking_TownsAndSuburbs_EveryMonth_AsAFractionOf_Count_Person_Female_TownsAndSuburbs,2014,CZ,8.0 
Count_Person_Male_BingeDrinking_TownsAndSuburbs_EveryMonth_AsAFractionOf_Count_Person_Male_TownsAndSuburbs,2014,CZ,18.4 
Count_Person_Total_BingeDrinking_TownsAndSuburbs_EveryMonth_AsAFractionOf_Count_Person_Total_TownsAndSuburbs,2014,CZ,13.1 
Count_Person_Female_BingeDrinking_RuralAreas_EveryMonth_AsAFractionOf_Count_Person_Female_RuralAreas,2014,CZ,5.9 
Count_Person_Male_BingeDrinking_RuralAreas_EveryMonth_AsAFractionOf_Count_Person_Male_RuralAreas,2014,CZ,19.4 
Count_Person_Total_BingeDrinking_RuralAreas_EveryMonth_AsAFractionOf_Count_Person_Total_RuralAreas,2014,CZ,12.5 
Count_Person_Female_BingeDrinking_Total_EveryMonth_AsAFractionOf_Count_Person_Female_Total,2014,CZ,7.2 
Count_Person_Male_BingeDrinking_Total_EveryMonth_AsAFractionOf_Count_Person_Male_Total,2014,CZ,18.9 
Count_Person_Total_BingeDrinking_Total_EveryMonth_AsAFractionOf_Count_Person_Total_Total,2014,CZ,12.8 
Count_Person_Female_BingeDrinking_Cities_NeverOrNotInTheLast12Months_AsAFractionOf_Count_Person_Female_Cities,2014,CZ,72.7 
Count_Person_Male_BingeDrinking_Cities_NeverOrNotInTheLast12Months_AsAFractionOf_Count_Person_Male_Cities,2014,CZ,44.5 
Count_Person_Total_BingeDrinking_Cities_NeverOrNotInTheLast12Months_AsAFractionOf_Count_Person_Total_Cities,2014,CZ,59.5 
Count_Person_Female_BingeDrinking_TownsAndSuburbs_NeverOrNotInTheLast12Months_AsAFractionOf_Count_Person_Female_TownsAndSuburbs,2014,CZ,72.9 
Count_Person_Male_BingeDrinking_TownsAndSuburbs_NeverOrNotInTheLast12Months_AsAFractionOf_Count_Person_Male_TownsAndSuburbs,2014,CZ,42.1 
Count_Person_Total_BingeDrinking_TownsAndSuburbs_NeverOrNotInTheLast12Months_AsAFractionOf_Count_Person_Total_TownsAndSuburbs,2014,CZ,57.9 
Count_Person_Female_BingeDrinking_RuralAreas_NeverOrNotInTheLast12Months_AsAFractionOf_Count_Person_Female_RuralAreas,2014,CZ,76.0 
Count_Person_Male_BingeDrinking_RuralAreas_NeverOrNotInTheLast12Months_AsAFractionOf_Count_Person_Male_RuralAreas,2014,CZ,45.6 
Count_Person_Total_BingeDrinking_RuralAreas_NeverOrNotInTheLast12Months_AsAFractionOf_Count_Person_Total_RuralAreas,2014,CZ,61.2 
Count_Person_Female_BingeDrinking_Total_NeverOrNotInTheLast12Months_AsAFractionOf_Count_Person_Female_Total,2014,CZ,74.0 
Count_Person_Male_BingeDrinking_Total_NeverOrNotInTheLast12Months_AsAFractionOf_Count_Person_Male_Total,2014,CZ,44.2 
Count_Person_Total_BingeDrinking_Total_NeverOrNotInTheLast12Months_AsAFractionOf_Count_Person_Total_Total,2014,CZ,59.7 
Count_Person_Male_BingeDrinking_Cities_AtLeastOnceAWeek_AsAFractionOf_Count_Person_Male_Cities,2014,DK,18.2 
Count_Person_Total_BingeDrinking_Cities_AtLeastOnceAWeek_AsAFractionOf_Count_Person_Total_Cities,2014,DK,12.0 
Count_Person_Female_BingeDrinking_TownsAndSuburbs_AtLeastOnceAWeek_AsAFractionOf_Count_Person_Female_TownsAndSuburbs,2014,DK,5.5 
Count_Person_Male_BingeDrinking_TownsAndSuburbs_AtLeastOnceAWeek_AsAFractionOf_Count_Person_Male_TownsAndSuburbs,2014,DK,12.1 
Count_Person_Total_BingeDrinking_TownsAndSuburbs_AtLeastOnceAWeek_AsAFractionOf_Count_Person_Total_TownsAndSuburbs,2014,DK,8.8 
Count_Person_Female_BingeDrinking_RuralAreas_AtLeastOnceAWeek_AsAFractionOf_Count_Person_Female_RuralAreas,2014,DK,2.9 
Count_Person_Male_BingeDrinking_RuralAreas_AtLeastOnceAWeek_AsAFractionOf_Count_Person_Male_RuralAreas,2014,DK,12.5 
Count_Person_Total_BingeDrinking_RuralAreas_AtLeastOnceAWeek_AsAFractionOf_Count_Person_Total_RuralAreas,2014,DK,7.7 
Count_Person_Female_BingeDrinking_Total_AtLeastOnceAWeek_AsAFractionOf_Count_Person_Female_Total,2014,DK,4.6 
Count_Person_Male_BingeDrinking_Total_AtLeastOnceAWeek_AsAFractionOf_Count_Person_Male_Total,2014,DK,14.4 
Count_Person_Total_BingeDrinking_Total_AtLeastOnceAWeek_AsAFractionOf_Count_Person_Total_Total,2014,DK,9.5 
Count_Person_Female_BingeDrinking_Cities_LessThanOnceAMonth_AsAFractionOf_Count_Person_Female_Cities,2014,DK,32.3 
Count_Person_Male_BingeDrinking_Cities_LessThanOnceAMonth_AsAFractionOf_Count_Person_Male_Cities,2014,DK,31.7 
Count_Person_Total_BingeDrinking_Cities_LessThanOnceAMonth_AsAFractionOf_Count_Person_Total_Cities,2014,DK,32.0 
Count_Person_Female_BingeDrinking_TownsAndSuburbs_LessThanOnceAMonth_AsAFractionOf_Count_Person_Female_TownsAndSuburbs,2014,DK,37.8 
Count_Person_Male_BingeDrinking_TownsAndSuburbs_LessThanOnceAMonth_AsAFractionOf_Count_Person_Male_TownsAndSuburbs,2014,DK,32.4 
Count_Person_Total_BingeDrinking_TownsAndSuburbs_LessThanOnceAMonth_AsAFractionOf_Count_Person_Total_TownsAndSuburbs,2014,DK,35.1 
Count_Person_Female_BingeDrinking_RuralAreas_LessThanOnceAMonth_AsAFractionOf_Count_Person_Female_RuralAreas,2014,DK,40.0 
Count_Person_Male_BingeDrinking_RuralAreas_LessThanOnceAMonth_AsAFractionOf_Count_Person_Male_RuralAreas,2014,DK,35.2 
Count_Person_Total_BingeDrinking_RuralAreas_LessThanOnceAMonth_AsAFractionOf_Count_Person_Total_RuralAreas,2014,DK,37.6 
Count_Person_Female_BingeDrinking_Total_LessThanOnceAMonth_AsAFractionOf_Count_Person_Female_Total,2014,DK,36.8 
Count_Person_Male_BingeDrinking_Total_LessThanOnceAMonth_AsAFractionOf_Count_Person_Male_Total,2014,DK,33.4 
Count_Person_Total_BingeDrinking_Total_LessThanOnceAMonth_AsAFractionOf_Count_Person_Total_Total,2014,DK,35.1 
Count_Person_Female_BingeDrinking_Cities_EveryMonth_AsAFractionOf_Count_Person_Female_Cities,2014,DK,28.6 
Count_Person_Male_BingeDrinking_Cities_EveryMonth_AsAFractionOf_Count_Person_Male_Cities,2014,DK,34.5 
Count_Person_Total_BingeDrinking_Cities_EveryMonth_AsAFractionOf_Count_Person_Total_Cities,2014,DK,31.5 
Count_Person_Female_BingeDrinking_TownsAndSuburbs_EveryMonth_AsAFractionOf_Count_Person_Female_TownsAndSuburbs,2014,DK,21.8 
Count_Person_Male_BingeDrinking_TownsAndSuburbs_EveryMonth_AsAFractionOf_Count_Person_Male_TownsAndSuburbs,2014,DK,32.3 
Count_Person_Total_BingeDrinking_TownsAndSuburbs_EveryMonth_AsAFractionOf_Count_Person_Total_TownsAndSuburbs,2014,DK,27.0 
Count_Person_Female_BingeDrinking_RuralAreas_EveryMonth_AsAFractionOf_Count_Person_Female_RuralAreas,2014,DK,20.1 
Count_Person_Male_BingeDrinking_RuralAreas_EveryMonth_AsAFractionOf_Count_Person_Male_RuralAreas,2014,DK,30.9 
Count_Person_Total_BingeDrinking_RuralAreas_EveryMonth_AsAFractionOf_Count_Person_Total_RuralAreas,2014,DK,25.5 
Count_Person_Female_BingeDrinking_Total_EveryMonth_AsAFractionOf_Count_Person_Female_Total,2014,DK,23.5 
Count_Person_Male_BingeDrinking_Total_EveryMonth_AsAFractionOf_Count_Person_Male_Total,2014,DK,32.5 
Count_Person_Total_BingeDrinking_Total_EveryMonth_AsAFractionOf_Count_Person_Total_Total,2014,DK,27.9 
Count_Person_Female_BingeDrinking_Cities_NeverOrNotInTheLast12Months_AsAFractionOf_Count_Person_Female_Cities,2014,DK,32.9 
Count_Person_Male_BingeDrinking_Cities_NeverOrNotInTheLast12Months_AsAFractionOf_Count_Person_Male_Cities,2014,DK,15.7 
Count_Person_Total_BingeDrinking_Cities_NeverOrNotInTheLast12Months_AsAFractionOf_Count_Person_Total_Cities,2014,DK,24.5 
Count_Person_Female_BingeDrinking_TownsAndSuburbs_NeverOrNotInTheLast12Months_AsAFractionOf_Count_Person_Female_TownsAndSuburbs,2014,DK,34.9 
Count_Person_Male_BingeDrinking_TownsAndSuburbs_NeverOrNotInTheLast12Months_AsAFractionOf_Count_Person_Male_TownsAndSuburbs,2014,DK,23.1 
Count_Person_Total_BingeDrinking_TownsAndSuburbs_NeverOrNotInTheLast12Months_AsAFractionOf_Count_Person_Total_TownsAndSuburbs,2014,DK,29.0 
Count_Person_Female_BingeDrinking_RuralAreas_NeverOrNotInTheLast12Months_AsAFractionOf_Count_Person_Female_RuralAreas,2014,DK,37.0 
Count_Person_Male_BingeDrinking_RuralAreas_NeverOrNotInTheLast12Months_AsAFractionOf_Count_Person_Male_RuralAreas,2014,DK,21.4 
Count_Person_Total_BingeDrinking_RuralAreas_NeverOrNotInTheLast12Months_AsAFractionOf_Count_Person_Total_RuralAreas,2014,DK,29.2 
Count_Person_Female_BingeDrinking_Total_NeverOrNotInTheLast12Months_AsAFractionOf_Count_Person_Female_Total,2014,DK,35.1 
Count_Person_Male_BingeDrinking_Total_NeverOrNotInTheLast12Months_AsAFractionOf_Count_Person_Male_Total,2014,DK,19.7 
Count_Person_Total_BingeDrinking_Total_NeverOrNotInTheLast12Months_AsAFractionOf_Count_Person_Total_Total,2014,DK,27.5 
Count_Person_Male_BingeDrinking_Cities_AtLeastOnceAWeek_AsAFractionOf_Count_Person_Male_Cities,2014,DE,13.1
Count_Person_Total_BingeDrinking_Cities_AtLeastOnceAWeek_AsAFractionOf_Count_Person_Total_Cities,2014,DE,9.5
Count_Person_Female_BingeDrinking_TownsAndSuburbs_AtLeastOnceAWeek_AsAFractionOf_Count_Person_Female_TownsAndSuburbs,2014,DE,4.8
Count_Person_Male_BingeDrinking_TownsAndSuburbs_AtLeastOnceAWeek_AsAFractionOf_Count_Person_Male_TownsAndSuburbs,2014,DE,13.3
Count_Person_Total_BingeDrinking_TownsAndSuburbs_AtLeastOnceAWeek_AsAFractionOf_Count_Person_Total_TownsAndSuburbs,2014,DE,9.0
Count_Person_Female_BingeDrinking_RuralAreas_AtLeastOnceAWeek_AsAFractionOf_Count_Person_Female_RuralAreas,2014,DE,5.7
Count_Person_Male_BingeDrinking_RuralAreas_AtLeastOnceAWeek_AsAFractionOf_Count_Person_Male_RuralAreas,2014,DE,13.7
Count_Person_Total_BingeDrinking_RuralAreas_AtLeastOnceAWeek_AsAFractionOf_Count_Person_Total_RuralAreas,2014,DE,9.7
