,SV,time,geo,observation
20,Count_Person_LessThanOnceAMonth_Total_AlcoholConsumption_ForeignBorn_AsAFractionOf_Count_Person_Total_ForeignBorn,2014,BE,7.7 u
21,Count_Person_LessThanOnceAMonth_Total_AlcoholConsumption_Native_AsAFractionOf_Count_Person_Total_Native,2014,BE,9.4 
22,Count_Person_LessThanOnceAMonth_Total_AlcoholConsumption_ForeignBornOutsideEU28_AsAFractionOf_Count_Person_Total_ForeignBornOutsideEU28,2014,BE,6.0 u
23,Count_Person_EveryMonth_Female_AlcoholConsumption_ForeignBornWithinEU28_AsAFractionOf_Count_Person_Female_ForeignBornWithinEU28,2014,BE,22.9 u
24,Count_Person_EveryMonth_Female_AlcoholConsumption_ForeignBorn_AsAFractionOf_Count_Person_Female_ForeignBorn,2014,BE,20.7 u
25,Count_Person_EveryMonth_Female_AlcoholConsumption_Native_AsAFractionOf_Count_Person_Female_Native,2014,BE,25.1 
26,Count_Person_EveryMonth_Female_AlcoholConsumption_ForeignBornOutsideEU28_AsAFractionOf_Count_Person_Female_ForeignBornOutsideEU28,2014,BE,18.7 u
27,Count_Person_EveryMonth_Male_AlcoholConsumption_ForeignBornWithinEU28_AsAFractionOf_Count_Person_Male_ForeignBornWithinEU28,2014,BE,19.0 u
28,Count_Person_EveryMonth_Male_AlcoholConsumption_ForeignBorn_AsAFractionOf_Count_Person_Male_ForeignBorn,2014,BE,16.3 u
29,Count_Person_EveryMonth_Male_AlcoholConsumption_Native_AsAFractionOf_Count_Person_Male_Native,2014,BE,16.2 
30,Count_Person_EveryMonth_Male_AlcoholConsumption_ForeignBornOutsideEU28_AsAFractionOf_Count_Person_Male_ForeignBornOutsideEU28,2014,BE,13.9 u
31,Count_Person_EveryMonth_Total_AlcoholConsumption_ForeignBornWithinEU28_AsAFractionOf_Count_Person_Total_ForeignBornWithinEU28,2014,BE,21.1 u
32,Count_Person_EveryMonth_Total_AlcoholConsumption_ForeignBorn_AsAFractionOf_Count_Person_Total_ForeignBorn,2014,BE,18.6 u
33,Count_Person_EveryMonth_Total_AlcoholConsumption_Native_AsAFractionOf_Count_Person_Total_Native,2014,BE,20.8 
34,Count_Person_EveryMonth_Total_AlcoholConsumption_ForeignBornOutsideEU28_AsAFractionOf_Count_Person_Total_ForeignBornOutsideEU28,2014,BE,16.4 u
35,Count_Person_NotInTheLast12Months_Female_AlcoholConsumption_ForeignBornWithinEU28_AsAFractionOf_Count_Person_Female_ForeignBornWithinEU28,2014,BE,6.0 u
36,Count_Person_NotInTheLast12Months_Female_AlcoholConsumption_ForeignBorn_AsAFractionOf_Count_Person_Female_ForeignBorn,2014,BE,6.9 u
37,Count_Person_NotInTheLast12Months_Female_AlcoholConsumption_Native_AsAFractionOf_Count_Person_Female_Native,2014,BE,5.0 
38,Count_Person_NotInTheLast12Months_Female_AlcoholConsumption_ForeignBornOutsideEU28_AsAFractionOf_Count_Person_Female_ForeignBornOutsideEU28,2014,BE,7.7 u
39,Count_Person_NotInTheLast12Months_Male_AlcoholConsumption_ForeignBornWithinEU28_AsAFractionOf_Count_Person_Male_ForeignBornWithinEU28,2014,BE,7.5 u
40,Count_Person_NotInTheLast12Months_Male_AlcoholConsumption_ForeignBorn_AsAFractionOf_Count_Person_Male_ForeignBorn,2014,BE,8.3 u
41,Count_Person_NotInTheLast12Months_Male_AlcoholConsumption_Native_AsAFractionOf_Count_Person_Male_Native,2014,BE,4.2 
42,Count_Person_NotInTheLast12Months_Male_AlcoholConsumption_ForeignBornOutsideEU28_AsAFractionOf_Count_Person_Male_ForeignBornOutsideEU28,2014,BE,9.1 u
43,Count_Person_NotInTheLast12Months_Total_AlcoholConsumption_ForeignBornWithinEU28_AsAFractionOf_Count_Person_Total_ForeignBornWithinEU28,2014,BE,6.7 u
44,Count_Person_NotInTheLast12Months_Total_AlcoholConsumption_ForeignBorn_AsAFractionOf_Count_Person_Total_ForeignBorn,2014,BE,7.6 u
45,Count_Person_NotInTheLast12Months_Total_AlcoholConsumption_Native_AsAFractionOf_Count_Person_Total_Native,2014,BE,4.6 
46,Count_Person_NotInTheLast12Months_Total_AlcoholConsumption_ForeignBornOutsideEU28_AsAFractionOf_Count_Person_Total_ForeignBornOutsideEU28,2014,BE,8.3 u
47,Count_Person_Never_Female_AlcoholConsumption_ForeignBornWithinEU28_AsAFractionOf_Count_Person_Female_ForeignBornWithinEU28,2014,BE,13.6 u
48,Count_Person_Never_Female_AlcoholConsumption_ForeignBorn_AsAFractionOf_Count_Person_Female_ForeignBorn,2014,BE,28.9 u
49,Count_Person_Never_Female_AlcoholConsumption_Native_AsAFractionOf_Count_Person_Female_Native,2014,BE,15.6 
50,Count_Person_Never_Female_AlcoholConsumption_ForeignBornOutsideEU28_AsAFractionOf_Count_Person_Female_ForeignBornOutsideEU28,2014,BE,42.3 u
51,Count_Person_Never_Male_AlcoholConsumption_ForeignBornWithinEU28_AsAFractionOf_Count_Person_Male_ForeignBornWithinEU28,2014,BE,8.9 u
52,Count_Person_Never_Male_AlcoholConsumption_ForeignBorn_AsAFractionOf_Count_Person_Male_ForeignBorn,2014,BE,29.4 u
53,Count_Person_Never_Male_AlcoholConsumption_Native_AsAFractionOf_Count_Person_Male_Native,2014,BE,6.2 
54,Count_Person_Never_Male_AlcoholConsumption_ForeignBornOutsideEU28_AsAFractionOf_Count_Person_Male_ForeignBornOutsideEU28,2014,BE,47.1 u
55,Count_Person_Never_Total_AlcoholConsumption_ForeignBornWithinEU28_AsAFractionOf_Count_Person_Total_ForeignBornWithinEU28,2014,BE,11.4 u
56,Count_Person_Never_Total_AlcoholConsumption_ForeignBorn_AsAFractionOf_Count_Person_Total_ForeignBorn,2014,BE,29.1 u
57,Count_Person_Never_Total_AlcoholConsumption_Native_AsAFractionOf_Count_Person_Total_Native,2014,BE,11.1 
58,Count_Person_Never_Total_AlcoholConsumption_ForeignBornOutsideEU28_AsAFractionOf_Count_Person_Total_ForeignBornOutsideEU28,2014,BE,44.6 u
59,Count_Person_NeverOrNotInTheLast12Months_Female_AlcoholConsumption_ForeignBornWithinEU28_AsAFractionOf_Count_Person_Female_ForeignBornWithinEU28,2014,BE,19.6 u
60,Count_Person_NeverOrNotInTheLast12Months_Female_AlcoholConsumption_ForeignBorn_AsAFractionOf_Count_Person_Female_ForeignBorn,2014,BE,35.7 u
61,Count_Person_NeverOrNotInTheLast12Months_Female_AlcoholConsumption_Native_AsAFractionOf_Count_Person_Female_Native,2014,BE,20.6 
62,Count_Person_NeverOrNotInTheLast12Months_Female_AlcoholConsumption_ForeignBornOutsideEU28_AsAFractionOf_Count_Person_Female_ForeignBornOutsideEU28,2014,BE,50.0 u
63,Count_Person_NeverOrNotInTheLast12Months_Male_AlcoholConsumption_ForeignBornWithinEU28_AsAFractionOf_Count_Person_Male_ForeignBornWithinEU28,2014,BE,16.4 u
64,Count_Person_NeverOrNotInTheLast12Months_Male_AlcoholConsumption_ForeignBorn_AsAFractionOf_Count_Person_Male_ForeignBorn,2014,BE,37.7 u
65,Count_Person_NeverOrNotInTheLast12Months_Male_AlcoholConsumption_Native_AsAFractionOf_Count_Person_Male_Native,2014,BE,10.4 
66,Count_Person_NeverOrNotInTheLast12Months_Male_AlcoholConsumption_ForeignBornOutsideEU28_AsAFractionOf_Count_Person_Male_ForeignBornOutsideEU28,2014,BE,56.2 u
67,Count_Person_NeverOrNotInTheLast12Months_Total_AlcoholConsumption_ForeignBornWithinEU28_AsAFractionOf_Count_Person_Total_ForeignBornWithinEU28,2014,BE,18.1 u
68,Count_Person_NeverOrNotInTheLast12Months_Total_AlcoholConsumption_ForeignBorn_AsAFractionOf_Count_Person_Total_ForeignBorn,2014,BE,36.7 u
69,Count_Person_NeverOrNotInTheLast12Months_Total_AlcoholConsumption_Native_AsAFractionOf_Count_Person_Total_Native,2014,BE,15.7 
70,Count_Person_NeverOrNotInTheLast12Months_Total_AlcoholConsumption_ForeignBornOutsideEU28_AsAFractionOf_Count_Person_Total_ForeignBornOutsideEU28,2014,BE,52.9 u
71,Count_Person_EveryWeek_Female_AlcoholConsumption_ForeignBornWithinEU28_AsAFractionOf_Count_Person_Female_ForeignBornWithinEU28,2014,BE,35.0 u
72,Count_Person_EveryWeek_Female_AlcoholConsumption_ForeignBorn_AsAFractionOf_Count_Person_Female_ForeignBorn,2014,BE,25.4 u
73,Count_Person_EveryWeek_Female_AlcoholConsumption_Native_AsAFractionOf_Count_Person_Female_Native,2014,BE,32.0 
74,Count_Person_EveryWeek_Female_AlcoholConsumption_ForeignBornOutsideEU28_AsAFractionOf_Count_Person_Female_ForeignBornOutsideEU28,2014,BE,16.9 u
75,Count_Person_EveryWeek_Male_AlcoholConsumption_ForeignBornWithinEU28_AsAFractionOf_Count_Person_Male_ForeignBornWithinEU28,2014,BE,38.4 u
76,Count_Person_EveryWeek_Male_AlcoholConsumption_ForeignBorn_AsAFractionOf_Count_Person_Male_ForeignBorn,2014,BE,29.0 u
77,Count_Person_EveryWeek_Male_AlcoholConsumption_Native_AsAFractionOf_Count_Person_Male_Native,2014,BE,47.0 
78,Count_Person_EveryWeek_Male_AlcoholConsumption_ForeignBornOutsideEU28_AsAFractionOf_Count_Person_Male_ForeignBornOutsideEU28,2014,BE,20.8 u
79,Count_Person_EveryWeek_Total_AlcoholConsumption_ForeignBornWithinEU28_AsAFractionOf_Count_Person_Total_ForeignBornWithinEU28,2014,BE,36.6 u
80,Count_Person_EveryWeek_Total_AlcoholConsumption_ForeignBorn_AsAFractionOf_Count_Person_Total_ForeignBorn,2014,BE,27.1 u
81,Count_Person_EveryWeek_Total_AlcoholConsumption_Native_AsAFractionOf_Count_Person_Total_Native,2014,BE,39.3 
82,Count_Person_EveryWeek_Total_AlcoholConsumption_ForeignBornOutsideEU28_AsAFractionOf_Count_Person_Total_ForeignBornOutsideEU28,2014,BE,18.8 u
83,Count_Person_EveryDay_Female_AlcoholConsumption_ForeignBorn_AsAFractionOf_Count_Person_Female_ForeignBorn,2014,BG,: u
84,Count_Person_EveryDay_Female_AlcoholConsumption_Native_AsAFractionOf_Count_Person_Female_Native,2014,BG,3.6 
85,Count_Person_EveryDay_Female_AlcoholConsumption_ForeignBornOutsideEU28_AsAFractionOf_Count_Person_Female_ForeignBornOutsideEU28,2014,BG,: u
86,Count_Person_EveryDay_Male_AlcoholConsumption_ForeignBornWithinEU28_AsAFractionOf_Count_Person_Male_ForeignBornWithinEU28,2014,BG,: u
87,Count_Person_EveryDay_Male_AlcoholConsumption_ForeignBorn_AsAFractionOf_Count_Person_Male_ForeignBorn,2014,BG,: u
88,Count_Person_EveryDay_Male_AlcoholConsumption_Native_AsAFractionOf_Count_Person_Male_Native,2014,BG,14.8 
89,Count_Person_EveryDay_Male_AlcoholConsumption_ForeignBornOutsideEU28_AsAFractionOf_Count_Person_Male_ForeignBornOutsideEU28,2014,BG,: u
90,Count_Person_EveryDay_Total_AlcoholConsumption_ForeignBornWithinEU28_AsAFractionOf_Count_Person_Total_ForeignBornWithinEU28,2014,BG,: u
91,Count_Person_EveryDay_Total_AlcoholConsumption_ForeignBorn_AsAFractionOf_Count_Person_Total_ForeignBorn,2014,BG,15.3 u
92,Count_Person_EveryDay_Total_AlcoholConsumption_Native_AsAFractionOf_Count_Person_Total_Native,2014,BG,8.8 
93,Count_Person_EveryDay_Total_AlcoholConsumption_ForeignBornOutsideEU28_AsAFractionOf_Count_Person_Total_ForeignBornOutsideEU28,2014,BG,13.9 u
94,Count_Person_LessThanOnceAMonth_Female_AlcoholConsumption_ForeignBornWithinEU28_AsAFractionOf_Count_Person_Female_ForeignBornWithinEU28,2014,BG,: u
95,Count_Person_LessThanOnceAMonth_Female_AlcoholConsumption_ForeignBorn_AsAFractionOf_Count_Person_Female_ForeignBorn,2014,BG,: u
96,Count_Person_LessThanOnceAMonth_Female_AlcoholConsumption_Native_AsAFractionOf_Count_Person_Female_Native,2014,BG,15.8 
97,Count_Person_LessThanOnceAMonth_Female_AlcoholConsumption_ForeignBornOutsideEU28_AsAFractionOf_Count_Person_Female_ForeignBornOutsideEU28,2014,BG,: u
98,Count_Person_LessThanOnceAMonth_Male_AlcoholConsumption_ForeignBornWithinEU28_AsAFractionOf_Count_Person_Male_ForeignBornWithinEU28,2014,BG,: u
99,Count_Person_LessThanOnceAMonth_Male_AlcoholConsumption_ForeignBorn_AsAFractionOf_Count_Person_Male_ForeignBorn,2014,BG,: u
100,Count_Person_LessThanOnceAMonth_Male_AlcoholConsumption_Native_AsAFractionOf_Count_Person_Male_Native,2014,BG,8.2 
101,Count_Person_LessThanOnceAMonth_Male_AlcoholConsumption_ForeignBornOutsideEU28_AsAFractionOf_Count_Person_Male_ForeignBornOutsideEU28,2014,BG,: u
102,Count_Person_LessThanOnceAMonth_Total_AlcoholConsumption_ForeignBornWithinEU28_AsAFractionOf_Count_Person_Total_ForeignBornWithinEU28,2014,BG,: u
103,Count_Person_LessThanOnceAMonth_Total_AlcoholConsumption_ForeignBorn_AsAFractionOf_Count_Person_Total_ForeignBorn,2014,BG,17.5 u
104,Count_Person_LessThanOnceAMonth_Total_AlcoholConsumption_Native_AsAFractionOf_Count_Person_Total_Native,2014,BG,12.2 
105,Count_Person_LessThanOnceAMonth_Total_AlcoholConsumption_ForeignBornOutsideEU28_AsAFractionOf_Count_Person_Total_ForeignBornOutsideEU28,2014,BG,14.4 u
106,Count_Person_EveryMonth_Female_AlcoholConsumption_ForeignBornWithinEU28_AsAFractionOf_Count_Person_Female_ForeignBornWithinEU28,2014,BG,: u
107,Count_Person_EveryMonth_Female_AlcoholConsumption_ForeignBorn_AsAFractionOf_Count_Person_Female_ForeignBorn,2014,BG,: u
108,Count_Person_EveryMonth_Female_AlcoholConsumption_Native_AsAFractionOf_Count_Person_Female_Native,2014,BG,24.5 
109,Count_Person_EveryMonth_Female_AlcoholConsumption_ForeignBornOutsideEU28_AsAFractionOf_Count_Person_Female_ForeignBornOutsideEU28,2014,BG,: u
110,Count_Person_EveryMonth_Male_AlcoholConsumption_ForeignBornWithinEU28_AsAFractionOf_Count_Person_Male_ForeignBornWithinEU28,2014,BG,: u
111,Count_Person_EveryMonth_Male_AlcoholConsumption_ForeignBorn_AsAFractionOf_Count_Person_Male_ForeignBorn,2014,BG,: u
112,Count_Person_EveryMonth_Male_AlcoholConsumption_Native_AsAFractionOf_Count_Person_Male_Native,2014,BG,26.3 
113,Count_Person_EveryMonth_Male_AlcoholConsumption_ForeignBornOutsideEU28_AsAFractionOf_Count_Person_Male_ForeignBornOutsideEU28,2014,BG,: u
114,Count_Person_EveryMonth_Total_AlcoholConsumption_ForeignBornWithinEU28_AsAFractionOf_Count_Person_Total_ForeignBornWithinEU28,2014,BG,: u
115,Count_Person_EveryMonth_Total_AlcoholConsumption_ForeignBorn_AsAFractionOf_Count_Person_Total_ForeignBorn,2014,BG,22.6 u
116,Count_Person_EveryMonth_Total_AlcoholConsumption_Native_AsAFractionOf_Count_Person_Total_Native,2014,BG,25.3 
117,Count_Person_EveryMonth_Total_AlcoholConsumption_ForeignBornOutsideEU28_AsAFractionOf_Count_Person_Total_ForeignBornOutsideEU28,2014,BG,26.9 u
118,Count_Person_NotInTheLast12Months_Female_AlcoholConsumption_ForeignBornWithinEU28_AsAFractionOf_Count_Person_Female_ForeignBornWithinEU28,2014,BG,: u
119,Count_Person_NotInTheLast12Months_Female_AlcoholConsumption_ForeignBorn_AsAFractionOf_Count_Person_Female_ForeignBorn,2014,BG,: u
120,Count_Person_NotInTheLast12Months_Female_AlcoholConsumption_Native_AsAFractionOf_Count_Person_Female_Native,2014,BG,11.5 
121,Count_Person_NotInTheLast12Months_Female_AlcoholConsumption_ForeignBornOutsideEU28_AsAFractionOf_Count_Person_Female_ForeignBornOutsideEU28,2014,BG,: u
122,Count_Person_NotInTheLast12Months_Male_AlcoholConsumption_ForeignBornWithinEU28_AsAFractionOf_Count_Person_Male_ForeignBornWithinEU28,2014,BG,: u
123,Count_Person_NotInTheLast12Months_Male_AlcoholConsumption_ForeignBorn_AsAFractionOf_Count_Person_Male_ForeignBorn,2014,BG,: u
124,Count_Person_NotInTheLast12Months_Male_AlcoholConsumption_Native_AsAFractionOf_Count_Person_Male_Native,2014,BG,9.6 
125,Count_Person_NotInTheLast12Months_Male_AlcoholConsumption_ForeignBornOutsideEU28_AsAFractionOf_Count_Person_Male_ForeignBornOutsideEU28,2014,BG,: u
126,Count_Person_NotInTheLast12Months_Total_AlcoholConsumption_ForeignBornWithinEU28_AsAFractionOf_Count_Person_Total_ForeignBornWithinEU28,2014,BG,: u
127,Count_Person_NotInTheLast12Months_Total_AlcoholConsumption_ForeignBorn_AsAFractionOf_Count_Person_Total_ForeignBorn,2014,BG,12.7 u
128,Count_Person_NotInTheLast12Months_Total_AlcoholConsumption_Native_AsAFractionOf_Count_Person_Total_Native,2014,BG,10.6 
129,Count_Person_NotInTheLast12Months_Total_AlcoholConsumption_ForeignBornOutsideEU28_AsAFractionOf_Count_Person_Total_ForeignBornOutsideEU28,2014,BG,3.3 u
130,Count_Person_Never_Female_AlcoholConsumption_ForeignBornWithinEU28_AsAFractionOf_Count_Person_Female_ForeignBornWithinEU28,2014,BG,: u
131,Count_Person_Never_Female_AlcoholConsumption_ForeignBorn_AsAFractionOf_Count_Person_Female_ForeignBorn,2014,BG,: u
132,Count_Person_Never_Female_AlcoholConsumption_Native_AsAFractionOf_Count_Person_Female_Native,2014,BG,33.5 
133,Count_Person_Never_Female_AlcoholConsumption_ForeignBornOutsideEU28_AsAFractionOf_Count_Person_Female_ForeignBornOutsideEU28,2014,BG,: u
134,Count_Person_Never_Male_AlcoholConsumption_ForeignBornWithinEU28_AsAFractionOf_Count_Person_Male_ForeignBornWithinEU28,2014,BG,: u
135,Count_Person_Never_Male_AlcoholConsumption_ForeignBorn_AsAFractionOf_Count_Person_Male_ForeignBorn,2014,BG,: u
136,Count_Person_Never_Male_AlcoholConsumption_Native_AsAFractionOf_Count_Person_Male_Native,2014,BG,11.7 
137,Count_Person_Never_Male_AlcoholConsumption_ForeignBornOutsideEU28_AsAFractionOf_Count_Person_Male_ForeignBornOutsideEU28,2014,BG,: u
138,Count_Person_Never_Total_AlcoholConsumption_ForeignBornWithinEU28_AsAFractionOf_Count_Person_Total_ForeignBornWithinEU28,2014,BG,: u
139,Count_Person_Never_Total_AlcoholConsumption_ForeignBorn_AsAFractionOf_Count_Person_Total_ForeignBorn,2014,BG,18.2 u
140,Count_Person_Never_Total_AlcoholConsumption_Native_AsAFractionOf_Count_Person_Total_Native,2014,BG,23.3 
141,Count_Person_Never_Total_AlcoholConsumption_ForeignBornOutsideEU28_AsAFractionOf_Count_Person_Total_ForeignBornOutsideEU28,2014,BG,28.5 u
142,Count_Person_NeverOrNotInTheLast12Months_Female_AlcoholConsumption_ForeignBornWithinEU28_AsAFractionOf_Count_Person_Female_ForeignBornWithinEU28,2014,BG,: u
143,Count_Person_NeverOrNotInTheLast12Months_Female_AlcoholConsumption_ForeignBorn_AsAFractionOf_Count_Person_Female_ForeignBorn,2014,BG,: u
144,Count_Person_NeverOrNotInTheLast12Months_Female_AlcoholConsumption_Native_AsAFractionOf_Count_Person_Female_Native,2014,BG,45.1 
145,Count_Person_NeverOrNotInTheLast12Months_Female_AlcoholConsumption_ForeignBornOutsideEU28_AsAFractionOf_Count_Person_Female_ForeignBornOutsideEU28,2014,BG,: u
146,Count_Person_NeverOrNotInTheLast12Months_Male_AlcoholConsumption_ForeignBornWithinEU28_AsAFractionOf_Count_Person_Male_ForeignBornWithinEU28,2014,BG,: u
147,Count_Person_NeverOrNotInTheLast12Months_Male_AlcoholConsumption_ForeignBorn_AsAFractionOf_Count_Person_Male_ForeignBorn,2014,BG,: u
148,Count_Person_NeverOrNotInTheLast12Months_Male_AlcoholConsumption_Native_AsAFractionOf_Count_Person_Male_Native,2014,BG,21.3 
149,Count_Person_NeverOrNotInTheLast12Months_Male_AlcoholConsumption_ForeignBornOutsideEU28_AsAFractionOf_Count_Person_Male_ForeignBornOutsideEU28,2014,BG,: u
150,Count_Person_NeverOrNotInTheLast12Months_Total_AlcoholConsumption_ForeignBornWithinEU28_AsAFractionOf_Count_Person_Total_ForeignBornWithinEU28,2014,BG,: u
151,Count_Person_NeverOrNotInTheLast12Months_Total_AlcoholConsumption_ForeignBorn_AsAFractionOf_Count_Person_Total_ForeignBorn,2014,BG,30.9 u
152,Count_Person_NeverOrNotInTheLast12Months_Total_AlcoholConsumption_Native_AsAFractionOf_Count_Person_Total_Native,2014,BG,34.0 
153,Count_Person_NeverOrNotInTheLast12Months_Total_AlcoholConsumption_ForeignBornOutsideEU28_AsAFractionOf_Count_Person_Total_ForeignBornOutsideEU28,2014,BG,31.7 u
154,Count_Person_EveryWeek_Female_AlcoholConsumption_ForeignBornWithinEU28_AsAFractionOf_Count_Person_Female_ForeignBornWithinEU28,2014,BG,: u
155,Count_Person_EveryWeek_Female_AlcoholConsumption_ForeignBorn_AsAFractionOf_Count_Person_Female_ForeignBorn,2014,BG,: u
156,Count_Person_EveryWeek_Female_AlcoholConsumption_Native_AsAFractionOf_Count_Person_Female_Native,2014,BG,11.1 
157,Count_Person_EveryWeek_Female_AlcoholConsumption_ForeignBornOutsideEU28_AsAFractionOf_Count_Person_Female_ForeignBornOutsideEU28,2014,BG,: u
158,Count_Person_EveryWeek_Male_AlcoholConsumption_ForeignBornWithinEU28_AsAFractionOf_Count_Person_Male_ForeignBornWithinEU28,2014,BG,: u
159,Count_Person_EveryWeek_Male_AlcoholConsumption_ForeignBorn_AsAFractionOf_Count_Person_Male_ForeignBorn,2014,BG,: u
160,Count_Person_EveryWeek_Male_AlcoholConsumption_Native_AsAFractionOf_Count_Person_Male_Native,2014,BG,29.4 
161,Count_Person_EveryWeek_Male_AlcoholConsumption_ForeignBornOutsideEU28_AsAFractionOf_Count_Person_Male_ForeignBornOutsideEU28,2014,BG,: u
162,Count_Person_EveryWeek_Total_AlcoholConsumption_ForeignBornWithinEU28_AsAFractionOf_Count_Person_Total_ForeignBornWithinEU28,2014,BG,: u
163,Count_Person_EveryWeek_Total_AlcoholConsumption_ForeignBorn_AsAFractionOf_Count_Person_Total_ForeignBorn,2014,BG,13.8 u
164,Count_Person_EveryWeek_Total_AlcoholConsumption_Native_AsAFractionOf_Count_Person_Total_Native,2014,BG,19.6 
165,Count_Person_EveryWeek_Total_AlcoholConsumption_ForeignBornOutsideEU28_AsAFractionOf_Count_Person_Total_ForeignBornOutsideEU28,2014,BG,13.1 u
166,Count_Person_EveryDay_Female_AlcoholConsumption_ForeignBorn_AsAFractionOf_Count_Person_Female_ForeignBorn,2014,CZ,7.6 
167,Count_Person_EveryDay_Female_AlcoholConsumption_Native_AsAFractionOf_Count_Person_Female_Native,2014,CZ,3.1 
168,Count_Person_EveryDay_Female_AlcoholConsumption_ForeignBornOutsideEU28_AsAFractionOf_Count_Person_Female_ForeignBornOutsideEU28,2014,CZ,0 u
169,Count_Person_EveryDay_Male_AlcoholConsumption_ForeignBornWithinEU28_AsAFractionOf_Count_Person_Male_ForeignBornWithinEU28,2014,CZ,28.0 
170,Count_Person_EveryDay_Male_AlcoholConsumption_ForeignBorn_AsAFractionOf_Count_Person_Male_ForeignBorn,2014,CZ,22.2 
171,Count_Person_EveryDay_Male_AlcoholConsumption_Native_AsAFractionOf_Count_Person_Male_Native,2014,CZ,16.2 
172,Count_Person_EveryDay_Male_AlcoholConsumption_ForeignBornOutsideEU28_AsAFractionOf_Count_Person_Male_ForeignBornOutsideEU28,2014,CZ,10.8 u
173,Count_Person_EveryDay_Total_AlcoholConsumption_ForeignBornWithinEU28_AsAFractionOf_Count_Person_Total_ForeignBornWithinEU28,2014,CZ,18.9 
174,Count_Person_EveryDay_Total_AlcoholConsumption_ForeignBorn_AsAFractionOf_Count_Person_Total_ForeignBorn,2014,CZ,14.7 
175,Count_Person_EveryDay_Total_AlcoholConsumption_Native_AsAFractionOf_Count_Person_Total_Native,2014,CZ,9.4 
176,Count_Person_EveryDay_Total_AlcoholConsumption_ForeignBornOutsideEU28_AsAFractionOf_Count_Person_Total_ForeignBornOutsideEU28,2014,CZ,5.6 
177,Count_Person_LessThanOnceAMonth_Female_AlcoholConsumption_ForeignBornWithinEU28_AsAFractionOf_Count_Person_Female_ForeignBornWithinEU28,2014,CZ,19.9 
178,Count_Person_LessThanOnceAMonth_Female_AlcoholConsumption_ForeignBorn_AsAFractionOf_Count_Person_Female_ForeignBorn,2014,CZ,17.3 
179,Count_Person_LessThanOnceAMonth_Female_AlcoholConsumption_Native_AsAFractionOf_Count_Person_Female_Native,2014,CZ,21.8 
