SV,time,geo,observation
Count_Person_Total_Percentile40To60_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Percentile40To60,2014,DE,4.3
Count_Person_Female_Percentile60To80_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Female_Percentile60To80,2014,DE,4.1
Count_Person_Male_Percentile60To80_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Male_Percentile60To80,2014,DE,4.8
Count_Person_Total_Percentile60To80_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Percentile60To80,2014,DE,4.5
Count_Person_Female_Percentile80To100_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Female_Percentile80To100,2014,DE,7.0
Count_Person_Male_Percentile80To100_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Male_Percentile80To100,2014,DE,4.8
Count_Person_Total_Percentile80To100_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Percentile80To100,2014,DE,5.8
Count_Person_Female_Total_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Female_Total,2014,DE,4.3
Count_Person_Male_Total_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Male_Total,2014,DE,4.9
Count_Person_Total_Total_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Total,2014,DE,4.6
Count_Person_Male_Percentile0To20_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Male_Percentile0To20,2014,EE,2.4 
Count_Person_Total_Percentile0To20_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Percentile0To20,2014,EE,1.3 
Count_Person_Female_Percentile20To40_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Female_Percentile20To40,2014,EE,0.2 
Count_Person_Male_Percentile20To40_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Male_Percentile20To40,2014,EE,0.2 
Count_Person_Total_Percentile20To40_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Percentile20To40,2014,EE,0.2 
Count_Person_Female_Percentile40To60_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Female_Percentile40To60,2014,EE,0 
Count_Person_Male_Percentile40To60_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Male_Percentile40To60,2014,EE,0.4 
Count_Person_Total_Percentile40To60_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Percentile40To60,2014,EE,0.2 
Count_Person_Female_Percentile60To80_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Female_Percentile60To80,2014,EE,0 
Count_Person_Male_Percentile60To80_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Male_Percentile60To80,2014,EE,0 
Count_Person_Total_Percentile60To80_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Percentile60To80,2014,EE,0 
Count_Person_Female_Percentile80To100_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Female_Percentile80To100,2014,EE,0.4 
Count_Person_Male_Percentile80To100_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Male_Percentile80To100,2014,EE,1.6 
Count_Person_Total_Percentile80To100_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Percentile80To100,2014,EE,1.0 
Count_Person_Female_Total_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Female_Total,2014,EE,0.2 
Count_Person_Male_Total_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Male_Total,2014,EE,1.4 
Count_Person_Total_Total_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Total,2014,EE,0.7 
Count_Person_Male_Percentile0To20_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Male_Percentile0To20,2014,IE,6.9 
Count_Person_Total_Percentile0To20_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Percentile0To20,2014,IE,6.5 
Count_Person_Female_Percentile20To40_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Female_Percentile20To40,2014,IE,3.1 
Count_Person_Male_Percentile20To40_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Male_Percentile20To40,2014,IE,5.7 
Count_Person_Total_Percentile20To40_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Percentile20To40,2014,IE,4.4 
Count_Person_Female_Percentile40To60_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Female_Percentile40To60,2014,IE,6.0 
Count_Person_Male_Percentile40To60_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Male_Percentile40To60,2014,IE,4.0 
Count_Person_Total_Percentile40To60_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Percentile40To60,2014,IE,5.1 
Count_Person_Female_Percentile60To80_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Female_Percentile60To80,2014,IE,5.2 
Count_Person_Male_Percentile60To80_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Male_Percentile60To80,2014,IE,5.3 
Count_Person_Total_Percentile60To80_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Percentile60To80,2014,IE,5.2 
Count_Person_Female_Percentile80To100_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Female_Percentile80To100,2014,IE,5.8 
Count_Person_Male_Percentile80To100_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Male_Percentile80To100,2014,IE,6.0 
Count_Person_Total_Percentile80To100_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Percentile80To100,2014,IE,5.9 
Count_Person_Female_Total_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Female_Total,2014,IE,5.3 
Count_Person_Male_Total_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Male_Total,2014,IE,5.6 
Count_Person_Total_Total_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Total,2014,IE,5.4 
Count_Person_Male_Percentile0To20_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Male_Percentile0To20,2014,EL,2.3 
Count_Person_Total_Percentile0To20_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Percentile0To20,2014,EL,1.2 
Count_Person_Female_Percentile20To40_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Female_Percentile20To40,2014,EL,0.6 
Count_Person_Male_Percentile20To40_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Male_Percentile20To40,2014,EL,2.3 
Count_Person_Total_Percentile20To40_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Percentile20To40,2014,EL,1.4 
Count_Person_Female_Percentile40To60_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Female_Percentile40To60,2014,EL,0.8 
Count_Person_Male_Percentile40To60_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Male_Percentile40To60,2014,EL,1.0 
Count_Person_Total_Percentile40To60_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Percentile40To60,2014,EL,0.9 
Count_Person_Female_Percentile60To80_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Female_Percentile60To80,2014,EL,0.4 
Count_Person_Male_Percentile60To80_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Male_Percentile60To80,2014,EL,1.4 
Count_Person_Total_Percentile60To80_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Percentile60To80,2014,EL,0.9 
Count_Person_Female_Percentile80To100_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Female_Percentile80To100,2014,EL,0.9 
Count_Person_Male_Percentile80To100_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Male_Percentile80To100,2014,EL,1.9 
Count_Person_Total_Percentile80To100_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Percentile80To100,2014,EL,1.4 
Count_Person_Female_Total_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Female_Total,2014,EL,0.5 
Count_Person_Male_Total_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Male_Total,2014,EL,1.8 
Count_Person_Total_Total_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Total,2014,EL,1.2 
Count_Person_Male_Percentile0To20_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Male_Percentile0To20,2014,ES,2.8 
Count_Person_Total_Percentile0To20_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Percentile0To20,2014,ES,1.8 
Count_Person_Female_Percentile20To40_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Female_Percentile20To40,2014,ES,0.8 
Count_Person_Male_Percentile20To40_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Male_Percentile20To40,2014,ES,3.6 
Count_Person_Total_Percentile20To40_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Percentile20To40,2014,ES,2.0 
Count_Person_Female_Percentile40To60_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Female_Percentile40To60,2014,ES,1.3 
Count_Person_Male_Percentile40To60_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Male_Percentile40To60,2014,ES,2.8 
Count_Person_Total_Percentile40To60_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Percentile40To60,2014,ES,2.0 
Count_Person_Female_Percentile60To80_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Female_Percentile60To80,2014,ES,1.5 
Count_Person_Male_Percentile60To80_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Male_Percentile60To80,2014,ES,3.0 
Count_Person_Total_Percentile60To80_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Percentile60To80,2014,ES,2.2 
Count_Person_Female_Percentile80To100_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Female_Percentile80To100,2014,ES,2.8 
Count_Person_Male_Percentile80To100_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Male_Percentile80To100,2014,ES,3.3 
Count_Person_Total_Percentile80To100_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Percentile80To100,2014,ES,3.1 
Count_Person_Female_Total_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Female_Total,2014,ES,1.2 
Count_Person_Male_Total_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Male_Total,2014,ES,3.1 
Count_Person_Total_Total_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Total,2014,ES,2.1 
Count_Person_Male_Percentile0To20_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Male_Percentile0To20,2014,HR,1.6 
Count_Person_Total_Percentile0To20_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Percentile0To20,2014,HR,0.8 
Count_Person_Female_Percentile20To40_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Female_Percentile20To40,2014,HR,0.2 
Count_Person_Male_Percentile20To40_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Male_Percentile20To40,2014,HR,3.5 
Count_Person_Total_Percentile20To40_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Percentile20To40,2014,HR,1.7 
Count_Person_Female_Percentile40To60_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Female_Percentile40To60,2014,HR,0 
Count_Person_Male_Percentile40To60_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Male_Percentile40To60,2014,HR,1.7 
Count_Person_Total_Percentile40To60_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Percentile40To60,2014,HR,0.8 
Count_Person_Female_Percentile60To80_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Female_Percentile60To80,2014,HR,0.3 
Count_Person_Male_Percentile60To80_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Male_Percentile60To80,2014,HR,3.0 
Count_Person_Total_Percentile60To80_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Percentile60To80,2014,HR,1.6 
Count_Person_Female_Percentile80To100_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Female_Percentile80To100,2014,HR,0 
Count_Person_Male_Percentile80To100_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Male_Percentile80To100,2014,HR,1.5 
Count_Person_Total_Percentile80To100_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Percentile80To100,2014,HR,0.7 
Count_Person_Female_Total_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Female_Total,2014,HR,0.1 
Count_Person_Male_Total_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Male_Total,2014,HR,2.0 
Count_Person_Total_Total_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Total,2014,HR,1.0 
Count_Person_Male_Percentile0To20_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Male_Percentile0To20,2014,IT,3.1
Count_Person_Total_Percentile0To20_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Percentile0To20,2014,IT,2.6
Count_Person_Female_Percentile20To40_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Female_Percentile20To40,2014,IT,2.7
Count_Person_Male_Percentile20To40_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Male_Percentile20To40,2014,IT,3.4
Count_Person_Total_Percentile20To40_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Percentile20To40,2014,IT,3.0
Count_Person_Female_Percentile40To60_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Female_Percentile40To60,2014,IT,3.0
Count_Person_Male_Percentile40To60_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Male_Percentile40To60,2014,IT,3.3
Count_Person_Total_Percentile40To60_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Percentile40To60,2014,IT,3.1
Count_Person_Female_Percentile60To80_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Female_Percentile60To80,2014,IT,3.4
Count_Person_Male_Percentile60To80_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Male_Percentile60To80,2014,IT,3.2
Count_Person_Total_Percentile60To80_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Percentile60To80,2014,IT,3.3
Count_Person_Female_Percentile80To100_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Female_Percentile80To100,2014,IT,4.0
Count_Person_Male_Percentile80To100_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Male_Percentile80To100,2014,IT,3.3
Count_Person_Total_Percentile80To100_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Percentile80To100,2014,IT,3.6
Count_Person_Female_Total_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Female_Total,2014,IT,3.0
Count_Person_Male_Total_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Male_Total,2014,IT,3.3
Count_Person_Total_Total_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Total,2014,IT,3.1
Count_Person_Male_Percentile0To20_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Male_Percentile0To20,2014,CY,1.3 
Count_Person_Total_Percentile0To20_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Percentile0To20,2014,CY,0.6 
Count_Person_Female_Percentile20To40_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Female_Percentile20To40,2014,CY,0 
Count_Person_Male_Percentile20To40_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Male_Percentile20To40,2014,CY,0.2 
Count_Person_Total_Percentile20To40_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Percentile20To40,2014,CY,0.1 
Count_Person_Female_Percentile40To60_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Female_Percentile40To60,2014,CY,0.7 
Count_Person_Male_Percentile40To60_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Male_Percentile40To60,2014,CY,1.6 
Count_Person_Total_Percentile40To60_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Percentile40To60,2014,CY,1.1 
Count_Person_Female_Percentile60To80_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Female_Percentile60To80,2014,CY,0.1 
Count_Person_Male_Percentile60To80_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Male_Percentile60To80,2014,CY,0.3 
Count_Person_Total_Percentile60To80_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Percentile60To80,2014,CY,0.2 
Count_Person_Female_Percentile80To100_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Female_Percentile80To100,2014,CY,0.3 
Count_Person_Male_Percentile80To100_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Male_Percentile80To100,2014,CY,0.4 
Count_Person_Total_Percentile80To100_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Percentile80To100,2014,CY,0.3 
Count_Person_Female_Total_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Female_Total,2014,CY,0.2 
Count_Person_Male_Total_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Male_Total,2014,CY,0.8 
Count_Person_Total_Total_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Total,2014,CY,0.5 
Count_Person_Male_Percentile0To20_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Male_Percentile0To20,2014,LV,11.1 
Count_Person_Total_Percentile0To20_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Percentile0To20,2014,LV,5.1 
Count_Person_Female_Percentile20To40_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Female_Percentile20To40,2014,LV,0.4 
Count_Person_Male_Percentile20To40_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Male_Percentile20To40,2014,LV,5.2 
Count_Person_Total_Percentile20To40_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Total_Percentile20To40,2014,LV,2.0 
Count_Person_Female_Percentile40To60_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Female_Percentile40To60,2014,LV,1.4 
Count_Person_Male_Percentile40To60_HazardousAlcoholConsumption_AsAFractionOf_Count_Person_Male_Percentile40To60,2014,LV,4.7 
