Country,Variable,Year,Value
Slovak Republic,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2018,63.9
Slovak Republic,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2019,66.3
Slovak Republic,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2020,67.2
Slovak Republic,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2021,68.2
Korea,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",1980,
Korea,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",1990,
Korea,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2000,
Korea,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2005,
Korea,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2010,
Korea,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2015,
Korea,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2016,
Korea,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2017,0.37
Korea,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2018,0.35
Korea,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2019,0.39
Korea,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2020,0.48
Korea,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2021,0.4
United States,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2000,
Ireland,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",1980,
Ireland,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",1990,
Ireland,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2015,0.7
Ireland,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2016,0.69
Ireland,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2017,0.69
Ireland,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2018,0.69
Ireland,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2019,0.69
Ireland,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2020,0.69
Ireland,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2021,0.69
Portugal,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",1990,0.1
Portugal,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2005,15.2
Portugal,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2017,37.98
Greece,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",1980,0.5
Greece,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2010,7.8
Greece,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2015,6.44
Greece,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2016,6.44
Greece,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2017,6.77
Greece,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2018,6.77
Greece,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2019,6.47
Greece,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2020,6.44
Greece,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2021,6.44
New Zealand,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",1990,7.2
New Zealand,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2000,14
Austria,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",1990,
Austria,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2000,
Austria,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2005,
Austria,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2010,
Austria,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2015,
Austria,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2016,
Austria,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2017,
Austria,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2018,
Austria,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2019,
Austria,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2020,
Austria,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2021,
Netherlands,Population connected to independent treatment,1990,4
Netherlands,Population connected to independent treatment,2000,1.9
Netherlands,Population connected to independent treatment,2005,1
Netherlands,Population connected to independent treatment,2010,0.7
Netherlands,Population connected to independent treatment,2015,0.57
Netherlands,Population connected to independent treatment,2016,0.55
Netherlands,Population connected to independent treatment,2017,0.5
Netherlands,Population connected to independent treatment,2018,0.5
Netherlands,Population connected to independent treatment,2019,0.5
Netherlands,Population connected to independent treatment,2020,0.48
Netherlands,Population connected to independent treatment,2021,0.48
Spain,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",1980,
Spain,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",1990,
Spain,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2000,
Spain,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2010,
Spain,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2016,
Spain,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2018,
Iceland,Public total treatment (connected to a wastewater treatment plant),1990,2
Latvia,Public total treatment (connected to a wastewater treatment plant),2000,65.69
Latvia,Public total treatment (connected to a wastewater treatment plant),2005,64.54
Latvia,Public total treatment (connected to a wastewater treatment plant),2010,65.23
Latvia,Public total treatment (connected to a wastewater treatment plant),2015,74.83
Latvia,Public total treatment (connected to a wastewater treatment plant),2016,73.06
Latvia,Public total treatment (connected to a wastewater treatment plant),2017,77.77
Latvia,Public total treatment (connected to a wastewater treatment plant),2018,75.82
Latvia,Public total treatment (connected to a wastewater treatment plant),2019,78.27
Latvia,Public total treatment (connected to a wastewater treatment plant),2020,77.14
Latvia,Public total treatment (connected to a wastewater treatment plant),2021,76.91
Chile,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2005,49.4
Chile,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2010,60.852
Chile,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2015,73.24
Chile,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2016,71.17
Chile,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2017,68.36
Chile,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2018,68.36
Chile,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2019,69.39
Chile,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2020,70.46
Chile,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2021,68.9
Türkiye,Total connected to wastewater treatment,2000,26.3
Türkiye,Total connected to wastewater treatment,2005,42.1
Türkiye,Total connected to wastewater treatment,2010,52.1
Türkiye,Total connected to wastewater treatment,2015,69.9
Türkiye,Total connected to wastewater treatment,2016,70.7
Türkiye,Total connected to wastewater treatment,2017,74.2
Türkiye,Total connected to wastewater treatment,2018,74.4
Türkiye,Total connected to wastewater treatment,2019,73.9
Türkiye,Total connected to wastewater treatment,2020,74
Lithuania,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2005,11.32
Lithuania,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2010,0.0235
Lithuania,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2015,0.127
Lithuania,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2016,0.109
Lithuania,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2017,0.1
Lithuania,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2018,0.069
Lithuania,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2019,0.0836
Lithuania,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2020,0.0776
Lithuania,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2021,0.0762
Australia,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2010,27.6342
Australia,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2015,20.4949
Australia,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2016,20.11
Australia,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2017,19.7936
Australia,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2018,17.15
Australia,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2019,18.3307
Australia,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2020,17.43
Australia,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2021,16.7216
Germany,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2005,95.9
Germany,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2010,92.6
Germany,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2015,93.505
Germany,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2016,93.833
Germany,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2017,94.0982
Germany,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2018,94.3637
Germany,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2019,94.6292
South Africa,Public total treatment (connected to a wastewater treatment plant),2016,58
South Africa,Public total treatment (connected to a wastewater treatment plant),2017,57
South Africa,Public total treatment (connected to a wastewater treatment plant),2018,58
South Africa,Public total treatment (connected to a wastewater treatment plant),2019,57
South Africa,Public total treatment (connected to a wastewater treatment plant),2020,57
South Africa,Public total treatment (connected to a wastewater treatment plant),2021,56
Austria,Total connected to wastewater treatment,1990,100
Austria,Total connected to wastewater treatment,2000,100
Austria,Total connected to wastewater treatment,2005,100
Austria,Total connected to wastewater treatment,2010,100
Austria,Total connected to wastewater treatment,2015,100
Austria,Total connected to wastewater treatment,2016,100
Austria,Total connected to wastewater treatment,2017,100
Austria,Total connected to wastewater treatment,2018,100
Austria,Total connected to wastewater treatment,2019,100
Austria,Total connected to wastewater treatment,2020,100
Austria,Total connected to wastewater treatment,2021,100
Norway,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",1970,20
Norway,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",1980,26
Norway,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",1990,43
Norway,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2010,34.1826
Norway,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2015,37.9117
Norway,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2016,42.9314
Norway,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2017,45.8098
Norway,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2018,54.5324
Norway,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2019,53.1717
Norway,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2020,53.3771
Norway,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2021,53.8924
Czech Republic,Population connected to independent treatment,2000,2.4
Czech Republic,Population connected to independent treatment,2005,2.4
Czech Republic,Population connected to independent treatment,2010,2.4
Hungary,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",1970,22
Hungary,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",1980,21
Hungary,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",1990,22.5
Hungary,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2000,4.9
Hungary,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2005,4.2
Hungary,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2010,0.6
Hungary,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2015,1.97
Hungary,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2016,2.48
Hungary,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2017,2.18
Hungary,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2018,1.57
Hungary,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2019,2.24
Hungary,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2020,1.76
Hungary,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2021,2.07
Japan,Total public sewerage (% of resident population connected to a wastewater collecting system),1980,30
Japan,Total public sewerage (% of resident population connected to a wastewater collecting system),1990,44
Japan,Total public sewerage (% of resident population connected to a wastewater collecting system),2000,62
Japan,Total public sewerage (% of resident population connected to a wastewater collecting system),2005,69.2564
Japan,Total public sewerage (% of resident population connected to a wastewater collecting system),2010,75.1
Japan,Total public sewerage (% of resident population connected to a wastewater collecting system),2015,77.8
Japan,Total public sewerage (% of resident population connected to a wastewater collecting system),2016,78.3
Japan,Total public sewerage (% of resident population connected to a wastewater collecting system),2017,78.8
Japan,Total public sewerage (% of resident population connected to a wastewater collecting system),2018,79.3
Japan,Total public sewerage (% of resident population connected to a wastewater collecting system),2019,79.7
Japan,Total public sewerage (% of resident population connected to a wastewater collecting system),2020,80.1
Japan,Total public sewerage (% of resident population connected to a wastewater collecting system),2021,80.6
France,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2010,4.3
France,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2015,1.6032
France,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2016,1.5443
France,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2017,1.5681
France,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2018,1.8092
France,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2019,1.9847
France,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2020,2.1462
Australia,Total public sewerage (% of resident population connected to a wastewater collecting system),2010,92.79
Australia,Total public sewerage (% of resident population connected to a wastewater collecting system),2015,92.38
Australia,Total public sewerage (% of resident population connected to a wastewater collecting system),2016,92.48
Australia,Total public sewerage (% of resident population connected to a wastewater collecting system),2017,92.69
Australia,Total public sewerage (% of resident population connected to a wastewater collecting system),2018,92.64
Australia,Total public sewerage (% of resident population connected to a wastewater collecting system),2019,92.8561
Australia,Total public sewerage (% of resident population connected to a wastewater collecting system),2020,92.86
Australia,Total public sewerage (% of resident population connected to a wastewater collecting system),2021,92.8561
Czech Republic,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",1980,43.7
Czech Republic,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",1990,50.3
Czech Republic,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2005,16.9
Czech Republic,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2010,8.7
Czech Republic,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2015,8.7
Czech Republic,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2016,8.6
Czech Republic,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2017,8.4
Czech Republic,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2018,7.8
Czech Republic,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2019,7.7
Czech Republic,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2020,6.5
Czech Republic,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2021,6.6
Costa Rica,Total public sewerage (% of resident population connected to a wastewater collecting system),2016,21.26
Costa Rica,Total public sewerage (% of resident population connected to a wastewater collecting system),2017,23.42
Costa Rica,Total public sewerage (% of resident population connected to a wastewater collecting system),2018,22.87
Costa Rica,Total public sewerage (% of resident population connected to a wastewater collecting system),2019,21.93
Costa Rica,Total public sewerage (% of resident population connected to a wastewater collecting system),2020,21.96
Costa Rica,Total public sewerage (% of resident population connected to a wastewater collecting system),2021,24.09
Türkiye,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2000,36.7
Türkiye,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2005,26.7
Türkiye,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2010,26.7
Türkiye,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2015,0.019
Türkiye,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2016,16.85
Türkiye,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2017,-0.001
Türkiye,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2018,14.05
Türkiye,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2019,
Türkiye,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2020,15.26
Ireland,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",1980,0.2
Ireland,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",1990,23
Ireland,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2015,0.87
Ireland,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2016,0.79
Ireland,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2017,0.77
Ireland,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2018,0.73
Ireland,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2019,0.7
Ireland,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2020,0.7
Ireland,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2021,0.66
New Zealand,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",1990,
New Zealand,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2000,0.8
Estonia,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",1990,37
Estonia,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2000,1
Estonia,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2005,1
Estonia,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2010,1
Estonia,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2015,
Estonia,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2016,
Estonia,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2017,
Estonia,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2018,
Estonia,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2019,
Estonia,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2020,
Estonia,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2021,
Israel,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",1980,23
Israel,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",1990,31.6
Israel,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2000,39.2
Israel,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2005,42.9
Israel,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2010,39.1
Israel,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2015,37.6
Israel,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2016,37
Israel,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2017,37.1
Israel,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2018,36.8
Israel,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2019,36.6
Israel,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2020,35.6
Israel,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2021,35
Slovak Republic,Public total treatment (connected to a wastewater treatment plant),1980,27.3
Slovak Republic,Public total treatment (connected to a wastewater treatment plant),1990,43.1
Slovak Republic,Public total treatment (connected to a wastewater treatment plant),2000,50.5
Slovak Republic,Public total treatment (connected to a wastewater treatment plant),2005,55
Slovak Republic,Public total treatment (connected to a wastewater treatment plant),2010,58.9
Slovak Republic,Public total treatment (connected to a wastewater treatment plant),2015,64.5
Slovak Republic,Public total treatment (connected to a wastewater treatment plant),2016,65.8
Slovak Republic,Public total treatment (connected to a wastewater treatment plant),2017,67.2
Slovak Republic,Public total treatment (connected to a wastewater treatment plant),2018,67.9
Slovak Republic,Public total treatment (connected to a wastewater treatment plant),2019,68.71
Slovak Republic,Public total treatment (connected to a wastewater treatment plant),2020,69.3
Slovak Republic,Public total treatment (connected to a wastewater treatment plant),2021,70.2
Germany,Total connected to wastewater treatment,2005,100
Germany,Total connected to wastewater treatment,2010,99.3
Germany,Total connected to wastewater treatment,2015,99.322
Germany,Total connected to wastewater treatment,2016,99.29
Germany,Total connected to wastewater treatment,2017,99.3047
Germany,Total connected to wastewater treatment,2018,99.32
Germany,Total connected to wastewater treatment,2019,99.3353
Sweden,Total connected to wastewater treatment,2000,99
Sweden,Total connected to wastewater treatment,2005,100
Sweden,Total connected to wastewater treatment,2010,100
Sweden,Total connected to wastewater treatment,2015,100
Sweden,Total connected to wastewater treatment,2016,100
Sweden,Total connected to wastewater treatment,2017,100
Sweden,Total connected to wastewater treatment,2018,100
Sweden,Total connected to wastewater treatment,2019,100
Sweden,Total connected to wastewater treatment,2020,99
Switzerland,Total public sewerage (% of resident population connected to a wastewater collecting system),2000,96
Switzerland,Total public sewerage (% of resident population connected to a wastewater collecting system),2005,98.1
Switzerland,Total public sewerage (% of resident population connected to a wastewater collecting system),2010,99
Slovenia,Total connected to wastewater treatment,2000,71.4
Slovenia,Total connected to wastewater treatment,2005,85.1
Slovenia,Total connected to wastewater treatment,2010,86.9
Slovenia,Total connected to wastewater treatment,2015,91.7
Slovenia,Total connected to wastewater treatment,2016,88.8
Slovenia,Total connected to wastewater treatment,2017,93.3
Slovenia,Total connected to wastewater treatment,2018,96
Slovenia,Total connected to wastewater treatment,2019,97.5
Slovenia,Total connected to wastewater treatment,2020,98.3
Slovenia,Total connected to wastewater treatment,2021,94.05
Canada,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2015,27.5
Canada,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2016,27.7
Canada,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2017,27.8
Ireland,Total public sewerage (% of resident population connected to a wastewater collecting system),1990,66
Ireland,Total public sewerage (% of resident population connected to a wastewater collecting system),2005,83
Ireland,Total public sewerage (% of resident population connected to a wastewater collecting system),2015,64.14
Ireland,Total public sewerage (% of resident population connected to a wastewater collecting system),2016,64.23
Ireland,Total public sewerage (% of resident population connected to a wastewater collecting system),2017,64.22
Ireland,Total public sewerage (% of resident population connected to a wastewater collecting system),2018,64.23
Ireland,Total public sewerage (% of resident population connected to a wastewater collecting system),2019,64.22
Ireland,Total public sewerage (% of resident population connected to a wastewater collecting system),2020,64.22
Ireland,Total public sewerage (% of resident population connected to a wastewater collecting system),2021,64.22
Switzerland,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",1970,
Switzerland,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",1980,
Switzerland,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",1990,
Switzerland,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2000,
Switzerland,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2005,
Switzerland,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2010,
Korea,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2000,0.8
Korea,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2005,17.6
Korea,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2010,54.1
Korea,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2015,84.57
Korea,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2016,89.1448
Korea,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2017,90.92
Korea,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2018,90.53
Korea,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2019,92.52
Korea,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2020,93.21
Korea,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2021,93.53
Denmark,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",1970,
Denmark,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",1990,
Denmark,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2000,
Denmark,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2005,
Denmark,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2010,
Denmark,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2015,
Denmark,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2016,
Denmark,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2017,
Denmark,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2018,
Denmark,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2019,
Denmark,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2020,
Luxembourg,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",1970,5
Luxembourg,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",1980,65
Luxembourg,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2010,62
Luxembourg,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2015,25.3
Luxembourg,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2016,20.3
Luxembourg,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2017,21.8
Luxembourg,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2018,13.4
Luxembourg,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2019,13.4
Luxembourg,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2020,13.6
Luxembourg,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2021,12.9
England and Wales,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2005,56.4
Sweden,Population connected to independent treatment,1970,
Sweden,Population connected to independent treatment,1980,
Sweden,Population connected to independent treatment,1990,14
Sweden,Population connected to independent treatment,2000,13
Sweden,Population connected to independent treatment,2005,14
Sweden,Population connected to independent treatment,2010,14
Sweden,Population connected to independent treatment,2015,13
Sweden,Population connected to independent treatment,2016,13
Sweden,Population connected to independent treatment,2017,13
Sweden,Population connected to independent treatment,2018,12
Sweden,Population connected to independent treatment,2019,12
Sweden,Population connected to independent treatment,2020,11
Portugal,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",1980,33
Portugal,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",1990,34.4
Portugal,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2005,9
Portugal,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2017,0.14
Colombia,Population connected to independent treatment,2021,11.6
