census_location_id,TRU,columnName,Value,StatisticalVariable,Year,Region
COI2011-01-000-00000-000000-0000-000000,Rural,M_06,152383,Count_Person_ScheduleTribe_YearsUpto6_Rural_Male,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Urban,M_06,6188,Count_Person_ScheduleTribe_YearsUpto6_Urban_Male,2011,dcid:wikidataId/Q66278313
COI2011-00-000-00000-000000-0000-000000,Total,F_06,8185108,Count_Person_ScheduleTribe_YearsUpto6_Female,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Rural,F_06,7535706,Count_Person_ScheduleTribe_YearsUpto6_Rural_Female,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Urban,F_06,649402,Count_Person_ScheduleTribe_YearsUpto6_Urban_Female,2011,dcid:country/IND
COI2011-01-000-00000-000000-0000-000000,Total,F_06,144547,Count_Person_ScheduleTribe_YearsUpto6_Female,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Rural,F_06,138873,Count_Person_ScheduleTribe_YearsUpto6_Rural_Female,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Urban,F_06,5674,Count_Person_ScheduleTribe_YearsUpto6_Urban_Female,2011,dcid:wikidataId/Q66278313
COI2011-00-000-00000-000000-0000-000000,Total,P_LIT,51765473,Count_Person_ScheduleTribe,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Rural,P_LIT,44761695,Count_Person_ScheduleTribe_Rural,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Urban,P_LIT,7003778,Count_Person_ScheduleTribe_Urban,2011,dcid:country/IND
COI2011-01-000-00000-000000-0000-000000,Total,P_LIT,601703,Count_Person_ScheduleTribe,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Rural,P_LIT,548224,Count_Person_ScheduleTribe_Rural,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Urban,P_LIT,53479,Count_Person_ScheduleTribe_Urban,2011,dcid:wikidataId/Q66278313
COI2011-00-000-00000-000000-0000-000000,Total,M_LIT,30140649,Count_Person_ScheduleTribe_Male,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Rural,M_LIT,26321608,Count_Person_ScheduleTribe_Rural_Male,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Urban,M_LIT,3819041,Count_Person_ScheduleTribe_Urban_Male,2011,dcid:country/IND
COI2011-01-000-00000-000000-0000-000000,Total,M_LIT,374225,Count_Person_ScheduleTribe_Male,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Rural,M_LIT,342401,Count_Person_ScheduleTribe_Rural_Male,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Urban,M_LIT,31824,Count_Person_ScheduleTribe_Urban_Male,2011,dcid:wikidataId/Q66278313
COI2011-00-000-00000-000000-0000-000000,Total,F_LIT,21624824,Count_Person_ScheduleTribe_Female,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Rural,F_LIT,18440087,Count_Person_ScheduleTribe_Rural_Female,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Urban,F_LIT,3184737,Count_Person_ScheduleTribe_Urban_Female,2011,dcid:country/IND
COI2011-01-000-00000-000000-0000-000000,Total,F_LIT,227478,Count_Person_ScheduleTribe_Female,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Rural,F_LIT,205823,Count_Person_ScheduleTribe_Rural_Female,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Urban,F_LIT,21655,Count_Person_ScheduleTribe_Urban_Female,2011,dcid:wikidataId/Q66278313
COI2011-00-000-00000-000000-0000-000000,Total,P_ILL,52780243,Count_Person_ScheduleTribe,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Rural,P_ILL,49322149,Count_Person_ScheduleTribe_Rural,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Urban,P_ILL,3458094,Count_Person_ScheduleTribe_Urban,2011,dcid:country/IND
COI2011-01-000-00000-000000-0000-000000,Total,P_ILL,891596,Count_Person_ScheduleTribe,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Rural,P_ILL,858609,Count_Person_ScheduleTribe_Rural,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Urban,P_ILL,32987,Count_Person_ScheduleTribe_Urban,2011,dcid:wikidataId/Q66278313
COI2011-00-000-00000-000000-0000-000000,Total,M_ILL,22406566,Count_Person_ScheduleTribe_Male,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Rural,M_ILL,20942125,Count_Person_ScheduleTribe_Rural_Male,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Urban,M_ILL,1464441,Count_Person_ScheduleTribe_Urban_Male,2011,dcid:country/IND
COI2011-01-000-00000-000000-0000-000000,Total,M_ILL,402032,Count_Person_ScheduleTribe_Male,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Rural,M_ILL,387674,Count_Person_ScheduleTribe_Rural_Male,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Urban,M_ILL,14358,Count_Person_ScheduleTribe_Urban_Male,2011,dcid:wikidataId/Q66278313
COI2011-00-000-00000-000000-0000-000000,Total,F_ILL,30373677,Count_Person_ScheduleTribe_Female,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Rural,F_ILL,28380024,Count_Person_ScheduleTribe_Rural_Female,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Urban,F_ILL,1993653,Count_Person_ScheduleTribe_Urban_Female,2011,dcid:country/IND
COI2011-01-000-00000-000000-0000-000000,Total,F_ILL,489564,Count_Person_ScheduleTribe_Female,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Rural,F_ILL,470935,Count_Person_ScheduleTribe_Rural_Female,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Urban,F_ILL,18629,Count_Person_ScheduleTribe_Urban_Female,2011,dcid:wikidataId/Q66278313
COI2011-00-000-00000-000000-0000-000000,Total,TOT_WORK_P,50934005,Count_Person_ScheduleTribe_Workers,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Rural,TOT_WORK_P,47044187,Count_Person_ScheduleTribe_Workers_Rural,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Urban,TOT_WORK_P,3889818,Count_Person_ScheduleTribe_Workers_Urban,2011,dcid:country/IND
COI2011-01-000-00000-000000-0000-000000,Total,TOT_WORK_P,533329,Count_Person_ScheduleTribe_Workers,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Rural,TOT_WORK_P,505106,Count_Person_ScheduleTribe_Workers_Rural,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Urban,TOT_WORK_P,28223,Count_Person_ScheduleTribe_Workers_Urban,2011,dcid:wikidataId/Q66278313
COI2011-00-000-00000-000000-0000-000000,Total,TOT_WORK_M,28306866,Count_Person_ScheduleTribe_Workers_Male,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Rural,TOT_WORK_M,25673404,Count_Person_ScheduleTribe_Workers_Rural_Male,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Urban,TOT_WORK_M,2633462,Count_Person_ScheduleTribe_Workers_Urban_Male,2011,dcid:country/IND
COI2011-01-000-00000-000000-0000-000000,Total,TOT_WORK_M,353254,Count_Person_ScheduleTribe_Workers_Male,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Rural,TOT_WORK_M,332097,Count_Person_ScheduleTribe_Workers_Rural_Male,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Urban,TOT_WORK_M,21157,Count_Person_ScheduleTribe_Workers_Urban_Male,2011,dcid:wikidataId/Q66278313
COI2011-00-000-00000-000000-0000-000000,Total,TOT_WORK_F,22627139,Count_Person_ScheduleTribe_Workers_Female,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Rural,TOT_WORK_F,21370783,Count_Person_ScheduleTribe_Workers_Rural_Female,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Urban,TOT_WORK_F,1256356,Count_Person_ScheduleTribe_Workers_Urban_Female,2011,dcid:country/IND
COI2011-01-000-00000-000000-0000-000000,Total,TOT_WORK_F,180075,Count_Person_ScheduleTribe_Workers_Female,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Rural,TOT_WORK_F,173009,Count_Person_ScheduleTribe_Workers_Rural_Female,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Urban,TOT_WORK_F,7066,Count_Person_ScheduleTribe_Workers_Urban_Female,2011,dcid:wikidataId/Q66278313
COI2011-00-000-00000-000000-0000-000000,Total,MAINWORK_P,33011148,Count_Person_ScheduleTribe_MainWorkers,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Rural,MAINWORK_P,29819251,Count_Person_ScheduleTribe_MainWorkers_Rural,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Urban,MAINWORK_P,3191897,Count_Person_ScheduleTribe_MainWorkers_Urban,2011,dcid:country/IND
COI2011-01-000-00000-000000-0000-000000,Total,MAINWORK_P,241087,Count_Person_ScheduleTribe_MainWorkers,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Rural,MAINWORK_P,220152,Count_Person_ScheduleTribe_MainWorkers_Rural,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Urban,MAINWORK_P,20935,Count_Person_ScheduleTribe_MainWorkers_Urban,2011,dcid:wikidataId/Q66278313
COI2011-00-000-00000-000000-0000-000000,Total,MAINWORK_M,21093719,Count_Person_ScheduleTribe_MainWorkers_Male,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Rural,MAINWORK_M,18825637,Count_Person_ScheduleTribe_MainWorkers_Rural_Male,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Urban,MAINWORK_M,2268082,Count_Person_ScheduleTribe_MainWorkers_Urban_Male,2011,dcid:country/IND
COI2011-01-000-00000-000000-0000-000000,Total,MAINWORK_M,196523,Count_Person_ScheduleTribe_MainWorkers_Male,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Rural,MAINWORK_M,179969,Count_Person_ScheduleTribe_MainWorkers_Rural_Male,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Urban,MAINWORK_M,16554,Count_Person_ScheduleTribe_MainWorkers_Urban_Male,2011,dcid:wikidataId/Q66278313
COI2011-00-000-00000-000000-0000-000000,Total,MAINWORK_F,11917429,Count_Person_ScheduleTribe_MainWorkers_Female,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Rural,MAINWORK_F,10993614,Count_Person_ScheduleTribe_MainWorkers_Rural_Female,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Urban,MAINWORK_F,923815,Count_Person_ScheduleTribe_MainWorkers_Urban_Female,2011,dcid:country/IND
COI2011-01-000-00000-000000-0000-000000,Total,MAINWORK_F,44564,Count_Person_ScheduleTribe_MainWorkers_Female,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Rural,MAINWORK_F,40183,Count_Person_ScheduleTribe_MainWorkers_Rural_Female,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Urban,MAINWORK_F,4381,Count_Person_ScheduleTribe_MainWorkers_Urban_Female,2011,dcid:wikidataId/Q66278313
COI2011-00-000-00000-000000-0000-000000,Total,MAIN_CL_P,13493163,Count_Person_ScheduleTribe_MainWorkers_Cultivators,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Rural,MAIN_CL_P,13318351,Count_Person_ScheduleTribe_MainWorkers_Cultivators_Rural,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Urban,MAIN_CL_P,174812,Count_Person_ScheduleTribe_MainWorkers_Cultivators_Urban,2011,dcid:country/IND
COI2011-01-000-00000-000000-0000-000000,Total,MAIN_CL_P,97568,Count_Person_ScheduleTribe_MainWorkers_Cultivators,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Rural,MAIN_CL_P,96369,Count_Person_ScheduleTribe_MainWorkers_Cultivators_Rural,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Urban,MAIN_CL_P,1199,Count_Person_ScheduleTribe_MainWorkers_Cultivators_Urban,2011,dcid:wikidataId/Q66278313
COI2011-00-000-00000-000000-0000-000000,Total,MAIN_CL_M,9128548,Count_Person_ScheduleTribe_MainWorkers_Cultivators_Male,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Rural,MAIN_CL_M,9008599,Count_Person_ScheduleTribe_MainWorkers_Cultivators_Rural_Male,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Urban,MAIN_CL_M,119949,Count_Person_ScheduleTribe_MainWorkers_Cultivators_Urban_Male,2011,dcid:country/IND
COI2011-01-000-00000-000000-0000-000000,Total,MAIN_CL_M,79480,Count_Person_ScheduleTribe_MainWorkers_Cultivators_Male,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Rural,MAIN_CL_M,78515,Count_Person_ScheduleTribe_MainWorkers_Cultivators_Rural_Male,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Urban,MAIN_CL_M,965,Count_Person_ScheduleTribe_MainWorkers_Cultivators_Urban_Male,2011,dcid:wikidataId/Q66278313
COI2011-00-000-00000-000000-0000-000000,Total,MAIN_CL_F,4364615,Count_Person_ScheduleTribe_MainWorkers_Cultivators_Female,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Rural,MAIN_CL_F,4309752,Count_Person_ScheduleTribe_MainWorkers_Cultivators_Rural_Female,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Urban,MAIN_CL_F,54863,Count_Person_ScheduleTribe_MainWorkers_Cultivators_Urban_Female,2011,dcid:country/IND
COI2011-01-000-00000-000000-0000-000000,Total,MAIN_CL_F,18088,Count_Person_ScheduleTribe_MainWorkers_Cultivators_Female,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Rural,MAIN_CL_F,17854,Count_Person_ScheduleTribe_MainWorkers_Cultivators_Rural_Female,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Urban,MAIN_CL_F,234,Count_Person_ScheduleTribe_MainWorkers_Cultivators_Urban_Female,2011,dcid:wikidataId/Q66278313
COI2011-00-000-00000-000000-0000-000000,Total,MAIN_AL_P,11942352,Count_Person_ScheduleTribe_MainWorkers_AgriculturalLabourers,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Rural,MAIN_AL_P,11600007,Count_Person_ScheduleTribe_MainWorkers_AgriculturalLabourers_Rural,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Urban,MAIN_AL_P,342345,Count_Person_ScheduleTribe_MainWorkers_AgriculturalLabourers_Urban,2011,dcid:country/IND
COI2011-01-000-00000-000000-0000-000000,Total,MAIN_AL_P,22120,Count_Person_ScheduleTribe_MainWorkers_AgriculturalLabourers,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Rural,MAIN_AL_P,21613,Count_Person_ScheduleTribe_MainWorkers_AgriculturalLabourers_Rural,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Urban,MAIN_AL_P,507,Count_Person_ScheduleTribe_MainWorkers_AgriculturalLabourers_Urban,2011,dcid:wikidataId/Q66278313
COI2011-00-000-00000-000000-0000-000000,Total,MAIN_AL_M,6594358,Count_Person_ScheduleTribe_MainWorkers_AgriculturalLabourers_Male,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Rural,MAIN_AL_M,6392411,Count_Person_ScheduleTribe_MainWorkers_AgriculturalLabourers_Rural_Male,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Urban,MAIN_AL_M,201947,Count_Person_ScheduleTribe_MainWorkers_AgriculturalLabourers_Urban_Male,2011,dcid:country/IND
COI2011-01-000-00000-000000-0000-000000,Total,MAIN_AL_M,19675,Count_Person_ScheduleTribe_MainWorkers_AgriculturalLabourers_Male,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Rural,MAIN_AL_M,19256,Count_Person_ScheduleTribe_MainWorkers_AgriculturalLabourers_Rural_Male,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Urban,MAIN_AL_M,419,Count_Person_ScheduleTribe_MainWorkers_AgriculturalLabourers_Urban_Male,2011,dcid:wikidataId/Q66278313
COI2011-00-000-00000-000000-0000-000000,Total,MAIN_AL_F,5347994,Count_Person_ScheduleTribe_MainWorkers_AgriculturalLabourers_Female,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Rural,MAIN_AL_F,5207596,Count_Person_ScheduleTribe_MainWorkers_AgriculturalLabourers_Rural_Female,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Urban,MAIN_AL_F,140398,Count_Person_ScheduleTribe_MainWorkers_AgriculturalLabourers_Urban_Female,2011,dcid:country/IND
COI2011-01-000-00000-000000-0000-000000,Total,MAIN_AL_F,2445,Count_Person_ScheduleTribe_MainWorkers_AgriculturalLabourers_Female,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Rural,MAIN_AL_F,2357,Count_Person_ScheduleTribe_MainWorkers_AgriculturalLabourers_Rural_Female,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Urban,MAIN_AL_F,88,Count_Person_ScheduleTribe_MainWorkers_AgriculturalLabourers_Urban_Female,2011,dcid:wikidataId/Q66278313
COI2011-00-000-00000-000000-0000-000000,Total,MAIN_HH_P,440611,Count_Person_ScheduleTribe_MainWorkers_HouseholdIndustries,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Rural,MAIN_HH_P,372054,Count_Person_ScheduleTribe_MainWorkers_HouseholdIndustries_Rural,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Urban,MAIN_HH_P,68557,Count_Person_ScheduleTribe_MainWorkers_HouseholdIndustries_Urban,2011,dcid:country/IND
COI2011-01-000-00000-000000-0000-000000,Total,MAIN_HH_P,4327,Count_Person_ScheduleTribe_MainWorkers_HouseholdIndustries,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Rural,MAIN_HH_P,4117,Count_Person_ScheduleTribe_MainWorkers_HouseholdIndustries_Rural,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Urban,MAIN_HH_P,210,Count_Person_ScheduleTribe_MainWorkers_HouseholdIndustries_Urban,2011,dcid:wikidataId/Q66278313
COI2011-00-000-00000-000000-0000-000000,Total,MAIN_HH_M,224116,Count_Person_ScheduleTribe_MainWorkers_HouseholdIndustries_Male,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Rural,MAIN_HH_M,185184,Count_Person_ScheduleTribe_MainWorkers_HouseholdIndustries_Rural_Male,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Urban,MAIN_HH_M,38932,Count_Person_ScheduleTribe_MainWorkers_HouseholdIndustries_Urban_Male,2011,dcid:country/IND
COI2011-01-000-00000-000000-0000-000000,Total,MAIN_HH_M,2610,Count_Person_ScheduleTribe_MainWorkers_HouseholdIndustries_Male,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Rural,MAIN_HH_M,2474,Count_Person_ScheduleTribe_MainWorkers_HouseholdIndustries_Rural_Male,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Urban,MAIN_HH_M,136,Count_Person_ScheduleTribe_MainWorkers_HouseholdIndustries_Urban_Male,2011,dcid:wikidataId/Q66278313
COI2011-00-000-00000-000000-0000-000000,Total,MAIN_HH_F,216495,Count_Person_ScheduleTribe_MainWorkers_HouseholdIndustries_Female,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Rural,MAIN_HH_F,186870,Count_Person_ScheduleTribe_MainWorkers_HouseholdIndustries_Rural_Female,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Urban,MAIN_HH_F,29625,Count_Person_ScheduleTribe_MainWorkers_HouseholdIndustries_Urban_Female,2011,dcid:country/IND
COI2011-01-000-00000-000000-0000-000000,Total,MAIN_HH_F,1717,Count_Person_ScheduleTribe_MainWorkers_HouseholdIndustries_Female,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Rural,MAIN_HH_F,1643,Count_Person_ScheduleTribe_MainWorkers_HouseholdIndustries_Rural_Female,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Urban,MAIN_HH_F,74,Count_Person_ScheduleTribe_MainWorkers_HouseholdIndustries_Urban_Female,2011,dcid:wikidataId/Q66278313
COI2011-00-000-00000-000000-0000-000000,Total,MAIN_OT_P,7135022,Count_Person_ScheduleTribe_MainWorkers_OtherWorkers,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Rural,MAIN_OT_P,4528839,Count_Person_ScheduleTribe_MainWorkers_OtherWorkers_Rural,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Urban,MAIN_OT_P,2606183,Count_Person_ScheduleTribe_MainWorkers_OtherWorkers_Urban,2011,dcid:country/IND
COI2011-01-000-00000-000000-0000-000000,Total,MAIN_OT_P,117072,Count_Person_ScheduleTribe_MainWorkers_OtherWorkers,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Rural,MAIN_OT_P,98053,Count_Person_ScheduleTribe_MainWorkers_OtherWorkers_Rural,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Urban,MAIN_OT_P,19019,Count_Person_ScheduleTribe_MainWorkers_OtherWorkers_Urban,2011,dcid:wikidataId/Q66278313
COI2011-00-000-00000-000000-0000-000000,Total,MAIN_OT_M,5146697,Count_Person_ScheduleTribe_MainWorkers_OtherWorkers_Male,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Rural,MAIN_OT_M,3239443,Count_Person_ScheduleTribe_MainWorkers_OtherWorkers_Rural_Male,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Urban,MAIN_OT_M,1907254,Count_Person_ScheduleTribe_MainWorkers_OtherWorkers_Urban_Male,2011,dcid:country/IND
