key ,p1,v1,p2,v2,p3,v3,p4,v4,p5,v5
Physical and related scientists 2:50–75,occupation,SOCv2018/19-2000,age,[50 75 Years],gender,Female,,,,
Social and related scientists 2,occupation,SOCv2018/19-3000,,,gender,Female,,,,
Social and related scientists 2:29 and younger,occupation,SOCv2018/19-3000,age,[- 29 Years],gender,Female,,,,
Social and related scientists 2:30–39,occupation,SOCv2018/19-3000,age,[30 39 Years],gender,Female,,,,
Social and related scientists 2:40–49,occupation,SOCv2018/19-3000,age,[40 49 Years],gender,Female,,,,
Social and related scientists 2:50–75,occupation,SOCv2018/19-3000,age,[50 75 Years],gender,Female,,,,
Engineers 2,occupation,SOCv2018/17-2000,,,gender,Female,,,,
Engineers 2:29 and younger,occupation,SOCv2018/17-2000,age,[- 29 Years],gender,Female,,,,
Engineers 2:30–39,occupation,SOCv2018/17-2000,age,[30 39 Years],gender,Female,,,,
Engineers 2:40–49,occupation,SOCv2018/17-2000,age,[40 49 Years],gender,Female,,,,
Engineers 2:50–75,occupation,SOCv2018/17-2000,age,[50 75 Years],gender,Female,,,,
S&E-related occupations 2,occupation,ScienceAndEngineeringRelated,,,gender,Female,,,,
S&E-related occupations 2:29 and younger,occupation,ScienceAndEngineeringRelated,age,[- 29 Years],gender,Female,,,,
S&E-related occupations 2:30–39,occupation,ScienceAndEngineeringRelated,age,[30 39 Years],gender,Female,,,,
S&E-related occupations 2:40–49,occupation,ScienceAndEngineeringRelated,age,[40 49 Years],gender,Female,,,,
S&E-related occupations 2:50–75,occupation,ScienceAndEngineeringRelated,age,[50 75 Years],gender,Female,,,,
Non-S&E occupations 2,occupation,NonScienceAndEngineering,,,gender,Female,,,,
Non-S&E occupations 2:29 and younger,occupation,NonScienceAndEngineering,age,[- 29 Years],gender,Female,,,,
Non-S&E occupations 2:30–39,occupation,NonScienceAndEngineering,age,[30 39 Years],gender,Female,,,,
Non-S&E occupations 2:40–49,occupation,NonScienceAndEngineering,age,[40 49 Years],gender,Female,,,,
Non-S&E occupations 2:50–75,occupation,NonScienceAndEngineering,age,[50 75 Years],gender,Female,,,,
Male ,gender,Male,#header,gender,,,,,,
Male:29 and younger,gender,Male,age,[- 29 Years],#header,gender,,,,
Male:30–39,gender,Male,age,[30 39 Years],#header,gender,,,,
Male:40–49,gender,Male,age,[40 49 Years],#header,gender,,,,
Male:50–75,gender,Male,age,[50 75 Years],#header,gender,,,,
S&E occupations 3,occupation,ScienceAndEngineering,,,gender,Male,,,,
S&E occupations 3:29 and younger,occupation,ScienceAndEngineering,age,[- 29 Years],gender,Male,,,,
S&E occupations 3:30–39,occupation,ScienceAndEngineering,age,[30 39 Years],gender,Male,,,,
S&E occupations 3:40–49,occupation,ScienceAndEngineering,age,[40 49 Years],gender,Male,,,,
S&E occupations 3:50–75,occupation,ScienceAndEngineering,age,[50 75 Years],gender,Male,,,,
"Biological, agricultural, and other life scientists 3",occupation,SOCv2018/19-1029,,,gender,Male,,,,
"Biological, agricultural, and other life scientists 3:29 and younger",occupation,SOCv2018/19-1029,age,[- 29 Years],gender,Male,,,,
"Biological, agricultural, and other life scientists 3:30–39",occupation,SOCv2018/19-1029,age,[30 39 Years],gender,Male,,,,
"Biological, agricultural, and other life scientists 3:40–49",occupation,SOCv2018/19-1029,age,[40 49 Years],gender,Male,,,,
"Biological, agricultural, and other life scientists 3:50–75",occupation,SOCv2018/19-1029,age,[50 75 Years],gender,Male,,,,
Computer and mathematical scientists 3,occupation,SOCv2018/15-0000,,,gender,Male,,,,
Computer and mathematical scientists 3:29 and younger,occupation,SOCv2018/15-0000,age,[- 29 Years],gender,Male,,,,
Computer and mathematical scientists 3:30–39,occupation,SOCv2018/15-0000,age,[30 39 Years],gender,Male,,,,
Computer and mathematical scientists 3:40–49,occupation,SOCv2018/15-0000,age,[40 49 Years],gender,Male,,,,
Computer and mathematical scientists 3:50–75,occupation,SOCv2018/15-0000,age,[50 75 Years],gender,Male,,,,
Physical and related scientists 3,occupation,SOCv2018/19-2000,,,gender,Male,,,,
Physical and related scientists 3:29 and younger,occupation,SOCv2018/19-2000,age,[- 29 Years],gender,Male,,,,
Physical and related scientists 3:30–39,occupation,SOCv2018/19-2000,age,[30 39 Years],gender,Male,,,,
Physical and related scientists 3:40–49,occupation,SOCv2018/19-2000,age,[40 49 Years],gender,Male,,,,
Physical and related scientists 3:50–75,occupation,SOCv2018/19-2000,age,[50 75 Years],gender,Male,,,,
Social and related scientists 3,occupation,SOCv2018/19-3000,,,gender,Male,,,,
Social and related scientists 3:29 and younger,occupation,SOCv2018/19-3000,age,[- 29 Years],gender,Male,,,,
Social and related scientists 3:30–39,occupation,SOCv2018/19-3000,age,[30 39 Years],gender,Male,,,,
Social and related scientists 3:40–49,occupation,SOCv2018/19-3000,age,[40 49 Years],gender,Male,,,,
Social and related scientists 3:50–75,occupation,SOCv2018/19-3000,age,[50 75 Years],gender,Male,,,,
Engineers 3,occupation,SOCv2018/17-2000,,,gender,Male,,,,
Engineers 3:29 and younger,occupation,SOCv2018/17-2000,age,[- 29 Years],gender,Male,,,,
Engineers 3:30–39,occupation,SOCv2018/17-2000,age,[30 39 Years],gender,Male,,,,
Engineers 3:40–49,occupation,SOCv2018/17-2000,age,[40 49 Years],gender,Male,,,,
Engineers 3:50–75,occupation,SOCv2018/17-2000,age,[50 75 Years],gender,Male,,,,
S&E-related occupations 3,occupation,ScienceAndEngineeringRelated,,,gender,Male,,,,
S&E-related occupations 3:29 and younger,occupation,ScienceAndEngineeringRelated,age,[- 29 Years],gender,Male,,,,
S&E-related occupations 3:30–39,occupation,ScienceAndEngineeringRelated,age,[30 39 Years],gender,Male,,,,
S&E-related occupations 3:40–49,occupation,ScienceAndEngineeringRelated,age,[40 49 Years],gender,Male,,,,
S&E-related occupations 3:50–75,occupation,ScienceAndEngineeringRelated,age,[50 75 Years],gender,Male,,,,
Non-S&E occupations 3,occupation,NonScienceAndEngineering,,,gender,Male,,,,
Non-S&E occupations 3:29 and younger,occupation,NonScienceAndEngineering,age,[- 29 Years],gender,Male,,,,
Non-S&E occupations 3:30–39,occupation,NonScienceAndEngineering,age,[30 39 Years],gender,Male,,,,
Non-S&E occupations 3:40–49,occupation,NonScienceAndEngineering,age,[40 49 Years],gender,Male,,,,
Non-S&E occupations 3:50–75,occupation,NonScienceAndEngineering,age,[50 75 Years],gender,Male,,,,
Total,value,{Number},statType,medianValue,educationalAttainment,CollegeGraduate,employmentStatus,Employed,,
Hispanic or Latino,ethnicity,HispanicOrLatino,value,{Number},statType,medianValue,educationalAttainment,CollegeGraduate,,
Not Hispanic or Latino,ethnicity,NotHispanicOrLatino,value,{Number},statType,medianValue,educationalAttainment,CollegeGraduate,,
American Indian or Alaska Native,race,AmericanIndianOrAlaskaNativeAlone,ethnicity,NotHispanicOrLatino,statType,medianValue,educationalAttainment,CollegeGraduate,value,{Number}
Asian,race,Asian,ethnicity,NotHispanicOrLatino,statType,medianValue,educationalAttainment,CollegeGraduate,value,{Number}
Black or African American,race,BlackOrAfricanAmericanAlone,ethnicity,NotHispanicOrLatino,statType,medianValue,educationalAttainment,CollegeGraduate,value,{Number}
Native Hawaiian or Other Pacific Islander,race,NativeHawaiianOrOtherPacificIslanderAlone,ethnicity,NotHispanicOrLatino,statType,medianValue,educationalAttainment,CollegeGraduate,value,{Number}
White,race,WhiteAlone,ethnicity,NotHispanicOrLatino,statType,medianValue,educationalAttainment,CollegeGraduate,value,{Number}
More than one race,race,TwoOrMoreRaces,ethnicity,NotHispanicOrLatino,statType,medianValue,educationalAttainment,CollegeGraduate,value,{Number}
Without disability,disabilityStatus,NoDisability,value,{Number},statType,medianValue,educationalAttainment,CollegeGraduate,,
With disability,disabilityStatus,WithDisability,value,{Number},statType,medianValue,educationalAttainment,CollegeGraduate,,
U.S. citizen,value,{Number},statType,medianValue,citizenship,Citizen,educationalAttainment,CollegeGraduate,,
Non-U.S. citizen,value,{Number},statType,medianValue,citizenship,NotAUSCitizen,educationalAttainment,CollegeGraduate,,
D,#ignore: suppressed,,,,,,,,,
S,#ignore: suppressed,,,,,,,,,
