school_state_code,year,sv_name,observation
BB180455_12,2019-20,Percent_Student_AsAFractionOf_Count_Student,4.83
A0301888_27,2019-20,Percent_Student_AsAFractionOf_Count_Student,8.0
A9705126_8,2019-20,Percent_Student_AsAFractionOf_Count_Student,35.0
A1303124_45,2019-20,Percent_Student_AsAFractionOf_Count_Student,11.33
00081272_6,2019-20,Percent_Student_AsAFractionOf_Count_Student,12.24
AA001609_29,2019-20,Percent_Student_AsAFractionOf_Count_Student,11.67
01328969_48,2019-20,Percent_Student_AsAFractionOf_Count_Student,11.43
AA000007_20,2019-20,Percent_Student_AsAFractionOf_Count_Student,4.36
A1904195_48,2019-20,Percent_Student_AsAFractionOf_Count_Student,11.0
A9104268_34,2019-20,Percent_Student_AsAFractionOf_Count_Student,6.67
01195835_42,2019-20,Percent_Student_AsAFractionOf_Count_Student,6.9
A9503341_41,2019-20,Percent_Student_AsAFractionOf_Count_Student,8.47
A1500746_12,2019-20,Percent_Student_AsAFractionOf_Count_Student,1.78
A1900991_12,2019-20,Percent_Student_AsAFractionOf_Count_Student,11.5
A0700419_12,2019-20,Percent_Student_AsAFractionOf_Count_Student,2.67
A1792035_13,2019-20,Percent_Student_AsAFractionOf_Count_Student,8.5
A1101345_29,2019-20,Percent_Student_AsAFractionOf_Count_Student,10.0
BB182387_45,2019-20,Percent_Student_AsAFractionOf_Count_Student,1.75
A1771455_45,2019-20,Percent_Student_AsAFractionOf_Count_Student,1.75
A0740052_18,2019-20,Percent_Student_AsAFractionOf_Count_Student,10.67
02157581_6,2019-20,Percent_Student_AsAFractionOf_Count_Student,5.42
A9104665_36,2019-20,Percent_Student_AsAFractionOf_Count_Student,5.17
A0902806_42,2019-20,Percent_Student_AsAFractionOf_Count_Student,6.0
01907265_42,2019-20,Percent_Student_AsAFractionOf_Count_Student,4.52
A9503430_42,2019-20,Percent_Student_AsAFractionOf_Count_Student,5.28
A1901623_17,2019-20,Percent_Student_AsAFractionOf_Count_Student,5.0
A0902809_42,2019-20,Percent_Student_AsAFractionOf_Count_Student,6.33
A1904064_47,2019-20,Percent_Student_AsAFractionOf_Count_Student,7.5
A1100883_13,2019-20,Percent_Student_AsAFractionOf_Count_Student,6.2
A9104404_34,2019-20,Percent_Student_AsAFractionOf_Count_Student,17.53
A1503117_42,2019-20,Percent_Student_AsAFractionOf_Count_Student,0.89
02004502_5,2019-20,Percent_Student_AsAFractionOf_Count_Student,10.17
A9904469_55,2019-20,Percent_Student_AsAFractionOf_Count_Student,12.65
A1101425_32,2019-20,Percent_Student_AsAFractionOf_Count_Student,7.78
A9101662_12,2019-20,Percent_Student_AsAFractionOf_Count_Student,12.91
A1702722_37,2019-20,Percent_Student_AsAFractionOf_Count_Student,8.89
02161237_25,2019-20,Percent_Student_AsAFractionOf_Count_Student,5.87
01933863_55,2019-20,Percent_Student_AsAFractionOf_Count_Student,10.29
A1792081_48,2019-20,Percent_Student_AsAFractionOf_Count_Student,7.75
A1790474_48,2019-20,Percent_Student_AsAFractionOf_Count_Student,7.85
K9500531_45,2019-20,Percent_Student_AsAFractionOf_Count_Student,7.45
A9104507_35,2019-20,Percent_Student_AsAFractionOf_Count_Student,3.48
A9904455_54,2019-20,Percent_Student_AsAFractionOf_Count_Student,4.8
BB911554_17,2019-20,Percent_Student_AsAFractionOf_Count_Student,6.42
A1101057_18,2019-20,Percent_Student_AsAFractionOf_Count_Student,6.88
BB980189_6,2019-20,Percent_Student_AsAFractionOf_Count_Student,6.62
A0700688_13,2019-20,Percent_Student_AsAFractionOf_Count_Student,11.29
A0300737_11,2019-20,Percent_Student_AsAFractionOf_Count_Student,3.63
A1901625_17,2019-20,Percent_Student_AsAFractionOf_Count_Student,9.0
BB180972_17,2019-20,Percent_Student_AsAFractionOf_Count_Student,4.0
A1770107_6,2019-20,Percent_Student_AsAFractionOf_Count_Student,3.5
A9501433_13,2019-20,Percent_Student_AsAFractionOf_Count_Student,4.0
A0101705_12,2019-20,Percent_Student_AsAFractionOf_Count_Student,2.81
A1903329_37,2019-20,Percent_Student_AsAFractionOf_Count_Student,7.33
A1700709_12,2019-20,Percent_Student_AsAFractionOf_Count_Student,1.0
A9503777_47,2019-20,Percent_Student_AsAFractionOf_Count_Student,9.0
A1300117_6,2019-20,Percent_Student_AsAFractionOf_Count_Student,11.0
A0700420_12,2019-20,Percent_Student_AsAFractionOf_Count_Student,3.6
00517072_21,2019-20,Percent_Student_AsAFractionOf_Count_Student,11.97
A1102324_53,2019-20,Percent_Student_AsAFractionOf_Count_Student,5.61
BB120466_12,2019-20,Percent_Student_AsAFractionOf_Count_Student,12.72
A0701268_25,2019-20,Percent_Student_AsAFractionOf_Count_Student,5.54
A1501227_13,2019-20,Percent_Student_AsAFractionOf_Count_Student,6.03
BB202045_53,2019-20,Percent_Student_AsAFractionOf_Count_Student,11.88
A1390077_12,2019-20,Percent_Student_AsAFractionOf_Count_Student,8.33
A1503919_51,2019-20,Percent_Student_AsAFractionOf_Count_Student,8.25
A0902448_37,2019-20,Percent_Student_AsAFractionOf_Count_Student,5.91
A9706318_25,2019-20,Percent_Student_AsAFractionOf_Count_Student,7.0
A0902450_37,2019-20,Percent_Student_AsAFractionOf_Count_Student,1.76
K9500748_5,2019-20,Percent_Student_AsAFractionOf_Count_Student,7.65
BB180339_6,2019-20,Percent_Student_AsAFractionOf_Count_Student,0.41
00920855_36,2019-20,Percent_Student_AsAFractionOf_Count_Student,12.88
00600234_25,2019-20,Percent_Student_AsAFractionOf_Count_Student,7.12
00230963_9,2019-20,Percent_Student_AsAFractionOf_Count_Student,11.71
00863475_34,2019-20,Percent_Student_AsAFractionOf_Count_Student,11.89
00077164_6,2019-20,Percent_Student_AsAFractionOf_Count_Student,16.51
00861649_34,2019-20,Percent_Student_AsAFractionOf_Count_Student,5.88
A1502315_34,2019-20,Percent_Student_AsAFractionOf_Count_Student,9.1
A1101346_29,2019-20,Percent_Student_AsAFractionOf_Count_Student,4.33
00861831_34,2019-20,Percent_Student_AsAFractionOf_Count_Student,8.39
00339778_17,2019-20,Percent_Student_AsAFractionOf_Count_Student,18.57
00920174_36,2019-20,Percent_Student_AsAFractionOf_Count_Student,20.61
00865767_34,2019-20,Percent_Student_AsAFractionOf_Count_Student,14.58
00921917_36,2019-20,Percent_Student_AsAFractionOf_Count_Student,3.65
00862813_34,2019-20,Percent_Student_AsAFractionOf_Count_Student,6.06
00864242_34,2019-20,Percent_Student_AsAFractionOf_Count_Student,11.47
01604497_24,2019-20,Percent_Student_AsAFractionOf_Count_Student,9.54
00232461_9,2019-20,Percent_Student_AsAFractionOf_Count_Student,2.44
00258865_12,2019-20,Percent_Student_AsAFractionOf_Count_Student,12.53
00864297_34,2019-20,Percent_Student_AsAFractionOf_Count_Student,6.67
A9105434_42,2019-20,Percent_Student_AsAFractionOf_Count_Student,7.74
A0701050_22,2019-20,Percent_Student_AsAFractionOf_Count_Student,6.6
00750687_29,2019-20,Percent_Student_AsAFractionOf_Count_Student,6.83
A0701317_26,2019-20,Percent_Student_AsAFractionOf_Count_Student,7.13
A1990047_6,2019-20,Percent_Student_AsAFractionOf_Count_Student,8.2
A1790323_29,2019-20,Percent_Student_AsAFractionOf_Count_Student,4.83
A0502088_27,2019-20,Percent_Student_AsAFractionOf_Count_Student,5.92
BB120290_6,2019-20,Percent_Student_AsAFractionOf_Count_Student,3.52
A0101710_12,2019-20,Percent_Student_AsAFractionOf_Count_Student,10.66
A0901633_24,2019-20,Percent_Student_AsAFractionOf_Count_Student,2.47
A1702373_34,2019-20,Percent_Student_AsAFractionOf_Count_Student,5.93
02160197_22,2019-20,Percent_Student_AsAFractionOf_Count_Student,11.89
A9102302_17,2019-20,Percent_Student_AsAFractionOf_Count_Student,1.46
A9100380_4,2019-20,Percent_Student_AsAFractionOf_Count_Student,10.67
A1903616_42,2019-20,Percent_Student_AsAFractionOf_Count_Student,11.25
A0101393_8,2019-20,Percent_Student_AsAFractionOf_Count_Student,3.97
A9901925_20,2019-20,Percent_Student_AsAFractionOf_Count_Student,4.9
A1900160_5,2019-20,Percent_Student_AsAFractionOf_Count_Student,13.25
A0970063_5,2019-20,Percent_Student_AsAFractionOf_Count_Student,12.5
A0101711_51,2019-20,Percent_Student_AsAFractionOf_Count_Student,4.52
A0790159_48,2019-20,Percent_Student_AsAFractionOf_Count_Student,5.12
BB200469_12,2019-20,Percent_Student_AsAFractionOf_Count_Student,12.0
A1300577_12,2019-20,Percent_Student_AsAFractionOf_Count_Student,14.5
A1902639_29,2019-20,Percent_Student_AsAFractionOf_Count_Student,11.59
02013335_6,2019-20,Percent_Student_AsAFractionOf_Count_Student,6.13
A1700718_12,2019-20,Percent_Student_AsAFractionOf_Count_Student,14.0
01900554_6,2019-20,Percent_Student_AsAFractionOf_Count_Student,11.88
A0900763_12,2019-20,Percent_Student_AsAFractionOf_Count_Student,4.25
A0702181_48,2019-20,Percent_Student_AsAFractionOf_Count_Student,3.04
A1792068_39,2019-20,Percent_Student_AsAFractionOf_Count_Student,7.75
AA890824_42,2019-20,Percent_Student_AsAFractionOf_Count_Student,3.75
K9302773_24,2019-20,Percent_Student_AsAFractionOf_Count_Student,1.0
A1701400_16,2019-20,Percent_Student_AsAFractionOf_Count_Student,12.61
K9303825_34,2019-20,Percent_Student_AsAFractionOf_Count_Student,1.82
A1902952_36,2019-20,Percent_Student_AsAFractionOf_Count_Student,2.71
A9707219_33,2019-20,Percent_Student_AsAFractionOf_Count_Student,1.49
A0503185_44,2019-20,Percent_Student_AsAFractionOf_Count_Student,5.0
A1170285_6,2019-20,Percent_Student_AsAFractionOf_Count_Student,58.0
A1503121_42,2019-20,Percent_Student_AsAFractionOf_Count_Student,15.0
A1903617_42,2019-20,Percent_Student_AsAFractionOf_Count_Student,5.0
A1903618_42,2019-20,Percent_Student_AsAFractionOf_Count_Student,5.45
A1990699_48,2019-20,Percent_Student_AsAFractionOf_Count_Student,6.0
A1992081_13,2019-20,Percent_Student_AsAFractionOf_Count_Student,6.88
A1992003_13,2019-20,Percent_Student_AsAFractionOf_Count_Student,6.88
A1990337_17,2019-20,Percent_Student_AsAFractionOf_Count_Student,3.0
A1700094_6,2019-20,Percent_Student_AsAFractionOf_Count_Student,6.33
A1700722_12,2019-20,Percent_Student_AsAFractionOf_Count_Student,7.0
A1500137_6,2019-20,Percent_Student_AsAFractionOf_Count_Student,5.28
A1770023_5,2019-20,Percent_Student_AsAFractionOf_Count_Student,4.29
A1971102_48,2019-20,Percent_Student_AsAFractionOf_Count_Student,13.5
BB200074_6,2019-20,Percent_Student_AsAFractionOf_Count_Student,7.62
A1501950_26,2019-20,Percent_Student_AsAFractionOf_Count_Student,14.59
00645672_26,2019-20,Percent_Student_AsAFractionOf_Count_Student,18.38
A9105436_42,2019-20,Percent_Student_AsAFractionOf_Count_Student,2.12
02049204_39,2019-20,Percent_Student_AsAFractionOf_Count_Student,8.97
A1102271_51,2019-20,Percent_Student_AsAFractionOf_Count_Student,6.67
A9502240_25,2019-20,Percent_Student_AsAFractionOf_Count_Student,7.2
A1701665_18,2019-20,Percent_Student_AsAFractionOf_Count_Student,16.43
A9100498_6,2019-20,Percent_Student_AsAFractionOf_Count_Student,5.71
01263546_45,2019-20,Percent_Student_AsAFractionOf_Count_Student,4.93
A1302649_42,2019-20,Percent_Student_AsAFractionOf_Count_Student,3.5
00646326_26,2019-20,Percent_Student_AsAFractionOf_Count_Student,5.0
A1302744_42,2019-20,Percent_Student_AsAFractionOf_Count_Student,2.8
00936785_36,2019-20,Percent_Student_AsAFractionOf_Count_Student,10.0
00265362_12,2019-20,Percent_Student_AsAFractionOf_Count_Student,11.3
A1900086_4,2019-20,Percent_Student_AsAFractionOf_Count_Student,5.79
A9100409_4,2019-20,Percent_Student_AsAFractionOf_Count_Student,1.6
00937483_36,2019-20,Percent_Student_AsAFractionOf_Count_Student,6.61
A1500002_1,2019-20,Percent_Student_AsAFractionOf_Count_Student,12.08
A1501205_13,2019-20,Percent_Student_AsAFractionOf_Count_Student,8.25
A1500755_12,2019-20,Percent_Student_AsAFractionOf_Count_Student,5.21
A0901269_13,2019-20,Percent_Student_AsAFractionOf_Count_Student,5.3
BB180467_12,2019-20,Percent_Student_AsAFractionOf_Count_Student,18.42
A1501658_18,2019-20,Percent_Student_AsAFractionOf_Count_Student,19.0
00265351_12,2019-20,Percent_Student_AsAFractionOf_Count_Student,7.67
01329703_48,2019-20,Percent_Student_AsAFractionOf_Count_Student,9.2
AA001202_37,2019-20,Percent_Student_AsAFractionOf_Count_Student,11.4
01013529_37,2019-20,Percent_Student_AsAFractionOf_Count_Student,36.32
00266388_12,2019-20,Percent_Student_AsAFractionOf_Count_Student,15.5
00426832_18,2019-20,Percent_Student_AsAFractionOf_Count_Student,11.0
A1100063_6,2019-20,Percent_Student_AsAFractionOf_Count_Student,3.68
AA000056_13,2019-20,Percent_Student_AsAFractionOf_Count_Student,7.1
01162151_41,2019-20,Percent_Student_AsAFractionOf_Count_Student,6.0
02038961_27,2019-20,Percent_Student_AsAFractionOf_Count_Student,14.0
00096416_6,2019-20,Percent_Student_AsAFractionOf_Count_Student,10.5
01297597_47,2019-20,Percent_Student_AsAFractionOf_Count_Student,7.5
A0102965_15,2019-20,Percent_Student_AsAFractionOf_Count_Student,18.0
AA890038_6,2019-20,Percent_Student_AsAFractionOf_Count_Student,20.0
A0700423_12,2019-20,Percent_Student_AsAFractionOf_Count_Student,8.76
A9900196_6,2019-20,Percent_Student_AsAFractionOf_Count_Student,18.5
A1300496_8,2019-20,Percent_Student_AsAFractionOf_Count_Student,5.0
BB160388_6,2019-20,Percent_Student_AsAFractionOf_Count_Student,30.69
A0102103_12,2019-20,Percent_Student_AsAFractionOf_Count_Student,9.02
A1303336_48,2019-20,Percent_Student_AsAFractionOf_Count_Student,6.4
A1900087_4,2019-20,Percent_Student_AsAFractionOf_Count_Student,1.8
A0303198_51,2019-20,Percent_Student_AsAFractionOf_Count_Student,6.33
A9503439_42,2019-20,Percent_Student_AsAFractionOf_Count_Student,3.33
A9100165_5,2019-20,Percent_Student_AsAFractionOf_Count_Student,5.38
A9103810_29,2019-20,Percent_Student_AsAFractionOf_Count_Student,10.29
A9902666_29,2019-20,Percent_Student_AsAFractionOf_Count_Student,5.85
A1902535_27,2019-20,Percent_Student_AsAFractionOf_Count_Student,6.42
A0900768_12,2019-20,Percent_Student_AsAFractionOf_Count_Student,5.86
A1503644_48,2019-20,Percent_Student_AsAFractionOf_Count_Student,12.6
A1501536_17,2019-20,Percent_Student_AsAFractionOf_Count_Student,11.27
02061571_48,2019-20,Percent_Student_AsAFractionOf_Count_Student,5.17
A1903255_37,2019-20,Percent_Student_AsAFractionOf_Count_Student,1.82
A1100492_12,2019-20,Percent_Student_AsAFractionOf_Count_Student,7.71
A0700887_18,2019-20,Percent_Student_AsAFractionOf_Count_Student,3.5
A0740044_13,2019-20,Percent_Student_AsAFractionOf_Count_Student,7.29
02026537_18,2019-20,Percent_Student_AsAFractionOf_Count_Student,13.0
A1902605_28,2019-20,Percent_Student_AsAFractionOf_Count_Student,8.63
A0770232_6,2019-20,Percent_Student_AsAFractionOf_Count_Student,5.0
A1170660_20,2019-20,Percent_Student_AsAFractionOf_Count_Student,1.67
A0903810_55,2019-20,Percent_Student_AsAFractionOf_Count_Student,5.0
A1500141_6,2019-20,Percent_Student_AsAFractionOf_Count_Student,3.33
A0300118_6,2019-20,Percent_Student_AsAFractionOf_Count_Student,11.39
A0503275_47,2019-20,Percent_Student_AsAFractionOf_Count_Student,8.91
00078736_6,2019-20,Percent_Student_AsAFractionOf_Count_Student,9.95
A1100062_6,2019-20,Percent_Student_AsAFractionOf_Count_Student,10.53
AA000020_48,2019-20,Percent_Student_AsAFractionOf_Count_Student,7.43
A0790140_41,2019-20,Percent_Student_AsAFractionOf_Count_Student,5.71
A0903480_48,2019-20,Percent_Student_AsAFractionOf_Count_Student,8.75
00936162_36,2019-20,Percent_Student_AsAFractionOf_Count_Student,3.35
01914771_37,2019-20,Percent_Student_AsAFractionOf_Count_Student,15.15
K9300523_6,2019-20,Percent_Student_AsAFractionOf_Count_Student,7.71
A0900114_4,2019-20,Percent_Student_AsAFractionOf_Count_Student,0.92
00253517_11,2019-20,Percent_Student_AsAFractionOf_Count_Student,9.15
K9305823_45,2019-20,Percent_Student_AsAFractionOf_Count_Student,9.23
BB081524_42,2019-20,Percent_Student_AsAFractionOf_Count_Student,4.69
A0501659_19,2019-20,Percent_Student_AsAFractionOf_Count_Student,7.69
A9903150_36,2019-20,Percent_Student_AsAFractionOf_Count_Student,12.08
A0700791_15,2019-20,Percent_Student_AsAFractionOf_Count_Student,15.0
01327524_48,2019-20,Percent_Student_AsAFractionOf_Count_Student,2.75
00351729_17,2019-20,Percent_Student_AsAFractionOf_Count_Student,4.54
A9105153_39,2019-20,Percent_Student_AsAFractionOf_Count_Student,12.64
K9500386_39,2019-20,Percent_Student_AsAFractionOf_Count_Student,4.53
A9903436_39,2019-20,Percent_Student_AsAFractionOf_Count_Student,6.0
A0900757_12,2019-20,Percent_Student_AsAFractionOf_Count_Student,2.92
A0100702_6,2019-20,Percent_Student_AsAFractionOf_Count_Student,11.33
A0508237_51,2019-20,Percent_Student_AsAFractionOf_Count_Student,6.78
A1501208_13,2019-20,Percent_Student_AsAFractionOf_Count_Student,3.18
A1702832_39,2019-20,Percent_Student_AsAFractionOf_Count_Student,2.58
A1703638_51,2019-20,Percent_Student_AsAFractionOf_Count_Student,7.39
A1302653_42,2019-20,Percent_Student_AsAFractionOf_Count_Student,4.34
A9502419_27,2019-20,Percent_Student_AsAFractionOf_Count_Student,13.44
A1903626_42,2019-20,Percent_Student_AsAFractionOf_Count_Student,11.27
A9901141_12,2019-20,Percent_Student_AsAFractionOf_Count_Student,11.91
A0502296_34,2019-20,Percent_Student_AsAFractionOf_Count_Student,10.03
A0109322_48,2019-20,Percent_Student_AsAFractionOf_Count_Student,10.59
A0104080_25,2019-20,Percent_Student_AsAFractionOf_Count_Student,6.26
A9902967_34,2019-20,Percent_Student_AsAFractionOf_Count_Student,6.6
A1101913_42,2019-20,Percent_Student_AsAFractionOf_Count_Student,7.26
A0901408_17,2019-20,Percent_Student_AsAFractionOf_Count_Student,3.8
BB000013_6,2019-20,Percent_Student_AsAFractionOf_Count_Student,8.84
A9701726_24,2019-20,Percent_Student_AsAFractionOf_Count_Student,11.79
A9300668_36,2019-20,Percent_Student_AsAFractionOf_Count_Student,10.17
A1702031_26,2019-20,Percent_Student_AsAFractionOf_Count_Student,14.38
A0100026_1,2019-20,Percent_Student_AsAFractionOf_Count_Student,8.06
A9503095_37,2019-20,Percent_Student_AsAFractionOf_Count_Student,7.89
A9104867_36,2019-20,Percent_Student_AsAFractionOf_Count_Student,3.33
A1902536_27,2019-20,Percent_Student_AsAFractionOf_Count_Student,5.51
A0701578_36,2019-20,Percent_Student_AsAFractionOf_Count_Student,9.91
A0301785_25,2019-20,Percent_Student_AsAFractionOf_Count_Student,7.21
BB161940_36,2019-20,Percent_Student_AsAFractionOf_Count_Student,9.43
A0303202_51,2019-20,Percent_Student_AsAFractionOf_Count_Student,3.84
A1904564_51,2019-20,Percent_Student_AsAFractionOf_Count_Student,3.7
A9103128_24,2019-20,Percent_Student_AsAFractionOf_Count_Student,8.15
A9300522_29,2019-20,Percent_Student_AsAFractionOf_Count_Student,6.27
00002788_1,2019-20,Percent_Student_AsAFractionOf_Count_Student,13.95
A9703769_1,2019-20,Percent_Student_AsAFractionOf_Count_Student,19.0
01012999_37,2019-20,Percent_Student_AsAFractionOf_Count_Student,9.81
A1504083_55,2019-20,Percent_Student_AsAFractionOf_Count_Student,18.0
A1703639_51,2019-20,Percent_Student_AsAFractionOf_Count_Student,5.25
00249817_10,2019-20,Percent_Student_AsAFractionOf_Count_Student,4.0
K9305450_42,2019-20,Percent_Student_AsAFractionOf_Count_Student,11.0
00909478_35,2019-20,Percent_Student_AsAFractionOf_Count_Student,10.16
A9104511_35,2019-20,Percent_Student_AsAFractionOf_Count_Student,8.29
A1992007_35,2019-20,Percent_Student_AsAFractionOf_Count_Student,7.75
A1502736_37,2019-20,Percent_Student_AsAFractionOf_Count_Student,7.58
01326269_48,2019-20,Percent_Student_AsAFractionOf_Count_Student,6.54
A9700259_6,2019-20,Percent_Student_AsAFractionOf_Count_Student,10.71
A0500056_4,2019-20,Percent_Student_AsAFractionOf_Count_Student,0.87
A1171650_48,2019-20,Percent_Student_AsAFractionOf_Count_Student,2.9
A0900771_12,2019-20,Percent_Student_AsAFractionOf_Count_Student,1.0
A0307928_45,2019-20,Percent_Student_AsAFractionOf_Count_Student,3.82
A1371503_51,2019-20,Percent_Student_AsAFractionOf_Count_Student,4.69
A0900854_12,2019-20,Percent_Student_AsAFractionOf_Count_Student,6.0
A1501789_24,2019-20,Percent_Student_AsAFractionOf_Count_Student,6.0
A1300585_12,2019-20,Percent_Student_AsAFractionOf_Count_Student,7.61
A9300270_12,2019-20,Percent_Student_AsAFractionOf_Count_Student,14.12
A0501509_17,2019-20,Percent_Student_AsAFractionOf_Count_Student,6.39
A0106146_32,2019-20,Percent_Student_AsAFractionOf_Count_Student,8.44
A0101723_12,2019-20,Percent_Student_AsAFractionOf_Count_Student,10.37
BB160679_12,2019-20,Percent_Student_AsAFractionOf_Count_Student,2.0
00938272_36,2019-20,Percent_Student_AsAFractionOf_Count_Student,3.49
02061243_48,2019-20,Percent_Student_AsAFractionOf_Count_Student,2.2
00541152_22,2019-20,Percent_Student_AsAFractionOf_Count_Student,11.99
A9304116_51,2019-20,Percent_Student_AsAFractionOf_Count_Student,6.11
A9105154_39,2019-20,Percent_Student_AsAFractionOf_Count_Student,5.67
A1771360_39,2019-20,Percent_Student_AsAFractionOf_Count_Student,4.67
A1390132_13,2019-20,Percent_Student_AsAFractionOf_Count_Student,2.71
02037436_26,2019-20,Percent_Student_AsAFractionOf_Count_Student,11.75
AA000342_47,2019-20,Percent_Student_AsAFractionOf_Count_Student,9.0
BB020222_6,2019-20,Percent_Student_AsAFractionOf_Count_Student,8.11
A1100744_12,2019-20,Percent_Student_AsAFractionOf_Count_Student,14.86
A9904172_48,2019-20,Percent_Student_AsAFractionOf_Count_Student,6.0
