Detail Data For Electricity Capacity by Energy Source Having Year : ALL Region : ALL State : A & N ISLANDS | ANDHRA PRADESH | ARUNACHAL PRADESH | ASSAM | BIHAR | CENTRAL | CHANDIGARH | CHHATTISGARH | DADRA & NAGAR HAVELI | DELHI | DIU & DAMAN | DVC | EASTERN OFFSHORE | GOA | GUJARAT | GUJARAT OFFSHORE | HARYANA | HIMACHAL PRADESH | JAMMU & KASHMIR | JHARKHAND | KARNATAKA | KERALA | LADAKH | LAKSHADWEEP | MADHYA PRADESH | MAHARASHTRA | MANIPUR | MEGHALAYA | MIZORAM | MULTIPLE STATES | NAGALAND | ODISHA | OFFSHORE | OTHERS | PUDUCHERRY | PUNJAB | RAJASTHAN | SIKKIM | TAMILNADU | TELANGANA | TRIPURA | UNION TERRITORIES | UTTAR PRADESH | UTTARAKHAND | WEST BENGAL | WESTERN OFFSHORE
.
UtilityCaptive,Region,State,District,Sector,Owner,GroupCompany,ProjectName,UnitNo,CommissionDate,Remark,CommissionYear,DeCommissionYear,EnergySource,EnergySourceType,YearValue,Capacity_MW
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,STATE,WBSEB,WEST BENGAL STATE,RAMMAM,4,28/01/1996 00:00:00,-,1996,,HYDRO,NON-RENEWABLE,2013,12.500
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,STATE,WBSEB,WEST BENGAL STATE,TEESTA -I,1,14/12/1997 00:00:00,-,1998,,HYDRO,NON-RENEWABLE,2013,7.500
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,STATE,WBSEB,WEST BENGAL STATE,TEESTA -I,2,25/01/1998 00:00:00,-,1998,,HYDRO,NON-RENEWABLE,2013,7.500
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,STATE,WBSEB,WEST BENGAL STATE,TEESTA -I,3,19/04/1998 00:00:00,-,1999,,HYDRO,NON-RENEWABLE,2013,7.500
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,STATE,WBSEB,WEST BENGAL STATE,TEESTA -II,4,10/04/1998 00:00:00,-,1999,,HYDRO,NON-RENEWABLE,2013,7.500
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,STATE,WBSEB,WEST BENGAL STATE,TEESTA -II,5,22/10/1998 00:00:00,-,1999,,HYDRO,NON-RENEWABLE,2013,7.500
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,STATE,WBSEB,WEST BENGAL STATE,TEESTA -II,6,30/03/1999 00:00:00,-,1999,,HYDRO,NON-RENEWABLE,2013,7.500
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,STATE,WBSEB,WEST BENGAL STATE,TEESTA -III,7,23/07/1999 00:00:00,-,2000,,HYDRO,NON-RENEWABLE,2013,7.500
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,STATE,WBSEB,WEST BENGAL STATE,TEESTA -III,8,07/09/1999 00:00:00,-,2000,,HYDRO,NON-RENEWABLE,2013,7.500
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,STATE,WBSEB,WEST BENGAL STATE,TEESTA -III,9,13/10/1999 00:00:00,-,2000,,HYDRO,NON-RENEWABLE,2013,7.500
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,CENTRAL,DVC,DVC,DURGAPUR,1,31/05/1967 00:00:00,-,1968,,COAL,NON-RENEWABLE,2013,140.000
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,CENTRAL,DVC,DVC,DURGAPUR,2,05/12/1981 00:00:00,-,1982,,COAL,NON-RENEWABLE,2013,210.000
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,CENTRAL,DVC,DVC,MEJIA,1,21/12/1995 00:00:00,-,1996,,COAL,NON-RENEWABLE,2013,210.000
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,CENTRAL,DVC,DVC,MEJIA,2,24/03/1997 00:00:00,-,1997,,COAL,NON-RENEWABLE,2013,210.000
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,CENTRAL,DVC,DVC,MEJIA,3,25/03/1998 00:00:00,-,1998,,COAL,NON-RENEWABLE,2013,210.000
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,CENTRAL,DVC,DVC,MEJIA,4,12/10/2004 00:00:00,-,2005,,COAL,NON-RENEWABLE,2013,210.000
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,STATE,WBPDC,WEST BENGAL STATE,BANDEL,1,30/11/1965 00:00:00,-,1966,,COAL,NON-RENEWABLE,2013,60.000
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,STATE,WBPDC,WEST BENGAL STATE,BANDEL,2,31/05/1966 00:00:00,-,1967,,COAL,NON-RENEWABLE,2013,60.000
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,STATE,WBPDC,WEST BENGAL STATE,BANDEL,3,30/11/1965 00:00:00,-,1966,,COAL,NON-RENEWABLE,2013,60.000
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,STATE,WBPDC,WEST BENGAL STATE,BANDEL,4,31/05/1967 00:00:00,-,1968,,COAL,NON-RENEWABLE,2013,60.000
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,STATE,WBPDC,WEST BENGAL STATE,BANDEL,5,08/10/1982 00:00:00,-,1983,,COAL,NON-RENEWABLE,2013,210.000
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,STATE,WBPDC,WEST BENGAL STATE,SANTALDIH,1,01/01/1974 00:00:00,-,1974,,COAL,NON-RENEWABLE,2013,120.000
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,STATE,WBPDC,WEST BENGAL STATE,SANTALDIH,2,16/07/1975 00:00:00,-,1976,,COAL,NON-RENEWABLE,2013,120.000
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,STATE,WBPDC,WEST BENGAL STATE,SANTALDIH,3,06/12/1978 00:00:00,-,1979,,COAL,NON-RENEWABLE,2013,120.000
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,STATE,WBPDC,WEST BENGAL STATE,SANTALDIH,4,30/03/1981 00:00:00,-,1981,,COAL,NON-RENEWABLE,2013,120.000
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,STATE,WBPDC,WEST BENGAL STATE,KOLAGHAT,1,13/08/1990 00:00:00,-,1991,,COAL,NON-RENEWABLE,2013,210.000
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,STATE,WBPDC,WEST BENGAL STATE,KOLAGHAT,2,16/12/1985 00:00:00,-,1986,,COAL,NON-RENEWABLE,2013,210.000
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,STATE,WBPDC,WEST BENGAL STATE,KOLAGHAT,3,24/07/1984 00:00:00,-,1985,,COAL,NON-RENEWABLE,2013,210.000
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,STATE,WBPDC,WEST BENGAL STATE,KOLAGHAT,4,28/12/1993 00:00:00,-,1994,,COAL,NON-RENEWABLE,2013,210.000
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,STATE,WBPDC,WEST BENGAL STATE,KOLAGHAT,5,17/03/1991 00:00:00,-,1991,,COAL,NON-RENEWABLE,2013,210.000
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,STATE,WBPDC,WEST BENGAL STATE,KOLAGHAT,6,16/01/1993 00:00:00,-,1993,,COAL,NON-RENEWABLE,2013,210.000
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,STATE,WBPDC,WEST BENGAL STATE,BAKRESWAR,1,18/07/1999 00:00:00,-,2000,,COAL,NON-RENEWABLE,2013,210.000
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,STATE,WBPDC,WEST BENGAL STATE,BAKRESWAR,2,20/05/2000 00:00:00,-,2001,,COAL,NON-RENEWABLE,2013,210.000
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,STATE,WBPDC,WEST BENGAL STATE,BAKRESWAR,3,21/03/2001 00:00:00,-,2001,,COAL,NON-RENEWABLE,2013,210.000
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,STATE,DPL,WEST BENGAL STATE,D.P.L.,3,12/06/1964 00:00:00,-,1965,,COAL,NON-RENEWABLE,2013,77.000
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,STATE,DPL,WEST BENGAL STATE,D.P.L.,4,01/09/1964 00:00:00,-,1965,,COAL,NON-RENEWABLE,2013,77.000
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,STATE,DPL,WEST BENGAL STATE,D.P.L.,5,31/05/1966 00:00:00,-,1967,,COAL,NON-RENEWABLE,2013,77.000
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,STATE,DPL,WEST BENGAL STATE,D.P.L.,6,03/07/1985 00:00:00,-,1986,,COAL,NON-RENEWABLE,2013,110.000
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,PRIVATE,CESC,CESC,NEWCOSSIPORE,1,31/10/1949 00:00:00,-,1950,,COAL,NON-RENEWABLE,2013,30.000
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,PRIVATE,CESC,CESC,NEWCOSSIPORE,2,30/11/1949 00:00:00,-,1950,,COAL,NON-RENEWABLE,2013,30.000
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,PRIVATE,CESC,CESC,NEWCOSSIPORE,3,31/10/1950 00:00:00,-,1951,,COAL,NON-RENEWABLE,2013,50.000
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,PRIVATE,CESC,CESC,NEWCOSSIPORE,4,30/04/1963 00:00:00,-,1964,,COAL,NON-RENEWABLE,2013,50.000
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,PRIVATE,CESC,CESC,TITAGARH,1,12/12/1982 00:00:00,-,1983,,COAL,NON-RENEWABLE,2013,60.000
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,PRIVATE,CESC,CESC,TITAGARH,2,26/04/1983 00:00:00,-,1984,,COAL,NON-RENEWABLE,2013,60.000
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,PRIVATE,CESC,CESC,TITAGARH,3,16/01/1984 00:00:00,-,1984,,COAL,NON-RENEWABLE,2013,60.000
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,PRIVATE,CESC,CESC,TITAGARH,4,17/03/1985 00:00:00,-,1985,,COAL,NON-RENEWABLE,2013,60.000
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,PRIVATE,CESC,CESC,SOUTHERN REPL.,1,12/08/1990 00:00:00,-,1991,,COAL,NON-RENEWABLE,2013,67.500
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,PRIVATE,CESC,CESC,SOUTHERN REPL.,2,10/04/1991 00:00:00,-,1992,,COAL,NON-RENEWABLE,2013,67.500
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,PRIVATE,CESC,CESC,BUDGE BUDGE,1,16/09/1997 00:00:00,-,1998,,COAL,NON-RENEWABLE,2013,250.000
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,PRIVATE,CESC,CESC,BUDGE BUDGE,2,06/03/1999 00:00:00,-,1999,,COAL,NON-RENEWABLE,2013,250.000
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,CENTRAL,NTPC,NTPC,FARAKKA STPS,1,01/01/1986 00:00:00,-,1986,,COAL,NON-RENEWABLE,2013,200.000
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,CENTRAL,NTPC,NTPC,FARAKKA STPS,2,24/12/1986 00:00:00,-,1987,,COAL,NON-RENEWABLE,2013,200.000
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,CENTRAL,NTPC,NTPC,FARAKKA STPS,3,06/08/1987 00:00:00,-,1988,,COAL,NON-RENEWABLE,2013,200.000
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,CENTRAL,NTPC,NTPC,FARAKKA STPS,4,25/09/1992 00:00:00,-,1993,,COAL,NON-RENEWABLE,2013,500.000
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,CENTRAL,NTPC,NTPC,FARAKKA STPS,5,16/02/1994 00:00:00,-,1994,,COAL,NON-RENEWABLE,2013,500.000
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,STATE,MULTIPLE OWNERS,VARIOUS SOURCES,NOT KNOWN,NOT KNOWN,,-,,,RENEWABLES,RENEWABLE,2013,143.400
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,PRIVATE,MULTIPLE OWNERS,VARIOUS SOURCES,NOT KNOWN,NOT KNOWN,,-,,,RENEWABLES,RENEWABLE,2013,28.050
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,CENTRAL,DVC,DVC,MEJIA,5,31/03/2007 00:00:00,-,2007,,COAL,NON-RENEWABLE,2013,250.000
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,STATE,WBSEDCL,WEST BENGAL STATE,PURULIA PSS,1,18/07/2007 00:00:00,-,2008,,HYDRO,NON-RENEWABLE,2013,225.000
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,STATE,WBSEDCL,WEST BENGAL STATE,PURULIA PSS,2,23/11/2007 00:00:00,-,2008,,HYDRO,NON-RENEWABLE,2013,225.000
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,STATE,WBSEDCL,WEST BENGAL STATE,PURULIA PSS,3,27/08/2007 00:00:00,-,2008,,HYDRO,NON-RENEWABLE,2013,225.000
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,STATE,WBSEDCL,WEST BENGAL STATE,PURULIA PSS,NOT KNOWN,18/07/2007 00:00:00,-,2008,,HYDRO,NON-RENEWABLE,2013,225.000
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,CENTRAL,DVC,DVC,MEJIA,6,01/10/2007 00:00:00,-,2008,,COAL,NON-RENEWABLE,2013,250.000
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,STATE,WBPDC,WEST BENGAL STATE,SANTALDIH,5,07/11/2007 00:00:00,-,2008,,COAL,NON-RENEWABLE,2013,250.000
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,STATE,WBPDC,WEST BENGAL STATE,BAKRESWAR,4,23/12/2007 00:00:00,-,2008,,COAL,NON-RENEWABLE,2013,210.000
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,STATE,DPL,WEST BENGAL STATE,D.P.L.,7,24/11/2007 00:00:00,-,2008,,COAL,NON-RENEWABLE,2013,300.000
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,STATE,WBPDC,WEST BENGAL STATE,SAGARDIGHI TPP,1,21/12/2007 00:00:00,-,2008,,COAL,NON-RENEWABLE,2013,300.000
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,STATE,WBPDC,WEST BENGAL STATE,SAGARDIGHI TPP,2,20/07/2008 00:00:00,-,2009,,COAL,NON-RENEWABLE,2013,300.000
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,STATE,WBPDC,WEST BENGAL STATE,BAKRESWAR,5,07/06/2009 00:00:00,-,2010,,COAL,NON-RENEWABLE,2013,210.000
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,PRIVATE,CESC,CESC,BUDGE BUDGE,3,12/07/2009 00:00:00,-,2010,,COAL,NON-RENEWABLE,2013,250.000
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,CENTRAL,NTPC,NTPC,FARAKKA STPS,6,07/03/2011 00:00:00,-,2011,,COAL,NON-RENEWABLE,2013,500.000
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,CENTRAL,DVC,DVC,MEJIA TPS EXT,1,30/09/2010 00:00:00,-,2011,,COAL,NON-RENEWABLE,2013,500.000
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,CENTRAL,DVC,DVC,MEJIA TPS EXT,2,26/03/2011 00:00:00,-,2011,,COAL,NON-RENEWABLE,2013,500.000
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,STATE,WBPDC,WEST BENGAL STATE,SANTALDIH,6,29/06/2011 00:00:00,-,2012,,COAL,NON-RENEWABLE,2013,250.000
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,CENTRAL,DVC,DVC,DURGAPUR STEEL TPS,1,29/07/2011 00:00:00,-,2012,,COAL,NON-RENEWABLE,2013,500.000
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,CENTRAL,DVC,DVC,DURGAPUR STEEL TPS,2,23/03/2012 00:00:00,-,2012,,COAL,NON-RENEWABLE,2013,500.000
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,CENTRAL,NHPC,NHPC,TEESTA LOW DAM-III,1,30/01/2013 00:00:00,-,2013,,HYDRO,NON-RENEWABLE,2013,33.000
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,CENTRAL,NHPC,NHPC,TEESTA LOW DAM-III,2,20/01/2013 00:00:00,-,2013,,HYDRO,NON-RENEWABLE,2013,33.000
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,CENTRAL,NHPC,NHPC,TEESTA LOW DAM-III,3,28/02/2013 00:00:00,-,2013,,HYDRO,NON-RENEWABLE,2013,33.000
CAPTIVE,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,CAPTIVE,MULTIPLE OWNERS,VARIOUS SOURCES,NOT KNOWN,NOT KNOWN,01/01/0001 00:00:00,-,0,0,COAL,NON-RENEWABLE,2007,326.480
CAPTIVE,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,CAPTIVE,MULTIPLE OWNERS,VARIOUS SOURCES,NOT KNOWN,NOT KNOWN,01/01/0001 00:00:00,-,0,0,DIESEL,NON-RENEWABLE,2007,410.201
CAPTIVE,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,CAPTIVE,MULTIPLE OWNERS,VARIOUS SOURCES,NOT KNOWN,NOT KNOWN,01/01/0001 00:00:00,-,0,0,NATURAL GAS,NON-RENEWABLE,2007,88.000
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,STATE,WBSEB,WEST BENGAL STATE,JALDHAKA -I,1,01/01/0001 00:00:00,-,1967,0,HYDRO,NON-RENEWABLE,2007,9.000
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,STATE,WBSEB,WEST BENGAL STATE,JALDHAKA -I,2,01/01/0001 00:00:00,-,1967,0,HYDRO,NON-RENEWABLE,2007,9.000
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,STATE,WBSEB,WEST BENGAL STATE,JALDHAKA -I,3,01/01/0001 00:00:00,-,1973,0,HYDRO,NON-RENEWABLE,2007,9.000
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,STATE,WBSEB,WEST BENGAL STATE,JALDHAKA -II,4,01/01/0001 00:00:00,-,1984,0,HYDRO,NON-RENEWABLE,2007,4.000
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,STATE,WBSEB,WEST BENGAL STATE,JALDHAKA -II,5,01/01/0001 00:00:00,-,1984,0,HYDRO,NON-RENEWABLE,2007,4.000
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,STATE,WBSEB,WEST BENGAL STATE,RAMMAM,1,01/01/0001 00:00:00,-,1996,0,HYDRO,NON-RENEWABLE,2007,12.500
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,STATE,WBSEB,WEST BENGAL STATE,RAMMAM,2,01/01/0001 00:00:00,-,1996,0,HYDRO,NON-RENEWABLE,2007,12.500
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,STATE,WBSEB,WEST BENGAL STATE,RAMMAM,3,01/01/0001 00:00:00,-,1996,0,HYDRO,NON-RENEWABLE,2007,12.500
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,STATE,WBSEB,WEST BENGAL STATE,RAMMAM,4,01/01/0001 00:00:00,-,1996,0,HYDRO,NON-RENEWABLE,2007,12.500
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,STATE,WBSEB,WEST BENGAL STATE,TEESTA -I,1,01/01/0001 00:00:00,-,1998,0,HYDRO,NON-RENEWABLE,2007,7.500
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,STATE,WBSEB,WEST BENGAL STATE,TEESTA -I,2,01/01/0001 00:00:00,-,1998,0,HYDRO,NON-RENEWABLE,2007,7.500
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,STATE,WBSEB,WEST BENGAL STATE,TEESTA -I,3,01/01/0001 00:00:00,-,1999,0,HYDRO,NON-RENEWABLE,2007,7.500
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,STATE,WBSEB,WEST BENGAL STATE,TEESTA -II,4,01/01/0001 00:00:00,-,1999,0,HYDRO,NON-RENEWABLE,2007,7.500
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,STATE,WBSEB,WEST BENGAL STATE,TEESTA -II,5,01/01/0001 00:00:00,-,1999,0,HYDRO,NON-RENEWABLE,2007,7.500
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,STATE,WBSEB,WEST BENGAL STATE,TEESTA -II,6,01/01/0001 00:00:00,-,1999,0,HYDRO,NON-RENEWABLE,2007,7.500
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,STATE,WBSEB,WEST BENGAL STATE,TEESTA -III,7,01/01/0001 00:00:00,-,2000,0,HYDRO,NON-RENEWABLE,2007,7.500
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,STATE,WBSEB,WEST BENGAL STATE,TEESTA -III,8,01/01/0001 00:00:00,-,2000,0,HYDRO,NON-RENEWABLE,2007,7.500
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,STATE,WBSEB,WEST BENGAL STATE,TEESTA -III,9,01/01/0001 00:00:00,-,2000,0,HYDRO,NON-RENEWABLE,2007,7.500
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,CENTRAL,DVC,DVC,DURGAPUR,1,01/01/0001 00:00:00,-,1968,0,COAL,NON-RENEWABLE,2007,140.000
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,CENTRAL,DVC,DVC,DURGAPUR,2,01/01/0001 00:00:00,-,1982,0,COAL,NON-RENEWABLE,2007,210.000
UTILITY,ER,WEST BENGAL,VARIOUS DISTRICTS IN THE STATE,CENTRAL,DVC,DVC,MEJIA,1,01/01/0001 00:00:00,-,1996,0,COAL,NON-RENEWABLE,2007,210.000
