Year,Place,StatVar,Quantity,Unit,ScalingFactor
2013,geoId/2463300,dcid:Median_Income_Household_ForeignBorn_PlaceOfBirthWesternAsia,"250,000+",InflationAdjustedUSD_CurrentYear,
2013,geoId/51041,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthWesternAsia,9.0+,Rooms,
2013,geoId/0631596,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthWesternAsia,9.0+,Rooms,
2013,geoId/0653322,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthWesternAsia,9.0+,Rooms,
2013,geoId/4856348,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthWesternAsia,9.0+,Rooms,
2014,geoId/15007,dcid:Median_Earnings_Person_Female_ForeignBorn_PlaceOfBirthSouthCentralAsia,"2,500-",InflationAdjustedUSD_CurrentYear,
2014,geoId/0670280,dcid:Median_Income_Household_ForeignBorn_PlaceOfBirthSouthCentralAsia,"250,000+",InflationAdjustedUSD_CurrentYear,
2014,geoId/2463300,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthSouthCentralAsia,9.0+,Rooms,
2014,geoId/2509210,dcid:Median_Earnings_Person_Male_ForeignBorn_PlaceOfBirthSouthEasternAsia,"250,000+",InflationAdjustedUSD_CurrentYear,
2014,geoId/2463300,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthSouthEasternAsia,9.0+,Rooms,
2014,geoId/48339,dcid:Median_Earnings_Person_Male_ForeignBorn_PlaceOfBirthWesternAsia,"250,000+",InflationAdjustedUSD_CurrentYear,
2014,geoId/0662000,dcid:Median_Earnings_Person_Male_ForeignBorn_PlaceOfBirthWesternAsia,"2,500-",InflationAdjustedUSD_CurrentYear,
2014,geoId/2463300,dcid:Median_Income_Household_ForeignBorn_PlaceOfBirthWesternAsia,"250,000+",InflationAdjustedUSD_CurrentYear,
2014,geoId/2537875,dcid:Median_Income_Household_ForeignBorn_PlaceOfBirthWesternAsia,"2,500-",InflationAdjustedUSD_CurrentYear,
2014,geoId/08035,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthWesternAsia,9.0+,Rooms,
2014,geoId/48039,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthWesternAsia,9.0+,Rooms,
2014,geoId/51041,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthWesternAsia,9.0+,Rooms,
2014,geoId/0653322,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthWesternAsia,9.0+,Rooms,
2014,geoId/0670280,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthWesternAsia,9.0+,Rooms,
2014,geoId/4856348,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthWesternAsia,9.0+,Rooms,
2014,geoId/5148376,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthWesternAsia,9.0+,Rooms,
2015,geoId/2463300,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthAsia,9.0+,Rooms,
2015,geoId/15007,dcid:Median_Earnings_Person_Female_ForeignBorn_PlaceOfBirthSouthCentralAsia,"2,500-",InflationAdjustedUSD_CurrentYear,
2015,geoId/0670280,dcid:Median_Income_Household_ForeignBorn_PlaceOfBirthSouthCentralAsia,"250,000+",InflationAdjustedUSD_CurrentYear,
2015,geoId/5148376,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthSouthCentralAsia,9.0+,Rooms,
2015,geoId/2463300,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthSouthEasternAsia,9.0+,Rooms,
2015,geoId/0473000,dcid:Median_Income_Household_ForeignBorn_PlaceOfBirthWesternAsia,"2,500-",InflationAdjustedUSD_CurrentYear,
2015,geoId/2537875,dcid:Median_Income_Household_ForeignBorn_PlaceOfBirthWesternAsia,"2,500-",InflationAdjustedUSD_CurrentYear,
2015,geoId/0652526,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthWesternAsia,9.0+,Rooms,
2015,geoId/0670280,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthWesternAsia,9.0+,Rooms,
2015,geoId/1342425,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthWesternAsia,9.0+,Rooms,
2015,geoId/2463300,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthWesternAsia,9.0+,Rooms,
2015,geoId/4856348,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthWesternAsia,9.0+,Rooms,
2015,geoId/5148376,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthWesternAsia,9.0+,Rooms,
2016,geoId/3673000,dcid:Median_Income_Household_ForeignBorn_PlaceOfBirthEasternAsia,"2,500-",InflationAdjustedUSD_CurrentYear,
2016,geoId/15009,dcid:Median_Earnings_Person_Male_ForeignBorn_PlaceOfBirthSouthCentralAsia,"250,000+",InflationAdjustedUSD_CurrentYear,
2016,geoId/15007,dcid:Median_Earnings_Person_Female_ForeignBorn_PlaceOfBirthSouthCentralAsia,"2,500-",InflationAdjustedUSD_CurrentYear,
2016,geoId/5148376,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthSouthCentralAsia,9.0+,Rooms,
2016,geoId/2463300,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthSouthEasternAsia,9.0+,Rooms,
2016,geoId/48339,dcid:Median_Earnings_Person_Male_ForeignBorn_PlaceOfBirthWesternAsia,"250,000+",InflationAdjustedUSD_CurrentYear,
2016,geoId/2426000,dcid:Median_Earnings_Person_Male_ForeignBorn_PlaceOfBirthWesternAsia,"250,000+",InflationAdjustedUSD_CurrentYear,
2016,geoId/06047,dcid:Median_Income_Household_ForeignBorn_PlaceOfBirthWesternAsia,"2,500-",InflationAdjustedUSD_CurrentYear,
2016,geoId/0473000,dcid:Median_Income_Household_ForeignBorn_PlaceOfBirthWesternAsia,"2,500-",InflationAdjustedUSD_CurrentYear,
2016,geoId/0655282,dcid:Median_Income_Household_ForeignBorn_PlaceOfBirthWesternAsia,"250,000+",InflationAdjustedUSD_CurrentYear,
2016,geoId/2537875,dcid:Median_Income_Household_ForeignBorn_PlaceOfBirthWesternAsia,"2,500-",InflationAdjustedUSD_CurrentYear,
2016,geoId/0650916,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthWesternAsia,9.0+,Rooms,
2016,geoId/0659514,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthWesternAsia,9.0+,Rooms,
2016,geoId/1342425,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthWesternAsia,9.0+,Rooms,
2016,geoId/2463300,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthWesternAsia,9.0+,Rooms,
2016,geoId/5148376,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthWesternAsia,9.0+,Rooms,
2017,geoId/1805860,dcid:Median_Income_Household_ForeignBorn_PlaceOfBirthEasternAsia,"2,500-",InflationAdjustedUSD_CurrentYear,
2017,geoId/3673000,dcid:Median_Income_Household_ForeignBorn_PlaceOfBirthEasternAsia,"2,500-",InflationAdjustedUSD_CurrentYear,
2017,geoId/15009,dcid:Median_Earnings_Person_Male_ForeignBorn_PlaceOfBirthSouthCentralAsia,"250,000+",InflationAdjustedUSD_CurrentYear,
2017,geoId/15007,dcid:Median_Earnings_Person_Female_ForeignBorn_PlaceOfBirthSouthCentralAsia,"2,500-",InflationAdjustedUSD_CurrentYear,
2017,geoId/0670280,dcid:Median_Income_Household_ForeignBorn_PlaceOfBirthSouthCentralAsia,"250,000+",InflationAdjustedUSD_CurrentYear,
2017,geoId/0673262,dcid:Median_Income_Household_ForeignBorn_PlaceOfBirthSouthCentralAsia,"250,000+",InflationAdjustedUSD_CurrentYear,
2017,geoId/5148376,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthSouthCentralAsia,9.0+,Rooms,
2017,geoId/3455770,dcid:Median_Income_Household_ForeignBorn_PlaceOfBirthSouthEasternAsia,"250,000+",InflationAdjustedUSD_CurrentYear,
2017,geoId/2463300,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthSouthEasternAsia,9.0+,Rooms,
2017,geoId/48339,dcid:Median_Earnings_Person_Male_ForeignBorn_PlaceOfBirthWesternAsia,"250,000+",InflationAdjustedUSD_CurrentYear,
2017,geoId/06047,dcid:Median_Income_Household_ForeignBorn_PlaceOfBirthWesternAsia,"2,500-",InflationAdjustedUSD_CurrentYear,
2017,geoId/0473000,dcid:Median_Income_Household_ForeignBorn_PlaceOfBirthWesternAsia,"2,500-",InflationAdjustedUSD_CurrentYear,
2017,geoId/2537875,dcid:Median_Income_Household_ForeignBorn_PlaceOfBirthWesternAsia,"2,500-",InflationAdjustedUSD_CurrentYear,
2017,geoId/4848804,dcid:Median_Income_Household_ForeignBorn_PlaceOfBirthWesternAsia,"250,000+",InflationAdjustedUSD_CurrentYear,
2017,geoId/0650076,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthWesternAsia,9.0+,Rooms,
2017,geoId/0650916,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthWesternAsia,9.0+,Rooms,
2017,geoId/0659514,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthWesternAsia,9.0+,Rooms,
2017,geoId/1342425,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthWesternAsia,9.0+,Rooms,
2017,geoId/1751622,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthWesternAsia,9.0+,Rooms,
2017,geoId/2463300,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthWesternAsia,9.0+,Rooms,
2017,geoId/5148376,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthWesternAsia,9.0+,Rooms,
2018,geoId/2463300,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthAsia,9.0+,Rooms,
2018,geoId/2463300,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthEasternAsia,9.0+,Rooms,
2018,geoId/15009,dcid:Median_Earnings_Person_Male_ForeignBorn_PlaceOfBirthSouthCentralAsia,"250,000+",InflationAdjustedUSD_CurrentYear,
2018,geoId/0670280,dcid:Median_Income_Household_ForeignBorn_PlaceOfBirthSouthCentralAsia,"250,000+",InflationAdjustedUSD_CurrentYear,
2018,geoId/0673262,dcid:Median_Income_Household_ForeignBorn_PlaceOfBirthSouthCentralAsia,"250,000+",InflationAdjustedUSD_CurrentYear,
2018,geoId/5148376,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthSouthCentralAsia,9.0+,Rooms,
2018,geoId/2463300,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthSouthEasternAsia,9.0+,Rooms,
2018,geoId/0473000,dcid:Median_Income_Household_ForeignBorn_PlaceOfBirthWesternAsia,"2,500-",InflationAdjustedUSD_CurrentYear,
2018,geoId/0670280,dcid:Median_Income_Household_ForeignBorn_PlaceOfBirthWesternAsia,"250,000+",InflationAdjustedUSD_CurrentYear,
2018,geoId/5361115,dcid:Median_Income_Household_ForeignBorn_PlaceOfBirthWesternAsia,"250,000+",InflationAdjustedUSD_CurrentYear,
2018,geoId/0659514,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthWesternAsia,9.0+,Rooms,
2018,geoId/1342425,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthWesternAsia,9.0+,Rooms,
2018,geoId/1751622,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthWesternAsia,9.0+,Rooms,
2018,geoId/2463300,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthWesternAsia,9.0+,Rooms,
2018,geoId/5148376,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthWesternAsia,9.0+,Rooms,
2019,geoId/15009,dcid:Median_Earnings_Person_Male_ForeignBorn_PlaceOfBirthSouthCentralAsia,"250,000+",InflationAdjustedUSD_CurrentYear,
2019,geoId/0655282,dcid:Median_Income_Household_ForeignBorn_PlaceOfBirthSouthCentralAsia,"250,000+",InflationAdjustedUSD_CurrentYear,
2019,geoId/0670280,dcid:Median_Income_Household_ForeignBorn_PlaceOfBirthSouthCentralAsia,"250,000+",InflationAdjustedUSD_CurrentYear,
2019,geoId/0673262,dcid:Median_Income_Household_ForeignBorn_PlaceOfBirthSouthCentralAsia,"250,000+",InflationAdjustedUSD_CurrentYear,
2019,geoId/1522700,dcid:Median_Income_Household_ForeignBorn_PlaceOfBirthSouthCentralAsia,"2,500-",InflationAdjustedUSD_CurrentYear,
2019,geoId/2535250,dcid:Median_Income_Household_ForeignBorn_PlaceOfBirthSouthCentralAsia,"250,000+",InflationAdjustedUSD_CurrentYear,
2019,geoId/5148376,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthSouthCentralAsia,9.0+,Rooms,
2019,geoId/1810342,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthSouthEasternAsia,9.0+,Rooms,
2019,geoId/2463300,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthSouthEasternAsia,9.0+,Rooms,
2019,geoId/4816612,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthSouthEasternAsia,9.0+,Rooms,
2019,geoId/5148376,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthSouthEasternAsia,9.0+,Rooms,
2019,geoId/15009,dcid:Median_Earnings_Person_Male_ForeignBorn_PlaceOfBirthWesternAsia,"250,000+",InflationAdjustedUSD_CurrentYear,
2019,geoId/29183,dcid:Median_Earnings_Person_Male_ForeignBorn_PlaceOfBirthWesternAsia,"250,000+",InflationAdjustedUSD_CurrentYear,
2019,geoId/39165,dcid:Median_Earnings_Person_Male_ForeignBorn_PlaceOfBirthWesternAsia,"250,000+",InflationAdjustedUSD_CurrentYear,
2019,geoId/3922694,dcid:Median_Earnings_Person_Male_ForeignBorn_PlaceOfBirthWesternAsia,"250,000+",InflationAdjustedUSD_CurrentYear,
2019,geoId/5361115,dcid:Median_Earnings_Person_Male_ForeignBorn_PlaceOfBirthWesternAsia,"250,000+",InflationAdjustedUSD_CurrentYear,
2019,geoId/0473000,dcid:Median_Income_Household_ForeignBorn_PlaceOfBirthWesternAsia,"2,500-",InflationAdjustedUSD_CurrentYear,
2019,geoId/0655282,dcid:Median_Income_Household_ForeignBorn_PlaceOfBirthWesternAsia,"250,000+",InflationAdjustedUSD_CurrentYear,
2019,geoId/0670280,dcid:Median_Income_Household_ForeignBorn_PlaceOfBirthWesternAsia,"250,000+",InflationAdjustedUSD_CurrentYear,
2019,geoId/0681204,dcid:Median_Income_Household_ForeignBorn_PlaceOfBirthWesternAsia,"250,000+",InflationAdjustedUSD_CurrentYear,
2019,geoId/3922694,dcid:Median_Income_Household_ForeignBorn_PlaceOfBirthWesternAsia,"250,000+",InflationAdjustedUSD_CurrentYear,
2019,geoId/5361115,dcid:Median_Income_Household_ForeignBorn_PlaceOfBirthWesternAsia,"250,000+",InflationAdjustedUSD_CurrentYear,
2019,geoId/08041,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthWesternAsia,9.0+,Rooms,
2019,geoId/0659514,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthWesternAsia,9.0+,Rooms,
2019,geoId/1751622,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthWesternAsia,9.0+,Rooms,
2019,geoId/1810342,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthWesternAsia,9.0+,Rooms,
2019,geoId/2463300,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthWesternAsia,9.0+,Rooms,
2019,geoId/5148376,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthWesternAsia,9.0+,Rooms,
2019,geoId/5361115,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthWesternAsia,9.0+,Rooms,
