observationAbout,observationDate,value,variableMeasured,unit,scalingFactor,#input
country/KEN,2020,8709,dcid:Count_CriminalActivities_Stealing,,,/usr/local/google/home/sumakaranam/data/statvar_imports/country/kenya/crimes/input/kenya_crimes_data.csv:9:7
country/KEN,2016,2440,dcid:Count_CriminalActivities_TheftByServant,,,/usr/local/google/home/sumakaranam/data/statvar_imports/country/kenya/crimes/input/kenya_crimes_data.csv:10:3
country/KEN,2017,2632,dcid:Count_CriminalActivities_TheftByServant,,,/usr/local/google/home/sumakaranam/data/statvar_imports/country/kenya/crimes/input/kenya_crimes_data.csv:10:4
country/KEN,2018,2477,dcid:Count_CriminalActivities_TheftByServant,,,/usr/local/google/home/sumakaranam/data/statvar_imports/country/kenya/crimes/input/kenya_crimes_data.csv:10:5
country/KEN,2019,2226,dcid:Count_CriminalActivities_TheftByServant,,,/usr/local/google/home/sumakaranam/data/statvar_imports/country/kenya/crimes/input/kenya_crimes_data.csv:10:6
country/KEN,2020,1467,dcid:Count_CriminalActivities_TheftByServant,,,/usr/local/google/home/sumakaranam/data/statvar_imports/country/kenya/crimes/input/kenya_crimes_data.csv:10:7
country/KEN,2016,1355,dcid:Count_CriminalActivities_TheftOfMotorVehicleOrOtherTheft,,,/usr/local/google/home/sumakaranam/data/statvar_imports/country/kenya/crimes/input/kenya_crimes_data.csv:11:3
country/KEN,2017,1404,dcid:Count_CriminalActivities_TheftOfMotorVehicleOrOtherTheft,,,/usr/local/google/home/sumakaranam/data/statvar_imports/country/kenya/crimes/input/kenya_crimes_data.csv:11:4
country/KEN,2018,1370,dcid:Count_CriminalActivities_TheftOfMotorVehicleOrOtherTheft,,,/usr/local/google/home/sumakaranam/data/statvar_imports/country/kenya/crimes/input/kenya_crimes_data.csv:11:5
country/KEN,2019,1298,dcid:Count_CriminalActivities_TheftOfMotorVehicleOrOtherTheft,,,/usr/local/google/home/sumakaranam/data/statvar_imports/country/kenya/crimes/input/kenya_crimes_data.csv:11:6
country/KEN,2020,1031,dcid:Count_CriminalActivities_TheftOfMotorVehicleOrOtherTheft,,,/usr/local/google/home/sumakaranam/data/statvar_imports/country/kenya/crimes/input/kenya_crimes_data.csv:11:7
country/KEN,2016,6160,dcid:Count_CriminalActivities_DangerousDrugs,,,/usr/local/google/home/sumakaranam/data/statvar_imports/country/kenya/crimes/input/kenya_crimes_data.csv:12:3
country/KEN,2017,5565,dcid:Count_CriminalActivities_DangerousDrugs,,,/usr/local/google/home/sumakaranam/data/statvar_imports/country/kenya/crimes/input/kenya_crimes_data.csv:12:4
country/KEN,2018,8021,dcid:Count_CriminalActivities_DangerousDrugs,,,/usr/local/google/home/sumakaranam/data/statvar_imports/country/kenya/crimes/input/kenya_crimes_data.csv:12:5
country/KEN,2019,8011,dcid:Count_CriminalActivities_DangerousDrugs,,,/usr/local/google/home/sumakaranam/data/statvar_imports/country/kenya/crimes/input/kenya_crimes_data.csv:12:6
country/KEN,2020,4477,dcid:Count_CriminalActivities_DangerousDrugs,,,/usr/local/google/home/sumakaranam/data/statvar_imports/country/kenya/crimes/input/kenya_crimes_data.csv:12:7
country/KEN,2016,139,dcid:Count_CriminalActivities_TrafficOffences,,,/usr/local/google/home/sumakaranam/data/statvar_imports/country/kenya/crimes/input/kenya_crimes_data.csv:13:3
country/KEN,2017,69,dcid:Count_CriminalActivities_TrafficOffences,,,/usr/local/google/home/sumakaranam/data/statvar_imports/country/kenya/crimes/input/kenya_crimes_data.csv:13:4
country/KEN,2018,213,dcid:Count_CriminalActivities_TrafficOffences,,,/usr/local/google/home/sumakaranam/data/statvar_imports/country/kenya/crimes/input/kenya_crimes_data.csv:13:5
country/KEN,2019,341,dcid:Count_CriminalActivities_TrafficOffences,,,/usr/local/google/home/sumakaranam/data/statvar_imports/country/kenya/crimes/input/kenya_crimes_data.csv:13:6
country/KEN,2020,186,dcid:Count_CriminalActivities_TrafficOffences,,,/usr/local/google/home/sumakaranam/data/statvar_imports/country/kenya/crimes/input/kenya_crimes_data.csv:13:7
country/KEN,2016,4307,dcid:Count_CriminalActivities_CriminalDamage,,,/usr/local/google/home/sumakaranam/data/statvar_imports/country/kenya/crimes/input/kenya_crimes_data.csv:14:3
country/KEN,2017,4262,dcid:Count_CriminalActivities_CriminalDamage,,,/usr/local/google/home/sumakaranam/data/statvar_imports/country/kenya/crimes/input/kenya_crimes_data.csv:14:4
country/KEN,2018,4783,dcid:Count_CriminalActivities_CriminalDamage,,,/usr/local/google/home/sumakaranam/data/statvar_imports/country/kenya/crimes/input/kenya_crimes_data.csv:14:5
country/KEN,2019,4852,dcid:Count_CriminalActivities_CriminalDamage,,,/usr/local/google/home/sumakaranam/data/statvar_imports/country/kenya/crimes/input/kenya_crimes_data.csv:14:6
country/KEN,2020,3530,dcid:Count_CriminalActivities_CriminalDamage,,,/usr/local/google/home/sumakaranam/data/statvar_imports/country/kenya/crimes/input/kenya_crimes_data.csv:14:7
country/KEN,2016,3503,dcid:Count_CriminalActivities_EconomicCrime,,,/usr/local/google/home/sumakaranam/data/statvar_imports/country/kenya/crimes/input/kenya_crimes_data.csv:15:3
country/KEN,2017,3695,dcid:Count_CriminalActivities_EconomicCrime,,,/usr/local/google/home/sumakaranam/data/statvar_imports/country/kenya/crimes/input/kenya_crimes_data.csv:15:4
country/KEN,2018,4100,dcid:Count_CriminalActivities_EconomicCrime,,,/usr/local/google/home/sumakaranam/data/statvar_imports/country/kenya/crimes/input/kenya_crimes_data.csv:15:5
country/KEN,2019,4786,dcid:Count_CriminalActivities_EconomicCrime,,,/usr/local/google/home/sumakaranam/data/statvar_imports/country/kenya/crimes/input/kenya_crimes_data.csv:15:6
country/KEN,2020,3488,dcid:Count_CriminalActivities_EconomicCrime,,,/usr/local/google/home/sumakaranam/data/statvar_imports/country/kenya/crimes/input/kenya_crimes_data.csv:15:7
country/KEN,2016,92,dcid:Count_CriminalActivities_CorruptionCrime,,,/usr/local/google/home/sumakaranam/data/statvar_imports/country/kenya/crimes/input/kenya_crimes_data.csv:16:3
country/KEN,2017,75,dcid:Count_CriminalActivities_CorruptionCrime,,,/usr/local/google/home/sumakaranam/data/statvar_imports/country/kenya/crimes/input/kenya_crimes_data.csv:16:4
country/KEN,2018,119,dcid:Count_CriminalActivities_CorruptionCrime,,,/usr/local/google/home/sumakaranam/data/statvar_imports/country/kenya/crimes/input/kenya_crimes_data.csv:16:5
country/KEN,2019,130,dcid:Count_CriminalActivities_CorruptionCrime,,,/usr/local/google/home/sumakaranam/data/statvar_imports/country/kenya/crimes/input/kenya_crimes_data.csv:16:6
country/KEN,2020,133,dcid:Count_CriminalActivities_CorruptionCrime,,,/usr/local/google/home/sumakaranam/data/statvar_imports/country/kenya/crimes/input/kenya_crimes_data.csv:16:7
country/KEN,2016,57,dcid:Offense_Count_CriminalActivities_CrimeInvolvingPoliceOfficers,,,/usr/local/google/home/sumakaranam/data/statvar_imports/country/kenya/crimes/input/kenya_crimes_data.csv:17:3
country/KEN,2017,86,dcid:Offense_Count_CriminalActivities_CrimeInvolvingPoliceOfficers,,,/usr/local/google/home/sumakaranam/data/statvar_imports/country/kenya/crimes/input/kenya_crimes_data.csv:17:4
country/KEN,2018,174,dcid:Offense_Count_CriminalActivities_CrimeInvolvingPoliceOfficers,,,/usr/local/google/home/sumakaranam/data/statvar_imports/country/kenya/crimes/input/kenya_crimes_data.csv:17:5
country/KEN,2019,77,dcid:Offense_Count_CriminalActivities_CrimeInvolvingPoliceOfficers,,,/usr/local/google/home/sumakaranam/data/statvar_imports/country/kenya/crimes/input/kenya_crimes_data.csv:17:6
country/KEN,2020,64,dcid:Offense_Count_CriminalActivities_CrimeInvolvingPoliceOfficers,,,/usr/local/google/home/sumakaranam/data/statvar_imports/country/kenya/crimes/input/kenya_crimes_data.csv:17:7
country/KEN,2016,15,dcid:Offense_Count_CriminalActivities_CrimeInvolvingTourists,,,/usr/local/google/home/sumakaranam/data/statvar_imports/country/kenya/crimes/input/kenya_crimes_data.csv:18:3
country/KEN,2017,15,dcid:Offense_Count_CriminalActivities_CrimeInvolvingTourists,,,/usr/local/google/home/sumakaranam/data/statvar_imports/country/kenya/crimes/input/kenya_crimes_data.csv:18:4
country/KEN,2018,93,dcid:Offense_Count_CriminalActivities_CrimeInvolvingTourists,,,/usr/local/google/home/sumakaranam/data/statvar_imports/country/kenya/crimes/input/kenya_crimes_data.csv:18:5
country/KEN,2019,48,dcid:Offense_Count_CriminalActivities_CrimeInvolvingTourists,,,/usr/local/google/home/sumakaranam/data/statvar_imports/country/kenya/crimes/input/kenya_crimes_data.csv:18:6
country/KEN,2020,26,dcid:Offense_Count_CriminalActivities_CrimeInvolvingTourists,,,/usr/local/google/home/sumakaranam/data/statvar_imports/country/kenya/crimes/input/kenya_crimes_data.csv:18:7
country/KEN,2016,7047,dcid:Count_CriminalActivities_KENOtherPenalCodeOffence,,,/usr/local/google/home/sumakaranam/data/statvar_imports/country/kenya/crimes/input/kenya_crimes_data.csv:19:3
country/KEN,2017,6772,dcid:Count_CriminalActivities_KENOtherPenalCodeOffence,,,/usr/local/google/home/sumakaranam/data/statvar_imports/country/kenya/crimes/input/kenya_crimes_data.csv:19:4
country/KEN,2018,7953,dcid:Count_CriminalActivities_KENOtherPenalCodeOffence,,,/usr/local/google/home/sumakaranam/data/statvar_imports/country/kenya/crimes/input/kenya_crimes_data.csv:19:5
country/KEN,2019,8674,dcid:Count_CriminalActivities_KENOtherPenalCodeOffence,,,/usr/local/google/home/sumakaranam/data/statvar_imports/country/kenya/crimes/input/kenya_crimes_data.csv:19:6
country/KEN,2020,6790,dcid:Count_CriminalActivities_KENOtherPenalCodeOffence,,,/usr/local/google/home/sumakaranam/data/statvar_imports/country/kenya/crimes/input/kenya_crimes_data.csv:19:7
