observationAbout,observationDate,value,variableMeasured,#input
dcid:wikidataId/Q191792,2019,778,dcid:Count_Person_35To39Years_LaborUnderutilized_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/labour_underutilization_by_region_gender_and_agegroup.csv:5:15
dcid:wikidataId/Q191792,2020,1153,dcid:Count_Person_35To39Years_LaborUnderutilized_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/labour_underutilization_by_region_gender_and_agegroup.csv:5:16
dcid:wikidataId/Q191792,2021,720,dcid:Count_Person_35To39Years_LaborUnderutilized_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/labour_underutilization_by_region_gender_and_agegroup.csv:5:17
dcid:wikidataId/Q191792,2022,144,dcid:Count_Person_35To39Years_LaborUnderutilized_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/labour_underutilization_by_region_gender_and_agegroup.csv:5:18
dcid:wikidataId/Q191792,2023,384,dcid:Count_Person_35To39Years_LaborUnderutilized_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/labour_underutilization_by_region_gender_and_agegroup.csv:5:19
dcid:wikidataId/Q191792,2024,911.04788,dcid:Count_Person_35To39Years_LaborUnderutilized_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/labour_underutilization_by_region_gender_and_agegroup.csv:5:20
dcid:wikidataId/Q191792,2019,2013,dcid:Count_Person_40To44Years_LaborUnderutilized,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/labour_underutilization_by_region_gender_and_agegroup.csv:6:15
dcid:wikidataId/Q191792,2020,1685,dcid:Count_Person_40To44Years_LaborUnderutilized,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/labour_underutilization_by_region_gender_and_agegroup.csv:6:16
dcid:wikidataId/Q191792,2021,1382,dcid:Count_Person_40To44Years_LaborUnderutilized,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/labour_underutilization_by_region_gender_and_agegroup.csv:6:17
dcid:wikidataId/Q191792,2022,769,dcid:Count_Person_40To44Years_LaborUnderutilized,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/labour_underutilization_by_region_gender_and_agegroup.csv:6:18
dcid:wikidataId/Q191792,2023,1122,dcid:Count_Person_40To44Years_LaborUnderutilized,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/labour_underutilization_by_region_gender_and_agegroup.csv:6:19
dcid:wikidataId/Q191792,2024,984.13321,dcid:Count_Person_40To44Years_LaborUnderutilized,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/labour_underutilization_by_region_gender_and_agegroup.csv:6:20
dcid:wikidataId/Q191792,2019,1159,dcid:Count_Person_40To44Years_LaborUnderutilized_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/labour_underutilization_by_region_gender_and_agegroup.csv:7:15
dcid:wikidataId/Q191792,2020,647,dcid:Count_Person_40To44Years_LaborUnderutilized_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/labour_underutilization_by_region_gender_and_agegroup.csv:7:16
dcid:wikidataId/Q191792,2021,566,dcid:Count_Person_40To44Years_LaborUnderutilized_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/labour_underutilization_by_region_gender_and_agegroup.csv:7:17
dcid:wikidataId/Q191792,2022,264,dcid:Count_Person_40To44Years_LaborUnderutilized_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/labour_underutilization_by_region_gender_and_agegroup.csv:7:18
dcid:wikidataId/Q191792,2023,288,dcid:Count_Person_40To44Years_LaborUnderutilized_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/labour_underutilization_by_region_gender_and_agegroup.csv:7:19
dcid:wikidataId/Q191792,2024,209.69687,dcid:Count_Person_40To44Years_LaborUnderutilized_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/labour_underutilization_by_region_gender_and_agegroup.csv:7:20
dcid:wikidataId/Q191792,2019,854,dcid:Count_Person_40To44Years_LaborUnderutilized_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/labour_underutilization_by_region_gender_and_agegroup.csv:8:15
dcid:wikidataId/Q191792,2020,1038,dcid:Count_Person_40To44Years_LaborUnderutilized_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/labour_underutilization_by_region_gender_and_agegroup.csv:8:16
dcid:wikidataId/Q191792,2021,816,dcid:Count_Person_40To44Years_LaborUnderutilized_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/labour_underutilization_by_region_gender_and_agegroup.csv:8:17
dcid:wikidataId/Q191792,2022,505,dcid:Count_Person_40To44Years_LaborUnderutilized_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/labour_underutilization_by_region_gender_and_agegroup.csv:8:18
dcid:wikidataId/Q191792,2023,834,dcid:Count_Person_40To44Years_LaborUnderutilized_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/labour_underutilization_by_region_gender_and_agegroup.csv:8:19
dcid:wikidataId/Q191792,2024,774.43634,dcid:Count_Person_40To44Years_LaborUnderutilized_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/labour_underutilization_by_region_gender_and_agegroup.csv:8:20
dcid:wikidataId/Q191792,2019,1452,dcid:Count_Person_45To49Years_LaborUnderutilized,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/labour_underutilization_by_region_gender_and_agegroup.csv:9:15
dcid:wikidataId/Q191792,2020,950,dcid:Count_Person_45To49Years_LaborUnderutilized,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/labour_underutilization_by_region_gender_and_agegroup.csv:9:16
dcid:wikidataId/Q191792,2021,1155,dcid:Count_Person_45To49Years_LaborUnderutilized,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/labour_underutilization_by_region_gender_and_agegroup.csv:9:17
dcid:wikidataId/Q191792,2022,579,dcid:Count_Person_45To49Years_LaborUnderutilized,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/labour_underutilization_by_region_gender_and_agegroup.csv:9:18
dcid:wikidataId/Q191792,2023,411,dcid:Count_Person_45To49Years_LaborUnderutilized,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/labour_underutilization_by_region_gender_and_agegroup.csv:9:19
dcid:wikidataId/Q191792,2024,373.25355,dcid:Count_Person_45To49Years_LaborUnderutilized,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/labour_underutilization_by_region_gender_and_agegroup.csv:9:20
dcid:wikidataId/Q191792,2019,765,dcid:Count_Person_45To49Years_LaborUnderutilized_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/labour_underutilization_by_region_gender_and_agegroup.csv:10:15
dcid:wikidataId/Q191792,2020,358,dcid:Count_Person_45To49Years_LaborUnderutilized_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/labour_underutilization_by_region_gender_and_agegroup.csv:10:16
dcid:wikidataId/Q191792,2021,327,dcid:Count_Person_45To49Years_LaborUnderutilized_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/labour_underutilization_by_region_gender_and_agegroup.csv:10:17
dcid:wikidataId/Q191792,2022,295,dcid:Count_Person_45To49Years_LaborUnderutilized_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/labour_underutilization_by_region_gender_and_agegroup.csv:10:18
dcid:wikidataId/Q191792,2023,322,dcid:Count_Person_45To49Years_LaborUnderutilized_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/labour_underutilization_by_region_gender_and_agegroup.csv:10:19
dcid:wikidataId/Q191792,2024,149.79824,dcid:Count_Person_45To49Years_LaborUnderutilized_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/labour_underutilization_by_region_gender_and_agegroup.csv:10:20
dcid:wikidataId/Q191792,2019,687,dcid:Count_Person_45To49Years_LaborUnderutilized_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/labour_underutilization_by_region_gender_and_agegroup.csv:11:15
dcid:wikidataId/Q191792,2020,592,dcid:Count_Person_45To49Years_LaborUnderutilized_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/labour_underutilization_by_region_gender_and_agegroup.csv:11:16
dcid:wikidataId/Q191792,2021,829,dcid:Count_Person_45To49Years_LaborUnderutilized_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/labour_underutilization_by_region_gender_and_agegroup.csv:11:17
dcid:wikidataId/Q191792,2022,284,dcid:Count_Person_45To49Years_LaborUnderutilized_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/labour_underutilization_by_region_gender_and_agegroup.csv:11:18
dcid:wikidataId/Q191792,2023,89,dcid:Count_Person_45To49Years_LaborUnderutilized_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/labour_underutilization_by_region_gender_and_agegroup.csv:11:19
dcid:wikidataId/Q191792,2024,223.45531,dcid:Count_Person_45To49Years_LaborUnderutilized_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/labour_underutilization_by_region_gender_and_agegroup.csv:11:20
dcid:wikidataId/Q191792,2019,1356,dcid:Count_Person_50To54Years_LaborUnderutilized,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/labour_underutilization_by_region_gender_and_agegroup.csv:12:15
dcid:wikidataId/Q191792,2020,803,dcid:Count_Person_50To54Years_LaborUnderutilized,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/labour_underutilization_by_region_gender_and_agegroup.csv:12:16
dcid:wikidataId/Q191792,2021,852,dcid:Count_Person_50To54Years_LaborUnderutilized,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/labour_underutilization_by_region_gender_and_agegroup.csv:12:17
dcid:wikidataId/Q191792,2022,665,dcid:Count_Person_50To54Years_LaborUnderutilized,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/labour_underutilization_by_region_gender_and_agegroup.csv:12:18
dcid:wikidataId/Q191792,2023,273,dcid:Count_Person_50To54Years_LaborUnderutilized,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/labour_underutilization_by_region_gender_and_agegroup.csv:12:19
dcid:wikidataId/Q191792,2024,504.32755,dcid:Count_Person_50To54Years_LaborUnderutilized,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/labour_underutilization_by_region_gender_and_agegroup.csv:12:20
dcid:wikidataId/Q191792,2019,599,dcid:Count_Person_50To54Years_LaborUnderutilized_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/labour_underutilization_by_region_gender_and_agegroup.csv:13:15
dcid:wikidataId/Q191792,2020,476,dcid:Count_Person_50To54Years_LaborUnderutilized_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/labour_underutilization_by_region_gender_and_agegroup.csv:13:16
dcid:wikidataId/Q191792,2021,483,dcid:Count_Person_50To54Years_LaborUnderutilized_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/labour_underutilization_by_region_gender_and_agegroup.csv:13:17
dcid:wikidataId/Q191792,2022,352,dcid:Count_Person_50To54Years_LaborUnderutilized_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/labour_underutilization_by_region_gender_and_agegroup.csv:13:18
dcid:wikidataId/Q191792,2023,164,dcid:Count_Person_50To54Years_LaborUnderutilized_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/labour_underutilization_by_region_gender_and_agegroup.csv:13:19
dcid:wikidataId/Q191792,2024,402.88602,dcid:Count_Person_50To54Years_LaborUnderutilized_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/labour_underutilization_by_region_gender_and_agegroup.csv:13:20
dcid:wikidataId/Q191792,2019,757,dcid:Count_Person_50To54Years_LaborUnderutilized_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/labour_underutilization_by_region_gender_and_agegroup.csv:14:15
dcid:wikidataId/Q191792,2020,327,dcid:Count_Person_50To54Years_LaborUnderutilized_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/labour_underutilization_by_region_gender_and_agegroup.csv:14:16
dcid:wikidataId/Q191792,2021,369,dcid:Count_Person_50To54Years_LaborUnderutilized_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/labour_underutilization_by_region_gender_and_agegroup.csv:14:17
dcid:wikidataId/Q191792,2022,313,dcid:Count_Person_50To54Years_LaborUnderutilized_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/labour_underutilization_by_region_gender_and_agegroup.csv:14:18
dcid:wikidataId/Q191792,2023,110,dcid:Count_Person_50To54Years_LaborUnderutilized_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/labour_underutilization_by_region_gender_and_agegroup.csv:14:19
dcid:wikidataId/Q191792,2024,101.44152,dcid:Count_Person_50To54Years_LaborUnderutilized_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/labour_underutilization_by_region_gender_and_agegroup.csv:14:20
dcid:wikidataId/Q191792,2019,1271,dcid:Count_Person_55To59Years_LaborUnderutilized,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/labour_underutilization_by_region_gender_and_agegroup.csv:15:15
dcid:wikidataId/Q191792,2020,143,dcid:Count_Person_55To59Years_LaborUnderutilized,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/labour_underutilization_by_region_gender_and_agegroup.csv:15:16
dcid:wikidataId/Q191792,2021,298,dcid:Count_Person_55To59Years_LaborUnderutilized,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/labour_underutilization_by_region_gender_and_agegroup.csv:15:17
dcid:wikidataId/Q191792,2022,518,dcid:Count_Person_55To59Years_LaborUnderutilized,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/labour_underutilization_by_region_gender_and_agegroup.csv:15:18
dcid:wikidataId/Q191792,2023,326,dcid:Count_Person_55To59Years_LaborUnderutilized,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/labour_underutilization_by_region_gender_and_agegroup.csv:15:19
dcid:wikidataId/Q191792,2024,156.33075,dcid:Count_Person_55To59Years_LaborUnderutilized,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/labour_underutilization_by_region_gender_and_agegroup.csv:15:20
dcid:wikidataId/Q191792,2019,804,dcid:Count_Person_55To59Years_LaborUnderutilized_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/labour_underutilization_by_region_gender_and_agegroup.csv:16:15
dcid:wikidataId/Q191792,2020,55,dcid:Count_Person_55To59Years_LaborUnderutilized_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/labour_underutilization_by_region_gender_and_agegroup.csv:16:16
dcid:wikidataId/Q191792,2021,165,dcid:Count_Person_55To59Years_LaborUnderutilized_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/labour_underutilization_by_region_gender_and_agegroup.csv:16:17
dcid:wikidataId/Q191792,2022,419,dcid:Count_Person_55To59Years_LaborUnderutilized_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/labour_underutilization_by_region_gender_and_agegroup.csv:16:18
dcid:wikidataId/Q191792,2023,117,dcid:Count_Person_55To59Years_LaborUnderutilized_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/labour_underutilization_by_region_gender_and_agegroup.csv:16:19
dcid:wikidataId/Q191792,2024,53.25937,dcid:Count_Person_55To59Years_LaborUnderutilized_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/labour_underutilization_by_region_gender_and_agegroup.csv:16:20
dcid:wikidataId/Q191792,2019,467,dcid:Count_Person_55To59Years_LaborUnderutilized_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/labour_underutilization_by_region_gender_and_agegroup.csv:17:15
dcid:wikidataId/Q191792,2020,88,dcid:Count_Person_55To59Years_LaborUnderutilized_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/labour_underutilization_by_region_gender_and_agegroup.csv:17:16
dcid:wikidataId/Q191792,2021,134,dcid:Count_Person_55To59Years_LaborUnderutilized_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/labour_underutilization_by_region_gender_and_agegroup.csv:17:17
dcid:wikidataId/Q191792,2022,99,dcid:Count_Person_55To59Years_LaborUnderutilized_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/labour_underutilization_by_region_gender_and_agegroup.csv:17:18
dcid:wikidataId/Q191792,2023,209,dcid:Count_Person_55To59Years_LaborUnderutilized_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/labour_underutilization_by_region_gender_and_agegroup.csv:17:19
dcid:wikidataId/Q191792,2024,103.07139,dcid:Count_Person_55To59Years_LaborUnderutilized_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/labour_underutilization_by_region_gender_and_agegroup.csv:17:20
