census_location_id,TRU,columnName,Value,StatisticalVariable,Year,Region
COI2011-00-000-00000-000000-0000-000000,Rural,P_LIT,82020322,Count_Person_ScheduleCaste_Rural,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Urban,P_LIT,31739675,Count_Person_ScheduleCaste_Urban,2011,dcid:country/IND
COI2011-01-000-00000-000000-0000-000000,Total,P_LIT,560104,Count_Person_ScheduleCaste,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Rural,P_LIT,439172,Count_Person_ScheduleCaste_Rural,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Urban,P_LIT,120932,Count_Person_ScheduleCaste_Urban,2011,dcid:wikidataId/Q66278313
COI2011-00-000-00000-000000-0000-000000,Total,M_LIT,66476964,Count_Person_ScheduleCaste_Male,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Rural,M_LIT,48672196,Count_Person_ScheduleCaste_Rural_Male,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Urban,M_LIT,17804768,Count_Person_ScheduleCaste_Urban_Male,2011,dcid:country/IND
COI2011-01-000-00000-000000-0000-000000,Total,M_LIT,329481,Count_Person_ScheduleCaste_Male,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Rural,M_LIT,258977,Count_Person_ScheduleCaste_Rural_Male,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Urban,M_LIT,70504,Count_Person_ScheduleCaste_Urban_Male,2011,dcid:wikidataId/Q66278313
COI2011-00-000-00000-000000-0000-000000,Total,F_LIT,47283033,Count_Person_ScheduleCaste_Female,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Rural,F_LIT,33348126,Count_Person_ScheduleCaste_Rural_Female,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Urban,F_LIT,13934907,Count_Person_ScheduleCaste_Urban_Female,2011,dcid:country/IND
COI2011-01-000-00000-000000-0000-000000,Total,F_LIT,230623,Count_Person_ScheduleCaste_Female,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Rural,F_LIT,180195,Count_Person_ScheduleCaste_Rural_Female,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Urban,F_LIT,50428,Count_Person_ScheduleCaste_Urban_Female,2011,dcid:wikidataId/Q66278313
COI2011-00-000-00000-000000-0000-000000,Total,P_ILL,87618375,Count_Person_ScheduleCaste,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Rural,P_ILL,71830526,Count_Person_ScheduleCaste_Rural,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Urban,P_ILL,15787849,Count_Person_ScheduleCaste_Urban,2011,dcid:country/IND
COI2011-01-000-00000-000000-0000-000000,Total,P_ILL,364887,Count_Person_ScheduleCaste,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Rural,P_ILL,311854,Count_Person_ScheduleCaste_Rural,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Urban,P_ILL,53033,Count_Person_ScheduleCaste_Urban,2011,dcid:wikidataId/Q66278313
COI2011-00-000-00000-000000-0000-000000,Total,M_ILL,37058350,Count_Person_ScheduleCaste_Male,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Rural,M_ILL,30446091,Count_Person_ScheduleCaste_Rural_Male,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Urban,M_ILL,6612259,Count_Person_ScheduleCaste_Urban_Male,2011,dcid:country/IND
COI2011-01-000-00000-000000-0000-000000,Total,M_ILL,156751,Count_Person_ScheduleCaste_Male,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Rural,M_ILL,134004,Count_Person_ScheduleCaste_Rural_Male,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Urban,M_ILL,22747,Count_Person_ScheduleCaste_Urban_Male,2011,dcid:wikidataId/Q66278313
COI2011-00-000-00000-000000-0000-000000,Total,F_ILL,50560025,Count_Person_ScheduleCaste_Female,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Rural,F_ILL,41384435,Count_Person_ScheduleCaste_Rural_Female,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Urban,F_ILL,9175590,Count_Person_ScheduleCaste_Urban_Female,2011,dcid:country/IND
COI2011-01-000-00000-000000-0000-000000,Total,F_ILL,208136,Count_Person_ScheduleCaste_Female,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Rural,F_ILL,177850,Count_Person_ScheduleCaste_Rural_Female,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Urban,F_ILL,30286,Count_Person_ScheduleCaste_Urban_Female,2011,dcid:wikidataId/Q66278313
COI2011-00-000-00000-000000-0000-000000,Total,TOT_WORK_P,82304752,Count_Person_ScheduleCaste_Workers,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Rural,TOT_WORK_P,65227694,Count_Person_ScheduleCaste_Workers_Rural,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Urban,TOT_WORK_P,17077058,Count_Person_ScheduleCaste_Workers_Urban,2011,dcid:country/IND
COI2011-01-000-00000-000000-0000-000000,Total,TOT_WORK_P,320457,Count_Person_ScheduleCaste_Workers,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Rural,TOT_WORK_P,263002,Count_Person_ScheduleCaste_Workers_Rural,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Urban,TOT_WORK_P,57455,Count_Person_ScheduleCaste_Workers_Urban,2011,dcid:wikidataId/Q66278313
COI2011-00-000-00000-000000-0000-000000,Total,TOT_WORK_M,54619873,Count_Person_ScheduleCaste_Workers_Male,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Rural,TOT_WORK_M,41826809,Count_Person_ScheduleCaste_Workers_Rural_Male,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Urban,TOT_WORK_M,12793064,Count_Person_ScheduleCaste_Workers_Urban_Male,2011,dcid:country/IND
COI2011-01-000-00000-000000-0000-000000,Total,TOT_WORK_M,247534,Count_Person_ScheduleCaste_Workers_Male,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Rural,TOT_WORK_M,198278,Count_Person_ScheduleCaste_Workers_Rural_Male,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Urban,TOT_WORK_M,49256,Count_Person_ScheduleCaste_Workers_Urban_Male,2011,dcid:wikidataId/Q66278313
COI2011-00-000-00000-000000-0000-000000,Total,TOT_WORK_F,27684879,Count_Person_ScheduleCaste_Workers_Female,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Rural,TOT_WORK_F,23400885,Count_Person_ScheduleCaste_Workers_Rural_Female,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Urban,TOT_WORK_F,4283994,Count_Person_ScheduleCaste_Workers_Urban_Female,2011,dcid:country/IND
COI2011-01-000-00000-000000-0000-000000,Total,TOT_WORK_F,72923,Count_Person_ScheduleCaste_Workers_Female,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Rural,TOT_WORK_F,64724,Count_Person_ScheduleCaste_Workers_Rural_Female,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Urban,TOT_WORK_F,8199,Count_Person_ScheduleCaste_Workers_Urban_Female,2011,dcid:wikidataId/Q66278313
COI2011-00-000-00000-000000-0000-000000,Total,MAINWORK_P,58183481,Count_Person_ScheduleCaste_MainWorkers,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Rural,MAINWORK_P,43830747,Count_Person_ScheduleCaste_MainWorkers_Rural,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Urban,MAINWORK_P,14352734,Count_Person_ScheduleCaste_MainWorkers_Urban,2011,dcid:country/IND
COI2011-01-000-00000-000000-0000-000000,Total,MAINWORK_P,206467,Count_Person_ScheduleCaste_MainWorkers,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Rural,MAINWORK_P,159458,Count_Person_ScheduleCaste_MainWorkers_Rural,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Urban,MAINWORK_P,47009,Count_Person_ScheduleCaste_MainWorkers_Urban,2011,dcid:wikidataId/Q66278313
COI2011-00-000-00000-000000-0000-000000,Total,MAINWORK_M,42249359,Count_Person_ScheduleCaste_MainWorkers_Male,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Rural,MAINWORK_M,31115647,Count_Person_ScheduleCaste_MainWorkers_Rural_Male,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Urban,MAINWORK_M,11133712,Count_Person_ScheduleCaste_MainWorkers_Urban_Male,2011,dcid:country/IND
COI2011-01-000-00000-000000-0000-000000,Total,MAINWORK_M,180759,Count_Person_ScheduleCaste_MainWorkers_Male,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Rural,MAINWORK_M,139242,Count_Person_ScheduleCaste_MainWorkers_Rural_Male,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Urban,MAINWORK_M,41517,Count_Person_ScheduleCaste_MainWorkers_Urban_Male,2011,dcid:wikidataId/Q66278313
COI2011-00-000-00000-000000-0000-000000,Total,MAINWORK_F,15934122,Count_Person_ScheduleCaste_MainWorkers_Female,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Rural,MAINWORK_F,12715100,Count_Person_ScheduleCaste_MainWorkers_Rural_Female,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Urban,MAINWORK_F,3219022,Count_Person_ScheduleCaste_MainWorkers_Urban_Female,2011,dcid:country/IND
COI2011-01-000-00000-000000-0000-000000,Total,MAINWORK_F,25708,Count_Person_ScheduleCaste_MainWorkers_Female,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Rural,MAINWORK_F,20216,Count_Person_ScheduleCaste_MainWorkers_Rural_Female,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Urban,MAINWORK_F,5492,Count_Person_ScheduleCaste_MainWorkers_Urban_Female,2011,dcid:wikidataId/Q66278313
COI2011-00-000-00000-000000-0000-000000,Total,MAIN_CL_P,9557368,Count_Person_ScheduleCaste_MainWorkers_Cultivators,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Rural,MAIN_CL_P,9326180,Count_Person_ScheduleCaste_MainWorkers_Cultivators_Rural,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Urban,MAIN_CL_P,231188,Count_Person_ScheduleCaste_MainWorkers_Cultivators_Urban,2011,dcid:country/IND
COI2011-01-000-00000-000000-0000-000000,Total,MAIN_CL_P,57859,Count_Person_ScheduleCaste_MainWorkers_Cultivators,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Rural,MAIN_CL_P,56286,Count_Person_ScheduleCaste_MainWorkers_Cultivators_Rural,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Urban,MAIN_CL_P,1573,Count_Person_ScheduleCaste_MainWorkers_Cultivators_Urban,2011,dcid:wikidataId/Q66278313
COI2011-00-000-00000-000000-0000-000000,Total,MAIN_CL_M,7345209,Count_Person_ScheduleCaste_MainWorkers_Cultivators_Male,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Rural,MAIN_CL_M,7160807,Count_Person_ScheduleCaste_MainWorkers_Cultivators_Rural_Male,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Urban,MAIN_CL_M,184402,Count_Person_ScheduleCaste_MainWorkers_Cultivators_Urban_Male,2011,dcid:country/IND
COI2011-01-000-00000-000000-0000-000000,Total,MAIN_CL_M,48215,Count_Person_ScheduleCaste_MainWorkers_Cultivators_Male,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Rural,MAIN_CL_M,46918,Count_Person_ScheduleCaste_MainWorkers_Cultivators_Rural_Male,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Urban,MAIN_CL_M,1297,Count_Person_ScheduleCaste_MainWorkers_Cultivators_Urban_Male,2011,dcid:wikidataId/Q66278313
COI2011-00-000-00000-000000-0000-000000,Total,MAIN_CL_F,2212159,Count_Person_ScheduleCaste_MainWorkers_Cultivators_Female,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Rural,MAIN_CL_F,2165373,Count_Person_ScheduleCaste_MainWorkers_Cultivators_Rural_Female,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Urban,MAIN_CL_F,46786,Count_Person_ScheduleCaste_MainWorkers_Cultivators_Urban_Female,2011,dcid:country/IND
COI2011-01-000-00000-000000-0000-000000,Total,MAIN_CL_F,9644,Count_Person_ScheduleCaste_MainWorkers_Cultivators_Female,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Rural,MAIN_CL_F,9368,Count_Person_ScheduleCaste_MainWorkers_Cultivators_Rural_Female,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Urban,MAIN_CL_F,276,Count_Person_ScheduleCaste_MainWorkers_Cultivators_Urban_Female,2011,dcid:wikidataId/Q66278313
COI2011-00-000-00000-000000-0000-000000,Total,MAIN_AL_P,23399677,Count_Person_ScheduleCaste_MainWorkers_AgriculturalLabourers,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Rural,MAIN_AL_P,22138854,Count_Person_ScheduleCaste_MainWorkers_AgriculturalLabourers_Rural,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Urban,MAIN_AL_P,1260823,Count_Person_ScheduleCaste_MainWorkers_AgriculturalLabourers_Urban,2011,dcid:country/IND
COI2011-01-000-00000-000000-0000-000000,Total,MAIN_AL_P,15447,Count_Person_ScheduleCaste_MainWorkers_AgriculturalLabourers,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Rural,MAIN_AL_P,14242,Count_Person_ScheduleCaste_MainWorkers_AgriculturalLabourers_Rural,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Urban,MAIN_AL_P,1205,Count_Person_ScheduleCaste_MainWorkers_AgriculturalLabourers_Urban,2011,dcid:wikidataId/Q66278313
COI2011-00-000-00000-000000-0000-000000,Total,MAIN_AL_M,15262424,Count_Person_ScheduleCaste_MainWorkers_AgriculturalLabourers_Male,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Rural,MAIN_AL_M,14434898,Count_Person_ScheduleCaste_MainWorkers_AgriculturalLabourers_Rural_Male,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Urban,MAIN_AL_M,827526,Count_Person_ScheduleCaste_MainWorkers_AgriculturalLabourers_Urban_Male,2011,dcid:country/IND
COI2011-01-000-00000-000000-0000-000000,Total,MAIN_AL_M,13936,Count_Person_ScheduleCaste_MainWorkers_AgriculturalLabourers_Male,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Rural,MAIN_AL_M,12838,Count_Person_ScheduleCaste_MainWorkers_AgriculturalLabourers_Rural_Male,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Urban,MAIN_AL_M,1098,Count_Person_ScheduleCaste_MainWorkers_AgriculturalLabourers_Urban_Male,2011,dcid:wikidataId/Q66278313
COI2011-00-000-00000-000000-0000-000000,Total,MAIN_AL_F,8137253,Count_Person_ScheduleCaste_MainWorkers_AgriculturalLabourers_Female,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Rural,MAIN_AL_F,7703956,Count_Person_ScheduleCaste_MainWorkers_AgriculturalLabourers_Rural_Female,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Urban,MAIN_AL_F,433297,Count_Person_ScheduleCaste_MainWorkers_AgriculturalLabourers_Urban_Female,2011,dcid:country/IND
COI2011-01-000-00000-000000-0000-000000,Total,MAIN_AL_F,1511,Count_Person_ScheduleCaste_MainWorkers_AgriculturalLabourers_Female,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Rural,MAIN_AL_F,1404,Count_Person_ScheduleCaste_MainWorkers_AgriculturalLabourers_Rural_Female,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Urban,MAIN_AL_F,107,Count_Person_ScheduleCaste_MainWorkers_AgriculturalLabourers_Urban_Female,2011,dcid:wikidataId/Q66278313
COI2011-00-000-00000-000000-0000-000000,Total,MAIN_HH_P,1636961,Count_Person_ScheduleCaste_MainWorkers_HouseholdIndustries,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Rural,MAIN_HH_P,1124223,Count_Person_ScheduleCaste_MainWorkers_HouseholdIndustries_Rural,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Urban,MAIN_HH_P,512738,Count_Person_ScheduleCaste_MainWorkers_HouseholdIndustries_Urban,2011,dcid:country/IND
COI2011-01-000-00000-000000-0000-000000,Total,MAIN_HH_P,3019,Count_Person_ScheduleCaste_MainWorkers_HouseholdIndustries,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Rural,MAIN_HH_P,2518,Count_Person_ScheduleCaste_MainWorkers_HouseholdIndustries_Rural,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Urban,MAIN_HH_P,501,Count_Person_ScheduleCaste_MainWorkers_HouseholdIndustries_Urban,2011,dcid:wikidataId/Q66278313
COI2011-00-000-00000-000000-0000-000000,Total,MAIN_HH_M,938588,Count_Person_ScheduleCaste_MainWorkers_HouseholdIndustries_Male,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Rural,MAIN_HH_M,626511,Count_Person_ScheduleCaste_MainWorkers_HouseholdIndustries_Rural_Male,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Urban,MAIN_HH_M,312077,Count_Person_ScheduleCaste_MainWorkers_HouseholdIndustries_Urban_Male,2011,dcid:country/IND
COI2011-01-000-00000-000000-0000-000000,Total,MAIN_HH_M,2235,Count_Person_ScheduleCaste_MainWorkers_HouseholdIndustries_Male,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Rural,MAIN_HH_M,1835,Count_Person_ScheduleCaste_MainWorkers_HouseholdIndustries_Rural_Male,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Urban,MAIN_HH_M,400,Count_Person_ScheduleCaste_MainWorkers_HouseholdIndustries_Urban_Male,2011,dcid:wikidataId/Q66278313
COI2011-00-000-00000-000000-0000-000000,Total,MAIN_HH_F,698373,Count_Person_ScheduleCaste_MainWorkers_HouseholdIndustries_Female,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Rural,MAIN_HH_F,497712,Count_Person_ScheduleCaste_MainWorkers_HouseholdIndustries_Rural_Female,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Urban,MAIN_HH_F,200661,Count_Person_ScheduleCaste_MainWorkers_HouseholdIndustries_Urban_Female,2011,dcid:country/IND
COI2011-01-000-00000-000000-0000-000000,Total,MAIN_HH_F,784,Count_Person_ScheduleCaste_MainWorkers_HouseholdIndustries_Female,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Rural,MAIN_HH_F,683,Count_Person_ScheduleCaste_MainWorkers_HouseholdIndustries_Rural_Female,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Urban,MAIN_HH_F,101,Count_Person_ScheduleCaste_MainWorkers_HouseholdIndustries_Urban_Female,2011,dcid:wikidataId/Q66278313
COI2011-00-000-00000-000000-0000-000000,Total,MAIN_OT_P,23589475,Count_Person_ScheduleCaste_MainWorkers_OtherWorkers,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Rural,MAIN_OT_P,11241490,Count_Person_ScheduleCaste_MainWorkers_OtherWorkers_Rural,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Urban,MAIN_OT_P,12347985,Count_Person_ScheduleCaste_MainWorkers_OtherWorkers_Urban,2011,dcid:country/IND
COI2011-01-000-00000-000000-0000-000000,Total,MAIN_OT_P,130142,Count_Person_ScheduleCaste_MainWorkers_OtherWorkers,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Rural,MAIN_OT_P,86412,Count_Person_ScheduleCaste_MainWorkers_OtherWorkers_Rural,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Urban,MAIN_OT_P,43730,Count_Person_ScheduleCaste_MainWorkers_OtherWorkers_Urban,2011,dcid:wikidataId/Q66278313
COI2011-00-000-00000-000000-0000-000000,Total,MAIN_OT_M,18703138,Count_Person_ScheduleCaste_MainWorkers_OtherWorkers_Male,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Rural,MAIN_OT_M,8893431,Count_Person_ScheduleCaste_MainWorkers_OtherWorkers_Rural_Male,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Urban,MAIN_OT_M,9809707,Count_Person_ScheduleCaste_MainWorkers_OtherWorkers_Urban_Male,2011,dcid:country/IND
