key,p1,v1,p2,v2,p3,v3,p4,v4,p5,v4
MONTH:10,#ignore,Ignored due to latest data found in month 7,,,,,,,,
MONTH:11,#ignore,Ignored due to latest data found in month 7,,,,,,,,
MONTH:12,#ignore,Ignored due to latest data found in month 7,,,,,,,,
MONTH:2,#ignore,Ignored due to latest data found in month 7,,,,,,,,
MONTH:3,#ignore,Ignored due to latest data found in month 7,,,,,,,,
MONTH:4,#ignore,Ignored due to latest data found in month 7,,,,,,,,
MONTH:4.2,#ignore,Ignored due to latest data found in month 7,,,,,,,,
MONTH:5,#ignore,Ignored due to latest data found in month 7,,,,,,,,
MONTH:6,#ignore,Ignored due to latest data found in month 7,,,,,,,,
,,,,,,,,,,
MONTH:8,#ignore,Ignored due to latest data found in month 7,,,,,,,,
MONTH:9,#ignore,Ignored due to latest data found in month 7,,,,,,,,
