pharmGKBID,dcid
PA140222784,chem/kyotorphin
PA142320763,chem/allopregnanolone
PA142650384,chem/C10AA08
PA142899133,chem/hexoprenaline
PA143414738,chem/atrasentan
PA143485261,chem/P01BE
PA143485705,chem/N03
PA143487910,chem/CID5493444
PA144614921,chem/CID65856
PA144614922,chem/opipramol
PA144997862,chem/retigabine
PA145007158,chem/torcetrapib
PA146096020,chem/CID4507
PA146096021,chem/bisantrene
PA146096022,chem/CID47936
PA146123005,chem/talinolol
PA147358765,chem/alphamethylparatyrosine
PA150047156,chem/J05AG
PA150481186,chem/L01X.01
PA150481187,chem/L01BA
PA150481188,chem/L01CA
PA150481189,chem/L01CD
PA150595617,chem/platinum
PA151070295,chem/thyroxine
PA151186253,chem/nemonapride
PA151249535,chem/C03
PA151917011,chem/valinomycin
PA151917012,chem/CID2019
PA151929741,chem/trichostatin_A
PA151958300,chem/otamixaban
PA151958355,chem/grapefruit_juice
PA151958360,chem/naringin
PA151958361,chem/CID439246
PA151958362,chem/67dihydroxybergamottin
PA151958365,chem/methylCCNU
PA151958400,chem/X.02
PA151958426,chem/CID71301
PA151958574,chem/CID147912
PA151958596,chem/curcumin
PA151958637,chem/4methylthioamphetamine
PA152031327,chem/CID46936377
PA152132897,chem/Tilarginine_Acetate
PA152207466,chem/V03A.01
PA152241907,chem/CID208908
PA152241908,chem/CID10461815
PA152241909,chem/PP2
PA152407999,chem/CID104850
PA152408000,chem/SR144528
PA152432579,chem/xanomeline
PA152432599,chem/itopride
PA152530737,chem/dilazep
PA152530738,chem/CID6245
PA152530740,chem/8cyclopentyl13dipropylxanthine
PA153561371,chem/L01XC.01
PA153590860,chem/CID24360
PA153619853,chem/dronedarone
PA153627678,chem/idraparinux
PA153906323,chem/CID448055
PA154081778,chem/4methylumbelliferone
PA154081779,chem/naphthol
PA154410481,chem/CID6918456
PA161199368,chem/iloperidone
PA161660841,chem/ebselen
PA161660849,chem/LY686017
PA161748474,chem/CID9574101
PA161925594,chem/A04AA03
PA161990676,chem/CID1125
PA162168179,chem/SJG136
PA162356187,chem/muraglitazar
PA162360980,chem/A10BX.01
PA162363968,chem/CID216326
PA162364313,chem/CID39042
PA162370429,chem/CBLB502
PA162372840,chem/CID5329102
PA162372878,chem/CID3062316
PA162373091,chem/L01XC08
PA162565876,chem/perazine
PA162565877,chem/CID2159
PA162565878,chem/CID3396
PA162630444,chem/CID969472
PA163518919,chem/CID115237
PA163518919,chem/CID115237
PA163522137,chem/oxatomide
PA163522138,chem/CID439501
PA163522472,chem/CID213039
PA163522473,chem/CID65027
PA164712302,chem/C04AA
PA164712303,chem/G03BA
PA164712304,chem/G03BB
PA164712305,chem/C09BB
PA164712306,chem/C09BA
PA164712307,chem/C09B
PA164712308,chem/C09AA
PA164712309,chem/M01AB
PA164712310,chem/A09AB
PA164712311,chem/G04BA
PA164712312,chem/D08AA
PA164712313,chem/H01AA
PA164712314,chem/L01DA
PA164712315,chem/N04BB
PA164712316,chem/C01CA
PA164712317,chem/R03C
PA164712318,chem/R03AK
PA164712320,chem/C09
PA164712321,chem/P01A
PA164712322,chem/P01C
PA164712323,chem/C05A
PA164712324,chem/N05CC
PA164712325,chem/A10XA
PA164712326,chem/C03DA
PA164712327,chem/A
PA164712328,chem/C02KA
PA164712329,chem/C02LK
PA164712330,chem/L01AB
PA164712331,chem/L01A
PA164712332,chem/V07
PA164712334,chem/V03
PA164712336,chem/V01AA
PA164712337,chem/V01
PA164712339,chem/C07AG
PA164712340,chem/C07CG
PA164712341,chem/C07BG
PA164712342,chem/A10BF
PA164712343,chem/R03CA
PA164712344,chem/C02CA
PA164712346,chem/C02LE
PA164712347,chem/D08AB
PA164712348,chem/A02AB
PA164712349,chem/N01BB
PA164712351,chem/A16AA
PA164712352,chem/V06DD
PA164712353,chem/V06DE
PA164712354,chem/R06AA
PA164712355,chem/P01BA
PA164712356,chem/J04AA
PA164712357,chem/A07EC
PA164712358,chem/J01B
PA164712360,chem/A14
PA164712361,chem/A14A
PA164712362,chem/N02
PA164712363,chem/S02DA
PA164712364,chem/G03EB
PA164712365,chem/G03E
PA164712366,chem/G03EK
PA164712367,chem/A14AA
PA164712368,chem/C09DB
PA164712369,chem/C09DA
PA164712371,chem/C09D
PA164712372,chem/C09C
PA164712373,chem/N02BE
PA164712374,chem/A02AF
PA164712375,chem/A02AG
PA164712376,chem/A02AH
PA164712377,chem/A02AX
PA164712378,chem/H01A
PA164712379,chem/P02
PA164712380,chem/J07AC
PA164712381,chem/D10
PA164712382,chem/D10B
PA164712383,chem/D10A
PA164712384,chem/L02BB
PA164712385,chem/N06D
PA164712386,chem/L02BA
PA164712387,chem/H01CC
PA164712388,chem/H05B
PA164712389,chem/N04
PA164712390,chem/H02C
PA164712391,chem/C02A
PA164712392,chem/C02B
PA164712393,chem/C02C
PA164712394,chem/A07EB
PA164712397,chem/G03H
PA164712398,chem/G03HB
PA164712399,chem/G03HA
PA164712400,chem/B03
PA164712401,chem/C01BD
PA164712402,chem/C01BA
PA164712403,chem/C01BB
PA164712404,chem/C01BC
PA164712405,chem/J01
PA164712406,chem/A07AA
PA164712414,chem/D06
PA164712415,chem/D06C
PA164712416,chem/D06A
PA164712417,chem/G01BA
PA164712418,chem/P02D
PA164712419,chem/N04A
PA164712420,chem/R03BB
PA164712423,chem/N06DA
PA164712424,chem/H02CA
PA164712425,chem/N06CA
PA164712426,chem/A07F
PA164712428,chem/A07
PA164712429,chem/V03AB
PA164712431,chem/A04
PA164712433,chem/B02A
PA164712434,chem/D01
PA164712435,chem/D01B
PA164712436,chem/D01A
PA164712438,chem/G03XA
PA164712440,chem/M04
PA164712441,chem/H01CB
PA164712442,chem/B02
PA164712443,chem/D11AA
PA164712444,chem/D04AA
PA164712445,chem/C02
PA164712446,chem/C02L
PA164712447,chem/B05CA
PA164712453,chem/G01A
PA164712454,chem/J
PA164712455,chem/A01AB
PA164712456,chem/D10AF
PA164712457,chem/G01B
PA164712458,chem/S01B
PA164712460,chem/S01C
PA164712461,chem/M01
PA164712462,chem/S01BC
PA164712463,chem/S01CC
PA164712464,chem/M02AA
PA164712465,chem/G02CC
PA164712466,chem/M01B
PA164712467,chem/M01BA
PA164712468,chem/P01B
PA164712469,chem/N02C
PA164712470,chem/P01CB
PA164712471,chem/J04
PA164712473,chem/J02
PA164712474,chem/P02C
PA164712475,chem/L
PA164712476,chem/S01LA
PA164712478,chem/A08
PA164712479,chem/P
PA164712480,chem/G03XB
PA164712482,chem/A07D
PA164712483,chem/P01
PA164712484,chem/D04
PA164712486,chem/D05
PA164712487,chem/D05B
PA164712488,chem/D05A
PA164712489,chem/R02AA
PA164712491,chem/D08
PA164712492,chem/G01BD
PA164712493,chem/A03E
PA164712494,chem/A03D
PA164712495,chem/A03C
PA164712496,chem/A03ED
PA164712497,chem/A03EA
PA164712499,chem/H03B
PA164712500,chem/P02B
PA164712501,chem/C05B
PA164712502,chem/N07C
PA164712504,chem/J05
PA164712505,chem/J05AR
PA164712506,chem/D05AC
PA164712507,chem/N05B
PA164712508,chem/A15
PA164712509,chem/G01AB
PA164712512,chem/C02D
PA164712513,chem/C03CC
PA164712514,chem/A11G
PA164712515,chem/A11GB
PA164712516,chem/A11GA
PA164712517,chem/P02CF
PA164712518,chem/N05BE
PA164712519,chem/J07C
PA164712520,chem/J07A
PA164712522,chem/N01AG
PA164712523,chem/N05CB
PA164712524,chem/V08BA
PA164712525,chem/A03B
PA164712526,chem/A03BB
PA164712527,chem/A03BA
PA164712528,chem/A03DB
PA164712529,chem/A03CB
PA164712530,chem/N05AL
PA164712531,chem/P02CA
PA164712532,chem/N05CF
PA164712533,chem/N02AD
PA164712534,chem/C08DB
PA164712535,chem/C07
PA164712536,chem/C07F
PA164712537,chem/C07C
PA164712538,chem/C07B
PA164712539,chem/C07E
PA164712540,chem/C07D
PA164712541,chem/C07AA
PA164712542,chem/C07FA
PA164712543,chem/C07CA
PA164712544,chem/C07BA
PA164712545,chem/C07EA
PA164712546,chem/C07DA
PA164712547,chem/C07AB
PA164712548,chem/C07FB
PA164712549,chem/C07CB
PA164712550,chem/C07BB
PA164712551,chem/C07EB
PA164712552,chem/C07DB
PA164712554,chem/J01CG
PA164712555,chem/J01CF
PA164712556,chem/J01CE
PA164712557,chem/A10BA
PA164712559,chem/D08AC
PA164712560,chem/A05
PA164712561,chem/C05CA
PA164712562,chem/A07BB
PA164712563,chem/M05BA
PA164712564,chem/M05BB
PA164712565,chem/C02BC
PA164712566,chem/B
PA164712567,chem/B05A
PA164712568,chem/A10B
PA164712569,chem/B05
PA164712570,chem/B02BD
PA164712571,chem/B05AA
PA164712572,chem/V07AD
PA164712573,chem/V07AC
PA164712574,chem/M05BC
PA164712575,chem/D08AD
PA164712576,chem/J07AD
PA164712577,chem/A06AC
PA164712578,chem/M01AA
PA164712579,chem/N05AD
PA164712580,chem/L04AD
PA164712581,chem/H05BA
PA164712582,chem/CID271
PA164712582,chem/CID271
PA164712584,chem/C08G
PA164712585,chem/H05
PA164712587,chem/A02AC
PA164712588,chem/A12AX
PA164712589,chem/C05C
PA164712590,chem/M02AB
PA164712591,chem/N05BC
PA164712592,chem/M03BA
PA164712593,chem/D02AE
PA164712594,chem/J01DH
PA164712595,chem/V06DA
PA164712596,chem/N03AF
PA164712597,chem/C01A
PA164712598,chem/C01C
PA164712599,chem/C01
PA164712600,chem/C
PA164712602,chem/A01AA
PA164712603,chem/V09A
PA164712604,chem/A08AA
PA164712605,chem/N06BA
PA164712606,chem/V07AZ
PA164712607,chem/D06B
PA164712608,chem/P03AB
PA164712609,chem/J07AE
PA164712610,chem/M03AB
PA164712611,chem/N07AB
PA164712612,chem/D03A
PA164712613,chem/D03AA
PA164712614,chem/L01CC
PA164712615,chem/S01JA
PA164712616,chem/J01R
PA164712617,chem/C02N
PA164712618,chem/A02AD
PA164712619,chem/A02BD
PA164712620,chem/R03AH
PA164712622,chem/R06AK
PA164712623,chem/L01XY
PA164712624,chem/J04AM
PA164712625,chem/A10BD
PA164712626,chem/J01CR
PA164712627,chem/A11JA
PA164712628,chem/A06AB
PA164712629,chem/G02B
PA164712630,chem/V08
PA164712631,chem/N02CB
PA164712634,chem/S01CA
PA164712636,chem/H02
PA164712637,chem/H02B
PA164712641,chem/S01BB
PA164712643,chem/D07C
PA164712644,chem/D07B
PA164712645,chem/D07
PA164712646,chem/D07X
PA164712647,chem/D10AA
PA164712648,chem/D07AB
PA164712649,chem/D07CB
PA164712650,chem/D07BB
PA164712651,chem/D07XB
PA164712652,chem/D07AC
PA164712653,chem/D07CC
PA164712654,chem/D07BC
PA164712655,chem/D07XC
PA164712656,chem/D07AD
PA164712657,chem/D07CD
PA164712658,chem/D07BD
PA164712659,chem/D07XD
PA164712660,chem/D07AA
PA164712661,chem/D07CA
PA164712662,chem/D07BA
PA164712663,chem/D07XA
PA164712664,chem/S01CB
PA164712665,chem/V07AT
PA164712666,chem/R05
PA164712667,chem/R05F
PA164712668,chem/R05D
PA164712669,chem/M01AH
PA164712670,chem/M03AA
PA164712671,chem/J05AC
PA164712672,chem/L01D
PA164712673,chem/M03CA
PA164712674,chem/S01G
PA164712675,chem/R01A
PA164712676,chem/D
PA164712677,chem/V03AF
PA164712678,chem/S01J
PA164712680,chem/V09
PA164712681,chem/P01BD
PA164712682,chem/N05AH
PA164712683,chem/N05BD
PA164712684,chem/P01AC
PA164712685,chem/V06A
PA164712687,chem/A09
PA164712688,chem/C08CA
PA164712689,chem/A10BH
PA164712690,chem/N05AG
PA164712691,chem/N05BB
PA164712692,chem/N02AC
PA164712693,chem/J07AF
PA164712694,chem/B01AE
PA164712695,chem/C03E
PA164712696,chem/N04BA
PA164712697,chem/N04BC
PA164712698,chem/N04B
PA164712699,chem/M05B
PA164712700,chem/A02
PA164712701,chem/A05C
PA164712702,chem/A03A
PA164712703,chem/A03
PA164712704,chem/R03
PA164712705,chem/A02B
PA164712706,chem/M05
PA164712707,chem/J04B
PA164712708,chem/J04A
PA164712709,chem/N07B
PA164712710,chem/G04C
PA164712711,chem/A10
PA164712712,chem/A03AE
PA164712713,chem/V03AM
PA164712714,chem/V03AG
PA164712715,chem/V03AE
PA164712716,chem/V03AH
PA164712718,chem/N07BB
PA164712719,chem/G04BE
PA164712720,chem/N07BA
PA164712721,chem/N07BC
PA164712722,chem/P03A
PA164712723,chem/P03
PA164712724,chem/B05XA
PA164712725,chem/A07C
PA164712727,chem/D02
PA164712728,chem/J07BA
PA164712729,chem/L02
PA164712730,chem/A06AG
PA164712731,chem/A09AC
PA164712732,chem/L02BG
PA164712733,chem/A09AA
PA164712734,chem/A16AB
PA164712740,chem/L01AG
PA164712741,chem/C04AE
PA164712744,chem/G02AC
PA164712745,chem/N01BA
PA164712746,chem/N01BC
PA164712747,chem/A14AB
PA164712749,chem/G03CC
PA164712750,chem/N01AA
PA164712751,chem/N04AB
PA164712752,chem/N04AC
PA164712753,chem/M03BC
PA164712754,chem/L01AC
PA164712755,chem/R05CA
PA164712756,chem/R05C
PA164712757,chem/V06DB
PA164712758,chem/N03AG
PA164712759,chem/M01AG
PA164712760,chem/C10AB
PA164712761,chem/B02BB
PA164712762,chem/J01DB
PA164712763,chem/B03BB
PA164712764,chem/J01DE
PA164712765,chem/N07XA
PA164712766,chem/V06
PA164712767,chem/G
PA164712768,chem/H04A
PA164712770,chem/J01XA
PA164712771,chem/L02AE
PA164712772,chem/H01CA
PA164712773,chem/G03GA
PA164712774,chem/G03G
PA164712775,chem/C02CC
PA164712777,chem/C02LF
PA164712778,chem/G01
PA164712779,chem/A02BA
PA164712780,chem/C10BA
PA164712781,chem/C10BX
PA164712782,chem/N01AB
PA164712783,chem/B05Z
PA164712784,chem/B05ZA
PA164712785,chem/B05ZB
PA164712786,chem/B01AB
PA164712787,chem/C05BA
PA164712788,chem/V09D
PA164712789,chem/J07BC
PA164712790,chem/C03C
PA164712791,chem/C03EB
PA164712792,chem/L02B
PA164712793,chem/L02A
PA164712794,chem/J04AC
PA164712795,chem/C02DB
PA164712796,chem/C02LG
PA164712797,chem/P01AA
PA164712798,chem/B05DB
PA164712799,chem/N05C
PA164712800,chem/N05CX
PA164712801,chem/H01C
PA164712802,chem/B05X
PA164712803,chem/B05B
PA164712804,chem/D01AC
PA164712807,chem/A07AC
PA164712809,chem/G01BF
PA164712810,chem/C04AB
PA164712811,chem/C02AC
PA164712812,chem/C02LC
PA164712813,chem/P02CE
PA164712814,chem/J06A
PA164712815,chem/J06
PA164712817,chem/J06B
PA164712818,chem/J06BA
PA164712819,chem/L03
PA164712821,chem/L04
PA164712823,chem/V07AN
PA164712824,chem/S02DC
PA164712825,chem/V09HB
PA164712827,chem/N05AE
PA164712828,chem/V06C
PA164712829,chem/V09H
PA164712830,chem/J07BB
PA164712831,chem/P03B
PA164712832,chem/A10A
PA164712833,chem/A10AF
PA164712834,chem/A10AB
PA164712835,chem/A10AC
PA164712836,chem/A10AD
PA164712837,chem/A10AE
PA164712838,chem/L04AC
PA164712839,chem/L03AC
PA164712840,chem/J01EC
PA164712841,chem/A07B
PA164712842,chem/A07A
PA164712843,chem/A07E
PA164712844,chem/G02BA
PA164712845,chem/G02BB
PA164712846,chem/V09AB
PA164712847,chem/V09GB
PA164712848,chem/V09XA
PA164712850,chem/H03C
PA164712851,chem/D08AG
PA164712853,chem/B03A
PA164712854,chem/B03AA
PA164712855,chem/V03AC
PA164712856,chem/B03AD
PA164712857,chem/B03AE
PA164712858,chem/B03AB
PA164712859,chem/B03AC
PA164712860,chem/B05C
PA164712861,chem/B05DA
PA164712862,chem/A06
PA164712863,chem/R03DC
PA164712864,chem/J01FF
PA164712865,chem/C10
PA164712866,chem/C10B
PA164712867,chem/C10A
PA164712868,chem/D02AD
PA164712870,chem/A05B
PA164712871,chem/A05BA
PA164712872,chem/C05AD
PA164712873,chem/B02BC
PA164712874,chem/J01ED
PA164712875,chem/C03B
PA164712876,chem/C03A
PA164712877,chem/C03EA
PA164712878,chem/V06AA
PA164712879,chem/R07AA
PA164712880,chem/C02KC
PA164712881,chem/C02LL
PA164712882,chem/J01FA
PA164712883,chem/J01F
PA164712884,chem/CID888
PA164712885,chem/A02AA
PA164712886,chem/V08C
PA164712887,chem/J07BD
PA164712888,chem/V03AN
PA164712890,chem/D09
PA164712891,chem/D09AA
PA164712892,chem/D11AC
PA164712893,chem/N05CH
PA164712894,chem/J07AH
PA164712895,chem/C03BC
PA164712896,chem/D08AK
PA164712897,chem/P01BC
PA164712898,chem/C02AB
PA164712899,chem/C02LB
PA164712900,chem/L01XB
PA164712901,chem/V06DF
PA164712902,chem/A12
PA164712903,chem/H02AA
PA164712904,chem/N06AG
PA164712905,chem/N04BD
PA164712906,chem/N06AF
PA164712907,chem/J01DF
PA164712908,chem/L01XC
PA164712909,chem/N02AF
PA164712910,chem/R05CB
PA164712911,chem/A11AA
PA164712912,chem/A11A
PA164712913,chem/A11B
PA164712914,chem/A11AB
PA164712916,chem/J07BE
PA164712917,chem/C05AE
PA164712918,chem/M03B
PA164712919,chem/M03C
PA164712921,chem/M
PA164712922,chem/S01F
PA164712923,chem/R01B
PA164712924,chem/R01
PA164712925,chem/G03CA
PA164712926,chem/N02AA
PA164712927,chem/V03AZ
PA164712928,chem/N
PA164712929,chem/J05AH
PA164712930,chem/C04AC
PA164712932,chem/C02DD
PA164712933,chem/D08AF
PA164712936,chem/L01AA
PA164712937,chem/P01AB
PA164712939,chem/L01AD
PA164712940,chem/C08E
PA164712941,chem/R03CB
PA164712942,chem/V08AD
PA164712943,chem/J05AF
PA164712944,chem/V06CA
PA164712945,chem/S01L
PA164712946,chem/S03
PA164712947,chem/S01
PA164712948,chem/N01AH
PA164712949,chem/N02AG
PA164712950,chem/R05DA
PA164712951,chem/R05FA
PA164712952,chem/A07CA
PA164712953,chem/G01AD
PA164712954,chem/P02BB
PA164712955,chem/N02AE
PA164712956,chem/A06AD
PA164712957,chem/C09X
PA164712958,chem/A16
PA164712960,chem/A14B
PA164712961,chem/N02B
PA164712962,chem/B03X
PA164712963,chem/J01X
PA164712964,chem/A07X
PA164712965,chem/C02K
PA164712966,chem/L01X
PA164712967,chem/C01E
PA164712968,chem/R05X
PA164712969,chem/D11
PA164712971,chem/V04C
PA164712972,chem/V09X
PA164712973,chem/C03X
PA164712974,chem/A02X
PA164712976,chem/M09
PA164712977,chem/R03B
PA164712978,chem/A10X
PA164712980,chem/G02
PA164712981,chem/B06
PA164712983,chem/A12C
PA164712984,chem/N07
PA164712986,chem/V06D
PA164712987,chem/S03D
PA164712988,chem/S01X
PA164712989,chem/S02D
PA164712990,chem/A11H
PA164712991,chem/R07
PA164712993,chem/G03X
PA164712994,chem/R03D
PA164712995,chem/V10X
PA164712996,chem/G04B
PA164712997,chem/J07X
PA164712998,chem/A11J
PA164712999,chem/P01AX
PA164713000,chem/P01CX
PA164713001,chem/A01AD
PA164713002,chem/C05AX
PA164713003,chem/L01AX
PA164713004,chem/J01GB
PA164713006,chem/H01AX
PA164713007,chem/D10BX
PA164713008,chem/D10AX
PA164713009,chem/N06DX
PA164713010,chem/H05BX
PA164713011,chem/S01GX
PA164713014,chem/D06AX
PA164713015,chem/P02DX
PA164713016,chem/N06AX
PA164713018,chem/A04AD
PA164713019,chem/N03AX
PA164713020,chem/D01AE
PA164713021,chem/S01EX
PA164713022,chem/M04AX
PA164713023,chem/R06AX
PA164713025,chem/C02LX
PA164713026,chem/S01AX
PA164713027,chem/G01AX
PA164713028,chem/M01AX
PA164713029,chem/V10AX
PA164713030,chem/M01BX
PA164713031,chem/P01BX
PA164713032,chem/N02CX
PA164713033,chem/J02AX
PA164713034,chem/P02CX
PA164713036,chem/A08AX
PA164713037,chem/D04AX
PA164713038,chem/D05BX
PA164713039,chem/D05AX
PA164713040,chem/N05AX
PA164713041,chem/D08AX
PA164713042,chem/A03DC
PA164713043,chem/A03CC
PA164713044,chem/B01AX
PA164713045,chem/H03BX
PA164713046,chem/P02BX
PA164713047,chem/J05AX
PA164713048,chem/N05BX
PA164713049,chem/J07AX
PA164713050,chem/A10BX
PA164713051,chem/C05CX
PA164713052,chem/C01EX
PA164713053,chem/C01AX
PA164713055,chem/C01CX
PA164713056,chem/V09GX
PA164713057,chem/V09AX
PA164713058,chem/M03BX
PA164713059,chem/J01DI
PA164713060,chem/D06BX
PA164713061,chem/D03AX
PA164713062,chem/C01BG
PA164713063,chem/V06DX
PA164713064,chem/R05DB
PA164713065,chem/R05FB
PA164713066,chem/L01DC
PA164713067,chem/D11AX
PA164713069,chem/V09HX
PA164713070,chem/V09IX
PA164713071,chem/N04BX
PA164713072,chem/M05BX
PA164713073,chem/A05AX
PA164713075,chem/A03AX
PA164713077,chem/A02BX
PA164713078,chem/J04AK
PA164713079,chem/G04CX
PA164713080,chem/P03AX
PA164713081,chem/D02AX
PA164713082,chem/G03CX
PA164713083,chem/N01AX
PA164713085,chem/B06AB
PA164713086,chem/V09DX
PA164713087,chem/C03CX
PA164713088,chem/L02BX
PA164713089,chem/L02AX
PA164713090,chem/N05CM
PA164713091,chem/B05XX
PA164713092,chem/J06BC
PA164713093,chem/L03AX
PA164713094,chem/L04AX
PA164713095,chem/P03BX
PA164713096,chem/A07BC
PA164713097,chem/A07AX
PA164713098,chem/B05CX
PA164713099,chem/A06AX
PA164713100,chem/C10AX
PA164713101,chem/N01BX
PA164713102,chem/C03BX
PA164713103,chem/V08CX
PA164713104,chem/A12CX
PA164713105,chem/M03AX
PA164713106,chem/R01AX
PA164713108,chem/C08EX
PA164713109,chem/V07AY
PA164713110,chem/S01JX
PA164713112,chem/N02AX
PA164713113,chem/G02AX
PA164713114,chem/N07AX
PA164713115,chem/C04AX
PA164713117,chem/L01CX
PA164713118,chem/C03DB
PA164713119,chem/N06BX
PA164713120,chem/M03AC
PA164713121,chem/J01MB
PA164713122,chem/V09CX
PA164713123,chem/V09EX
PA164713125,chem/C05BX
PA164713126,chem/C08CX
PA164713127,chem/M01CX
PA164713128,chem/S01KX
PA164713130,chem/B02BX
PA164713131,chem/V03AX
PA164713132,chem/M02AX
PA164713133,chem/G04BX
PA164713134,chem/C01DX
PA164713135,chem/J07BX
PA164713136,chem/S02
PA164713137,chem/G03GB
PA164713138,chem/M03BB
PA164713139,chem/N03AC
PA164713140,chem/M01AC
PA164713141,chem/G02A
PA164713142,chem/H01BB
PA164713143,chem/V10B
PA164713144,chem/H04
PA164713145,chem/A03AD
PA164713146,chem/J07BM
PA164713147,chem/V08CA
PA164713148,chem/N07A
PA164713150,chem/H05A
PA164713152,chem/M01CC
PA164713153,chem/J01CA
