table with row headers in column A and column headers in rows 3 through 4 (leading dots indicate sub-parts),,,,,,,,,,,,,
"Table 1. Intercensal Estimates of the Resident Population for Counties of North Carolina: April 1, 2000 to July 1, 2010",,,,,,,,,,,,,
Geographic Area,"April 1, 20001",Intercensal Estimates (as of July 1),,,,,,,,,,"April 1, 20102","July 1, 20103"
.Caswell County,"23,474","23,527","23,610","23,767","23,833","23,801","23,827","23,993","23,914","23,912","23,725","23,719","23,695"
.Catawba County,"141,700","142,399","144,865","145,343","145,601","147,016","148,629","150,449","152,448","153,848","154,610","154,358","154,389"
.Chatham County,"49,396","49,740","51,482","53,857","55,061","56,236","57,045","58,779","60,054","61,783","62,693","63,505","63,821"
.Cherokee County,"24,261","24,357","24,629","24,884","25,229","25,658","26,077","26,877","27,350","27,545","27,378","27,444","27,436"
.Chowan County,"14,522","14,478","14,490","14,559","14,529","14,573","14,625","14,835","14,953","14,831","14,915","14,793","14,759"
.Clay County,"8,778","8,824","9,086","9,273","9,429","9,583","9,833","10,107","10,356","10,492","10,540","10,587","10,594"
.Cleveland County,"96,129","96,357","96,861","97,068","97,241","97,134","96,844","96,990","97,524","98,155","98,211","98,078","98,050"
.Columbus County,"54,758","54,759","54,806","54,975","54,961","55,099","55,155","55,654","55,964","56,503","58,163","58,098","57,994"
.Craven County,"91,526","91,954","93,325","92,633","92,906","93,548","94,729","96,926","97,825","99,423","101,923","103,505","103,908"
.Cumberland County,"302,978","303,755","304,316","305,697","303,318","307,629","303,695","307,365","308,284","311,800","317,252","319,431","320,267"
.Currituck County,"18,179","18,294","18,714","19,327","20,299","21,469","22,418","22,923","23,216","23,378","23,335","23,547","23,643"
.Dare County,"29,959","30,149","30,826","31,898","32,697","33,196","33,354","33,463","33,541","33,553","33,679","33,920","34,015"
.Davidson County,"147,248","147,713","149,663","151,296","152,809","154,179","155,425","157,209","159,126","161,520","162,406","162,878","162,930"
.Davie County,"34,841","35,046","35,905","36,446","36,864","37,552","38,559","39,539","40,260","40,748","41,035","41,240","41,321"
.Duplin County,"49,054","49,236","50,182","51,121","51,880","52,732","53,445","54,704","55,610","56,810","57,434","58,505","58,728"
.Durham County,"223,270","224,476","228,978","233,505","235,570","238,376","241,785","246,929","252,796","259,356","265,356","267,587","268,454"
.Edgecombe County,"55,604","55,443","55,792","55,855","55,994","56,064","56,151","56,129","55,911","56,420","56,237","56,552","56,539"
.Forsyth County,"306,274","307,156","310,807","314,215","316,659","319,997","325,065","332,110","338,638","344,330","348,532","350,670","351,335"
.Franklin County,"47,284","47,611","48,794","50,622","51,959","53,119","54,260","55,460","57,174","58,925","59,959","60,619","60,848"
.Gaston County,"190,445","190,679","191,424","191,930","191,545","191,646","193,527","196,284","200,377","204,454","205,884","206,086","206,213"
.Gates County,"10,521","10,505","10,546","10,616","10,800","10,874","11,294","11,708","12,042","12,098","12,138","12,197","12,207"
.Graham County,"7,996","7,994","8,054","8,204","8,222","8,382","8,418","8,561","8,583","8,742","8,749","8,861","8,875"
.Granville County,"48,486","48,824","50,137","51,977","52,836","53,296","54,115","55,167","57,356","58,356","59,411","59,916","60,063"
.Greene County,"18,957","19,020","19,241","19,512","19,848","20,132","20,146","20,742","21,178","21,230","21,253","21,362","21,384"
.Guilford County,"420,848","422,324","428,381","432,068","436,327","440,597","448,192","458,792","468,466","477,809","484,180","488,406","489,681"
.Halifax County,"57,444","57,306","56,788","56,507","56,301","56,000","55,860","55,685","55,616","55,568","55,033","54,691","54,562"
.Harnett County,"90,978","91,393","93,168","95,708","96,787","98,545","100,728","103,036","105,770","108,752","111,866","114,678","115,733"
.Haywood County,"54,025","54,133","54,802","55,387","56,077","56,785","57,085","57,701","58,386","58,811","59,152","59,036","58,935"
.Henderson County,"89,184","89,662","91,150","92,700","94,246","95,797","97,584","100,056","102,270","104,289","105,813","106,740","106,978"
.Hertford County,"22,588","22,598","22,812","23,547","23,531","23,729","23,895","23,981","24,240","24,473","24,580","24,669","24,643"
.Hoke County,"33,708","33,923","34,722","35,785","36,505","38,119","39,798","41,360","42,496","43,912","45,406","46,952","47,466"
.Hyde County,"5,817","5,833","5,735","5,846","5,750","5,712","5,733","5,621","5,639","5,764","5,774","5,810","5,807"
.Iredell County,"122,631","123,563","127,136","130,352","133,099","136,514","140,514","146,854","151,944","156,204","158,387","159,437","159,771"
.Jackson County,"33,103","33,303","33,885","34,587","35,711","36,555","37,075","38,129","38,404","38,994","39,856","40,271","40,338"
.Johnston County,"121,998","123,279","127,487","132,103","135,628","140,055","144,417","149,721","155,695","161,746","166,478","168,878","169,735"
.Jones County,"10,311","10,289","10,215","10,112","9,957","10,123","10,053","9,994","10,035","9,974","10,143","10,153","10,153"
.Lee County,"49,196","49,482","49,853","49,313","49,372","49,747","51,056","52,642","54,106","55,822","57,359","57,866","57,951"
.Lenoir County,"59,636","59,556","59,421","59,293","59,142","59,088","59,195","59,203","59,072","59,398","59,421","59,495","59,439"
.Lincoln County,"63,810","64,152","65,352","66,400","67,444","68,267","69,902","72,179","74,139","76,143","77,573","78,265","78,450"
.McDowell County,"42,134","42,265","42,796","42,911","43,211","43,390","43,655","43,969","44,345","44,768","44,865","44,996","45,016"
.Macon County,"29,802","29,959","30,415","30,870","31,248","31,667","32,054","32,736","33,164","33,608","33,820","33,922","33,938"
.Madison County,"19,612","19,668","19,848","19,890","19,873","19,992","20,097","20,265","20,420","20,585","20,700","20,764","20,777"
.Martin County,"25,549","25,506","25,211","25,055","24,968","24,822","24,575","24,651","24,391","24,404","24,408","24,505","24,501"
.Mecklenburg County,"695,348","700,458","720,171","736,422","753,991","772,949","798,701","831,507","862,177","887,991","908,704","919,628","923,427"
.Mitchell County,"15,687","15,725","15,860","15,856","15,837","15,928","15,858","15,699","15,746","15,740","15,671","15,579","15,546"
.Montgomery County,"26,797","26,892","26,952","26,991","27,226","27,077","27,153","27,311","27,490","27,716","27,710","27,798","27,826"
.Moore County,"74,772","75,177","76,259","77,521","78,333","79,475","80,841","82,838","84,795","86,122","87,244","88,247","88,569"
.Nash County,"87,378","87,696","88,242","88,843","89,493","90,262","90,876","92,127","93,733","94,718","95,492","95,840","95,938"
.New Hanover County,"160,315","160,887","164,386","168,147","171,928","178,362","185,412","190,791","194,339","197,709","200,178","202,667","203,341"
.Northampton County,"22,051","22,041","22,063","22,073","22,101","21,981","22,180","22,112","22,293","22,259","22,102","22,099","22,040"
.Onslow County,"150,418","150,678","151,068","153,397","150,481","158,837","157,205","161,185","163,256","169,059","173,064","177,772","179,471"
.Orange County,"115,589","116,141","118,684","117,667","118,667","119,320","121,526","124,286","127,193","129,764","132,369","133,801","134,197"
.Pamlico County,"12,896","12,913","12,848","12,919","12,913","12,849","13,005","12,995","13,013","13,094","13,136","13,144","13,124"
.Pasquotank County,"34,890","34,874","34,787","35,281","35,673","36,533","37,741","38,956","40,049","40,554","40,541","40,661","40,733"
.Pender County,"41,071","41,212","41,610","42,416","42,949","44,136","45,485","47,481","49,181","50,551","51,636","52,217","52,433"
.Perquimans County,"11,369","11,413","11,533","11,598","11,696","11,817","12,102","12,494","12,901","13,292","13,273","13,453","13,495"
.Person County,"35,603","35,759","36,085","36,751","37,104","37,391","37,931","38,244","38,656","39,016","39,335","39,464","39,461"
.Pitt County,"133,759","134,298","136,605","139,128","141,610","144,486","147,929","152,934","157,479","162,116","165,581","168,148","168,817"
.Polk County,"18,299","18,403","18,683","18,928","19,064","19,325","19,557","19,912","20,145","20,393","20,531","20,510","20,465"
.Randolph County,"130,503","130,995","132,092","132,989","134,034","134,732","136,301","137,885","138,855","140,297","141,175","141,752","141,960"
.Richmond County,"46,597","46,611","46,480","46,659","46,292","46,227","46,310","46,263","46,390","46,538","46,537","46,639","46,659"
.Robeson County,"123,170","123,334","123,913","124,676","125,665","126,117","127,885","128,894","130,453","131,734","132,984","134,168","134,473"
.Rockingham County,"92,018","92,090","92,268","92,798","92,779","92,382","92,587","92,960","93,164","93,299","93,547","93,643","93,641"
.Rowan County,"130,364","130,610","131,852","132,765","132,562","132,202","132,527","134,045","135,626","137,721","138,562","138,428","138,446"
.Rutherford County,"62,923","63,064","63,671","63,924","64,475","64,692","65,126","65,855","66,305","67,145","67,561","67,810","67,772"
.Sampson County,"60,157","60,242","60,526","60,732","61,144","61,376","61,720","62,118","62,539","62,837","63,127","63,431","63,540"
.Scotland County,"35,952","35,944","35,851","35,450","35,442","36,446","36,405","36,348","36,399","36,463","36,313","36,157","36,100"
.Stanly County,"58,092","58,246","58,674","58,689","58,748","58,638","58,931","59,185","59,849","60,418","60,496","60,585","60,595"
.Stokes County,"44,640","44,779","44,974","45,079","45,331","45,772","46,165","46,755","47,079","47,363","47,422","47,401","47,351"
.Surry County,"71,208","71,308","71,782","72,152","72,404","72,219","72,562","72,807","73,027","73,404","73,505","73,673","73,694"
.Swain County,"12,980","13,041","13,030","13,120","13,199","13,240","13,463","13,693","13,819","13,872","13,933","13,981","13,988"
.Transylvania County,"29,316","29,416","29,619","30,009","30,073","30,417","30,910","31,469","32,061","32,543","32,852","33,090","33,094"
.Tyrrell County,"4,143","4,126","4,166","4,235","4,344","4,289","4,280","4,339","4,402","4,353","4,358","4,407","4,417"
.Union County,"123,834","125,573","131,661","138,329","144,244","151,452","160,835","172,529","184,782","193,678","198,533","201,292","202,206"
.Vance County,"42,946","43,159","43,932","44,056","44,030","44,081","44,136","44,574","44,676","44,977","45,223","45,422","45,426"
.Wake County,"627,906","633,267","656,819","676,392","695,746","716,336","746,048","784,038","821,607","856,492","883,624","900,993","906,969"
.Warren County,"19,861","19,913","20,067","20,131","20,293","20,464","20,642","20,513","20,724","20,923","20,959","20,972","20,931"
.Washington County,"13,730","13,695","13,589","13,472","13,510","13,393","13,401","13,305","13,176","13,300","13,252","13,228","13,206"
.Watauga County,"42,684","42,905","43,853","44,570","45,095","45,478","46,390","47,748","48,765","50,266","50,706","51,079","51,041"
.Wayne County,"113,449","113,648","113,934","114,305","114,595","116,484","117,009","117,534","118,942","119,910","121,217","122,623","122,907"
.Wilkes County,"65,630","65,839","66,694","67,202","67,617","67,668","68,104","68,489","68,966","69,317","69,258","69,340","69,287"
.Wilson County,"73,810","73,971","74,232","75,213","75,685","76,140","76,775","77,379","78,474","79,790","80,664","81,234","81,359"
.Yadkin County,"36,352","36,516","36,837","37,285","37,301","37,265","37,591","37,881","37,965","38,225","38,293","38,406","38,425"
.Yancey County,"17,758","17,768","17,789","17,710","17,664","17,704","17,757","17,814","18,000","18,016","17,931","17,818","17,794"
"1 The April 1, 2000 Population Estimates base reflects changes to the Census 2000 population from the Count Question Resolution program, 
legal boundary updates, and other geographic program revisions.",,,,,,,,,,,,,
"2 The data source for April 1, 2010 is the 2010 Census count.",,,,,,,,,,,,,
"3 The values for July 1, 2010 were produced by applying estimates of change in the population between April 1 and July 1 of 2010 to the 2010 Census counts.  Further details on this methodology
are available at http://www.census.gov/popest/methodology/intercensal_nat_meth.pdf.",,,,,,,,,,,,,
"Note: All geographic boundaries for the 2000-2010 intercensal estimates are defined as of January 1, 2010.",,,,,,,,,,,,,
Suggested Citation:,,,,,,,,,,,,,
"Table 1. Intercensal Estimates of the Resident Population for Counties of North Carolina: April 1, 2000 to July 1, 2010 (CO-EST00INT-01-37)",,,,,,,,,,,,,
"Source: U.S. Census Bureau, Population Division",,,,,,,,,,,,,
Release Date: September 2011,,,,,,,,,,,,,
