id,type,name
ICD10/I83.012,ICD10Code,Varicose veins of right lower extremity with ulcer of calf
ICD10/L03.04,ICD10Code,Acute lymphangitis of toe
ICD10/S99.11,ICD10Code,Salter-Harris Type I physeal fracture of metatarsal
ICD10/Z63,ICD10Code,"Other problems related to primary support group, including family circumstances"
ICD10/G56.00,ICD10Code,"Carpal tunnel syndrome, unspecified upper limb"
ICD10/S40.851,ICD10Code,Superficial foreign body of right upper arm
ICD10/A06.89,ICD10Code,Other amebic infections
ICD10/H65.3,ICD10Code,Chronic mucoid otitis media
ICD10/C84.A5,ICD10Code,"Cutaneous T-cell lymphoma, unspecified, lymph nodes of inguinal region and lower limb"
ICD10/D00.05,ICD10Code,Carcinoma in situ of hard palate
ICD10/V59.9,ICD10Code,Occupant (driver) (passenger) of pick-up truck or van injured in unspecified traffic accident
ICD10/M31.31,ICD10Code,Wegener's granulomatosis with renal involvement
ICD10/S79.129,ICD10Code,Salter-Harris Type II physeal fracture of lower end of unspecified femur
ICD10/S15.029,ICD10Code,Major laceration of unspecified carotid artery
ICD10/G44.021,ICD10Code,"Chronic cluster headache, intractable"
ICD10/S66.822,ICD10Code,"Laceration of other specified muscles, fascia and tendons at wrist and hand level, left hand"
ICD10/T36.4X,ICD10Code,"Poisoning by, adverse effect of and underdosing of tetracyclines"
ICD10/M61.25,ICD10Code,"Paralytic calcification and ossification of muscle, thigh"
ICD10/T23.401,ICD10Code,"Corrosion of unspecified degree of right hand, unspecified site"
ICD10/H35.14,ICD10Code,"Retinopathy of prematurity, stage 3"
ICD10/T56.2X2,ICD10Code,"Toxic effect of chromium and its compounds, intentional self-harm"
ICD10/I63.349,ICD10Code,Cerebral infarction due to thrombosis of unspecified cerebellar artery
ICD10/S68.116,ICD10Code,Complete traumatic metacarpophalangeal amputation of right little finger
ICD10/S97.00,ICD10Code,Crushing injury of unspecified ankle
ICD10/D01.7,ICD10Code,Carcinoma in situ of other specified digestive organs
ICD10/M54.18,ICD10Code,"Radiculopathy, sacral and sacrococcygeal region"
ICD10/M67.262,ICD10Code,"Synovial hypertrophy, not elsewhere classified, left lower leg"
ICD10/I69.063,ICD10Code,Other paralytic syndrome following nontraumatic subarachnoid hemorrhage affecting right non-dominant side
ICD10/T37.0X5,ICD10Code,Adverse effect of sulfonamides
ICD10/Z45.0,ICD10Code,Encounter for adjustment and management of cardiac device
ICD10/G43.109,ICD10Code,"Migraine with aura, not intractable, without status migrainosus"
ICD10/A36.3,ICD10Code,Cutaneous diphtheria
ICD10/B73,ICD10Code,Onchocerciasis
ICD10/H02.054,ICD10Code,Trichiasis without entropion left upper eyelid
ICD10/V17.9,ICD10Code,Unspecified pedal cyclist injured in collision with fixed or stationary object in traffic accident
ICD10/S06.318,ICD10Code,Contusion and laceration of right cerebrum with loss of consciousness of any duration with death due to other cause prior to regaining consciousness
ICD10/T17.5,ICD10Code,Foreign body in bronchus
ICD10/N03.5,ICD10Code,Chronic nephritic syndrome with diffuse mesangiocapillary glomerulonephritis
ICD10/R50.84,ICD10Code,Febrile nonhemolytic transfusion reaction
ICD10/M25.87,ICD10Code,"Other specified joint disorders, ankle and foot"
ICD10/S00.37,ICD10Code,Other superficial bite of nose
ICD10/M41.05,ICD10Code,"Infantile idiopathic scoliosis, thoracolumbar region"
ICD10/J30.2,ICD10Code,Other seasonal allergic rhinitis
ICD10/M66.131,ICD10Code,"Rupture of synovium, right wrist"
ICD10/M62.279,ICD10Code,"Nontraumatic ischemic infarction of muscle, unspecified ankle and foot"
ICD10/T59.6X1,ICD10Code,"Toxic effect of hydrogen sulfide, accidental (unintentional)"
ICD10/J45.9,ICD10Code,Other and unspecified asthma
ICD10/S82.013,ICD10Code,Displaced osteochondral fracture of unspecified patella
ICD10/S49.091,ICD10Code,"Other physeal fracture of upper end of humerus, right arm"
ICD10/I67.89,ICD10Code,Other cerebrovascular disease
ICD10/W56.59,ICD10Code,Other contact with other fish
ICD10/S55.801,ICD10Code,"Unspecified injury of other blood vessels at forearm level, right arm"
ICD10/S20.321,ICD10Code,Blister (nonthermal) of right front wall of thorax
ICD10/Q52.70,ICD10Code,Unspecified congenital malformations of vulva
ICD10/O99.843,ICD10Code,"Bariatric surgery status complicating pregnancy, third trimester"
ICD10/Y78.8,ICD10Code,"Miscellaneous radiological devices associated with adverse incidents, not elsewhere classified"
ICD10/L30.3,ICD10Code,Infective dermatitis
ICD10/J63.6,ICD10Code,Pneumoconiosis due to other specified inorganic dusts
ICD10/C78.89,ICD10Code,Secondary malignant neoplasm of other digestive organs
ICD10/S61.312,ICD10Code,Laceration without foreign body of right middle finger with damage to nail
ICD10/D12.9,ICD10Code,Benign neoplasm of anus and anal canal
ICD10/S59.2,ICD10Code,Physeal fracture of lower end of radius
ICD10/M1A.369,ICD10Code,"Chronic gout due to renal impairment, unspecified knee"
ICD10/T71.12,ICD10Code,Asphyxiation due to plastic bag
ICD10/T23.609,ICD10Code,"Corrosion of second degree of unspecified hand, unspecified site"
ICD10/Z93.4,ICD10Code,Other artificial openings of gastrointestinal tract status
ICD10/M89.752,ICD10Code,"Major osseous defect, left pelvic region and thigh"
ICD10/S54.0,ICD10Code,Injury of ulnar nerve at forearm level
ICD10/S06.332,ICD10Code,"Contusion and laceration of cerebrum, unspecified, with loss of consciousness of 31 minutes to 59 minutes"
ICD10/S37.23,ICD10Code,Laceration of bladder
ICD10/L13.9,ICD10Code,"Bullous disorder, unspecified"
ICD10/C96.2,ICD10Code,Malignant mast cell neoplasm
ICD10/Q66.80,ICD10Code,"Congenital vertical talus deformity, unspecified foot"
ICD10/Q50.2,ICD10Code,Congenital torsion of ovary
ICD10/O26.841,ICD10Code,"Uterine size-date discrepancy, first trimester"
ICD10/T50.4X2,ICD10Code,"Poisoning by drugs affecting uric acid metabolism, intentional self-harm"
ICD10/S32.444,ICD10Code,Nondisplaced fracture of posterior column [ilioischial] of right acetabulum
ICD10/S42.292,ICD10Code,Other displaced fracture of upper end of left humerus
ICD10/M05.469,ICD10Code,Rheumatoid myopathy with rheumatoid arthritis of unspecified knee
ICD10/M67.95,ICD10Code,"Unspecified disorder of synovium and tendon, thigh"
ICD10/M67.431,ICD10Code,"Ganglion, right wrist"
ICD10/S00.261,ICD10Code,Insect bite (nonvenomous) of right eyelid and periocular area
ICD10/T84.622,ICD10Code,Infection and inflammatory reaction due to internal fixation device of right tibia
ICD10/M89.168,ICD10Code,Other physeal arrest of lower leg
ICD10/S72.435,ICD10Code,Nondisplaced fracture of medial condyle of left femur
ICD10/Q33.9,ICD10Code,"Congenital malformation of lung, unspecified"
ICD10/M08.961,ICD10Code,"Juvenile arthritis, unspecified, right knee"
ICD10/S31.812,ICD10Code,Laceration with foreign body of right buttock
ICD10/M70.969,ICD10Code,"Unspecified soft tissue disorder related to use, overuse and pressure, unspecified lower leg"
ICD10/Y37.011,ICD10Code,"Military operations involving explosion of depth-charge, civilian"
ICD10/M93.241,ICD10Code,"Osteochondritis dissecans, joints of right hand"
ICD10/Z3A.42,ICD10Code,42 weeks gestation of pregnancy
ICD10/M88.879,ICD10Code,Osteitis deformans of unspecified ankle and foot
ICD10/K41.20,ICD10Code,"Bilateral femoral hernia, without obstruction or gangrene, not specified as recurrent"
ICD10/H61.009,ICD10Code,"Unspecified perichondritis of external ear, unspecified ear"
ICD10/H11.042,ICD10Code,"Peripheral pterygium, stationary, left eye"
ICD10/M40.12,ICD10Code,"Other secondary kyphosis, cervical region"
ICD10/M99.55,ICD10Code,Intervertebral disc stenosis of neural canal of pelvic region
ICD10/P25.1,ICD10Code,Pneumothorax originating in the perinatal period
ICD10/T71.232,ICD10Code,"Asphyxiation due to being trapped in a (discarded) refrigerator, intentional self-harm"
ICD10/Q64,ICD10Code,Other congenital malformations of urinary system
ICD10/H80.01,ICD10Code,"Otosclerosis involving oval window, nonobliterative, right ear"
ICD10/D3A.012,ICD10Code,Benign carcinoid tumor of the ileum
ICD10/S01.449,ICD10Code,Puncture wound with foreign body of unspecified cheek and temporomandibular area
ICD10/T46.6X6,ICD10Code,Underdosing of antihyperlipidemic and antiarteriosclerotic drugs
ICD10/A37.9,ICD10Code,"Whooping cough, unspecified species"
ICD10/T59.7X3,ICD10Code,"Toxic effect of carbon dioxide, assault"
ICD10/I50.81,ICD10Code,Right heart failure
ICD10/V62.6,ICD10Code,Passenger in heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle in traffic accident
ICD10/S23.12,ICD10Code,Subluxation and dislocation of T2/T3-T3/T4 thoracic vertebra
ICD10/S92.423,ICD10Code,Displaced fracture of distal phalanx of unspecified great toe
ICD10/M85.36,ICD10Code,"Osteitis condensans, lower leg"
ICD10/I71.8,ICD10Code,"Aortic aneurysm of unspecified site, ruptured"
ICD10/O29.123,ICD10Code,"Cardiac failure due to anesthesia during pregnancy, third trimester"
ICD10/O10.2,ICD10Code,"Pre-existing hypertensive chronic kidney disease complicating pregnancy, childbirth and the puerperium"
ICD10/P84,ICD10Section,Other problems with newborn
ICD10/C86.6,ICD10Code,Primary cutaneous CD30-positive T-cell proliferations
ICD10/Z96.66,ICD10Code,Presence of artificial ankle joint
ICD10/M46.86,ICD10Code,"Other specified inflammatory spondylopathies, lumbar region"
ICD10/S22.011,ICD10Code,Stable burst fracture of first thoracic vertebra
ICD10/T52.2,ICD10Code,Toxic effects of homologues of benzene
ICD10/T28.919,ICD10Code,Corrosions of unspecified ear drum
ICD10/T43.221,ICD10Code,"Poisoning by selective serotonin reuptake inhibitors, accidental (unintentional)"
ICD10/M60.051,ICD10Code,"Infective myositis, right thigh"
ICD10/T20.411,ICD10Code,"Corrosion of unspecified degree of right ear [any part, except ear drum]"
ICD10/M90.871,ICD10Code,"Osteopathy in diseases classified elsewhere, right ankle and foot"
ICD10/J93.82,ICD10Code,Other air leak
ICD10/L27.1,ICD10Code,Localized skin eruption due to drugs and medicaments taken internally
ICD10/M26.52,ICD10Code,Limited mandibular range of motion
ICD10/M02.029,ICD10Code,"Arthropathy following intestinal bypass, unspecified elbow"
ICD10/V27,ICD10Code,Motorcycle rider injured in collision with fixed or stationary object
ICD10/H16.009,ICD10Code,"Unspecified corneal ulcer, unspecified eye"
ICD10/M24.371,ICD10Code,"Pathological dislocation of right ankle, not elsewhere classified"
ICD10/K74.2,ICD10Code,Hepatic fibrosis with hepatic sclerosis
ICD10/V27.5,ICD10Code,Motorcycle passenger injured in collision with fixed or stationary object in traffic accident
ICD10/S62.661,ICD10Code,Nondisplaced fracture of distal phalanx of left index finger
ICD10/M25.362,ICD10Code,"Other instability, left knee"
ICD10/B02.8,ICD10Code,Zoster with other complications
ICD10/N88.1,ICD10Code,Old laceration of cervix uteri
ICD10/S48.019,ICD10Code,Complete traumatic amputation at unspecified shoulder joint
ICD10/S59.1,ICD10Code,Physeal fracture of upper end of radius
ICD10/H34.823,ICD10Code,"Venous engorgement, bilateral"
ICD10/I42.5,ICD10Code,Other restrictive cardiomyopathy
ICD10/M12.031,ICD10Code,"Chronic postrheumatic arthropathy [Jaccoud], right wrist"
ICD10/D03.72,ICD10Code,"Melanoma in situ of left lower limb, including hip"
ICD10/S81.80,ICD10Code,Unspecified open wound of lower leg
ICD10/T23.659,ICD10Code,Corrosion of second degree of unspecified palm
ICD10/M05.321,ICD10Code,Rheumatoid heart disease with rheumatoid arthritis of right elbow
ICD10/N88.0,ICD10Code,Leukoplakia of cervix uteri
ICD10/T83.59,ICD10Code,"Infection and inflammatory reaction due to prosthetic device, implant and graft in urinary system"
ICD10/M08.249,ICD10Code,"Juvenile rheumatoid arthritis with systemic onset, unspecified hand"
ICD10/H30.01,ICD10Code,"Focal chorioretinal inflammation, juxtapapillary"
ICD10/L58.0,ICD10Code,Acute radiodermatitis
ICD10/S56.399,ICD10Code,"Other injury of extensor or abductor muscles, fascia and tendons of unspecified thumb at forearm level"
ICD10/G36.0,ICD10Code,Neuromyelitis optica [Devic]
ICD10/T17.21,ICD10Code,Gastric contents in pharynx
ICD10/E11.52,ICD10Code,Type 2 diabetes mellitus with diabetic peripheral angiopathy with gangrene
ICD10/K50.111,ICD10Code,Crohn's disease of large intestine with rectal bleeding
ICD10/M61.2,ICD10Code,Paralytic calcification and ossification of muscle
ICD10/S95.909,ICD10Code,"Unspecified injury of unspecified blood vessel at ankle and foot level, unspecified leg"
ICD10/H33.31,ICD10Code,Horseshoe tear of retina without detachment
ICD10/S89.312,ICD10Code,Salter-Harris Type I physeal fracture of lower end of left fibula
ICD10/S37.031,ICD10Code,"Laceration of right kidney, unspecified degree"
ICD10/M12.362,ICD10Code,"Palindromic rheumatism, left knee"
ICD10/S37.39,ICD10Code,Other injury of urethra
ICD10/M02.371,ICD10Code,"Reiter's disease, right ankle and foot"
ICD10/M99.19,ICD10Code,Subluxation complex (vertebral) of abdomen and other regions
ICD10/T23.102,ICD10Code,"Burn of first degree of left hand, unspecified site"
ICD10/S76.311,ICD10Code,"Strain of muscle, fascia and tendon of the posterior muscle group at thigh level, right thigh"
ICD10/S15.302,ICD10Code,Unspecified injury of left internal jugular vein
ICD10/S02.81,ICD10Code,"Fracture of other specified skull and facial bones, right side"
ICD10/G43.A1,ICD10Code,"Cyclical vomiting, intractable"
ICD10/R48.9,ICD10Code,Unspecified symbolic dysfunctions
ICD10/H05.419,ICD10Code,"Enophthalmos due to atrophy of orbital tissue, unspecified eye"
ICD10/T23.45,ICD10Code,Corrosion of unspecified degree of palm
ICD10/S91.049,ICD10Code,"Puncture wound with foreign body, unspecified ankle"
ICD10/S89.91,ICD10Code,Unspecified injury of right lower leg
ICD10/M88.812,ICD10Code,Osteitis deformans of left shoulder
ICD10/H25.812,ICD10Code,"Combined forms of age-related cataract, left eye"
ICD10/T50.8X2,ICD10Code,"Poisoning by diagnostic agents, intentional self-harm"
ICD10/S42.124,ICD10Code,"Nondisplaced fracture of acromial process, right shoulder"
ICD10/M00.13,ICD10Code,"Pneumococcal arthritis, wrist"
ICD10/S46.09,ICD10Code,Other injury of muscle(s) and tendon(s) of the rotator cuff of shoulder
ICD10/O34.9,ICD10Code,"Maternal care for abnormality of pelvic organ, unspecified"
ICD10/H93.211,ICD10Code,"Auditory recruitment, right ear"
ICD10/W28,ICD10Code,Contact with powered lawn mower
ICD10/M86.172,ICD10Code,"Other acute osteomyelitis, left ankle and foot"
ICD10/S02.64,ICD10Code,Fracture of ramus of mandible
ICD10/I87.09,ICD10Code,Postthrombotic syndrome with other complications
ICD10/H49.13,ICD10Code,"Fourth [trochlear] nerve palsy, bilateral"
ICD10/H47.392,ICD10Code,"Other disorders of optic disc, left eye"
ICD10/M1A.19,ICD10Code,"Lead-induced chronic gout, multiple sites"
ICD10/H44.413,ICD10Code,"Flat anterior chamber hypotony of eye, bilateral"
ICD10/Z16.342,ICD10Code,Resistance to multiple antimycobacterial drugs
ICD10/S87.01,ICD10Code,Crushing injury of right knee
ICD10/K85.9,ICD10Code,"Acute pancreatitis, unspecified"
ICD10/V82.1,ICD10Code,Occupant of streetcar injured in collision with motor vehicle in traffic accident
ICD10/M67.25,ICD10Code,"Synovial hypertrophy, not elsewhere classified, thigh"
ICD10/M01.X5,ICD10Code,Direct infection of hip in infectious and parasitic diseases classified elsewhere
ICD10/O64.5,ICD10Code,Obstructed labor due to compound presentation
ICD10/M61.29,ICD10Code,"Paralytic calcification and ossification of muscle, multiple sites"
ICD10/S76.02,ICD10Code,"Laceration of muscle, fascia and tendon of hip"
ICD10/K85.92,ICD10Code,"Acute pancreatitis with infected necrosis, unspecified"
ICD10/S61.542,ICD10Code,Puncture wound with foreign body of left wrist
ICD10/M67.4,ICD10Code,Ganglion
ICD10/K08.139,ICD10Code,"Complete loss of teeth due to caries, unspecified class"
ICD10/F12.950,ICD10Code,"Cannabis use, unspecified with psychotic disorder with delusions"
ICD10/S92.30,ICD10Code,Fracture of unspecified metatarsal bone(s)
ICD10/I69.09,ICD10Code,Other sequelae of nontraumatic subarachnoid hemorrhage
ICD10/O46.8X9,ICD10Code,"Other antepartum hemorrhage, unspecified trimester"
ICD10/S90.112,ICD10Code,Contusion of left great toe without damage to nail
ICD10/M65.112,ICD10Code,"Other infective (teno)synovitis, left shoulder"
ICD10/S42.125,ICD10Code,"Nondisplaced fracture of acromial process, left shoulder"
ICD10/D37.9,ICD10Code,"Neoplasm of uncertain behavior of digestive organ, unspecified"
ICD10/A41.81,ICD10Code,Sepsis due to Enterococcus
ICD10/Q79.2,ICD10Code,Exomphalos
ICD10/M85.652,ICD10Code,"Other cyst of bone, left thigh"
ICD10/Y92.15,ICD10Code,Reform school as the place of occurrence of the external cause
ICD10/F18.121,ICD10Code,Inhalant abuse with intoxication delirium
ICD10/N80.3,ICD10Code,Endometriosis of pelvic peritoneum
ICD10/S98.0,ICD10Code,Traumatic amputation of foot at ankle level
ICD10/S83.402,ICD10Code,Sprain of unspecified collateral ligament of left knee
ICD10/S70.251,ICD10Code,"Superficial foreign body, right hip"
ICD10/C82.26,ICD10Code,"Follicular lymphoma grade III, unspecified, intrapelvic lymph nodes"
ICD10/H15.042,ICD10Code,"Scleritis with corneal involvement, left eye"
ICD10/H16.423,ICD10Code,"Pannus (corneal), bilateral"
ICD10/S52.541,ICD10Code,Smith's fracture of right radius
ICD10/P37.9,ICD10Code,"Congenital infectious or parasitic disease, unspecified"
ICD10/M30.3,ICD10Code,Mucocutaneous lymph node syndrome [Kawasaki]
ICD10/D58.1,ICD10Code,Hereditary elliptocytosis
ICD10/G40.A19,ICD10Code,"Absence epileptic syndrome, intractable, without status epilepticus"
ICD10/F30.10,ICD10Code,"Manic episode without psychotic symptoms, unspecified"
ICD10/Z96.621,ICD10Code,Presence of right artificial elbow joint
ICD10/O03.5,ICD10Code,Genital tract and pelvic infection following complete or unspecified spontaneous abortion
ICD10/D03.51,ICD10Code,Melanoma in situ of anal skin
ICD10/K04.4,ICD10Code,Acute apical periodontitis of pulpal origin
ICD10/S44.92,ICD10Code,"Injury of unspecified nerve at shoulder and upper arm level, left arm"
ICD10/H44.323,ICD10Code,"Siderosis of eye, bilateral"
ICD10/B46.2,ICD10Code,Gastrointestinal mucormycosis
ICD10/M21.219,ICD10Code,"Flexion deformity, unspecified shoulder"
ICD10/Z20.811,ICD10Code,Contact with and (suspected) exposure to meningococcus
ICD10/K31.84,ICD10Code,Gastroparesis
ICD10/X96.8,ICD10Code,Assault by other specified explosive
ICD10/R06.09,ICD10Code,Other forms of dyspnea
ICD10/T57.3X4,ICD10Code,"Toxic effect of hydrogen cyanide, undetermined"
ICD10/V79.00,ICD10Code,Driver of bus injured in collision with unspecified motor vehicles in nontraffic accident
ICD10/M67.369,ICD10Code,"Transient synovitis, unspecified knee"
ICD10/M24.20,ICD10Code,"Disorder of ligament, unspecified site"
ICD10/W60,ICD10Code,Contact with nonvenomous plant thorns and spines and sharp leaves
ICD10/M41.26,ICD10Code,"Other idiopathic scoliosis, lumbar region"
ICD10/D50-D53,ICD10Section,Nutritional anemias (D50-D53)
ICD10/K11.4,ICD10Code,Fistula of salivary gland
ICD10/I51.81,ICD10Code,Takotsubo syndrome
ICD10/C79.4,ICD10Code,Secondary malignant neoplasm of other and unspecified parts of nervous system
ICD10/V90.3,ICD10Code,Drowning and submersion due to falling or jumping from crushed watercraft
ICD10/Z62.8,ICD10Code,Other specified problems related to upbringing
ICD10/Q28.8,ICD10Code,Other specified congenital malformations of circulatory system
ICD10/Z87.720,ICD10Code,Personal history of (corrected) congenital malformations of eye
ICD10/S31.42,ICD10Code,Laceration with foreign body of vagina and vulva
ICD10/T78.1,ICD10Code,"Other adverse food reactions, not elsewhere classified"
ICD10/Q13.3,ICD10Code,Congenital corneal opacity
ICD10/I63.319,ICD10Code,Cerebral infarction due to thrombosis of unspecified middle cerebral artery
ICD10/R40.225,ICD10Code,"Coma scale, best verbal response, oriented"
ICD10/S72.23,ICD10Code,Displaced subtrochanteric fracture of unspecified femur
ICD10/H70.222,ICD10Code,"Chronic petrositis, left ear"
ICD10/I69.06,ICD10Code,Other paralytic syndrome following nontraumatic subarachnoid hemorrhage
ICD10/S22.048,ICD10Code,Other fracture of fourth thoracic vertebra
ICD10/E88.42,ICD10Code,MERRF syndrome
ICD10/S99.22,ICD10Code,Salter-Harris Type II physeal fracture of phalanx of toe
ICD10/S92.216,ICD10Code,Nondisplaced fracture of cuboid bone of unspecified foot
ICD10/C50.2,ICD10Code,Malignant neoplasm of upper-inner quadrant of breast
ICD10/M23.9,ICD10Code,Unspecified internal derangement of knee
ICD10/S37.62,ICD10Code,Contusion of uterus
ICD10/Y07.420,ICD10Code,"Foster father, perpetrator of maltreatment and neglect"
ICD10/S62.342,ICD10Code,"Nondisplaced fracture of base of third metacarpal bone, right hand"
ICD10/C84.93,ICD10Code,"Mature T/NK-cell lymphomas, unspecified, intra-abdominal lymph nodes"
ICD10/M11.262,ICD10Code,"Other chondrocalcinosis, left knee"
ICD10/S61.221,ICD10Code,Laceration with foreign body of left index finger without damage to nail
ICD10/J11.8,ICD10Code,Influenza due to unidentified influenza virus with other manifestations
ICD10/K50.11,ICD10Code,Crohn's disease of large intestine with complications
ICD10/O33.3,ICD10Code,Maternal care for disproportion due to outlet contraction of pelvis
ICD10/M71.579,ICD10Code,"Other bursitis, not elsewhere classified, unspecified ankle and foot"
ICD10/Q71.31,ICD10Code,Congenital absence of right hand and finger
ICD10/S65.91,ICD10Code,Laceration of unspecified blood vessel at wrist and hand level
ICD10/O30.211,ICD10Code,"Quadruplet pregnancy with two or more monochorionic fetuses, first trimester"
ICD10/Q75.9,ICD10Code,"Congenital malformation of skull and face bones, unspecified"
ICD10/W49.9,ICD10Code,Exposure to other inanimate mechanical forces
ICD10/M89.158,ICD10Code,"Partial physeal arrest, left distal femur"
ICD10/L97.51,ICD10Code,Non-pressure chronic ulcer of other part of right foot
ICD10/T71.162,ICD10Code,"Asphyxiation due to hanging, intentional self-harm"
ICD10/H33.0,ICD10Code,Retinal detachment with retinal break
ICD10/S53.21,ICD10Code,Traumatic rupture of right radial collateral ligament
ICD10/K00.3,ICD10Code,Mottled teeth
ICD10/R25.2,ICD10Code,Cramp and spasm
ICD10/T34.51,ICD10Code,Frostbite with tissue necrosis of wrist
ICD10/I82.C11,ICD10Code,Acute embolism and thrombosis of right internal jugular vein
ICD10/S65.89,ICD10Code,Other specified injury of other blood vessels at wrist and hand level
ICD10/H11.8,ICD10Code,Other specified disorders of conjunctiva
ICD10/M05.769,ICD10Code,Rheumatoid arthritis with rheumatoid factor of unspecified knee without organ or systems involvement
ICD10/H02.5,ICD10Code,Other disorders affecting eyelid function
ICD10/X92.3,ICD10Code,Assault by drowning and submersion in natural water
ICD10/H27.113,ICD10Code,"Subluxation of lens, bilateral"
ICD10/K80.35,ICD10Code,Calculus of bile duct with chronic cholangitis with obstruction
ICD10/T17.218,ICD10Code,Gastric contents in pharynx causing other injury
ICD10/J15.0,ICD10Code,Pneumonia due to Klebsiella pneumoniae
ICD10/S89.091,ICD10Code,Other physeal fracture of upper end of right tibia
ICD10/B96.82,ICD10Code,Vibrio vulnificus as the cause of diseases classified elsewhere
ICD10/S91.104,ICD10Code,Unspecified open wound of right lesser toe(s) without damage to nail
ICD10/D30.9,ICD10Code,"Benign neoplasm of urinary organ, unspecified"
ICD10/H01.124,ICD10Code,Discoid lupus erythematosus of left upper eyelid
ICD10/F18.988,ICD10Code,"Inhalant use, unspecified with other inhalant-induced disorder"
ICD10/M67.312,ICD10Code,"Transient synovitis, left shoulder"
ICD10/H21.279,ICD10Code,"Miotic pupillary cyst, unspecified eye"
ICD10/S63.8X1,ICD10Code,Sprain of other part of right wrist and hand
ICD10/H51.22,ICD10Code,"Internuclear ophthalmoplegia, left eye"
ICD10/S95.199,ICD10Code,Other specified injury of plantar artery of unspecified foot
ICD10/C90.02,ICD10Code,Multiple myeloma in relapse
ICD10/Y93.1,ICD10Code,Activities involving water and water craft
ICD10/T84.41,ICD10Code,"Breakdown (mechanical) of other internal orthopedic devices, implants and grafts"
ICD10/A93.2,ICD10Code,Colorado tick fever
ICD10/D01.4,ICD10Code,Carcinoma in situ of other and unspecified parts of intestine
ICD10/R89.0,ICD10Code,"Abnormal level of enzymes in specimens from other organs, systems and tissues"
ICD10/N83.339,ICD10Code,"Acquired atrophy of ovary and fallopian tube, unspecified side"
ICD10/Y62-Y84,ICD10Section,Complications of medical and surgical care (Y62-Y84)
ICD10/S90.415,ICD10Code,"Abrasion, left lesser toe(s)"
ICD10/T54.3X,ICD10Code,Toxic effects of corrosive alkalis and alkali-like substances
ICD10/O03.2,ICD10Code,Embolism following incomplete spontaneous abortion
ICD10/K26.6,ICD10Code,Chronic or unspecified duodenal ulcer with both hemorrhage and perforation
ICD10/S06.317,ICD10Code,Contusion and laceration of right cerebrum with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness
ICD10/L02.632,ICD10Code,Carbuncle of left foot
ICD10/M12.359,ICD10Code,"Palindromic rheumatism, unspecified hip"
ICD10/Y84.1,ICD10Code,"Kidney dialysis as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure"
ICD10/T75.20,ICD10Code,Unspecified effects of vibration
ICD10/Q66.0,ICD10Code,Congenital talipes equinovarus
ICD10/Z84.82,ICD10Code,Family history of sudden infant death syndrome
ICD10/T23.072,ICD10Code,Burn of unspecified degree of left wrist
ICD10/T17.41,ICD10Code,Gastric contents in trachea
ICD10/H26.129,ICD10Code,"Partially resolved traumatic cataract, unspecified eye"
ICD10/S25.319,ICD10Code,Minor laceration of unspecified innominate or subclavian vein
ICD10/S55.299,ICD10Code,"Other specified injury of vein at forearm level, unspecified arm"
ICD10/T51.1X3,ICD10Code,"Toxic effect of methanol, assault"
ICD10/T86.9,ICD10Code,Complication of unspecified transplanted organ and tissue
