observationAbout,observationDate,value,variableMeasured,#input
country/MNG,2015,88012,dcid:Count_Person_25To29Years_Employed_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:4:35
country/MNG,2016,87770,dcid:Count_Person_25To29Years_Employed_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:4:36
country/MNG,2017,89675,dcid:Count_Person_25To29Years_Employed_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:4:37
country/MNG,2018,86974,dcid:Count_Person_25To29Years_Employed_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:4:38
country/MNG,2019,100823,dcid:Count_Person_25To29Years_Employed_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:4:39
country/MNG,2020,101180,dcid:Count_Person_25To29Years_Employed_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:4:40
country/MNG,2021,94043,dcid:Count_Person_25To29Years_Employed_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:4:41
country/MNG,2022,90581,dcid:Count_Person_25To29Years_Employed_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:4:42
country/MNG,2023,89019,dcid:Count_Person_25To29Years_Employed_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:4:43
country/MNG,2024,97445,dcid:Count_Person_25To29Years_Employed_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:4:44
country/MNG,2009,73543,dcid:Count_Person_30To34Years_Employed_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:5:29
country/MNG,2010,78453,dcid:Count_Person_30To34Years_Employed_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:5:30
country/MNG,2011,74650,dcid:Count_Person_30To34Years_Employed_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:5:31
country/MNG,2012,79777,dcid:Count_Person_30To34Years_Employed_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:5:32
country/MNG,2013,88744,dcid:Count_Person_30To34Years_Employed_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:5:33
country/MNG,2014,86212,dcid:Count_Person_30To34Years_Employed_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:5:34
country/MNG,2015,91927,dcid:Count_Person_30To34Years_Employed_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:5:35
country/MNG,2016,93706,dcid:Count_Person_30To34Years_Employed_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:5:36
country/MNG,2017,100194,dcid:Count_Person_30To34Years_Employed_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:5:37
country/MNG,2018,109461,dcid:Count_Person_30To34Years_Employed_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:5:38
country/MNG,2019,108724,dcid:Count_Person_30To34Years_Employed_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:5:39
country/MNG,2020,121562,dcid:Count_Person_30To34Years_Employed_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:5:40
country/MNG,2021,119580,dcid:Count_Person_30To34Years_Employed_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:5:41
country/MNG,2022,119453,dcid:Count_Person_30To34Years_Employed_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:5:42
country/MNG,2023,112392,dcid:Count_Person_30To34Years_Employed_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:5:43
country/MNG,2024,115912,dcid:Count_Person_30To34Years_Employed_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:5:44
country/MNG,2009,81052,dcid:Count_Person_35To39Years_Employed_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:6:29
country/MNG,2010,80476,dcid:Count_Person_35To39Years_Employed_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:6:30
country/MNG,2011,84388,dcid:Count_Person_35To39Years_Employed_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:6:31
country/MNG,2012,79602,dcid:Count_Person_35To39Years_Employed_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:6:32
country/MNG,2013,86422,dcid:Count_Person_35To39Years_Employed_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:6:33
country/MNG,2014,95668,dcid:Count_Person_35To39Years_Employed_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:6:34
country/MNG,2015,96075,dcid:Count_Person_35To39Years_Employed_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:6:35
country/MNG,2016,93476,dcid:Count_Person_35To39Years_Employed_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:6:36
country/MNG,2017,97402,dcid:Count_Person_35To39Years_Employed_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:6:37
country/MNG,2018,98846,dcid:Count_Person_35To39Years_Employed_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:6:38
country/MNG,2019,94007,dcid:Count_Person_35To39Years_Employed_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:6:39
country/MNG,2020,100912,dcid:Count_Person_35To39Years_Employed_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:6:40
country/MNG,2021,108306,dcid:Count_Person_35To39Years_Employed_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:6:41
country/MNG,2022,108587,dcid:Count_Person_35To39Years_Employed_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:6:42
country/MNG,2023,118683,dcid:Count_Person_35To39Years_Employed_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:6:43
country/MNG,2024,119877,dcid:Count_Person_35To39Years_Employed_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:6:44
country/MNG,2009,72356,dcid:Count_Person_40To44Years_Employed_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:7:29
country/MNG,2010,76416,dcid:Count_Person_40To44Years_Employed_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:7:30
country/MNG,2011,78998,dcid:Count_Person_40To44Years_Employed_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:7:31
country/MNG,2012,69847,dcid:Count_Person_40To44Years_Employed_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:7:32
country/MNG,2013,82118,dcid:Count_Person_40To44Years_Employed_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:7:33
country/MNG,2014,82160,dcid:Count_Person_40To44Years_Employed_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:7:34
country/MNG,2015,86767,dcid:Count_Person_40To44Years_Employed_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:7:35
country/MNG,2016,86940,dcid:Count_Person_40To44Years_Employed_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:7:36
country/MNG,2017,99314,dcid:Count_Person_40To44Years_Employed_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:7:37
country/MNG,2018,98211,dcid:Count_Person_40To44Years_Employed_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:7:38
country/MNG,2019,89035,dcid:Count_Person_40To44Years_Employed_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:7:39
country/MNG,2020,84972,dcid:Count_Person_40To44Years_Employed_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:7:40
country/MNG,2021,79593,dcid:Count_Person_40To44Years_Employed_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:7:41
country/MNG,2022,92143,dcid:Count_Person_40To44Years_Employed_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:7:42
country/MNG,2023,92725,dcid:Count_Person_40To44Years_Employed_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:7:43
country/MNG,2024,99068,dcid:Count_Person_40To44Years_Employed_Male,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:7:44
country/MNG,1985,315586,dcid:Count_Person_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:8:5
country/MNG,1986,326880,dcid:Count_Person_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:8:6
country/MNG,1987,337357,dcid:Count_Person_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:8:7
country/MNG,1988,370743,dcid:Count_Person_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:8:8
country/MNG,1989,376542,dcid:Count_Person_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:8:9
country/MNG,1990,384995,dcid:Count_Person_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:8:10
country/MNG,1991,385483,dcid:Count_Person_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:8:11
country/MNG,1992,384962,dcid:Count_Person_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:8:12
country/MNG,1993,369401,dcid:Count_Person_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:8:13
country/MNG,1994,364198,dcid:Count_Person_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:8:14
country/MNG,1995,360647,dcid:Count_Person_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:8:15
country/MNG,1996,364998,dcid:Count_Person_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:8:16
country/MNG,1997,363831,dcid:Count_Person_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:8:17
country/MNG,1998,378442,dcid:Count_Person_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:8:18
