Year,Place,StatVar,Quantity,Unit,ScalingFactor
2012,geoId/0658240,dcid:Median_Income_Household_ForeignBorn_PlaceOfBirthNorthernWesternEurope,"250,000+",InflationAdjustedUSD_CurrentYear,
2012,geoId/17093,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthNorthernWesternEurope,9.0+,Rooms,
2012,geoId/51177,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthNorthernWesternEurope,9.0+,Rooms,
2012,geoId/0621230,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthNorthernWesternEurope,9.0+,Rooms,
2012,geoId/0633308,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthNorthernWesternEurope,9.0+,Rooms,
2012,geoId/0644028,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthNorthernWesternEurope,9.0+,Rooms,
2012,geoId/0656700,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthNorthernWesternEurope,9.0+,Rooms,
2012,geoId/0658240,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthNorthernWesternEurope,9.0+,Rooms,
2012,geoId/0660242,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthNorthernWesternEurope,9.0+,Rooms,
2012,geoId/1214412,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthNorthernWesternEurope,9.0+,Rooms,
2012,geoId/1301696,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthNorthernWesternEurope,9.0+,Rooms,
2012,geoId/1367284,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthNorthernWesternEurope,9.0+,Rooms,
2012,geoId/1810342,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthNorthernWesternEurope,9.0+,Rooms,
2012,geoId/2463300,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthNorthernWesternEurope,9.0+,Rooms,
2012,geoId/2707966,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthNorthernWesternEurope,9.0+,Rooms,
2012,geoId/3438580,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthNorthernWesternEurope,9.0+,Rooms,
2012,geoId/3459190,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthNorthernWesternEurope,9.0+,Rooms,
2012,geoId/4801924,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthNorthernWesternEurope,9.0+,Rooms,
2012,geoId/5111464,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthNorthernWesternEurope,9.0+,Rooms,
2012,geoId/5148376,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthNorthernWesternEurope,9.0+,Rooms,
2012,geoId/1215968,dcid:Median_Earnings_Person_Male_ForeignBorn_PlaceOfBirthSouthernEasternEurope,"250,000+",InflationAdjustedUSD_CurrentYear,
2012,geoId/1269812,dcid:Median_Earnings_Person_Male_ForeignBorn_PlaceOfBirthSouthernEasternEurope,"250,000+",InflationAdjustedUSD_CurrentYear,
2012,geoId/1271567,dcid:Median_Earnings_Person_Male_ForeignBorn_PlaceOfBirthSouthernEasternEurope,"250,000+",InflationAdjustedUSD_CurrentYear,
2012,geoId/2706616,dcid:Median_Earnings_Person_Male_ForeignBorn_PlaceOfBirthSouthernEasternEurope,"250,000+",InflationAdjustedUSD_CurrentYear,
2012,geoId/0613214,dcid:Median_Earnings_Person_Female_ForeignBorn_PlaceOfBirthSouthernEasternEurope,"250,000+",InflationAdjustedUSD_CurrentYear,
2012,geoId/1239075,dcid:Median_Earnings_Person_Female_ForeignBorn_PlaceOfBirthSouthernEasternEurope,"250,000+",InflationAdjustedUSD_CurrentYear,
2012,geoId/1271567,dcid:Median_Earnings_Person_Female_ForeignBorn_PlaceOfBirthSouthernEasternEurope,"250,000+",InflationAdjustedUSD_CurrentYear,
2012,geoId/0630994,dcid:Median_Income_Household_ForeignBorn_PlaceOfBirthSouthernEasternEurope,"250,000+",InflationAdjustedUSD_CurrentYear,
2012,geoId/0633308,dcid:Median_Income_Household_ForeignBorn_PlaceOfBirthSouthernEasternEurope,"250,000+",InflationAdjustedUSD_CurrentYear,
2012,geoId/0666140,dcid:Median_Income_Household_ForeignBorn_PlaceOfBirthSouthernEasternEurope,"250,000+",InflationAdjustedUSD_CurrentYear,
2012,geoId/1239950,dcid:Median_Income_Household_ForeignBorn_PlaceOfBirthSouthernEasternEurope,"2,500-",InflationAdjustedUSD_CurrentYear,
2012,geoId/1269812,dcid:Median_Income_Household_ForeignBorn_PlaceOfBirthSouthernEasternEurope,"250,000+",InflationAdjustedUSD_CurrentYear,
2012,geoId/1271567,dcid:Median_Income_Household_ForeignBorn_PlaceOfBirthSouthernEasternEurope,"250,000+",InflationAdjustedUSD_CurrentYear,
2012,geoId/4751560,dcid:Median_Income_Household_ForeignBorn_PlaceOfBirthSouthernEasternEurope,"2,500-",InflationAdjustedUSD_CurrentYear,
2012,geoId/5126875,dcid:Median_Income_Household_ForeignBorn_PlaceOfBirthSouthernEasternEurope,"250,000+",InflationAdjustedUSD_CurrentYear,
2012,geoId/06101,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthSouthernEasternEurope,9.0+,Rooms,
2012,geoId/37057,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthSouthernEasternEurope,9.0+,Rooms,
2012,geoId/0603666,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthSouthernEasternEurope,9.0+,Rooms,
2012,geoId/0646492,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthSouthernEasternEurope,9.0+,Rooms,
2012,geoId/0670042,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthSouthernEasternEurope,9.0+,Rooms,
2012,geoId/0686972,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthSouthernEasternEurope,9.0+,Rooms,
2012,geoId/1200410,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthSouthernEasternEurope,9.0+,Rooms,
2012,geoId/1269812,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthSouthernEasternEurope,9.0+,Rooms,
2012,geoId/1273287,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthSouthernEasternEurope,9.0+,Rooms,
2012,geoId/3459190,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthSouthernEasternEurope,9.0+,Rooms,
2012,geoId/4848772,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthSouthernEasternEurope,9.0+,Rooms,
2012,geoId/5174592,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthSouthernEasternEurope,9.0+,Rooms,
2013,geoId/1226100,dcid:Median_Income_Household_ForeignBorn_PlaceOfBirthEurope,"2,500-",InflationAdjustedUSD_CurrentYear,
2013,geoId/1239950,dcid:Median_Income_Household_ForeignBorn_PlaceOfBirthEurope,"2,500-",InflationAdjustedUSD_CurrentYear,
2013,geoId/20055,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthEurope,9.0+,Rooms,
2013,geoId/0656700,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthEurope,9.0+,Rooms,
2013,geoId/0670042,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthEurope,9.0+,Rooms,
2013,geoId/1269812,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthEurope,9.0+,Rooms,
2013,geoId/1810342,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthEurope,9.0+,Rooms,
2013,geoId/5148376,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthEurope,9.0+,Rooms,
2013,geoId/17093,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthNorthernWesternEurope,9.0+,Rooms,
2013,geoId/20055,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthNorthernWesternEurope,9.0+,Rooms,
2013,geoId/49049,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthNorthernWesternEurope,9.0+,Rooms,
2013,geoId/1301696,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthNorthernWesternEurope,9.0+,Rooms,
2013,geoId/1342425,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthNorthernWesternEurope,9.0+,Rooms,
2013,geoId/1367284,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthNorthernWesternEurope,9.0+,Rooms,
2013,geoId/1810342,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthNorthernWesternEurope,9.0+,Rooms,
2013,geoId/2239475,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthNorthernWesternEurope,9.0+,Rooms,
2013,geoId/2402825,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthNorthernWesternEurope,9.0+,Rooms,
2013,geoId/2751730,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthNorthernWesternEurope,9.0+,Rooms,
2013,geoId/4957300,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthNorthernWesternEurope,9.0+,Rooms,
2013,geoId/5114744,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthNorthernWesternEurope,9.0+,Rooms,
2013,geoId/5148376,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthNorthernWesternEurope,9.0+,Rooms,
2013,geoId/12055,dcid:Median_Earnings_Person_Male_ForeignBorn_PlaceOfBirthSouthernEasternEurope,"250,000+",InflationAdjustedUSD_CurrentYear,
2013,geoId/0665084,dcid:Median_Earnings_Person_Male_ForeignBorn_PlaceOfBirthSouthernEasternEurope,"250,000+",InflationAdjustedUSD_CurrentYear,
2013,geoId/1271567,dcid:Median_Earnings_Person_Male_ForeignBorn_PlaceOfBirthSouthernEasternEurope,"250,000+",InflationAdjustedUSD_CurrentYear,
2013,geoId/40031,dcid:Median_Earnings_Person_Female_ForeignBorn_PlaceOfBirthSouthernEasternEurope,"250,000+",InflationAdjustedUSD_CurrentYear,
2013,geoId/49057,dcid:Median_Earnings_Person_Female_ForeignBorn_PlaceOfBirthSouthernEasternEurope,"2,500-",InflationAdjustedUSD_CurrentYear,
2013,geoId/0601290,dcid:Median_Income_Household_ForeignBorn_PlaceOfBirthSouthernEasternEurope,"250,000+",InflationAdjustedUSD_CurrentYear,
2013,geoId/4751560,dcid:Median_Income_Household_ForeignBorn_PlaceOfBirthSouthernEasternEurope,"2,500-",InflationAdjustedUSD_CurrentYear,
2013,geoId/06101,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthSouthernEasternEurope,9.0+,Rooms,
2013,geoId/0686972,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthSouthernEasternEurope,9.0+,Rooms,
2013,geoId/4863500,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthSouthernEasternEurope,9.0+,Rooms,
2013,geoId/4955980,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthSouthernEasternEurope,9.0+,Rooms,
2013,geoId/5174100,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthSouthernEasternEurope,9.0+,Rooms,
2013,geoId/5174592,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthSouthernEasternEurope,9.0+,Rooms,
2013,geoId/5184368,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthSouthernEasternEurope,9.0+,Rooms,
2014,geoId/0658240,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthEurope,9.0+,Rooms,
2014,geoId/1706613,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthEurope,9.0+,Rooms,
2014,geoId/1810342,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthEurope,9.0+,Rooms,
2014,geoId/2424650,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthEurope,9.0+,Rooms,
2014,geoId/5148450,dcid:Median_Income_Household_ForeignBorn_PlaceOfBirthNorthernWesternEurope,"250,000+",InflationAdjustedUSD_CurrentYear,
2014,geoId/51660,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthNorthernWesternEurope,9.0+,Rooms,
2014,geoId/0644028,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthNorthernWesternEurope,9.0+,Rooms,
2014,geoId/1301696,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthNorthernWesternEurope,9.0+,Rooms,
2014,geoId/1324600,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthNorthernWesternEurope,9.0+,Rooms,
2014,geoId/1367284,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthNorthernWesternEurope,9.0+,Rooms,
2014,geoId/1706613,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthNorthernWesternEurope,9.0+,Rooms,
2014,geoId/1810342,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthNorthernWesternEurope,9.0+,Rooms,
2014,geoId/2239475,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthNorthernWesternEurope,9.0+,Rooms,
2014,geoId/2400400,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthNorthernWesternEurope,9.0+,Rooms,
2014,geoId/2463300,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthNorthernWesternEurope,9.0+,Rooms,
2014,geoId/3438580,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthNorthernWesternEurope,9.0+,Rooms,
2014,geoId/3633139,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthNorthernWesternEurope,9.0+,Rooms,
2014,geoId/4957300,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthNorthernWesternEurope,9.0+,Rooms,
2014,geoId/5114744,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthNorthernWesternEurope,9.0+,Rooms,
2014,geoId/5135624,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthNorthernWesternEurope,9.0+,Rooms,
2014,geoId/0601290,dcid:Median_Income_Household_ForeignBorn_PlaceOfBirthSouthernEasternEurope,"250,000+",InflationAdjustedUSD_CurrentYear,
2014,geoId/1226100,dcid:Median_Income_Household_ForeignBorn_PlaceOfBirthSouthernEasternEurope,"2,500-",InflationAdjustedUSD_CurrentYear,
2014,geoId/4751560,dcid:Median_Income_Household_ForeignBorn_PlaceOfBirthSouthernEasternEurope,"2,500-",InflationAdjustedUSD_CurrentYear,
2014,geoId/13153,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthSouthernEasternEurope,9.0+,Rooms,
2014,geoId/1215968,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthSouthernEasternEurope,9.0+,Rooms,
2014,geoId/1810342,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthSouthernEasternEurope,9.0+,Rooms,
2014,geoId/2424650,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthSouthernEasternEurope,9.0+,Rooms,
2014,geoId/5174100,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthSouthernEasternEurope,9.0+,Rooms,
2015,geoId/0639290,dcid:Median_Earnings_Person_Female_ForeignBorn_PlaceOfBirthEurope,"250,000+",InflationAdjustedUSD_CurrentYear,
2015,geoId/0666140,dcid:Median_Income_Household_ForeignBorn_PlaceOfBirthEurope,"250,000+",InflationAdjustedUSD_CurrentYear,
2015,geoId/0658240,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthEurope,9.0+,Rooms,
2015,geoId/1810342,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthEurope,9.0+,Rooms,
2015,geoId/2424650,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthEurope,9.0+,Rooms,
2015,geoId/3418070,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthEurope,9.0+,Rooms,
2015,geoId/5148376,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthEurope,9.0+,Rooms,
2015,geoId/0673262,dcid:Median_Earnings_Person_Male_ForeignBorn_PlaceOfBirthNorthernWesternEurope,"250,000+",InflationAdjustedUSD_CurrentYear,
2015,geoId/1810342,dcid:Median_Income_Household_ForeignBorn_PlaceOfBirthNorthernWesternEurope,"250,000+",InflationAdjustedUSD_CurrentYear,
2015,geoId/5148450,dcid:Median_Income_Household_ForeignBorn_PlaceOfBirthNorthernWesternEurope,"250,000+",InflationAdjustedUSD_CurrentYear,
2015,geoId/51660,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthNorthernWesternEurope,9.0+,Rooms,
2015,geoId/1243800,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthNorthernWesternEurope,9.0+,Rooms,
2015,geoId/1301696,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthNorthernWesternEurope,9.0+,Rooms,
2015,geoId/1810342,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthNorthernWesternEurope,9.0+,Rooms,
2015,geoId/2400400,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthNorthernWesternEurope,9.0+,Rooms,
2015,geoId/2751730,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthNorthernWesternEurope,9.0+,Rooms,
2015,geoId/3128000,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthNorthernWesternEurope,9.0+,Rooms,
2015,geoId/3438580,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthNorthernWesternEurope,9.0+,Rooms,
2015,geoId/3922694,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthNorthernWesternEurope,9.0+,Rooms,
2015,geoId/4816432,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthNorthernWesternEurope,9.0+,Rooms,
2015,geoId/5114744,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthNorthernWesternEurope,9.0+,Rooms,
2015,geoId/5135624,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthNorthernWesternEurope,9.0+,Rooms,
2015,geoId/5148376,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthNorthernWesternEurope,9.0+,Rooms,
2015,geoId/2483775,dcid:Median_Earnings_Person_Male_ForeignBorn_PlaceOfBirthSouthernEasternEurope,"250,000+",InflationAdjustedUSD_CurrentYear,
2015,geoId/0633588,dcid:Median_Income_Household_ForeignBorn_PlaceOfBirthSouthernEasternEurope,"250,000+",InflationAdjustedUSD_CurrentYear,
2015,geoId/1226100,dcid:Median_Income_Household_ForeignBorn_PlaceOfBirthSouthernEasternEurope,"2,500-",InflationAdjustedUSD_CurrentYear,
2015,geoId/3676089,dcid:Median_Income_Household_ForeignBorn_PlaceOfBirthSouthernEasternEurope,"250,000+",InflationAdjustedUSD_CurrentYear,
2015,geoId/13153,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthSouthernEasternEurope,9.0+,Rooms,
2015,geoId/48091,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthSouthernEasternEurope,9.0+,Rooms,
2015,geoId/2424650,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthSouthernEasternEurope,9.0+,Rooms,
2015,geoId/2473650,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthSouthernEasternEurope,9.0+,Rooms,
2015,geoId/3418070,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthSouthernEasternEurope,9.0+,Rooms,
2015,geoId/4813552,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthSouthernEasternEurope,9.0+,Rooms,
2015,geoId/4955980,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthSouthernEasternEurope,9.0+,Rooms,
2015,geoId/5174100,dcid:Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthSouthernEasternEurope,9.0+,Rooms,
2016,geoId/4816432,dcid:Median_Earnings_Person_Male_ForeignBorn_PlaceOfBirthEurope,"250,000+",InflationAdjustedUSD_CurrentYear,
2016,geoId/4819792,dcid:Median_Earnings_Person_Male_ForeignBorn_PlaceOfBirthEurope,"250,000+",InflationAdjustedUSD_CurrentYear,
2016,geoId/0620802,dcid:Median_Income_Household_ForeignBorn_PlaceOfBirthEurope,"2,500-",InflationAdjustedUSD_CurrentYear,
2016,geoId/0666140,dcid:Median_Income_Household_ForeignBorn_PlaceOfBirthEurope,"250,000+",InflationAdjustedUSD_CurrentYear,
