StateCode,StatVar,Date,unit,value
IN,Annual_Generation_Electricity_EnergyIndustryOwnUse,2010-03-01,GigawattHour,12389.83
IN,Annual_Generation_Electricity_EnergyIndustryOwnUse,2011-03-01,GigawattHour,13323.4
IN,Annual_Generation_Electricity_EnergyIndustryOwnUse,2012-03-01,GigawattHour,14205.641
IN,Annual_Generation_Electricity_EnergyIndustryOwnUse,2013-03-01,GigawattHour,14099.99
IN,Annual_Generation_Electricity_EnergyIndustryOwnUse,2014-03-01,GigawattHour,15539.68
IN,Annual_Generation_Electricity_EnergyIndustryOwnUse,2015-03-01,GigawattHour,16176.94
IN,Annual_Generation_Electricity_EnergyIndustryOwnUse,2016-03-01,GigawattHour,16594.329999999998
IN,Annual_Generation_Electricity_EnergyIndustryOwnUse,2017-03-01,GigawattHour,15682.75
IN,Annual_Generation_Electricity_EnergyIndustryOwnUse,2018-03-01,GigawattHour,17432.66
IN,Annual_Generation_Electricity_EnergyIndustryOwnUse,2019-03-01,GigawattHour,18837.42
IN,Annual_Generation_Electricity_Households,2006-03-01,GigawattHour,100090.12
IN,Annual_Generation_Electricity_Households,2007-03-01,GigawattHour,111001.63
IN,Annual_Generation_Electricity_Households,2008-03-01,GigawattHour,120918.22
IN,Annual_Generation_Electricity_Households,2009-03-01,GigawattHour,130056.48
IN,Annual_Generation_Electricity_Households,2010-03-01,GigawattHour,141844.72
IN,Annual_Generation_Electricity_Households,2011-03-01,GigawattHour,155300.97
IN,Annual_Generation_Electricity_Households,2012-03-01,GigawattHour,171103.599
IN,Annual_Generation_Electricity_Households,2013-03-01,GigawattHour,183700.44
IN,Annual_Generation_Electricity_Households,2014-03-01,GigawattHour,199841.8
IN,Annual_Generation_Electricity_Households,2015-03-01,GigawattHour,217404.73
IN,Annual_Generation_Electricity_Households,2016-03-01,GigawattHour,238845.69
IN,Annual_Generation_Electricity_Households,2017-03-01,GigawattHour,255826.01
IN,Annual_Generation_Electricity_Households,2018-03-01,GigawattHour,273545.03
IN,Annual_Generation_Electricity_Households,2019-03-01,GigawattHour,288243.12
IN,Annual_Generation_Electricity_Industry,2006-03-01,GigawattHour,214120.59
IN,Annual_Generation_Electricity_Industry,2007-03-01,GigawattHour,241214.03
IN,Annual_Generation_Electricity_Industry,2008-03-01,GigawattHour,265403.25
IN,Annual_Generation_Electricity_Industry,2009-03-01,GigawattHour,279652.89999999997
IN,Annual_Generation_Electricity_Industry,2010-03-01,GigawattHour,297614.53
IN,Annual_Generation_Electricity_Industry,2011-03-01,GigawattHour,321117.46
IN,Annual_Generation_Electricity_Industry,2012-03-01,GigawattHour,352291.569
IN,Annual_Generation_Electricity_Industry,2013-03-01,GigawattHour,365989.0
IN,Annual_Generation_Electricity_Industry,2014-03-01,GigawattHour,384418.3
IN,Annual_Generation_Electricity_Industry,2015-03-01,GigawattHour,416424.89
IN,Annual_Generation_Electricity_Industry,2016-03-01,GigawattHour,436029.47000000003
IN,Annual_Generation_Electricity_Industry,2017-03-01,GigawattHour,440205.51
IN,Annual_Generation_Electricity_Industry,2018-03-01,GigawattHour,468613.31
IN,Annual_Generation_Electricity_Industry,2019-03-01,GigawattHour,519196.31
IN,Annual_Generation_Electricity_UN_UnspecifiedSector,2006-03-01,GigawattHour,8603.81
IN,Annual_Generation_Electricity_UN_UnspecifiedSector,2007-03-01,GigawattHour,7254.81
IN,Annual_Generation_Electricity_UN_UnspecifiedSector,2008-03-01,GigawattHour,11737.77
IN,Annual_Generation_Electricity_UN_UnspecifiedSector,2009-03-01,GigawattHour,10120.78
IN,Annual_Generation_Electricity_UN_UnspecifiedSector,2010-03-01,GigawattHour,8962.460000000001
IN,Annual_Generation_Electricity_UN_UnspecifiedSector,2011-03-01,GigawattHour,12632.08
IN,Annual_Generation_Electricity_UN_UnspecifiedSector,2012-03-01,GigawattHour,18546.828
IN,Annual_Generation_Electricity_UN_UnspecifiedSector,2013-03-01,GigawattHour,15933.779999999999
IN,Annual_Generation_Electricity_UN_UnspecifiedSector,2014-03-01,GigawattHour,19680.05
IN,Annual_Generation_Electricity_UN_UnspecifiedSector,2015-03-01,GigawattHour,21707.6
IN,Annual_Generation_Electricity_UN_UnspecifiedSector,2016-03-01,GigawattHour,33922.97
IN,Annual_Generation_Electricity_UN_UnspecifiedSector,2017-03-01,GigawattHour,39682.49
IN,Annual_Generation_Electricity_UN_UnspecifiedSector,2018-03-01,GigawattHour,40293.53
IN,Annual_Generation_Electricity_UN_UnspecifiedSector,2019-03-01,GigawattHour,40048.26
IN,Annual_Loss_Electricity,2006-03-01,GigawattHour,180097.436
IN,Annual_Loss_Electricity,2007-03-01,GigawattHour,183742.32
IN,Annual_Loss_Electricity,2008-03-01,GigawattHour,187513.17
IN,Annual_Loss_Electricity,2009-03-01,GigawattHour,180321.71
IN,Annual_Loss_Electricity,2010-03-01,GigawattHour,193795.22
IN,Annual_Loss_Electricity,2011-03-01,GigawattHour,194537.41
IN,Annual_Loss_Electricity,2012-03-01,GigawattHour,208400.44
IN,Annual_Loss_Electricity,2013-03-01,GigawattHour,212171.36
IN,Annual_Loss_Electricity,2014-03-01,GigawattHour,222527.32
IN,Annual_Loss_Electricity,2015-03-01,GigawattHour,240103.57
IN,Annual_Loss_Electricity,2016-03-01,GigawattHour,240864.31
IN,Annual_Loss_Electricity,2017-03-01,GigawattHour,249197.51
IN,Annual_Loss_Electricity,2018-03-01,GigawattHour,259374.51
IN,Annual_Loss_Electricity,2019-03-01,GigawattHour,270166.7
IN,Annual_Potential_Electricity_Bagasse,2015-03-01,Megawatt,5000.0
IN,Annual_Potential_Electricity_Bagasse,2017-03-01,Megawatt,5000.0
IN,Annual_Potential_Electricity_Bagasse,2018-03-01,Megawatt,7260.0
IN,Annual_Potential_Electricity_Bagasse,2019-03-01,Megawatt,5000.0
IN,Annual_Potential_Electricity_Bagasse,2020-03-01,Megawatt,5000.0
IN,Annual_Potential_Electricity_NonRenewableWaste,2015-03-01,Megawatt,2556.0
IN,Annual_Potential_Electricity_NonRenewableWaste,2017-03-01,Megawatt,2556.0
IN,Annual_Potential_Electricity_NonRenewableWaste,2018-03-01,Megawatt,2425.0
IN,Annual_Potential_Electricity_NonRenewableWaste,2019-03-01,Megawatt,2556.0
IN,Annual_Potential_Electricity_NonRenewableWaste,2020-03-01,Megawatt,2555.0
IN,Annual_Potential_Electricity_OtherBiomass,2015-03-01,Megawatt,17538.0
IN,Annual_Potential_Electricity_OtherBiomass,2017-03-01,Megawatt,17538.0
