Year,Place,StatVar,Quantity,Unit,Column
2019,dcs:geoId/01,dcid:Count_Household_HouseholderRaceTwoOrMoreRaces_FamilyHousehold,15092.0,,Estimate!!Total!!All families!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Two or more races
2019,dcs:geoId/01,dcid:MarginOfError_Count_Household_HouseholderRaceTwoOrMoreRaces_FamilyHousehold,751.0,,Margin of Error!!Total!!All families!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Two or more races
2019,dcs:geoId/01,dcid:Count_Household_HouseholderRaceHispanicOrLatino_FamilyHousehold,39523.0,,Estimate!!Total!!All families!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Hispanic or Latino origin (of any race)
2019,dcs:geoId/01,dcid:MarginOfError_Count_Household_HouseholderRaceHispanicOrLatino_FamilyHousehold,1091.0,,Margin of Error!!Total!!All families!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Hispanic or Latino origin (of any race)
2019,dcs:geoId/01,dcid:Count_Household_HouseholderRaceWhiteAloneNotHispanicOrLatino_FamilyHousehold,856295.0,,"Estimate!!Total!!All families!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!White alone, not Hispanic or Latino"
2019,dcs:geoId/01,dcid:MarginOfError_Count_Household_HouseholderRaceWhiteAloneNotHispanicOrLatino_FamilyHousehold,3853.0,,"Margin of Error!!Total!!All families!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!White alone, not Hispanic or Latino"
2019,dcs:geoId/01,dcid:Count_Household_FullTimeYearRoundWorker_FamilyHousehold,618613.0,,"Estimate!!Total!!All families!!Families!!Householder worked!!Householder worked full-time, year-round in the past 12 months"
2019,dcs:geoId/01,dcid:MarginOfError_Count_Household_FullTimeYearRoundWorker_FamilyHousehold,5544.0,,"Margin of Error!!Total!!All families!!Families!!Householder worked!!Householder worked full-time, year-round in the past 12 months"
2019,dcs:geoId/01,dcid:Count_Household_HouseholderAge65OrMoreYears_FamilyHousehold,283072.0,,Estimate!!Total!!All families!!Families!!Householder 65 years and over
2019,dcs:geoId/01,dcid:MarginOfError_Count_Household_HouseholderAge65OrMoreYears_FamilyHousehold,1934.0,,Margin of Error!!Total!!All families!!Families!!Householder 65 years and over
2019,dcs:geoId/01,dcid:Count_Household_WithSSIAndOrCashAssistanceInThePast12Months_FamilyHousehold,95436.0,,Estimate!!Total!!All families!!Families!!Family received --!!Supplemental Security Income (SSI) and/or cash public assistance income in the past 12 months
2019,dcs:geoId/01,dcid:MarginOfError_Count_Household_WithSSIAndOrCashAssistanceInThePast12Months_FamilyHousehold,2256.0,,Margin of Error!!Total!!All families!!Families!!Family received --!!Supplemental Security Income (SSI) and/or cash public assistance income in the past 12 months
2019,dcs:geoId/01,dcid:Count_Household_WithSocialSecurityIncomeInThePast12Months_FamilyHousehold,409180.0,,Estimate!!Total!!All families!!Families!!Family received --!!Social security income in the past 12 months
2019,dcs:geoId/01,dcid:MarginOfError_Count_Household_WithSocialSecurityIncomeInThePast12Months_FamilyHousehold,3090.0,,Margin of Error!!Total!!All families!!Families!!Family received --!!Social security income in the past 12 months
2019,dcs:geoId/01,dcid:Count_Household_HouseholderEducationalAttainmentLessThanHighSchoolGraduate_FamilyHousehold,133129.0,,Estimate!!Total!!All families!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Less than high school graduate
2019,dcs:geoId/01,dcid:MarginOfError_Count_Household_HouseholderEducationalAttainmentLessThanHighSchoolGraduate_FamilyHousehold,2497.0,,Margin of Error!!Total!!All families!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Less than high school graduate
2019,dcs:geoId/01,dcid:Count_Household_HouseholderEducationalAttainmentHighSchoolGraduateIncludesEquivalency_FamilyHousehold,335813.0,,Estimate!!Total!!All families!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!High school graduate (includes equivalency)
2019,dcs:geoId/01,dcid:MarginOfError_Count_Household_HouseholderEducationalAttainmentHighSchoolGraduateIncludesEquivalency_FamilyHousehold,3894.0,,Margin of Error!!Total!!All families!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!High school graduate (includes equivalency)
2019,dcs:geoId/01,dcid:Count_Household_HouseholderEducationalAttainmentSomeCollegeOrAssociatesDegree_FamilyHousehold,397966.0,,"Estimate!!Total!!All families!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Some college, associate's degree"
2019,dcs:geoId/01,dcid:MarginOfError_Count_Household_HouseholderEducationalAttainmentSomeCollegeOrAssociatesDegree_FamilyHousehold,4464.0,,"Margin of Error!!Total!!All families!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Some college, associate's degree"
2019,dcs:geoId/01,dcid:Count_Household_HouseholderEducationalAttainmentBachelorsDegreeOrHigher_FamilyHousehold,360600.0,,Estimate!!Total!!All families!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Bachelor's degree or higher
2019,dcs:geoId/01,dcid:MarginOfError_Count_Household_HouseholderEducationalAttainmentBachelorsDegreeOrHigher_FamilyHousehold,5029.0,,Margin of Error!!Total!!All families!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Bachelor's degree or higher
2019,dcs:geoId/01,dcid:Count_Household_Householder0RelatedChildren_FamilyHousehold,673602.0,,Estimate!!Total!!All families!!Families!!NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!No child
2019,dcs:geoId/01,dcid:MarginOfError_Count_Household_Householder0RelatedChildren_FamilyHousehold,3606.0,,Margin of Error!!Total!!All families!!Families!!NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!No child
2019,dcs:geoId/01,dcid:Count_Household_Householder1To2RelatedChildren_FamilyHousehold,451089.0,,Estimate!!Total!!All families!!Families!!NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!1 or 2 children
2019,dcs:geoId/01,dcid:MarginOfError_Count_Household_Householder1To2RelatedChildren_FamilyHousehold,5416.0,,Margin of Error!!Total!!All families!!Families!!NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!1 or 2 children
2019,dcs:geoId/01,dcid:Count_Household_Householder3To4RelatedChildren_FamilyHousehold,95134.0,,Estimate!!Total!!All families!!Families!!NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!3 or 4 children
2019,dcs:geoId/01,dcid:MarginOfError_Count_Household_Householder3To4RelatedChildren_FamilyHousehold,2212.0,,Margin of Error!!Total!!All families!!Families!!NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!3 or 4 children
2019,dcs:geoId/01,dcid:Count_Household_Householder5OrMoreRelatedChildren_FamilyHousehold,7683.0,,Estimate!!Total!!All families!!Families!!NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!5 or more children
2019,dcs:geoId/01,dcid:MarginOfError_Count_Household_Householder5OrMoreRelatedChildren_FamilyHousehold,583.0,,Margin of Error!!Total!!All families!!Families!!NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!5 or more children
2019,dcs:geoId/01,dcid:Count_Household_Householder0OwnChildren_FamilyHousehold,745291.0,,Estimate!!Total!!All families!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!No own child of the householder
2019,dcs:geoId/01,dcid:MarginOfError_Count_Household_Householder0OwnChildren_FamilyHousehold,3796.0,,Margin of Error!!Total!!All families!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!No own child of the householder
2019,dcs:geoId/01,dcid:Count_Household_Householder1To2OwnChildren_FamilyHousehold,392406.0,,Estimate!!Total!!All families!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!1 or 2 own children of the householder
2019,dcs:geoId/01,dcid:MarginOfError_Count_Household_Householder1To2OwnChildren_FamilyHousehold,5057.0,,Margin of Error!!Total!!All families!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!1 or 2 own children of the householder
2019,dcs:geoId/01,dcid:Count_Household_Householder3To4OwnChildren_FamilyHousehold,83838.0,,Estimate!!Total!!All families!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!3 or 4 own children of the householder
2019,dcs:geoId/01,dcid:MarginOfError_Count_Household_Householder3To4OwnChildren_FamilyHousehold,2012.0,,Margin of Error!!Total!!All families!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!3 or 4 own children of the householder
2019,dcs:geoId/01,dcid:Count_Household_Householder5OrMoreOwnChildren_FamilyHousehold,5973.0,,Estimate!!Total!!All families!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!5 or more own children of the householder
2019,dcs:geoId/01,dcid:MarginOfError_Count_Household_Householder5OrMoreOwnChildren_FamilyHousehold,565.0,,Margin of Error!!Total!!All families!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!5 or more own children of the householder
2019,dcs:geoId/01,dcid:Count_Household_With2Person_FamilyHousehold,614171.0,,Estimate!!Total!!All families!!Families!!NUMBER OF PEOPLE IN FAMILY!!2 people
2019,dcs:geoId/01,dcid:MarginOfError_Count_Household_With2Person_FamilyHousehold,4242.0,,Margin of Error!!Total!!All families!!Families!!NUMBER OF PEOPLE IN FAMILY!!2 people
2019,dcs:geoId/01,dcid:Count_Household_With3To4Person_FamilyHousehold,486701.0,,Estimate!!Total!!All families!!Families!!NUMBER OF PEOPLE IN FAMILY!!3 or 4 people
2019,dcs:geoId/01,dcid:MarginOfError_Count_Household_With3To4Person_FamilyHousehold,5409.0,,Margin of Error!!Total!!All families!!Families!!NUMBER OF PEOPLE IN FAMILY!!3 or 4 people
2019,dcs:geoId/01,dcid:Count_Household_With5To6Person_FamilyHousehold,113894.0,,Estimate!!Total!!All families!!Families!!NUMBER OF PEOPLE IN FAMILY!!5 or 6 people
2019,dcs:geoId/01,dcid:MarginOfError_Count_Household_With5To6Person_FamilyHousehold,2176.0,,Margin of Error!!Total!!All families!!Families!!NUMBER OF PEOPLE IN FAMILY!!5 or 6 people
2019,dcs:geoId/01,dcid:Count_Household_With7OrMorePerson_FamilyHousehold,12742.0,,Estimate!!Total!!All families!!Families!!NUMBER OF PEOPLE IN FAMILY!!7 or more people
2019,dcs:geoId/01,dcid:MarginOfError_Count_Household_With7OrMorePerson_FamilyHousehold,715.0,,Margin of Error!!Total!!All families!!Families!!NUMBER OF PEOPLE IN FAMILY!!7 or more people
2019,dcs:geoId/01,dcid:Count_Household_FamilyHousehold_With0Worker,233262.0,,Estimate!!Total!!All families!!Families!!NUMBER OF WORKERS IN FAMILY!!No workers
2019,dcs:geoId/01,dcid:MarginOfError_Count_Household_FamilyHousehold_With0Worker,2763.0,,Margin of Error!!Total!!All families!!Families!!NUMBER OF WORKERS IN FAMILY!!No workers
2019,dcs:geoId/01,dcid:Count_Household_FamilyHousehold_With1Worker,433234.0,,Estimate!!Total!!All families!!Families!!NUMBER OF WORKERS IN FAMILY!!1 worker
2019,dcs:geoId/01,dcid:MarginOfError_Count_Household_FamilyHousehold_With1Worker,4214.0,,Margin of Error!!Total!!All families!!Families!!NUMBER OF WORKERS IN FAMILY!!1 worker
2019,dcs:geoId/01,dcid:Count_Household_FamilyHousehold_With2Worker,462040.0,,Estimate!!Total!!All families!!Families!!NUMBER OF WORKERS IN FAMILY!!2 workers
2019,dcs:geoId/01,dcid:MarginOfError_Count_Household_FamilyHousehold_With2Worker,5194.0,,Margin of Error!!Total!!All families!!Families!!NUMBER OF WORKERS IN FAMILY!!2 workers
2019,dcs:geoId/01,dcid:Count_Household_FamilyHousehold_With3OrMoreWorker,98972.0,,Estimate!!Total!!All families!!Families!!NUMBER OF WORKERS IN FAMILY!!3 or more workers
2019,dcs:geoId/01,dcid:MarginOfError_Count_Household_FamilyHousehold_With3OrMoreWorker,2118.0,,Margin of Error!!Total!!All families!!Families!!NUMBER OF WORKERS IN FAMILY!!3 or more workers
2019,dcs:geoId/01,dcid:Mean_IncomeDeficit_Household_FamilyHousehold,9910.0,USDollar,Estimate!!Total!!All families!!Families!!INCOME DEFICIT!!Mean income deficit for families (dollars)
2019,dcs:geoId/01,dcid:Count_Household_FamilyHousehold_OwnerOccupied,925826.0,,Estimate!!Total!!All families!!Families!!TENURE!!Owner occupied
2019,dcs:geoId/01,dcid:MarginOfError_Count_Household_FamilyHousehold_OwnerOccupied,6301.0,,Margin of Error!!Total!!All families!!Families!!TENURE!!Owner occupied
2019,dcs:geoId/01,dcid:Count_Household_FamilyHousehold_RenterOccupied,301682.0,,Estimate!!Total!!All families!!Families!!TENURE!!Renter Occupied
2019,dcs:geoId/01,dcid:MarginOfError_Count_Household_FamilyHousehold_RenterOccupied,4247.0,,Margin of Error!!Total!!All families!!Families!!TENURE!!Renter Occupied
2019,dcs:geoId/01,dcid:Count_Household_0.5OrLessRatioToPovertyLine_FamilyHousehold,62605.0,,Estimate!!Total!!All families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!50 percent of poverty level
2019,dcs:geoId/01,dcid:MarginOfError_Count_Household_0.5OrLessRatioToPovertyLine_FamilyHousehold,1626.0,,Margin of Error!!Total!!All families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!50 percent of poverty level
2019,dcs:geoId/01,dcid:Count_Household_1.25OrLessRatioToPovertyLine_FamilyHousehold,201367.0,,Estimate!!Total!!All families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!125 percent of poverty level
2019,dcs:geoId/01,dcid:MarginOfError_Count_Household_1.25OrLessRatioToPovertyLine_FamilyHousehold,2901.0,,Margin of Error!!Total!!All families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!125 percent of poverty level
2019,dcs:geoId/01,dcid:Count_Household_1.5OrLessRatioToPovertyLine_FamilyHousehold,252931.0,,Estimate!!Total!!All families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!150 percent of poverty level
2019,dcs:geoId/01,dcid:MarginOfError_Count_Household_1.5OrLessRatioToPovertyLine_FamilyHousehold,3343.0,,Margin of Error!!Total!!All families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!150 percent of poverty level
2019,dcs:geoId/01,dcid:Count_Household_1.85OrLessRatioToPovertyLine_FamilyHousehold,333454.0,,Estimate!!Total!!All families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!185 percent of poverty level
2019,dcs:geoId/01,dcid:MarginOfError_Count_Household_1.85OrLessRatioToPovertyLine_FamilyHousehold,3874.0,,Margin of Error!!Total!!All families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!185 percent of poverty level
2019,dcs:geoId/01,dcid:Count_Household_2OrLessRatioToPovertyLine_FamilyHousehold,364556.0,,Estimate!!Total!!All families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!200 percent of poverty level
2019,dcs:geoId/01,dcid:MarginOfError_Count_Household_2OrLessRatioToPovertyLine_FamilyHousehold,3870.0,,Margin of Error!!Total!!All families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!200 percent of poverty level
2019,dcs:geoId/01,dcid:Count_Household_3OrLessRatioToPovertyLine_FamilyHousehold,569641.0,,Estimate!!Total!!All families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!300 percent of poverty level
2019,dcs:geoId/01,dcid:MarginOfError_Count_Household_3OrLessRatioToPovertyLine_FamilyHousehold,4599.0,,Margin of Error!!Total!!All families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!300 percent of poverty level
2019,dcs:geoId/01,dcid:Count_Household_4OrLessRatioToPovertyLine_FamilyHousehold,752278.0,,Estimate!!Total!!All families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!400 percent of poverty level
2019,dcs:geoId/01,dcid:MarginOfError_Count_Household_4OrLessRatioToPovertyLine_FamilyHousehold,4776.0,,Margin of Error!!Total!!All families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!400 percent of poverty level
2019,dcs:geoId/01,dcid:Count_Household_5OrLessRatioToPovertyLine_FamilyHousehold,889673.0,,Estimate!!Total!!All families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!500 percent of poverty level
2019,dcs:geoId/01,dcid:MarginOfError_Count_Household_5OrLessRatioToPovertyLine_FamilyHousehold,4805.0,,Margin of Error!!Total!!All families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!500 percent of poverty level
2019,dcs:geoId/01,dcid:Count_Household_FamilyHousehold_BelowPovertyLevelInThePast12Months,150983.484,,Estimate!!Percent below poverty level!!All families!!Families
2019,dcs:geoId/01,dcid:MarginOfError_Count_Household_FamilyHousehold_BelowPovertyLevelInThePast12Months,2455.016,,Margin of Error!!Percent below poverty level!!All families!!Families
2019,dcs:geoId/01,dcid:Count_Household_HouseholderRaceWhiteAlone_FamilyHousehold_BelowPovertyLevelInThePast12Months,73122.17,,Estimate!!Percent below poverty level!!All families!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!White alone
2019,dcs:geoId/01,dcid:MarginOfError_Count_Household_HouseholderRaceWhiteAlone_FamilyHousehold_BelowPovertyLevelInThePast12Months,1761.98,,Margin of Error!!Percent below poverty level!!All families!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!White alone
2019,dcs:geoId/01,dcid:Count_Household_HouseholderRaceBlackOrAfricanAmericanAlone_FamilyHousehold_BelowPovertyLevelInThePast12Months,67958.727,,Estimate!!Percent below poverty level!!All families!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Black or African American alone
2019,dcs:geoId/01,dcid:MarginOfError_Count_Household_HouseholderRaceBlackOrAfricanAmericanAlone_FamilyHousehold_BelowPovertyLevelInThePast12Months,1483.815,,Margin of Error!!Percent below poverty level!!All families!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Black or African American alone
2019,dcs:geoId/01,dcid:Count_Household_HouseholderRaceAmericanIndianOrAlaskaNativeAlone_FamilyHousehold_BelowPovertyLevelInThePast12Months,947.43,,Estimate!!Percent below poverty level!!All families!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!American Indian and Alaska Native alone
2019,dcs:geoId/01,dcid:MarginOfError_Count_Household_HouseholderRaceAmericanIndianOrAlaskaNativeAlone_FamilyHousehold_BelowPovertyLevelInThePast12Months,222.156,,Margin of Error!!Percent below poverty level!!All families!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!American Indian and Alaska Native alone
2019,dcs:geoId/01,dcid:Count_Household_HouseholderRaceAsianAlone_FamilyHousehold_BelowPovertyLevelInThePast12Months,1592.481,,Estimate!!Percent below poverty level!!All families!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Asian alone
2019,dcs:geoId/01,dcid:MarginOfError_Count_Household_HouseholderRaceAsianAlone_FamilyHousehold_BelowPovertyLevelInThePast12Months,282.777,,Margin of Error!!Percent below poverty level!!All families!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Asian alone
2019,dcs:geoId/01,dcid:Count_Household_HouseholderRaceNativeHawaiianOrOtherPacificIslanderAlone_FamilyHousehold_BelowPovertyLevelInThePast12Months,132.096,,Estimate!!Percent below poverty level!!All families!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Native Hawaiian and Other Pacific Islander alone
2019,dcs:geoId/01,dcid:MarginOfError_Count_Household_HouseholderRaceNativeHawaiianOrOtherPacificIslanderAlone_FamilyHousehold_BelowPovertyLevelInThePast12Months,71.424,,Margin of Error!!Percent below poverty level!!All families!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Native Hawaiian and Other Pacific Islander alone
2019,dcs:geoId/01,dcid:Count_Household_HouseholderRaceSomeOtherRaceAlone_FamilyHousehold_BelowPovertyLevelInThePast12Months,4167.288,,Estimate!!Percent below poverty level!!All families!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Some other race alone
2019,dcs:geoId/01,dcid:MarginOfError_Count_Household_HouseholderRaceSomeOtherRaceAlone_FamilyHousehold_BelowPovertyLevelInThePast12Months,437.308,,Margin of Error!!Percent below poverty level!!All families!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Some other race alone
2019,dcs:geoId/01,dcid:Count_Household_HouseholderRaceTwoOrMoreRaces_FamilyHousehold_BelowPovertyLevelInThePast12Months,2550.548,,Estimate!!Percent below poverty level!!All families!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Two or more races
2019,dcs:geoId/01,dcid:MarginOfError_Count_Household_HouseholderRaceTwoOrMoreRaces_FamilyHousehold_BelowPovertyLevelInThePast12Months,316.932,,Margin of Error!!Percent below poverty level!!All families!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Two or more races
2019,dcs:geoId/01,dcid:Count_Household_HouseholderRaceHispanicOrLatino_FamilyHousehold_BelowPovertyLevelInThePast12Months,10275.98,,Estimate!!Percent below poverty level!!All families!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Hispanic or Latino origin (of any race)
2019,dcs:geoId/01,dcid:MarginOfError_Count_Household_HouseholderRaceHispanicOrLatino_FamilyHousehold_BelowPovertyLevelInThePast12Months,592.845,,Margin of Error!!Percent below poverty level!!All families!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Hispanic or Latino origin (of any race)
2019,dcs:geoId/01,dcid:Count_Household_HouseholderRaceWhiteAloneNotHispanicOrLatino_FamilyHousehold_BelowPovertyLevelInThePast12Months,67647.305,,"Estimate!!Percent below poverty level!!All families!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!White alone, not Hispanic or Latino"
2019,dcs:geoId/01,dcid:MarginOfError_Count_Household_HouseholderRaceWhiteAloneNotHispanicOrLatino_FamilyHousehold_BelowPovertyLevelInThePast12Months,1712.59,,"Margin of Error!!Percent below poverty level!!All families!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!White alone, not Hispanic or Latino"
2019,dcs:geoId/01,dcid:Count_Household_FullTimeYearRoundWorker_FamilyHousehold_BelowPovertyLevelInThePast12Months,27837.585,,"Estimate!!Percent below poverty level!!All families!!Families!!Householder worked!!Householder worked full-time, year-round in the past 12 months"
2019,dcs:geoId/01,dcid:MarginOfError_Count_Household_FullTimeYearRoundWorker_FamilyHousehold_BelowPovertyLevelInThePast12Months,1237.226,,"Margin of Error!!Percent below poverty level!!All families!!Families!!Householder worked!!Householder worked full-time, year-round in the past 12 months"
2019,dcs:geoId/01,dcid:Count_Household_HouseholderAge65OrMoreYears_FamilyHousehold_BelowPovertyLevelInThePast12Months,17550.464,,Estimate!!Percent below poverty level!!All families!!Families!!Householder 65 years and over
2019,dcs:geoId/01,dcid:MarginOfError_Count_Household_HouseholderAge65OrMoreYears_FamilyHousehold_BelowPovertyLevelInThePast12Months,849.216,,Margin of Error!!Percent below poverty level!!All families!!Families!!Householder 65 years and over
2019,dcs:geoId/01,dcid:Count_Household_WithSSIAndOrCashAssistanceInThePast12Months_FamilyHousehold_BelowPovertyLevelInThePast12Months,26722.08,,Estimate!!Percent below poverty level!!All families!!Families!!Family received --!!Supplemental Security Income (SSI) and/or cash public assistance income in the past 12 months
