Year,Place,StatVar,Quantity,ScalingFactor
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_15To50Years_Female_Native,81.0,
2021,geoId/41001950200,dcid:MarginOfError_Count_Person_15To50Years_Female_Native,134.0,
2021,geoId/41001950100,dcid:Count_Person_15To50Years_Female_ForeignBorn,0.0,
2021,geoId/41001950200,dcid:Count_Person_15To50Years_Female_ForeignBorn,0.0,
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_15To50Years_Female_ForeignBorn,13.0,
2021,geoId/41001950200,dcid:MarginOfError_Count_Person_15To50Years_Female_ForeignBorn,13.0,
2021,geoId/41001950100,dcid:Count_Person_15To50Years_EducationalAttainmentLessThanHighSchoolGraduate_Female,58.0,
2021,geoId/41001950200,dcid:Count_Person_15To50Years_EducationalAttainmentLessThanHighSchoolGraduate_Female,83.0,
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_15To50Years_EducationalAttainmentLessThanHighSchoolGraduate_Female,40.0,
2021,geoId/41001950200,dcid:MarginOfError_Count_Person_15To50Years_EducationalAttainmentLessThanHighSchoolGraduate_Female,66.0,
2021,geoId/41001950100,dcid:Count_Person_15To50Years_EducationalAttainmentHighSchoolGraduateIncludesEquivalency_Female,72.0,
2021,geoId/41001950200,dcid:Count_Person_15To50Years_EducationalAttainmentHighSchoolGraduateIncludesEquivalency_Female,130.0,
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_15To50Years_EducationalAttainmentHighSchoolGraduateIncludesEquivalency_Female,50.0,
2021,geoId/41001950200,dcid:MarginOfError_Count_Person_15To50Years_EducationalAttainmentHighSchoolGraduateIncludesEquivalency_Female,64.0,
2021,geoId/41001950100,dcid:Count_Person_15To50Years_EducationalAttainmentSomeCollegeOrAssociatesDegree_Female,76.0,
2021,geoId/41001950200,dcid:Count_Person_15To50Years_EducationalAttainmentSomeCollegeOrAssociatesDegree_Female,342.0,
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_15To50Years_EducationalAttainmentSomeCollegeOrAssociatesDegree_Female,32.0,
2021,geoId/41001950200,dcid:MarginOfError_Count_Person_15To50Years_EducationalAttainmentSomeCollegeOrAssociatesDegree_Female,108.0,
2021,geoId/41001950100,dcid:Count_Person_15To50Years_EducationalAttainmentBachelorsDegreeOrHigher_Female,74.0,
2021,geoId/41001950200,dcid:Count_Person_15To50Years_EducationalAttainmentBachelorsDegreeOrHigher_Female,85.0,
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_15To50Years_EducationalAttainmentBachelorsDegreeOrHigher_Female,33.0,
2021,geoId/41001950200,dcid:MarginOfError_Count_Person_15To50Years_EducationalAttainmentBachelorsDegreeOrHigher_Female,46.0,
2021,geoId/41001950100,dcid:Count_Person_15To50Years_EducationalAttainmentGraduateOrProfessionalDegree_Female,45.0,
2021,geoId/41001950200,dcid:Count_Person_15To50Years_EducationalAttainmentGraduateOrProfessionalDegree_Female,72.0,
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_15To50Years_EducationalAttainmentGraduateOrProfessionalDegree_Female,37.0,
2021,geoId/41001950200,dcid:MarginOfError_Count_Person_15To50Years_EducationalAttainmentGraduateOrProfessionalDegree_Female,45.0,
2021,geoId/41001950100,dcid:Count_Person_15To50Years_Female_PovertyStatusDetermined,325.0,
2021,geoId/41001950200,dcid:Count_Person_15To50Years_Female_PovertyStatusDetermined,712.0,
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_15To50Years_Female_PovertyStatusDetermined,81.0,
2021,geoId/41001950200,dcid:MarginOfError_Count_Person_15To50Years_Female_PovertyStatusDetermined,134.0,
2021,geoId/41001950100,dcid:Count_Person_15To50Years_Female_1.0OrLessRatioToPovertyLine,21.0,
2021,geoId/41001950200,dcid:Count_Person_15To50Years_Female_1.0OrLessRatioToPovertyLine,239.0,
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_15To50Years_Female_1.0OrLessRatioToPovertyLine,15.0,
2021,geoId/41001950200,dcid:MarginOfError_Count_Person_15To50Years_Female_1.0OrLessRatioToPovertyLine,113.0,
2021,geoId/41001950100,dcid:Count_Person_15To50Years_Female_1To1.99RatioToPovertyLine,91.0,
2021,geoId/41001950200,dcid:Count_Person_15To50Years_Female_1To1.99RatioToPovertyLine,147.0,
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_15To50Years_Female_1To1.99RatioToPovertyLine,51.0,
2021,geoId/41001950200,dcid:MarginOfError_Count_Person_15To50Years_Female_1To1.99RatioToPovertyLine,80.0,
2021,geoId/41001950100,dcid:Count_Person_15To50Years_Female_2OrMoreRatioToPovertyLine,213.0,
2021,geoId/41001950200,dcid:Count_Person_15To50Years_Female_2OrMoreRatioToPovertyLine,326.0,
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_15To50Years_Female_2OrMoreRatioToPovertyLine,65.0,
2021,geoId/41001950200,dcid:MarginOfError_Count_Person_15To50Years_Female_2OrMoreRatioToPovertyLine,136.0,
2021,geoId/41001950100,dcid:Count_Person_16To50Years_Female,325.0,
2021,geoId/41001950200,dcid:Count_Person_16To50Years_Female,706.0,
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_16To50Years_Female,81.0,
2021,geoId/41001950200,dcid:MarginOfError_Count_Person_16To50Years_Female,133.0,
2021,geoId/41001950100,dcid:Count_Person_16To50Years_InLaborForce_Female,180.0,
2021,geoId/41001950200,dcid:Count_Person_16To50Years_InLaborForce_Female,508.0,
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_16To50Years_InLaborForce_Female,49.0,
2021,geoId/41001950200,dcid:MarginOfError_Count_Person_16To50Years_InLaborForce_Female,132.0,
2021,geoId/41001950100,dcid:Count_Person_15To50Years_BirthInThePast12Months_Female,33.0,
2021,geoId/41001950200,dcid:Count_Person_15To50Years_BirthInThePast12Months_Female,32.0,
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_Female,19.0,
2021,geoId/41001950200,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_Female,28.0,
2021,geoId/41001950100,dcid:Count_Person_15To19Years_BirthInThePast12Months_Female,0.0,
2021,geoId/41001950200,dcid:Count_Person_15To19Years_BirthInThePast12Months_Female,0.0,
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_15To19Years_BirthInThePast12Months_Female,13.0,
2021,geoId/41001950200,dcid:MarginOfError_Count_Person_15To19Years_BirthInThePast12Months_Female,13.0,
2021,geoId/41001950100,dcid:Count_Person_20To34Years_BirthInThePast12Months_Female,25.0,
2021,geoId/41001950200,dcid:Count_Person_20To34Years_BirthInThePast12Months_Female,32.0,
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_20To34Years_BirthInThePast12Months_Female,17.0,
2021,geoId/41001950200,dcid:MarginOfError_Count_Person_20To34Years_BirthInThePast12Months_Female,28.0,
2021,geoId/41001950100,dcid:Count_Person_35To50Years_BirthInThePast12Months_Female,8.0,
2021,geoId/41001950200,dcid:Count_Person_35To50Years_BirthInThePast12Months_Female,0.0,
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_35To50Years_BirthInThePast12Months_Female,11.0,
2021,geoId/41001950200,dcid:MarginOfError_Count_Person_35To50Years_BirthInThePast12Months_Female,13.0,
2021,geoId/41001950100,dcid:Count_Person_15To50Years_BirthInThePast12Months_Female_OneRace,27.0,
2021,geoId/41001950200,dcid:Count_Person_15To50Years_BirthInThePast12Months_Female_OneRace,32.0,
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_Female_OneRace,18.0,
2021,geoId/41001950200,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_Female_OneRace,28.0,
2021,geoId/41001950100,dcid:Count_Person_15To50Years_BirthInThePast12Months_Female_WhiteAlone,26.0,
2021,geoId/41001950200,dcid:Count_Person_15To50Years_BirthInThePast12Months_Female_WhiteAlone,32.0,
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_Female_WhiteAlone,17.0,
2021,geoId/41001950200,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_Female_WhiteAlone,28.0,
2021,geoId/41001950100,dcid:Count_Person_15To50Years_BirthInThePast12Months_Female_BlackOrAfricanAmericanAlone,0.0,
2021,geoId/41001950200,dcid:Count_Person_15To50Years_BirthInThePast12Months_Female_BlackOrAfricanAmericanAlone,0.0,
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_Female_BlackOrAfricanAmericanAlone,13.0,
2021,geoId/41001950200,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_Female_BlackOrAfricanAmericanAlone,13.0,
2021,geoId/41001950100,dcid:Count_Person_15To50Years_BirthInThePast12Months_Female_AmericanIndianOrAlaskaNativeAlone,1.0,
2021,geoId/41001950200,dcid:Count_Person_15To50Years_BirthInThePast12Months_Female_AmericanIndianOrAlaskaNativeAlone,0.0,
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_Female_AmericanIndianOrAlaskaNativeAlone,2.0,
2021,geoId/41001950200,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_Female_AmericanIndianOrAlaskaNativeAlone,13.0,
2021,geoId/41001950100,dcid:Count_Person_15To50Years_BirthInThePast12Months_Female_AsianAlone,0.0,
2021,geoId/41001950200,dcid:Count_Person_15To50Years_BirthInThePast12Months_Female_AsianAlone,0.0,
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_Female_AsianAlone,13.0,
2021,geoId/41001950200,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_Female_AsianAlone,13.0,
2021,geoId/41001950100,dcid:Count_Person_15To50Years_BirthInThePast12Months_Female_NativeHawaiianOrOtherPacificIslanderAlone,0.0,
2021,geoId/41001950200,dcid:Count_Person_15To50Years_BirthInThePast12Months_Female_NativeHawaiianOrOtherPacificIslanderAlone,0.0,
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_Female_NativeHawaiianOrOtherPacificIslanderAlone,13.0,
2021,geoId/41001950200,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_Female_NativeHawaiianOrOtherPacificIslanderAlone,13.0,
2021,geoId/41001950100,dcid:Count_Person_15To50Years_BirthInThePast12Months_Female_SomeOtherRaceAlone,0.0,
2021,geoId/41001950200,dcid:Count_Person_15To50Years_BirthInThePast12Months_Female_SomeOtherRaceAlone,0.0,
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_Female_SomeOtherRaceAlone,13.0,
2021,geoId/41001950200,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_Female_SomeOtherRaceAlone,13.0,
2021,geoId/41001950100,dcid:Count_Person_15To50Years_BirthInThePast12Months_Female_TwoOrMoreRaces,6.0,
2021,geoId/41001950200,dcid:Count_Person_15To50Years_BirthInThePast12Months_Female_TwoOrMoreRaces,0.0,
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_Female_TwoOrMoreRaces,8.0,
2021,geoId/41001950200,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_Female_TwoOrMoreRaces,13.0,
2021,geoId/41001950100,dcid:Count_Person_15To50Years_BirthInThePast12Months_Female_HispanicOrLatino,0.0,
2021,geoId/41001950200,dcid:Count_Person_15To50Years_BirthInThePast12Months_Female_HispanicOrLatino,0.0,
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_Female_HispanicOrLatino,13.0,
2021,geoId/41001950200,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_Female_HispanicOrLatino,13.0,
2021,geoId/41001950100,dcid:Count_Person_15To50Years_BirthInThePast12Months_Female_WhiteAloneNotHispanicOrLatino,26.0,
2021,geoId/41001950200,dcid:Count_Person_15To50Years_BirthInThePast12Months_Female_WhiteAloneNotHispanicOrLatino,32.0,
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_Female_WhiteAloneNotHispanicOrLatino,17.0,
2021,geoId/41001950200,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_Female_WhiteAloneNotHispanicOrLatino,28.0,
2021,geoId/41001950100,dcid:Count_Person_15To50Years_BirthInThePast12Months_Female_Native,33.0,
2021,geoId/41001950200,dcid:Count_Person_15To50Years_BirthInThePast12Months_Female_Native,32.0,
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_Female_Native,19.0,
2021,geoId/41001950200,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_Female_Native,28.0,
2021,geoId/41001950100,dcid:Count_Person_15To50Years_BirthInThePast12Months_Female_ForeignBorn,0.0,
2021,geoId/41001950200,dcid:Count_Person_15To50Years_BirthInThePast12Months_Female_ForeignBorn,0.0,
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_Female_ForeignBorn,13.0,
2021,geoId/41001950200,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_Female_ForeignBorn,13.0,
2021,geoId/41001950100,dcid:Count_Person_15To50Years_BirthInThePast12Months_EducationalAttainmentLessThanHighSchoolGraduate_Female,7.0,
2021,geoId/41001950200,dcid:Count_Person_15To50Years_BirthInThePast12Months_EducationalAttainmentLessThanHighSchoolGraduate_Female,0.0,
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_EducationalAttainmentLessThanHighSchoolGraduate_Female,10.0,
2021,geoId/41001950200,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_EducationalAttainmentLessThanHighSchoolGraduate_Female,13.0,
2021,geoId/41001950100,dcid:Count_Person_15To50Years_BirthInThePast12Months_EducationalAttainmentHighSchoolGraduateIncludesEquivalency_Female,1.0,
2021,geoId/41001950200,dcid:Count_Person_15To50Years_BirthInThePast12Months_EducationalAttainmentHighSchoolGraduateIncludesEquivalency_Female,0.0,
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_EducationalAttainmentHighSchoolGraduateIncludesEquivalency_Female,2.0,
2021,geoId/41001950200,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_EducationalAttainmentHighSchoolGraduateIncludesEquivalency_Female,13.0,
2021,geoId/41001950100,dcid:Count_Person_15To50Years_BirthInThePast12Months_EducationalAttainmentSomeCollegeOrAssociatesDegree_Female,13.0,
2021,geoId/41001950200,dcid:Count_Person_15To50Years_BirthInThePast12Months_EducationalAttainmentSomeCollegeOrAssociatesDegree_Female,10.0,
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_EducationalAttainmentSomeCollegeOrAssociatesDegree_Female,13.0,
2021,geoId/41001950200,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_EducationalAttainmentSomeCollegeOrAssociatesDegree_Female,14.0,
2021,geoId/41001950100,dcid:Count_Person_15To50Years_BirthInThePast12Months_EducationalAttainmentBachelorsDegreeOrHigher_Female,12.0,
2021,geoId/41001950200,dcid:Count_Person_15To50Years_BirthInThePast12Months_EducationalAttainmentBachelorsDegreeOrHigher_Female,13.0,
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_EducationalAttainmentBachelorsDegreeOrHigher_Female,11.0,
2021,geoId/41001950200,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_EducationalAttainmentBachelorsDegreeOrHigher_Female,20.0,
2021,geoId/41001950100,dcid:Count_Person_15To50Years_BirthInThePast12Months_EducationalAttainmentGraduateOrProfessionalDegree_Female,0.0,
2021,geoId/41001950200,dcid:Count_Person_15To50Years_BirthInThePast12Months_EducationalAttainmentGraduateOrProfessionalDegree_Female,9.0,
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_EducationalAttainmentGraduateOrProfessionalDegree_Female,13.0,
2021,geoId/41001950200,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_EducationalAttainmentGraduateOrProfessionalDegree_Female,16.0,
2021,geoId/41001950100,dcid:Count_Person_15To50Years_BirthInThePast12Months_Female_PovertyStatusDetermined,33.0,
2021,geoId/41001950200,dcid:Count_Person_15To50Years_BirthInThePast12Months_Female_PovertyStatusDetermined,32.0,
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_Female_PovertyStatusDetermined,19.0,
2021,geoId/41001950200,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_Female_PovertyStatusDetermined,28.0,
2021,geoId/41001950100,dcid:Count_Person_15To50Years_BirthInThePast12Months_Female_1.0OrLessRatioToPovertyLine,1.0,
2021,geoId/41001950200,dcid:Count_Person_15To50Years_BirthInThePast12Months_Female_1.0OrLessRatioToPovertyLine,0.0,
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_Female_1.0OrLessRatioToPovertyLine,2.0,
2021,geoId/41001950200,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_Female_1.0OrLessRatioToPovertyLine,13.0,
2021,geoId/41001950100,dcid:Count_Person_15To50Years_BirthInThePast12Months_Female_1To1.99RatioToPovertyLine,17.0,
2021,geoId/41001950200,dcid:Count_Person_15To50Years_BirthInThePast12Months_Female_1To1.99RatioToPovertyLine,10.0,
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_Female_1To1.99RatioToPovertyLine,14.0,
2021,geoId/41001950200,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_Female_1To1.99RatioToPovertyLine,14.0,
2021,geoId/41001950100,dcid:Count_Person_15To50Years_BirthInThePast12Months_Female_2OrMoreRatioToPovertyLine,15.0,
2021,geoId/41001950200,dcid:Count_Person_15To50Years_BirthInThePast12Months_Female_2OrMoreRatioToPovertyLine,22.0,
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_Female_2OrMoreRatioToPovertyLine,14.0,
2021,geoId/41001950200,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_Female_2OrMoreRatioToPovertyLine,26.0,
2021,geoId/41001950100,dcid:Count_Person_16To50Years_BirthInThePast12Months_Female,33.0,
2021,geoId/41001950200,dcid:Count_Person_16To50Years_BirthInThePast12Months_Female,32.0,
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_16To50Years_BirthInThePast12Months_Female,19.0,
2021,geoId/41001950200,dcid:MarginOfError_Count_Person_16To50Years_BirthInThePast12Months_Female,28.0,
2021,geoId/41001950100,dcid:Count_Person_16To50Years_BirthInThePast12Months_InLaborForce_Female,15.0,
2021,geoId/41001950200,dcid:Count_Person_16To50Years_BirthInThePast12Months_InLaborForce_Female,22.0,
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_16To50Years_BirthInThePast12Months_InLaborForce_Female,14.0,
2021,geoId/41001950200,dcid:MarginOfError_Count_Person_16To50Years_BirthInThePast12Months_InLaborForce_Female,26.0,
2021,geoId/41001950100,dcid:Count_Person_15To50Years_BirthInThePast12Months_Female_AsAFractionOf_Count_Person_15To50Years_Female,102.0,1000.0
2021,geoId/41001950200,dcid:Count_Person_15To50Years_BirthInThePast12Months_Female_AsAFractionOf_Count_Person_15To50Years_Female,45.0,1000.0
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_Female_AsAFractionOf_MarginOfError_Count_Person_15To50Years_Female,64.0,1000.0
2021,geoId/41001950200,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_Female_AsAFractionOf_MarginOfError_Count_Person_15To50Years_Female,42.0,1000.0
2021,geoId/41001950100,dcid:Count_Person_15To19Years_BirthInThePast12Months_Female_AsAFractionOf_Count_Person_15To19Years_Female,0.0,1000.0
2021,geoId/41001950200,dcid:Count_Person_15To19Years_BirthInThePast12Months_Female_AsAFractionOf_Count_Person_15To19Years_Female,0.0,1000.0
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_15To19Years_BirthInThePast12Months_Female_AsAFractionOf_MarginOfError_Count_Person_15To19Years_Female,637.0,1000.0
2021,geoId/41001950200,dcid:MarginOfError_Count_Person_15To19Years_BirthInThePast12Months_Female_AsAFractionOf_MarginOfError_Count_Person_15To19Years_Female,361.0,1000.0
2021,geoId/41001950100,dcid:Count_Person_20To34Years_BirthInThePast12Months_Female_AsAFractionOf_Count_Person_20To34Years_Female,176.0,1000.0
2021,geoId/41001950200,dcid:Count_Person_20To34Years_BirthInThePast12Months_Female_AsAFractionOf_Count_Person_20To34Years_Female,97.0,1000.0
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_20To34Years_BirthInThePast12Months_Female_AsAFractionOf_MarginOfError_Count_Person_20To34Years_Female,121.0,1000.0
2021,geoId/41001950200,dcid:MarginOfError_Count_Person_20To34Years_BirthInThePast12Months_Female_AsAFractionOf_MarginOfError_Count_Person_20To34Years_Female,93.0,1000.0
2021,geoId/41001950100,dcid:Count_Person_35To50Years_BirthInThePast12Months_Female_AsAFractionOf_Count_Person_35To50Years_Female,51.0,1000.0
2021,geoId/41001950200,dcid:Count_Person_35To50Years_BirthInThePast12Months_Female_AsAFractionOf_Count_Person_35To50Years_Female,0.0,1000.0
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_35To50Years_BirthInThePast12Months_Female_AsAFractionOf_MarginOfError_Count_Person_35To50Years_Female,68.0,1000.0
2021,geoId/41001950200,dcid:MarginOfError_Count_Person_35To50Years_BirthInThePast12Months_Female_AsAFractionOf_MarginOfError_Count_Person_35To50Years_Female,115.0,1000.0
2021,geoId/41001950100,dcid:Count_Person_15To50Years_BirthInThePast12Months_Female_OneRace_AsAFractionOf_Count_Person_15To50Years_Female_OneRace,87.0,1000.0
