id	name	sboTerm	symbol
ENSG00000006071	ENSG00000006071	SBO:0000243	ABCC8
ENSG00000006432	ENSG00000006432	SBO:0000243	MAP3K9
ENSG00000006530	ENSG00000006530	SBO:0000243	AGK
ENSG00000006534	ENSG00000006534	SBO:0000243	ALDH3B1
ENSG00000006625	ENSG00000006625	SBO:0000243	GGCT
ENSG00000006695	ENSG00000006695	SBO:0000243	COX10
ENSG00000006756	ENSG00000006756	SBO:0000243	ARSD
ENSG00000006757	ENSG00000006757	SBO:0000243	PNPLA4
ENSG00000006837	ENSG00000006837	SBO:0000243	CDKL3
ENSG00000007001	ENSG00000007001	SBO:0000243	UPP2
ENSG00000007047	ENSG00000007047	SBO:0000243	MARK4
ENSG00000007168	ENSG00000007168	SBO:0000243	PAFAH1B1
ENSG00000007171	ENSG00000007171	SBO:0000243	NOS2
ENSG00000007216	ENSG00000007216	SBO:0000243	SLC13A2
ENSG00000007264	ENSG00000007264	SBO:0000243	MATK
ENSG00000007350	ENSG00000007350	SBO:0000243	TKTL1
ENSG00000007541	ENSG00000007541	SBO:0000243	PIGQ
ENSG00000007933	ENSG00000007933	SBO:0000243	FMO3
ENSG00000007944	ENSG00000007944	SBO:0000243	MYLIP
ENSG00000008086	ENSG00000008086	SBO:0000243	CDKL5
ENSG00000008118	ENSG00000008118	SBO:0000243	CAMK1G
ENSG00000008128	ENSG00000008128	SBO:0000243	CDK11A
ENSG00000008130	ENSG00000008130	SBO:0000243	NADK
ENSG00000008300	ENSG00000008300	SBO:0000243	CELSR3
ENSG00000008311	ENSG00000008311	SBO:0000243	AASS
ENSG00000008394	ENSG00000008394	SBO:0000243	MGST1
ENSG00000008438	ENSG00000008438	SBO:0000243	PGLYRP1
ENSG00000008513	ENSG00000008513	SBO:0000243	ST3GAL1
ENSG00000009335	ENSG00000009335	SBO:0000243	UBE3C
ENSG00000009413	ENSG00000009413	SBO:0000243	REV3L
ENSG00000009830	ENSG00000009830	SBO:0000243	POMT2
ENSG00000010165	ENSG00000010165	SBO:0000243	EEF1AKNMT
ENSG00000010219	ENSG00000010219	SBO:0000243	DYRK4
ENSG00000010256	ENSG00000010256	SBO:0000243	UQCRC1
ENSG00000010379	ENSG00000010379	SBO:0000243	SLC6A13
ENSG00000010404	ENSG00000010404	SBO:0000243	IDS
ENSG00000010671	ENSG00000010671	SBO:0000243	BTK
ENSG00000010810	ENSG00000010810	SBO:0000243	FYN
ENSG00000010932	ENSG00000010932	SBO:0000243	FMO1
ENSG00000011009	ENSG00000011009	SBO:0000243	LYPLA2
ENSG00000011052	ENSG00000011052	SBO:0000243	NME1-NME2
ENSG00000011083	ENSG00000011083	SBO:0000243	SLC6A7
ENSG00000011198	ENSG00000011198	SBO:0000243	ABHD5
ENSG00000011275	ENSG00000011275	SBO:0000243	RNF216
ENSG00000011405	ENSG00000011405	SBO:0000243	PIK3C2A
ENSG00000011485	ENSG00000011485	SBO:0000243	PPP5C
ENSG00000011566	ENSG00000011566	SBO:0000243	MAP4K3
ENSG00000012232	ENSG00000012232	SBO:0000243	EXTL3
ENSG00000012660	ENSG00000012660	SBO:0000243	ELOVL5
ENSG00000012779	ENSG00000012779	SBO:0000243	ALOX5
ENSG00000012963	ENSG00000012963	SBO:0000243	UBR7
ENSG00000012983	ENSG00000012983	SBO:0000243	MAP4K5
ENSG00000013288	ENSG00000013288	SBO:0000243	MAN2B2
ENSG00000013375	ENSG00000013375	SBO:0000243	PGM3
ENSG00000013392	ENSG00000013392	SBO:0000243	RWDD2A
ENSG00000013441	ENSG00000013441	SBO:0000243	CLK1
ENSG00000013503	ENSG00000013503	SBO:0000243	POLR3B
ENSG00000013561	ENSG00000013561	SBO:0000243	RNF14
ENSG00000014138	ENSG00000014138	SBO:0000243	POLA2
ENSG00000014257	ENSG00000014257	SBO:0000243	ACP3
ENSG00000014641	ENSG00000014641	SBO:0000243	MDH1
ENSG00000015413	ENSG00000015413	SBO:0000243	DPEP1
ENSG00000015520	ENSG00000015520	SBO:0000243	NPC1L1
ENSG00000015532	ENSG00000015532	SBO:0000243	XYLT2
ENSG00000016391	ENSG00000016391	SBO:0000243	CHDH
ENSG00000016864	ENSG00000016864	SBO:0000243	GLT8D1
ENSG00000017260	ENSG00000017260	SBO:0000243	ATP2C1
ENSG00000017483	ENSG00000017483	SBO:0000243	SLC38A5
ENSG00000017797	ENSG00000017797	SBO:0000243	RALBP1
ENSG00000018280	ENSG00000018280	SBO:0000243	SLC11A1
ENSG00000018510	ENSG00000018510	SBO:0000243	AGPS
ENSG00000018625	ENSG00000018625	SBO:0000243	ATP1A2
ENSG00000019186	ENSG00000019186	SBO:0000243	CYP24A1
ENSG00000021461	ENSG00000021461	SBO:0000243	CYP3A43
ENSG00000021488	ENSG00000021488	SBO:0000243	SLC7A9
ENSG00000021826	ENSG00000021826	SBO:0000243	CPS1
ENSG00000023041	ENSG00000023041	SBO:0000243	ZDHHC6
ENSG00000023228	ENSG00000023228	SBO:0000243	NDUFS1
ENSG00000023330	ENSG00000023330	SBO:0000243	ALAS1
ENSG00000023572	ENSG00000023572	SBO:0000243	GLRX2
ENSG00000023697	ENSG00000023697	SBO:0000243	DERA
ENSG00000023839	ENSG00000023839	SBO:0000243	ABCC2
ENSG00000023909	ENSG00000023909	SBO:0000243	GCLM
ENSG00000024048	ENSG00000024048	SBO:0000243	UBR2
ENSG00000025423	ENSG00000025423	SBO:0000243	HSD17B6
ENSG00000025708	ENSG00000025708	SBO:0000243	TYMP
ENSG00000025800	ENSG00000025800	SBO:0000243	KPNA6
ENSG00000026103	ENSG00000026103	SBO:0000243	FAS
ENSG00000026652	ENSG00000026652	SBO:0000243	AGPAT4
ENSG00000027075	ENSG00000027075	SBO:0000243	PRKCH
ENSG00000027644	ENSG00000027644	SBO:0000243	INSRR
ENSG00000027847	ENSG00000027847	SBO:0000243	B4GALT7
ENSG00000028116	ENSG00000028116	SBO:0000243	VRK2
ENSG00000029639	ENSG00000029639	SBO:0000243	TFB1M
ENSG00000030066	ENSG00000030066	SBO:0000243	NUP160
ENSG00000030304	ENSG00000030304	SBO:0000243	MUSK
ENSG00000031698	ENSG00000031698	SBO:0000243	SARS1
ENSG00000032444	ENSG00000032444	SBO:0000243	PNPLA6
ENSG00000033011	ENSG00000033011	SBO:0000243	ALG1
ENSG00000033100	ENSG00000033100	SBO:0000243	CHPF2
ENSG00000033170	ENSG00000033170	SBO:0000243	FUT8
ENSG00000033178	ENSG00000033178	SBO:0000243	UBA6
ENSG00000033627	ENSG00000033627	SBO:0000243	ATP6V0A1
ENSG00000033867	ENSG00000033867	SBO:0000243	SLC4A7
ENSG00000034152	ENSG00000034152	SBO:0000243	MAP2K3
ENSG00000034677	ENSG00000034677	SBO:0000243	RNF19A
ENSG00000035664	ENSG00000035664	SBO:0000243	DAPK2
ENSG00000035687	ENSG00000035687	SBO:0000243	ADSS2
ENSG00000036473	ENSG00000036473	SBO:0000243	OTC
ENSG00000036530	ENSG00000036530	SBO:0000243	CYP46A1
ENSG00000036565	ENSG00000036565	SBO:0000243	SLC18A1
ENSG00000036672	ENSG00000036672	SBO:0000243	USP2
ENSG00000037280	ENSG00000037280	SBO:0000243	FLT4
ENSG00000037757	ENSG00000037757	SBO:0000243	MRI1
ENSG00000037897	ENSG00000037897	SBO:0000243	METTL1
ENSG00000038002	ENSG00000038002	SBO:0000243	AGA
ENSG00000038210	ENSG00000038210	SBO:0000243	PI4K2B
ENSG00000038274	ENSG00000038274	SBO:0000243	MAT2B
ENSG00000038382	ENSG00000038382	SBO:0000243	TRIO
ENSG00000039123	ENSG00000039123	SBO:0000243	MTREX
ENSG00000039650	ENSG00000039650	SBO:0000243	PNKP
ENSG00000040199	ENSG00000040199	SBO:0000243	PHLPP2
ENSG00000040933	ENSG00000040933	SBO:0000243	INPP4A
ENSG00000041880	ENSG00000041880	SBO:0000243	PARP3
ENSG00000043514	ENSG00000043514	SBO:0000243	TRIT1
ENSG00000044446	ENSG00000044446	SBO:0000243	PHKA2
ENSG00000044524	ENSG00000044524	SBO:0000243	EPHA3
ENSG00000047230	ENSG00000047230	SBO:0000243	CTPS2
ENSG00000047249	ENSG00000047249	SBO:0000243	ATP6V1H
ENSG00000047315	ENSG00000047315	SBO:0000243	POLR2B
ENSG00000047410	ENSG00000047410	SBO:0000243	TPR
ENSG00000047457	ENSG00000047457	SBO:0000243	CP
ENSG00000047936	ENSG00000047936	SBO:0000243	ROS1
ENSG00000048028	ENSG00000048028	SBO:0000243	USP28
ENSG00000048392	ENSG00000048392	SBO:0000243	RRM2B
ENSG00000049239	ENSG00000049239	SBO:0000243	H6PD
ENSG00000049759	ENSG00000049759	SBO:0000243	NEDD4L
ENSG00000049860	ENSG00000049860	SBO:0000243	HEXB
ENSG00000050438	ENSG00000050438	SBO:0000243	SLC4A8
ENSG00000050748	ENSG00000050748	SBO:0000243	MAPK9
ENSG00000051341	ENSG00000051341	SBO:0000243	POLQ
ENSG00000051382	ENSG00000051382	SBO:0000243	PIK3CB
ENSG00000052802	ENSG00000052802	SBO:0000243	MSMO1
ENSG00000053371	ENSG00000053371	SBO:0000243	AKR7A2
ENSG00000054148	ENSG00000054148	SBO:0000243	PHPT1
ENSG00000054179	ENSG00000054179	SBO:0000243	ENTPD2
ENSG00000054267	ENSG00000054267	SBO:0000243	ARID4B
ENSG00000054356	ENSG00000054356	SBO:0000243	PTPRN
ENSG00000054392	ENSG00000054392	SBO:0000243	HHAT
ENSG00000054983	ENSG00000054983	SBO:0000243	GALC
ENSG00000055332	ENSG00000055332	SBO:0000243	EIF2AK2
ENSG00000055483	ENSG00000055483	SBO:0000243	USP36
ENSG00000055609	ENSG00000055609	SBO:0000243	KMT2C
ENSG00000056998	ENSG00000056998	SBO:0000243	GYG2
ENSG00000057252	ENSG00000057252	SBO:0000243	SOAT1
ENSG00000058056	ENSG00000058056	SBO:0000243	USP13
ENSG00000058091	ENSG00000058091	SBO:0000243	CDK14
ENSG00000058404	ENSG00000058404	SBO:0000243	CAMK2B
ENSG00000058600	ENSG00000058600	SBO:0000243	POLR3E
ENSG00000058668	ENSG00000058668	SBO:0000243	ATP2B4
ENSG00000058729	ENSG00000058729	SBO:0000243	RIOK2
ENSG00000058804	ENSG00000058804	SBO:0000243	NDC1
ENSG00000058866	ENSG00000058866	SBO:0000243	DGKG
ENSG00000059377	ENSG00000059377	SBO:0000243	TBXAS1
ENSG00000059378	ENSG00000059378	SBO:0000243	PARP12
ENSG00000059573	ENSG00000059573	SBO:0000243	ALDH18A1
ENSG00000059588	ENSG00000059588	SBO:0000243	TARBP1
ENSG00000059758	ENSG00000059758	SBO:0000243	CDK17
ENSG00000059804	ENSG00000059804	SBO:0000243	SLC2A3
ENSG00000060069	ENSG00000060069	SBO:0000243	CTDP1
ENSG00000060140	ENSG00000060140	SBO:0000243	STYK1
ENSG00000060237	ENSG00000060237	SBO:0000243	WNK1
ENSG00000060642	ENSG00000060642	SBO:0000243	PIGV
ENSG00000060656	ENSG00000060656	SBO:0000243	PTPRU
ENSG00000060762	ENSG00000060762	SBO:0000243	MPC1
ENSG00000060971	ENSG00000060971	SBO:0000243	ACAA1
ENSG00000060982	ENSG00000060982	SBO:0000243	BCAT1
ENSG00000061918	ENSG00000061918	SBO:0000243	GUCY1B1
ENSG00000061938	ENSG00000061938	SBO:0000243	TNK2
ENSG00000062282	ENSG00000062282	SBO:0000243	DGAT2
ENSG00000062485	ENSG00000062485	SBO:0000243	CS
ENSG00000062524	ENSG00000062524	SBO:0000243	LTK
ENSG00000062822	ENSG00000062822	SBO:0000243	POLD1
ENSG00000063176	ENSG00000063176	SBO:0000243	SPHK2
ENSG00000063601	ENSG00000063601	SBO:0000243	MTMR1
ENSG00000063854	ENSG00000063854	SBO:0000243	HAGH
ENSG00000064225	ENSG00000064225	SBO:0000243	ST3GAL6
ENSG00000064270	ENSG00000064270	SBO:0000243	ATP2C2
ENSG00000064393	ENSG00000064393	SBO:0000243	HIPK2
ENSG00000064601	ENSG00000064601	SBO:0000243	CTSA
ENSG00000064651	ENSG00000064651	SBO:0000243	SLC12A2
ENSG00000064655	ENSG00000064655	SBO:0000243	EYA2
ENSG00000064763	ENSG00000064763	SBO:0000243	FAR2
ENSG00000065154	ENSG00000065154	SBO:0000243	OAT
ENSG00000065243	ENSG00000065243	SBO:0000243	PKN2
ENSG00000065357	ENSG00000065357	SBO:0000243	DGKA
ENSG00000065361	ENSG00000065361	SBO:0000243	ERBB3
ENSG00000065427	ENSG00000065427	SBO:0000243	KARS1
ENSG00000065485	ENSG00000065485	SBO:0000243	PDIA5
ENSG00000065518	ENSG00000065518	SBO:0000243	NDUFB4
ENSG00000065534	ENSG00000065534	SBO:0000243	MYLK
ENSG00000065559	ENSG00000065559	SBO:0000243	MAP2K4
ENSG00000065613	ENSG00000065613	SBO:0000243	SLK
ENSG00000065615	ENSG00000065615	SBO:0000243	CYB5R4
ENSG00000065621	ENSG00000065621	SBO:0000243	GSTO2
ENSG00000065675	ENSG00000065675	SBO:0000243	PRKCQ
ENSG00000065833	ENSG00000065833	SBO:0000243	ME1
ENSG00000065883	ENSG00000065883	SBO:0000243	CDK13
ENSG00000065911	ENSG00000065911	SBO:0000243	MTHFD2
ENSG00000065923	ENSG00000065923	SBO:0000243	SLC9A7
ENSG00000065989	ENSG00000065989	SBO:0000243	PDE4A
ENSG00000066056	ENSG00000066056	SBO:0000243	TIE1
ENSG00000066230	ENSG00000066230	SBO:0000243	SLC9A3
ENSG00000066322	ENSG00000066322	SBO:0000243	ELOVL1
ENSG00000066379	ENSG00000066379	SBO:0000243	ZNRD1
ENSG00000066468	ENSG00000066468	SBO:0000243	FGFR2
ENSG00000066651	ENSG00000066651	SBO:0000243	TRMT11
ENSG00000066813	ENSG00000066813	SBO:0000243	ACSM2B
ENSG00000066926	ENSG00000066926	SBO:0000243	FECH
ENSG00000067057	ENSG00000067057	SBO:0000243	PFKP
ENSG00000067064	ENSG00000067064	SBO:0000243	IDI1
ENSG00000067113	ENSG00000067113	SBO:0000243	PLPP1
ENSG00000067177	ENSG00000067177	SBO:0000243	PHKA1
ENSG00000067225	ENSG00000067225	SBO:0000243	PKM
ENSG00000067365	ENSG00000067365	SBO:0000243	METTL22
ENSG00000067606	ENSG00000067606	SBO:0000243	PRKCZ
ENSG00000067829	ENSG00000067829	SBO:0000243	IDH3G
ENSG00000067840	ENSG00000067840	SBO:0000243	PDZD4
ENSG00000067842	ENSG00000067842	SBO:0000243	ATP2B3
ENSG00000067900	ENSG00000067900	SBO:0000243	ROCK1
ENSG00000067992	ENSG00000067992	SBO:0000243	PDK3
ENSG00000068001	ENSG00000068001	SBO:0000243	HYAL2
ENSG00000068078	ENSG00000068078	SBO:0000243	FGFR3
ENSG00000068120	ENSG00000068120	SBO:0000243	COASY
ENSG00000068308	ENSG00000068308	SBO:0000243	OTUD5
ENSG00000068366	ENSG00000068366	SBO:0000243	ACSL4
ENSG00000068383	ENSG00000068383	SBO:0000243	INPP5A
ENSG00000068438	ENSG00000068438	SBO:0000243	FTSJ1
ENSG00000068650	ENSG00000068650	SBO:0000243	ATP11A
ENSG00000068654	ENSG00000068654	SBO:0000243	POLR1A
ENSG00000068745	ENSG00000068745	SBO:0000243	IP6K2
ENSG00000068903	ENSG00000068903	SBO:0000243	SIRT2
ENSG00000068976	ENSG00000068976	SBO:0000243	PYGM
ENSG00000069020	ENSG00000069020	SBO:0000243	MAST4
ENSG00000069248	ENSG00000069248	SBO:0000243	NUP133
ENSG00000069431	ENSG00000069431	SBO:0000243	ABCC9
ENSG00000069535	ENSG00000069535	SBO:0000243	MAOB
ENSG00000069667	ENSG00000069667	SBO:0000243	RORA
ENSG00000069764	ENSG00000069764	SBO:0000243	PLA2G10
ENSG00000069849	ENSG00000069849	SBO:0000243	ATP1B3
ENSG00000069869	ENSG00000069869	SBO:0000243	NEDD4
ENSG00000069943	ENSG00000069943	SBO:0000243	PIGB
ENSG00000069956	ENSG00000069956	SBO:0000243	MAPK6
ENSG00000070019	ENSG00000070019	SBO:0000243	GUCY2C
ENSG00000070159	ENSG00000070159	SBO:0000243	PTPN3
ENSG00000070214	ENSG00000070214	SBO:0000243	SLC44A1
ENSG00000070423	ENSG00000070423	SBO:0000243	RNF126
ENSG00000070501	ENSG00000070501	SBO:0000243	POLB
ENSG00000070526	ENSG00000070526	SBO:0000243	ST6GALNAC1
ENSG00000070610	ENSG00000070610	SBO:0000243	GBA2
ENSG00000070614	ENSG00000070614	SBO:0000243	NDST1
ENSG00000070669	ENSG00000070669	SBO:0000243	ASNS
ENSG00000070731	ENSG00000070731	SBO:0000243	ST6GALNAC2
ENSG00000070748	ENSG00000070748	SBO:0000243	CHAT
ENSG00000070759	ENSG00000070759	SBO:0000243	TESK2
ENSG00000070770	ENSG00000070770	SBO:0000243	CSNK2A2
ENSG00000070778	ENSG00000070778	SBO:0000243	PTPN21
ENSG00000070808	ENSG00000070808	SBO:0000243	CAMK2A
ENSG00000070886	ENSG00000070886	SBO:0000243	EPHA8
ENSG00000070915	ENSG00000070915	SBO:0000243	SLC12A3
ENSG00000070950	ENSG00000070950	SBO:0000243	RAD18
ENSG00000070961	ENSG00000070961	SBO:0000243	ATP2B1
ENSG00000071054	ENSG00000071054	SBO:0000243	MAP4K4
ENSG00000071073	ENSG00000071073	SBO:0000243	MGAT4A
ENSG00000071242	ENSG00000071242	SBO:0000243	RPS6KA2
ENSG00000071462	ENSG00000071462	SBO:0000243	BUD23
ENSG00000071553	ENSG00000071553	SBO:0000243	ATP6AP1
ENSG00000071794	ENSG00000071794	SBO:0000243	HLTF
ENSG00000071909	ENSG00000071909	SBO:0000243	MYO3B
ENSG00000071967	ENSG00000071967	SBO:0000243	CYBRD1
ENSG00000072041	ENSG00000072041	SBO:0000243	SLC6A15
ENSG00000072042	ENSG00000072042	SBO:0000243	RDH11
ENSG00000072062	ENSG00000072062	SBO:0000243	PRKACA
ENSG00000072133	ENSG00000072133	SBO:0000243	RPS6KA6
ENSG00000072135	ENSG00000072135	SBO:0000243	PTPN18
ENSG00000072195	ENSG00000072195	SBO:0000243	SPEG
ENSG00000072210	ENSG00000072210	SBO:0000243	ALDH3A2
ENSG00000072274	ENSG00000072274	SBO:0000243	TFRC
ENSG00000072310	ENSG00000072310	SBO:0000243	SREBF1
ENSG00000072401	ENSG00000072401	SBO:0000243	UBE2D1
ENSG00000072506	ENSG00000072506	SBO:0000243	HSD17B10
ENSG00000072518	ENSG00000072518	SBO:0000243	MARK2
ENSG00000072609	ENSG00000072609	SBO:0000243	CHFR
ENSG00000072657	ENSG00000072657	SBO:0000243	TRHDE
ENSG00000072682	ENSG00000072682	SBO:0000243	P4HA2
ENSG00000072756	ENSG00000072756	SBO:0000243	TRNT1
ENSG00000072778	ENSG00000072778	SBO:0000243	ACADVL
ENSG00000072786	ENSG00000072786	SBO:0000243	STK10
ENSG00000073060	ENSG00000073060	SBO:0000243	SCARB1
ENSG00000073417	ENSG00000073417	SBO:0000243	PDE8A
ENSG00000073578	ENSG00000073578	SBO:0000243	SDHA
ENSG00000073711	ENSG00000073711	SBO:0000243	PPP2R3A
ENSG00000073734	ENSG00000073734	SBO:0000243	ABCB11
ENSG00000073737	ENSG00000073737	SBO:0000243	DHRS9
ENSG00000073756	ENSG00000073756	SBO:0000243	PTGS2
ENSG00000073803	ENSG00000073803	SBO:0000243	MAP3K13
ENSG00000073849	ENSG00000073849	SBO:0000243	ST6GAL1
ENSG00000074211	ENSG00000074211	SBO:0000243	PPP2R2C
ENSG00000074370	ENSG00000074370	SBO:0000243	ATP2A3
ENSG00000074410	ENSG00000074410	SBO:0000243	CA12
ENSG00000074416	ENSG00000074416	SBO:0000243	MGLL
ENSG00000074590	ENSG00000074590	SBO:0000243	NUAK1
ENSG00000074621	ENSG00000074621	SBO:0000243	SLC24A1
ENSG00000074696	ENSG00000074696	SBO:0000243	HACD3
ENSG00000074800	ENSG00000074800	SBO:0000243	ENO1
ENSG00000074803	ENSG00000074803	SBO:0000243	SLC12A1
ENSG00000074966	ENSG00000074966	SBO:0000243	TXK
ENSG00000075188	ENSG00000075188	SBO:0000243	NUP37
ENSG00000075239	ENSG00000075239	SBO:0000243	ACAT1
ENSG00000075413	ENSG00000075413	SBO:0000243	MARK3
ENSG00000075415	ENSG00000075415	SBO:0000243	SLC25A3
ENSG00000075651	ENSG00000075651	SBO:0000243	PLD1
ENSG00000075673	ENSG00000075673	SBO:0000243	ATP12A
ENSG00000075975	ENSG00000075975	SBO:0000243	MKRN2
ENSG00000076201	ENSG00000076201	SBO:0000243	PTPN23
ENSG00000076258	ENSG00000076258	SBO:0000243	FMO4
ENSG00000076351	ENSG00000076351	SBO:0000243	SLC46A1
ENSG00000076555	ENSG00000076555	SBO:0000243	ACACB
ENSG00000076685	ENSG00000076685	SBO:0000243	NT5C2
ENSG00000076984	ENSG00000076984	SBO:0000243	MAP2K7
ENSG00000077009	ENSG00000077009	SBO:0000243	NMRK2
ENSG00000077044	ENSG00000077044	SBO:0000243	DGKD
ENSG00000077152	ENSG00000077152	SBO:0000243	UBE2T
ENSG00000077254	ENSG00000077254	SBO:0000243	USP33
ENSG00000077264	ENSG00000077264	SBO:0000243	PAK3
ENSG00000077463	ENSG00000077463	SBO:0000243	SIRT6
ENSG00000077498	ENSG00000077498	SBO:0000243	TYR
ENSG00000077514	ENSG00000077514	SBO:0000243	POLD3
ENSG00000077721	ENSG00000077721	SBO:0000243	UBE2A
ENSG00000077782	ENSG00000077782	SBO:0000243	FGFR1
ENSG00000077800	ENSG00000077800	SBO:0000243	FKBP6
ENSG00000078061	ENSG00000078061	SBO:0000243	ARAF
ENSG00000078070	ENSG00000078070	SBO:0000243	MCCC1
ENSG00000078124	ENSG00000078124	SBO:0000243	ACER3
ENSG00000078140	ENSG00000078140	SBO:0000243	UBE2K
ENSG00000078142	ENSG00000078142	SBO:0000243	PIK3C3
ENSG00000078237	ENSG00000078237	SBO:0000243	TIGAR
ENSG00000078269	ENSG00000078269	SBO:0000243	SYNJ2
ENSG00000078295	ENSG00000078295	SBO:0000243	ADCY2
ENSG00000078747	ENSG00000078747	SBO:0000243	ITCH
ENSG00000078967	ENSG00000078967	SBO:0000243	UBE2D4
ENSG00000079150	ENSG00000079150	SBO:0000243	FKBP7
ENSG00000079215	ENSG00000079215	SBO:0000243	SLC1A3
ENSG00000079277	ENSG00000079277	SBO:0000243	MKNK1
ENSG00000079335	ENSG00000079335	SBO:0000243	CDC14A
ENSG00000079393	ENSG00000079393	SBO:0000243	DUSP13
ENSG00000079435	ENSG00000079435	SBO:0000243	LIPE
ENSG00000079459	ENSG00000079459	SBO:0000243	FDFT1
ENSG00000079462	ENSG00000079462	SBO:0000243	PAFAH1B3
ENSG00000079739	ENSG00000079739	SBO:0000243	PGM1
ENSG00000079805	ENSG00000079805	SBO:0000243	DNM2
ENSG00000079931	ENSG00000079931	SBO:0000243	MOXD1
ENSG00000080031	ENSG00000080031	SBO:0000243	PTPRH
ENSG00000080166	ENSG00000080166	SBO:0000243	DCT
ENSG00000080224	ENSG00000080224	SBO:0000243	EPHA6
ENSG00000080493	ENSG00000080493	SBO:0000243	SLC4A4
ENSG00000080511	ENSG00000080511	SBO:0000243	RDH8
ENSG00000080802	ENSG00000080802	SBO:0000243	CNOT4
ENSG00000080819	ENSG00000080819	SBO:0000243	CPOX
ENSG00000080823	ENSG00000080823	SBO:0000243	MOK
ENSG00000081181	ENSG00000081181	SBO:0000243	ARG2
ENSG00000081237	ENSG00000081237	SBO:0000243	PTPRC
ENSG00000081320	ENSG00000081320	SBO:0000243	STK17B
ENSG00000081377	ENSG00000081377	SBO:0000243	CDC14B
ENSG00000081479	ENSG00000081479	SBO:0000243	LRP2
ENSG00000081721	ENSG00000081721	SBO:0000243	DUSP12
ENSG00000081760	ENSG00000081760	SBO:0000243	AACS
ENSG00000081800	ENSG00000081800	SBO:0000243	SLC13A1
ENSG00000081913	ENSG00000081913	SBO:0000243	PHLPP1
ENSG00000081923	ENSG00000081923	SBO:0000243	ATP8B1
ENSG00000082014	ENSG00000082014	SBO:0000243	SMARCD3
ENSG00000082212	ENSG00000082212	SBO:0000243	ME2
ENSG00000082996	ENSG00000082996	SBO:0000243	RNF13
ENSG00000083123	ENSG00000083123	SBO:0000243	BCKDHB
ENSG00000083168	ENSG00000083168	SBO:0000243	KAT6A
ENSG00000083223	ENSG00000083223	SBO:0000243	TUT7
ENSG00000083290	ENSG00000083290	SBO:0000243	ULK2
ENSG00000083444	ENSG00000083444	SBO:0000243	PLOD1
ENSG00000083720	ENSG00000083720	SBO:0000243	OXCT1
ENSG00000083799	ENSG00000083799	SBO:0000243	CYLD
ENSG00000083807	ENSG00000083807	SBO:0000243	SLC27A5
ENSG00000084072	ENSG00000084072	SBO:0000243	PPIE
ENSG00000084073	ENSG00000084073	SBO:0000243	ZMPSTE24
ENSG00000084090	ENSG00000084090	SBO:0000243	STARD7
ENSG00000084110	ENSG00000084110	SBO:0000243	HAL
ENSG00000084112	ENSG00000084112	SBO:0000243	SSH1
ENSG00000084207	ENSG00000084207	SBO:0000243	GSTP1
ENSG00000084453	ENSG00000084453	SBO:0000243	SLCO1A2
ENSG00000084674	ENSG00000084674	SBO:0000243	APOB
ENSG00000084676	ENSG00000084676	SBO:0000243	NCOA1
ENSG00000084754	ENSG00000084754	SBO:0000243	HADHA
ENSG00000084774	ENSG00000084774	SBO:0000243	CAD
