SEX,ID_SEX,INDICATORS,ID_INDICATORS,CODE-2_INDICATORS,DESCRIPTION_INDICATORS,FULLNAME_INDICATORS,SOURCE-LINK_INDICATORS,SOURCE-NAME_INDICATORS,FREQ,TIME_PERIOD,OBS_VALUE
6899019,6899019,6900919,6900919,20101,,Nigerian\Medical Practitioners,,,A,2011,9832
6899019,6899019,6900919,6900919,20101,,Nigerian\Medical Practitioners,,,A,2012,7030
6899019,6899019,6901019,6901019,20102,,Nigerian\Dentists,,,A,2007,276
6899019,6899019,6901019,6901019,20102,,Nigerian\Dentists,,,A,2008,300
6899019,6899019,6901019,6901019,20102,,Nigerian\Dentists,,,A,2009,350
6899019,6899019,6901019,6901019,20102,,Nigerian\Dentists,,,A,2010,468
6899019,6899019,6901019,6901019,20102,,Nigerian\Dentists,,,A,2011,555
6899019,6899019,6901019,6901019,20102,,Nigerian\Dentists,,,A,2012,396
6899019,6899019,6901119,6901119,20201,,Non Nigerian\Medical Practitioners,,,A,2007,16
6899019,6899019,6901119,6901119,20201,,Non Nigerian\Medical Practitioners,,,A,2008,18
6899019,6899019,6901119,6901119,20201,,Non Nigerian\Medical Practitioners,,,A,2009,19
6899019,6899019,6901119,6901119,20201,,Non Nigerian\Medical Practitioners,,,A,2010,13
6899019,6899019,6901119,6901119,20201,,Non Nigerian\Medical Practitioners,,,A,2011,19
6899019,6899019,6901119,6901119,20201,,Non Nigerian\Medical Practitioners,,,A,2012,25
6899019,6899019,6901219,6901219,20202,,Non Nigerian\Dentists,,,A,2007,12
6899019,6899019,6901219,6901219,20202,,Non Nigerian\Dentists,,,A,2008,15
6899019,6899019,6901219,6901219,20202,,Non Nigerian\Dentists,,,A,2009,14
6899019,6899019,6901219,6901219,20202,,Non Nigerian\Dentists,,,A,2010,8
6899019,6899019,6901219,6901219,20202,,Non Nigerian\Dentists,,,A,2011,9
6899019,6899019,6901419,6901419,301,,Nursing And Midwifery Council of Nigeria\General Nurses,,,A,2007,2740
6899019,6899019,6901419,6901419,301,,Nursing And Midwifery Council of Nigeria\General Nurses,,,A,2008,3733
6899019,6899019,6901419,6901419,301,,Nursing And Midwifery Council of Nigeria\General Nurses,,,A,2009,2879
6899019,6899019,6901419,6901419,301,,Nursing And Midwifery Council of Nigeria\General Nurses,,,A,2010,2882
6899019,6899019,6901419,6901419,301,,Nursing And Midwifery Council of Nigeria\General Nurses,,,A,2011,3399
6899019,6899019,6901519,6901519,302,,Nursing And Midwifery Council of Nigeria\Midwives,,,A,2007,1328
6899019,6899019,6901519,6901519,302,,Nursing And Midwifery Council of Nigeria\Midwives,,,A,2008,1727
6899019,6899019,6901519,6901519,302,,Nursing And Midwifery Council of Nigeria\Midwives,,,A,2009,1546
6899019,6899019,6901519,6901519,302,,Nursing And Midwifery Council of Nigeria\Midwives,,,A,2010,2694
6899019,6899019,6901519,6901519,302,,Nursing And Midwifery Council of Nigeria\Midwives,,,A,2011,2635
6899019,6899019,6901619,6901619,303,,Nursing And Midwifery Council of Nigeria\Perioperative Nurses,,,A,2007,95
6899019,6899019,6901619,6901619,303,,Nursing And Midwifery Council of Nigeria\Perioperative Nurses,,,A,2008,94
6899019,6899019,6901619,6901619,303,,Nursing And Midwifery Council of Nigeria\Perioperative Nurses,,,A,2009,92
6899019,6899019,6901619,6901619,303,,Nursing And Midwifery Council of Nigeria\Perioperative Nurses,,,A,2010,101
6899019,6899019,6901619,6901619,303,,Nursing And Midwifery Council of Nigeria\Perioperative Nurses,,,A,2011,95
6899019,6899019,6901719,6901719,304,,Nursing And Midwifery Council of Nigeria\Cardio Thoracic Nurses,,,A,2008,67
6899019,6899019,6901719,6901719,304,,Nursing And Midwifery Council of Nigeria\Cardio Thoracic Nurses,,,A,2009,19
6899019,6899019,6901719,6901719,304,,Nursing And Midwifery Council of Nigeria\Cardio Thoracic Nurses,,,A,2010,12
6899019,6899019,6901719,6901719,304,,Nursing And Midwifery Council of Nigeria\Cardio Thoracic Nurses,,,A,2011,16
6899019,6899019,6901819,6901819,305,,Nursing And Midwifery Council of Nigeria\Intensive-Care Nurses,,,A,2008,30
6899019,6899019,6901819,6901819,305,,Nursing And Midwifery Council of Nigeria\Intensive-Care Nurses,,,A,2009,15
6899019,6899019,6901819,6901819,305,,Nursing And Midwifery Council of Nigeria\Intensive-Care Nurses,,,A,2010,24
6899019,6899019,6901819,6901819,305,,Nursing And Midwifery Council of Nigeria\Intensive-Care Nurses,,,A,2011,23
6899019,6899019,6901919,6901919,306,,"Nursing And Midwifery Council of Nigeria\Ear, Nose and Throat (ENT) Nurses",,,A,2008,4
6899019,6899019,6901919,6901919,306,,"Nursing And Midwifery Council of Nigeria\Ear, Nose and Throat (ENT) Nurses",,,A,2009,15
6899019,6899019,6901919,6901919,306,,"Nursing And Midwifery Council of Nigeria\Ear, Nose and Throat (ENT) Nurses",,,A,2010,35
6899019,6899019,6901919,6901919,306,,"Nursing And Midwifery Council of Nigeria\Ear, Nose and Throat (ENT) Nurses",,,A,2011,62
6899019,6899019,6902019,6902019,307,,Nursing And Midwifery Council of Nigeria\Public Health Nurses,,,A,2007,152
6899019,6899019,6902019,6902019,307,,Nursing And Midwifery Council of Nigeria\Public Health Nurses,,,A,2008,163
6899019,6899019,6902019,6902019,307,,Nursing And Midwifery Council of Nigeria\Public Health Nurses,,,A,2009,151
6899019,6899019,6902019,6902019,307,,Nursing And Midwifery Council of Nigeria\Public Health Nurses,,,A,2010,273
6899019,6899019,6902019,6902019,307,,Nursing And Midwifery Council of Nigeria\Public Health Nurses,,,A,2011,152
6899019,6899019,6902119,6902119,308,,Nursing And Midwifery Council of Nigeria\Burns and Plastic Nurses,,,A,2008,32
6899019,6899019,6902119,6902119,308,,Nursing And Midwifery Council of Nigeria\Burns and Plastic Nurses,,,A,2009,21
6899019,6899019,6902119,6902119,308,,Nursing And Midwifery Council of Nigeria\Burns and Plastic Nurses,,,A,2010,26
6899019,6899019,6902119,6902119,308,,Nursing And Midwifery Council of Nigeria\Burns and Plastic Nurses,,,A,2011,24
6899019,6899019,6902219,6902219,309,,Nursing And Midwifery Council of Nigeria\Orthopaedic Nurses,,,A,2007,37
6899019,6899019,6902219,6902219,309,,Nursing And Midwifery Council of Nigeria\Orthopaedic Nurses,,,A,2008,36
6899019,6899019,6902219,6902219,309,,Nursing And Midwifery Council of Nigeria\Orthopaedic Nurses,,,A,2009,52
6899019,6899019,6902219,6902219,309,,Nursing And Midwifery Council of Nigeria\Orthopaedic Nurses,,,A,2010,94
6899019,6899019,6902219,6902219,309,,Nursing And Midwifery Council of Nigeria\Orthopaedic Nurses,,,A,2011,61
6899019,6899019,6902419,6902419,310,,Nursing And Midwifery Council of Nigeria\Anaesthetic Nurses,,,A,2007,35
6899019,6899019,6902419,6902419,310,,Nursing And Midwifery Council of Nigeria\Anaesthetic Nurses,,,A,2008,53
6899019,6899019,6902419,6902419,310,,Nursing And Midwifery Council of Nigeria\Anaesthetic Nurses,,,A,2009,33
6899019,6899019,6902419,6902419,310,,Nursing And Midwifery Council of Nigeria\Anaesthetic Nurses,,,A,2010,28
6899019,6899019,6902419,6902419,310,,Nursing And Midwifery Council of Nigeria\Anaesthetic Nurses,,,A,2011,26
6899019,6899019,6902519,6902519,311,,Nursing And Midwifery Council of Nigeria\Nurse Administrator,,,A,2007,9
6899019,6899019,6902519,6902519,311,,Nursing And Midwifery Council of Nigeria\Nurse Administrator,,,A,2008,31
6899019,6899019,6902519,6902519,311,,Nursing And Midwifery Council of Nigeria\Nurse Administrator,,,A,2009,12
6899019,6899019,6902519,6902519,311,,Nursing And Midwifery Council of Nigeria\Nurse Administrator,,,A,2010,5
6899019,6899019,6902519,6902519,311,,Nursing And Midwifery Council of Nigeria\Nurse Administrator,,,A,2011,10
6899019,6899019,6902619,6902619,312,,Nursing And Midwifery Council of Nigeria\Midwife Educators,,,A,2007,11
6899019,6899019,6902619,6902619,312,,Nursing And Midwifery Council of Nigeria\Midwife Educators,,,A,2008,24
6899019,6899019,6902619,6902619,312,,Nursing And Midwifery Council of Nigeria\Midwife Educators,,,A,2009,17
6899019,6899019,6902619,6902619,312,,Nursing And Midwifery Council of Nigeria\Midwife Educators,,,A,2010,17
6899019,6899019,6902619,6902619,312,,Nursing And Midwifery Council of Nigeria\Midwife Educators,,,A,2011,25
6899019,6899019,6902719,6902719,313,,Nursing And Midwifery Council of Nigeria\Paediatric Nurses,,,A,2007,45
6899019,6899019,6902719,6902719,313,,Nursing And Midwifery Council of Nigeria\Paediatric Nurses,,,A,2008,67
6899019,6899019,6902719,6902719,313,,Nursing And Midwifery Council of Nigeria\Paediatric Nurses,,,A,2009,55
6899019,6899019,6902719,6902719,313,,Nursing And Midwifery Council of Nigeria\Paediatric Nurses,,,A,2010,99
6899019,6899019,6902719,6902719,313,,Nursing And Midwifery Council of Nigeria\Paediatric Nurses,,,A,2011,61
6899019,6899019,6902819,6902819,314,,Nursing And Midwifery Council of Nigeria\Nurse Educators,,,A,2007,39
6899019,6899019,6902819,6902819,314,,Nursing And Midwifery Council of Nigeria\Nurse Educators,,,A,2008,44
6899019,6899019,6902819,6902819,314,,Nursing And Midwifery Council of Nigeria\Nurse Educators,,,A,2009,32
6899019,6899019,6902819,6902819,314,,Nursing And Midwifery Council of Nigeria\Nurse Educators,,,A,2010,28
6899019,6899019,6902819,6902819,314,,Nursing And Midwifery Council of Nigeria\Nurse Educators,,,A,2011,40
6899019,6899019,6902919,6902919,315,,Nursing And Midwifery Council of Nigeria\Public Health Nurse Educators,,,A,2007,1
6899019,6899019,6902919,6902919,315,,Nursing And Midwifery Council of Nigeria\Public Health Nurse Educators,,,A,2008,1
6899019,6899019,6902919,6902919,315,,Nursing And Midwifery Council of Nigeria\Public Health Nurse Educators,,,A,2009,2
6899019,6899019,6902919,6902919,315,,Nursing And Midwifery Council of Nigeria\Public Health Nurse Educators,,,A,2010,1
6899019,6899019,6902919,6902919,315,,Nursing And Midwifery Council of Nigeria\Public Health Nurse Educators,,,A,2011,5
6899019,6899019,6903019,6903019,316,,Nursing And Midwifery Council of Nigeria\Psychiatric Nurses,,,A,2007,139
6899019,6899019,6903019,6903019,316,,Nursing And Midwifery Council of Nigeria\Psychiatric Nurses,,,A,2008,93
6899019,6899019,6903019,6903019,316,,Nursing And Midwifery Council of Nigeria\Psychiatric Nurses,,,A,2009,127
6899019,6899019,6903019,6903019,316,,Nursing And Midwifery Council of Nigeria\Psychiatric Nurses,,,A,2010,184
6899019,6899019,6903019,6903019,316,,Nursing And Midwifery Council of Nigeria\Psychiatric Nurses,,,A,2011,132
6899019,6899019,6903119,6903119,317,,Nursing And Midwifery Council of Nigeria\Ophthalmic Nurses,,,A,2007,39
6899019,6899019,6903119,6903119,317,,Nursing And Midwifery Council of Nigeria\Ophthalmic Nurses,,,A,2008,51
6899019,6899019,6903119,6903119,317,,Nursing And Midwifery Council of Nigeria\Ophthalmic Nurses,,,A,2009,48
6899019,6899019,6903119,6903119,317,,Nursing And Midwifery Council of Nigeria\Ophthalmic Nurses,,,A,2010,79
6899019,6899019,6903119,6903119,317,,Nursing And Midwifery Council of Nigeria\Ophthalmic Nurses,,,A,2011,69
6899019,6899019,6903219,6903219,318,,Nursing And Midwifery Council of Nigeria\Accident and Emergency Nurses,,,A,2007,57
6899019,6899019,6903219,6903219,318,,Nursing And Midwifery Council of Nigeria\Accident and Emergency Nurses,,,A,2008,47
6899019,6899019,6903219,6903219,318,,Nursing And Midwifery Council of Nigeria\Accident and Emergency Nurses,,,A,2009,66
6899019,6899019,6903219,6903219,318,,Nursing And Midwifery Council of Nigeria\Accident and Emergency Nurses,,,A,2010,93
6899019,6899019,6903219,6903219,318,,Nursing And Midwifery Council of Nigeria\Accident and Emergency Nurses,,,A,2011,76
6899019,6899019,6903319,6903319,319,,Nursing And Midwifery Council of Nigeria\Occupational Health Nurses,,,A,2007,11
6899019,6899019,6903319,6903319,319,,Nursing And Midwifery Council of Nigeria\Occupational Health Nurses,,,A,2008,9
6899019,6899019,6903319,6903319,319,,Nursing And Midwifery Council of Nigeria\Occupational Health Nurses,,,A,2009,16
6899019,6899019,6903319,6903319,319,,Nursing And Midwifery Council of Nigeria\Occupational Health Nurses,,,A,2010,16
6899019,6899019,6903319,6903319,319,,Nursing And Midwifery Council of Nigeria\Occupational Health Nurses,,,A,2011,17
6899119,6899119,6899819,6899819,101,,Veterinary Council of Nigeria\Nigerian,,,A,2007,298
6899119,6899119,6899819,6899819,101,,Veterinary Council of Nigeria\Nigerian,,,A,2008,280
6899119,6899119,6899819,6899819,101,,Veterinary Council of Nigeria\Nigerian,,,A,2009,116
6899119,6899119,6899819,6899819,101,,Veterinary Council of Nigeria\Nigerian,,,A,2010,461
6899119,6899119,6899819,6899819,101,,Veterinary Council of Nigeria\Nigerian,,,A,2011,321
6899119,6899119,6899919,6899919,102,,Veterinary Council of Nigeria\Non Nigerian,,,A,2007,1
6899119,6899119,6899919,6899919,102,,Veterinary Council of Nigeria\Non Nigerian,,,A,2009,1
6899119,6899119,6899919,6899919,102,,Veterinary Council of Nigeria\Non Nigerian,,,A,2010,1
6899119,6899119,6899919,6899919,102,,Veterinary Council of Nigeria\Non Nigerian,,,A,2011,1
6899119,6899119,6900919,6900919,20101,,Nigerian\Medical Practitioners,,,A,2007,13100
6899119,6899119,6900919,6900919,20101,,Nigerian\Medical Practitioners,,,A,2008,15513
6899119,6899119,6900919,6900919,20101,,Nigerian\Medical Practitioners,,,A,2009,19322
6899119,6899119,6900919,6900919,20101,,Nigerian\Medical Practitioners,,,A,2010,23924
6899119,6899119,6900919,6900919,20101,,Nigerian\Medical Practitioners,,,A,2011,28368
6899119,6899119,6900919,6900919,20101,,Nigerian\Medical Practitioners,,,A,2012,20284
6899119,6899119,6901119,6901119,20201,,Non Nigerian\Medical Practitioners,,,A,2007,44
6899119,6899119,6901119,6901119,20201,,Non Nigerian\Medical Practitioners,,,A,2008,52
6899119,6899119,6901119,6901119,20201,,Non Nigerian\Medical Practitioners,,,A,2009,59
6899119,6899119,6901119,6901119,20201,,Non Nigerian\Medical Practitioners,,,A,2010,55
6899119,6899119,6901119,6901119,20201,,Non Nigerian\Medical Practitioners,,,A,2011,101
6899119,6899119,6901119,6901119,20201,,Non Nigerian\Medical Practitioners,,,A,2012,129
6899119,6899119,6901419,6901419,301,,Nursing And Midwifery Council of Nigeria\General Nurses,,,A,2007,3509
6899119,6899119,6901419,6901419,301,,Nursing And Midwifery Council of Nigeria\General Nurses,,,A,2008,4471
6899119,6899119,6901419,6901419,301,,Nursing And Midwifery Council of Nigeria\General Nurses,,,A,2009,3599
6899119,6899119,6901419,6901419,301,,Nursing And Midwifery Council of Nigeria\General Nurses,,,A,2010,3506
