observationAbout,observationDate,variableMeasured,value,unit,scalingFactor,observationPeriod,measurementMethod
country/NGA,2010,dcid:Count_Person_BachelorOfAgriculturalEngineering_Soil_Graduate_Male,22000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfAgriculturalEngineering_Soil_Graduate_Male,10000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfAgriculturalEngineering_Soil_Graduate_Female,0,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfAgriculturalEngineering_Soil_Graduate_Female,0,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfAgriculturalEngineering_Soil_Graduate,22000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfAgriculturalEngineering_Soil_Graduate,10000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfArchitectureAndRelatedServicesMajor_Graduate_Male,1062000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfArchitectureAndRelatedServicesMajor_Graduate_Male,681000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfArchitectureAndRelatedServicesMajor_Graduate_Female,106000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfArchitectureAndRelatedServicesMajor_Graduate_Female,96000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfArchitectureAndRelatedServicesMajor_Graduate,1168000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfArchitectureAndRelatedServicesMajor_Graduate,777000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfArtAndIndustrialDesign_Painting_Graduate_Male,33000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfArtAndIndustrialDesign_Painting_Graduate_Male,44000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfArtAndIndustrialDesign_Painting_Graduate_Female,8000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfArtAndIndustrialDesign_Painting_Graduate_Female,9000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfArtAndIndustrialDesign_Painting_Graduate,41000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfArtAndIndustrialDesign_Painting_Graduate,53000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfArtAndIndustrialDesignGraphics_Graphics_Graduate_Male,12000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfArtAndIndustrialDesignGraphics_Graphics_Graduate_Male,9000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfArtAndIndustrialDesignGraphics_Graphics_Graduate_Female,0,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfArtAndIndustrialDesignGraphics_Graphics_Graduate_Female,0,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfArtAndIndustrialDesignGraphics_Graphics_Graduate,12000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfArtAndIndustrialDesignGraphics_Graphics_Graduate,9000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfArtAndIndustrialDesign_Graduate_Male,18000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfArtAndIndustrialDesign_Graduate_Male,13000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfArtAndIndustrialDesign_Graduate_Female,7000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfArtAndIndustrialDesign_Graduate_Female,3000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfArtAndIndustrialDesign_Graduate,25000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfArtAndIndustrialDesign_Graduate,16000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfBankingAndFinance_Graduate_Male,258000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfBankingAndFinance_Graduate_Male,167000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfBankingAndFinance_Graduate_Female,68000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfBankingAndFinance_Graduate_Female,60000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfBankingAndFinance_Graduate,326000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfBankingAndFinance_Graduate,227000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfBankingOperations_Graduate_Male,658000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfBankingOperations_Graduate_Male,573000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfBankingOperations_Graduate_Female,738000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfBankingOperations_Graduate_Female,651000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfBankingOperations_Graduate,1396000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfBankingOperations_Graduate,1224000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfBuildingTechnology_Graduate_Male,95000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfBuildingTechnology_Graduate_Male,59000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfBuildingTechnology_Graduate_Female,49000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfBuildingTechnology_Graduate_Female,44000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfBuildingTechnology_Graduate,144000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfBuildingTechnology_Graduate,103000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfBusinessAdministrationAndManagement_Graduate_Male,1052000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfBusinessAdministrationAndManagement_Graduate_Male,817000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfBusinessAdministrationAndManagement_Graduate_Female,108000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfBusinessAdministrationAndManagement_Graduate_Female,112000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfBusinessAdministrationAndManagement_Graduate,1160000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfBusinessAdministrationAndManagement_Graduate,929000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfCeramicTechnology_Graduate_Male,1648000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfCeramicTechnology_Graduate_Male,1963000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfCeramicTechnology_Graduate_Female,1268000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfCeramicTechnology_Graduate_Female,1466000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfCeramicTechnology_Graduate,2916000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfCeramicTechnology_Graduate,3429000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfChemicalEngineering_Graduate_Male,12000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfChemicalEngineering_Graduate_Male,8000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfChemicalEngineering_Graduate_Female,0,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfChemicalEngineering_Graduate_Female,2000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfChemicalEngineering_Graduate,12000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfChemicalEngineering_Graduate,10000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfCivilEngineeringTechnology_Transportation_Graduate_Male,62000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfCivilEngineeringTechnology_Transportation_Graduate_Male,43000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfCivilEngineeringTechnology_Transportation_Graduate_Female,6000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfCivilEngineeringTechnology_Transportation_Graduate_Female,7000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfCivilEngineeringTechnology_Transportation_Graduate,68000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfCivilEngineeringTechnology_Transportation_Graduate,50000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfCivilEngineeringTechnology_Graduate_Male,6000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfCivilEngineeringTechnology_Graduate_Male,5000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfCivilEngineeringTechnology_Graduate_Female,5000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfCivilEngineeringTechnology_Graduate_Female,1000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfCivilEngineeringTechnology_Graduate,11000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfCivilEngineeringTechnology_Graduate,6000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfCivilEngineeringTechnology_StructuresEngineering_Graduate_Male,1654000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfCivilEngineeringTechnology_StructuresEngineering_Graduate_Male,1126000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfCivilEngineeringTechnology_StructuresEngineering_Graduate_Female,182000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfCivilEngineeringTechnology_StructuresEngineering_Graduate_Female,138000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfCivilEngineeringTechnology_StructuresEngineering_Graduate,1836000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfCivilEngineeringTechnology_StructuresEngineering_Graduate,1264000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfComputerEngineeringTechnology_Graduate_Male,53000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfComputerEngineeringTechnology_Graduate_Male,52000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfComputerEngineeringTechnology_Graduate_Female,4000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfComputerEngineeringTechnology_Graduate_Female,3000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfComputerEngineeringTechnology_Graduate,57000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfComputerEngineeringTechnology_Graduate,55000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfComputerAndITMajor_Graduate_Male,385000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfComputerAndITMajor_Graduate_Male,320000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfComputerAndITMajor_Graduate_Female,189000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfComputerAndITMajor_Graduate_Female,123000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfComputerAndITMajor_Graduate,574000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfComputerAndITMajor_Graduate,443000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfCooperativeEconomicsAndManagement_Graduate_Male,1113000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfCooperativeEconomicsAndManagement_Graduate_Male,1013000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfCooperativeEconomicsAndManagement_Graduate_Female,735000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfCooperativeEconomicsAndManagement_Graduate_Female,646000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfCooperativeEconomicsAndManagement_Graduate,1848000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfCooperativeEconomicsAndManagement_Graduate,1659000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfElectricalEngineeringOrElectronicsEngineering_ElectronicsAndTelecommunication_Graduate_Male,80000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfElectricalEngineeringOrElectronicsEngineering_ElectronicsAndTelecommunication_Graduate_Male,60000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfElectricalEngineeringOrElectronicsEngineering_ElectronicsAndTelecommunication_Graduate_Female,164000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfElectricalEngineeringOrElectronicsEngineering_ElectronicsAndTelecommunication_Graduate_Female,121000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfElectricalEngineeringOrElectronicsEngineering_ElectronicsAndTelecommunication_Graduate,244000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfElectricalEngineeringOrElectronicsEngineering_ElectronicsAndTelecommunication_Graduate,181000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfElectricalEngineeringOrElectronicsEngineering_Electronics_Graduate_Male,245000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfElectricalEngineeringOrElectronicsEngineering_Electronics_Graduate_Male,163000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfElectricalEngineeringOrElectronicsEngineering_Electronics_Graduate_Female,19000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfElectricalEngineeringOrElectronicsEngineering_Electronics_Graduate_Female,11000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfElectricalEngineeringOrElectronicsEngineering_Electronics_Graduate,264000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfElectricalEngineeringOrElectronicsEngineering_Electronics_Graduate,174000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfElectricalEngineeringOrElectronicsEngineering_Graduate_Male,51000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfElectricalEngineeringOrElectronicsEngineering_Graduate_Male,39000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfElectricalEngineeringOrElectronicsEngineering_Graduate_Female,10000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfElectricalEngineeringOrElectronicsEngineering_Graduate_Female,12000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfElectricalEngineeringOrElectronicsEngineering_Graduate,61000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfElectricalEngineeringOrElectronicsEngineering_Graduate,51000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfElectricalEngineeringOrElectronicsEngineering_PowerOption_Graduate_Male,958000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfElectricalEngineeringOrElectronicsEngineering_PowerOption_Graduate_Male,1866000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfElectricalEngineeringOrElectronicsEngineering_PowerOption_Graduate_Female,286000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfElectricalEngineeringOrElectronicsEngineering_PowerOption_Graduate_Female,166000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfElectricalEngineeringOrElectronicsEngineering_PowerOption_Graduate,1244000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfElectricalEngineeringOrElectronicsEngineering_PowerOption_Graduate,2032000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfEstateManagement_Graduate_Male,96000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfEstateManagement_Graduate_Male,188000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfEstateManagement_Graduate_Female,8000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfEstateManagement_Graduate_Female,7000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfEstateManagement_Graduate,104000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfEstateManagement_Graduate,195000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfFashionDesignAndClothingTechnology_Graduate_Male,1069000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfFashionDesignAndClothingTechnology_Graduate_Male,812000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfFashionDesignAndClothingTechnology_Graduate_Female,628000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfFashionDesignAndClothingTechnology_Graduate_Female,618000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfFashionDesignAndClothingTechnology_Graduate,1697000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfFashionDesignAndClothingTechnology_Graduate,1430000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfFoodTechnology_Graduate_Male,25000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfFoodTechnology_Graduate_Male,12000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfFoodTechnology_Graduate_Female,52000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfFoodTechnology_Graduate_Female,36000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfFoodTechnology_Graduate,77000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfFoodTechnology_Graduate,48000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfFoundryTechnology_Graduate_Male,325000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfFoundryTechnology_Graduate_Male,223000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfFoundryTechnology_Graduate_Female,429000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfFoundryTechnology_Graduate_Female,466000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfFoundryTechnology_Graduate,754000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfFoundryTechnology_Graduate,689000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfHomeAndRuralEconomics_Graduate_Male,64000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfHomeAndRuralEconomics_Graduate_Male,26000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfHomeAndRuralEconomics_Graduate_Female,0,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfHomeAndRuralEconomics_Graduate_Female,0,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfHomeAndRuralEconomics_Graduate,64000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfHomeAndRuralEconomics_Graduate,26000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfHospitalityManagement_Graduate_Male,8000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfHospitalityManagement_Graduate_Male,4000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfHospitalityManagement_Graduate_Female,52000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfHospitalityManagement_Graduate_Female,34000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfHospitalityManagement_Graduate,60000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfHospitalityManagement_Graduate,38000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfIndustrialMaintenanceEngineeringTechnology_Graduate_Male,245000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfIndustrialMaintenanceEngineeringTechnology_Graduate_Male,118000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfIndustrialMaintenanceEngineeringTechnology_Graduate_Female,341000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfIndustrialMaintenanceEngineeringTechnology_Graduate_Female,386000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfIndustrialMaintenanceEngineeringTechnology_Graduate,586000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfIndustrialMaintenanceEngineeringTechnology_Graduate,504000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfInsurance_Graduate_Male,68000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfInsurance_Graduate_Male,99000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfInsurance_Graduate_Female,8000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfInsurance_Graduate_Female,5000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfInsurance_Graduate,76000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfInsurance_Graduate,104000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfLeisureAndTourismManagement_Graduate_Male,56000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfLeisureAndTourismManagement_Graduate_Male,82000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfLeisureAndTourismManagement_Graduate_Female,61000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfLeisureAndTourismManagement_Graduate_Female,57000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfLeisureAndTourismManagement_Graduate,117000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfLeisureAndTourismManagement_Graduate,139000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfLibraryScienceMajor_Graduate_Male,194000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfLibraryScienceMajor_Graduate_Male,129000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfLibraryScienceMajor_Graduate_Female,173000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfLibraryScienceMajor_Graduate_Female,150000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfLibraryScienceMajor_Graduate,367000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfLibraryScienceMajor_Graduate,279000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfMarketing_Graduate_Male,173000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfMarketing_Graduate_Male,182000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfMarketing_Graduate_Female,158000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfMarketing_Graduate_Female,359000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfMarketing_Graduate,331000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfMarketing_Graduate,541000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfMassCommunication_Graduate_Male,864000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfMassCommunication_Graduate_Male,749000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfMassCommunication_Graduate_Female,1038000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfMassCommunication_Graduate_Female,830000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfMassCommunication_Graduate,1902000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfMassCommunication_Graduate,1579000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfMathAndStatisticsMajor_Graduate_Male,458000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfMathAndStatisticsMajor_Graduate_Male,448000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfMathAndStatisticsMajor_Graduate_Female,429000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfMathAndStatisticsMajor_Graduate_Female,552000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfMathAndStatisticsMajor_Graduate,887000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfMathAndStatisticsMajor_Graduate,1000000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfMechanicalEngineering_PlantEngineering_Graduate_Male,168000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfMechanicalEngineering_PlantEngineering_Graduate_Male,147000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfMechanicalEngineering_PlantEngineering_Graduate_Female,28000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfMechanicalEngineering_PlantEngineering_Graduate_Female,62000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfMechanicalEngineering_PlantEngineering_Graduate,196000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfMechanicalEngineering_PlantEngineering_Graduate,209000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfMechanicalEngineering_ProductionEngineering_Graduate_Male,59000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfMechanicalEngineering_ProductionEngineering_Graduate_Male,82000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfMechanicalEngineering_ProductionEngineering_Graduate_Female,1000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfMechanicalEngineering_ProductionEngineering_Graduate_Female,2000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfMechanicalEngineering_ProductionEngineering_Graduate,60000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfMechanicalEngineering_ProductionEngineering_Graduate,84000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfMechanicalEngineering_Graduate_Male,245000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfMechanicalEngineering_Graduate_Male,179000,,,P1Y,
