observationAbout,observationDate,variableMeasured,value,unit,scalingFactor,observationPeriod,measurementMethod
country/NGA,2023-09,dcid:Count_Person_55To64Years_Employed_AsAFractionOf_Count_Person_55To64Years,87.36627,Percent,100,,
country/NGA,2022-12,dcid:Count_Person_65OrMoreYears_Employed_AsAFractionOf_Count_Person_65OrMoreYears,60.74597,Percent,100,,
country/NGA,2023-03,dcid:Count_Person_65OrMoreYears_Employed_AsAFractionOf_Count_Person_65OrMoreYears,60.44607,Percent,100,,
country/NGA,2023-06,dcid:Count_Person_65OrMoreYears_Employed_AsAFractionOf_Count_Person_65OrMoreYears,61.87962,Percent,100,,
country/NGA,2023-09,dcid:Count_Person_65OrMoreYears_Employed_AsAFractionOf_Count_Person_65OrMoreYears,60.39287,Percent,100,,
country/NGA,2022-12,dcid:Count_Person_Unemployed_Urban_AsAFractionOf_Count_Person_Urban,6.44462,Percent,100,,
country/NGA,2023-03,dcid:Count_Person_Unemployed_Urban_AsAFractionOf_Count_Person_Urban,5.41635,Percent,100,,
country/NGA,2023-06,dcid:Count_Person_Unemployed_Urban_AsAFractionOf_Count_Person_Urban,5.87191,Percent,100,,
country/NGA,2023-09,dcid:Count_Person_Unemployed_Urban_AsAFractionOf_Count_Person_Urban,5.96656,Percent,100,,
country/NGA,2022-12,dcid:Count_Person_Unemployed_Rural_AsAFractionOf_Count_Person_Rural,4.20523,Percent,100,,
country/NGA,2023-03,dcid:Count_Person_Unemployed_Rural_AsAFractionOf_Count_Person_Rural,2.99403,Percent,100,,
country/NGA,2023-06,dcid:Count_Person_Unemployed_Rural_AsAFractionOf_Count_Person_Rural,2.52836,Percent,100,,
country/NGA,2023-09,dcid:Count_Person_Unemployed_Rural_AsAFractionOf_Count_Person_Rural,4.02323,Percent,100,,
country/NGA,2022-12,dcid:Count_Person_EducationalAttainmentNoEducation_Unemployed_AsAFractionOf_Count_Person_EducationalAttainmentNoEducation,3.72663,Percent,100,,
country/NGA,2023-03,dcid:Count_Person_EducationalAttainmentNoEducation_Unemployed_AsAFractionOf_Count_Person_EducationalAttainmentNoEducation,2.27912,Percent,100,,
country/NGA,2023-06,dcid:Count_Person_EducationalAttainmentNoEducation_Unemployed_AsAFractionOf_Count_Person_EducationalAttainmentNoEducation,2.52678,Percent,100,,
country/NGA,2023-09,dcid:Count_Person_EducationalAttainmentNoEducation_Unemployed_AsAFractionOf_Count_Person_EducationalAttainmentNoEducation,2.71687,Percent,100,,
country/NGA,2022-12,dcid:Count_Person_EducationalAttainmentPrimaryEducation_Unemployed_AsAFractionOf_Count_Person_EducationalAttainmentPrimaryEducation,3.8751,Percent,100,,
country/NGA,2023-03,dcid:Count_Person_EducationalAttainmentPrimaryEducation_Unemployed_AsAFractionOf_Count_Person_EducationalAttainmentPrimaryEducation,3.51763,Percent,100,,
country/NGA,2023-06,dcid:Count_Person_EducationalAttainmentPrimaryEducation_Unemployed_AsAFractionOf_Count_Person_EducationalAttainmentPrimaryEducation,3.01731,Percent,100,,
country/NGA,2023-09,dcid:Count_Person_EducationalAttainmentPrimaryEducation_Unemployed_AsAFractionOf_Count_Person_EducationalAttainmentPrimaryEducation,4.79635,Percent,100,,
country/NGA,2022-12,dcid:Count_Person_EducationalAttainmentLowerSecondaryEducation_Unemployed_AsAFractionOf_Count_Person_EducationalAttainmentLowerSecondaryEducation,4.6732,Percent,100,,
country/NGA,2023-03,dcid:Count_Person_EducationalAttainmentLowerSecondaryEducation_Unemployed_AsAFractionOf_Count_Person_EducationalAttainmentLowerSecondaryEducation,3.85324,Percent,100,,
country/NGA,2023-06,dcid:Count_Person_EducationalAttainmentLowerSecondaryEducation_Unemployed_AsAFractionOf_Count_Person_EducationalAttainmentLowerSecondaryEducation,3.65188,Percent,100,,
country/NGA,2023-09,dcid:Count_Person_EducationalAttainmentLowerSecondaryEducation_Unemployed_AsAFractionOf_Count_Person_EducationalAttainmentLowerSecondaryEducation,5.47224,Percent,100,,
country/NGA,2022-12,dcid:Count_Person_EducationalAttainmentUpperSecondary_Unemployed_AsAFractionOf_Count_Person_EducationalAttainmentUpperSecondary,6.086,Percent,100,,
country/NGA,2023-03,dcid:Count_Person_EducationalAttainmentUpperSecondary_Unemployed_AsAFractionOf_Count_Person_EducationalAttainmentUpperSecondary,4.71858,Percent,100,,
country/NGA,2023-06,dcid:Count_Person_EducationalAttainmentUpperSecondary_Unemployed_AsAFractionOf_Count_Person_EducationalAttainmentUpperSecondary,5.41401,Percent,100,,
country/NGA,2023-09,dcid:Count_Person_EducationalAttainmentUpperSecondary_Unemployed_AsAFractionOf_Count_Person_EducationalAttainmentUpperSecondary,6.29542,Percent,100,,
country/NGA,2022-12,dcid:Count_Person_EducationalAttainmentUpperSecondaryEducation_Unemployed_AsAFractionOf_Count_Person_EducationalAttainmentUpperSecondaryEducation,6.14493,Percent,100,,
country/NGA,2023-03,dcid:Count_Person_EducationalAttainmentUpperSecondaryEducation_Unemployed_AsAFractionOf_Count_Person_EducationalAttainmentUpperSecondaryEducation,4.47781,Percent,100,,
country/NGA,2023-06,dcid:Count_Person_EducationalAttainmentUpperSecondaryEducation_Unemployed_AsAFractionOf_Count_Person_EducationalAttainmentUpperSecondaryEducation,8.0468,Percent,100,,
country/NGA,2023-09,dcid:Count_Person_EducationalAttainmentUpperSecondaryEducation_Unemployed_AsAFractionOf_Count_Person_EducationalAttainmentUpperSecondaryEducation,7.75255,Percent,100,,
country/NGA,2022-12,dcid:Count_Person_15To24Years_Unemployed_AsAFractionOf_Count_Person_15To24Years,8.57645,Percent,100,,
country/NGA,2023-03,dcid:Count_Person_15To24Years_Unemployed_AsAFractionOf_Count_Person_15To24Years,6.94672,Percent,100,,
country/NGA,2023-06,dcid:Count_Person_15To24Years_Unemployed_AsAFractionOf_Count_Person_15To24Years,7.18616,Percent,100,,
country/NGA,2023-09,dcid:Count_Person_15To24Years_Unemployed_AsAFractionOf_Count_Person_15To24Years,8.63093,Percent,100,,
country/NGA,2022-12,dcid:Count_Person_25To34Years_Unemployed_AsAFractionOf_Count_Person_25To34Years,7.14398,Percent,100,,
country/NGA,2023-03,dcid:Count_Person_25To34Years_Unemployed_AsAFractionOf_Count_Person_25To34Years,5.14684,Percent,100,,
country/NGA,2023-06,dcid:Count_Person_25To34Years_Unemployed_AsAFractionOf_Count_Person_25To34Years,4.71958,Percent,100,,
country/NGA,2023-09,dcid:Count_Person_25To34Years_Unemployed_AsAFractionOf_Count_Person_25To34Years,6.61237,Percent,100,,
country/NGA,2022-12,dcid:Count_Person_35To44Years_Unemployed_AsAFractionOf_Count_Person_35To44Years,3.79171,Percent,100,,
country/NGA,2023-03,dcid:Count_Person_35To44Years_Unemployed_AsAFractionOf_Count_Person_35To44Years,2.40653,Percent,100,,
country/NGA,2023-06,dcid:Count_Person_35To44Years_Unemployed_AsAFractionOf_Count_Person_35To44Years,2.88573,Percent,100,,
country/NGA,2023-09,dcid:Count_Person_35To44Years_Unemployed_AsAFractionOf_Count_Person_35To44Years,2.63377,Percent,100,,
country/NGA,2022-12,dcid:Count_Person_45To55Years_Unemployed_AsAFractionOf_Count_Person_45To55Years,2.57842,Percent,100,,
country/NGA,2023-03,dcid:Count_Person_45To55Years_Unemployed_AsAFractionOf_Count_Person_45To55Years,1.64659,Percent,100,,
country/NGA,2023-06,dcid:Count_Person_45To55Years_Unemployed_AsAFractionOf_Count_Person_45To55Years,1.85373,Percent,100,,
country/NGA,2023-09,dcid:Count_Person_45To55Years_Unemployed_AsAFractionOf_Count_Person_45To55Years,2.27625,Percent,100,,
country/NGA,2022-12,dcid:Count_Person_55To64Years_Unemployed_AsAFractionOf_Count_Person_55To64Years,1.57301,Percent,100,,
country/NGA,2023-03,dcid:Count_Person_55To64Years_Unemployed_AsAFractionOf_Count_Person_55To64Years,1.92918,Percent,100,,
country/NGA,2023-06,dcid:Count_Person_55To64Years_Unemployed_AsAFractionOf_Count_Person_55To64Years,1.89931,Percent,100,,
country/NGA,2023-09,dcid:Count_Person_55To64Years_Unemployed_AsAFractionOf_Count_Person_55To64Years,1.72063,Percent,100,,
country/NGA,2022-12,dcid:Count_Person_65OrMoreYears_Unemployed_AsAFractionOf_Count_Person_65OrMoreYears,1.72982,Percent,100,,
country/NGA,2023-03,dcid:Count_Person_65OrMoreYears_Unemployed_AsAFractionOf_Count_Person_65OrMoreYears,3.27064,Percent,100,,
country/NGA,2023-06,dcid:Count_Person_65OrMoreYears_Unemployed_AsAFractionOf_Count_Person_65OrMoreYears,2.30408,Percent,100,,
country/NGA,2023-09,dcid:Count_Person_65OrMoreYears_Unemployed_AsAFractionOf_Count_Person_65OrMoreYears,1.91866,Percent,100,,
country/NGA,2022-12,dcid:Count_Person_Employed_Urban_AgriculturalLabourers_AsAFractionOf_Count_Person_Urban_AgriculturalLabourers,14.89871,Percent,100,,
country/NGA,2023-03,dcid:Count_Person_Employed_Urban_AgriculturalLabourers_AsAFractionOf_Count_Person_Urban_AgriculturalLabourers,16.77677,Percent,100,,
country/NGA,2023-06,dcid:Count_Person_Employed_Urban_AgriculturalLabourers_AsAFractionOf_Count_Person_Urban_AgriculturalLabourers,18.58986,Percent,100,,
country/NGA,2023-09,dcid:Count_Person_Employed_Urban_AgriculturalLabourers_AsAFractionOf_Count_Person_Urban_AgriculturalLabourers,17.47222,Percent,100,,
country/NGA,2022-12,dcid:Count_Person_Employed_Rural_AgriculturalLabourers_AsAFractionOf_Count_Person_Rural_AgriculturalLabourers,49.75166,Percent,100,,
country/NGA,2023-03,dcid:Count_Person_Employed_Rural_AgriculturalLabourers_AsAFractionOf_Count_Person_Rural_AgriculturalLabourers,45.57696,Percent,100,,
country/NGA,2023-06,dcid:Count_Person_Employed_Rural_AgriculturalLabourers_AsAFractionOf_Count_Person_Rural_AgriculturalLabourers,51.15681,Percent,100,,
country/NGA,2023-09,dcid:Count_Person_Employed_Rural_AgriculturalLabourers_AsAFractionOf_Count_Person_Rural_AgriculturalLabourers,50.03984,Percent,100,,
country/NGA,2022-12,dcid:Count_Person_EducationalAttainmentNoEducation_Employed_AgriculturalLabourers_AsAFractionOf_Count_Person_EducationalAttainmentNoEducation_AgriculturalLabourers,53.56439,Percent,100,,
country/NGA,2023-03,dcid:Count_Person_EducationalAttainmentNoEducation_Employed_AgriculturalLabourers_AsAFractionOf_Count_Person_EducationalAttainmentNoEducation_AgriculturalLabourers,54.59975,Percent,100,,
country/NGA,2023-06,dcid:Count_Person_EducationalAttainmentNoEducation_Employed_AgriculturalLabourers_AsAFractionOf_Count_Person_EducationalAttainmentNoEducation_AgriculturalLabourers,45.7503,Percent,100,,
country/NGA,2023-09,dcid:Count_Person_EducationalAttainmentNoEducation_Employed_AgriculturalLabourers_AsAFractionOf_Count_Person_EducationalAttainmentNoEducation_AgriculturalLabourers,44.792,Percent,100,,
country/NGA,2022-12,dcid:Count_Person_EducationalAttainmentPrimaryEducation_Employed_AgriculturalLabourers_AsAFractionOf_Count_Person_EducationalAttainmentPrimaryEducation_AgriculturalLabourers,36.12176,Percent,100,,
country/NGA,2023-03,dcid:Count_Person_EducationalAttainmentPrimaryEducation_Employed_AgriculturalLabourers_AsAFractionOf_Count_Person_EducationalAttainmentPrimaryEducation_AgriculturalLabourers,39.6594,Percent,100,,
country/NGA,2023-06,dcid:Count_Person_EducationalAttainmentPrimaryEducation_Employed_AgriculturalLabourers_AsAFractionOf_Count_Person_EducationalAttainmentPrimaryEducation_AgriculturalLabourers,41.54359,Percent,100,,
country/NGA,2023-09,dcid:Count_Person_EducationalAttainmentPrimaryEducation_Employed_AgriculturalLabourers_AsAFractionOf_Count_Person_EducationalAttainmentPrimaryEducation_AgriculturalLabourers,40.36943,Percent,100,,
country/NGA,2022-12,dcid:Count_Person_EducationalAttainmentLowerSecondaryEducation_Employed_AgriculturalLabourers_AsAFractionOf_Count_Person_EducationalAttainmentLowerSecondaryEducation_AgriculturalLabourers,32.01388,Percent,100,,
country/NGA,2023-03,dcid:Count_Person_EducationalAttainmentLowerSecondaryEducation_Employed_AgriculturalLabourers_AsAFractionOf_Count_Person_EducationalAttainmentLowerSecondaryEducation_AgriculturalLabourers,36.31103,Percent,100,,
country/NGA,2023-06,dcid:Count_Person_EducationalAttainmentLowerSecondaryEducation_Employed_AgriculturalLabourers_AsAFractionOf_Count_Person_EducationalAttainmentLowerSecondaryEducation_AgriculturalLabourers,40.07354,Percent,100,,
country/NGA,2023-09,dcid:Count_Person_EducationalAttainmentLowerSecondaryEducation_Employed_AgriculturalLabourers_AsAFractionOf_Count_Person_EducationalAttainmentLowerSecondaryEducation_AgriculturalLabourers,37.52472,Percent,100,,
