key,p1,v1,p2,v2,p3,v3,p4,v4,p5,v5,p6,v6,p7,v7,p8,v8,p9,v9,p10,v10,p11,v11
"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",name,"""{Name1} Employed in the private sector  excluding domestic workers - without a signed employment contract""",alternateName,"""{AlternateName1} Empregado no setor privado  exclusive trabalhador doméstico - sem carteira de trabalho assinada@pt""",value,{Number},,,economicSector,PrivateSectorNoFormalContract,workerClassification,NonDomesticWorker,,,observationDate,{YEAR}-{MONTH},,,,,,
Trabalhador doméstico,name,"""{Name1} Domestic worker""",alternateName,"""{AlternateName1} Trabalhador doméstico@pt""",value,{Number},,,economicSector,DomesticWorker,,,,,observationDate,{YEAR}-{MONTH},,,,,,
Trabalhador doméstico - com carteira de trabalho assinada,name,"""{Name1} Domestic worker - with signed work card""",alternateName,"""{AlternateName1} Trabalhador doméstico - com carteira de trabalho assinada@pt""",value,{Number},,,economicSector,DomesticWorkerWithSignedWorkCard,,,,,observationDate,{YEAR}-{MONTH},,,,,,
Trabalhador doméstico - sem carteira de trabalho assinada,name,"""{Name1} Domestic worker - without a signed work card""",alternateName,"""{AlternateName1} Trabalhador doméstico - sem carteira de trabalho assinada@pt""",value,{Number},,,economicSector,DomesticWorkerWithoutSignedWorkCard,,,,,observationDate,{YEAR}-{MONTH},,,,,,
Empregado no setor público,name,"""{Name1} Employed in the public sector""",alternateName,"""{AlternateName1} Empregado no setor público@pt""",value,{Number},,,economicSector,PublicSector,,,,,observationDate,{YEAR}-{MONTH},,,,,,
"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",name,"""{Name1} Employee in the public sector  excluding military personnel and statutory civil servants - with a signed employment contract""",alternateName,"""{AlternateName1} Empregado no setor público  exclusive militar e funcionário público estatutário - com carteira de trabalho assinada@pt""",value,{Number},,,economicSector,PublicSectorFormalContract,armedForcesStatus,Civilian,,,observationDate,{YEAR}-{MONTH},,,,,,
"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",name,"""{Name1} Employee in the public sector  excluding military personnel and statutory civil servants - without a signed employment contract""",alternateName,"""{AlternateName1} Empregado no setor público  exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada@pt""",value,{Number},,,economicSector,PublicSectorNoFormalContract,armedForcesStatus,Civilian,,,observationDate,{YEAR}-{MONTH},,,,,,
Empregado no setor público - militar e funcionário público estatutário,name,"""{Name1} Public sector employee - military and statutory civil servant""",alternateName,"""{AlternateName1} Empregado no setor público - militar e funcionário público estatutário@pt""",value,{Number},,,economicSector,PublicSector,armedForcesStatus,InArmedForces,,,observationDate,{YEAR}-{MONTH},,,,,,
Empregador,name,"""{Name1} Employer""",alternateName,"""{AlternateName1} Empregador@pt""",value,{Number},,,economicSector,Employer,,,,,observationDate,{YEAR}-{MONTH},,,,,,
Empregador com CNPJ,name,"""{Name1} Employer with CNPJ""",alternateName,"""{AlternateName1} Empregador com CNPJ@pt""",value,{Number},,,economicSector,Employer,registrationStatus,BRA_CNPJ_Registered,,,observationDate,{YEAR}-{MONTH},,,,,,
Empregador sem CNPJ,name,"""{Name1} Employer without CNPJ""",alternateName,"""{AlternateName1} Empregador sem CNPJ@pt""",value,{Number},,,economicSector,Employer,registrationStatus,BRA_CNPJ_NotRegistered,,,observationDate,{YEAR}-{MONTH},,,,,,
Conta própria,name,"""{Name1} Own account""",alternateName,"""{AlternateName1} Conta própria@pt""",value,{Number},,,economicSector,SelfEmployed,,,,,observationDate,{YEAR}-{MONTH},,,,,,
Conta própria com CNPJ,name,"""{Name1} Own account with CNPJ""",alternateName,"""{AlternateName1} Conta própria com CNPJ@pt""",value,{Number},,,economicSector,SelfEmployed,registrationStatus,BRA_CNPJ_Registered,,,observationDate,{YEAR}-{MONTH},,,,,,
Conta própria sem CNPJ,name,"""{Name1} Self-employed without CNPJ""",alternateName,"""{AlternateName1} Conta própria sem CNPJ@pt""",value,{Number},,,economicSector,SelfEmployed,registrationStatus,BRA_CNPJ_NotRegistered,,,observationDate,{YEAR}-{MONTH},,,,,,
Trabalhador familiar auxiliar,name,"""{Name1} Auxiliary family worker""",alternateName,"""{AlternateName1} Trabalhador familiar auxiliar@pt""",value,{Number},,,economicSector,AuxiliaryFamilyWorker,,,,,observationDate,{YEAR}-{MONTH},,,,,,
2012,YEAR,2012,,,,,,,,,,,,,,,,,,,,
2013,YEAR,2013,,,,,,,,,,,,,,,,,,,,
2014,YEAR,2014,,,,,,,,,,,,,,,,,,,,
2015,YEAR,2015,,,,,,,,,,,,,,,,,,,,
2016,YEAR,2016,,,,,,,,,,,,,,,,,,,,
2017,YEAR,2017,,,,,,,,,,,,,,,,,,,,
2018,YEAR,2018,,,,,,,,,,,,,,,,,,,,
2019,YEAR,2019,,,,,,,,,,,,,,,,,,,,
2020,YEAR,2020,,,,,,,,,,,,,,,,,,,,
2021,YEAR,2021,,,,,,,,,,,,,,,,,,,,
2022,YEAR,2022,,,,,,,,,,,,,,,,,,,,
2023,YEAR,2023,,,,,,,,,,,,,,,,,,,,
2024,YEAR,2024,,,,,,,,,,,,,,,,,,,,
1º trimestre,MONTH,03,,,,,,,,,,,,,,,,,,,,
2º trimestre,MONTH,06,,,,,,,,,,,,,,,,,,,,
3º trimestre,MONTH,09,,,,,,,,,,,,,,,,,,,,
4º trimestre,MONTH,12,,,,,,,,,,,,,,,,,,,,
