key,p1,v1,p2,v2,p3,v3,p4,v4,p5,v5,p6,v6,p7,v7,p8,v8,p9,v9,p10,v10,p11,v11
Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial,populationType,Person,measuredProperty,count,Name1,People aged 14 or over who are unemployed or underemployed due to insufficient hours worked or in the potential workforce,AlternateName1,Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial@pt,,,,,employmentStatus,Unemployed__Underemployed__InLaborForce,,,,,#Multiply,1000,laborCondition,WorkedInsufficientHour
Coeficiente de variação - Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial,populationType,Person,measuredProperty,count,Name1,Coefficient of variation - People aged 14 or over who are unemployed or underemployed due to insufficient hours worked or in the potential workforce,AlternateName1,Coeficiente de variação - Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial@pt,unit,Percent,scalingFactor,100,employmentStatus,Unemployed__Underemployed__InLaborForce,,,statType,coefficientOfVariationValue,,,laborCondition,WorkedInsufficientHour
Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial,populationType,Person,measuredProperty,count,Name1,Percentage distribution of people aged 14 or over who are unemployed or underemployed due to insufficient hours worked or in the potential workforce,AlternateName1,Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial@pt,unit,Percent,scalingFactor,100,employmentStatus,Unemployed__Underemployed__InLaborForce,measurementDenominator,"-gender,-name,-alternateName",,,,,laborCondition,WorkedInsufficientHour
Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial,populationType,Person,measuredProperty,count,Name1,Coefficient of variation - Percentage distribution of people aged 14 or over who are unemployed or underemployed due to insufficient hours worked or in the potential workforce,AlternateName1,Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial@pt,unit,Percent,scalingFactor,100,employmentStatus,Unemployed__Underemployed__InLaborForce,measurementDenominator,"-gender,-statType,-name,-alternateName",statType,coefficientOfVariationValue,,,laborCondition,WorkedInsufficientHour
Pessoas de 14 anos ou mais de idade na força de trabalho ampliada,populationType,Person,measuredProperty,count,Name1,Persons 14 years and older in the expanded workforce,AlternateName1,Pessoas de 14 anos ou mais de idade na força de trabalho ampliada@pt,,,,,employmentStatus,ExpandedLaborForce,,,,,#Multiply,1000,,
Coeficiente de variação - Pessoas de 14 anos ou mais de idade na força de trabalho ampliada,populationType,Person,measuredProperty,count,Name1,Coefficient of variation - Persons aged 14 and over in the expanded labor force,AlternateName1,Coeficiente de variação - Pessoas de 14 anos ou mais de idade na força de trabalho ampliada@pt,unit,Percent,scalingFactor,100,employmentStatus,ExpandedLaborForce,,,statType,coefficientOfVariationValue,,,,
Distribuição percentual das pessoas de 14 anos ou mais de idade na força de trabalho ampliada,populationType,Person,measuredProperty,count,Name1,Percentage distribution of persons aged 14 and over in the expanded labor force,AlternateName1,Distribuição percentual das pessoas de 14 anos ou mais de idade na força de trabalho ampliada@pt,unit,Percent,scalingFactor,100,employmentStatus,ExpandedLaborForce,measurementDenominator,"-gender,-name,-alternateName",,,,,,
Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade na força de trabalho ampliada,populationType,Person,measuredProperty,count,Name1,Coefficient of variation - Percentage distribution of people aged 14 and over in the expanded workforce,AlternateName1,Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade na força de trabalho ampliada@pt,unit,Percent,scalingFactor,100,employmentStatus,ExpandedLaborForce,measurementDenominator,"-gender,-statType,-name,-alternateName",statType,coefficientOfVariationValue,,,,
Total,,,value,{Number},#ignore,"ignore, mapped in 4093",,,,,,,,,,,,,,,,
Homens,,,value,{Number},name,"""{Name1} Men""",alternateName,"""{AlternateName1} Men@pt""",gender,Male,observationDate,{YEAR}-{MONTH},,,,,,,,,,
Mulheres,,,value,{Number},name,"""{Name1} Women""",alternateName,"""{AlternateName1} Women@pt""",gender,Female,observationDate,{YEAR}-{MONTH},,,,,,,,,,
2012,YEAR,2012,,,,,,,,,,,,,,,,,,,,
2013,YEAR,2013,,,,,,,,,,,,,,,,,,,,
2014,YEAR,2014,,,,,,,,,,,,,,,,,,,,
2015,YEAR,2015,,,,,,,,,,,,,,,,,,,,
2016,YEAR,2016,,,,,,,,,,,,,,,,,,,,
2017,YEAR,2017,,,,,,,,,,,,,,,,,,,,
2018,YEAR,2018,,,,,,,,,,,,,,,,,,,,
2019,YEAR,2019,,,,,,,,,,,,,,,,,,,,
2020,YEAR,2020,,,,,,,,,,,,,,,,,,,,
2021,YEAR,2021,,,,,,,,,,,,,,,,,,,,
2022,YEAR,2022,,,,,,,,,,,,,,,,,,,,
2023,YEAR,2023,,,,,,,,,,,,,,,,,,,,
2024,YEAR,2024,,,,,,,,,,,,,,,,,,,,
1º trimestre,MONTH,03,,,,,,,,,,,,,,,,,,,,
2º trimestre,MONTH,06,,,,,,,,,,,,,,,,,,,,
3º trimestre,MONTH,09,,,,,,,,,,,,,,,,,,,,
4º trimestre,MONTH,12,,,,,,,,,,,,,,,,,,,,
