key,p1,v1,p2,v2,p3,v3,p4,v4,p5,v5,p6,v6,p7,v7,p8,v8,p9,v9,p10,v10,p11,v11
"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",populationType,Person,measuredProperty,count,Name1,Coefficient of variation - Percent enrollmentLevel educationalAttainment distribution of people enrollmentLevel-educationalAttainment 14 or over unemployed in the reference week,AlternateName1,Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas na semana de referência,unit,Percent,scalingFactor,100,measurementDenominator,"-enrollmentLevel,-educationalAttainment,-statType,-name,-alternateName",statType,coefficientOfVariationValue,employmentStatus,Unemployed,,,,
"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",populationType,Person,measuredProperty,count,Name1,Persons enrollmentLevel-educationalAttainment 14 years or older outside the labor force in the reference week,AlternateName1,Pessoas de 14 anos ou mais de idade fora da força de trabalho na semana de referência,,,,,,,,,employmentStatus,NotInLaborForce,,,#Multiply,1000
"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",populationType,Person,measuredProperty,count,Name1,Coefficient of variation - Persons enrollmentLevel-educationalAttainment 14 or over outside the labor force in the reference week,AlternateName1,Coeficiente de variação - Pessoas de 14 anos ou mais de idade fora da força de trabalho na semana de referência,unit,Percent,scalingFactor,100,,,statType,coefficientOfVariationValue,employmentStatus,NotInLaborForce,,,,
"Distribuição percentual das pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",populationType,Person,measuredProperty,count,Name1,Percent enrollmentLevel educationalAttainment distribution of people enrollmentLevel-educationalAttainment 14 and over outside the labor force in the reference week,AlternateName1,Distribuição percentual das pessoas de 14 anos ou mais de idade fora da força de trabalho na semana de referência,unit,Percent,scalingFactor,100,measurementDenominator,"-enrollmentLevel,-educationalAttainment,-name,-alternateName",,,employmentStatus,NotInLaborForce,,,,
"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",populationType,Person,measuredProperty,count,Name1,Coefficient of variation - Percent enrollmentLevel educationalAttainment distribution of people enrollmentLevel-educationalAttainment 14 or over outside the labor force in the reference week,AlternateName1,Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade fora da força de trabalho na semana de referência,unit,Percent,scalingFactor,100,measurementDenominator,"-enrollmentLevel,-educationalAttainment,-statType,-name,-alternateName",statType,coefficientOfVariationValue,employmentStatus,NotInLaborForce,,,,
"Taxa de participação na força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",populationType,Person,measuredProperty,count,Name1,Labor force participation rate in the reference week of persons enrollmentLevel-educationalAttainment 14 and over,AlternateName1,Taxa de participação na força de trabalho na semana de referência das pessoas de 14 anos ou mais de idade,unit,Percent,scalingFactor,100,measurementDenominator,"-employmentStatus,-enrollmentLevel,-educationalAttainment,-name,-alternateName",,,employmentStatus,InLaborForce,,,,
"Coeficiente de variação - Taxa de participação na força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",populationType,Person,measuredProperty,count,Name1,Coefficient of variation - Labor force participation rate in the reference week of people enrollmentLevel-educationalAttainment 14 or over,AlternateName1,Coeficiente de variação - Taxa de participação na força de trabalho na semana de referência das pessoas de 14 anos ou mais de idade,unit,Percent,scalingFactor,100,measurementDenominator,"-employmentStatus,-enrollmentLevel,-educationalAttainment,-statType,-name,-alternateName",statType,coefficientOfVariationValue,employmentStatus,InLaborForce,,,,
"Nível da ocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",#ignore,ignore row,,,,,,,,,,,,,,,,,,,,
"Coeficiente de variação - Nível da ocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",#ignore,ignore row,,,,,,,,,,,,,,,,,,,,
"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",#ignore,ignore row,,,,,,,,,,,,,,,,,,,,
"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",#ignore,ignore row,,,,,,,,,,,,,,,,,,,,
"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",populationType,Person,measuredProperty,count,Name1,Unemployment rate in the reference week of people enrollmentLevel-educationalAttainment 14 or over,AlternateName1,Taxa de desocupação na semana de referência das pessoas de 14 anos ou mais de idade,unit,Percent,scalingFactor,100,measurementDenominator,"-employmentStatus,-enrollmentLevel,-educationalAttainment,-name,-alternateName",,,employmentStatus,Unemployed,,,,
"Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",populationType,Person,measuredProperty,count,Name1,Coefficient of variation - Unemployment rate in the reference week of people enrollmentLevel-educationalAttainment 14 or over,AlternateName1,Coeficiente de variação - Taxa de desocupação na semana de referência das pessoas de 14 anos ou mais de idade,unit,Percent,scalingFactor,100,measurementDenominator,"-employmentStatus,-enrollmentLevel,-educationalAttainment,-statType,-name,-alternateName",statType,coefficientOfVariationValue,employmentStatus,Unemployed,,,,
Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,populationType,Person,measuredProperty,count,Name1,Informality rate of people enrollmentLevel-educationalAttainment 14 or over employed in the reference week,AlternateName1,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,unit,Percent,scalingFactor,100,measurementDenominator,"-employmentType,-employmentStatus,-enrollmentLevel,-educationalAttainment,-name,-alternateName",,,employmentStatus,Employed,employmentType,InformalEmployment,,
Coeficiente de variação - Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,populationType,Person,measuredProperty,count,Name1,Coefficient of variation - Informality rate of people enrollmentLevel-educationalAttainment 14 or over employed in the reference week,AlternateName1,Coeficiente de variação - Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,unit,Percent,scalingFactor,100,measurementDenominator,"-employmentType,-employmentStatus,-enrollmentLevel,-educationalAttainment,-statType,-name,-alternateName",statType,coefficientOfVariationValue,employmentStatus,Employed,employmentType,InformalEmployment,,
"Pessoas de 14 anos ou mais de idade ocupadas, em situação de informalidade, na semana de referência",populationType,Person,measuredProperty,count,Name1,People enrollmentLevel-educationalAttainment 14 or over employed in an informal situation in the reference week,AlternateName1,Pessoas de 14 anos ou mais de idade ocupadas em situação de informalidade na semana de referência,,,,,,,,,employmentStatus,Employed,employmentType,InformalEmployment,#Multiply,1000
"Coeficiente de variação - Pessoas de 14 anos ou mais de idade ocupadas, em situação de informalidade, na semana de referência",populationType,Person,measuredProperty,count,Name1,Coefficient of variation - People enrollmentLevel-educationalAttainment 14 or over employed in an informal situation in the reference week,AlternateName1,Coeficiente de variação - Pessoas de 14 anos ou mais de idade ocupadas em situação de informalidade na semana de referência,unit,Percent,scalingFactor,100,,,statType,coefficientOfVariationValue,employmentStatus,Employed,employmentType,InformalEmployment,,
"Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas, em situação de informalidade, na semana de referência",populationType,Person,measuredProperty,count,Name1,Percent enrollmentLevel educationalAttainment distribution of people enrollmentLevel-educationalAttainment 14 or over employed in informal employment in the reference week,AlternateName1,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas em situação de informalidade na semana de referência,unit,Percent,scalingFactor,100,measurementDenominator,"-enrollmentLevel,-educationalAttainment,-name,-alternateName",,,employmentStatus,Employed,employmentType,InformalEmployment,,
"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas, em situação de informalidade, na semana de referência",populationType,Person,measuredProperty,count,Name1,Coefficient of variation - Percent enrollmentLevel educationalAttainment distribution of people enrollmentLevel-educationalAttainment 14 or over employed in an informal situation in the reference week,AlternateName1,Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas em situação de informalidade na semana de referência,unit,Percent,scalingFactor,100,measurementDenominator,"-enrollmentLevel,-educationalAttainment,-statType,-name,-alternateName",statType,coefficientOfVariationValue,employmentStatus,Employed,employmentType,InformalEmployment,,
Total,,,value,{Number},#ignore,"ignore, mapped in 4093",,,,,,,,,,,,,,,,
Sem instrução e menos de 1 ano de estudo,,,value,{Number},name,"""{Name1} No education and less than 1 year of study""",alternateName,"""{AlternateName1} Sem instrução e menos de 1 ano de estudo@pt""",,,educationalAttainment,NoEducation,observationDate,{YEAR}-{MONTH},,,,,,,,
Ensino fundamental incompleto ou equivalente,,,value,{Number},name,"""{Name1} Incomplete elementary education or equivalent""",alternateName,"""{AlternateName1} Ensino fundamental incompleto ou equivalente@pt""",enrollmentLevel,PrimaryEducation,,,observationDate,{YEAR}-{MONTH},,,,,,,,
Ensino fundamental completo ou equivalente,,,value,{Number},name,"""{Name1} Completed primary education or equivalent""",alternateName,"""{AlternateName1} Ensino fundamental completo ou equivalente@pt""",,,educationalAttainment,PrimaryEducation,observationDate,{YEAR}-{MONTH},,,,,,,,
Ensino médio incompleto ou equivalente,,,value,{Number},name,"""{Name1} Incomplete secondary education or equivalent""",alternateName,"""{AlternateName1} Ensino médio incompleto ou equivalente@pt""",enrollmentLevel,HigherSecondaryEducation,,,observationDate,{YEAR}-{MONTH},,,,,,,,
Ensino médio completo ou equivalente,,,value,{Number},name,"""{Name1} Completed high school or equivalent""",alternateName,"""{AlternateName1} Ensino médio completo ou equivalente@pt""",,,educationalAttainment,HigherSecondaryEducation,observationDate,{YEAR}-{MONTH},,,,,,,,
Ensino superior incompleto ou equivalente,,,value,{Number},name,"""{Name1} Incomplete higher education or equivalent""",alternateName,"""{AlternateName1} Ensino superior incompleto ou equivalente@pt""",enrollmentLevel,GraduateOrHigher,,,observationDate,{YEAR}-{MONTH},,,,,,,,
Ensino superior completo ou equivalente,,,value,{Number},name,"""{Name1} Completed higher education or equivalent""",alternateName,"""{AlternateName1} Ensino superior completo ou equivalente@pt""",,,educationalAttainment,GraduateOrHigher,observationDate,{YEAR}-{MONTH},,,,,,,,
Não determinado,,,value,{Number},name,"""{Name1} Not determined""",alternateName,"""{AlternateName1} Não determinado@pt""",,,educationalAttainment,BRA_NotDetermined,observationDate,{YEAR}-{MONTH},,,,,,,,
2012,YEAR,2012,,,,,,,,,,,,,,,,,,,,
2013,YEAR,2013,,,,,,,,,,,,,,,,,,,,
2014,YEAR,2014,,,,,,,,,,,,,,,,,,,,
2015,YEAR,2015,,,,,,,,,,,,,,,,,,,,
2016,YEAR,2016,,,,,,,,,,,,,,,,,,,,
2017,YEAR,2017,,,,,,,,,,,,,,,,,,,,
2018,YEAR,2018,,,,,,,,,,,,,,,,,,,,
2019,YEAR,2019,,,,,,,,,,,,,,,,,,,,
2020,YEAR,2020,,,,,,,,,,,,,,,,,,,,
2021,YEAR,2021,,,,,,,,,,,,,,,,,,,,
2022,YEAR,2022,,,,,,,,,,,,,,,,,,,,
2023,YEAR,2023,,,,,,,,,,,,,,,,,,,,
2024,YEAR,2024,,,,,,,,,,,,,,,,,,,,
1º trimestre,MONTH,03,,,,,,,,,,,,,,,,,,,,
2º trimestre,MONTH,06,,,,,,,,,,,,,,,,,,,,
3º trimestre,MONTH,09,,,,,,,,,,,,,,,,,,,,
4º trimestre,MONTH,12,,,,,,,,,,,,,,,,,,,,
