observationDate,observationAbout,value,variableMeasured
2020,country/USA,342713,dcid:Count_Student_AllStudents_InstitutionControlPrivateNonProfit_FourYearInstitution_Received
2020,country/USA,67.8,dcid:Percent_Student_AllStudents_InstitutionControlPrivateNonProfit_FourYearInstitution_Graduation
2020,country/USA,49042,dcid:Count_Student_AllStudents_InstitutionControlPrivateForProfit_FourYearInstitution_Adjusted
2020,country/USA,21754,dcid:Count_Student_AllStudents_InstitutionControlPrivateForProfit_FourYearInstitution_Received
2020,country/USA,44.4,dcid:Percent_Student_AllStudents_InstitutionControlPrivateForProfit_FourYearInstitution_Graduation
2020,country/USA,654880,dcid:Count_Student_PellGrant_InstitutionAll_FourYearInstitution_Adjusted
2020,country/USA,320622,dcid:Count_Student_PellGrant_InstitutionAll_FourYearInstitution_Received
2020,country/USA,49,dcid:Percent_Student_PellGrant_InstitutionAll_FourYearInstitution_Graduation
2020,country/USA,465106,dcid:Count_Student_PellGrant_InstitutionControlPublic_FourYearInstitution_Adjusted
2020,country/USA,221604,dcid:Count_Student_PellGrant_InstitutionControlPublic_FourYearInstitution_Received
2020,country/USA,47.6,dcid:Percent_Student_PellGrant_InstitutionControlPublic_FourYearInstitution_Graduation
2020,country/USA,158397,dcid:Count_Student_PellGrant_InstitutionControlPrivateNonProfit_FourYearInstitution_Adjusted
2020,country/USA,85815,dcid:Count_Student_PellGrant_InstitutionControlPrivateNonProfit_FourYearInstitution_Received
2020,country/USA,54.2,dcid:Percent_Student_PellGrant_InstitutionControlPrivateNonProfit_FourYearInstitution_Graduation
2020,country/USA,31377,dcid:Count_Student_PellGrant_InstitutionControlPrivateForProfit_FourYearInstitution_Adjusted
2020,country/USA,13203,dcid:Count_Student_PellGrant_InstitutionControlPrivateForProfit_FourYearInstitution_Received
2020,country/USA,42.1,dcid:Percent_Student_PellGrant_InstitutionControlPrivateForProfit_FourYearInstitution_Graduation
2020,country/USA,306541,dcid:Count_Student_SubsidizedLoan_InstitutionAll_FourYearInstitution_Adjusted
2020,country/USA,199179,dcid:Count_Student_SubsidizedLoan_InstitutionAll_FourYearInstitution_Received
2020,country/USA,65,dcid:Percent_Student_SubsidizedLoan_InstitutionAll_FourYearInstitution_Graduation
2020,country/USA,182408,dcid:Count_Student_SubsidizedLoan_InstitutionControlPublic_FourYearInstitution_Adjusted
2020,country/USA,113781,dcid:Count_Student_SubsidizedLoan_InstitutionControlPublic_FourYearInstitution_Received
2020,country/USA,62.4,dcid:Percent_Student_SubsidizedLoan_InstitutionControlPublic_FourYearInstitution_Graduation
2020,country/USA,118597,dcid:Count_Student_SubsidizedLoan_InstitutionControlPrivateNonProfit_FourYearInstitution_Adjusted
2020,country/USA,82282,dcid:Count_Student_SubsidizedLoan_InstitutionControlPrivateNonProfit_FourYearInstitution_Received
2020,country/USA,69.4,dcid:Percent_Student_SubsidizedLoan_InstitutionControlPrivateNonProfit_FourYearInstitution_Graduation
2020,country/USA,5536,dcid:Count_Student_SubsidizedLoan_InstitutionControlPrivateForProfit_FourYearInstitution_Adjusted
2020,country/USA,3116,dcid:Count_Student_SubsidizedLoan_InstitutionControlPrivateForProfit_FourYearInstitution_Received
2020,country/USA,56.3,dcid:Percent_Student_SubsidizedLoan_InstitutionControlPrivateForProfit_FourYearInstitution_Graduation
2020,country/USA,823611,dcid:Count_Student_NoGrant_InstitutionAll_FourYearInstitution_Adjusted
2020,country/USA,568429,dcid:Count_Student_NoGrant_InstitutionAll_FourYearInstitution_Received
2020,country/USA,69,dcid:Percent_Student_NoGrant_InstitutionAll_FourYearInstitution_Graduation
2020,country/USA,583339,dcid:Count_Student_NoGrant_InstitutionControlPublic_FourYearInstitution_Adjusted
2020,country/USA,388378,dcid:Count_Student_NoGrant_InstitutionControlPublic_FourYearInstitution_Received
2020,country/USA,66.6,dcid:Percent_Student_NoGrant_InstitutionControlPublic_FourYearInstitution_Graduation
2020,country/USA,228143,dcid:Count_Student_NoGrant_InstitutionControlPrivateNonProfit_FourYearInstitution_Adjusted
2020,country/USA,174616,dcid:Count_Student_NoGrant_InstitutionControlPrivateNonProfit_FourYearInstitution_Received
2020,country/USA,76.5,dcid:Percent_Student_NoGrant_InstitutionControlPrivateNonProfit_FourYearInstitution_Graduation
2020,country/USA,12129,dcid:Count_Student_NoGrant_InstitutionControlPrivateForProfit_FourYearInstitution_Adjusted
2020,country/USA,5435,dcid:Count_Student_NoGrant_InstitutionControlPrivateForProfit_FourYearInstitution_Received
2020,country/USA,44.8,dcid:Percent_Student_NoGrant_InstitutionControlPrivateForProfit_FourYearInstitution_Graduation
2020,country/USA,1543099,dcid:Count_Student_AllStudents_InstitutionAll_FourYearBachelorsCohort_Adjusted
2020,country/USA,1003015,dcid:Count_Student_AllStudents_InstitutionAll_FourYearBachelorsCohort_Received
2020,country/USA,65,dcid:Percent_Student_AllStudents_InstitutionAll_FourYearBachelorsCohort_Graduation
2020,country/USA,1036189,dcid:Count_Student_AllStudents_InstitutionControlPublic_FourYearBachelorsCohort_Adjusted
2020,country/USA,661058,dcid:Count_Student_AllStudents_InstitutionControlPublic_FourYearBachelorsCohort_Received
2020,country/USA,63.8,dcid:Percent_Student_AllStudents_InstitutionControlPublic_FourYearBachelorsCohort_Graduation
2020,country/USA,483103,dcid:Count_Student_AllStudents_InstitutionControlPrivateNonProfit_FourYearBachelorsCohort_Adjusted
2020,country/USA,332901,dcid:Count_Student_AllStudents_InstitutionControlPrivateNonProfit_FourYearBachelorsCohort_Received
2020,country/USA,68.9,dcid:Percent_Student_AllStudents_InstitutionControlPrivateNonProfit_FourYearBachelorsCohort_Graduation
2020,country/USA,23807,dcid:Count_Student_AllStudents_InstitutionControlPrivateForProfit_FourYearBachelorsCohort_Adjusted
2020,country/USA,9056,dcid:Count_Student_AllStudents_InstitutionControlPrivateForProfit_FourYearBachelorsCohort_Received
2020,country/USA,38,dcid:Percent_Student_AllStudents_InstitutionControlPrivateForProfit_FourYearBachelorsCohort_Graduation
2020,country/USA,524482,dcid:Count_Student_PellGrant_InstitutionAll_FourYearBachelorsCohort_Adjusted
2020,country/USA,278281,dcid:Count_Student_PellGrant_InstitutionAll_FourYearBachelorsCohort_Received
2020,country/USA,53.1,dcid:Percent_Student_PellGrant_InstitutionAll_FourYearBachelorsCohort_Graduation
2020,country/USA,364168,dcid:Count_Student_PellGrant_InstitutionControlPublic_FourYearBachelorsCohort_Adjusted
2020,country/USA,192328,dcid:Count_Student_PellGrant_InstitutionControlPublic_FourYearBachelorsCohort_Received
2020,country/USA,52.8,dcid:Percent_Student_PellGrant_InstitutionControlPublic_FourYearBachelorsCohort_Graduation
2020,country/USA,146140,dcid:Count_Student_PellGrant_InstitutionControlPrivateNonProfit_FourYearBachelorsCohort_Adjusted
2020,country/USA,80949,dcid:Count_Student_PellGrant_InstitutionControlPrivateNonProfit_FourYearBachelorsCohort_Received
2020,country/USA,55.4,dcid:Percent_Student_PellGrant_InstitutionControlPrivateNonProfit_FourYearBachelorsCohort_Graduation
2020,country/USA,14174,dcid:Count_Student_PellGrant_InstitutionControlPrivateForProfit_FourYearBachelorsCohort_Adjusted
2020,country/USA,5004,dcid:Count_Student_PellGrant_InstitutionControlPrivateForProfit_FourYearBachelorsCohort_Received
2020,country/USA,35.3,dcid:Percent_Student_PellGrant_InstitutionControlPrivateForProfit_FourYearBachelorsCohort_Graduation
2020,country/USA,289695,dcid:Count_Student_SubsidizedLoan_InstitutionAll_FourYearBachelorsCohort_Adjusted
2020,country/USA,191774,dcid:Count_Student_SubsidizedLoan_InstitutionAll_FourYearBachelorsCohort_Received
2020,country/USA,66.2,dcid:Percent_Student_SubsidizedLoan_InstitutionAll_FourYearBachelorsCohort_Graduation
2020,country/USA,171618,dcid:Count_Student_SubsidizedLoan_InstitutionControlPublic_FourYearBachelorsCohort_Adjusted
2020,country/USA,110079,dcid:Count_Student_SubsidizedLoan_InstitutionControlPublic_FourYearBachelorsCohort_Received
2020,country/USA,64.1,dcid:Percent_Student_SubsidizedLoan_InstitutionControlPublic_FourYearBachelorsCohort_Graduation
2020,country/USA,115167,dcid:Count_Student_SubsidizedLoan_InstitutionControlPrivateNonProfit_FourYearBachelorsCohort_Adjusted
2020,country/USA,80300,dcid:Count_Student_SubsidizedLoan_InstitutionControlPrivateNonProfit_FourYearBachelorsCohort_Received
2020,country/USA,69.7,dcid:Percent_Student_SubsidizedLoan_InstitutionControlPrivateNonProfit_FourYearBachelorsCohort_Graduation
2020,country/USA,2910,dcid:Count_Student_SubsidizedLoan_InstitutionControlPrivateForProfit_FourYearBachelorsCohort_Adjusted
2020,country/USA,1395,dcid:Count_Student_SubsidizedLoan_InstitutionControlPrivateForProfit_FourYearBachelorsCohort_Received
2020,country/USA,47.9,dcid:Percent_Student_SubsidizedLoan_InstitutionControlPrivateForProfit_FourYearBachelorsCohort_Graduation
2020,country/USA,728922,dcid:Count_Student_NoGrant_InstitutionAll_FourYearBachelorsCohort_Adjusted
2020,country/USA,532960,dcid:Count_Student_NoGrant_InstitutionAll_FourYearBachelorsCohort_Received
2020,country/USA,73.1,dcid:Percent_Student_NoGrant_InstitutionAll_FourYearBachelorsCohort_Graduation
2020,country/USA,500403,dcid:Count_Student_NoGrant_InstitutionControlPublic_FourYearBachelorsCohort_Adjusted
2020,country/USA,358651,dcid:Count_Student_NoGrant_InstitutionControlPublic_FourYearBachelorsCohort_Received
2020,country/USA,71.7,dcid:Percent_Student_NoGrant_InstitutionControlPublic_FourYearBachelorsCohort_Graduation
2020,country/USA,221796,dcid:Count_Student_NoGrant_InstitutionControlPrivateNonProfit_FourYearBachelorsCohort_Adjusted
2020,country/USA,171652,dcid:Count_Student_NoGrant_InstitutionControlPrivateNonProfit_FourYearBachelorsCohort_Received
2020,country/USA,77.4,dcid:Percent_Student_NoGrant_InstitutionControlPrivateNonProfit_FourYearBachelorsCohort_Graduation
2020,country/USA,6723,dcid:Count_Student_NoGrant_InstitutionControlPrivateForProfit_FourYearBachelorsCohort_Adjusted
2020,country/USA,2657,dcid:Count_Student_NoGrant_InstitutionControlPrivateForProfit_FourYearBachelorsCohort_Received
2020,country/USA,39.5,dcid:Percent_Student_NoGrant_InstitutionControlPrivateForProfit_FourYearBachelorsCohort_Graduation
2020,country/USA,241933,dcid:Count_Student_AllStudents_InstitutionAll_FourYearOtherThanBachelorsCohort_Adjusted
2020,country/USA,85215,dcid:Count_Student_AllStudents_InstitutionAll_FourYearOtherThanBachelorsCohort_Received
2020,country/USA,35.2,dcid:Percent_Student_AllStudents_InstitutionAll_FourYearOtherThanBachelorsCohort_Graduation
2020,country/USA,194664,dcid:Count_Student_AllStudents_InstitutionControlPublic_FourYearOtherThanBachelorsCohort_Adjusted
2020,country/USA,62705,dcid:Count_Student_AllStudents_InstitutionControlPublic_FourYearOtherThanBachelorsCohort_Received
2020,country/USA,32.2,dcid:Percent_Student_AllStudents_InstitutionControlPublic_FourYearOtherThanBachelorsCohort_Graduation
2020,country/USA,22034,dcid:Count_Student_AllStudents_InstitutionControlPrivateNonProfit_FourYearOtherThanBachelorsCohort_Adjusted
2020,country/USA,9812,dcid:Count_Student_AllStudents_InstitutionControlPrivateNonProfit_FourYearOtherThanBachelorsCohort_Received
2020,country/USA,44.5,dcid:Percent_Student_AllStudents_InstitutionControlPrivateNonProfit_FourYearOtherThanBachelorsCohort_Graduation
2020,country/USA,25235,dcid:Count_Student_AllStudents_InstitutionControlPrivateForProfit_FourYearOtherThanBachelorsCohort_Adjusted
2020,country/USA,12698,dcid:Count_Student_AllStudents_InstitutionControlPrivateForProfit_FourYearOtherThanBachelorsCohort_Received
2020,country/USA,50.3,dcid:Percent_Student_AllStudents_InstitutionControlPrivateForProfit_FourYearOtherThanBachelorsCohort_Graduation
2020,country/USA,130398,dcid:Count_Student_PellGrant_InstitutionAll_FourYearOtherThanBachelorsCohort_Adjusted
2020,country/USA,42341,dcid:Count_Student_PellGrant_InstitutionAll_FourYearOtherThanBachelorsCohort_Received
2020,country/USA,32.5,dcid:Percent_Student_PellGrant_InstitutionAll_FourYearOtherThanBachelorsCohort_Graduation
2020,country/USA,100938,dcid:Count_Student_PellGrant_InstitutionControlPublic_FourYearOtherThanBachelorsCohort_Adjusted
2020,country/USA,29276,dcid:Count_Student_PellGrant_InstitutionControlPublic_FourYearOtherThanBachelorsCohort_Received
2020,country/USA,29,dcid:Percent_Student_PellGrant_InstitutionControlPublic_FourYearOtherThanBachelorsCohort_Graduation
2020,country/USA,12257,dcid:Count_Student_PellGrant_InstitutionControlPrivateNonProfit_FourYearOtherThanBachelorsCohort_Adjusted
2020,country/USA,4866,dcid:Count_Student_PellGrant_InstitutionControlPrivateNonProfit_FourYearOtherThanBachelorsCohort_Received
2020,country/USA,39.7,dcid:Percent_Student_PellGrant_InstitutionControlPrivateNonProfit_FourYearOtherThanBachelorsCohort_Graduation
2020,country/USA,17203,dcid:Count_Student_PellGrant_InstitutionControlPrivateForProfit_FourYearOtherThanBachelorsCohort_Adjusted
2020,country/USA,8199,dcid:Count_Student_PellGrant_InstitutionControlPrivateForProfit_FourYearOtherThanBachelorsCohort_Received
2020,country/USA,47.7,dcid:Percent_Student_PellGrant_InstitutionControlPrivateForProfit_FourYearOtherThanBachelorsCohort_Graduation
2020,country/USA,16846,dcid:Count_Student_SubsidizedLoan_InstitutionAll_FourYearOtherThanBachelorsCohort_Adjusted
2020,country/USA,7405,dcid:Count_Student_SubsidizedLoan_InstitutionAll_FourYearOtherThanBachelorsCohort_Received
2020,country/USA,44,dcid:Percent_Student_SubsidizedLoan_InstitutionAll_FourYearOtherThanBachelorsCohort_Graduation
2020,country/USA,10790,dcid:Count_Student_SubsidizedLoan_InstitutionControlPublic_FourYearOtherThanBachelorsCohort_Adjusted
2020,country/USA,3702,dcid:Count_Student_SubsidizedLoan_InstitutionControlPublic_FourYearOtherThanBachelorsCohort_Received
2020,country/USA,34.3,dcid:Percent_Student_SubsidizedLoan_InstitutionControlPublic_FourYearOtherThanBachelorsCohort_Graduation
2020,country/USA,3430,dcid:Count_Student_SubsidizedLoan_InstitutionControlPrivateNonProfit_FourYearOtherThanBachelorsCohort_Adjusted
2020,country/USA,1982,dcid:Count_Student_SubsidizedLoan_InstitutionControlPrivateNonProfit_FourYearOtherThanBachelorsCohort_Received
2020,country/USA,57.8,dcid:Percent_Student_SubsidizedLoan_InstitutionControlPrivateNonProfit_FourYearOtherThanBachelorsCohort_Graduation
2020,country/USA,2626,dcid:Count_Student_SubsidizedLoan_InstitutionControlPrivateForProfit_FourYearOtherThanBachelorsCohort_Adjusted
2020,country/USA,1721,dcid:Count_Student_SubsidizedLoan_InstitutionControlPrivateForProfit_FourYearOtherThanBachelorsCohort_Received
2020,country/USA,65.5,dcid:Percent_Student_SubsidizedLoan_InstitutionControlPrivateForProfit_FourYearOtherThanBachelorsCohort_Graduation
2020,country/USA,94689,dcid:Count_Student_NoGrant_InstitutionAll_FourYearOtherThanBachelorsCohort_Adjusted
2020,country/USA,35469,dcid:Count_Student_NoGrant_InstitutionAll_FourYearOtherThanBachelorsCohort_Received
2020,country/USA,37.5,dcid:Percent_Student_NoGrant_InstitutionAll_FourYearOtherThanBachelorsCohort_Graduation
2020,country/USA,82936,dcid:Count_Student_NoGrant_InstitutionControlPublic_FourYearOtherThanBachelorsCohort_Adjusted
2020,country/USA,29727,dcid:Count_Student_NoGrant_InstitutionControlPublic_FourYearOtherThanBachelorsCohort_Received
2020,country/USA,35.8,dcid:Percent_Student_NoGrant_InstitutionControlPublic_FourYearOtherThanBachelorsCohort_Graduation
2020,country/USA,6347,dcid:Count_Student_NoGrant_InstitutionControlPrivateNonProfit_FourYearOtherThanBachelorsCohort_Adjusted
2020,country/USA,2964,dcid:Count_Student_NoGrant_InstitutionControlPrivateNonProfit_FourYearOtherThanBachelorsCohort_Received
2020,country/USA,46.7,dcid:Percent_Student_NoGrant_InstitutionControlPrivateNonProfit_FourYearOtherThanBachelorsCohort_Graduation
2020,country/USA,5406,dcid:Count_Student_NoGrant_InstitutionControlPrivateForProfit_FourYearOtherThanBachelorsCohort_Adjusted
2020,country/USA,2778,dcid:Count_Student_NoGrant_InstitutionControlPrivateForProfit_FourYearOtherThanBachelorsCohort_Received
2020,country/USA,51.4,dcid:Percent_Student_NoGrant_InstitutionControlPrivateForProfit_FourYearOtherThanBachelorsCohort_Graduation
2020,country/USA,586423,dcid:Count_Student_AllStudents_InstitutionAll_TwoYearInstitution_Adjusted
2020,country/USA,231089,dcid:Count_Student_AllStudents_InstitutionAll_TwoYearInstitution_Received
2020,country/USA,39.4,dcid:Percent_Student_AllStudents_InstitutionAll_TwoYearInstitution_Graduation
2020,country/USA,460685,dcid:Count_Student_AllStudents_InstitutionControlPublic_TwoYearInstitution_Adjusted
2020,country/USA,155933,dcid:Count_Student_AllStudents_InstitutionControlPublic_TwoYearInstitution_Received
2020,country/USA,33.8,dcid:Percent_Student_AllStudents_InstitutionControlPublic_TwoYearInstitution_Graduation
2020,country/USA,19557,dcid:Count_Student_AllStudents_InstitutionControlPrivateNonProfit_TwoYearInstitution_Adjusted
2020,country/USA,11435,dcid:Count_Student_AllStudents_InstitutionControlPrivateNonProfit_TwoYearInstitution_Received
2020,country/USA,58.5,dcid:Percent_Student_AllStudents_InstitutionControlPrivateNonProfit_TwoYearInstitution_Graduation
2020,country/USA,106181,dcid:Count_Student_AllStudents_InstitutionControlPrivateForProfit_TwoYearInstitution_Adjusted
2020,country/USA,63721,dcid:Count_Student_AllStudents_InstitutionControlPrivateForProfit_TwoYearInstitution_Received
2020,country/USA,60,dcid:Percent_Student_AllStudents_InstitutionControlPrivateForProfit_TwoYearInstitution_Graduation
2020,country/USA,302730,dcid:Count_Student_PellGrant_InstitutionAll_TwoYearInstitution_Adjusted
2020,country/USA,116915,dcid:Count_Student_PellGrant_InstitutionAll_TwoYearInstitution_Received
2020,country/USA,38.6,dcid:Percent_Student_PellGrant_InstitutionAll_TwoYearInstitution_Graduation
2020,country/USA,212775,dcid:Count_Student_PellGrant_InstitutionControlPublic_TwoYearInstitution_Adjusted
2020,country/USA,65305,dcid:Count_Student_PellGrant_InstitutionControlPublic_TwoYearInstitution_Received
2020,country/USA,30.7,dcid:Percent_Student_PellGrant_InstitutionControlPublic_TwoYearInstitution_Graduation
2020,country/USA,16032,dcid:Count_Student_PellGrant_InstitutionControlPrivateNonProfit_TwoYearInstitution_Adjusted
2020,country/USA,8802,dcid:Count_Student_PellGrant_InstitutionControlPrivateNonProfit_TwoYearInstitution_Received
2020,country/USA,54.9,dcid:Percent_Student_PellGrant_InstitutionControlPrivateNonProfit_TwoYearInstitution_Graduation
2020,country/USA,73923,dcid:Count_Student_PellGrant_InstitutionControlPrivateForProfit_TwoYearInstitution_Adjusted
2020,country/USA,42808,dcid:Count_Student_PellGrant_InstitutionControlPrivateForProfit_TwoYearInstitution_Received
2020,country/USA,57.9,dcid:Percent_Student_PellGrant_InstitutionControlPrivateForProfit_TwoYearInstitution_Graduation
2020,country/USA,32819,dcid:Count_Student_SubsidizedLoan_InstitutionAll_TwoYearInstitution_Adjusted
2020,country/USA,16004,dcid:Count_Student_SubsidizedLoan_InstitutionAll_TwoYearInstitution_Received
2020,country/USA,48.8,dcid:Percent_Student_SubsidizedLoan_InstitutionAll_TwoYearInstitution_Graduation
2020,country/USA,19717,dcid:Count_Student_SubsidizedLoan_InstitutionControlPublic_TwoYearInstitution_Adjusted
2020,country/USA,6538,dcid:Count_Student_SubsidizedLoan_InstitutionControlPublic_TwoYearInstitution_Received
2020,country/USA,33.2,dcid:Percent_Student_SubsidizedLoan_InstitutionControlPublic_TwoYearInstitution_Graduation
2020,country/USA,987,dcid:Count_Student_SubsidizedLoan_InstitutionControlPrivateNonProfit_TwoYearInstitution_Adjusted
2020,country/USA,710,dcid:Count_Student_SubsidizedLoan_InstitutionControlPrivateNonProfit_TwoYearInstitution_Received
2020,country/USA,71.9,dcid:Percent_Student_SubsidizedLoan_InstitutionControlPrivateNonProfit_TwoYearInstitution_Graduation
2020,country/USA,12115,dcid:Count_Student_SubsidizedLoan_InstitutionControlPrivateForProfit_TwoYearInstitution_Adjusted
2020,country/USA,8756,dcid:Count_Student_SubsidizedLoan_InstitutionControlPrivateForProfit_TwoYearInstitution_Received
2020,country/USA,72.3,dcid:Percent_Student_SubsidizedLoan_InstitutionControlPrivateForProfit_TwoYearInstitution_Graduation
2020,country/USA,250874,dcid:Count_Student_NoGrant_InstitutionAll_TwoYearInstitution_Adjusted
2020,country/USA,98170,dcid:Count_Student_NoGrant_InstitutionAll_TwoYearInstitution_Received
2020,country/USA,39.1,dcid:Percent_Student_NoGrant_InstitutionAll_TwoYearInstitution_Graduation
2020,country/USA,228193,dcid:Count_Student_NoGrant_InstitutionControlPublic_TwoYearInstitution_Adjusted
2020,country/USA,84090,dcid:Count_Student_NoGrant_InstitutionControlPublic_TwoYearInstitution_Received
2020,country/USA,36.9,dcid:Percent_Student_NoGrant_InstitutionControlPublic_TwoYearInstitution_Graduation
2020,country/USA,2538,dcid:Count_Student_NoGrant_InstitutionControlPrivateNonProfit_TwoYearInstitution_Adjusted
2020,country/USA,1923,dcid:Count_Student_NoGrant_InstitutionControlPrivateNonProfit_TwoYearInstitution_Received
2020,country/USA,75.8,dcid:Percent_Student_NoGrant_InstitutionControlPrivateNonProfit_TwoYearInstitution_Graduation
2020,country/USA,20143,dcid:Count_Student_NoGrant_InstitutionControlPrivateForProfit_TwoYearInstitution_Adjusted
2020,country/USA,12157,dcid:Count_Student_NoGrant_InstitutionControlPrivateForProfit_TwoYearInstitution_Received
2020,country/USA,60.4,dcid:Percent_Student_NoGrant_InstitutionControlPrivateForProfit_TwoYearInstitution_Graduation
2020,country/USA,129902,dcid:Count_Student_AllStudents_InstitutionAll_LessThanTwoYearInstitution_Adjusted
2020,country/USA,89085,dcid:Count_Student_AllStudents_InstitutionAll_LessThanTwoYearInstitution_Received
