observationAbout,observationDate,variableMeasured,value,unit,observationPeriod
dcid:wikidataId/Q1061,2022-03,dcid:Mean_WagesDaily_Amount_Male_Rural_HorticultureWorkers,216.5,INR,P1Y
dcid:wikidataId/Q1061,2023-03,dcid:Mean_WagesDaily_Amount_Male_Rural_HorticultureWorkers,210,INR,P1Y
dcid:wikidataId/Q1061,2024-03,dcid:Mean_WagesDaily_Amount_Male_Rural_HorticultureWorkers,214.8,INR,P1Y
dcid:wikidataId/Q1061,2025-03,dcid:Mean_WagesDaily_Amount_Male_Rural_HorticultureWorkers,227.1,INR,P1Y
dcid:wikidataId/Q1177,2024-03,dcid:Mean_WagesDaily_Amount_Male_Rural_HorticultureWorkers,463.6,INR,P1Y
dcid:wikidataId/Q1177,2025-03,dcid:Mean_WagesDaily_Amount_Male_Rural_HorticultureWorkers,486,INR,P1Y
dcid:wikidataId/Q66278313,2023-03,dcid:Mean_WagesDaily_Amount_Male_Rural_HorticultureWorkers,611.7,INR,P1Y
dcid:wikidataId/Q66278313,2024-03,dcid:Mean_WagesDaily_Amount_Male_Rural_HorticultureWorkers,613.8,INR,P1Y
dcid:wikidataId/Q66278313,2025-03,dcid:Mean_WagesDaily_Amount_Male_Rural_HorticultureWorkers,624.3,INR,P1Y
dcid:wikidataId/Q1185,2015-03,dcid:Mean_WagesDaily_Amount_Male_Rural_HorticultureWorkers,230.5,INR,P1Y
dcid:wikidataId/Q1185,2016-03,dcid:Mean_WagesDaily_Amount_Male_Rural_HorticultureWorkers,260,INR,P1Y
dcid:wikidataId/Q1185,2017-03,dcid:Mean_WagesDaily_Amount_Male_Rural_HorticultureWorkers,280.6,INR,P1Y
dcid:wikidataId/Q1185,2018-03,dcid:Mean_WagesDaily_Amount_Male_Rural_HorticultureWorkers,286.6,INR,P1Y
dcid:wikidataId/Q1185,2019-03,dcid:Mean_WagesDaily_Amount_Male_Rural_HorticultureWorkers,300.5,INR,P1Y
dcid:wikidataId/Q1185,2020-03,dcid:Mean_WagesDaily_Amount_Male_Rural_HorticultureWorkers,305.3,INR,P1Y
dcid:wikidataId/Q1185,2021-03,dcid:Mean_WagesDaily_Amount_Male_Rural_HorticultureWorkers,341.3,INR,P1Y
dcid:wikidataId/Q1185,2022-03,dcid:Mean_WagesDaily_Amount_Male_Rural_HorticultureWorkers,368.6,INR,P1Y
dcid:wikidataId/Q1185,2023-03,dcid:Mean_WagesDaily_Amount_Male_Rural_HorticultureWorkers,415.9,INR,P1Y
dcid:wikidataId/Q1185,2024-03,dcid:Mean_WagesDaily_Amount_Male_Rural_HorticultureWorkers,452.1,INR,P1Y
dcid:wikidataId/Q1185,2025-03,dcid:Mean_WagesDaily_Amount_Male_Rural_HorticultureWorkers,479.5,INR,P1Y
dcid:wikidataId/Q1188,2015-03,dcid:Mean_WagesDaily_Amount_Male_Rural_HorticultureWorkers,142.6,INR,P1Y
dcid:wikidataId/Q1188,2016-03,dcid:Mean_WagesDaily_Amount_Male_Rural_HorticultureWorkers,162.4,INR,P1Y
dcid:wikidataId/Q1188,2017-03,dcid:Mean_WagesDaily_Amount_Male_Rural_HorticultureWorkers,164.3,INR,P1Y
dcid:wikidataId/Q1188,2018-03,dcid:Mean_WagesDaily_Amount_Male_Rural_HorticultureWorkers,176.3,INR,P1Y
dcid:wikidataId/Q1188,2019-03,dcid:Mean_WagesDaily_Amount_Male_Rural_HorticultureWorkers,195.9,INR,P1Y
dcid:wikidataId/Q1188,2020-03,dcid:Mean_WagesDaily_Amount_Male_Rural_HorticultureWorkers,208.1,INR,P1Y
dcid:wikidataId/Q1188,2021-03,dcid:Mean_WagesDaily_Amount_Male_Rural_HorticultureWorkers,202.8,INR,P1Y
dcid:wikidataId/Q1188,2022-03,dcid:Mean_WagesDaily_Amount_Male_Rural_HorticultureWorkers,203.6,INR,P1Y
dcid:wikidataId/Q1188,2023-03,dcid:Mean_WagesDaily_Amount_Male_Rural_HorticultureWorkers,234.5,INR,P1Y
dcid:wikidataId/Q1188,2024-03,dcid:Mean_WagesDaily_Amount_Male_Rural_HorticultureWorkers,239.7,INR,P1Y
dcid:wikidataId/Q1188,2025-03,dcid:Mean_WagesDaily_Amount_Male_Rural_HorticultureWorkers,250,INR,P1Y
dcid:wikidataId/Q1191,2015-03,dcid:Mean_WagesDaily_Amount_Male_Rural_HorticultureWorkers,231,INR,P1Y
dcid:wikidataId/Q1191,2016-03,dcid:Mean_WagesDaily_Amount_Male_Rural_HorticultureWorkers,218.7,INR,P1Y
dcid:wikidataId/Q1191,2017-03,dcid:Mean_WagesDaily_Amount_Male_Rural_HorticultureWorkers,146.7,INR,P1Y
dcid:wikidataId/Q1191,2018-03,dcid:Mean_WagesDaily_Amount_Male_Rural_HorticultureWorkers,222.5,INR,P1Y
dcid:wikidataId/Q1191,2019-03,dcid:Mean_WagesDaily_Amount_Male_Rural_HorticultureWorkers,258.1,INR,P1Y
dcid:wikidataId/Q1191,2020-03,dcid:Mean_WagesDaily_Amount_Male_Rural_HorticultureWorkers,274,INR,P1Y
dcid:wikidataId/Q1191,2021-03,dcid:Mean_WagesDaily_Amount_Male_Rural_HorticultureWorkers,278.3,INR,P1Y
dcid:wikidataId/Q1191,2022-03,dcid:Mean_WagesDaily_Amount_Male_Rural_HorticultureWorkers,327.5,INR,P1Y
dcid:wikidataId/Q1191,2023-03,dcid:Mean_WagesDaily_Amount_Male_Rural_HorticultureWorkers,340.6,INR,P1Y
dcid:wikidataId/Q1191,2024-03,dcid:Mean_WagesDaily_Amount_Male_Rural_HorticultureWorkers,345.8,INR,P1Y
dcid:wikidataId/Q1191,2025-03,dcid:Mean_WagesDaily_Amount_Male_Rural_HorticultureWorkers,389.1,INR,P1Y
dcid:wikidataId/Q1195,2015-03,dcid:Mean_WagesDaily_Amount_Male_Rural_HorticultureWorkers,157.6,INR,P1Y
dcid:wikidataId/Q1195,2016-03,dcid:Mean_WagesDaily_Amount_Male_Rural_HorticultureWorkers,161,INR,P1Y
dcid:wikidataId/Q1195,2019-03,dcid:Mean_WagesDaily_Amount_Male_Rural_HorticultureWorkers,170,INR,P1Y
dcid:wikidataId/Q22048,2015-03,dcid:Mean_WagesDaily_Amount_Male_Rural_HorticultureWorkers,142,INR,P1Y
dcid:wikidataId/Q22048,2016-03,dcid:Mean_WagesDaily_Amount_Male_Rural_HorticultureWorkers,152.8,INR,P1Y
dcid:wikidataId/Q22048,2017-03,dcid:Mean_WagesDaily_Amount_Male_Rural_HorticultureWorkers,174.7,INR,P1Y
dcid:wikidataId/Q22048,2018-03,dcid:Mean_WagesDaily_Amount_Male_Rural_HorticultureWorkers,175,INR,P1Y
dcid:wikidataId/Q22048,2019-03,dcid:Mean_WagesDaily_Amount_Male_Rural_HorticultureWorkers,183.8,INR,P1Y
dcid:wikidataId/Q22048,2020-03,dcid:Mean_WagesDaily_Amount_Male_Rural_HorticultureWorkers,191,INR,P1Y
dcid:wikidataId/Q22424,2015-03,dcid:Mean_WagesDaily_Amount_Male_Rural_HorticultureWorkers,279.2,INR,P1Y
dcid:wikidataId/Q22424,2016-03,dcid:Mean_WagesDaily_Amount_Male_Rural_HorticultureWorkers,281.7,INR,P1Y
dcid:wikidataId/Q1445,2015-03,dcid:Mean_WagesDaily_Amount_Male_Rural_HorticultureWorkers,315.8,INR,P1Y
dcid:wikidataId/Q1445,2016-03,dcid:Mean_WagesDaily_Amount_Male_Rural_HorticultureWorkers,356,INR,P1Y
dcid:wikidataId/Q1445,2017-03,dcid:Mean_WagesDaily_Amount_Male_Rural_HorticultureWorkers,413.9,INR,P1Y
dcid:wikidataId/Q1445,2018-03,dcid:Mean_WagesDaily_Amount_Male_Rural_HorticultureWorkers,422.2,INR,P1Y
dcid:wikidataId/Q1445,2019-03,dcid:Mean_WagesDaily_Amount_Male_Rural_HorticultureWorkers,423.9,INR,P1Y
dcid:wikidataId/Q1356,2015-03,dcid:Mean_WagesDaily_Amount_Male_Rural_HorticultureWorkers,273.1,INR,P1Y
dcid:wikidataId/Q1356,2016-03,dcid:Mean_WagesDaily_Amount_Male_Rural_HorticultureWorkers,289.9,INR,P1Y
dcid:wikidataId/Q1356,2017-03,dcid:Mean_WagesDaily_Amount_Male_Rural_HorticultureWorkers,310,INR,P1Y
dcid:wikidataId/Q1356,2018-03,dcid:Mean_WagesDaily_Amount_Male_Rural_HorticultureWorkers,340.2,INR,P1Y
dcid:wikidataId/Q1356,2019-03,dcid:Mean_WagesDaily_Amount_Male_Rural_HorticultureWorkers,342.7,INR,P1Y
dcid:wikidataId/Q1356,2020-03,dcid:Mean_WagesDaily_Amount_Male_Rural_HorticultureWorkers,339.1,INR,P1Y
dcid:wikidataId/Q1356,2021-03,dcid:Mean_WagesDaily_Amount_Male_Rural_HorticultureWorkers,335.7,INR,P1Y
dcid:wikidataId/Q1356,2022-03,dcid:Mean_WagesDaily_Amount_Male_Rural_HorticultureWorkers,342.2,INR,P1Y
dcid:wikidataId/Q1356,2023-03,dcid:Mean_WagesDaily_Amount_Male_Rural_HorticultureWorkers,347.3,INR,P1Y
dcid:wikidataId/Q1356,2024-03,dcid:Mean_WagesDaily_Amount_Male_Rural_HorticultureWorkers,351,INR,P1Y
dcid:wikidataId/Q1356,2025-03,dcid:Mean_WagesDaily_Amount_Male_Rural_HorticultureWorkers,374.3,INR,P1Y
dcid:country/IND,2015-03,dcid:Mean_WagesDaily_Amount_Male_Rural_HorticultureWorkers,220.4,INR,P1Y
dcid:country/IND,2016-03,dcid:Mean_WagesDaily_Amount_Male_Rural_HorticultureWorkers,234.2,INR,P1Y
dcid:country/IND,2017-03,dcid:Mean_WagesDaily_Amount_Male_Rural_HorticultureWorkers,251.9,INR,P1Y
dcid:country/IND,2018-03,dcid:Mean_WagesDaily_Amount_Male_Rural_HorticultureWorkers,264.8,INR,P1Y
dcid:country/IND,2019-03,dcid:Mean_WagesDaily_Amount_Male_Rural_HorticultureWorkers,274,INR,P1Y
dcid:country/IND,2020-03,dcid:Mean_WagesDaily_Amount_Male_Rural_HorticultureWorkers,283.2,INR,P1Y
dcid:country/IND,2021-03,dcid:Mean_WagesDaily_Amount_Male_Rural_HorticultureWorkers,309.1,INR,P1Y
dcid:country/IND,2022-03,dcid:Mean_WagesDaily_Amount_Male_Rural_HorticultureWorkers,329.7,INR,P1Y
dcid:country/IND,2023-03,dcid:Mean_WagesDaily_Amount_Male_Rural_HorticultureWorkers,353.6,INR,P1Y
dcid:country/IND,2024-03,dcid:Mean_WagesDaily_Amount_Male_Rural_HorticultureWorkers,377.5,INR,P1Y
dcid:country/IND,2025-03,dcid:Mean_WagesDaily_Amount_Male_Rural_HorticultureWorkers,403.4,INR,P1Y
