observationDate,observationAbout,observationPeriod,variableMeasured,value,measurementMethod,column_name
2016,geoId/12,P1Y,Count_MedicalConditionIncident_ConditionChikungunya,8.0,dcs:CDC_NNDSS_Diseases_AnnualTables,Chikungunya virus disease
2016,geoId/13,P1Y,Count_MedicalConditionIncident_ConditionChikungunya,1.0,dcs:CDC_NNDSS_Diseases_AnnualTables,Chikungunya virus disease
2016,geoId/24,P1Y,Count_MedicalConditionIncident_ConditionChikungunya,4.0,dcs:CDC_NNDSS_Diseases_AnnualTables,Chikungunya virus disease
2016,geoId/37,P1Y,Count_MedicalConditionIncident_ConditionChikungunya,3.0,dcs:CDC_NNDSS_Diseases_AnnualTables,Chikungunya virus disease
2016,geoId/45,P1Y,Count_MedicalConditionIncident_ConditionChikungunya,4.0,dcs:CDC_NNDSS_Diseases_AnnualTables,Chikungunya virus disease
2016,geoId/51,P1Y,Count_MedicalConditionIncident_ConditionChikungunya,6.0,dcs:CDC_NNDSS_Diseases_AnnualTables,Chikungunya virus disease
2016,usc/EastSouthCentralDivision,P1Y,Count_MedicalConditionIncident_ConditionChikungunya,8.0,dcs:CDC_NNDSS_Diseases_AnnualTables,Chikungunya virus disease
2016,geoId/01,P1Y,Count_MedicalConditionIncident_ConditionChikungunya,1.0,dcs:CDC_NNDSS_Diseases_AnnualTables,Chikungunya virus disease
2016,geoId/21,P1Y,Count_MedicalConditionIncident_ConditionChikungunya,3.0,dcs:CDC_NNDSS_Diseases_AnnualTables,Chikungunya virus disease
2016,geoId/47,P1Y,Count_MedicalConditionIncident_ConditionChikungunya,4.0,dcs:CDC_NNDSS_Diseases_AnnualTables,Chikungunya virus disease
2016,usc/WestSouthCentralDivision,P1Y,Count_MedicalConditionIncident_ConditionChikungunya,22.0,dcs:CDC_NNDSS_Diseases_AnnualTables,Chikungunya virus disease
2016,geoId/05,P1Y,Count_MedicalConditionIncident_ConditionChikungunya,1.0,dcs:CDC_NNDSS_Diseases_AnnualTables,Chikungunya virus disease
2016,geoId/22,P1Y,Count_MedicalConditionIncident_ConditionChikungunya,1.0,dcs:CDC_NNDSS_Diseases_AnnualTables,Chikungunya virus disease
2016,geoId/48,P1Y,Count_MedicalConditionIncident_ConditionChikungunya,20.0,dcs:CDC_NNDSS_Diseases_AnnualTables,Chikungunya virus disease
2016,usc/MountainDivision,P1Y,Count_MedicalConditionIncident_ConditionChikungunya,7.0,dcs:CDC_NNDSS_Diseases_AnnualTables,Chikungunya virus disease
2016,geoId/04,P1Y,Count_MedicalConditionIncident_ConditionChikungunya,2.0,dcs:CDC_NNDSS_Diseases_AnnualTables,Chikungunya virus disease
2016,geoId/30,P1Y,Count_MedicalConditionIncident_ConditionChikungunya,1.0,dcs:CDC_NNDSS_Diseases_AnnualTables,Chikungunya virus disease
2016,geoId/35,P1Y,Count_MedicalConditionIncident_ConditionChikungunya,3.0,dcs:CDC_NNDSS_Diseases_AnnualTables,Chikungunya virus disease
2016,geoId/49,P1Y,Count_MedicalConditionIncident_ConditionChikungunya,1.0,dcs:CDC_NNDSS_Diseases_AnnualTables,Chikungunya virus disease
2016,usc/PacificDivision,P1Y,Count_MedicalConditionIncident_ConditionChikungunya,71.0,dcs:CDC_NNDSS_Diseases_AnnualTables,Chikungunya virus disease
2016,geoId/06,P1Y,Count_MedicalConditionIncident_ConditionChikungunya,57.0,dcs:CDC_NNDSS_Diseases_AnnualTables,Chikungunya virus disease
2016,geoId/15,P1Y,Count_MedicalConditionIncident_ConditionChikungunya,4.0,dcs:CDC_NNDSS_Diseases_AnnualTables,Chikungunya virus disease
2016,geoId/53,P1Y,Count_MedicalConditionIncident_ConditionChikungunya,10.0,dcs:CDC_NNDSS_Diseases_AnnualTables,Chikungunya virus disease
2016,geoId/72,P1Y,Count_MedicalConditionIncident_ConditionChikungunya,179.0,dcs:CDC_NNDSS_Diseases_AnnualTables,Chikungunya virus disease
2016,geoId/78,P1Y,Count_MedicalConditionIncident_ConditionChikungunya,1.0,dcs:CDC_NNDSS_Diseases_AnnualTables,Chikungunya virus disease
2016,country/USA,P1Y,Count_MedicalConditionIncident_ConditionEasternEquineEncephalitis_NeuroinvasiveDisease,7.0,dcs:CDC_NNDSS_Diseases_AnnualTables,Eastern equine encephalitis;Neuroinvasive
2016,usc/MiddleAtlanticDivision,P1Y,Count_MedicalConditionIncident_ConditionEasternEquineEncephalitis_NeuroinvasiveDisease,1.0,dcs:CDC_NNDSS_Diseases_AnnualTables,Eastern equine encephalitis;Neuroinvasive
2016,geoId/34,P1Y,Count_MedicalConditionIncident_ConditionEasternEquineEncephalitis_NeuroinvasiveDisease,1.0,dcs:CDC_NNDSS_Diseases_AnnualTables,Eastern equine encephalitis;Neuroinvasive
2016,usc/EastNorthCentralDivision,P1Y,Count_MedicalConditionIncident_ConditionEasternEquineEncephalitis_NeuroinvasiveDisease,2.0,dcs:CDC_NNDSS_Diseases_AnnualTables,Eastern equine encephalitis;Neuroinvasive
2016,geoId/26,P1Y,Count_MedicalConditionIncident_ConditionEasternEquineEncephalitis_NeuroinvasiveDisease,2.0,dcs:CDC_NNDSS_Diseases_AnnualTables,Eastern equine encephalitis;Neuroinvasive
2016,usc/SouthAtlanticDivision,P1Y,Count_MedicalConditionIncident_ConditionEasternEquineEncephalitis_NeuroinvasiveDisease,3.0,dcs:CDC_NNDSS_Diseases_AnnualTables,Eastern equine encephalitis;Neuroinvasive
2016,geoId/13,P1Y,Count_MedicalConditionIncident_ConditionEasternEquineEncephalitis_NeuroinvasiveDisease,1.0,dcs:CDC_NNDSS_Diseases_AnnualTables,Eastern equine encephalitis;Neuroinvasive
2016,geoId/37,P1Y,Count_MedicalConditionIncident_ConditionEasternEquineEncephalitis_NeuroinvasiveDisease,2.0,dcs:CDC_NNDSS_Diseases_AnnualTables,Eastern equine encephalitis;Neuroinvasive
2016,usc/MountainDivision,P1Y,Count_MedicalConditionIncident_ConditionEasternEquineEncephalitis_NeuroinvasiveDisease,1.0,dcs:CDC_NNDSS_Diseases_AnnualTables,Eastern equine encephalitis;Neuroinvasive
2016,geoId/30,P1Y,Count_MedicalConditionIncident_ConditionEasternEquineEncephalitis_NeuroinvasiveDisease,1.0,dcs:CDC_NNDSS_Diseases_AnnualTables,Eastern equine encephalitis;Neuroinvasive
2016,country/USA,P1Y,Count_MedicalConditionIncident_ConditionJamestownCanyonVirusDisease,7.0,dcs:CDC_NNDSS_Diseases_AnnualTables,Jamestown Canyon virus diseases:Neuroinvasive
2016,usc/NewEnglandDivision,P1Y,Count_MedicalConditionIncident_ConditionJamestownCanyonVirusDisease,1.0,dcs:CDC_NNDSS_Diseases_AnnualTables,Jamestown Canyon virus diseases:Neuroinvasive
2016,geoId/25,P1Y,Count_MedicalConditionIncident_ConditionJamestownCanyonVirusDisease,1.0,dcs:CDC_NNDSS_Diseases_AnnualTables,Jamestown Canyon virus diseases:Neuroinvasive
2016,usc/EastNorthCentralDivision,P1Y,Count_MedicalConditionIncident_ConditionJamestownCanyonVirusDisease,5.0,dcs:CDC_NNDSS_Diseases_AnnualTables,Jamestown Canyon virus diseases:Neuroinvasive
2016,geoId/55,P1Y,Count_MedicalConditionIncident_ConditionJamestownCanyonVirusDisease,5.0,dcs:CDC_NNDSS_Diseases_AnnualTables,Jamestown Canyon virus diseases:Neuroinvasive
2016,usc/WestNorthCentralDivision,P1Y,Count_MedicalConditionIncident_ConditionJamestownCanyonVirusDisease,1.0,dcs:CDC_NNDSS_Diseases_AnnualTables,Jamestown Canyon virus diseases:Neuroinvasive
2016,geoId/27,P1Y,Count_MedicalConditionIncident_ConditionJamestownCanyonVirusDisease,1.0,dcs:CDC_NNDSS_Diseases_AnnualTables,Jamestown Canyon virus diseases:Neuroinvasive
2016,country/USA,P1Y,Count_MedicalConditionIncident_ConditionJamestownCanyonVirusDisease_NonNeuroinvasiveDisease,8.0,dcs:CDC_NNDSS_Diseases_AnnualTables,Jamestown Canyon virus diseases;Non-neuroinvasive
2016,usc/NewEnglandDivision,P1Y,Count_MedicalConditionIncident_ConditionJamestownCanyonVirusDisease_NonNeuroinvasiveDisease,1.0,dcs:CDC_NNDSS_Diseases_AnnualTables,Jamestown Canyon virus diseases;Non-neuroinvasive
2016,geoId/25,P1Y,Count_MedicalConditionIncident_ConditionJamestownCanyonVirusDisease_NonNeuroinvasiveDisease,1.0,dcs:CDC_NNDSS_Diseases_AnnualTables,Jamestown Canyon virus diseases;Non-neuroinvasive
2016,usc/EastNorthCentralDivision,P1Y,Count_MedicalConditionIncident_ConditionJamestownCanyonVirusDisease_NonNeuroinvasiveDisease,2.0,dcs:CDC_NNDSS_Diseases_AnnualTables,Jamestown Canyon virus diseases;Non-neuroinvasive
2016,geoId/55,P1Y,Count_MedicalConditionIncident_ConditionJamestownCanyonVirusDisease_NonNeuroinvasiveDisease,2.0,dcs:CDC_NNDSS_Diseases_AnnualTables,Jamestown Canyon virus diseases;Non-neuroinvasive
2016,usc/WestNorthCentralDivision,P1Y,Count_MedicalConditionIncident_ConditionJamestownCanyonVirusDisease_NonNeuroinvasiveDisease,5.0,dcs:CDC_NNDSS_Diseases_AnnualTables,Jamestown Canyon virus diseases;Non-neuroinvasive
2016,geoId/27,P1Y,Count_MedicalConditionIncident_ConditionJamestownCanyonVirusDisease_NonNeuroinvasiveDisease,5.0,dcs:CDC_NNDSS_Diseases_AnnualTables,Jamestown Canyon virus diseases;Non-neuroinvasive
2016,country/USA,P1Y,Count_MedicalConditionIncident_ConditionLaCrosseVirusDisease_NeuroinvasiveDisease,31.0,dcs:CDC_NNDSS_Diseases_AnnualTables,La Crosse virus disease;Neuroinvasive
2016,usc/EastNorthCentralDivision,P1Y,Count_MedicalConditionIncident_ConditionLaCrosseVirusDisease_NeuroinvasiveDisease,12.0,dcs:CDC_NNDSS_Diseases_AnnualTables,La Crosse virus disease;Neuroinvasive
2016,geoId/39,P1Y,Count_MedicalConditionIncident_ConditionLaCrosseVirusDisease_NeuroinvasiveDisease,9.0,dcs:CDC_NNDSS_Diseases_AnnualTables,La Crosse virus disease;Neuroinvasive
2016,geoId/55,P1Y,Count_MedicalConditionIncident_ConditionLaCrosseVirusDisease_NeuroinvasiveDisease,3.0,dcs:CDC_NNDSS_Diseases_AnnualTables,La Crosse virus disease;Neuroinvasive
2016,usc/WestNorthCentralDivision,P1Y,Count_MedicalConditionIncident_ConditionLaCrosseVirusDisease_NeuroinvasiveDisease,3.0,dcs:CDC_NNDSS_Diseases_AnnualTables,La Crosse virus disease;Neuroinvasive
2016,geoId/27,P1Y,Count_MedicalConditionIncident_ConditionLaCrosseVirusDisease_NeuroinvasiveDisease,3.0,dcs:CDC_NNDSS_Diseases_AnnualTables,La Crosse virus disease;Neuroinvasive
2016,usc/SouthAtlanticDivision,P1Y,Count_MedicalConditionIncident_ConditionLaCrosseVirusDisease_NeuroinvasiveDisease,13.0,dcs:CDC_NNDSS_Diseases_AnnualTables,La Crosse virus disease;Neuroinvasive
2016,geoId/37,P1Y,Count_MedicalConditionIncident_ConditionLaCrosseVirusDisease_NeuroinvasiveDisease,8.0,dcs:CDC_NNDSS_Diseases_AnnualTables,La Crosse virus disease;Neuroinvasive
2016,geoId/54,P1Y,Count_MedicalConditionIncident_ConditionLaCrosseVirusDisease_NeuroinvasiveDisease,5.0,dcs:CDC_NNDSS_Diseases_AnnualTables,La Crosse virus disease;Neuroinvasive
2016,usc/EastSouthCentralDivision,P1Y,Count_MedicalConditionIncident_ConditionLaCrosseVirusDisease_NeuroinvasiveDisease,3.0,dcs:CDC_NNDSS_Diseases_AnnualTables,La Crosse virus disease;Neuroinvasive
2016,geoId/47,P1Y,Count_MedicalConditionIncident_ConditionLaCrosseVirusDisease_NeuroinvasiveDisease,3.0,dcs:CDC_NNDSS_Diseases_AnnualTables,La Crosse virus disease;Neuroinvasive
2016,country/USA,P1Y,Count_MedicalConditionIncident_ConditionLaCrosseVirusDisease,4.0,dcs:CDC_NNDSS_Diseases_AnnualTables,La Crosse virus disease;Non-neurovasive
2016,usc/EastNorthCentralDivision,P1Y,Count_MedicalConditionIncident_ConditionLaCrosseVirusDisease,1.0,dcs:CDC_NNDSS_Diseases_AnnualTables,La Crosse virus disease;Non-neurovasive
2016,geoId/55,P1Y,Count_MedicalConditionIncident_ConditionLaCrosseVirusDisease,1.0,dcs:CDC_NNDSS_Diseases_AnnualTables,La Crosse virus disease;Non-neurovasive
2016,usc/SouthAtlanticDivision,P1Y,Count_MedicalConditionIncident_ConditionLaCrosseVirusDisease,3.0,dcs:CDC_NNDSS_Diseases_AnnualTables,La Crosse virus disease;Non-neurovasive
2016,geoId/54,P1Y,Count_MedicalConditionIncident_ConditionLaCrosseVirusDisease,3.0,dcs:CDC_NNDSS_Diseases_AnnualTables,La Crosse virus disease;Non-neurovasive
2016,country/USA,P1Y,Count_MedicalConditionIncident_ConditionPowassanVirusDisease_NeuroinvasiveDisease,21.0,dcs:CDC_NNDSS_Diseases_AnnualTables,Powassan virus disease;Neuroinvasive
2016,usc/NewEnglandDivision,P1Y,Count_MedicalConditionIncident_ConditionPowassanVirusDisease_NeuroinvasiveDisease,9.0,dcs:CDC_NNDSS_Diseases_AnnualTables,Powassan virus disease;Neuroinvasive
2016,geoId/09,P1Y,Count_MedicalConditionIncident_ConditionPowassanVirusDisease_NeuroinvasiveDisease,1.0,dcs:CDC_NNDSS_Diseases_AnnualTables,Powassan virus disease;Neuroinvasive
2016,geoId/23,P1Y,Count_MedicalConditionIncident_ConditionPowassanVirusDisease_NeuroinvasiveDisease,1.0,dcs:CDC_NNDSS_Diseases_AnnualTables,Powassan virus disease;Neuroinvasive
2016,geoId/25,P1Y,Count_MedicalConditionIncident_ConditionPowassanVirusDisease_NeuroinvasiveDisease,5.0,dcs:CDC_NNDSS_Diseases_AnnualTables,Powassan virus disease;Neuroinvasive
2016,geoId/33,P1Y,Count_MedicalConditionIncident_ConditionPowassanVirusDisease_NeuroinvasiveDisease,1.0,dcs:CDC_NNDSS_Diseases_AnnualTables,Powassan virus disease;Neuroinvasive
2016,geoId/44,P1Y,Count_MedicalConditionIncident_ConditionPowassanVirusDisease_NeuroinvasiveDisease,1.0,dcs:CDC_NNDSS_Diseases_AnnualTables,Powassan virus disease;Neuroinvasive
2016,usc/MiddleAtlanticDivision,P1Y,Count_MedicalConditionIncident_ConditionPowassanVirusDisease_NeuroinvasiveDisease,1.0,dcs:CDC_NNDSS_Diseases_AnnualTables,Powassan virus disease;Neuroinvasive
2016,usc/EastNorthCentralDivision,P1Y,Count_MedicalConditionIncident_ConditionPowassanVirusDisease_NeuroinvasiveDisease,5.0,dcs:CDC_NNDSS_Diseases_AnnualTables,Powassan virus disease;Neuroinvasive
2016,geoId/55,P1Y,Count_MedicalConditionIncident_ConditionPowassanVirusDisease_NeuroinvasiveDisease,5.0,dcs:CDC_NNDSS_Diseases_AnnualTables,Powassan virus disease;Neuroinvasive
2016,usc/WestNorthCentralDivision,P1Y,Count_MedicalConditionIncident_ConditionPowassanVirusDisease_NeuroinvasiveDisease,5.0,dcs:CDC_NNDSS_Diseases_AnnualTables,Powassan virus disease;Neuroinvasive
2016,geoId/27,P1Y,Count_MedicalConditionIncident_ConditionPowassanVirusDisease_NeuroinvasiveDisease,5.0,dcs:CDC_NNDSS_Diseases_AnnualTables,Powassan virus disease;Neuroinvasive
2016,usc/SouthAtlanticDivision,P1Y,Count_MedicalConditionIncident_ConditionPowassanVirusDisease_NeuroinvasiveDisease,1.0,dcs:CDC_NNDSS_Diseases_AnnualTables,Powassan virus disease;Neuroinvasive
2016,geoId/37,P1Y,Count_MedicalConditionIncident_ConditionPowassanVirusDisease_NeuroinvasiveDisease,1.0,dcs:CDC_NNDSS_Diseases_AnnualTables,Powassan virus disease;Neuroinvasive
2016,country/USA,P1Y,Count_MedicalConditionIncident_ConditionPowassanVirusDisease_NonNeuroinvasiveDisease,1.0,dcs:CDC_NNDSS_Diseases_AnnualTables,Powassan virus disease;Non-neuroinvasive
2016,usc/MiddleAtlanticDivision,P1Y,Count_MedicalConditionIncident_ConditionPowassanVirusDisease_NonNeuroinvasiveDisease,1.0,dcs:CDC_NNDSS_Diseases_AnnualTables,Powassan virus disease;Non-neuroinvasive
2016,country/USA,P1Y,Count_MedicalConditionIncident_ConditionStLouisEncephalitis_NeuroinvasiveDisease,7.0,dcs:CDC_NNDSS_Diseases_AnnualTables,St. Louis encephalitis virus disease;Neuroinvasive
2016,usc/EastNorthCentralDivision,P1Y,Count_MedicalConditionIncident_ConditionStLouisEncephalitis_NeuroinvasiveDisease,1.0,dcs:CDC_NNDSS_Diseases_AnnualTables,St. Louis encephalitis virus disease;Neuroinvasive
2016,geoId/17,P1Y,Count_MedicalConditionIncident_ConditionStLouisEncephalitis_NeuroinvasiveDisease,1.0,dcs:CDC_NNDSS_Diseases_AnnualTables,St. Louis encephalitis virus disease;Neuroinvasive
2016,usc/MountainDivision,P1Y,Count_MedicalConditionIncident_ConditionStLouisEncephalitis_NeuroinvasiveDisease,3.0,dcs:CDC_NNDSS_Diseases_AnnualTables,St. Louis encephalitis virus disease;Neuroinvasive
2016,geoId/32,P1Y,Count_MedicalConditionIncident_ConditionStLouisEncephalitis_NeuroinvasiveDisease,2.0,dcs:CDC_NNDSS_Diseases_AnnualTables,St. Louis encephalitis virus disease;Neuroinvasive
2016,geoId/49,P1Y,Count_MedicalConditionIncident_ConditionStLouisEncephalitis_NeuroinvasiveDisease,1.0,dcs:CDC_NNDSS_Diseases_AnnualTables,St. Louis encephalitis virus disease;Neuroinvasive
2016,usc/PacificDivision,P1Y,Count_MedicalConditionIncident_ConditionStLouisEncephalitis_NeuroinvasiveDisease,3.0,dcs:CDC_NNDSS_Diseases_AnnualTables,St. Louis encephalitis virus disease;Neuroinvasive
2016,geoId/06,P1Y,Count_MedicalConditionIncident_ConditionStLouisEncephalitis_NeuroinvasiveDisease,3.0,dcs:CDC_NNDSS_Diseases_AnnualTables,St. Louis encephalitis virus disease;Neuroinvasive
2016,country/USA,P1Y,Count_MedicalConditionIncident_ConditionStLouisEncephalitis_NonNeuroinvasiveDisease,1.0,dcs:CDC_NNDSS_Diseases_AnnualTables,St. Louis encephalitis virus disease;Non-neuroinvasive
2016,usc/MountainDivision,P1Y,Count_MedicalConditionIncident_ConditionStLouisEncephalitis_NonNeuroinvasiveDisease,1.0,dcs:CDC_NNDSS_Diseases_AnnualTables,St. Louis encephalitis virus disease;Non-neuroinvasive
2016,geoId/32,P1Y,Count_MedicalConditionIncident_ConditionStLouisEncephalitis_NonNeuroinvasiveDisease,1.0,dcs:CDC_NNDSS_Diseases_AnnualTables,St. Louis encephalitis virus disease;Non-neuroinvasive
2016,country/USA,P1Y,Count_MedicalConditionIncident_ConditionWestNileVirusDisease_NeuroinvasiveDisease,1308.0,dcs:CDC_NNDSS_Diseases_AnnualTables,West Nile virus disease;Neuroinvasive
2016,usc/NewEnglandDivision,P1Y,Count_MedicalConditionIncident_ConditionWestNileVirusDisease_NeuroinvasiveDisease,15.0,dcs:CDC_NNDSS_Diseases_AnnualTables,West Nile virus disease;Neuroinvasive
2016,geoId/09,P1Y,Count_MedicalConditionIncident_ConditionWestNileVirusDisease_NeuroinvasiveDisease,1.0,dcs:CDC_NNDSS_Diseases_AnnualTables,West Nile virus disease;Neuroinvasive
2016,geoId/25,P1Y,Count_MedicalConditionIncident_ConditionWestNileVirusDisease_NeuroinvasiveDisease,10.0,dcs:CDC_NNDSS_Diseases_AnnualTables,West Nile virus disease;Neuroinvasive
2016,geoId/44,P1Y,Count_MedicalConditionIncident_ConditionWestNileVirusDisease_NeuroinvasiveDisease,2.0,dcs:CDC_NNDSS_Diseases_AnnualTables,West Nile virus disease;Neuroinvasive
2016,geoId/50,P1Y,Count_MedicalConditionIncident_ConditionWestNileVirusDisease_NeuroinvasiveDisease,2.0,dcs:CDC_NNDSS_Diseases_AnnualTables,West Nile virus disease;Neuroinvasive
2016,usc/MiddleAtlanticDivision,P1Y,Count_MedicalConditionIncident_ConditionWestNileVirusDisease_NeuroinvasiveDisease,43.0,dcs:CDC_NNDSS_Diseases_AnnualTables,West Nile virus disease;Neuroinvasive
2016,geoId/34,P1Y,Count_MedicalConditionIncident_ConditionWestNileVirusDisease_NeuroinvasiveDisease,11.0,dcs:CDC_NNDSS_Diseases_AnnualTables,West Nile virus disease;Neuroinvasive
2016,geoId/42,P1Y,Count_MedicalConditionIncident_ConditionWestNileVirusDisease_NeuroinvasiveDisease,12.0,dcs:CDC_NNDSS_Diseases_AnnualTables,West Nile virus disease;Neuroinvasive
2016,usc/EastNorthCentralDivision,P1Y,Count_MedicalConditionIncident_ConditionWestNileVirusDisease_NeuroinvasiveDisease,177.0,dcs:CDC_NNDSS_Diseases_AnnualTables,West Nile virus disease;Neuroinvasive
2016,geoId/17,P1Y,Count_MedicalConditionIncident_ConditionWestNileVirusDisease_NeuroinvasiveDisease,98.0,dcs:CDC_NNDSS_Diseases_AnnualTables,West Nile virus disease;Neuroinvasive
2016,geoId/18,P1Y,Count_MedicalConditionIncident_ConditionWestNileVirusDisease_NeuroinvasiveDisease,15.0,dcs:CDC_NNDSS_Diseases_AnnualTables,West Nile virus disease;Neuroinvasive
2016,geoId/26,P1Y,Count_MedicalConditionIncident_ConditionWestNileVirusDisease_NeuroinvasiveDisease,42.0,dcs:CDC_NNDSS_Diseases_AnnualTables,West Nile virus disease;Neuroinvasive
2016,geoId/39,P1Y,Count_MedicalConditionIncident_ConditionWestNileVirusDisease_NeuroinvasiveDisease,12.0,dcs:CDC_NNDSS_Diseases_AnnualTables,West Nile virus disease;Neuroinvasive
2016,geoId/55,P1Y,Count_MedicalConditionIncident_ConditionWestNileVirusDisease_NeuroinvasiveDisease,10.0,dcs:CDC_NNDSS_Diseases_AnnualTables,West Nile virus disease;Neuroinvasive
2016,usc/WestNorthCentralDivision,P1Y,Count_MedicalConditionIncident_ConditionWestNileVirusDisease_NeuroinvasiveDisease,175.0,dcs:CDC_NNDSS_Diseases_AnnualTables,West Nile virus disease;Neuroinvasive
2016,geoId/19,P1Y,Count_MedicalConditionIncident_ConditionWestNileVirusDisease_NeuroinvasiveDisease,16.0,dcs:CDC_NNDSS_Diseases_AnnualTables,West Nile virus disease;Neuroinvasive
2016,geoId/20,P1Y,Count_MedicalConditionIncident_ConditionWestNileVirusDisease_NeuroinvasiveDisease,18.0,dcs:CDC_NNDSS_Diseases_AnnualTables,West Nile virus disease;Neuroinvasive
2016,geoId/27,P1Y,Count_MedicalConditionIncident_ConditionWestNileVirusDisease_NeuroinvasiveDisease,38.0,dcs:CDC_NNDSS_Diseases_AnnualTables,West Nile virus disease;Neuroinvasive
2016,geoId/29,P1Y,Count_MedicalConditionIncident_ConditionWestNileVirusDisease_NeuroinvasiveDisease,9.0,dcs:CDC_NNDSS_Diseases_AnnualTables,West Nile virus disease;Neuroinvasive
2016,geoId/31,P1Y,Count_MedicalConditionIncident_ConditionWestNileVirusDisease_NeuroinvasiveDisease,35.0,dcs:CDC_NNDSS_Diseases_AnnualTables,West Nile virus disease;Neuroinvasive
2016,geoId/38,P1Y,Count_MedicalConditionIncident_ConditionWestNileVirusDisease_NeuroinvasiveDisease,24.0,dcs:CDC_NNDSS_Diseases_AnnualTables,West Nile virus disease;Neuroinvasive
2016,geoId/46,P1Y,Count_MedicalConditionIncident_ConditionWestNileVirusDisease_NeuroinvasiveDisease,35.0,dcs:CDC_NNDSS_Diseases_AnnualTables,West Nile virus disease;Neuroinvasive
2016,usc/SouthAtlanticDivision,P1Y,Count_MedicalConditionIncident_ConditionWestNileVirusDisease_NeuroinvasiveDisease,31.0,dcs:CDC_NNDSS_Diseases_AnnualTables,West Nile virus disease;Neuroinvasive
