observationAbout,observationDate,value,variableMeasured,unit
dcid:country/USA,2017,176840000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSAgricultureForestryFishingHunting_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2018,184105000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSAgricultureForestryFishingHunting_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2019,172480000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSAgricultureForestryFishingHunting_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2020,174902000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSAgricultureForestryFishingHunting_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2021,185699000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSAgricultureForestryFishingHunting_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2022,185649000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSAgricultureForestryFishingHunting_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2023,192667000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSAgricultureForestryFishingHunting_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2001,175810000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSMiningQuarryingOilGasExtraction_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2002,181209000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSMiningQuarryingOilGasExtraction_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2003,159545000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSMiningQuarryingOilGasExtraction_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2004,159750000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSMiningQuarryingOilGasExtraction_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2005,161563000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSMiningQuarryingOilGasExtraction_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2006,186486000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSMiningQuarryingOilGasExtraction_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2007,201455000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSMiningQuarryingOilGasExtraction_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2008,194981000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSMiningQuarryingOilGasExtraction_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2009,224143000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSMiningQuarryingOilGasExtraction_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2010,199079000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSMiningQuarryingOilGasExtraction_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2011,207047000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSMiningQuarryingOilGasExtraction_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2012,232219000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSMiningQuarryingOilGasExtraction_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2013,241753000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSMiningQuarryingOilGasExtraction_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2014,267428000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSMiningQuarryingOilGasExtraction_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2015,285933000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSMiningQuarryingOilGasExtraction_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2016,261614000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSMiningQuarryingOilGasExtraction_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2017,267302000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSMiningQuarryingOilGasExtraction_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2018,277013000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSMiningQuarryingOilGasExtraction_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2019,312457000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSMiningQuarryingOilGasExtraction_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2020,304491000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSMiningQuarryingOilGasExtraction_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2021,277667000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSMiningQuarryingOilGasExtraction_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2022,251747000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSMiningQuarryingOilGasExtraction_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2023,336302000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSMiningQuarryingOilGasExtraction_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2001,233878000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSUtilities_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2002,239465000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSUtilities_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2003,236504000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSUtilities_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2004,251198000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSUtilities_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2005,239788000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSUtilities_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2006,254326000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSUtilities_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2007,260531000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSUtilities_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2008,276326000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSUtilities_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2009,256992000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSUtilities_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2010,290760000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSUtilities_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2011,301868000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSUtilities_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2012,306229000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSUtilities_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2013,304002000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSUtilities_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2014,292730000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSUtilities_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2015,296934000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSUtilities_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2016,313557000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSUtilities_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2017,313711000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSUtilities_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2018,309269000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSUtilities_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2019,312519000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSUtilities_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2020,331357000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSUtilities_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2021,321279000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSUtilities_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2022,326953000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSUtilities_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2023,342977000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSUtilities_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2001,909395000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSConstruction_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2002,878484000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSConstruction_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2003,896733000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSConstruction_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2004,930317000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSConstruction_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2005,934014000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSConstruction_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2006,913050000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSConstruction_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2007,888205000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSConstruction_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2008,801629000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSConstruction_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2009,686678000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSConstruction_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2010,656758000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSConstruction_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2011,648944000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSConstruction_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2012,670176000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSConstruction_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2013,697567000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSConstruction_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2014,721220000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSConstruction_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2015,764407000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSConstruction_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2016,804359000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSConstruction_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2017,840220000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSConstruction_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2018,863755000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSConstruction_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2019,882288000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSConstruction_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2020,862678000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSConstruction_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2021,887608000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSConstruction_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2022,839967000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSConstruction_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2023,821062000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSConstruction_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2001,1586107000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSManufacturing_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2002,1602647000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSManufacturing_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2003,1702774000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSManufacturing_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2004,1824252000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSManufacturing_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2005,1877712000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSManufacturing_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2006,1982924000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSManufacturing_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2007,2065456000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSManufacturing_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2008,2021152000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSManufacturing_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2009,1841889000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSManufacturing_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2010,1950751000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSManufacturing_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2011,1964443000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSManufacturing_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2012,1964569000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSManufacturing_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2013,2030161000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSManufacturing_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2014,2049232000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSManufacturing_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2015,2064781000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSManufacturing_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2016,2049338000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSManufacturing_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2017,2109718000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSManufacturing_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2018,2213031000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSManufacturing_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2019,2224832000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSManufacturing_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2020,2128273000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSManufacturing_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2021,2289436000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSManufacturing_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2022,2310936000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSManufacturing_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2023,2317923000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSManufacturing_RealValue,ChainedUSDollarBaseYr2017
