key,Prop,value,,,,,,,,,,,,,,,,,,,,,,,,
CL_TWAY:2,locationType,OtherLimitedAccessLocation,CLTWAY,other limited access location,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident on {CLTWAY}""",description,"""Count of crash incident where the route signing of the trafficway on which the crash occurred is {CLTWAY}""",descriptionUrl,"""https://crashstats.nhtsa.dot.gov/Api/Public/ViewPublication/813417#page=51""",,
CL_TWAY:3,locationType,NHTSA_OtherUSRoute,CLTWAY,other US route,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident on {CLTWAY}""",description,"""Count of crash incident where the route signing of the trafficway on which the crash occurred is {CLTWAY}""",descriptionUrl,"""https://crashstats.nhtsa.dot.gov/Api/Public/ViewPublication/813417#page=51""",,
CL_TWAY:4,locationType,OtherStateRoute,CLTWAY,other state route,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident on {CLTWAY}""",description,"""Count of crash incident where the route signing of the trafficway on which the crash occurred is {CLTWAY}""",descriptionUrl,"""https://crashstats.nhtsa.dot.gov/Api/Public/ViewPublication/813417#page=51""",,
CL_TWAY:5,locationType,OtherMajorArterialRoad,CLTWAY,other major arterial road,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident on {CLTWAY}""",description,"""Count of crash incident where the route signing of the trafficway on which the crash occurred is {CLTWAY}""",descriptionUrl,"""https://crashstats.nhtsa.dot.gov/Api/Public/ViewPublication/813417#page=51""",,
CL_TWAY:6,locationType,CountyRoad,CLTWAY,county road,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident on {CLTWAY}""",description,"""Count of crash incident where the route signing of the trafficway on which the crash occurred is {CLTWAY}""",descriptionUrl,"""https://crashstats.nhtsa.dot.gov/Api/Public/ViewPublication/813417#page=51""",,
CL_TWAY:7,locationType,LocalStreet,CLTWAY,local street,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident on {CLTWAY}""",description,"""Count of crash incident where the route signing of the trafficway on which the crash occurred is {CLTWAY}""",descriptionUrl,"""https://crashstats.nhtsa.dot.gov/Api/Public/ViewPublication/813417#page=51""",,
CL_TWAY:8,locationType,NHTSA_OtherLocation,CLTWAY,other location,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident on {CLTWAY}""",description,"""Count of crash incident where the route signing of the trafficway on which the crash occurred is {CLTWAY}""",descriptionUrl,"""https://crashstats.nhtsa.dot.gov/Api/Public/ViewPublication/813417#page=51""",,
CL_TWAY:9,locationType,NHTSA_UnknownLocation,CLTWAY,unknown location,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident on {CLTWAY}""",description,"""Count of crash incident where the route signing of the trafficway on which the crash occurred is {CLTWAY}""",descriptionUrl,"""https://crashstats.nhtsa.dot.gov/Api/Public/ViewPublication/813417#page=51""",,
ROUTE:1,locationType,InterstateRoad,ROUTE,interstate road,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident on {ROUTE}""",description,"""Count of crash incident where the route signing of the trafficway on which the crash occurred is {ROUTE}""",descriptionUrl,"""https://crashstats.nhtsa.dot.gov/Api/Public/ViewPublication/813417#page=51""",,
ROUTE:2,locationType,USHighway,ROUTE,US highway,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident on {ROUTE}""",description,"""Count of crash incident where the route signing of the trafficway on which the crash occurred is {ROUTE}""",descriptionUrl,"""https://crashstats.nhtsa.dot.gov/Api/Public/ViewPublication/813417#page=51""",,
ROUTE:3,locationType,StateHighway,ROUTE,state highway,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident on {ROUTE}""",description,"""Count of crash incident where the route signing of the trafficway on which the crash occurred is {ROUTE}""",descriptionUrl,"""https://crashstats.nhtsa.dot.gov/Api/Public/ViewPublication/813417#page=51""",,
ROUTE:4,locationType,CountyRoad,ROUTE,county road,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident on {ROUTE}""",description,"""Count of crash incident where the route signing of the trafficway on which the crash occurred is {ROUTE}""",descriptionUrl,"""https://crashstats.nhtsa.dot.gov/Api/Public/ViewPublication/813417#page=51""",,
ROUTE:5,locationType,LocalStreetTownship,ROUTE,local street township,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident on {ROUTE}""",description,"""Count of crash incident where the route signing of the trafficway on which the crash occurred is {ROUTE}""",descriptionUrl,"""https://crashstats.nhtsa.dot.gov/Api/Public/ViewPublication/813417#page=51""",,
ROUTE:6,locationType,LocalStreetMunicipality,ROUTE,local street municipality,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident on {ROUTE}""",description,"""Count of crash incident where the route signing of the trafficway on which the crash occurred is {ROUTE}""",descriptionUrl,"""https://crashstats.nhtsa.dot.gov/Api/Public/ViewPublication/813417#page=51""",,
ROUTE:7,locationType,LocalStreetFrontageRoad,ROUTE,local street frontage road,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident on {ROUTE}""",description,"""Count of crash incident where the route signing of the trafficway on which the crash occurred is {ROUTE}""",descriptionUrl,"""https://crashstats.nhtsa.dot.gov/Api/Public/ViewPublication/813417#page=51""",,
ROUTE:8,locationType,NHTSA_OtherLocation,ROUTE,other location,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident on {ROUTE}""",description,"""Count of crash incident where the route signing of the trafficway on which the crash occurred is {ROUTE}""",descriptionUrl,"""https://crashstats.nhtsa.dot.gov/Api/Public/ViewPublication/813417#page=51""",,
ROUTE:9,locationType,NHTSA_UnknownLocation,ROUTE,unknown location,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident on {ROUTE}""",description,"""Count of crash incident where the route signing of the trafficway on which the crash occurred is {ROUTE}""",descriptionUrl,"""https://crashstats.nhtsa.dot.gov/Api/Public/ViewPublication/813417#page=51""",,
ROUTE:10,trafficwayRouteSigning,dcs:ParkwayMarkerOrForestRouteMarker,ROUTE,park way marker or forest route marker,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident on {ROUTE}""",description,"""Count of crash incident where the route signing of the trafficway on which the crash occurred is {ROUTE}""",descriptionUrl,"""https://crashstats.nhtsa.dot.gov/Api/Public/ViewPublication/813417#page=51""",,
ROUTE:11,trafficwayRouteSigning,dcs:OffInterstateBusinessMarker,ROUTE,off interstate business marker,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident on {ROUTE}""",description,"""Count of crash incident where the route signing of the trafficway on which the crash occurred is {ROUTE}""",descriptionUrl,"""https://crashstats.nhtsa.dot.gov/Api/Public/ViewPublication/813417#page=51""",,
ROUTE:12,trafficwayRouteSigning,dcs:SecondaryRoute,ROUTE,secondary route,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident on {ROUTE}""",description,"""Count of crash incident where the route signing of the trafficway on which the crash occurred is {ROUTE}""",descriptionUrl,"""https://crashstats.nhtsa.dot.gov/Api/Public/ViewPublication/813417#page=51""",,
ROUTE:13,trafficwayRouteSigning,dcs:BureauOfIndianAffairsTrafficway,ROUTE,bureau of indian affairs trafficway,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident on {ROUTE}""",description,"""Count of crash incident where the route signing of the trafficway on which the crash occurred is {ROUTE}""",descriptionUrl,"""https://crashstats.nhtsa.dot.gov/Api/Public/ViewPublication/813417#page=51""",,
ROUTE:95,trafficwayRouteSigning,dcs:NHTSA_OtherLocation,ROUTE,other location,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident on {ROUTE}""",description,"""Count of crash incident where the route signing of the trafficway on which the crash occurred is {ROUTE}""",descriptionUrl,"""https://crashstats.nhtsa.dot.gov/Api/Public/ViewPublication/813417#page=51""",,
ROUTE:96,trafficwayRouteSigning,dcs:TrafficwayNotInStateInventory,ROUTE,trafficway not in state inventory,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident on {ROUTE}""",description,"""Count of crash incident where the route signing of the trafficway on which the crash occurred is {ROUTE}""",descriptionUrl,"""https://crashstats.nhtsa.dot.gov/Api/Public/ViewPublication/813417#page=51""",,
ROUTE:99,trafficwayRouteSigning,dcs:NHTSA_UnknownLocation,ROUTE,unknown location,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident on {ROUTE}""",description,"""Count of crash incident where the route signing of the trafficway on which the crash occurred is {ROUTE}""",descriptionUrl,"""https://crashstats.nhtsa.dot.gov/Api/Public/ViewPublication/813417#page=51""",,
NHS:0,locationType,NotOnNationalHighway,NH,that is not part of the national highway system,NATHIGH,not on national highway,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident occured {NATHIGH}""",description,"""Count of crash incident occurred on a trafficway {NH}""",descriptionUrl,"""https://crashstats.nhtsa.dot.gov/Api/Public/ViewPublication/813417#page=54"""
NHS:1,locationType,NationalHighway,NH,that is part of the national highway system,NATHIGH,on national highway,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident occured {NATHIGH}""",description,"""Count of crash incident occurred on a trafficway {NH}""",descriptionUrl,"""https://crashstats.nhtsa.dot.gov/Api/Public/ViewPublication/813417#page=54"""
NHS:9,#Ignore,skip value,value,1,,,,,,,,,,,,,,,,,,,,,,
SP_JUR:0,jurisdiction,NoSpecialJurisdiction,SP,no special jurisdiction,SEPJUR,no special jurisdiction,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident on {SEPJUR}""",description,"""Count of crash incident where location on the trafficway where the crash occurred is {SP} even though it may be patrolled by State, county or local police""",descriptionUrl,"""https://crashstats.nhtsa.dot.gov/Api/Public/ViewPublication/813417#page=55"""
SP_JUR:1,jurisdiction,NationalParkService,SP,national park service qualifies as a special jurisdiction,SEPJUR,national park service,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident on {SEPJUR}""",description,"""Count of crash incident where location on the trafficway where the crash occurred is {SP} even though it may be patrolled by State, county or local police""",descriptionUrl,"""https://crashstats.nhtsa.dot.gov/Api/Public/ViewPublication/813417#page=55"""
SP_JUR:2,jurisdiction,MilitaryJurisdiction,SP,military qualifies as a special jurisdiction,SEPJUR,military,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident on {SEPJUR}""",description,"""Count of crash incident where location on the trafficway where the crash occurred is {SP} even though it may be patrolled by State, county or local police""",descriptionUrl,"""https://crashstats.nhtsa.dot.gov/Api/Public/ViewPublication/813417#page=55"""
SP_JUR:3,jurisdiction,IndianReservation,SP,indian reservation qualifies as a special jurisdiction,SEPJUR,indian reservation,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident on {SEPJUR}""",description,"""Count of crash incident where location on the trafficway where the crash occurred is {SP} even though it may be patrolled by State, county or local police""",descriptionUrl,"""https://crashstats.nhtsa.dot.gov/Api/Public/ViewPublication/813417#page=55"""
SP_JUR:4,jurisdiction,CollegeOrUniversityCampus,SP,college or university campus qualifies as a special jurisdiction,SEPJUR,college or university campus,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident on {SEPJUR}""",description,"""Count of crash incident where location on the trafficway where the crash occurred is {SP} even though it may be patrolled by State, county or local police""",descriptionUrl,"""https://crashstats.nhtsa.dot.gov/Api/Public/ViewPublication/813417#page=55"""
SP_JUR:5,jurisdiction,OtherFederalProperty,SP,other federal property qualifies as a special jurisdiction,SEPJUR,other federal property,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident on {SEPJUR}""",description,"""Count of crash incident where location on the trafficway where the crash occurred is {SP} even though it may be patrolled by State, county or local police""",descriptionUrl,"""https://crashstats.nhtsa.dot.gov/Api/Public/ViewPublication/813417#page=55"""
SP_JUR:8,jurisdiction,NHTSA_OtherJurisdiction,SP,other location qualifies as a special jurisdiction,SEPJUR,other location,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident on {SEPJUR}""",description,"""Count of crash incident where location on the trafficway where the crash occurred is {SP} even though it may be patrolled by State, county or local police""",descriptionUrl,"""https://crashstats.nhtsa.dot.gov/Api/Public/ViewPublication/813417#page=55"""
SP_JUR:9,jurisdiction,NHTSA_UnknownJurisdiction,SP,unknown location qualifies as a special jurisdiction,SEPJUR,unknown location,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident on {SEPJUR}""",description,"""Count of crash incident where location on the trafficway where the crash occurred is {SP} even though it may be patrolled by State, county or local police""",descriptionUrl,"""https://crashstats.nhtsa.dot.gov/Api/Public/ViewPublication/813417#page=55"""
MAN_COLL:0,mannerOfCollision,CollisionNotWithMotorVehicleInTransport,ORIENTATION,collision not with motor vehicle in transport,measuredProperty,count,populationType,VehicleCrashIncident,crashType,CollisionCrash,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident where {ORIENTATION}",description,"""Count of crash incident where {ORIENTATION} of two motor vehicles in-transport when they are involved in the First Harmful Event of a collision crash""",descriptionUrl,"""https://crashstats.nhtsa.dot.gov/Api/Public/ViewPublication/813417#page=63"""
MAN_COLL:1,mannerOfCollision,RearEndCollision,ORIENTATION,rear end collision,measuredProperty,count,populationType,VehicleCrashIncident,crashType,CollisionCrash,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident where {ORIENTATION}",description,"""Count of crash incident where {ORIENTATION} of two motor vehicles in-transport when they are involved in the First Harmful Event of a collision crash""",descriptionUrl,"""https://crashstats.nhtsa.dot.gov/Api/Public/ViewPublication/813417#page=63"""
MAN_COLL:2,mannerOfCollision,HeadOnCollision,ORIENTATION,head on collision,measuredProperty,count,populationType,VehicleCrashIncident,crashType,CollisionCrash,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident where {ORIENTATION}",description,"""Count of crash incident where {ORIENTATION} of two motor vehicles in-transport when they are involved in the First Harmful Event of a collision crash""",descriptionUrl,"""https://crashstats.nhtsa.dot.gov/Api/Public/ViewPublication/813417#page=63"""
MAN_COLL:3,mannerOfCollision,FrontToSideSameDirectionCollision,ORIENTATION,front to side same direction collision,measuredProperty,count,populationType,VehicleCrashIncident,crashType,CollisionCrash,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident where {ORIENTATION}",description,"""Count of crash incident where {ORIENTATION} of two motor vehicles in-transport when they are involved in the First Harmful Event of a collision crash""",descriptionUrl,"""https://crashstats.nhtsa.dot.gov/Api/Public/ViewPublication/813417#page=63"""
MAN_COLL:4,mannerOfCollision,FrontToSideOppositeDirectionCollision,ORIENTATION,front to side opposite direction collision,measuredProperty,count,populationType,VehicleCrashIncident,crashType,CollisionCrash,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident where {ORIENTATION}",description,"""Count of crash incident where {ORIENTATION} of two motor vehicles in-transport when they are involved in the First Harmful Event of a collision crash""",descriptionUrl,"""https://crashstats.nhtsa.dot.gov/Api/Public/ViewPublication/813417#page=63"""
MAN_COLL:5,mannerOfCollision,SideswipeSameDirectionCollision,ORIENTATION,sideswipe same direction collision,measuredProperty,count,populationType,VehicleCrashIncident,crashType,CollisionCrash,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident where {ORIENTATION}",description,"""Count of crash incident where {ORIENTATION} of two motor vehicles in-transport when they are involved in the First Harmful Event of a collision crash""",descriptionUrl,"""https://crashstats.nhtsa.dot.gov/Api/Public/ViewPublication/813417#page=63"""
MAN_COLL:6,mannerOfCollision,AngleCollision,ORIENTATION,angle collision,measuredProperty,count,populationType,VehicleCrashIncident,crashType,CollisionCrash,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident where {ORIENTATION}",description,"""Count of crash incident where {ORIENTATION} of two motor vehicles in-transport when they are involved in the First Harmful Event of a collision crash""",descriptionUrl,"""https://crashstats.nhtsa.dot.gov/Api/Public/ViewPublication/813417#page=63"""
MAN_COLL:7,mannerOfCollision,SideswipeSameDirectionCollision,ORIENTATION,sideswipe same direction collision,measuredProperty,count,populationType,VehicleCrashIncident,crashType,CollisionCrash,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident where {ORIENTATION}",description,"""Count of crash incident where {ORIENTATION} of two motor vehicles in-transport when they are involved in the First Harmful Event of a collision crash""",descriptionUrl,"""https://crashstats.nhtsa.dot.gov/Api/Public/ViewPublication/813417#page=63"""
MAN_COLL:8,mannerOfCollision,SideswipeOppositeDirectionCollision,ORIENTATION,sideswipe opposite direction collision,measuredProperty,count,populationType,VehicleCrashIncident,crashType,CollisionCrash,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident where {ORIENTATION}",description,"""Count of crash incident where {ORIENTATION} of two motor vehicles in-transport when they are involved in the First Harmful Event of a collision crash""",descriptionUrl,"""https://crashstats.nhtsa.dot.gov/Api/Public/ViewPublication/813417#page=63"""
MAN_COLL:9,mannerOfCollision,RearToSideCollision,ORIENTATION,rear to side collision,measuredProperty,count,populationType,VehicleCrashIncident,crashType,CollisionCrash,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident where {ORIENTATION}",description,"""Count of crash incident where {ORIENTATION} of two motor vehicles in-transport when they are involved in the First Harmful Event of a collision crash""",descriptionUrl,"""https://crashstats.nhtsa.dot.gov/Api/Public/ViewPublication/813417#page=63"""
MAN_COLL:10,mannerOfCollision,RearToRearCollision,ORIENTATION,rear to rear collision,measuredProperty,count,populationType,VehicleCrashIncident,crashType,CollisionCrash,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident where {ORIENTATION}",description,"""Count of crash incident where {ORIENTATION} of two motor vehicles in-transport when they are involved in the First Harmful Event of a collision crash""",descriptionUrl,"""https://crashstats.nhtsa.dot.gov/Api/Public/ViewPublication/813417#page=63"""
MAN_COLL:11,mannerOfCollision,NHTSA_OtherOrientation,ORIENTATION,other orientation of collision,measuredProperty,count,populationType,VehicleCrashIncident,crashType,CollisionCrash,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident where {ORIENTATION}",description,"""Count of crash incident where {ORIENTATION} of two motor vehicles in-transport when they are involved in the First Harmful Event of a collision crash""",descriptionUrl,"""https://crashstats.nhtsa.dot.gov/Api/Public/ViewPublication/813417#page=63"""
MAN_COLL:98,mannerOfCollision,NHTSA_NotReportedOrientation,ORIENTATION,not reported orientation of collision,measuredProperty,count,populationType,VehicleCrashIncident,crashType,CollisionCrash,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident where {ORIENTATION}",description,"""Count of crash incident where {ORIENTATION} of two motor vehicles in-transport when they are involved in the First Harmful Event of a collision crash""",descriptionUrl,"""https://crashstats.nhtsa.dot.gov/Api/Public/ViewPublication/813417#page=63"""
MAN_COLL:99,mannerOfCollision,NHTSA_UnknownOrientation,ORIENTATION,unknown orientation of collision,measuredProperty,count,populationType,VehicleCrashIncident,crashType,CollisionCrash,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident where {ORIENTATION}",description,"""Count of crash incident where {ORIENTATION} of two motor vehicles in-transport when they are involved in the First Harmful Event of a collision crash""",descriptionUrl,"""https://crashstats.nhtsa.dot.gov/Api/Public/ViewPublication/813417#page=63"""
