key,p1,v1,p2,v2,p3,v3,p4,v4,p5,v5,p6,v6,p7,v7
2010-09,observationDate,2010-09,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2010-10,observationDate,2010-10,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2010-11,observationDate,2010-11,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2010-12,observationDate,2010-12,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2011-01,observationDate,2011-01,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2011-02,observationDate,2011-02,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2011-03,observationDate,2011-03,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2011-04,observationDate,2011-04,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2011-05,observationDate,2011-05,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2011-06,observationDate,2011-06,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2011-07,observationDate,2011-07,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2011-08,observationDate,2011-08,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2011-09,observationDate,2011-09,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2011-10,observationDate,2011-10,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2011-11,observationDate,2011-11,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2011-12,observationDate,2011-12,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2012-01,observationDate,2012-01,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2012-02,observationDate,2012-02,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2012-03,observationDate,2012-03,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2012-04,observationDate,2012-04,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2012-05,observationDate,2012-05,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2012-06,observationDate,2012-06,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2012-07,observationDate,2012-07,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2012-08,observationDate,2012-08,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2012-09,observationDate,2012-09,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2012-10,observationDate,2012-10,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2012-11,observationDate,2012-11,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2012-12,observationDate,2012-12,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2013-01,observationDate,2013-01,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2013-02,observationDate,2013-02,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2013-03,observationDate,2013-03,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2013-04,observationDate,2013-04,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2013-05,observationDate,2013-05,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2013-06,observationDate,2013-06,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2013-07,observationDate,2013-07,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2013-08,observationDate,2013-08,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2013-09,observationDate,2013-09,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2013-10,observationDate,2013-10,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2013-11,observationDate,2013-11,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2013-12,observationDate,2013-12,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2014-01,observationDate,2014-01,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2014-02,observationDate,2014-02,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2014-03,observationDate,2014-03,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2014-04,observationDate,2014-04,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2014-05,observationDate,2014-05,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2014-06,observationDate,2014-06,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2014-07,observationDate,2014-07,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2014-08,observationDate,2014-08,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2014-09,observationDate,2014-09,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2014-10,observationDate,2014-10,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2014-11,observationDate,2014-11,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2014-12,observationDate,2014-12,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2015-01,observationDate,2015-01,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2015-02,observationDate,2015-02,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2015-03,observationDate,2015-03,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2015-04,observationDate,2015-04,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2015-05,observationDate,2015-05,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2015-06,observationDate,2015-06,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2015-07,observationDate,2015-07,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2015-08,observationDate,2015-08,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2015-09,observationDate,2015-09,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2015-10,observationDate,2015-10,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2015-11,observationDate,2015-11,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2015-12,observationDate,2015-12,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2016-01,observationDate,2016-01,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2016-02,observationDate,2016-02,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2016-03,observationDate,2016-03,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2016-04,observationDate,2016-04,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2016-05,observationDate,2016-05,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2016-06,observationDate,2016-06,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2016-07,observationDate,2016-07,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2016-08,observationDate,2016-08,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2016-09,observationDate,2016-09,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2016-10,observationDate,2016-10,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2016-11,observationDate,2016-11,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2016-12,observationDate,2016-12,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2017-01,observationDate,2017-01,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2017-02,observationDate,2017-02,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2017-03,observationDate,2017-03,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2017-04,observationDate,2017-04,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2017-05,observationDate,2017-05,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2017-06,observationDate,2017-06,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2017-07,observationDate,2017-07,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2017-08,observationDate,2017-08,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2017-09,observationDate,2017-09,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2017-10,observationDate,2017-10,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2017-11,observationDate,2017-11,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2017-12,observationDate,2017-12,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2018-01,observationDate,2018-01,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2018-02,observationDate,2018-02,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2018-03,observationDate,2018-03,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2018-04,observationDate,2018-04,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2018-05,observationDate,2018-05,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2018-06,observationDate,2018-06,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2018-07,observationDate,2018-07,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2018-08,observationDate,2018-08,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2018-09,observationDate,2018-09,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2018-10,observationDate,2018-10,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2018-11,observationDate,2018-11,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2018-12,observationDate,2018-12,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2019-01,observationDate,2019-01,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2019-02,observationDate,2019-02,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2019-03,observationDate,2019-03,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2019-04,observationDate,2019-04,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2019-05,observationDate,2019-05,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2019-06,observationDate,2019-06,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2019-07,observationDate,2019-07,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2019-08,observationDate,2019-08,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2019-09,observationDate,2019-09,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2019-10,observationDate,2019-10,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2019-11,observationDate,2019-11,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2019-12,observationDate,2019-12,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2020-01,observationDate,2020-01,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2020-02,observationDate,2020-02,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2020-03,observationDate,2020-03,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2020-04,observationDate,2020-04,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2020-05,observationDate,2020-05,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2020-06,observationDate,2020-06,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2020-07,observationDate,2020-07,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2020-08,observationDate,2020-08,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2020-09,observationDate,2020-09,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2020-10,observationDate,2020-10,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2020-11,observationDate,2020-11,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2020-12,observationDate,2020-12,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2021-01,observationDate,2021-01,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2021-02,observationDate,2021-02,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
2021-03,observationDate,2021-03,value,{Number},populationType,MortalityEvent,measuredProperty,count,measurementDenominator,Count_BirthEvent_LiveBirth,ageGroupClassification,Infant,unit,Per1000LiveBirths
