Year,Place,StatVar,Quantity,Unit,Column
2021,country/USA,dcid:MarginOfError_Count_Person_WorkPerYear48To49Week,19817.0,,Margin of Error!!Total!!Population 16 to 64 years!!WEEKS WORKED!!Worked 48 to 49 weeks
2021,geoId/01,dcid:MarginOfError_Count_Person_WorkPerYear48To49Week,1690.0,,Margin of Error!!Total!!Population 16 to 64 years!!WEEKS WORKED!!Worked 48 to 49 weeks
2021,geoId/02,dcid:MarginOfError_Count_Person_WorkPerYear48To49Week,640.0,,Margin of Error!!Total!!Population 16 to 64 years!!WEEKS WORKED!!Worked 48 to 49 weeks
2021,country/USA,dcid:Count_Person_WorkPerYear40To47Week,8337141.0,,Estimate!!Total!!Population 16 to 64 years!!WEEKS WORKED!!Worked 40 to 47 weeks
2021,geoId/01,dcid:Count_Person_WorkPerYear40To47Week,101047.0,,Estimate!!Total!!Population 16 to 64 years!!WEEKS WORKED!!Worked 40 to 47 weeks
2021,geoId/02,dcid:Count_Person_WorkPerYear40To47Week,25157.0,,Estimate!!Total!!Population 16 to 64 years!!WEEKS WORKED!!Worked 40 to 47 weeks
2021,country/USA,dcid:MarginOfError_Count_Person_WorkPerYear40To47Week,37260.0,,Margin of Error!!Total!!Population 16 to 64 years!!WEEKS WORKED!!Worked 40 to 47 weeks
2021,geoId/01,dcid:MarginOfError_Count_Person_WorkPerYear40To47Week,2446.0,,Margin of Error!!Total!!Population 16 to 64 years!!WEEKS WORKED!!Worked 40 to 47 weeks
2021,geoId/02,dcid:MarginOfError_Count_Person_WorkPerYear40To47Week,1226.0,,Margin of Error!!Total!!Population 16 to 64 years!!WEEKS WORKED!!Worked 40 to 47 weeks
2021,country/USA,dcid:Count_Person_WorkPerYear27To39Week,7623839.0,,Estimate!!Total!!Population 16 to 64 years!!WEEKS WORKED!!Worked 27 to 39 weeks
2021,geoId/01,dcid:Count_Person_WorkPerYear27To39Week,102179.0,,Estimate!!Total!!Population 16 to 64 years!!WEEKS WORKED!!Worked 27 to 39 weeks
2021,geoId/02,dcid:Count_Person_WorkPerYear27To39Week,24720.0,,Estimate!!Total!!Population 16 to 64 years!!WEEKS WORKED!!Worked 27 to 39 weeks
2021,country/USA,dcid:MarginOfError_Count_Person_WorkPerYear27To39Week,26951.0,,Margin of Error!!Total!!Population 16 to 64 years!!WEEKS WORKED!!Worked 27 to 39 weeks
2021,geoId/01,dcid:MarginOfError_Count_Person_WorkPerYear27To39Week,3062.0,,Margin of Error!!Total!!Population 16 to 64 years!!WEEKS WORKED!!Worked 27 to 39 weeks
2021,geoId/02,dcid:MarginOfError_Count_Person_WorkPerYear27To39Week,1327.0,,Margin of Error!!Total!!Population 16 to 64 years!!WEEKS WORKED!!Worked 27 to 39 weeks
2021,country/USA,dcid:Count_Person_WorkPerYear14To26Week,7710755.0,,Estimate!!Total!!Population 16 to 64 years!!WEEKS WORKED!!Worked 14 to 26 weeks
2021,geoId/01,dcid:Count_Person_WorkPerYear14To26Week,106052.0,,Estimate!!Total!!Population 16 to 64 years!!WEEKS WORKED!!Worked 14 to 26 weeks
2021,geoId/02,dcid:Count_Person_WorkPerYear14To26Week,25692.0,,Estimate!!Total!!Population 16 to 64 years!!WEEKS WORKED!!Worked 14 to 26 weeks
2021,country/USA,dcid:MarginOfError_Count_Person_WorkPerYear14To26Week,26874.0,,Margin of Error!!Total!!Population 16 to 64 years!!WEEKS WORKED!!Worked 14 to 26 weeks
2021,geoId/01,dcid:MarginOfError_Count_Person_WorkPerYear14To26Week,2675.0,,Margin of Error!!Total!!Population 16 to 64 years!!WEEKS WORKED!!Worked 14 to 26 weeks
2021,geoId/02,dcid:MarginOfError_Count_Person_WorkPerYear14To26Week,1095.0,,Margin of Error!!Total!!Population 16 to 64 years!!WEEKS WORKED!!Worked 14 to 26 weeks
2021,country/USA,dcid:Count_Person_WorkPerYear1To13Week,11205629.0,,Estimate!!Total!!Population 16 to 64 years!!WEEKS WORKED!!Worked 1 to 13 weeks
2021,geoId/01,dcid:Count_Person_WorkPerYear1To13Week,163377.0,,Estimate!!Total!!Population 16 to 64 years!!WEEKS WORKED!!Worked 1 to 13 weeks
2021,geoId/02,dcid:Count_Person_WorkPerYear1To13Week,32857.0,,Estimate!!Total!!Population 16 to 64 years!!WEEKS WORKED!!Worked 1 to 13 weeks
2021,country/USA,dcid:MarginOfError_Count_Person_WorkPerYear1To13Week,47553.0,,Margin of Error!!Total!!Population 16 to 64 years!!WEEKS WORKED!!Worked 1 to 13 weeks
2021,geoId/01,dcid:MarginOfError_Count_Person_WorkPerYear1To13Week,3445.0,,Margin of Error!!Total!!Population 16 to 64 years!!WEEKS WORKED!!Worked 1 to 13 weeks
2021,geoId/02,dcid:MarginOfError_Count_Person_WorkPerYear1To13Week,1472.0,,Margin of Error!!Total!!Population 16 to 64 years!!WEEKS WORKED!!Worked 1 to 13 weeks
2021,country/USA,dcid:Count_Person_DidNotWork,47962637.0,,Estimate!!Total!!Population 16 to 64 years!!WEEKS WORKED!!Did not work
2021,geoId/01,dcid:Count_Person_DidNotWork,896141.0,,Estimate!!Total!!Population 16 to 64 years!!WEEKS WORKED!!Did not work
2021,geoId/02,dcid:Count_Person_DidNotWork,98683.0,,Estimate!!Total!!Population 16 to 64 years!!WEEKS WORKED!!Did not work
2021,country/USA,dcid:MarginOfError_Count_Person_DidNotWork,150708.0,,Margin of Error!!Total!!Population 16 to 64 years!!WEEKS WORKED!!Did not work
2021,geoId/01,dcid:MarginOfError_Count_Person_DidNotWork,7602.0,,Margin of Error!!Total!!Population 16 to 64 years!!WEEKS WORKED!!Did not work
2021,geoId/02,dcid:MarginOfError_Count_Person_DidNotWork,1911.0,,Margin of Error!!Total!!Population 16 to 64 years!!WEEKS WORKED!!Did not work
2021,country/USA,dcid:Count_Person_WorkPerWeek35OrMoreHour,127401861.0,,Estimate!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week
2021,geoId/01,dcid:Count_Person_WorkPerWeek35OrMoreHour,1811844.0,,Estimate!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week
2021,geoId/02,dcid:Count_Person_WorkPerWeek35OrMoreHour,304039.0,,Estimate!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week
2021,country/USA,dcid:MarginOfError_Count_Person_WorkPerWeek35OrMoreHour,89658.0,,Margin of Error!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week
2021,geoId/01,dcid:MarginOfError_Count_Person_WorkPerWeek35OrMoreHour,6953.0,,Margin of Error!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week
2021,geoId/02,dcid:MarginOfError_Count_Person_WorkPerWeek35OrMoreHour,2115.0,,Margin of Error!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week
2021,country/USA,dcid:Count_Person_WorkPerWeek35OrMoreHour_WorkPerYear50To52Week,108664479.0,,Estimate!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week!!50 to 52 weeks
2021,geoId/01,dcid:Count_Person_WorkPerWeek35OrMoreHour_WorkPerYear50To52Week,1556182.0,,Estimate!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week!!50 to 52 weeks
2021,geoId/02,dcid:Count_Person_WorkPerWeek35OrMoreHour_WorkPerYear50To52Week,233669.0,,Estimate!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week!!50 to 52 weeks
2021,country/USA,dcid:MarginOfError_Count_Person_WorkPerWeek35OrMoreHour_WorkPerYear50To52Week,81436.0,,Margin of Error!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week!!50 to 52 weeks
2021,geoId/01,dcid:MarginOfError_Count_Person_WorkPerWeek35OrMoreHour_WorkPerYear50To52Week,7987.0,,Margin of Error!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week!!50 to 52 weeks
2021,geoId/02,dcid:MarginOfError_Count_Person_WorkPerWeek35OrMoreHour_WorkPerYear50To52Week,2644.0,,Margin of Error!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week!!50 to 52 weeks
2021,country/USA,dcid:Count_Person_WorkPerWeek35OrMoreHour_WorkPerYear48To49Week,1911087.0,,Estimate!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week!!48 to 49 weeks
2021,geoId/01,dcid:Count_Person_WorkPerWeek35OrMoreHour_WorkPerYear48To49Week,24719.0,,Estimate!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week!!48 to 49 weeks
2021,geoId/02,dcid:Count_Person_WorkPerWeek35OrMoreHour_WorkPerYear48To49Week,5301.0,,Estimate!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week!!48 to 49 weeks
2021,country/USA,dcid:MarginOfError_Count_Person_WorkPerWeek35OrMoreHour_WorkPerYear48To49Week,15346.0,,Margin of Error!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week!!48 to 49 weeks
2021,geoId/01,dcid:MarginOfError_Count_Person_WorkPerWeek35OrMoreHour_WorkPerYear48To49Week,1316.0,,Margin of Error!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week!!48 to 49 weeks
2021,geoId/02,dcid:MarginOfError_Count_Person_WorkPerWeek35OrMoreHour_WorkPerYear48To49Week,585.0,,Margin of Error!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week!!48 to 49 weeks
2021,country/USA,dcid:Count_Person_WorkPerWeek35OrMoreHour_WorkPerYear40To47Week,5201976.0,,Estimate!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week!!40 to 47 weeks
2021,geoId/01,dcid:Count_Person_WorkPerWeek35OrMoreHour_WorkPerYear40To47Week,64330.0,,Estimate!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week!!40 to 47 weeks
2021,geoId/02,dcid:Count_Person_WorkPerWeek35OrMoreHour_WorkPerYear40To47Week,17168.0,,Estimate!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week!!40 to 47 weeks
2021,country/USA,dcid:MarginOfError_Count_Person_WorkPerWeek35OrMoreHour_WorkPerYear40To47Week,21976.0,,Margin of Error!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week!!40 to 47 weeks
2021,geoId/01,dcid:MarginOfError_Count_Person_WorkPerWeek35OrMoreHour_WorkPerYear40To47Week,2016.0,,Margin of Error!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week!!40 to 47 weeks
2021,geoId/02,dcid:MarginOfError_Count_Person_WorkPerWeek35OrMoreHour_WorkPerYear40To47Week,990.0,,Margin of Error!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week!!40 to 47 weeks
2021,country/USA,dcid:Count_Person_WorkPerWeek35OrMoreHour_WorkPerYear27To39Week,3900987.0,,Estimate!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week!!27 to 39 weeks
2021,geoId/01,dcid:Count_Person_WorkPerWeek35OrMoreHour_WorkPerYear27To39Week,54686.0,,Estimate!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week!!27 to 39 weeks
2021,geoId/02,dcid:Count_Person_WorkPerWeek35OrMoreHour_WorkPerYear27To39Week,16148.0,,Estimate!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week!!27 to 39 weeks
2021,country/USA,dcid:MarginOfError_Count_Person_WorkPerWeek35OrMoreHour_WorkPerYear27To39Week,18224.0,,Margin of Error!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week!!27 to 39 weeks
2021,geoId/01,dcid:MarginOfError_Count_Person_WorkPerWeek35OrMoreHour_WorkPerYear27To39Week,2064.0,,Margin of Error!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week!!27 to 39 weeks
2021,geoId/02,dcid:MarginOfError_Count_Person_WorkPerWeek35OrMoreHour_WorkPerYear27To39Week,1021.0,,Margin of Error!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week!!27 to 39 weeks
2021,country/USA,dcid:Count_Person_WorkPerWeek35OrMoreHour_WorkPerYear14To26Week,3372725.0,,Estimate!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week!!14 to 26 weeks
2021,geoId/01,dcid:Count_Person_WorkPerWeek35OrMoreHour_WorkPerYear14To26Week,49072.0,,Estimate!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week!!14 to 26 weeks
2021,geoId/02,dcid:Count_Person_WorkPerWeek35OrMoreHour_WorkPerYear14To26Week,15730.0,,Estimate!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week!!14 to 26 weeks
2021,country/USA,dcid:MarginOfError_Count_Person_WorkPerWeek35OrMoreHour_WorkPerYear14To26Week,21355.0,,Margin of Error!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week!!14 to 26 weeks
2021,geoId/01,dcid:MarginOfError_Count_Person_WorkPerWeek35OrMoreHour_WorkPerYear14To26Week,2160.0,,Margin of Error!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week!!14 to 26 weeks
2021,geoId/02,dcid:MarginOfError_Count_Person_WorkPerWeek35OrMoreHour_WorkPerYear14To26Week,781.0,,Margin of Error!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week!!14 to 26 weeks
2021,country/USA,dcid:Count_Person_WorkPerWeek35OrMoreHour_WorkPerYear1To13Week,4350607.0,,Estimate!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week!!1 to 13 weeks
2021,geoId/01,dcid:Count_Person_WorkPerWeek35OrMoreHour_WorkPerYear1To13Week,62855.0,,Estimate!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week!!1 to 13 weeks
2021,geoId/02,dcid:Count_Person_WorkPerWeek35OrMoreHour_WorkPerYear1To13Week,16023.0,,Estimate!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week!!1 to 13 weeks
2021,country/USA,dcid:MarginOfError_Count_Person_WorkPerWeek35OrMoreHour_WorkPerYear1To13Week,21454.0,,Margin of Error!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week!!1 to 13 weeks
2021,geoId/01,dcid:MarginOfError_Count_Person_WorkPerWeek35OrMoreHour_WorkPerYear1To13Week,1812.0,,Margin of Error!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week!!1 to 13 weeks
2021,geoId/02,dcid:MarginOfError_Count_Person_WorkPerWeek35OrMoreHour_WorkPerYear1To13Week,969.0,,Margin of Error!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week!!1 to 13 weeks
2021,country/USA,dcid:Count_Person_WorkPerWeek15To34Hour,28375824.0,,Estimate!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week
2021,geoId/01,dcid:Count_Person_WorkPerWeek15To34Hour,363016.0,,Estimate!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week
2021,geoId/02,dcid:Count_Person_WorkPerWeek15To34Hour,62492.0,,Estimate!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week
2021,country/USA,dcid:MarginOfError_Count_Person_WorkPerWeek15To34Hour,62643.0,,Margin of Error!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week
2021,geoId/01,dcid:MarginOfError_Count_Person_WorkPerWeek15To34Hour,4434.0,,Margin of Error!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week
2021,geoId/02,dcid:MarginOfError_Count_Person_WorkPerWeek15To34Hour,1802.0,,Margin of Error!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week
2021,country/USA,dcid:Count_Person_WorkPerWeek15To34Hour_WorkPerYear50To52Week,14632097.0,,Estimate!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!50 to 52 weeks
2021,geoId/01,dcid:Count_Person_WorkPerWeek15To34Hour_WorkPerYear50To52Week,174386.0,,Estimate!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!50 to 52 weeks
2021,geoId/02,dcid:Count_Person_WorkPerWeek15To34Hour_WorkPerYear50To52Week,28230.0,,Estimate!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!50 to 52 weeks
2021,country/USA,dcid:MarginOfError_Count_Person_WorkPerWeek15To34Hour_WorkPerYear50To52Week,30188.0,,Margin of Error!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!50 to 52 weeks
2021,geoId/01,dcid:MarginOfError_Count_Person_WorkPerWeek15To34Hour_WorkPerYear50To52Week,3158.0,,Margin of Error!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!50 to 52 weeks
2021,geoId/02,dcid:MarginOfError_Count_Person_WorkPerWeek15To34Hour_WorkPerYear50To52Week,1334.0,,Margin of Error!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!50 to 52 weeks
2021,country/USA,dcid:Count_Person_WorkPerWeek15To34Hour_WorkPerYear48To49Week,706834.0,,Estimate!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!48 to 49 weeks
2021,geoId/01,dcid:Count_Person_WorkPerWeek15To34Hour_WorkPerYear48To49Week,7451.0,,Estimate!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!48 to 49 weeks
2021,geoId/02,dcid:Count_Person_WorkPerWeek15To34Hour_WorkPerYear48To49Week,1472.0,,Estimate!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!48 to 49 weeks
2021,country/USA,dcid:MarginOfError_Count_Person_WorkPerWeek15To34Hour_WorkPerYear48To49Week,8783.0,,Margin of Error!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!48 to 49 weeks
2021,geoId/01,dcid:MarginOfError_Count_Person_WorkPerWeek15To34Hour_WorkPerYear48To49Week,779.0,,Margin of Error!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!48 to 49 weeks
2021,geoId/02,dcid:MarginOfError_Count_Person_WorkPerWeek15To34Hour_WorkPerYear48To49Week,265.0,,Margin of Error!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!48 to 49 weeks
2021,country/USA,dcid:Count_Person_WorkPerWeek15To34Hour_WorkPerYear40To47Week,2544643.0,,Estimate!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!40 to 47 weeks
2021,geoId/01,dcid:Count_Person_WorkPerWeek15To34Hour_WorkPerYear40To47Week,30239.0,,Estimate!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!40 to 47 weeks
2021,geoId/02,dcid:Count_Person_WorkPerWeek15To34Hour_WorkPerYear40To47Week,6800.0,,Estimate!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!40 to 47 weeks
2021,country/USA,dcid:MarginOfError_Count_Person_WorkPerWeek15To34Hour_WorkPerYear40To47Week,21342.0,,Margin of Error!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!40 to 47 weeks
2021,geoId/01,dcid:MarginOfError_Count_Person_WorkPerWeek15To34Hour_WorkPerYear40To47Week,1499.0,,Margin of Error!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!40 to 47 weeks
2021,geoId/02,dcid:MarginOfError_Count_Person_WorkPerWeek15To34Hour_WorkPerYear40To47Week,684.0,,Margin of Error!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!40 to 47 weeks
2021,country/USA,dcid:Count_Person_WorkPerWeek15To34Hour_WorkPerYear27To39Week,2921056.0,,Estimate!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!27 to 39 weeks
2021,geoId/01,dcid:Count_Person_WorkPerWeek15To34Hour_WorkPerYear27To39Week,38066.0,,Estimate!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!27 to 39 weeks
2021,geoId/02,dcid:Count_Person_WorkPerWeek15To34Hour_WorkPerYear27To39Week,7017.0,,Estimate!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!27 to 39 weeks
2021,country/USA,dcid:MarginOfError_Count_Person_WorkPerWeek15To34Hour_WorkPerYear27To39Week,18281.0,,Margin of Error!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!27 to 39 weeks
2021,geoId/01,dcid:MarginOfError_Count_Person_WorkPerWeek15To34Hour_WorkPerYear27To39Week,1652.0,,Margin of Error!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!27 to 39 weeks
2021,geoId/02,dcid:MarginOfError_Count_Person_WorkPerWeek15To34Hour_WorkPerYear27To39Week,782.0,,Margin of Error!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!27 to 39 weeks
2021,country/USA,dcid:Count_Person_WorkPerWeek15To34Hour_WorkPerYear14To26Week,3167063.0,,Estimate!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!14 to 26 weeks
2021,geoId/01,dcid:Count_Person_WorkPerWeek15To34Hour_WorkPerYear14To26Week,43872.0,,Estimate!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!14 to 26 weeks
2021,geoId/02,dcid:Count_Person_WorkPerWeek15To34Hour_WorkPerYear14To26Week,7571.0,,Estimate!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!14 to 26 weeks
2021,country/USA,dcid:MarginOfError_Count_Person_WorkPerWeek15To34Hour_WorkPerYear14To26Week,15555.0,,Margin of Error!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!14 to 26 weeks
2021,geoId/01,dcid:MarginOfError_Count_Person_WorkPerWeek15To34Hour_WorkPerYear14To26Week,1919.0,,Margin of Error!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!14 to 26 weeks
2021,geoId/02,dcid:MarginOfError_Count_Person_WorkPerWeek15To34Hour_WorkPerYear14To26Week,653.0,,Margin of Error!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!14 to 26 weeks
2021,country/USA,dcid:Count_Person_WorkPerWeek15To34Hour_WorkPerYear1To13Week,4404131.0,,Estimate!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!1 to 13 weeks
2021,geoId/01,dcid:Count_Person_WorkPerWeek15To34Hour_WorkPerYear1To13Week,69002.0,,Estimate!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!1 to 13 weeks
2021,geoId/02,dcid:Count_Person_WorkPerWeek15To34Hour_WorkPerYear1To13Week,11402.0,,Estimate!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!1 to 13 weeks
2021,country/USA,dcid:MarginOfError_Count_Person_WorkPerWeek15To34Hour_WorkPerYear1To13Week,21504.0,,Margin of Error!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!1 to 13 weeks
2021,geoId/01,dcid:MarginOfError_Count_Person_WorkPerWeek15To34Hour_WorkPerYear1To13Week,2421.0,,Margin of Error!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!1 to 13 weeks
2021,geoId/02,dcid:MarginOfError_Count_Person_WorkPerWeek15To34Hour_WorkPerYear1To13Week,863.0,,Margin of Error!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!1 to 13 weeks
