observationDate,observationAbout,value,variableMeasured
2014,country/USA,218087,dcid:Count_Student_InstitutionControlPrivateNonProfit_AllInstitution_Adjusted
2014,country/USA,157232,dcid:Count_Student_InstitutionControlPrivateNonProfit_AllInstitution_Received
2014,country/USA,72.1,dcid:Percent_Student_InstitutionControlPrivateNonProfit_AllInstitution_Graduation
2014,country/USA,61881,dcid:Count_Student_InstitutionControlPrivateForProfit_AllInstitution_Adjusted
2014,country/USA,31406,dcid:Count_Student_InstitutionControlPrivateForProfit_AllInstitution_Received
2014,country/USA,50.8,dcid:Percent_Student_InstitutionControlPrivateForProfit_AllInstitution_Graduation
2014,country/USA,1770387,dcid:Count_Student_AllStudents_FourYearInstitution_Adjusted
2014,country/USA,982305,dcid:Count_Student_AllStudents_FourYearInstitution_Received
2014,country/USA,55.5,dcid:Percent_Student_AllStudents_FourYearInstitution_Graduation
2014,country/USA,1106726,dcid:Count_Student_AllStudents_InstitutionControlPublic_FourYearInstitution_Adjusted
2014,country/USA,613552,dcid:Count_Student_AllStudents_InstitutionControlPublic_FourYearInstitution_Received
2014,country/USA,55.4,dcid:Percent_Student_AllStudents_InstitutionControlPublic_FourYearInstitution_Graduation
2014,country/USA,508603,dcid:Count_Student_AllStudents_InstitutionControlPrivateNonProfit_FourYearInstitution_Adjusted
2014,country/USA,329626,dcid:Count_Student_AllStudents_InstitutionControlPrivateNonProfit_FourYearInstitution_Received
2014,country/USA,64.8,dcid:Percent_Student_AllStudents_InstitutionControlPrivateNonProfit_FourYearInstitution_Graduation
2014,country/USA,155058,dcid:Count_Student_AllStudents_InstitutionControlPrivateForProfit_FourYearInstitution_Adjusted
2014,country/USA,39127,dcid:Count_Student_AllStudents_InstitutionControlPrivateForProfit_FourYearInstitution_Received
2014,country/USA,25.2,dcid:Percent_Student_AllStudents_InstitutionControlPrivateForProfit_FourYearInstitution_Graduation
2014,country/USA,726631,dcid:Count_Student_PellGrant_FourYearInstitution_Adjusted
2014,country/USA,304303,dcid:Count_Student_PellGrant_FourYearInstitution_Received
2014,country/USA,41.9,dcid:Percent_Student_PellGrant_FourYearInstitution_Graduation
2014,country/USA,433499,dcid:Count_Student_PellGrant_InstitutionControlPublic_FourYearInstitution_Adjusted
2014,country/USA,188668,dcid:Count_Student_PellGrant_InstitutionControlPublic_FourYearInstitution_Received
2014,country/USA,43.5,dcid:Percent_Student_PellGrant_InstitutionControlPublic_FourYearInstitution_Graduation
2014,country/USA,173449,dcid:Count_Student_PellGrant_InstitutionControlPrivateNonProfit_FourYearInstitution_Adjusted
2014,country/USA,87703,dcid:Count_Student_PellGrant_InstitutionControlPrivateNonProfit_FourYearInstitution_Received
2014,country/USA,50.6,dcid:Percent_Student_PellGrant_InstitutionControlPrivateNonProfit_FourYearInstitution_Graduation
2014,country/USA,119683,dcid:Count_Student_PellGrant_InstitutionControlPrivateForProfit_FourYearInstitution_Adjusted
2014,country/USA,27932,dcid:Count_Student_PellGrant_InstitutionControlPrivateForProfit_FourYearInstitution_Received
2014,country/USA,23.3,dcid:Percent_Student_PellGrant_InstitutionControlPrivateForProfit_FourYearInstitution_Graduation
2014,country/USA,322114,dcid:Count_Student_SubsidizedLoan_FourYearInstitution_Adjusted
2014,country/USA,198892,dcid:Count_Student_SubsidizedLoan_FourYearInstitution_Received
2014,country/USA,61.7,dcid:Percent_Student_SubsidizedLoan_FourYearInstitution_Graduation
2014,country/USA,179836,dcid:Count_Student_SubsidizedLoan_InstitutionControlPublic_FourYearInstitution_Adjusted
2014,country/USA,106135,dcid:Count_Student_SubsidizedLoan_InstitutionControlPublic_FourYearInstitution_Received
2014,country/USA,59,dcid:Percent_Student_SubsidizedLoan_InstitutionControlPublic_FourYearInstitution_Graduation
2014,country/USA,129017,dcid:Count_Student_SubsidizedLoan_InstitutionControlPrivateNonProfit_FourYearInstitution_Adjusted
2014,country/USA,87497,dcid:Count_Student_SubsidizedLoan_InstitutionControlPrivateNonProfit_FourYearInstitution_Received
2014,country/USA,67.8,dcid:Percent_Student_SubsidizedLoan_InstitutionControlPrivateNonProfit_FourYearInstitution_Graduation
2014,country/USA,13261,dcid:Count_Student_SubsidizedLoan_InstitutionControlPrivateForProfit_FourYearInstitution_Adjusted
2014,country/USA,5260,dcid:Count_Student_SubsidizedLoan_InstitutionControlPrivateForProfit_FourYearInstitution_Received
2014,country/USA,39.7,dcid:Percent_Student_SubsidizedLoan_InstitutionControlPrivateForProfit_FourYearInstitution_Graduation
2014,country/USA,721642,dcid:Count_Student_FourYearInstitution_Adjusted
2014,country/USA,479110,dcid:Count_Student_FourYearInstitution_Received
2014,country/USA,66.4,dcid:Percent_Student_FourYearInstitution_Graduation
2014,country/USA,493391,dcid:Count_Student_InstitutionControlPublic_FourYearInstitution_Adjusted
2014,country/USA,318749,dcid:Count_Student_InstitutionControlPublic_FourYearInstitution_Received
2014,country/USA,64.6,dcid:Percent_Student_InstitutionControlPublic_FourYearInstitution_Graduation
2014,country/USA,206137,dcid:Count_Student_InstitutionControlPrivateNonProfit_FourYearInstitution_Adjusted
2014,country/USA,154426,dcid:Count_Student_InstitutionControlPrivateNonProfit_FourYearInstitution_Received
2014,country/USA,74.9,dcid:Percent_Student_InstitutionControlPrivateNonProfit_FourYearInstitution_Graduation
2014,country/USA,22114,dcid:Count_Student_InstitutionControlPrivateForProfit_FourYearInstitution_Adjusted
2014,country/USA,5935,dcid:Count_Student_InstitutionControlPrivateForProfit_FourYearInstitution_Received
2014,country/USA,26.8,dcid:Percent_Student_InstitutionControlPrivateForProfit_FourYearInstitution_Graduation
2014,country/USA,1474513,dcid:Count_Student_AllStudents_FourYearBachelorsCohort_Adjusted
2014,country/USA,896178,dcid:Count_Student_AllStudents_FourYearBachelorsCohort_Received
2014,country/USA,60.8,dcid:Percent_Student_AllStudents_FourYearBachelorsCohort_Graduation
2014,country/USA,951267,dcid:Count_Student_AllStudents_InstitutionControlPublic_FourYearBachelorsCohort_Adjusted
2014,country/USA,570154,dcid:Count_Student_AllStudents_InstitutionControlPublic_FourYearBachelorsCohort_Received
2014,country/USA,59.9,dcid:Percent_Student_AllStudents_InstitutionControlPublic_FourYearBachelorsCohort_Graduation
2014,country/USA,468435,dcid:Count_Student_AllStudents_InstitutionControlPrivateNonProfit_FourYearBachelorsCohort_Adjusted
2014,country/USA,313312,dcid:Count_Student_AllStudents_InstitutionControlPrivateNonProfit_FourYearBachelorsCohort_Received
2014,country/USA,66.9,dcid:Percent_Student_AllStudents_InstitutionControlPrivateNonProfit_FourYearBachelorsCohort_Graduation
2014,country/USA,54811,dcid:Count_Student_AllStudents_InstitutionControlPrivateForProfit_FourYearBachelorsCohort_Adjusted
2014,country/USA,12712,dcid:Count_Student_AllStudents_InstitutionControlPrivateForProfit_FourYearBachelorsCohort_Received
2014,country/USA,23.2,dcid:Percent_Student_AllStudents_InstitutionControlPrivateForProfit_FourYearBachelorsCohort_Graduation
2014,country/USA,529503,dcid:Count_Student_PellGrant_FourYearBachelorsCohort_Adjusted
2014,country/USA,254651,dcid:Count_Student_PellGrant_FourYearBachelorsCohort_Received
2014,country/USA,48.1,dcid:Percent_Student_PellGrant_FourYearBachelorsCohort_Graduation
2014,country/USA,342482,dcid:Count_Student_PellGrant_InstitutionControlPublic_FourYearBachelorsCohort_Adjusted
2014,country/USA,167886,dcid:Count_Student_PellGrant_InstitutionControlPublic_FourYearBachelorsCohort_Received
2014,country/USA,49,dcid:Percent_Student_PellGrant_InstitutionControlPublic_FourYearBachelorsCohort_Graduation
2014,country/USA,147068,dcid:Count_Student_PellGrant_InstitutionControlPrivateNonProfit_FourYearBachelorsCohort_Adjusted
2014,country/USA,78867,dcid:Count_Student_PellGrant_InstitutionControlPrivateNonProfit_FourYearBachelorsCohort_Received
2014,country/USA,53.6,dcid:Percent_Student_PellGrant_InstitutionControlPrivateNonProfit_FourYearBachelorsCohort_Graduation
2014,country/USA,39953,dcid:Count_Student_PellGrant_InstitutionControlPrivateForProfit_FourYearBachelorsCohort_Adjusted
2014,country/USA,7898,dcid:Count_Student_PellGrant_InstitutionControlPrivateForProfit_FourYearBachelorsCohort_Received
2014,country/USA,19.8,dcid:Percent_Student_PellGrant_InstitutionControlPrivateForProfit_FourYearBachelorsCohort_Graduation
2014,country/USA,299323,dcid:Count_Student_SubsidizedLoan_FourYearBachelorsCohort_Adjusted
2014,country/USA,189764,dcid:Count_Student_SubsidizedLoan_FourYearBachelorsCohort_Received
2014,country/USA,63.4,dcid:Percent_Student_SubsidizedLoan_FourYearBachelorsCohort_Graduation
2014,country/USA,169646,dcid:Count_Student_SubsidizedLoan_InstitutionControlPublic_FourYearBachelorsCohort_Adjusted
2014,country/USA,102895,dcid:Count_Student_SubsidizedLoan_InstitutionControlPublic_FourYearBachelorsCohort_Received
2014,country/USA,60.7,dcid:Percent_Student_SubsidizedLoan_InstitutionControlPublic_FourYearBachelorsCohort_Graduation
2014,country/USA,123529,dcid:Count_Student_SubsidizedLoan_InstitutionControlPrivateNonProfit_FourYearBachelorsCohort_Adjusted
2014,country/USA,84567,dcid:Count_Student_SubsidizedLoan_InstitutionControlPrivateNonProfit_FourYearBachelorsCohort_Received
2014,country/USA,68.5,dcid:Percent_Student_SubsidizedLoan_InstitutionControlPrivateNonProfit_FourYearBachelorsCohort_Graduation
2014,country/USA,6148,dcid:Count_Student_SubsidizedLoan_InstitutionControlPrivateForProfit_FourYearBachelorsCohort_Adjusted
2014,country/USA,2302,dcid:Count_Student_SubsidizedLoan_InstitutionControlPrivateForProfit_FourYearBachelorsCohort_Received
2014,country/USA,37.4,dcid:Percent_Student_SubsidizedLoan_InstitutionControlPrivateForProfit_FourYearBachelorsCohort_Graduation
2014,country/USA,645687,dcid:Count_Student_FourYearBachelorsCohort_Adjusted
2014,country/USA,451763,dcid:Count_Student_FourYearBachelorsCohort_Received
2014,country/USA,70,dcid:Percent_Student_FourYearBachelorsCohort_Graduation
2014,country/USA,439139,dcid:Count_Student_InstitutionControlPublic_FourYearBachelorsCohort_Adjusted
2014,country/USA,299373,dcid:Count_Student_InstitutionControlPublic_FourYearBachelorsCohort_Received
2014,country/USA,68.2,dcid:Percent_Student_InstitutionControlPublic_FourYearBachelorsCohort_Graduation
2014,country/USA,197838,dcid:Count_Student_InstitutionControlPrivateNonProfit_FourYearBachelorsCohort_Adjusted
2014,country/USA,149878,dcid:Count_Student_InstitutionControlPrivateNonProfit_FourYearBachelorsCohort_Received
2014,country/USA,75.8,dcid:Percent_Student_InstitutionControlPrivateNonProfit_FourYearBachelorsCohort_Graduation
2014,country/USA,8710,dcid:Count_Student_InstitutionControlPrivateForProfit_FourYearBachelorsCohort_Adjusted
2014,country/USA,2512,dcid:Count_Student_InstitutionControlPrivateForProfit_FourYearBachelorsCohort_Received
2014,country/USA,28.8,dcid:Percent_Student_InstitutionControlPrivateForProfit_FourYearBachelorsCohort_Graduation
2014,country/USA,295874,dcid:Count_Student_AllStudents_FourYearOtherThanBachelorsCohort_Adjusted
2014,country/USA,86127,dcid:Count_Student_AllStudents_FourYearOtherThanBachelorsCohort_Received
2014,country/USA,29.1,dcid:Percent_Student_AllStudents_FourYearOtherThanBachelorsCohort_Graduation
2014,country/USA,155459,dcid:Count_Student_AllStudents_InstitutionControlPublic_FourYearOtherThanBachelorsCohort_Adjusted
2014,country/USA,43398,dcid:Count_Student_AllStudents_InstitutionControlPublic_FourYearOtherThanBachelorsCohort_Received
2014,country/USA,27.9,dcid:Percent_Student_AllStudents_InstitutionControlPublic_FourYearOtherThanBachelorsCohort_Graduation
2014,country/USA,40168,dcid:Count_Student_AllStudents_InstitutionControlPrivateNonProfit_FourYearOtherThanBachelorsCohort_Adjusted
2014,country/USA,16314,dcid:Count_Student_AllStudents_InstitutionControlPrivateNonProfit_FourYearOtherThanBachelorsCohort_Received
2014,country/USA,40.6,dcid:Percent_Student_AllStudents_InstitutionControlPrivateNonProfit_FourYearOtherThanBachelorsCohort_Graduation
2014,country/USA,100247,dcid:Count_Student_AllStudents_InstitutionControlPrivateForProfit_FourYearOtherThanBachelorsCohort_Adjusted
2014,country/USA,26415,dcid:Count_Student_AllStudents_InstitutionControlPrivateForProfit_FourYearOtherThanBachelorsCohort_Received
2014,country/USA,26.3,dcid:Percent_Student_AllStudents_InstitutionControlPrivateForProfit_FourYearOtherThanBachelorsCohort_Graduation
2014,country/USA,197128,dcid:Count_Student_PellGrant_FourYearOtherThanBachelorsCohort_Adjusted
2014,country/USA,49652,dcid:Count_Student_PellGrant_FourYearOtherThanBachelorsCohort_Received
2014,country/USA,25.2,dcid:Percent_Student_PellGrant_FourYearOtherThanBachelorsCohort_Graduation
2014,country/USA,91017,dcid:Count_Student_PellGrant_InstitutionControlPublic_FourYearOtherThanBachelorsCohort_Adjusted
2014,country/USA,20782,dcid:Count_Student_PellGrant_InstitutionControlPublic_FourYearOtherThanBachelorsCohort_Received
2014,country/USA,22.8,dcid:Percent_Student_PellGrant_InstitutionControlPublic_FourYearOtherThanBachelorsCohort_Graduation
2014,country/USA,26381,dcid:Count_Student_PellGrant_InstitutionControlPrivateNonProfit_FourYearOtherThanBachelorsCohort_Adjusted
2014,country/USA,8836,dcid:Count_Student_PellGrant_InstitutionControlPrivateNonProfit_FourYearOtherThanBachelorsCohort_Received
2014,country/USA,33.5,dcid:Percent_Student_PellGrant_InstitutionControlPrivateNonProfit_FourYearOtherThanBachelorsCohort_Graduation
2014,country/USA,79730,dcid:Count_Student_PellGrant_InstitutionControlPrivateForProfit_FourYearOtherThanBachelorsCohort_Adjusted
2014,country/USA,20034,dcid:Count_Student_PellGrant_InstitutionControlPrivateForProfit_FourYearOtherThanBachelorsCohort_Received
2014,country/USA,25.1,dcid:Percent_Student_PellGrant_InstitutionControlPrivateForProfit_FourYearOtherThanBachelorsCohort_Graduation
2014,country/USA,22791,dcid:Count_Student_SubsidizedLoan_FourYearOtherThanBachelorsCohort_Adjusted
2014,country/USA,9128,dcid:Count_Student_SubsidizedLoan_FourYearOtherThanBachelorsCohort_Received
2014,country/USA,40.1,dcid:Percent_Student_SubsidizedLoan_FourYearOtherThanBachelorsCohort_Graduation
2014,country/USA,10190,dcid:Count_Student_SubsidizedLoan_InstitutionControlPublic_FourYearOtherThanBachelorsCohort_Adjusted
2014,country/USA,3240,dcid:Count_Student_SubsidizedLoan_InstitutionControlPublic_FourYearOtherThanBachelorsCohort_Received
2014,country/USA,31.8,dcid:Percent_Student_SubsidizedLoan_InstitutionControlPublic_FourYearOtherThanBachelorsCohort_Graduation
2014,country/USA,5488,dcid:Count_Student_SubsidizedLoan_InstitutionControlPrivateNonProfit_FourYearOtherThanBachelorsCohort_Adjusted
2014,country/USA,2930,dcid:Count_Student_SubsidizedLoan_InstitutionControlPrivateNonProfit_FourYearOtherThanBachelorsCohort_Received
2014,country/USA,53.4,dcid:Percent_Student_SubsidizedLoan_InstitutionControlPrivateNonProfit_FourYearOtherThanBachelorsCohort_Graduation
2014,country/USA,7113,dcid:Count_Student_SubsidizedLoan_InstitutionControlPrivateForProfit_FourYearOtherThanBachelorsCohort_Adjusted
2014,country/USA,2958,dcid:Count_Student_SubsidizedLoan_InstitutionControlPrivateForProfit_FourYearOtherThanBachelorsCohort_Received
2014,country/USA,41.6,dcid:Percent_Student_SubsidizedLoan_InstitutionControlPrivateForProfit_FourYearOtherThanBachelorsCohort_Graduation
2014,country/USA,75955,dcid:Count_Student_FourYearOtherThanBachelorsCohort_Adjusted
2014,country/USA,27347,dcid:Count_Student_FourYearOtherThanBachelorsCohort_Received
2014,country/USA,36,dcid:Percent_Student_FourYearOtherThanBachelorsCohort_Graduation
2014,country/USA,54252,dcid:Count_Student_InstitutionControlPublic_FourYearOtherThanBachelorsCohort_Adjusted
2014,country/USA,19376,dcid:Count_Student_InstitutionControlPublic_FourYearOtherThanBachelorsCohort_Received
2014,country/USA,35.7,dcid:Percent_Student_InstitutionControlPublic_FourYearOtherThanBachelorsCohort_Graduation
2014,country/USA,8299,dcid:Count_Student_InstitutionControlPrivateNonProfit_FourYearOtherThanBachelorsCohort_Adjusted
2014,country/USA,4548,dcid:Count_Student_InstitutionControlPrivateNonProfit_FourYearOtherThanBachelorsCohort_Received
2014,country/USA,54.8,dcid:Percent_Student_InstitutionControlPrivateNonProfit_FourYearOtherThanBachelorsCohort_Graduation
2014,country/USA,13404,dcid:Count_Student_InstitutionControlPrivateForProfit_FourYearOtherThanBachelorsCohort_Adjusted
2014,country/USA,3423,dcid:Count_Student_InstitutionControlPrivateForProfit_FourYearOtherThanBachelorsCohort_Received
2014,country/USA,25.5,dcid:Percent_Student_InstitutionControlPrivateForProfit_FourYearOtherThanBachelorsCohort_Graduation
2014,country/USA,792146,dcid:Count_Student_AllStudents_TwoYearInstitution_Adjusted
2014,country/USA,268046,dcid:Count_Student_AllStudents_TwoYearInstitution_Received
2014,country/USA,33.8,dcid:Percent_Student_AllStudents_TwoYearInstitution_Graduation
2014,country/USA,631073,dcid:Count_Student_AllStudents_InstitutionControlPublic_TwoYearInstitution_Adjusted
2014,country/USA,168095,dcid:Count_Student_AllStudents_InstitutionControlPublic_TwoYearInstitution_Received
2014,country/USA,26.6,dcid:Percent_Student_AllStudents_InstitutionControlPublic_TwoYearInstitution_Graduation
2014,country/USA,33025,dcid:Count_Student_AllStudents_InstitutionControlPrivateNonProfit_TwoYearInstitution_Adjusted
2014,country/USA,20679,dcid:Count_Student_AllStudents_InstitutionControlPrivateNonProfit_TwoYearInstitution_Received
2014,country/USA,62.6,dcid:Percent_Student_AllStudents_InstitutionControlPrivateNonProfit_TwoYearInstitution_Graduation
2014,country/USA,128048,dcid:Count_Student_AllStudents_InstitutionControlPrivateForProfit_TwoYearInstitution_Adjusted
2014,country/USA,79272,dcid:Count_Student_AllStudents_InstitutionControlPrivateForProfit_TwoYearInstitution_Received
2014,country/USA,61.9,dcid:Percent_Student_AllStudents_InstitutionControlPrivateForProfit_TwoYearInstitution_Graduation
2014,country/USA,463740,dcid:Count_Student_PellGrant_TwoYearInstitution_Adjusted
2014,country/USA,155856,dcid:Count_Student_PellGrant_TwoYearInstitution_Received
2014,country/USA,33.6,dcid:Percent_Student_PellGrant_TwoYearInstitution_Graduation
2014,country/USA,347453,dcid:Count_Student_PellGrant_InstitutionControlPublic_TwoYearInstitution_Adjusted
2014,country/USA,80018,dcid:Count_Student_PellGrant_InstitutionControlPublic_TwoYearInstitution_Received
2014,country/USA,23,dcid:Percent_Student_PellGrant_InstitutionControlPublic_TwoYearInstitution_Graduation
2014,country/USA,21400,dcid:Count_Student_PellGrant_InstitutionControlPrivateNonProfit_TwoYearInstitution_Adjusted
2014,country/USA,18014,dcid:Count_Student_PellGrant_InstitutionControlPrivateNonProfit_TwoYearInstitution_Received
2014,country/USA,84.2,dcid:Percent_Student_PellGrant_InstitutionControlPrivateNonProfit_TwoYearInstitution_Graduation
2014,country/USA,94887,dcid:Count_Student_PellGrant_InstitutionControlPrivateForProfit_TwoYearInstitution_Adjusted
2014,country/USA,57824,dcid:Count_Student_PellGrant_InstitutionControlPrivateForProfit_TwoYearInstitution_Received
2014,country/USA,60.9,dcid:Percent_Student_PellGrant_InstitutionControlPrivateForProfit_TwoYearInstitution_Graduation
2014,country/USA,45640,dcid:Count_Student_SubsidizedLoan_TwoYearInstitution_Adjusted
2014,country/USA,19306,dcid:Count_Student_SubsidizedLoan_TwoYearInstitution_Received
2014,country/USA,42.3,dcid:Percent_Student_SubsidizedLoan_TwoYearInstitution_Graduation
2014,country/USA,30248,dcid:Count_Student_SubsidizedLoan_InstitutionControlPublic_TwoYearInstitution_Adjusted
2014,country/USA,8291,dcid:Count_Student_SubsidizedLoan_InstitutionControlPublic_TwoYearInstitution_Received
2014,country/USA,27.4,dcid:Percent_Student_SubsidizedLoan_InstitutionControlPublic_TwoYearInstitution_Graduation
2014,country/USA,1512,dcid:Count_Student_SubsidizedLoan_InstitutionControlPrivateNonProfit_TwoYearInstitution_Adjusted
2014,country/USA,1065,dcid:Count_Student_SubsidizedLoan_InstitutionControlPrivateNonProfit_TwoYearInstitution_Received
2014,country/USA,70.4,dcid:Percent_Student_SubsidizedLoan_InstitutionControlPrivateNonProfit_TwoYearInstitution_Graduation
2014,country/USA,13880,dcid:Count_Student_SubsidizedLoan_InstitutionControlPrivateForProfit_TwoYearInstitution_Adjusted
2014,country/USA,9950,dcid:Count_Student_SubsidizedLoan_InstitutionControlPrivateForProfit_TwoYearInstitution_Received
2014,country/USA,71.7,dcid:Percent_Student_SubsidizedLoan_InstitutionControlPrivateForProfit_TwoYearInstitution_Graduation
2014,country/USA,282766,dcid:Count_Student_TwoYearInstitution_Adjusted
2014,country/USA,92884,dcid:Count_Student_TwoYearInstitution_Received
2014,country/USA,32.8,dcid:Percent_Student_TwoYearInstitution_Graduation
2014,country/USA,253372,dcid:Count_Student_InstitutionControlPublic_TwoYearInstitution_Adjusted
2014,country/USA,79786,dcid:Count_Student_InstitutionControlPublic_TwoYearInstitution_Received
2014,country/USA,31.5,dcid:Percent_Student_InstitutionControlPublic_TwoYearInstitution_Graduation
2014,country/USA,10113,dcid:Count_Student_InstitutionControlPrivateNonProfit_TwoYearInstitution_Adjusted
2014,country/USA,1600,dcid:Count_Student_InstitutionControlPrivateNonProfit_TwoYearInstitution_Received
2014,country/USA,15.8,dcid:Percent_Student_InstitutionControlPrivateNonProfit_TwoYearInstitution_Graduation
2014,country/USA,19281,dcid:Count_Student_InstitutionControlPrivateForProfit_TwoYearInstitution_Adjusted
2014,country/USA,11498,dcid:Count_Student_InstitutionControlPrivateForProfit_TwoYearInstitution_Received
2014,country/USA,59.6,dcid:Percent_Student_InstitutionControlPrivateForProfit_TwoYearInstitution_Graduation
2014,country/USA,149142,dcid:Count_Student_AllStudents_LessThanTwoYearInstitution_Adjusted
2014,country/USA,103401,dcid:Count_Student_AllStudents_LessThanTwoYearInstitution_Received
2014,country/USA,69.3,dcid:Percent_Student_AllStudents_LessThanTwoYearInstitution_Graduation
2014,country/USA,17926,dcid:Count_Student_AllStudents_InstitutionControlPublic_LessThanTwoYearInstitution_Adjusted
2014,country/USA,13272,dcid:Count_Student_AllStudents_InstitutionControlPublic_LessThanTwoYearInstitution_Received
2014,country/USA,74,dcid:Percent_Student_AllStudents_InstitutionControlPublic_LessThanTwoYearInstitution_Graduation
2014,country/USA,10094,dcid:Count_Student_AllStudents_InstitutionControlPrivateNonProfit_LessThanTwoYearInstitution_Adjusted
2014,country/USA,7146,dcid:Count_Student_AllStudents_InstitutionControlPrivateNonProfit_LessThanTwoYearInstitution_Received
2014,country/USA,70.8,dcid:Percent_Student_AllStudents_InstitutionControlPrivateNonProfit_LessThanTwoYearInstitution_Graduation
2014,country/USA,121122,dcid:Count_Student_AllStudents_InstitutionControlPrivateForProfit_LessThanTwoYearInstitution_Adjusted
2014,country/USA,82983,dcid:Count_Student_AllStudents_InstitutionControlPrivateForProfit_LessThanTwoYearInstitution_Received
2014,country/USA,68.5,dcid:Percent_Student_AllStudents_InstitutionControlPrivateForProfit_LessThanTwoYearInstitution_Graduation
2014,country/USA,106776,dcid:Count_Student_PellGrant_LessThanTwoYearInstitution_Adjusted
2014,country/USA,73065,dcid:Count_Student_PellGrant_LessThanTwoYearInstitution_Received
2014,country/USA,68.4,dcid:Percent_Student_PellGrant_LessThanTwoYearInstitution_Graduation
2014,country/USA,10478,dcid:Count_Student_PellGrant_InstitutionControlPublic_LessThanTwoYearInstitution_Adjusted
2014,country/USA,7997,dcid:Count_Student_PellGrant_InstitutionControlPublic_LessThanTwoYearInstitution_Received
