Year,Place,StatVar,Quantity,Column
2021,country/USA,dcid:MarginOfError_Count_Person_65OrMoreYears,4019.0,Margin of Error!!Total!!Total population 5 years and over!!AGE!!65 years and over
2021,geoId/01,dcid:MarginOfError_Count_Person_65OrMoreYears,748.0,Margin of Error!!Total!!Total population 5 years and over!!AGE!!65 years and over
2021,geoId/02,dcid:MarginOfError_Count_Person_65OrMoreYears,339.0,Margin of Error!!Total!!Total population 5 years and over!!AGE!!65 years and over
2021,country/USA,dcid:Count_Person_Native,265753992.0,Estimate!!Total!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Native
2021,geoId/01,dcid:Count_Person_Native,4530149.0,Estimate!!Total!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Native
2021,geoId/02,dcid:Count_Person_Native,627554.0,Estimate!!Total!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Native
2021,country/USA,dcid:MarginOfError_Count_Person_5OrMoreYears_Native,124912.0,Margin of Error!!Total!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Native
2021,geoId/01,dcid:MarginOfError_Count_Person_5OrMoreYears_Native,3295.0,Margin of Error!!Total!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Native
2021,geoId/02,dcid:MarginOfError_Count_Person_5OrMoreYears_Native,1958.0,Margin of Error!!Total!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Native
2021,country/USA,dcid:Count_Person_5OrMoreYears_ForeignBorn,44548368.0,Estimate!!Total!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born
2021,geoId/01,dcid:Count_Person_5OrMoreYears_ForeignBorn,171894.0,Estimate!!Total!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born
2021,geoId/02,dcid:Count_Person_5OrMoreYears_ForeignBorn,57606.0,Estimate!!Total!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born
2021,country/USA,dcid:MarginOfError_Count_Person_5OrMoreYears_ForeignBorn,124753.0,Margin of Error!!Total!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born
2021,geoId/01,dcid:MarginOfError_Count_Person_5OrMoreYears_ForeignBorn,3309.0,Margin of Error!!Total!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born
2021,geoId/02,dcid:MarginOfError_Count_Person_5OrMoreYears_ForeignBorn,1923.0,Margin of Error!!Total!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born
2021,country/USA,dcid:Count_Person_5OrMoreYears_USCitizenByNaturalization_ForeignBorn,23090908.0,Estimate!!Total!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Naturalized U.S. citizen
2021,geoId/01,dcid:Count_Person_5OrMoreYears_USCitizenByNaturalization_ForeignBorn,71260.0,Estimate!!Total!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Naturalized U.S. citizen
2021,geoId/02,dcid:Count_Person_5OrMoreYears_USCitizenByNaturalization_ForeignBorn,34706.0,Estimate!!Total!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Naturalized U.S. citizen
2021,country/USA,dcid:MarginOfError_Count_Person_5OrMoreYears_USCitizenByNaturalization_ForeignBorn,44993.0,Margin of Error!!Total!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Naturalized U.S. citizen
2021,geoId/01,dcid:MarginOfError_Count_Person_5OrMoreYears_USCitizenByNaturalization_ForeignBorn,2243.0,Margin of Error!!Total!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Naturalized U.S. citizen
2021,geoId/02,dcid:MarginOfError_Count_Person_5OrMoreYears_USCitizenByNaturalization_ForeignBorn,1259.0,Margin of Error!!Total!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Naturalized U.S. citizen
2021,country/USA,dcid:Count_Person_5OrMoreYears_NotAUSCitizen_ForeignBorn,21457460.0,Estimate!!Total!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Not a U.S. citizen
2021,geoId/01,dcid:Count_Person_5OrMoreYears_NotAUSCitizen_ForeignBorn,100634.0,Estimate!!Total!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Not a U.S. citizen
2021,geoId/02,dcid:Count_Person_5OrMoreYears_NotAUSCitizen_ForeignBorn,22900.0,Estimate!!Total!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Not a U.S. citizen
2021,country/USA,dcid:MarginOfError_Count_Person_5OrMoreYears_NotAUSCitizen_ForeignBorn,123387.0,Margin of Error!!Total!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Not a U.S. citizen
2021,geoId/01,dcid:MarginOfError_Count_Person_5OrMoreYears_NotAUSCitizen_ForeignBorn,2960.0,Margin of Error!!Total!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Not a U.S. citizen
2021,geoId/02,dcid:MarginOfError_Count_Person_5OrMoreYears_NotAUSCitizen_ForeignBorn,1538.0,Margin of Error!!Total!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Not a U.S. citizen
2021,country/USA,dcid:Count_Person_5OrMoreYears_PovertyStatusDetermined,302833575.0,Estimate!!Total!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined
2021,geoId/01,dcid:Count_Person_5OrMoreYears_PovertyStatusDetermined,4587381.0,Estimate!!Total!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined
2021,geoId/02,dcid:Count_Person_5OrMoreYears_PovertyStatusDetermined,669316.0,Estimate!!Total!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined
2021,country/USA,dcid:MarginOfError_Count_Person_5OrMoreYears_PovertyStatusDetermined,11064.0,Margin of Error!!Total!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined
2021,geoId/01,dcid:MarginOfError_Count_Person_5OrMoreYears_PovertyStatusDetermined,1381.0,Margin of Error!!Total!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined
2021,geoId/02,dcid:MarginOfError_Count_Person_5OrMoreYears_PovertyStatusDetermined,497.0,Margin of Error!!Total!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined
2021,country/USA,dcid:Count_Person_5OrMoreYears_BelowPovertyLevelInThePast12Months,37126045.0,Estimate!!Total!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined!!Below poverty level
2021,geoId/01,dcid:Count_Person_5OrMoreYears_BelowPovertyLevelInThePast12Months,696185.0,Estimate!!Total!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined!!Below poverty level
2021,geoId/02,dcid:Count_Person_5OrMoreYears_BelowPovertyLevelInThePast12Months,67359.0,Estimate!!Total!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined!!Below poverty level
2021,country/USA,dcid:MarginOfError_Count_Person_5OrMoreYears_BelowPovertyLevelInThePast12Months,233011.0,Margin of Error!!Total!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined!!Below poverty level
2021,geoId/01,dcid:MarginOfError_Count_Person_5OrMoreYears_BelowPovertyLevelInThePast12Months,11224.0,Margin of Error!!Total!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined!!Below poverty level
2021,geoId/02,dcid:MarginOfError_Count_Person_5OrMoreYears_BelowPovertyLevelInThePast12Months,2198.0,Margin of Error!!Total!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined!!Below poverty level
2021,country/USA,dcid:Count_Person_5OrMoreYears_AbovePovertyLevelInThePast12Months,265707530.0,Estimate!!Total!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined!!At or above poverty level
2021,geoId/01,dcid:Count_Person_5OrMoreYears_AbovePovertyLevelInThePast12Months,3891196.0,Estimate!!Total!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined!!At or above poverty level
2021,geoId/02,dcid:Count_Person_5OrMoreYears_AbovePovertyLevelInThePast12Months,601957.0,Estimate!!Total!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined!!At or above poverty level
2021,country/USA,dcid:MarginOfError_Count_Person_5OrMoreYears_AbovePovertyLevelInThePast12Months,237654.0,Margin of Error!!Total!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined!!At or above poverty level
2021,geoId/01,dcid:MarginOfError_Count_Person_5OrMoreYears_AbovePovertyLevelInThePast12Months,11499.0,Margin of Error!!Total!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined!!At or above poverty level
2021,geoId/02,dcid:MarginOfError_Count_Person_5OrMoreYears_AbovePovertyLevelInThePast12Months,2150.0,Margin of Error!!Total!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined!!At or above poverty level
2021,country/USA,dcid:Count_Person_25OrMoreYears,225152317.0,Estimate!!Total!!EDUCATIONAL ATTAINMENT!!Population 25 years and over
2021,geoId/01,dcid:Count_Person_25OrMoreYears,3413803.0,Estimate!!Total!!EDUCATIONAL ATTAINMENT!!Population 25 years and over
2021,geoId/02,dcid:Count_Person_25OrMoreYears,484382.0,Estimate!!Total!!EDUCATIONAL ATTAINMENT!!Population 25 years and over
2021,country/USA,dcid:MarginOfError_Count_Person_25OrMoreYears,10705.0,Margin of Error!!Total!!EDUCATIONAL ATTAINMENT!!Population 25 years and over
2021,geoId/01,dcid:MarginOfError_Count_Person_25OrMoreYears,1340.0,Margin of Error!!Total!!EDUCATIONAL ATTAINMENT!!Population 25 years and over
2021,geoId/02,dcid:MarginOfError_Count_Person_25OrMoreYears,425.0,Margin of Error!!Total!!EDUCATIONAL ATTAINMENT!!Population 25 years and over
2021,country/USA,dcid:Count_Person_EducationalAttainmentLessThanHighSchoolGraduate,25050356.0,Estimate!!Total!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate
2021,geoId/01,dcid:Count_Person_EducationalAttainmentLessThanHighSchoolGraduate,430047.0,Estimate!!Total!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate
2021,geoId/02,dcid:Count_Person_EducationalAttainmentLessThanHighSchoolGraduate,32669.0,Estimate!!Total!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate
2021,country/USA,dcid:MarginOfError_Count_Person_EducationalAttainmentLessThanHighSchoolGraduate,131960.0,Margin of Error!!Total!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate
2021,geoId/01,dcid:MarginOfError_Count_Person_EducationalAttainmentLessThanHighSchoolGraduate,6011.0,Margin of Error!!Total!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate
2021,geoId/02,dcid:MarginOfError_Count_Person_EducationalAttainmentLessThanHighSchoolGraduate,1440.0,Margin of Error!!Total!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate
2021,country/USA,dcid:Count_Person_EducationalAttainmentHighSchoolGraduateIncludesEquivalency,59636386.0,Estimate!!Total!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)
2021,geoId/01,dcid:Count_Person_EducationalAttainmentHighSchoolGraduateIncludesEquivalency,1041209.0,Estimate!!Total!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)
2021,geoId/02,dcid:Count_Person_EducationalAttainmentHighSchoolGraduateIncludesEquivalency,137873.0,Estimate!!Total!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)
2021,country/USA,dcid:MarginOfError_Count_Person_EducationalAttainmentHighSchoolGraduateIncludesEquivalency,222257.0,Margin of Error!!Total!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)
2021,geoId/01,dcid:MarginOfError_Count_Person_EducationalAttainmentHighSchoolGraduateIncludesEquivalency,8116.0,Margin of Error!!Total!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)
2021,geoId/02,dcid:MarginOfError_Count_Person_EducationalAttainmentHighSchoolGraduateIncludesEquivalency,2608.0,Margin of Error!!Total!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)
2021,country/USA,dcid:Count_Person_EducationalAttainmentSomeCollegeOrAssociatesDegree,64656741.0,Estimate!!Total!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree
2021,geoId/01,dcid:Count_Person_EducationalAttainmentSomeCollegeOrAssociatesDegree,1032122.0,Estimate!!Total!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree
2021,geoId/02,dcid:Count_Person_EducationalAttainmentSomeCollegeOrAssociatesDegree,165649.0,Estimate!!Total!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree
2021,country/USA,dcid:MarginOfError_Count_Person_EducationalAttainmentSomeCollegeOrAssociatesDegree,58238.0,Margin of Error!!Total!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree
2021,geoId/01,dcid:MarginOfError_Count_Person_EducationalAttainmentSomeCollegeOrAssociatesDegree,7758.0,Margin of Error!!Total!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree
2021,geoId/02,dcid:MarginOfError_Count_Person_EducationalAttainmentSomeCollegeOrAssociatesDegree,2469.0,Margin of Error!!Total!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree
2021,country/USA,dcid:Count_Person_EducationalAttainmentBachelorsDegreeOrHigher,75808834.0,Estimate!!Total!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher
2021,geoId/01,dcid:Count_Person_EducationalAttainmentBachelorsDegreeOrHigher,910425.0,Estimate!!Total!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher
2021,geoId/02,dcid:Count_Person_EducationalAttainmentBachelorsDegreeOrHigher,148191.0,Estimate!!Total!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher
2021,country/USA,dcid:MarginOfError_Count_Person_EducationalAttainmentBachelorsDegreeOrHigher,341900.0,Margin of Error!!Total!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher
2021,geoId/01,dcid:MarginOfError_Count_Person_EducationalAttainmentBachelorsDegreeOrHigher,8309.0,Margin of Error!!Total!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher
2021,geoId/02,dcid:MarginOfError_Count_Person_EducationalAttainmentBachelorsDegreeOrHigher,2672.0,Margin of Error!!Total!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher
2021,country/USA,dcid:Count_Person_5OrMoreYears_OnlyEnglishSpokenAtHome,243098950.0,Estimate!!Speak only English at home!!Total population 5 years and over
2021,geoId/01,dcid:Count_Person_5OrMoreYears_OnlyEnglishSpokenAtHome,4452423.0,Estimate!!Speak only English at home!!Total population 5 years and over
2021,geoId/02,dcid:Count_Person_5OrMoreYears_OnlyEnglishSpokenAtHome,578236.0,Estimate!!Speak only English at home!!Total population 5 years and over
2021,country/USA,dcid:MarginOfError_Count_Person_5OrMoreYears_OnlyEnglishSpokenAtHome,183228.0,Margin of Error!!Speak only English at home!!Total population 5 years and over
2021,geoId/01,dcid:MarginOfError_Count_Person_5OrMoreYears_OnlyEnglishSpokenAtHome,4510.0,Margin of Error!!Speak only English at home!!Total population 5 years and over
2021,geoId/02,dcid:MarginOfError_Count_Person_5OrMoreYears_OnlyEnglishSpokenAtHome,2218.0,Margin of Error!!Speak only English at home!!Total population 5 years and over
2021,country/USA,dcid:Count_Person_5To17Years_OnlyEnglishSpokenAtHome,42808184.0,Estimate!!Speak only English at home!!Total population 5 years and over!!AGE!!5 to 17 years
2021,geoId/01,dcid:Count_Person_5To17Years_OnlyEnglishSpokenAtHome,770200.0,Estimate!!Speak only English at home!!Total population 5 years and over!!AGE!!5 to 17 years
2021,geoId/02,dcid:Count_Person_5To17Years_OnlyEnglishSpokenAtHome,114887.0,Estimate!!Speak only English at home!!Total population 5 years and over!!AGE!!5 to 17 years
2021,country/USA,dcid:MarginOfError_Count_Person_5To17Years_OnlyEnglishSpokenAtHome,55522.0,Margin of Error!!Speak only English at home!!Total population 5 years and over!!AGE!!5 to 17 years
2021,geoId/01,dcid:MarginOfError_Count_Person_5To17Years_OnlyEnglishSpokenAtHome,2135.0,Margin of Error!!Speak only English at home!!Total population 5 years and over!!AGE!!5 to 17 years
2021,geoId/02,dcid:MarginOfError_Count_Person_5To17Years_OnlyEnglishSpokenAtHome,958.0,Margin of Error!!Speak only English at home!!Total population 5 years and over!!AGE!!5 to 17 years
2021,country/USA,dcid:Count_Person_18To64Years_OnlyEnglishSpokenAtHome,155418941.0,Estimate!!Speak only English at home!!Total population 5 years and over!!AGE!!18 to 64 years
2021,geoId/01,dcid:Count_Person_18To64Years_OnlyEnglishSpokenAtHome,2857944.0,Estimate!!Speak only English at home!!Total population 5 years and over!!AGE!!18 to 64 years
2021,geoId/02,dcid:Count_Person_18To64Years_OnlyEnglishSpokenAtHome,387231.0,Estimate!!Speak only English at home!!Total population 5 years and over!!AGE!!18 to 64 years
2021,country/USA,dcid:MarginOfError_Count_Person_18To64Years_OnlyEnglishSpokenAtHome,112178.0,Margin of Error!!Speak only English at home!!Total population 5 years and over!!AGE!!18 to 64 years
2021,geoId/01,dcid:MarginOfError_Count_Person_18To64Years_OnlyEnglishSpokenAtHome,2824.0,Margin of Error!!Speak only English at home!!Total population 5 years and over!!AGE!!18 to 64 years
2021,geoId/02,dcid:MarginOfError_Count_Person_18To64Years_OnlyEnglishSpokenAtHome,1806.0,Margin of Error!!Speak only English at home!!Total population 5 years and over!!AGE!!18 to 64 years
2021,country/USA,dcid:Count_Person_65OrMoreYears_OnlyEnglishSpokenAtHome,44871825.0,Estimate!!Speak only English at home!!Total population 5 years and over!!AGE!!65 years and over
2021,geoId/01,dcid:Count_Person_65OrMoreYears_OnlyEnglishSpokenAtHome,824279.0,Estimate!!Speak only English at home!!Total population 5 years and over!!AGE!!65 years and over
2021,geoId/02,dcid:Count_Person_65OrMoreYears_OnlyEnglishSpokenAtHome,76118.0,Estimate!!Speak only English at home!!Total population 5 years and over!!AGE!!65 years and over
2021,country/USA,dcid:MarginOfError_Count_Person_65OrMoreYears_OnlyEnglishSpokenAtHome,26195.0,Margin of Error!!Speak only English at home!!Total population 5 years and over!!AGE!!65 years and over
2021,geoId/01,dcid:MarginOfError_Count_Person_65OrMoreYears_OnlyEnglishSpokenAtHome,1004.0,Margin of Error!!Speak only English at home!!Total population 5 years and over!!AGE!!65 years and over
2021,geoId/02,dcid:MarginOfError_Count_Person_65OrMoreYears_OnlyEnglishSpokenAtHome,722.0,Margin of Error!!Speak only English at home!!Total population 5 years and over!!AGE!!65 years and over
2021,country/USA,dcid:Count_Person_5OrMoreYears_OnlyEnglishSpokenAtHome_Native,235558982.0,Estimate!!Speak only English at home!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Native
2021,geoId/01,dcid:Count_Person_5OrMoreYears_OnlyEnglishSpokenAtHome_Native,4415235.0,Estimate!!Speak only English at home!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Native
2021,geoId/02,dcid:Count_Person_5OrMoreYears_OnlyEnglishSpokenAtHome_Native,564950.0,Estimate!!Speak only English at home!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Native
2021,country/USA,dcid:MarginOfError_Count_Person_5OrMoreYears_OnlyEnglishSpokenAtHome_Native,178945.0,Margin of Error!!Speak only English at home!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Native
2021,geoId/01,dcid:MarginOfError_Count_Person_5OrMoreYears_OnlyEnglishSpokenAtHome_Native,4356.0,Margin of Error!!Speak only English at home!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Native
2021,geoId/02,dcid:MarginOfError_Count_Person_5OrMoreYears_OnlyEnglishSpokenAtHome_Native,2446.0,Margin of Error!!Speak only English at home!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Native
2021,country/USA,dcid:Count_Person_5OrMoreYears_OnlyEnglishSpokenAtHome_ForeignBorn,7539968.0,Estimate!!Speak only English at home!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born
2021,geoId/01,dcid:Count_Person_5OrMoreYears_OnlyEnglishSpokenAtHome_ForeignBorn,37188.0,Estimate!!Speak only English at home!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born
2021,geoId/02,dcid:Count_Person_5OrMoreYears_OnlyEnglishSpokenAtHome_ForeignBorn,13286.0,Estimate!!Speak only English at home!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born
2021,country/USA,dcid:MarginOfError_Count_Person_5OrMoreYears_OnlyEnglishSpokenAtHome_ForeignBorn,30476.0,Margin of Error!!Speak only English at home!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born
2021,geoId/01,dcid:MarginOfError_Count_Person_5OrMoreYears_OnlyEnglishSpokenAtHome_ForeignBorn,1864.0,Margin of Error!!Speak only English at home!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born
2021,geoId/02,dcid:MarginOfError_Count_Person_5OrMoreYears_OnlyEnglishSpokenAtHome_ForeignBorn,1136.0,Margin of Error!!Speak only English at home!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born
2021,country/USA,dcid:Count_Person_5OrMoreYears_USCitizenByNaturalization_OnlyEnglishSpokenAtHome_ForeignBorn,4895424.0,Estimate!!Speak only English at home!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Naturalized U.S. citizen
2021,geoId/01,dcid:Count_Person_5OrMoreYears_USCitizenByNaturalization_OnlyEnglishSpokenAtHome_ForeignBorn,23243.0,Estimate!!Speak only English at home!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Naturalized U.S. citizen
2021,geoId/02,dcid:Count_Person_5OrMoreYears_USCitizenByNaturalization_OnlyEnglishSpokenAtHome_ForeignBorn,9014.0,Estimate!!Speak only English at home!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Naturalized U.S. citizen
2021,country/USA,dcid:MarginOfError_Count_Person_5OrMoreYears_USCitizenByNaturalization_OnlyEnglishSpokenAtHome_ForeignBorn,20923.0,Margin of Error!!Speak only English at home!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Naturalized U.S. citizen
2021,geoId/01,dcid:MarginOfError_Count_Person_5OrMoreYears_USCitizenByNaturalization_OnlyEnglishSpokenAtHome_ForeignBorn,1256.0,Margin of Error!!Speak only English at home!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Naturalized U.S. citizen
2021,geoId/02,dcid:MarginOfError_Count_Person_5OrMoreYears_USCitizenByNaturalization_OnlyEnglishSpokenAtHome_ForeignBorn,807.0,Margin of Error!!Speak only English at home!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Naturalized U.S. citizen
2021,country/USA,dcid:Count_Person_5OrMoreYears_NotAUSCitizen_OnlyEnglishSpokenAtHome_ForeignBorn,2644544.0,Estimate!!Speak only English at home!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Not a U.S. citizen
2021,geoId/01,dcid:Count_Person_5OrMoreYears_NotAUSCitizen_OnlyEnglishSpokenAtHome_ForeignBorn,13945.0,Estimate!!Speak only English at home!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Not a U.S. citizen
2021,geoId/02,dcid:Count_Person_5OrMoreYears_NotAUSCitizen_OnlyEnglishSpokenAtHome_ForeignBorn,4272.0,Estimate!!Speak only English at home!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Not a U.S. citizen
