Year,Place,StatVar,Quantity,Column
2014,geoId/01,dcid:Count_Person_EducationalAttainmentSomeCollegeOrAssociatesDegree,952498.992,Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree
2014,geoId/01,dcid:MarginOfError_Count_Person_EducationalAttainmentSomeCollegeOrAssociatesDegree,6435.804,Total!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree
2014,geoId/01,dcid:Count_Person_EducationalAttainmentBachelorsDegreeOrHigher,743335.362,Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher
2014,geoId/01,dcid:MarginOfError_Count_Person_EducationalAttainmentBachelorsDegreeOrHigher,6435.804,Total!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher
2014,geoId/01,dcid:Count_Person_5OrMoreYears_OnlyEnglishSpokenAtHome,4282398.0,People who speak only English at home!!Estimate!!Total population 5 years and over
2014,geoId/01,dcid:MarginOfError_Count_Person_5OrMoreYears_OnlyEnglishSpokenAtHome,3292.0,People who speak only English at home!!Margin of Error!!Total population 5 years and over
2014,geoId/01,dcid:Count_Person_5To17Years_OnlyEnglishSpokenAtHome,770831.64,People who speak only English at home!!Estimate!!AGE!!5 to 17 years
2014,geoId/01,dcid:MarginOfError_Count_Person_5To17Years_OnlyEnglishSpokenAtHome,4282.398,People who speak only English at home!!Margin of Error!!AGE!!5 to 17 years
2014,geoId/01,dcid:Count_Person_18To64Years_OnlyEnglishSpokenAtHome,2826382.68,People who speak only English at home!!Estimate!!AGE!!18 to 64 years
2014,geoId/01,dcid:MarginOfError_Count_Person_18To64Years_OnlyEnglishSpokenAtHome,4282.398,People who speak only English at home!!Margin of Error!!AGE!!18 to 64 years
2014,geoId/01,dcid:Count_Person_65OrMoreYears_OnlyEnglishSpokenAtHome,685183.68,People who speak only English at home!!Estimate!!AGE!!65 years and over
2014,geoId/01,dcid:MarginOfError_Count_Person_65OrMoreYears_OnlyEnglishSpokenAtHome,4282.398,People who speak only English at home!!Margin of Error!!AGE!!65 years and over
2014,geoId/01,dcid:Count_Person_5OrMoreYears_OnlyEnglishSpokenAtHome_Native,4248138.816,People who speak only English at home!!Estimate!!NATIVITY AND CITIZENSHIP STATUS!!Native population 5 years and over
2014,geoId/01,dcid:MarginOfError_Count_Person_5OrMoreYears_OnlyEnglishSpokenAtHome_Native,4282.398,People who speak only English at home!!Margin of Error!!NATIVITY AND CITIZENSHIP STATUS!!Native population 5 years and over
2014,geoId/01,dcid:Count_Person_5OrMoreYears_OnlyEnglishSpokenAtHome_ForeignBorn,34259.184,People who speak only English at home!!Estimate!!NATIVITY AND CITIZENSHIP STATUS!!Foreign-born population 5 years and over
2014,geoId/01,dcid:MarginOfError_Count_Person_5OrMoreYears_OnlyEnglishSpokenAtHome_ForeignBorn,4282.398,People who speak only English at home!!Margin of Error!!NATIVITY AND CITIZENSHIP STATUS!!Foreign-born population 5 years and over
2014,geoId/01,dcid:Count_Person_5OrMoreYears_USCitizenByNaturalization_OnlyEnglishSpokenAtHome_ForeignBorn,17129.592,People who speak only English at home!!Estimate!!NATIVITY AND CITIZENSHIP STATUS!!Foreign-born population 5 years and over!!Naturalized U.S. citizen
2014,geoId/01,dcid:MarginOfError_Count_Person_5OrMoreYears_USCitizenByNaturalization_OnlyEnglishSpokenAtHome_ForeignBorn,4282.398,People who speak only English at home!!Margin of Error!!NATIVITY AND CITIZENSHIP STATUS!!Foreign-born population 5 years and over!!Naturalized U.S. citizen
2014,geoId/01,dcid:Count_Person_5OrMoreYears_NotAUSCitizen_OnlyEnglishSpokenAtHome_ForeignBorn,12847.194,People who speak only English at home!!Estimate!!NATIVITY AND CITIZENSHIP STATUS!!Foreign-born population 5 years and over!!Not a U.S. citizen
2014,geoId/01,dcid:MarginOfError_Count_Person_5OrMoreYears_NotAUSCitizen_OnlyEnglishSpokenAtHome_ForeignBorn,4282.398,People who speak only English at home!!Margin of Error!!NATIVITY AND CITIZENSHIP STATUS!!Foreign-born population 5 years and over!!Not a U.S. citizen
2014,geoId/01,dcid:Count_Person_5OrMoreYears_OnlyEnglishSpokenAtHome_PovertyStatusDetermined,4173950.0,People who speak only English at home!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined
2014,geoId/01,dcid:MarginOfError_Count_Person_5OrMoreYears_OnlyEnglishSpokenAtHome_PovertyStatusDetermined,3266.0,People who speak only English at home!!Margin of Error!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined
2014,geoId/01,dcid:Count_Person_5OrMoreYears_OnlyEnglishSpokenAtHome_BelowPovertyLevelInThePast12Months,738789.15,People who speak only English at home!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined!!Below poverty level
2014,geoId/01,dcid:MarginOfError_Count_Person_5OrMoreYears_OnlyEnglishSpokenAtHome_BelowPovertyLevelInThePast12Months,8347.9,People who speak only English at home!!Margin of Error!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined!!Below poverty level
2014,geoId/01,dcid:Count_Person_5OrMoreYears_OnlyEnglishSpokenAtHome_AbovePovertyLevelInThePast12Months,3435160.85,People who speak only English at home!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined!!At or above poverty level
2014,geoId/01,dcid:MarginOfError_Count_Person_5OrMoreYears_OnlyEnglishSpokenAtHome_AbovePovertyLevelInThePast12Months,8347.9,People who speak only English at home!!Margin of Error!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined!!At or above poverty level
2014,geoId/01,dcid:Count_Person_25OrMoreYears_OnlyEnglishSpokenAtHome,3061771.0,People who speak only English at home!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over
2014,geoId/01,dcid:MarginOfError_Count_Person_25OrMoreYears_OnlyEnglishSpokenAtHome,2539.0,People who speak only English at home!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over
2014,geoId/01,dcid:Count_Person_EducationalAttainmentLessThanHighSchoolGraduate_OnlyEnglishSpokenAtHome,477636.276,People who speak only English at home!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate
2014,geoId/01,dcid:MarginOfError_Count_Person_EducationalAttainmentLessThanHighSchoolGraduate_OnlyEnglishSpokenAtHome,6123.542,People who speak only English at home!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate
2014,geoId/01,dcid:Count_Person_EducationalAttainmentHighSchoolGraduateIncludesEquivalency_OnlyEnglishSpokenAtHome,964457.865,People who speak only English at home!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)
2014,geoId/01,dcid:MarginOfError_Count_Person_EducationalAttainmentHighSchoolGraduateIncludesEquivalency_OnlyEnglishSpokenAtHome,6123.542,People who speak only English at home!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)
2014,geoId/01,dcid:Count_Person_EducationalAttainmentSomeCollegeOrAssociatesDegree_OnlyEnglishSpokenAtHome,921593.071,People who speak only English at home!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree
2014,geoId/01,dcid:MarginOfError_Count_Person_EducationalAttainmentSomeCollegeOrAssociatesDegree_OnlyEnglishSpokenAtHome,6123.542,People who speak only English at home!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree
2014,geoId/01,dcid:Count_Person_EducationalAttainmentBachelorsDegreeOrHigher_OnlyEnglishSpokenAtHome,698083.788,People who speak only English at home!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher
2014,geoId/01,dcid:MarginOfError_Count_Person_EducationalAttainmentBachelorsDegreeOrHigher_OnlyEnglishSpokenAtHome,6123.542,People who speak only English at home!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher
2014,geoId/01,dcid:Count_Person_5OrMoreYears_LanguageOtherThanEnglishSpokenAtHome,235709.0,Percent distribution of people who speak a language other than English at home!!Total!!Estimate!!Total population 5 years and over
2014,geoId/01,dcid:MarginOfError_Count_Person_5OrMoreYears_LanguageOtherThanEnglishSpokenAtHome,3404.0,Percent distribution of people who speak a language other than English at home!!Total!!Margin of Error!!Total population 5 years and over
2014,geoId/01,dcid:Count_Person_5To17Years_LanguageOtherThanEnglishSpokenAtHome,48320.345,Percent distribution of people who speak a language other than English at home!!Total!!Estimate!!AGE!!5 to 17 years
2014,geoId/01,dcid:MarginOfError_Count_Person_5To17Years_LanguageOtherThanEnglishSpokenAtHome,1178.545,Percent distribution of people who speak a language other than English at home!!Total!!Margin of Error!!AGE!!5 to 17 years
2014,geoId/01,dcid:Count_Person_18To64Years_LanguageOtherThanEnglishSpokenAtHome,173010.406,Percent distribution of people who speak a language other than English at home!!Total!!Estimate!!AGE!!18 to 64 years
2014,geoId/01,dcid:MarginOfError_Count_Person_18To64Years_LanguageOtherThanEnglishSpokenAtHome,1178.545,Percent distribution of people who speak a language other than English at home!!Total!!Margin of Error!!AGE!!18 to 64 years
2014,geoId/01,dcid:Count_Person_65OrMoreYears_LanguageOtherThanEnglishSpokenAtHome,14613.958,Percent distribution of people who speak a language other than English at home!!Total!!Estimate!!AGE!!65 years and over
2014,geoId/01,dcid:MarginOfError_Count_Person_65OrMoreYears_LanguageOtherThanEnglishSpokenAtHome,707.127,Percent distribution of people who speak a language other than English at home!!Total!!Margin of Error!!AGE!!65 years and over
2014,geoId/01,dcid:Count_Person_5OrMoreYears_LanguageOtherThanEnglishSpokenAtHome_Native,103711.96,Percent distribution of people who speak a language other than English at home!!Total!!Estimate!!NATIVITY AND CITIZENSHIP STATUS!!Native population 5 years and over
2014,geoId/01,dcid:MarginOfError_Count_Person_5OrMoreYears_LanguageOtherThanEnglishSpokenAtHome_Native,2357.09,Percent distribution of people who speak a language other than English at home!!Total!!Margin of Error!!NATIVITY AND CITIZENSHIP STATUS!!Native population 5 years and over
2014,geoId/01,dcid:Count_Person_5OrMoreYears_LanguageOtherThanEnglishSpokenAtHome_ForeignBorn,131997.04,Percent distribution of people who speak a language other than English at home!!Total!!Estimate!!NATIVITY AND CITIZENSHIP STATUS!!Foreign-born population 5 years and over
2014,geoId/01,dcid:MarginOfError_Count_Person_5OrMoreYears_LanguageOtherThanEnglishSpokenAtHome_ForeignBorn,2357.09,Percent distribution of people who speak a language other than English at home!!Total!!Margin of Error!!NATIVITY AND CITIZENSHIP STATUS!!Foreign-born population 5 years and over
2014,geoId/01,dcid:Count_Person_5OrMoreYears_USCitizenByNaturalization_LanguageOtherThanEnglishSpokenAtHome_ForeignBorn,35827.768,Percent distribution of people who speak a language other than English at home!!Total!!Estimate!!NATIVITY AND CITIZENSHIP STATUS!!Foreign-born population 5 years and over!!Naturalized U.S. citizen
2014,geoId/01,dcid:MarginOfError_Count_Person_5OrMoreYears_USCitizenByNaturalization_LanguageOtherThanEnglishSpokenAtHome_ForeignBorn,1414.254,Percent distribution of people who speak a language other than English at home!!Total!!Margin of Error!!NATIVITY AND CITIZENSHIP STATUS!!Foreign-born population 5 years and over!!Naturalized U.S. citizen
2014,geoId/01,dcid:Count_Person_5OrMoreYears_NotAUSCitizen_LanguageOtherThanEnglishSpokenAtHome_ForeignBorn,96169.272,Percent distribution of people who speak a language other than English at home!!Total!!Estimate!!NATIVITY AND CITIZENSHIP STATUS!!Foreign-born population 5 years and over!!Not a U.S. citizen
2014,geoId/01,dcid:MarginOfError_Count_Person_5OrMoreYears_NotAUSCitizen_LanguageOtherThanEnglishSpokenAtHome_ForeignBorn,2592.799,Percent distribution of people who speak a language other than English at home!!Total!!Margin of Error!!NATIVITY AND CITIZENSHIP STATUS!!Foreign-born population 5 years and over!!Not a U.S. citizen
2014,geoId/01,dcid:Count_Person_5OrMoreYears_LanguageOtherThanEnglishSpokenAtHome_PovertyStatusDetermined,230289.0,Percent distribution of people who speak a language other than English at home!!Total!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined
2014,geoId/01,dcid:MarginOfError_Count_Person_5OrMoreYears_LanguageOtherThanEnglishSpokenAtHome_PovertyStatusDetermined,3308.0,Percent distribution of people who speak a language other than English at home!!Total!!Margin of Error!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined
2014,geoId/01,dcid:Count_Person_5OrMoreYears_LanguageOtherThanEnglishSpokenAtHome_BelowPovertyLevelInThePast12Months,58953.984,Percent distribution of people who speak a language other than English at home!!Total!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined!!Below poverty level
2014,geoId/01,dcid:MarginOfError_Count_Person_5OrMoreYears_LanguageOtherThanEnglishSpokenAtHome_BelowPovertyLevelInThePast12Months,2763.468,Percent distribution of people who speak a language other than English at home!!Total!!Margin of Error!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined!!Below poverty level
2014,geoId/01,dcid:Count_Person_5OrMoreYears_LanguageOtherThanEnglishSpokenAtHome_AbovePovertyLevelInThePast12Months,171335.016,Percent distribution of people who speak a language other than English at home!!Total!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined!!At or above poverty level
2014,geoId/01,dcid:MarginOfError_Count_Person_5OrMoreYears_LanguageOtherThanEnglishSpokenAtHome_AbovePovertyLevelInThePast12Months,2763.468,Percent distribution of people who speak a language other than English at home!!Total!!Margin of Error!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined!!At or above poverty level
2014,geoId/01,dcid:Count_Person_25OrMoreYears_LanguageOtherThanEnglishSpokenAtHome,156131.0,Percent distribution of people who speak a language other than English at home!!Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over
2014,geoId/01,dcid:MarginOfError_Count_Person_25OrMoreYears_LanguageOtherThanEnglishSpokenAtHome,2467.0,Percent distribution of people who speak a language other than English at home!!Total!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over
2014,geoId/01,dcid:Count_Person_EducationalAttainmentLessThanHighSchoolGraduate_LanguageOtherThanEnglishSpokenAtHome,46214.776,Percent distribution of people who speak a language other than English at home!!Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate
2014,geoId/01,dcid:MarginOfError_Count_Person_EducationalAttainmentLessThanHighSchoolGraduate_LanguageOtherThanEnglishSpokenAtHome,1561.31,Percent distribution of people who speak a language other than English at home!!Total!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate
2014,geoId/01,dcid:Count_Person_EducationalAttainmentHighSchoolGraduateIncludesEquivalency_LanguageOtherThanEnglishSpokenAtHome,34817.213,Percent distribution of people who speak a language other than English at home!!Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)
2014,geoId/01,dcid:MarginOfError_Count_Person_EducationalAttainmentHighSchoolGraduateIncludesEquivalency_LanguageOtherThanEnglishSpokenAtHome,1561.31,Percent distribution of people who speak a language other than English at home!!Total!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)
2014,geoId/01,dcid:Count_Person_EducationalAttainmentSomeCollegeOrAssociatesDegree_LanguageOtherThanEnglishSpokenAtHome,30757.807,Percent distribution of people who speak a language other than English at home!!Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree
2014,geoId/01,dcid:MarginOfError_Count_Person_EducationalAttainmentSomeCollegeOrAssociatesDegree_LanguageOtherThanEnglishSpokenAtHome,1249.048,Percent distribution of people who speak a language other than English at home!!Total!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree
2014,geoId/01,dcid:Count_Person_EducationalAttainmentBachelorsDegreeOrHigher_LanguageOtherThanEnglishSpokenAtHome,44341.204,Percent distribution of people who speak a language other than English at home!!Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher
2014,geoId/01,dcid:MarginOfError_Count_Person_EducationalAttainmentBachelorsDegreeOrHigher_LanguageOtherThanEnglishSpokenAtHome,1405.179,Percent distribution of people who speak a language other than English at home!!Total!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher
2014,geoId/01,dcid:Count_Person_5OrMoreYears_SpanishOrSpanishCreoleSpokenAtHome,150809.0,Percent distribution of people who speak a language other than English at home!!Spanish or Spanish Creole!!Estimate!!Total population 5 years and over
2014,geoId/01,dcid:MarginOfError_Count_Person_5OrMoreYears_SpanishOrSpanishCreoleSpokenAtHome,2595.0,Percent distribution of people who speak a language other than English at home!!Spanish or Spanish Creole!!Margin of Error!!Total population 5 years and over
2014,geoId/01,dcid:Count_Person_5To17Years_SpanishOrSpanishCreoleSpokenAtHome,36646.587,Percent distribution of people who speak a language other than English at home!!Spanish or Spanish Creole!!Estimate!!AGE!!5 to 17 years
2014,geoId/01,dcid:MarginOfError_Count_Person_5To17Years_SpanishOrSpanishCreoleSpokenAtHome,1055.663,Percent distribution of people who speak a language other than English at home!!Spanish or Spanish Creole!!Margin of Error!!AGE!!5 to 17 years
2014,geoId/01,dcid:Count_Person_18To64Years_SpanishOrSpanishCreoleSpokenAtHome,108733.289,Percent distribution of people who speak a language other than English at home!!Spanish or Spanish Creole!!Estimate!!AGE!!18 to 64 years
2014,geoId/01,dcid:MarginOfError_Count_Person_18To64Years_SpanishOrSpanishCreoleSpokenAtHome,1055.663,Percent distribution of people who speak a language other than English at home!!Spanish or Spanish Creole!!Margin of Error!!AGE!!18 to 64 years
2014,geoId/01,dcid:Count_Person_65OrMoreYears_SpanishOrSpanishCreoleSpokenAtHome,5429.124,Percent distribution of people who speak a language other than English at home!!Spanish or Spanish Creole!!Estimate!!AGE!!65 years and over
2014,geoId/01,dcid:MarginOfError_Count_Person_65OrMoreYears_SpanishOrSpanishCreoleSpokenAtHome,452.427,Percent distribution of people who speak a language other than English at home!!Spanish or Spanish Creole!!Margin of Error!!AGE!!65 years and over
2014,geoId/01,dcid:Count_Person_5OrMoreYears_SpanishOrSpanishCreoleSpokenAtHome_Native,74801.264,Percent distribution of people who speak a language other than English at home!!Spanish or Spanish Creole!!Estimate!!NATIVITY AND CITIZENSHIP STATUS!!Native population 5 years and over
2014,geoId/01,dcid:MarginOfError_Count_Person_5OrMoreYears_SpanishOrSpanishCreoleSpokenAtHome_Native,1960.517,Percent distribution of people who speak a language other than English at home!!Spanish or Spanish Creole!!Margin of Error!!NATIVITY AND CITIZENSHIP STATUS!!Native population 5 years and over
2014,geoId/01,dcid:Count_Person_5OrMoreYears_SpanishOrSpanishCreoleSpokenAtHome_ForeignBorn,76007.736,Percent distribution of people who speak a language other than English at home!!Spanish or Spanish Creole!!Estimate!!NATIVITY AND CITIZENSHIP STATUS!!Foreign-born population 5 years and over
2014,geoId/01,dcid:MarginOfError_Count_Person_5OrMoreYears_SpanishOrSpanishCreoleSpokenAtHome_ForeignBorn,1960.517,Percent distribution of people who speak a language other than English at home!!Spanish or Spanish Creole!!Margin of Error!!NATIVITY AND CITIZENSHIP STATUS!!Foreign-born population 5 years and over
2014,geoId/01,dcid:Count_Person_5OrMoreYears_USCitizenByNaturalization_SpanishOrSpanishCreoleSpokenAtHome_ForeignBorn,12064.72,Percent distribution of people who speak a language other than English at home!!Spanish or Spanish Creole!!Estimate!!NATIVITY AND CITIZENSHIP STATUS!!Foreign-born population 5 years and over!!Naturalized U.S. citizen
2014,geoId/01,dcid:MarginOfError_Count_Person_5OrMoreYears_USCitizenByNaturalization_SpanishOrSpanishCreoleSpokenAtHome_ForeignBorn,1055.663,Percent distribution of people who speak a language other than English at home!!Spanish or Spanish Creole!!Margin of Error!!NATIVITY AND CITIZENSHIP STATUS!!Foreign-born population 5 years and over!!Naturalized U.S. citizen
2014,geoId/01,dcid:Count_Person_5OrMoreYears_NotAUSCitizen_SpanishOrSpanishCreoleSpokenAtHome_ForeignBorn,64093.825,Percent distribution of people who speak a language other than English at home!!Spanish or Spanish Creole!!Estimate!!NATIVITY AND CITIZENSHIP STATUS!!Foreign-born population 5 years and over!!Not a U.S. citizen
2014,geoId/01,dcid:MarginOfError_Count_Person_5OrMoreYears_NotAUSCitizen_SpanishOrSpanishCreoleSpokenAtHome_ForeignBorn,2111.326,Percent distribution of people who speak a language other than English at home!!Spanish or Spanish Creole!!Margin of Error!!NATIVITY AND CITIZENSHIP STATUS!!Foreign-born population 5 years and over!!Not a U.S. citizen
2014,geoId/01,dcid:Count_Person_5OrMoreYears_SpanishOrSpanishCreoleSpokenAtHome_PovertyStatusDetermined,148000.0,Percent distribution of people who speak a language other than English at home!!Spanish or Spanish Creole!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined
2014,geoId/01,dcid:MarginOfError_Count_Person_5OrMoreYears_SpanishOrSpanishCreoleSpokenAtHome_PovertyStatusDetermined,2603.0,Percent distribution of people who speak a language other than English at home!!Spanish or Spanish Creole!!Margin of Error!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined
2014,geoId/01,dcid:Count_Person_5OrMoreYears_SpanishOrSpanishCreoleSpokenAtHome_BelowPovertyLevelInThePast12Months,46176.0,Percent distribution of people who speak a language other than English at home!!Spanish or Spanish Creole!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined!!Below poverty level
2014,geoId/01,dcid:MarginOfError_Count_Person_5OrMoreYears_SpanishOrSpanishCreoleSpokenAtHome_BelowPovertyLevelInThePast12Months,2516.0,Percent distribution of people who speak a language other than English at home!!Spanish or Spanish Creole!!Margin of Error!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined!!Below poverty level
2014,geoId/01,dcid:Count_Person_5OrMoreYears_SpanishOrSpanishCreoleSpokenAtHome_AbovePovertyLevelInThePast12Months,101824.0,Percent distribution of people who speak a language other than English at home!!Spanish or Spanish Creole!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined!!At or above poverty level
