observationDate,observationAbout,value,variableMeasured
2019,country/USA,221499,dcid:Count_Student_SubsidizedLoan_InstitutionAll_AllInstitution_Received
2019,country/USA,62.7,dcid:Percent_Student_SubsidizedLoan_InstitutionAll_AllInstitution_Graduation
2019,country/USA,205976,dcid:Count_Student_SubsidizedLoan_InstitutionControlPublic_AllInstitution_Adjusted
2019,country/USA,120181,dcid:Count_Student_SubsidizedLoan_InstitutionControlPublic_AllInstitution_Received
2019,country/USA,58.3,dcid:Percent_Student_SubsidizedLoan_InstitutionControlPublic_AllInstitution_Graduation
2019,country/USA,121734,dcid:Count_Student_SubsidizedLoan_InstitutionControlPrivateNonProfit_AllInstitution_Adjusted
2019,country/USA,84188,dcid:Count_Student_SubsidizedLoan_InstitutionControlPrivateNonProfit_AllInstitution_Received
2019,country/USA,69.2,dcid:Percent_Student_SubsidizedLoan_InstitutionControlPrivateNonProfit_AllInstitution_Graduation
2019,country/USA,25826,dcid:Count_Student_SubsidizedLoan_InstitutionControlPrivateForProfit_AllInstitution_Adjusted
2019,country/USA,17130,dcid:Count_Student_SubsidizedLoan_InstitutionControlPrivateForProfit_AllInstitution_Received
2019,country/USA,66.3,dcid:Percent_Student_SubsidizedLoan_InstitutionControlPrivateForProfit_AllInstitution_Graduation
2019,country/USA,1122885,dcid:Count_Student_InstitutionAll_AllInstitution_Adjusted
2019,country/USA,688414,dcid:Count_Student_InstitutionAll_AllInstitution_Received
2019,country/USA,61.3,dcid:Percent_Student_InstitutionAll_AllInstitution_Graduation
2019,country/USA,837543,dcid:Count_Student_InstitutionControlPublic_AllInstitution_Adjusted
2019,country/USA,481500,dcid:Count_Student_InstitutionControlPublic_AllInstitution_Received
2019,country/USA,57.5,dcid:Percent_Student_InstitutionControlPublic_AllInstitution_Graduation
2019,country/USA,232299,dcid:Count_Student_InstitutionControlPrivateNonProfit_AllInstitution_Adjusted
2019,country/USA,176639,dcid:Count_Student_InstitutionControlPrivateNonProfit_AllInstitution_Received
2019,country/USA,76,dcid:Percent_Student_InstitutionControlPrivateNonProfit_AllInstitution_Graduation
2019,country/USA,53043,dcid:Count_Student_InstitutionControlPrivateForProfit_AllInstitution_Adjusted
2019,country/USA,30275,dcid:Count_Student_InstitutionControlPrivateForProfit_AllInstitution_Received
2019,country/USA,57.1,dcid:Percent_Student_InstitutionControlPrivateForProfit_AllInstitution_Graduation
2019,country/USA,1753075,dcid:Count_Student_AllStudents_InstitutionAll_FourYearInstitution_Adjusted
2019,country/USA,1072122,dcid:Count_Student_AllStudents_InstitutionAll_FourYearInstitution_Received
2019,country/USA,61.2,dcid:Percent_Student_AllStudents_InstitutionAll_FourYearInstitution_Graduation
2019,country/USA,1198970,dcid:Count_Student_AllStudents_InstitutionControlPublic_FourYearInstitution_Adjusted
2019,country/USA,709528,dcid:Count_Student_AllStudents_InstitutionControlPublic_FourYearInstitution_Received
2019,country/USA,59.2,dcid:Percent_Student_AllStudents_InstitutionControlPublic_FourYearInstitution_Graduation
2019,country/USA,501256,dcid:Count_Student_AllStudents_InstitutionControlPrivateNonProfit_FourYearInstitution_Adjusted
2019,country/USA,340118,dcid:Count_Student_AllStudents_InstitutionControlPrivateNonProfit_FourYearInstitution_Received
2019,country/USA,67.9,dcid:Percent_Student_AllStudents_InstitutionControlPrivateNonProfit_FourYearInstitution_Graduation
2019,country/USA,52849,dcid:Count_Student_AllStudents_InstitutionControlPrivateForProfit_FourYearInstitution_Adjusted
2019,country/USA,22476,dcid:Count_Student_AllStudents_InstitutionControlPrivateForProfit_FourYearInstitution_Received
2019,country/USA,42.5,dcid:Percent_Student_AllStudents_InstitutionControlPrivateForProfit_FourYearInstitution_Graduation
2019,country/USA,618858,dcid:Count_Student_PellGrant_InstitutionAll_FourYearInstitution_Adjusted
2019,country/USA,304509,dcid:Count_Student_PellGrant_InstitutionAll_FourYearInstitution_Received
2019,country/USA,49.2,dcid:Percent_Student_PellGrant_InstitutionAll_FourYearInstitution_Graduation
2019,country/USA,434043,dcid:Count_Student_PellGrant_InstitutionControlPublic_FourYearInstitution_Adjusted
2019,country/USA,208356,dcid:Count_Student_PellGrant_InstitutionControlPublic_FourYearInstitution_Received
2019,country/USA,48,dcid:Percent_Student_PellGrant_InstitutionControlPublic_FourYearInstitution_Graduation
2019,country/USA,152507,dcid:Count_Student_PellGrant_InstitutionControlPrivateNonProfit_FourYearInstitution_Adjusted
2019,country/USA,82819,dcid:Count_Student_PellGrant_InstitutionControlPrivateNonProfit_FourYearInstitution_Received
2019,country/USA,54.3,dcid:Percent_Student_PellGrant_InstitutionControlPrivateNonProfit_FourYearInstitution_Graduation
2019,country/USA,32308,dcid:Count_Student_PellGrant_InstitutionControlPrivateForProfit_FourYearInstitution_Adjusted
2019,country/USA,13334,dcid:Count_Student_PellGrant_InstitutionControlPrivateForProfit_FourYearInstitution_Received
2019,country/USA,41.3,dcid:Percent_Student_PellGrant_InstitutionControlPrivateForProfit_FourYearInstitution_Graduation
2019,country/USA,307494,dcid:Count_Student_SubsidizedLoan_InstitutionAll_FourYearInstitution_Adjusted
2019,country/USA,198663,dcid:Count_Student_SubsidizedLoan_InstitutionAll_FourYearInstitution_Received
2019,country/USA,64.6,dcid:Percent_Student_SubsidizedLoan_InstitutionAll_FourYearInstitution_Graduation
2019,country/USA,181056,dcid:Count_Student_SubsidizedLoan_InstitutionControlPublic_FourYearInstitution_Adjusted
2019,country/USA,112314,dcid:Count_Student_SubsidizedLoan_InstitutionControlPublic_FourYearInstitution_Received
2019,country/USA,62,dcid:Percent_Student_SubsidizedLoan_InstitutionControlPublic_FourYearInstitution_Graduation
2019,country/USA,120323,dcid:Count_Student_SubsidizedLoan_InstitutionControlPrivateNonProfit_FourYearInstitution_Adjusted
2019,country/USA,83132,dcid:Count_Student_SubsidizedLoan_InstitutionControlPrivateNonProfit_FourYearInstitution_Received
2019,country/USA,69.1,dcid:Percent_Student_SubsidizedLoan_InstitutionControlPrivateNonProfit_FourYearInstitution_Graduation
2019,country/USA,6115,dcid:Count_Student_SubsidizedLoan_InstitutionControlPrivateForProfit_FourYearInstitution_Adjusted
2019,country/USA,3217,dcid:Count_Student_SubsidizedLoan_InstitutionControlPrivateForProfit_FourYearInstitution_Received
2019,country/USA,52.6,dcid:Percent_Student_SubsidizedLoan_InstitutionControlPrivateForProfit_FourYearInstitution_Graduation
2019,country/USA,826723,dcid:Count_Student_InstitutionAll_FourYearInstitution_Adjusted
2019,country/USA,568950,dcid:Count_Student_InstitutionAll_FourYearInstitution_Received
2019,country/USA,68.8,dcid:Percent_Student_InstitutionAll_FourYearInstitution_Graduation
2019,country/USA,583871,dcid:Count_Student_InstitutionControlPublic_FourYearInstitution_Adjusted
2019,country/USA,388858,dcid:Count_Student_InstitutionControlPublic_FourYearInstitution_Received
2019,country/USA,66.6,dcid:Percent_Student_InstitutionControlPublic_FourYearInstitution_Graduation
2019,country/USA,228426,dcid:Count_Student_InstitutionControlPrivateNonProfit_FourYearInstitution_Adjusted
2019,country/USA,174167,dcid:Count_Student_InstitutionControlPrivateNonProfit_FourYearInstitution_Received
2019,country/USA,76.2,dcid:Percent_Student_InstitutionControlPrivateNonProfit_FourYearInstitution_Graduation
2019,country/USA,14426,dcid:Count_Student_InstitutionControlPrivateForProfit_FourYearInstitution_Adjusted
2019,country/USA,5925,dcid:Count_Student_InstitutionControlPrivateForProfit_FourYearInstitution_Received
2019,country/USA,41.1,dcid:Percent_Student_InstitutionControlPrivateForProfit_FourYearInstitution_Graduation
2019,country/USA,1521134,dcid:Count_Student_AllStudents_InstitutionAll_FourYearBachelorsCohort_Adjusted
2019,country/USA,988913,dcid:Count_Student_AllStudents_InstitutionAll_FourYearBachelorsCohort_Received
2019,country/USA,65,dcid:Percent_Student_AllStudents_InstitutionAll_FourYearBachelorsCohort_Graduation
2019,country/USA,1021180,dcid:Count_Student_AllStudents_InstitutionControlPublic_FourYearBachelorsCohort_Adjusted
2019,country/USA,651671,dcid:Count_Student_AllStudents_InstitutionControlPublic_FourYearBachelorsCohort_Received
2019,country/USA,63.8,dcid:Percent_Student_AllStudents_InstitutionControlPublic_FourYearBachelorsCohort_Graduation
2019,country/USA,476792,dcid:Count_Student_AllStudents_InstitutionControlPrivateNonProfit_FourYearBachelorsCohort_Adjusted
2019,country/USA,329179,dcid:Count_Student_AllStudents_InstitutionControlPrivateNonProfit_FourYearBachelorsCohort_Received
2019,country/USA,69,dcid:Percent_Student_AllStudents_InstitutionControlPrivateNonProfit_FourYearBachelorsCohort_Graduation
2019,country/USA,23162,dcid:Count_Student_AllStudents_InstitutionControlPrivateForProfit_FourYearBachelorsCohort_Adjusted
2019,country/USA,8063,dcid:Count_Student_AllStudents_InstitutionControlPrivateForProfit_FourYearBachelorsCohort_Received
2019,country/USA,34.8,dcid:Percent_Student_AllStudents_InstitutionControlPrivateForProfit_FourYearBachelorsCohort_Graduation
2019,country/USA,495449,dcid:Count_Student_PellGrant_InstitutionAll_FourYearBachelorsCohort_Adjusted
2019,country/USA,263406,dcid:Count_Student_PellGrant_InstitutionAll_FourYearBachelorsCohort_Received
2019,country/USA,53.2,dcid:Percent_Student_PellGrant_InstitutionAll_FourYearBachelorsCohort_Graduation
2019,country/USA,343990,dcid:Count_Student_PellGrant_InstitutionControlPublic_FourYearBachelorsCohort_Adjusted
2019,country/USA,182213,dcid:Count_Student_PellGrant_InstitutionControlPublic_FourYearBachelorsCohort_Received
2019,country/USA,53,dcid:Percent_Student_PellGrant_InstitutionControlPublic_FourYearBachelorsCohort_Graduation
2019,country/USA,138490,dcid:Count_Student_PellGrant_InstitutionControlPrivateNonProfit_FourYearBachelorsCohort_Adjusted
2019,country/USA,77197,dcid:Count_Student_PellGrant_InstitutionControlPrivateNonProfit_FourYearBachelorsCohort_Received
2019,country/USA,55.7,dcid:Percent_Student_PellGrant_InstitutionControlPrivateNonProfit_FourYearBachelorsCohort_Graduation
2019,country/USA,12969,dcid:Count_Student_PellGrant_InstitutionControlPrivateForProfit_FourYearBachelorsCohort_Adjusted
2019,country/USA,3996,dcid:Count_Student_PellGrant_InstitutionControlPrivateForProfit_FourYearBachelorsCohort_Received
2019,country/USA,30.8,dcid:Percent_Student_PellGrant_InstitutionControlPrivateForProfit_FourYearBachelorsCohort_Graduation
2019,country/USA,289709,dcid:Count_Student_SubsidizedLoan_InstitutionAll_FourYearBachelorsCohort_Adjusted
2019,country/USA,190666,dcid:Count_Student_SubsidizedLoan_InstitutionAll_FourYearBachelorsCohort_Received
2019,country/USA,65.8,dcid:Percent_Student_SubsidizedLoan_InstitutionAll_FourYearBachelorsCohort_Graduation
2019,country/USA,170674,dcid:Count_Student_SubsidizedLoan_InstitutionControlPublic_FourYearBachelorsCohort_Adjusted
2019,country/USA,108555,dcid:Count_Student_SubsidizedLoan_InstitutionControlPublic_FourYearBachelorsCohort_Received
2019,country/USA,63.6,dcid:Percent_Student_SubsidizedLoan_InstitutionControlPublic_FourYearBachelorsCohort_Graduation
2019,country/USA,116065,dcid:Count_Student_SubsidizedLoan_InstitutionControlPrivateNonProfit_FourYearBachelorsCohort_Adjusted
2019,country/USA,80773,dcid:Count_Student_SubsidizedLoan_InstitutionControlPrivateNonProfit_FourYearBachelorsCohort_Received
2019,country/USA,69.6,dcid:Percent_Student_SubsidizedLoan_InstitutionControlPrivateNonProfit_FourYearBachelorsCohort_Graduation
2019,country/USA,2970,dcid:Count_Student_SubsidizedLoan_InstitutionControlPrivateForProfit_FourYearBachelorsCohort_Adjusted
2019,country/USA,1338,dcid:Count_Student_SubsidizedLoan_InstitutionControlPrivateForProfit_FourYearBachelorsCohort_Received
2019,country/USA,45.1,dcid:Percent_Student_SubsidizedLoan_InstitutionControlPrivateForProfit_FourYearBachelorsCohort_Graduation
2019,country/USA,735976,dcid:Count_Student_InstitutionAll_FourYearBachelorsCohort_Adjusted
2019,country/USA,534841,dcid:Count_Student_InstitutionAll_FourYearBachelorsCohort_Received
2019,country/USA,72.7,dcid:Percent_Student_InstitutionAll_FourYearBachelorsCohort_Graduation
2019,country/USA,506516,dcid:Count_Student_InstitutionControlPublic_FourYearBachelorsCohort_Adjusted
2019,country/USA,360903,dcid:Count_Student_InstitutionControlPublic_FourYearBachelorsCohort_Received
2019,country/USA,71.3,dcid:Percent_Student_InstitutionControlPublic_FourYearBachelorsCohort_Graduation
2019,country/USA,222237,dcid:Count_Student_InstitutionControlPrivateNonProfit_FourYearBachelorsCohort_Adjusted
2019,country/USA,171209,dcid:Count_Student_InstitutionControlPrivateNonProfit_FourYearBachelorsCohort_Received
2019,country/USA,77,dcid:Percent_Student_InstitutionControlPrivateNonProfit_FourYearBachelorsCohort_Graduation
2019,country/USA,7223,dcid:Count_Student_InstitutionControlPrivateForProfit_FourYearBachelorsCohort_Adjusted
2019,country/USA,2729,dcid:Count_Student_InstitutionControlPrivateForProfit_FourYearBachelorsCohort_Received
2019,country/USA,37.8,dcid:Percent_Student_InstitutionControlPrivateForProfit_FourYearBachelorsCohort_Graduation
2019,country/USA,231941,dcid:Count_Student_AllStudents_InstitutionAll_FourYearOtherThanBachelorsCohort_Adjusted
2019,country/USA,83209,dcid:Count_Student_AllStudents_InstitutionAll_FourYearOtherThanBachelorsCohort_Received
2019,country/USA,35.9,dcid:Percent_Student_AllStudents_InstitutionAll_FourYearOtherThanBachelorsCohort_Graduation
2019,country/USA,177790,dcid:Count_Student_AllStudents_InstitutionControlPublic_FourYearOtherThanBachelorsCohort_Adjusted
2019,country/USA,57857,dcid:Count_Student_AllStudents_InstitutionControlPublic_FourYearOtherThanBachelorsCohort_Received
2019,country/USA,32.5,dcid:Percent_Student_AllStudents_InstitutionControlPublic_FourYearOtherThanBachelorsCohort_Graduation
2019,country/USA,24464,dcid:Count_Student_AllStudents_InstitutionControlPrivateNonProfit_FourYearOtherThanBachelorsCohort_Adjusted
2019,country/USA,10939,dcid:Count_Student_AllStudents_InstitutionControlPrivateNonProfit_FourYearOtherThanBachelorsCohort_Received
2019,country/USA,44.7,dcid:Percent_Student_AllStudents_InstitutionControlPrivateNonProfit_FourYearOtherThanBachelorsCohort_Graduation
2019,country/USA,29687,dcid:Count_Student_AllStudents_InstitutionControlPrivateForProfit_FourYearOtherThanBachelorsCohort_Adjusted
2019,country/USA,14413,dcid:Count_Student_AllStudents_InstitutionControlPrivateForProfit_FourYearOtherThanBachelorsCohort_Received
2019,country/USA,48.5,dcid:Percent_Student_AllStudents_InstitutionControlPrivateForProfit_FourYearOtherThanBachelorsCohort_Graduation
2019,country/USA,123409,dcid:Count_Student_PellGrant_InstitutionAll_FourYearOtherThanBachelorsCohort_Adjusted
2019,country/USA,41103,dcid:Count_Student_PellGrant_InstitutionAll_FourYearOtherThanBachelorsCohort_Received
2019,country/USA,33.3,dcid:Percent_Student_PellGrant_InstitutionAll_FourYearOtherThanBachelorsCohort_Graduation
2019,country/USA,90053,dcid:Count_Student_PellGrant_InstitutionControlPublic_FourYearOtherThanBachelorsCohort_Adjusted
2019,country/USA,26143,dcid:Count_Student_PellGrant_InstitutionControlPublic_FourYearOtherThanBachelorsCohort_Received
2019,country/USA,29,dcid:Percent_Student_PellGrant_InstitutionControlPublic_FourYearOtherThanBachelorsCohort_Graduation
2019,country/USA,14017,dcid:Count_Student_PellGrant_InstitutionControlPrivateNonProfit_FourYearOtherThanBachelorsCohort_Adjusted
2019,country/USA,5622,dcid:Count_Student_PellGrant_InstitutionControlPrivateNonProfit_FourYearOtherThanBachelorsCohort_Received
2019,country/USA,40.1,dcid:Percent_Student_PellGrant_InstitutionControlPrivateNonProfit_FourYearOtherThanBachelorsCohort_Graduation
2019,country/USA,19339,dcid:Count_Student_PellGrant_InstitutionControlPrivateForProfit_FourYearOtherThanBachelorsCohort_Adjusted
2019,country/USA,9338,dcid:Count_Student_PellGrant_InstitutionControlPrivateForProfit_FourYearOtherThanBachelorsCohort_Received
2019,country/USA,48.3,dcid:Percent_Student_PellGrant_InstitutionControlPrivateForProfit_FourYearOtherThanBachelorsCohort_Graduation
2019,country/USA,17785,dcid:Count_Student_SubsidizedLoan_InstitutionAll_FourYearOtherThanBachelorsCohort_Adjusted
2019,country/USA,7997,dcid:Count_Student_SubsidizedLoan_InstitutionAll_FourYearOtherThanBachelorsCohort_Received
2019,country/USA,45,dcid:Percent_Student_SubsidizedLoan_InstitutionAll_FourYearOtherThanBachelorsCohort_Graduation
2019,country/USA,10382,dcid:Count_Student_SubsidizedLoan_InstitutionControlPublic_FourYearOtherThanBachelorsCohort_Adjusted
2019,country/USA,3759,dcid:Count_Student_SubsidizedLoan_InstitutionControlPublic_FourYearOtherThanBachelorsCohort_Received
2019,country/USA,36.2,dcid:Percent_Student_SubsidizedLoan_InstitutionControlPublic_FourYearOtherThanBachelorsCohort_Graduation
2019,country/USA,4258,dcid:Count_Student_SubsidizedLoan_InstitutionControlPrivateNonProfit_FourYearOtherThanBachelorsCohort_Adjusted
2019,country/USA,2359,dcid:Count_Student_SubsidizedLoan_InstitutionControlPrivateNonProfit_FourYearOtherThanBachelorsCohort_Received
2019,country/USA,55.4,dcid:Percent_Student_SubsidizedLoan_InstitutionControlPrivateNonProfit_FourYearOtherThanBachelorsCohort_Graduation
2019,country/USA,3145,dcid:Count_Student_SubsidizedLoan_InstitutionControlPrivateForProfit_FourYearOtherThanBachelorsCohort_Adjusted
2019,country/USA,1879,dcid:Count_Student_SubsidizedLoan_InstitutionControlPrivateForProfit_FourYearOtherThanBachelorsCohort_Received
2019,country/USA,59.7,dcid:Percent_Student_SubsidizedLoan_InstitutionControlPrivateForProfit_FourYearOtherThanBachelorsCohort_Graduation
2019,country/USA,90747,dcid:Count_Student_InstitutionAll_FourYearOtherThanBachelorsCohort_Adjusted
2019,country/USA,34109,dcid:Count_Student_InstitutionAll_FourYearOtherThanBachelorsCohort_Received
2019,country/USA,37.6,dcid:Percent_Student_InstitutionAll_FourYearOtherThanBachelorsCohort_Graduation
2019,country/USA,77355,dcid:Count_Student_InstitutionControlPublic_FourYearOtherThanBachelorsCohort_Adjusted
2019,country/USA,27955,dcid:Count_Student_InstitutionControlPublic_FourYearOtherThanBachelorsCohort_Received
2019,country/USA,36.1,dcid:Percent_Student_InstitutionControlPublic_FourYearOtherThanBachelorsCohort_Graduation
2019,country/USA,6189,dcid:Count_Student_InstitutionControlPrivateNonProfit_FourYearOtherThanBachelorsCohort_Adjusted
2019,country/USA,2958,dcid:Count_Student_InstitutionControlPrivateNonProfit_FourYearOtherThanBachelorsCohort_Received
2019,country/USA,47.8,dcid:Percent_Student_InstitutionControlPrivateNonProfit_FourYearOtherThanBachelorsCohort_Graduation
2019,country/USA,7203,dcid:Count_Student_InstitutionControlPrivateForProfit_FourYearOtherThanBachelorsCohort_Adjusted
2019,country/USA,3196,dcid:Count_Student_InstitutionControlPrivateForProfit_FourYearOtherThanBachelorsCohort_Received
2019,country/USA,44.4,dcid:Percent_Student_InstitutionControlPrivateForProfit_FourYearOtherThanBachelorsCohort_Graduation
2019,country/USA,683269,dcid:Count_Student_AllStudents_InstitutionAll_TwoYearInstitution_Adjusted
2019,country/USA,242687,dcid:Count_Student_AllStudents_InstitutionAll_TwoYearInstitution_Received
2019,country/USA,35.5,dcid:Percent_Student_AllStudents_InstitutionAll_TwoYearInstitution_Graduation
2019,country/USA,567884,dcid:Count_Student_AllStudents_InstitutionControlPublic_TwoYearInstitution_Adjusted
2019,country/USA,177201,dcid:Count_Student_AllStudents_InstitutionControlPublic_TwoYearInstitution_Received
2019,country/USA,31.2,dcid:Percent_Student_AllStudents_InstitutionControlPublic_TwoYearInstitution_Graduation
2019,country/USA,14283,dcid:Count_Student_AllStudents_InstitutionControlPrivateNonProfit_TwoYearInstitution_Adjusted
2019,country/USA,8281,dcid:Count_Student_AllStudents_InstitutionControlPrivateNonProfit_TwoYearInstitution_Received
2019,country/USA,58,dcid:Percent_Student_AllStudents_InstitutionControlPrivateNonProfit_TwoYearInstitution_Graduation
2019,country/USA,101102,dcid:Count_Student_AllStudents_InstitutionControlPrivateForProfit_TwoYearInstitution_Adjusted
2019,country/USA,57205,dcid:Count_Student_AllStudents_InstitutionControlPrivateForProfit_TwoYearInstitution_Received
2019,country/USA,56.6,dcid:Percent_Student_AllStudents_InstitutionControlPrivateForProfit_TwoYearInstitution_Graduation
2019,country/USA,382809,dcid:Count_Student_PellGrant_InstitutionAll_TwoYearInstitution_Adjusted
2019,country/USA,128966,dcid:Count_Student_PellGrant_InstitutionAll_TwoYearInstitution_Received
2019,country/USA,33.7,dcid:Percent_Student_PellGrant_InstitutionAll_TwoYearInstitution_Graduation
2019,country/USA,297895,dcid:Count_Student_PellGrant_InstitutionControlPublic_TwoYearInstitution_Adjusted
2019,country/USA,81927,dcid:Count_Student_PellGrant_InstitutionControlPublic_TwoYearInstitution_Received
2019,country/USA,27.5,dcid:Percent_Student_PellGrant_InstitutionControlPublic_TwoYearInstitution_Graduation
2019,country/USA,10721,dcid:Count_Student_PellGrant_InstitutionControlPrivateNonProfit_TwoYearInstitution_Adjusted
2019,country/USA,5952,dcid:Count_Student_PellGrant_InstitutionControlPrivateNonProfit_TwoYearInstitution_Received
2019,country/USA,55.5,dcid:Percent_Student_PellGrant_InstitutionControlPrivateNonProfit_TwoYearInstitution_Graduation
2019,country/USA,74193,dcid:Count_Student_PellGrant_InstitutionControlPrivateForProfit_TwoYearInstitution_Adjusted
2019,country/USA,41087,dcid:Count_Student_PellGrant_InstitutionControlPrivateForProfit_TwoYearInstitution_Received
2019,country/USA,55.4,dcid:Percent_Student_PellGrant_InstitutionControlPrivateForProfit_TwoYearInstitution_Graduation
2019,country/USA,35691,dcid:Count_Student_SubsidizedLoan_InstitutionAll_TwoYearInstitution_Adjusted
2019,country/USA,15133,dcid:Count_Student_SubsidizedLoan_InstitutionAll_TwoYearInstitution_Received
2019,country/USA,42.4,dcid:Percent_Student_SubsidizedLoan_InstitutionAll_TwoYearInstitution_Graduation
2019,country/USA,24223,dcid:Count_Student_SubsidizedLoan_InstitutionControlPublic_TwoYearInstitution_Adjusted
2019,country/USA,7390,dcid:Count_Student_SubsidizedLoan_InstitutionControlPublic_TwoYearInstitution_Received
2019,country/USA,30.5,dcid:Percent_Student_SubsidizedLoan_InstitutionControlPublic_TwoYearInstitution_Graduation
2019,country/USA,1088,dcid:Count_Student_SubsidizedLoan_InstitutionControlPrivateNonProfit_TwoYearInstitution_Adjusted
2019,country/USA,779,dcid:Count_Student_SubsidizedLoan_InstitutionControlPrivateNonProfit_TwoYearInstitution_Received
2019,country/USA,71.6,dcid:Percent_Student_SubsidizedLoan_InstitutionControlPrivateNonProfit_TwoYearInstitution_Graduation
2019,country/USA,10380,dcid:Count_Student_SubsidizedLoan_InstitutionControlPrivateForProfit_TwoYearInstitution_Adjusted
2019,country/USA,6964,dcid:Count_Student_SubsidizedLoan_InstitutionControlPrivateForProfit_TwoYearInstitution_Received
2019,country/USA,67.1,dcid:Percent_Student_SubsidizedLoan_InstitutionControlPrivateForProfit_TwoYearInstitution_Graduation
2019,country/USA,264769,dcid:Count_Student_InstitutionAll_TwoYearInstitution_Adjusted
2019,country/USA,98588,dcid:Count_Student_InstitutionAll_TwoYearInstitution_Received
2019,country/USA,37.2,dcid:Percent_Student_InstitutionAll_TwoYearInstitution_Graduation
2019,country/USA,245766,dcid:Count_Student_InstitutionControlPublic_TwoYearInstitution_Adjusted
2019,country/USA,87884,dcid:Count_Student_InstitutionControlPublic_TwoYearInstitution_Received
2019,country/USA,35.8,dcid:Percent_Student_InstitutionControlPublic_TwoYearInstitution_Graduation
2019,country/USA,2474,dcid:Count_Student_InstitutionControlPrivateNonProfit_TwoYearInstitution_Adjusted
2019,country/USA,1550,dcid:Count_Student_InstitutionControlPrivateNonProfit_TwoYearInstitution_Received
2019,country/USA,62.7,dcid:Percent_Student_InstitutionControlPrivateNonProfit_TwoYearInstitution_Graduation
2019,country/USA,16529,dcid:Count_Student_InstitutionControlPrivateForProfit_TwoYearInstitution_Adjusted
2019,country/USA,9154,dcid:Count_Student_InstitutionControlPrivateForProfit_TwoYearInstitution_Received
2019,country/USA,55.4,dcid:Percent_Student_InstitutionControlPrivateForProfit_TwoYearInstitution_Graduation
2019,country/USA,130384,dcid:Count_Student_AllStudents_InstitutionAll_LessThanTwoYearInstitution_Adjusted
2019,country/USA,85006,dcid:Count_Student_AllStudents_InstitutionAll_LessThanTwoYearInstitution_Received
2019,country/USA,65.2,dcid:Percent_Student_AllStudents_InstitutionAll_LessThanTwoYearInstitution_Graduation
2019,country/USA,16774,dcid:Count_Student_AllStudents_InstitutionControlPublic_LessThanTwoYearInstitution_Adjusted
2019,country/USA,11177,dcid:Count_Student_AllStudents_InstitutionControlPublic_LessThanTwoYearInstitution_Received
2019,country/USA,66.6,dcid:Percent_Student_AllStudents_InstitutionControlPublic_LessThanTwoYearInstitution_Graduation
2019,country/USA,4206,dcid:Count_Student_AllStudents_InstitutionControlPrivateNonProfit_LessThanTwoYearInstitution_Adjusted
2019,country/USA,2868,dcid:Count_Student_AllStudents_InstitutionControlPrivateNonProfit_LessThanTwoYearInstitution_Received
