"REF_DATE","GEO","DGUID","Index","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1984-11","British Columbia","2016A000259","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792907","13.3","47.8","","","","1"
"1984-12","Canada","2016A000011124","Electric power selling price indexes, national total","Index, 2014=100","351","units ","0","v107792869","1.1","40.5","","","","1"
"1984-12","Canada","2016A000011124","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792870","1.2","42.4","","","","1"
"1984-12","Canada","2016A000011124","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792871","1.3","39.6","","","","1"
"1984-12","Atlantic Region","2016A00011","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792873","2.2","51.9","","","","1"
"1984-12","Atlantic Region","2016A00011","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792874","2.3","58.4","","","","1"
"1984-12","Newfoundland and Labrador","2016A000210","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792876","3.2","76.2","","","","1"
"1984-12","Newfoundland and Labrador","2016A000210","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792877","3.3","63.6","","","","1"
"1984-12","Prince Edward Island","2016A000211","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792880","4.3","68.8","","","","1"
"1984-12","Nova Scotia","2016A000212","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792882","5.2","49.3","","","","1"
"1984-12","Nova Scotia","2016A000212","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792883","5.3","63.9","","","","1"
"1984-12","New Brunswick","2016A000213","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792885","6.2","51.9","","","","1"
"1984-12","New Brunswick","2016A000213","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792886","6.3","63.7","","","","1"
"1984-12","Quebec","2016A000224","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792888","7.2","50.8","","","","1"
"1984-12","Quebec","2016A000224","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792889","7.3","54.8","","","","1"
"1984-12","Ontario","2016A000235","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792891","8.2","39.9","","","","1"
"1984-12","Ontario","2016A000235","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792892","8.3","34.4","","","","1"
"1984-12","Prairie Region","2016A00014","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792894","9.2","30.5","","","","1"
"1984-12","Prairie Region","2016A00014","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792895","9.3","35.0","","","","1"
"1984-12","Manitoba","2016A000246","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792897","10.2","50.7","","","","1"
"1984-12","Manitoba","2016A000246","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792898","10.3","53.2","","","","1"
"1984-12","Saskatchewan","2016A000247","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792900","11.2","50.7","","","","1"
"1984-12","Saskatchewan","2016A000247","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792901","11.3","53.5","","","","1"
"1984-12","Alberta","2016A000248","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792903","12.2","19.2","","","","1"
"1984-12","Alberta","2016A000248","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792904","12.3","31.1","","","","1"
"1984-12","British Columbia","2016A000259","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792906","13.2","47.8","","","","1"
"1984-12","British Columbia","2016A000259","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792907","13.3","47.8","","","","1"
"1985-01","Canada","2016A000011124","Electric power selling price indexes, national total","Index, 2014=100","351","units ","0","v107792869","1.1","41.6","","","","1"
"1985-01","Canada","2016A000011124","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792870","1.2","43.4","","","","1"
"1985-01","Canada","2016A000011124","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792871","1.3","40.7","","","","1"
"1985-01","Atlantic Region","2016A00011","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792873","2.2","54.0","","","","1"
"1985-01","Atlantic Region","2016A00011","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792874","2.3","59.6","","","","1"
"1985-01","Newfoundland and Labrador","2016A000210","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792876","3.2","92.7","","","","1"
"1985-01","Newfoundland and Labrador","2016A000210","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792877","3.3","69.9","","","","1"
"1985-01","Prince Edward Island","2016A000211","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792880","4.3","77.3","","","","1"
"1985-01","Nova Scotia","2016A000212","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792882","5.2","49.3","","","","1"
"1985-01","Nova Scotia","2016A000212","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792883","5.3","63.9","","","","1"
"1985-01","New Brunswick","2016A000213","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792885","6.2","51.9","","","","1"
"1985-01","New Brunswick","2016A000213","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792886","6.3","63.7","","","","1"
"1985-01","Quebec","2016A000224","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792888","7.2","50.8","","","","1"
"1985-01","Quebec","2016A000224","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792889","7.3","54.8","","","","1"
"1985-01","Ontario","2016A000235","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792891","8.2","43.0","","","","1"
"1985-01","Ontario","2016A000235","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792892","8.3","36.8","","","","1"
"1985-01","Prairie Region","2016A00014","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792894","9.2","30.5","","","","1"
"1985-01","Prairie Region","2016A00014","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792895","9.3","35.1","","","","1"
"1985-01","Manitoba","2016A000246","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792897","10.2","50.7","","","","1"
"1985-01","Manitoba","2016A000246","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792898","10.3","53.2","","","","1"
"1985-01","Saskatchewan","2016A000247","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792900","11.2","50.7","","","","1"
"1985-01","Saskatchewan","2016A000247","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792901","11.3","53.5","","","","1"
"1985-01","Alberta","2016A000248","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792903","12.2","19.2","","","","1"
"1985-01","Alberta","2016A000248","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792904","12.3","31.3","","","","1"
"1985-01","British Columbia","2016A000259","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792906","13.2","47.8","","","","1"
"1985-01","British Columbia","2016A000259","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792907","13.3","47.8","","","","1"
"1985-02","Canada","2016A000011124","Electric power selling price indexes, national total","Index, 2014=100","351","units ","0","v107792869","1.1","41.7","","","","1"
"1985-02","Canada","2016A000011124","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792870","1.2","43.4","","","","1"
"1985-02","Canada","2016A000011124","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792871","1.3","40.9","","","","1"
"1985-02","Atlantic Region","2016A00011","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792873","2.2","53.4","","","","1"
"1985-02","Atlantic Region","2016A00011","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792874","2.3","59.8","","","","1"
"1985-02","Newfoundland and Labrador","2016A000210","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792876","3.2","88.5","","","","1"
"1985-02","Newfoundland and Labrador","2016A000210","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792877","3.3","70.3","","","","1"
"1985-02","Prince Edward Island","2016A000211","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792880","4.3","79.7","","","","1"
"1985-02","Nova Scotia","2016A000212","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792882","5.2","49.3","","","","1"
"1985-02","Nova Scotia","2016A000212","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792883","5.3","63.9","","","","1"
"1985-02","New Brunswick","2016A000213","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792885","6.2","51.9","","","","1"
"1985-02","New Brunswick","2016A000213","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792886","6.3","63.7","","","","1"
"1985-02","Quebec","2016A000224","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792888","7.2","50.8","","","","1"
"1985-02","Quebec","2016A000224","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792889","7.3","54.8","","","","1"
"1985-02","Ontario","2016A000235","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792891","8.2","43.0","","","","1"
"1985-02","Ontario","2016A000235","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792892","8.3","36.8","","","","1"
"1985-02","Prairie Region","2016A00014","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792894","9.2","31.1","","","","1"
"1985-02","Prairie Region","2016A00014","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792895","9.3","35.7","","","","1"
"1985-02","Manitoba","2016A000246","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792897","10.2","50.7","","","","1"
"1985-02","Manitoba","2016A000246","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792898","10.3","53.2","","","","1"
"1985-02","Saskatchewan","2016A000247","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792900","11.2","50.7","","","","1"
"1985-02","Saskatchewan","2016A000247","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792901","11.3","53.5","","","","1"
"1985-02","Alberta","2016A000248","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792903","12.2","20.2","","","","1"
"1985-02","Alberta","2016A000248","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792904","12.3","32.1","","","","1"
"1985-02","British Columbia","2016A000259","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792906","13.2","47.8","","","","1"
"1985-02","British Columbia","2016A000259","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792907","13.3","47.8","","","","1"
"1985-03","Canada","2016A000011124","Electric power selling price indexes, national total","Index, 2014=100","351","units ","0","v107792869","1.1","41.7","","","","1"
"1985-03","Canada","2016A000011124","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792870","1.2","43.6","","","","1"
"1985-03","Canada","2016A000011124","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792871","1.3","40.9","","","","1"
"1985-03","Atlantic Region","2016A00011","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792873","2.2","54.4","","","","1"
"1985-03","Atlantic Region","2016A00011","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792874","2.3","59.5","","","","1"
"1985-03","Newfoundland and Labrador","2016A000210","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792876","3.2","96.6","","","","1"
"1985-03","Newfoundland and Labrador","2016A000210","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792877","3.3","67.0","","","","1"
"1985-03","Prince Edward Island","2016A000211","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792880","4.3","78.3","","","","1"
"1985-03","Nova Scotia","2016A000212","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792882","5.2","49.3","","","","1"
"1985-03","Nova Scotia","2016A000212","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792883","5.3","63.9","","","","1"
"1985-03","New Brunswick","2016A000213","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792885","6.2","51.9","","","","1"
"1985-03","New Brunswick","2016A000213","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792886","6.3","63.7","","","","1"
"1985-03","Quebec","2016A000224","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792888","7.2","50.8","","","","1"
"1985-03","Quebec","2016A000224","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792889","7.3","54.8","","","","1"
"1985-03","Ontario","2016A000235","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792891","8.2","43.0","","","","1"
"1985-03","Ontario","2016A000235","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792892","8.3","36.8","","","","1"
"1985-03","Prairie Region","2016A00014","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792894","9.2","31.1","","","","1"
"1985-03","Prairie Region","2016A00014","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792895","9.3","35.7","","","","1"
"1985-03","Manitoba","2016A000246","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792897","10.2","50.7","","","","1"
"1985-03","Manitoba","2016A000246","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792898","10.3","53.2","","","","1"
"1985-03","Saskatchewan","2016A000247","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792900","11.2","50.7","","","","1"
"1985-03","Saskatchewan","2016A000247","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792901","11.3","53.5","","","","1"
"1985-03","Alberta","2016A000248","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792903","12.2","20.2","","","","1"
"1985-03","Alberta","2016A000248","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792904","12.3","32.1","","","","1"
"1985-03","British Columbia","2016A000259","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792906","13.2","47.8","","","","1"
"1985-03","British Columbia","2016A000259","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792907","13.3","47.8","","","","1"
"1985-04","Canada","2016A000011124","Electric power selling price indexes, national total","Index, 2014=100","351","units ","0","v107792869","1.1","42.0","","","","1"
"1985-04","Canada","2016A000011124","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792870","1.2","43.7","","","","1"
"1985-04","Canada","2016A000011124","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792871","1.3","41.1","","","","1"
"1985-04","Atlantic Region","2016A00011","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792873","2.2","55.4","","","","1"
"1985-04","Atlantic Region","2016A00011","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792874","2.3","61.7","","","","1"
"1985-04","Newfoundland and Labrador","2016A000210","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792876","3.2","94.0","","","","1"
"1985-04","Newfoundland and Labrador","2016A000210","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792877","3.3","67.0","","","","1"
"1985-04","Prince Edward Island","2016A000211","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792880","4.3","80.0","","","","1"
"1985-04","Nova Scotia","2016A000212","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792882","5.2","49.3","","","","1"
"1985-04","Nova Scotia","2016A000212","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792883","5.3","63.9","","","","1"
"1985-04","New Brunswick","2016A000213","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792885","6.2","54.5","","","","1"
"1985-04","New Brunswick","2016A000213","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792886","6.3","66.5","","","","1"
"1985-04","Quebec","2016A000224","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792888","7.2","50.8","","","","1"
"1985-04","Quebec","2016A000224","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792889","7.3","54.8","","","","1"
"1985-04","Ontario","2016A000235","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792891","8.2","43.0","","","","1"
"1985-04","Ontario","2016A000235","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792892","8.3","36.8","","","","1"
"1985-04","Prairie Region","2016A00014","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792894","9.2","31.6","","","","1"
"1985-04","Prairie Region","2016A00014","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792895","9.3","36.4","","","","1"
"1985-04","Manitoba","2016A000246","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792897","10.2","53.3","","","","1"
"1985-04","Manitoba","2016A000246","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792898","10.3","55.8","","","","1"
"1985-04","Saskatchewan","2016A000247","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792900","11.2","50.7","","","","1"
"1985-04","Saskatchewan","2016A000247","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792901","11.3","53.5","","","","1"
"1985-04","Alberta","2016A000248","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792903","12.2","20.2","","","","1"
"1985-04","Alberta","2016A000248","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792904","12.3","32.7","","","","1"
"1985-04","British Columbia","2016A000259","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792906","13.2","47.8","","","","1"
"1985-04","British Columbia","2016A000259","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792907","13.3","47.8","","","","1"
"1985-05","Canada","2016A000011124","Electric power selling price indexes, national total","Index, 2014=100","351","units ","0","v107792869","1.1","42.2","","","","1"
"1985-05","Canada","2016A000011124","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792870","1.2","44.0","","","","1"
"1985-05","Canada","2016A000011124","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792871","1.3","41.5","","","","1"
"1985-05","Atlantic Region","2016A00011","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792873","2.2","53.6","","","","1"
"1985-05","Atlantic Region","2016A00011","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792874","2.3","62.2","","","","1"
"1985-05","Newfoundland and Labrador","2016A000210","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792876","3.2","79.3","","","","1"
"1985-05","Newfoundland and Labrador","2016A000210","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792877","3.3","67.0","","","","1"
"1985-05","Prince Edward Island","2016A000211","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792880","4.3","84.3","","","","1"
"1985-05","Nova Scotia","2016A000212","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792882","5.2","49.3","","","","1"
"1985-05","Nova Scotia","2016A000212","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792883","5.3","63.9","","","","1"
"1985-05","New Brunswick","2016A000213","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792885","6.2","54.5","","","","1"
"1985-05","New Brunswick","2016A000213","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792886","6.3","66.5","","","","1"
"1985-05","Quebec","2016A000224","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792888","7.2","52.0","","","","1"
"1985-05","Quebec","2016A000224","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792889","7.3","56.1","","","","1"
"1985-05","Ontario","2016A000235","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792891","8.2","43.0","","","","1"
"1985-05","Ontario","2016A000235","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792892","8.3","36.8","","","","1"
"1985-05","Prairie Region","2016A00014","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792894","9.2","31.6","","","","1"
"1985-05","Prairie Region","2016A00014","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792895","9.3","36.4","","","","1"
"1985-05","Manitoba","2016A000246","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792897","10.2","53.3","","","","1"
"1985-05","Manitoba","2016A000246","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792898","10.3","55.8","","","","1"
"1985-05","Saskatchewan","2016A000247","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792900","11.2","50.7","","","","1"
"1985-05","Saskatchewan","2016A000247","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792901","11.3","53.5","","","","1"
"1985-05","Alberta","2016A000248","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792903","12.2","20.2","","","","1"
"1985-05","Alberta","2016A000248","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792904","12.3","32.7","","","","1"
"1985-05","British Columbia","2016A000259","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792906","13.2","47.8","","","","1"
"1985-05","British Columbia","2016A000259","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792907","13.3","48.7","","","","1"
"1985-06","Canada","2016A000011124","Electric power selling price indexes, national total","Index, 2014=100","351","units ","0","v107792869","1.1","42.1","","","","1"
"1985-06","Canada","2016A000011124","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792870","1.2","43.8","","","","1"
"1985-06","Canada","2016A000011124","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792871","1.3","41.3","","","","1"
"1985-06","Atlantic Region","2016A00011","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792873","2.2","52.5","","","","1"
"1985-06","Atlantic Region","2016A00011","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792874","2.3","62.0","","","","1"
"1985-06","Newfoundland and Labrador","2016A000210","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792876","3.2","70.5","","","","1"
"1985-06","Newfoundland and Labrador","2016A000210","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792877","3.3","71.0","","","","1"
"1985-06","Prince Edward Island","2016A000211","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792880","4.3","80.3","","","","1"
"1985-06","Nova Scotia","2016A000212","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792882","5.2","49.3","","","","1"
"1985-06","Nova Scotia","2016A000212","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792883","5.3","63.9","","","","1"
"1985-06","New Brunswick","2016A000213","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792885","6.2","54.5","","","","1"
"1985-06","New Brunswick","2016A000213","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792886","6.3","66.5","","","","1"
"1985-06","Quebec","2016A000224","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792888","7.2","52.0","","","","1"
"1985-06","Quebec","2016A000224","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792889","7.3","56.1","","","","1"
"1985-06","Ontario","2016A000235","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792891","8.2","43.0","","","","1"
"1985-06","Ontario","2016A000235","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792892","8.3","36.8","","","","1"
"1985-06","Prairie Region","2016A00014","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792894","9.2","31.0","","","","1"
"1985-06","Prairie Region","2016A00014","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792895","9.3","35.7","","","","1"
"1985-06","Manitoba","2016A000246","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792897","10.2","53.3","","","","1"
"1985-06","Manitoba","2016A000246","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792898","10.3","55.8","","","","1"
"1985-06","Saskatchewan","2016A000247","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792900","11.2","50.7","","","","1"
"1985-06","Saskatchewan","2016A000247","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792901","11.3","53.5","","","","1"
"1985-06","Alberta","2016A000248","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792903","12.2","19.2","","","","1"
"1985-06","Alberta","2016A000248","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792904","12.3","31.8","","","","1"
"1985-06","British Columbia","2016A000259","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792906","13.2","48.7","","","","1"
"1985-06","British Columbia","2016A000259","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792907","13.3","48.7","","","","1"
"1985-07","Canada","2016A000011124","Electric power selling price indexes, national total","Index, 2014=100","351","units ","0","v107792869","1.1","42.1","","","","1"
"1985-07","Canada","2016A000011124","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792870","1.2","43.7","","","","1"
"1985-07","Canada","2016A000011124","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792871","1.3","41.3","","","","1"
"1985-07","Atlantic Region","2016A00011","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792873","2.2","52.2","","","","1"
"1985-07","Atlantic Region","2016A00011","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792874","2.3","62.0","","","","1"
"1985-07","Newfoundland and Labrador","2016A000210","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792876","3.2","67.6","","","","1"
"1985-07","Newfoundland and Labrador","2016A000210","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792877","3.3","67.3","","","","1"
"1985-07","Prince Edward Island","2016A000211","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792880","4.3","82.2","","","","1"
"1985-07","Nova Scotia","2016A000212","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792882","5.2","49.3","","","","1"
"1985-07","Nova Scotia","2016A000212","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792883","5.3","63.9","","","","1"
"1985-07","New Brunswick","2016A000213","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792885","6.2","54.5","","","","1"
"1985-07","New Brunswick","2016A000213","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792886","6.3","66.5","","","","1"
"1985-07","Quebec","2016A000224","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792888","7.2","52.0","","","","1"
"1985-07","Quebec","2016A000224","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792889","7.3","56.1","","","","1"
"1985-07","Ontario","2016A000235","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792891","8.2","43.0","","","","1"
"1985-07","Ontario","2016A000235","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792892","8.3","36.8","","","","1"
"1985-07","Prairie Region","2016A00014","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792894","9.2","31.0","","","","1"
"1985-07","Prairie Region","2016A00014","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792895","9.3","35.7","","","","1"
"1985-07","Manitoba","2016A000246","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792897","10.2","53.3","","","","1"
"1985-07","Manitoba","2016A000246","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792898","10.3","55.8","","","","1"
"1985-07","Saskatchewan","2016A000247","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792900","11.2","50.7","","","","1"
