StatisticalVariable,ISO3166Alpha3,Year,Value,scalingFactor
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AFG,1990,126.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AFG,1991,122.5000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AFG,1992,118.9000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AFG,1993,115.6000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AFG,1994,112.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AFG,1995,109.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AFG,1996,106.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AFG,1997,103.5000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AFG,1998,100.7000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AFG,1999,98.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AFG,2000,95.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AFG,2001,92.5000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AFG,2002,89.7000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AFG,2003,87.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AFG,2004,84.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AFG,2005,81.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AFG,2006,78.7000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AFG,2007,75.9000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AFG,2008,73.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AFG,2009,70.5000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AFG,2010,67.9000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AFG,2011,65.5000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AFG,2012,63.1000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AFG,2013,60.9000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AFG,2014,58.6000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AFG,2015,56.6000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AFG,2016,54.7000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AFG,2017,52.9000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AFG,2018,51.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AFG,2019,49.8000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/ALB,1978,84.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/ALB,1979,78.6000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/ALB,1980,73.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/ALB,1981,68.1000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/ALB,1982,63.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/ALB,1983,59.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/ALB,1984,55.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/ALB,1985,52.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/ALB,1986,48.9000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/ALB,1987,46.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/ALB,1988,43.8000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/ALB,1989,41.7000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/ALB,1990,40.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/ALB,1991,38.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/ALB,1992,37.1000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/ALB,1993,35.8000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/ALB,1994,34.7000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/ALB,1995,33.5000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/ALB,1996,32.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/ALB,1997,31.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/ALB,1998,29.9000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/ALB,1999,28.7000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/ALB,2000,27.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/ALB,2001,26.1000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/ALB,2002,24.7000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/ALB,2003,23.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/ALB,2004,21.8000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/ALB,2005,20.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/ALB,2006,18.9000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/ALB,2007,17.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/ALB,2008,16.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/ALB,2009,14.6000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/ALB,2010,13.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/ALB,2011,12.1000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/ALB,2012,11.1000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/ALB,2013,10.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/ALB,2014,9.8000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/ALB,2015,9.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/ALB,2016,9.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/ALB,2017,9.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/ALB,2018,9.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/ALB,2019,9.5000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/DZA,1960,151.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/DZA,1961,151.1000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/DZA,1962,151.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/DZA,1963,151.9000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/DZA,1964,152.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/DZA,1965,152.9000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/DZA,1966,153.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/DZA,1967,153.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/DZA,1968,152.9000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/DZA,1969,151.8000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/DZA,1970,150.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/DZA,1971,147.6000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/DZA,1972,144.5000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/DZA,1973,140.8000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/DZA,1974,136.7000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/DZA,1975,132.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/DZA,1976,127.5000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/DZA,1977,122.5000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/DZA,1978,117.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/DZA,1979,111.8000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/DZA,1980,105.5000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/DZA,1981,98.1000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/DZA,1982,90.1000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/DZA,1983,81.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/DZA,1984,72.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/DZA,1985,64.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/DZA,1986,57.8000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/DZA,1987,52.7000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/DZA,1988,49.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/DZA,1989,47.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/DZA,1990,45.5000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/DZA,1991,44.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/DZA,1992,43.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/DZA,1993,42.5000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/DZA,1994,41.5000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/DZA,1995,40.5000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/DZA,1996,39.6000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/DZA,1997,38.8000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/DZA,1998,38.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/DZA,1999,37.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/DZA,2000,36.7000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/DZA,2001,35.9000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/DZA,2002,35.1000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/DZA,2003,33.6000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/DZA,2004,32.1000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/DZA,2005,30.7000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/DZA,2006,29.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/DZA,2007,28.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/DZA,2008,26.7000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/DZA,2009,25.8000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/DZA,2010,25.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/DZA,2011,24.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/DZA,2012,23.8000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/DZA,2013,23.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/DZA,2014,23.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/DZA,2015,22.9000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/DZA,2016,22.6000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/DZA,2017,22.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/DZA,2018,21.8000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/DZA,2019,21.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AND,1985,11.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AND,1986,11.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AND,1987,10.8000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AND,1988,10.5000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AND,1989,10.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AND,1990,10.1000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AND,1991,9.8000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AND,1992,9.6000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AND,1993,9.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AND,1994,9.1000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AND,1995,8.8000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AND,1996,8.5000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AND,1997,8.1000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AND,1998,7.9000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AND,1999,7.6000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AND,2000,7.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AND,2001,7.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AND,2002,6.7000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AND,2003,6.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AND,2004,6.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AND,2005,5.9000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AND,2006,5.6000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AND,2007,5.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AND,2008,5.1000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AND,2009,4.9000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AND,2010,4.6000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AND,2011,4.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AND,2012,4.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AND,2013,4.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AND,2014,3.8000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AND,2015,3.6000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AND,2016,3.5000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AND,2017,3.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AND,2018,3.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AND,2019,3.1000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AGO,1980,150.5000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AGO,1981,148.8000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AGO,1982,147.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AGO,1983,145.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AGO,1984,144.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AGO,1985,143.1000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AGO,1986,142.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AGO,1987,141.6000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AGO,1988,141.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AGO,1989,141.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AGO,1990,140.9000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AGO,1991,141.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AGO,1992,141.1000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AGO,1993,141.1000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AGO,1994,141.1000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AGO,1995,140.8000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AGO,1996,139.9000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AGO,1997,138.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AGO,1998,136.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AGO,1999,133.8000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AGO,2000,130.8000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AGO,2001,127.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AGO,2002,123.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AGO,2003,118.9000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AGO,2004,114.1000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AGO,2005,109.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AGO,2006,103.9000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AGO,2007,98.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AGO,2008,93.1000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AGO,2009,87.7000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AGO,2010,82.8000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AGO,2011,78.1000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AGO,2012,73.8000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AGO,2013,69.9000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AGO,2014,66.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AGO,2015,63.6000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AGO,2016,61.1000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AGO,2017,58.9000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AGO,2018,57.1000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/AGO,2019,55.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/ATG,1960,66.7000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/ATG,1961,62.5000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/ATG,1962,57.9000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/ATG,1963,53.1000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/ATG,1964,48.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/ATG,1965,43.5000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/ATG,1966,39.1000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/ATG,1967,35.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/ATG,1968,31.7000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/ATG,1969,28.7000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/ATG,1970,26.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/ATG,1971,24.1000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/ATG,1972,22.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/ATG,1973,20.9000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/ATG,1974,19.7000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/ATG,1975,18.6000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/ATG,1976,17.5000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/ATG,1977,16.5000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/ATG,1978,15.6000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/ATG,1979,14.7000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/ATG,1980,14.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/ATG,1981,13.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/ATG,1982,12.8000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/ATG,1983,12.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/ATG,1984,12.1000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/ATG,1985,12.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/ATG,1986,11.9000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/ATG,1987,11.9000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/ATG,1988,12.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/ATG,1989,12.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/ATG,1990,12.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/ATG,1991,12.7000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/ATG,1992,13.1000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/ATG,1993,13.5000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/ATG,1994,13.8000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/ATG,1995,14.1000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/ATG,1996,14.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/ATG,1997,14.5000000000,1000
