StatisticalVariable,ISO3166Alpha3,Year,Value,sourceScalingFactor
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/ALB,2014,0.4062278736,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/ALB,2015,0.4152378870,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/ALB,2016,0.4144665944,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/ALB,2017,0.4142940566,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/ALB,2018,0.4146691026,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/ALB,2019,0.4147533760,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/DZA,1990,0.1307566099,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/DZA,1991,0.1301007156,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/DZA,1992,0.1301512541,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/DZA,1993,0.1296176053,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/DZA,1994,0.1294165378,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/DZA,1995,0.1302531647,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/DZA,1996,0.1309893544,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/DZA,1997,0.1314108185,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/DZA,1998,0.1322367874,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/DZA,1999,0.1334820292,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/DZA,2000,0.1351781605,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/DZA,2001,0.1373291886,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/DZA,2002,0.1399081897,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/DZA,2003,0.1428612143,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/DZA,2004,0.1461722275,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/DZA,2005,0.1498055073,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/DZA,2006,0.1537334266,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/DZA,2007,0.1580310059,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/DZA,2008,0.1626682147,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/DZA,2009,0.1676496662,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/DZA,2010,0.1687925962,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/DZA,2011,0.1783118811,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/DZA,2012,0.1882726644,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/DZA,2013,0.1921759662,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/DZA,2014,0.1837098547,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/DZA,2015,0.1821054831,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/DZA,2016,0.1803715388,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/DZA,2017,0.1780693442,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/DZA,2018,0.1756835917,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/DZA,2019,0.1762688592,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AGO,1990,0.4827220983,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AGO,1991,0.4832309481,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AGO,1992,0.4835353872,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AGO,1993,0.4833671678,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AGO,1994,0.4840423142,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AGO,1995,0.4851721192,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AGO,1996,0.4861276900,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AGO,1997,0.4871227471,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AGO,1998,0.4881754198,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AGO,1999,0.4892032869,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AGO,2000,0.4902418502,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AGO,2001,0.4909795851,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AGO,2002,0.4919827101,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AGO,2003,0.4927707639,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AGO,2004,0.4937778419,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AGO,2005,0.4948595087,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AGO,2006,0.4956430127,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AGO,2007,0.4965430932,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AGO,2008,0.4973593129,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AGO,2009,0.4978630418,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AGO,2010,0.4984620479,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AGO,2011,0.4986652018,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AGO,2012,0.4991013291,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AGO,2013,0.4995379286,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AGO,2014,0.5000355699,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AGO,2015,0.5005091396,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AGO,2016,0.5009830855,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AGO,2017,0.5015490459,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AGO,2018,0.5021146771,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AGO,2019,0.5025306367,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/ARG,1990,0.3938519976,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/ARG,1991,0.3986867071,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/ARG,1992,0.4033035140,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/ARG,1993,0.4081169341,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/ARG,1994,0.4118691795,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/ARG,1995,0.4117601991,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/ARG,1996,0.4152410267,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/ARG,1997,0.4196489534,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/ARG,1998,0.4221490092,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/ARG,1999,0.4213006926,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/ARG,2000,0.4213507976,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/ARG,2001,0.4199141306,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/ARG,2002,0.4151001719,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/ARG,2003,0.4184634551,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/ARG,2004,0.4218623292,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/ARG,2005,0.4184533888,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/ARG,2006,0.4207202912,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/ARG,2007,0.4178153676,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/ARG,2008,0.4149770524,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/ARG,2009,0.4181921912,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/ARG,2010,0.4138395892,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/ARG,2011,0.4144417980,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/ARG,2012,0.4159960518,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/ARG,2013,0.4144184118,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/ARG,2014,0.4124536857,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/ARG,2015,0.4160916656,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/ARG,2016,0.4197850456,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/ARG,2017,0.4234219090,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/ARG,2018,0.4300354589,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/ARG,2019,0.4296271082,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/ARM,1990,0.4333665976,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/ARM,1991,0.4359506455,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/ARM,1992,0.4394155477,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/ARM,1993,0.4435842346,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/ARM,1994,0.4481306968,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/ARM,1995,0.4527122611,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/ARM,1996,0.4564725881,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/ARM,1997,0.4598970672,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/ARM,1998,0.4629032179,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/ARM,1999,0.4654228917,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/ARM,2000,0.4674500977,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/ARM,2001,0.4676474682,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/ARM,2002,0.4673421895,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/ARM,2003,0.4667442592,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/ARM,2004,0.4661007487,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/ARM,2005,0.4656018459,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/ARM,2006,0.4650716843,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/ARM,2007,0.4648639094,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/ARM,2008,0.4647713395,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/ARM,2009,0.4652276206,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/ARM,2010,0.4578490546,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/ARM,2011,0.4709689585,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/ARM,2012,0.4717972556,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/ARM,2013,0.4724967839,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/ARM,2014,0.4711475052,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/ARM,2015,0.4689179824,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/ARM,2016,0.4612205081,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/ARM,2017,0.4621383144,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/ARM,2018,0.4618442429,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/ARM,2019,0.4616731809,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AUS,1990,0.4138402698,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AUS,1991,0.4158739660,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AUS,1992,0.4177104056,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AUS,1993,0.4188183022,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AUS,1994,0.4230321155,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AUS,1995,0.4270003942,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AUS,1996,0.4285697277,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AUS,1997,0.4294103710,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AUS,1998,0.4305117582,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AUS,1999,0.4319028684,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AUS,2000,0.4363047154,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AUS,2001,0.4393997926,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AUS,2002,0.4405828599,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AUS,2003,0.4444226333,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AUS,2004,0.4433913215,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AUS,2005,0.4467067529,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AUS,2006,0.4483108820,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AUS,2007,0.4493081536,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AUS,2008,0.4504860987,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AUS,2009,0.4519508682,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AUS,2010,0.4508799978,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AUS,2011,0.4528551008,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AUS,2012,0.4543641081,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AUS,2013,0.4556311159,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AUS,2014,0.4573931706,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AUS,2015,0.4590520120,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AUS,2016,0.4616283925,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AUS,2017,0.4633625510,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AUS,2018,0.4650064661,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AUS,2019,0.4653362262,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AUT,1990,0.4103416772,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AUT,1991,0.4112929777,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AUT,1992,0.4165041455,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AUT,1993,0.4192461890,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AUT,1994,0.4298806088,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AUT,1995,0.4329447381,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AUT,1996,0.4319264756,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AUT,1997,0.4333689771,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AUT,1998,0.4351971603,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AUT,1999,0.4350672616,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AUT,2000,0.4351296944,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AUT,2001,0.4375437846,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AUT,2002,0.4429208814,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AUT,2003,0.4436856461,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AUT,2004,0.4511398709,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AUT,2005,0.4525671456,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AUT,2006,0.4543689640,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AUT,2007,0.4548994445,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AUT,2008,0.4573035293,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AUT,2009,0.4604779004,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AUT,2010,0.4613932513,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AUT,2011,0.4633532455,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AUT,2012,0.4650719106,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AUT,2013,0.4657905756,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AUT,2014,0.4670843141,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AUT,2015,0.4667446641,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AUT,2016,0.4670546433,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AUT,2017,0.4661889228,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AUT,2018,0.4642554040,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AUT,2019,0.4640601549,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AZE,1990,0.4457619654,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AZE,1991,0.4459072269,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AZE,1992,0.4482964224,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AZE,1993,0.4526916892,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AZE,1994,0.4579391948,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AZE,1995,0.4620456171,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AZE,1996,0.4632709608,100.0000000000
dcs:WorldBank/SL_TLF_TOTL_FE_ZS,dcid:country/AZE,1997,0.4636866604,100.0000000000
