observationAbout,observationDate,value,variableMeasured,unit,scalingFactor,#input
dcid:wikidataId/Q3141,2014,45.96441,dcid:LandArea_LandCover_BuiltUp_PerLandArea,Percent,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:13:7
dcid:wikidataId/Q978583,1990,416.4093,dcid:LandArea_LandCover_BuiltUp,,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:14:7
dcid:wikidataId/Q978583,2000,479.4336,dcid:LandArea_LandCover_BuiltUp,,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:15:7
dcid:wikidataId/Q978583,2014,510.1875,dcid:LandArea_LandCover_BuiltUp,,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:16:7
dcid:wikidataId/Q978583,1990,37.00705,dcid:LandArea_LandCover_BuiltUp_PerLandArea,Percent,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:17:7
dcid:wikidataId/Q978583,2000,42.60814,dcid:LandArea_LandCover_BuiltUp_PerLandArea,Percent,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:18:7
dcid:wikidataId/Q978583,2014,45.34129,dcid:LandArea_LandCover_BuiltUp_PerLandArea,Percent,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:19:7
dcid:wikidataId/Q1855330,1990,537.3963,dcid:LandArea_LandCover_BuiltUp,,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:20:7
dcid:wikidataId/Q1855330,2000,580.2462,dcid:LandArea_LandCover_BuiltUp,,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:21:7
dcid:wikidataId/Q1855330,2014,607.941,dcid:LandArea_LandCover_BuiltUp,,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:22:7
dcid:wikidataId/Q1855330,1990,47.11487,dcid:LandArea_LandCover_BuiltUp_PerLandArea,Percent,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:23:7
dcid:wikidataId/Q1855330,2000,50.87163,dcid:LandArea_LandCover_BuiltUp_PerLandArea,Percent,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:24:7
dcid:wikidataId/Q1855330,2014,53.2997,dcid:LandArea_LandCover_BuiltUp_PerLandArea,Percent,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:25:7
dcid:wikidataId/Q5112,1990,421.0146,dcid:LandArea_LandCover_BuiltUp,,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:26:7
dcid:wikidataId/Q5112,2000,440.9505,dcid:LandArea_LandCover_BuiltUp,,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:27:7
dcid:wikidataId/Q5112,2014,458.7147,dcid:LandArea_LandCover_BuiltUp,,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:28:7
dcid:wikidataId/Q5112,1990,51.77851,dcid:LandArea_LandCover_BuiltUp_PerLandArea,Percent,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:29:7
dcid:wikidataId/Q5112,2000,54.23033,dcid:LandArea_LandCover_BuiltUp_PerLandArea,Percent,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:30:7
dcid:wikidataId/Q5112,2014,56.41506,dcid:LandArea_LandCover_BuiltUp_PerLandArea,Percent,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:31:7
dcid:wikidataId/Q140075,1990,84.2265,dcid:LandArea_LandCover_BuiltUp,,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:32:7
dcid:wikidataId/Q140075,2000,95.3397,dcid:LandArea_LandCover_BuiltUp,,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:33:7
dcid:wikidataId/Q140075,2014,99.6759,dcid:LandArea_LandCover_BuiltUp,,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:34:7
dcid:wikidataId/Q140075,1990,36.12804,dcid:LandArea_LandCover_BuiltUp_PerLandArea,Percent,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:35:7
dcid:wikidataId/Q140075,2000,40.89493,dcid:LandArea_LandCover_BuiltUp_PerLandArea,Percent,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:36:7
dcid:wikidataId/Q140075,2014,42.7549,dcid:LandArea_LandCover_BuiltUp_PerLandArea,Percent,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:37:7
dcid:wikidataId/Q3114,1990,107.4843,dcid:LandArea_LandCover_BuiltUp,,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:38:7
dcid:wikidataId/Q3114,2000,115.0335,dcid:LandArea_LandCover_BuiltUp,,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:39:7
dcid:wikidataId/Q3114,2014,121.3929,dcid:LandArea_LandCover_BuiltUp,,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:40:7
dcid:wikidataId/Q3114,1990,51.83081,dcid:LandArea_LandCover_BuiltUp_PerLandArea,Percent,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:41:7
dcid:wikidataId/Q3114,2000,55.47117,dcid:LandArea_LandCover_BuiltUp_PerLandArea,Percent,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:42:7
dcid:wikidataId/Q3114,2014,58.53778,dcid:LandArea_LandCover_BuiltUp_PerLandArea,Percent,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:43:7
dcid:wikidataId/Q57278,1990,100.4283,dcid:LandArea_LandCover_BuiltUp,,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:44:7
dcid:wikidataId/Q57278,2000,107.766,dcid:LandArea_LandCover_BuiltUp,,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:45:7
dcid:wikidataId/Q57278,2014,112.6908,dcid:LandArea_LandCover_BuiltUp,,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:46:7
dcid:wikidataId/Q57278,1990,36.39059,dcid:LandArea_LandCover_BuiltUp_PerLandArea,Percent,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:47:7
dcid:wikidataId/Q57278,2000,39.04943,dcid:LandArea_LandCover_BuiltUp_PerLandArea,Percent,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:48:7
dcid:wikidataId/Q57278,2014,40.83395,dcid:LandArea_LandCover_BuiltUp_PerLandArea,Percent,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:49:7
dcid:wikidataId/Q187861,1990,48.9312,dcid:LandArea_LandCover_BuiltUp,,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:50:7
dcid:wikidataId/Q187861,2000,50.823,dcid:LandArea_LandCover_BuiltUp,,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:51:7
dcid:wikidataId/Q187861,2014,52.6005,dcid:LandArea_LandCover_BuiltUp,,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:52:7
dcid:wikidataId/Q187861,1990,44.27938,dcid:LandArea_LandCover_BuiltUp_PerLandArea,Percent,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:53:7
dcid:wikidataId/Q187861,2000,45.99133,dcid:LandArea_LandCover_BuiltUp_PerLandArea,Percent,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:54:7
dcid:wikidataId/Q187861,2014,47.59985,dcid:LandArea_LandCover_BuiltUp_PerLandArea,Percent,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:55:7
dcid:wikidataId/Q1065035,1990,30.2274,dcid:LandArea_LandCover_BuiltUp,,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:56:7
dcid:wikidataId/Q1065035,2000,35.2116,dcid:LandArea_LandCover_BuiltUp,,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:57:7
dcid:wikidataId/Q1065035,2014,37.8072,dcid:LandArea_LandCover_BuiltUp,,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:58:7
dcid:wikidataId/Q1065035,1990,33.53469,dcid:LandArea_LandCover_BuiltUp_PerLandArea,Percent,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:59:7
dcid:wikidataId/Q1065035,2000,39.06423,dcid:LandArea_LandCover_BuiltUp_PerLandArea,Percent,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:60:7
dcid:wikidataId/Q1065035,2014,41.94383,dcid:LandArea_LandCover_BuiltUp_PerLandArea,Percent,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:61:7
dcid:wikidataId/Q1621560,1990,21.8898,dcid:LandArea_LandCover_BuiltUp,,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:62:7
dcid:wikidataId/Q1621560,2000,22.9617,dcid:LandArea_LandCover_BuiltUp,,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:63:7
dcid:wikidataId/Q1621560,2014,23.3217,dcid:LandArea_LandCover_BuiltUp,,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:64:7
dcid:wikidataId/Q1621560,1990,38.9152,dcid:LandArea_LandCover_BuiltUp_PerLandArea,Percent,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:65:7
dcid:wikidataId/Q1621560,2000,40.8208,dcid:LandArea_LandCover_BuiltUp_PerLandArea,Percent,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:66:7
dcid:wikidataId/Q1621560,2014,41.4608,dcid:LandArea_LandCover_BuiltUp_PerLandArea,Percent,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:67:7
dcid:wikidataId/Q190021,1990,45.9333,dcid:LandArea_LandCover_BuiltUp,,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:68:7
dcid:wikidataId/Q190021,2000,51.6501,dcid:LandArea_LandCover_BuiltUp,,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:69:7
dcid:wikidataId/Q190021,2014,56.3832,dcid:LandArea_LandCover_BuiltUp,,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:70:7
dcid:wikidataId/Q190021,1990,22.26619,dcid:LandArea_LandCover_BuiltUp_PerLandArea,Percent,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:71:7
dcid:wikidataId/Q190021,2000,25.03741,dcid:LandArea_LandCover_BuiltUp_PerLandArea,Percent,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:72:7
dcid:wikidataId/Q190021,2014,27.33178,dcid:LandArea_LandCover_BuiltUp_PerLandArea,Percent,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:73:7
dcid:wikidataId/Q231765,1990,66.8034,dcid:LandArea_LandCover_BuiltUp,,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:74:7
dcid:wikidataId/Q231765,2000,71.4744,dcid:LandArea_LandCover_BuiltUp,,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:75:7
dcid:wikidataId/Q231765,2014,78.1569,dcid:LandArea_LandCover_BuiltUp,,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:76:7
dcid:wikidataId/Q231765,1990,22.22708,dcid:LandArea_LandCover_BuiltUp_PerLandArea,Percent,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:77:7
dcid:wikidataId/Q231765,2000,23.78123,dcid:LandArea_LandCover_BuiltUp_PerLandArea,Percent,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:78:7
dcid:wikidataId/Q231765,2014,26.00466,dcid:LandArea_LandCover_BuiltUp_PerLandArea,Percent,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:79:7
dcid:wikidataId/Q189133,1990,29.9169,dcid:LandArea_LandCover_BuiltUp,,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:80:7
dcid:wikidataId/Q189133,2000,34.4817,dcid:LandArea_LandCover_BuiltUp,,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:81:7
dcid:wikidataId/Q189133,2014,37.7937,dcid:LandArea_LandCover_BuiltUp,,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:82:7
dcid:wikidataId/Q189133,1990,32.10047,dcid:LandArea_LandCover_BuiltUp_PerLandArea,Percent,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:83:7
dcid:wikidataId/Q189133,2000,36.99845,dcid:LandArea_LandCover_BuiltUp_PerLandArea,Percent,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:84:7
dcid:wikidataId/Q189133,2014,40.55218,dcid:LandArea_LandCover_BuiltUp_PerLandArea,Percent,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:85:7
dcid:wikidataId/Q11568,1990,18.4257,dcid:LandArea_LandCover_BuiltUp,,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:86:7
dcid:wikidataId/Q11568,2000,18.7983,dcid:LandArea_LandCover_BuiltUp,,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:87:7
dcid:wikidataId/Q11568,2014,19.2699,dcid:LandArea_LandCover_BuiltUp,,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:88:7
dcid:wikidataId/Q11568,1990,50.30345,dcid:LandArea_LandCover_BuiltUp_PerLandArea,Percent,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:89:7
dcid:wikidataId/Q11568,2000,51.32067,dcid:LandArea_LandCover_BuiltUp_PerLandArea,Percent,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:90:7
dcid:wikidataId/Q11568,2014,52.60817,dcid:LandArea_LandCover_BuiltUp_PerLandArea,Percent,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:91:7
dcid:wikidataId/Q478302,1990,17.7921,dcid:LandArea_LandCover_BuiltUp,,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:92:7
dcid:wikidataId/Q478302,2000,23.9148,dcid:LandArea_LandCover_BuiltUp,,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:93:7
dcid:wikidataId/Q478302,2014,25.9587,dcid:LandArea_LandCover_BuiltUp,,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:94:7
dcid:wikidataId/Q478302,1990,16.18632,dcid:LandArea_LandCover_BuiltUp_PerLandArea,Percent,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:95:7
dcid:wikidataId/Q478302,2000,21.75643,dcid:LandArea_LandCover_BuiltUp_PerLandArea,Percent,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:96:7
dcid:wikidataId/Q478302,2014,23.61586,dcid:LandArea_LandCover_BuiltUp_PerLandArea,Percent,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:97:7
dcid:wikidataId/Q17856,1990,34.7679,dcid:LandArea_LandCover_BuiltUp,,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:98:7
dcid:wikidataId/Q17856,2000,37.323,dcid:LandArea_LandCover_BuiltUp,,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:99:7
dcid:wikidataId/Q17856,2014,41.2245,dcid:LandArea_LandCover_BuiltUp,,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:100:7
dcid:wikidataId/Q17856,1990,14.60921,dcid:LandArea_LandCover_BuiltUp_PerLandArea,Percent,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:101:7
dcid:wikidataId/Q17856,2000,15.68285,dcid:LandArea_LandCover_BuiltUp_PerLandArea,Percent,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:102:7
dcid:wikidataId/Q17856,2014,17.32223,dcid:LandArea_LandCover_BuiltUp_PerLandArea,Percent,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:103:7
dcid:wikidataId/Q497793,1990,36.1485,dcid:LandArea_LandCover_BuiltUp,,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:104:7
dcid:wikidataId/Q497793,2000,38.5164,dcid:LandArea_LandCover_BuiltUp,,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:105:7
dcid:wikidataId/Q497793,2014,41.1489,dcid:LandArea_LandCover_BuiltUp,,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:106:7
dcid:wikidataId/Q497793,1990,30.09042,dcid:LandArea_LandCover_BuiltUp_PerLandArea,Percent,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:107:7
dcid:wikidataId/Q497793,2000,32.06149,dcid:LandArea_LandCover_BuiltUp_PerLandArea,Percent,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:108:7
dcid:wikidataId/Q497793,2014,34.25282,dcid:LandArea_LandCover_BuiltUp_PerLandArea,Percent,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:109:7
dcid:wikidataId/Q172,1990,1268.856,dcid:LandArea_LandCover_BuiltUp,,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:110:7
dcid:wikidataId/Q172,2000,1449.3447,dcid:LandArea_LandCover_BuiltUp,,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:111:7
dcid:wikidataId/Q172,2014,1648.3653,dcid:LandArea_LandCover_BuiltUp,,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:112:7
dcid:wikidataId/Q172,1990,39.19195,dcid:LandArea_LandCover_BuiltUp_PerLandArea,Percent,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:113:7
dcid:wikidataId/Q172,2000,44.76682,dcid:LandArea_LandCover_BuiltUp_PerLandArea,Percent,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:114:7
dcid:wikidataId/Q172,2014,50.9141,dcid:LandArea_LandCover_BuiltUp_PerLandArea,Percent,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:115:7
dcid:wikidataId/Q340,1990,692.3043,dcid:LandArea_LandCover_BuiltUp,,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:116:7
dcid:wikidataId/Q340,2000,773.3592,dcid:LandArea_LandCover_BuiltUp,,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:117:7
dcid:wikidataId/Q340,2014,869.3154,dcid:LandArea_LandCover_BuiltUp,,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:118:7
dcid:wikidataId/Q340,1990,42.8376,dcid:LandArea_LandCover_BuiltUp_PerLandArea,Percent,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:119:7
dcid:wikidataId/Q340,2000,47.85302,dcid:LandArea_LandCover_BuiltUp_PerLandArea,Percent,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:120:7
dcid:wikidataId/Q340,2014,53.79048,dcid:LandArea_LandCover_BuiltUp_PerLandArea,Percent,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:121:7
dcid:wikidataId/Q24639,1990,430.0236,dcid:LandArea_LandCover_BuiltUp,,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:122:7
dcid:wikidataId/Q24639,2000,474.984,dcid:LandArea_LandCover_BuiltUp,,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:123:7
dcid:wikidataId/Q24639,2014,518.1534,dcid:LandArea_LandCover_BuiltUp,,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:124:7
dcid:wikidataId/Q24639,1990,30.38364,dcid:LandArea_LandCover_BuiltUp_PerLandArea,Percent,,/usr/local/google/home/kuru/DC_July08_2024/data/statvars_import/testdata/sample_input/OECD_LandBuiltups_data.csv:125:7
