,Quarter,GeoId,chained_2012_dollars,quantity_index,current_dollars
83,,,,102.575,1709064100000.0
84,,,,101.94,567930200000.0
85,,,,103.607,60275100000.0
86,,,,100.195,668721400000.0
87,,,,101.531,203209000000.0
88,,,,103.495,237254100000.0
89,,,,101.088,778058500000.0
90,,,,99.949,59961900000.0
91,,,,102.888,235893700000.0
92,,,,100.456,53214200000.0
93,,,,101.742,368418400000.0
94,,,,104.587,1802316000000.0
95,,,,105.36,185631200000.0
96,,,,101.092,33546100000.0
97,,,,102.286,535461500000.0
98,,,,105.851,565909800000.0
99,,,,102.927,79523900000.0
100,,,,101.674,333086100000.0
101,,,,100.93,39483500000.0
102,,,,101.811,226629900000.0
103,,,,97.862,55060600000.0
104,,,,104.423,356079000000.0
105,,,,102.263,129805500000.0
106,,,,104.726,2925403000000.0
107,,,,104.023,374311300000.0
108,,,,100.944,283245700000.0
109,,,,102.844,74357700000.0
110,,,,103.731,142944100000.0
111,,,,104.038,1080107600000.0001
112,,,,103.709,618538100000.0
113,,,,101.721,91277800000.0
114,,,,106.825,79419800000.0
115,,,,102.508,875507800000.0
116,,,,103.333,379145900000.0
117,,,,101.284,193707600000.0
118,,,,102.757,174817200000.0
119,,,,101.197,211074700000.0
120,,,,102.321,258018000000.0
121,,,,103.377,66688300000.0
122,,,,100.8,412188300000.0
123,,,,103.92,562693900000.0
124,,,,102.38,526716600000.0
125,,,,103.398,375331400000.0
126,,,,99.801,113370500000.0
127,,,,101.168,321869500000.0
128,,,,101.897,51264800000.0
129,,,,101.587,127711900000.0
130,,,,103.195,172867200000.0
131,,,,101.395,84112900000.0
132,,,,103.101,622280000000.0
133,,,,103.392,99560900000.0
134,,,,103.06,1726363400000.0
135,,,,101.806,569444800000.0
136,,,,104.526,61275600000.0
137,,,,100.86,676170700000.0
138,,,,101.914,205753900000.0
139,,,,104.231,239773600000.0
140,,,,101.579,785318600000.0
141,,,,99.534,59978700000.0
142,,,,103.181,237590500000.0
143,,,,100.167,53192500000.0
144,,,,102.43,372344700000.0
145,,,,105.223,1825684100000.0
146,,,,106.607,188803000000.0
147,,,,100.586,33508100000.0
148,,,,102.913,540687900000.0
149,,,,107.632,577256700000.0
150,,,,103.986,80953100000.0
151,,,,102.247,336162900000.0
152,,,,101.067,39934600000.0
153,,,,102.5,229246500000.0
154,,,,97.425,54934000000.0
155,,,,104.86,359461100000.0
156,,,,102.403,130692800000.0
157,,,,105.217,2949168200000.0
158,,,,104.903,378756700000.0
159,,,,99.896,281379100000.0
160,,,,103.501,75231300000.0
161,,,,103.209,142951500000.0
162,,,,104.032,1086467200000.0
163,,,,104.077,624182000000.0
164,,,,101.677,91883300000.0
165,,,,107.648,80466200000.0
166,,,,102.529,880178100000.0
167,,,,103.514,381182700000.0
168,,,,100.841,193783200000.0
169,,,,102.719,175502800000.0
170,,,,101.646,213075200000.0
171,,,,102.538,259104500000.0
172,,,,102.796,66676200000.0
173,,,,100.658,413811800000.0
174,,,,104.201,566474000000.0
175,,,,101.696,525418000000.0
176,,,,103.375,377078300000.0
177,,,,99.358,113451000000.0
178,,,,101.203,323670500000.0
179,,,,102.378,51749400000.0
180,,,,102.387,129442700000.0
181,,,,104.406,175863200000.0
182,,,,100.914,84108400000.0
183,,,,103.479,627577800000.0
184,,,,104.09,100505500000.0
185,,,,102.305,1722174000000.0
186,,,,102.162,574395400000.0
187,,,,103.817,60894100000.0
188,,,,101.364,682721300000.0
189,,,,102.842,207577500000.0
190,,,,104.655,241718800000.0
191,,,,101.479,787831000000.0
192,,,,100.285,60738400000.0
193,,,,103.788,240251100000.0
194,,,,99.487,53198100000.0
195,,,,102.021,372737900000.0
196,,,,105.797,1837994300000.0
197,,,,107.493,191319700000.0
198,,,,100.366,33609600000.0
199,,,,102.853,542930900000.0
200,,,,107.865,580927000000.0
201,,,,103.477,80823900000.0
202,,,,102.588,338900400000.0
203,,,,101.421,40080600000.0
204,,,,102.729,230777100000.0
205,,,,97.112,54240800000.0
206,,,,105.904,365117100000.0
207,,,,101.906,130616400000.0
208,,,,105.864,2979493700000.0
209,,,,106.654,385504600000.0
210,,,,99.682,281871000000.0
211,,,,105.101,76605300000.0
212,,,,101.998,142731000000.0
213,,,,105.14,1105458100000.0
214,,,,104.757,631883100000.0
215,,,,100.999,92129700000.0
216,,,,109.103,81959600000.0
217,,,,102.622,885135700000.0
218,,,,102.885,379942700000.0
219,,,,99.435,191725600000.0
220,,,,101.362,173805900000.0
221,,,,102.483,215712600000.0
222,,,,102.951,258456300000.0
223,,,,103.697,67619800000.0
224,,,,99.467,411842300000.0
225,,,,105.434,576219200000.0
226,,,,101.609,527970300000.00006
227,,,,102.592,375852000000.0
228,,,,98.971,113447200000.0
229,,,,101.861,327463800000.0
230,,,,103.042,52099400000.0
231,,,,101.411,128720500000.0
232,,,,105.739,179287000000.0
233,,,,103.458,86692500000.0
234,,,,103.7,631829900000.0
235,,,,105.126,101211000000.0
236,,,,104.004,1758427800000.0
237,,,,102.543,579665700000.0
238,,,,104.28,60321300000.0
239,,,,102.045,689576200000.0
240,,,,102.896,205224800000.0
241,,,,105.086,243986600000.0
242,,,,101.441,790041700000.0
243,,,,101.433,61773900000.0
244,,,,104.471,243301500000.0
245,,,,99.994,53713000000.0
246,,,,102.962,378109400000.0
247,,,,106.32,1834087300000.0
248,,,,110.64,197601000000.0
249,,,,101.548,34207199999.999996
250,,,,103.587,550370500000.0
251,,,,109.936,595230600000.0
252,,,,101.848,79223200000.0
253,,,,102.735,340931200000.0
254,,,,101.336,39466700000.0
255,,,,103.329,233018500000.0
256,,,,96.942,54137700000.0
257,,,,107.149,371681200000.0
258,,,,101.899,131359100000.0
259,,,,107.492,3039850200000.0
260,,,,108.696,394504600000.0
261,,,,99.89,284147000000.0
262,,,,106.705,78247800000.0
263,,,,103.025,144174900000.0
264,,,,105.607,1117618800000.0
265,,,,105.945,643106600000.0
266,,,,101.232,92750800000.0
267,,,,110.504,83549800000.0
268,,,,102.876,892986000000.0
269,,,,103.397,383571600000.0
270,,,,99.844,193882200000.0
271,,,,102.508,176663400000.0
272,,,,103.598,219290300000.0
273,,,,102.541,257425600000.0
274,,,,104.062,68283100000.00001
275,,,,100.531,417847500000.0
276,,,,106.402,584707400000.0
277,,,,101.969,532908600000.0
278,,,,103.263,380681500000.0
279,,,,99.359,114303100000.0
280,,,,102.538,331766700000.0
281,,,,103.039,52282400000.0
282,,,,102.285,130702600000.0
283,,,,106.748,182335100000.0
284,,,,103.243,87052000000.0
285,,,,104.116,638141000000.0
286,,,,107.114,103281300000.0
287,,,,105.361,1793014900000.0
288,,,,103.271,587845000000.0
289,,,,105.066,60927000000.0
290,,,,102.897,699203200000.0
291,,,,103.237,205499500000.0
292,,,,105.575,246444200000.0
293,,,,102.138,799710700000.0
294,,,,101.435,62132700000.0
295,,,,104.555,245009600000.0
296,,,,100.283,54243700000.0
297,,,,103.405,382248500000.0
298,,,,107.189,1850432500000.0
299,,,,110.564,198529100000.0
300,,,,100.998,34228400000.0
301,,,,104.189,556187600000.0
302,,,,110.682,602368600000.0
303,,,,102.259,79916800000.0
304,,,,103.47,345770800000.0
305,,,,101.822,39742800000.0
306,,,,104.387,236284700000.0
307,,,,98.738,54782900000.0
308,,,,108.869,379890600000.0
309,,,,103.024,133458799999.99998
310,,,,108.801,3088695900000.0
311,,,,111.301,404371700000.0
312,,,,100.09,286285400000.0
313,,,,108.223,79664500000.0
314,,,,103.84,145989600000.0
315,,,,106.836,1137274700000.0
316,,,,107.166,653810400000.0
317,,,,102.148,94035200000.0
318,,,,112.437,85644100000.0
319,,,,103.63,903880300000.0
320,,,,104.246,387829500000.0
321,,,,101.295,198100700000.0
322,,,,102.785,177928900000.0
323,,,,104.504,222254500000.0
324,,,,103.028,257175000000.0
325,,,,105.886,69902200000.0
326,,,,101.125,422523700000.0
327,,,,107.557,593892400000.0
328,,,,102.945,540784400000.0
329,,,,104.607,387583700000.0
330,,,,100.665,116192700000.0
331,,,,103.699,337407900000.0
332,,,,104.634,53262100000.0
333,,,,104.041,134002299999.99998
334,,,,108.448,186125300000.0
335,,,,103.702,87919800000.0
336,,,,105.147,647209600000.0
337,,,,109.326,105146100000.0
338,,,,105.613,1806114600000.0
339,,,,104.476,597940400000.0
340,,,,105.119,60496900000.0
341,,,,104.011,709191200000.0
342,,,,104.576,206033300000.0
343,,,,106.794,250666500000.0
344,,,,102.894,808436300000.0
345,,,,101.741,62657400000.0
346,,,,106.057,249936700000.0
347,,,,101.98,55559800000.0
348,,,,104.859,389566400000.0
349,,,,109.18,1872186200000.0
350,,,,113.088,203677900000.0
351,,,,102.337,34895800000.0
352,,,,105.893,568095000000.0
353,,,,112.402,614324700000.0
354,,,,102.935,80369700000.0
355,,,,103.8,348957800000.0
356,,,,103.558,40149200000.0
357,,,,104.935,238025400000.0
358,,,,98.053,54718400000.0
359,,,,109.957,385491100000.0
360,,,,103.934,135114400000.0
361,,,,110.28,3140596000000.0
362,,,,111.483,406425400000.0
363,,,,100.841,289562200000.0
364,,,,108.966,80225400000.0
365,,,,104.744,147788600000.0
366,,,,107.802,1151602700000.0
367,,,,107.665,658955800000.0
368,,,,102.523,94509000000.0
369,,,,113.619,87047200000.0
370,,,,102.955,901197900000.0
371,,,,104.585,390441200000.0
372,,,,101.976,200632100000.0
373,,,,103.156,179272600000.0
374,,,,105.481,225475900000.0
375,,,,102.371,255329900000.0
376,,,,107.628,71387600000.0
377,,,,101.511,425576700000.0
378,,,,108.206,599650900000.0
379,,,,103.569,546238900000.0
380,,,,105.288,391729100000.0
381,,,,101.935,117823800000.0
382,,,,104.248,340820300000.0
383,,,,104.539,53446200000.0
384,,,,106.098,137538500000.0
385,,,,109.879,189628100000.0
386,,,,103.648,88223700000.0
387,,,,105.356,650330100000.0
388,,,,109.487,105838300000.0
389,,,,105.936,1815488100000.0
390,,,,105.559,607056500000.0
391,,,,104.017,60320100000.0
392,,,,104.501,714540700000.0
393,,,,103.675,204292800000.0
394,,,,108.042,254661800000.0
395,,,,103.185,814123200000.0
396,,,,102.844,63543700000.0
397,,,,107.277,253938100000.0
398,,,,103.518,56513000000.0
399,,,,105.285,393353700000.0
400,,,,109.841,1883727300000.0
401,,,,113.649,205333600000.0
402,,,,102.706,35181100000.0
403,,,,106.443,573305500000.0
404,,,,113.842,623941700000.0
405,,,,101.547,80025400000.0
406,,,,104.674,353934800000.0
407,,,,103.256,40527100000.0
408,,,,104.165,237450400000.0
409,,,,97.585,53578200000.0
410,,,,108.649,383763900000.0
411,,,,104.09,136080700000.00002
412,,,,108.793,3117663800000.0
413,,,,111.196,405701000000.0
414,,,,96.836,281007000000.0
415,,,,105.809,78583900000.0
416,,,,104.401,148447800000.0
417,,,,106.889,1150206800000.0
418,,,,105.246,648421200000.0
419,,,,98.805,91426400000.0
420,,,,113.598,87774700000.0
421,,,,100.059,881981600000.0
422,,,,102.667,385171100000.0
423,,,,100.491,199976200000.0
424,,,,103.246,180471700000.0
425,,,,103.828,223351700000.0
426,,,,98.927,245073100000.0
427,,,,107.234,71767700000.0
428,,,,98.714,417045000000.0
429,,,,107.712,601668500000.0
430,,,,102.066,542112000000.0
431,,,,103.295,386977700000.0
432,,,,101.465,117709300000.0
433,,,,102.533,337850800000.0
434,,,,102.5,52485600000.0
435,,,,103.434,135635200000.00002
436,,,,108.136,187219900000.0
437,,,,104.259,89509300000.0
438,,,,104.473,648689400000.0
439,,,,108.786,104435400000.0
440,,,,105.468,1825372800000.0
441,,,,104.872,608089700000.0
442,,,,103.129,58591200000.0
443,,,,102.416,704262200000.0
444,,,,101.651,197129300000.0
445,,,,107.779,256036700000.0
446,,,,101.022,801306300000.0
447,,,,101.571,63281700000.0
448,,,,104.637,249700000000.0
449,,,,101.711,55982700000.0
450,,,,105.977,399053200000.0
451,,,,107.966,1830941300000.0
452,,,,112.283,203685100000.0
453,,,,102.571,35426300000.0
454,,,,105.15,570567400000.0
455,,,,112.403,620481800000.0
456,,,,100.741,78869500000.0
457,,,,102.008,348178900000.0
458,,,,101.391,39114200000.0
459,,,,96.145,219071600000.0
460,,,,90.418,47621400000.0
461,,,,103.148,363749400000.0
462,,,,98.233,128165700000.0
463,,,,100.015,2859619700000.0
464,,,,102.807,372045900000.0
465,,,,88.943,258652700000.0
466,,,,99.546,73749800000.0
467,,,,98.937,141292100000.0
468,,,,98.897,1065455100000.0001
469,,,,97.368,598842400000.0
470,,,,85.597,79265600000.0
471,,,,105.826,81324700000.0
472,,,,91.939,809208500000.0
473,,,,92.691,346844600000.0
474,,,,95.191,188681300000.0
475,,,,95.743,166532800000.0
476,,,,94.2,202027500000.0
477,,,,90.949,222033900000.0
478,,,,100.847,67558100000.00001
479,,,,92.611,392474900000.0
480,,,,98.472,550773800000.0
481,,,,90.384,480020500000.0
482,,,,95.478,356569300000.0
483,,,,93.276,107934200000.0
484,,,,95.474,314259600000.0
485,,,,97.012,49014500000.0
486,,,,97.314,126823000000.0
487,,,,91.649,157219200000.0
488,,,,94.936,81673700000.0
489,,,,93.73,581920500000.0
490,,,,99.639,93628900000.0
491,,,,95.895,1659853600000.0
492,,,,97.14,562976600000.0
493,,,,95.34,51439000000.0
494,,,,93.737,642493500000.0
495,,,,94.753,178709000000.0
496,,,,99.889,237367800000.0
497,,,,90.903,718820200000.0
498,,,,91.822,57335000000.0
499,,,,97.783,233843400000.0
500,,,,97.21,52818700000.0
501,,,,94.437,355712400000.0
502,,,,100.77,1672130800000.0
503,,,,108.292,195164100000.0
504,,,,91.406,31600200000.0
505,,,,98.615,535802100000.0
506,,,,106.227,586032500000.0
507,,,,93.425,71164800000.0
508,,,,94.501,322277600000.0
509,,,,92.55,33864199999.999996
510,,,,104.891,241177700000.0
511,,,,93.365,50900700000.0
512,,,,110.538,393672100000.0
513,,,,105.434,138932600000.0
514,,,,108.097,3110790400000.0
515,,,,110.048,402745000000.0
516,,,,95.531,279817800000.0
517,,,,105.993,78896700000.0
518,,,,102.532,147083600000.0
519,,,,107.381,1166404500000.0
520,,,,104.727,648235400000.0
521,,,,88.795,82675200000.0
522,,,,116.586,90756400000.0
523,,,,98.29,871151200000.0
524,,,,102.698,386788600000.0
525,,,,101.544,202788000000.0
526,,,,103.042,180862600000.0
527,,,,103.652,224171500000.0
528,,,,96.72,239296300000.0
529,,,,108.906,73601600000.0
530,,,,98.634,420500400000.0
531,,,,105.332,592403100000.0
532,,,,102.248,546320900000.0
533,,,,101.863,383550200000.0
534,,,,101.812,118940800000.0
535,,,,102.814,341109100000.0
536,,,,105.985,54497100000.0
537,,,,104.635,137473500000.0
538,,,,102.593,178053800000.0
539,,,,104.273,90462000000.0
540,,,,102.247,639326100000.0
541,,,,104.971,100940800000.0
542,,,,102.156,1779274400000.0
543,,,,105.073,612594200000.0
544,,,,98.08,55027000000.0
545,,,,102.117,705284200000.0
546,,,,100.669,194719200000.0
547,,,,106.467,255049000000.0
548,,,,98.762,787786400000.0
549,,,,100.403,63147800000.0
550,,,,106.534,256576400000.0
551,,,,104.195,57307100000.0
552,,,,105.169,398826800000.0
553,,,,107.66,1821482400000.0
554,,,,114.871,209087800000.0
555,,,,100.656,35112900000.0
556,,,,104.638,571731100000.0
557,,,,114.821,638521400000.0
558,,,,99.627,78227300000.0
559,,,,101.803,349495000000.0
560,,,,95.808,36574900000.0
561,,,,104.893,242773400000.0
562,,,,94.682,52945800000.0
563,,,,113.095,404588900000.0
564,,,,105.736,140359100000.0
565,,,,110.038,3187163700000.0
566,,,,111.028,409956800000.0
567,,,,96.417,283730000000.0
568,,,,105.874,79230100000.0
569,,,,104.446,150917700000.0
570,,,,107.923,1178465400000.0
571,,,,105.531,656223400000.0
572,,,,90.92,85093600000.0
573,,,,118.194,92895000000.0
574,,,,98.849,880648900000.0
575,,,,103.789,392800000000.0
576,,,,102.799,206342300000.0
577,,,,103.422,183015300000.0
578,,,,103.674,225469900000.0
579,,,,95.049,238140100000.0
580,,,,111.075,75439100000.0
581,,,,98.851,423650400000.0
582,,,,108.152,611287600000.0
583,,,,103.228,552471000000.0
584,,,,103.204,390657700000.0
585,,,,102.043,120188200000.0
586,,,,104.322,347893500000.0
587,,,,108.441,56525600000.0
588,,,,106.533,141208100000.0
589,,,,103.982,181435200000.0
590,,,,106.399,92712500000.0
591,,,,103.54,650914700000.0
592,,,,105.065,102732800000.0
593,,,,102.824,1802928900000.0
594,,,,106.071,620934400000.0
595,,,,97.57,56333200000.0
596,,,,103.202,716447600000.0
597,,,,99.215,196056500000.0
598,,,,107.389,258969600000.0
599,,,,99.849,801795300000.0
600,,,,102.008,64452300000.0
601,,,,106.649,257808900000.0
602,,,,105.231,58543100000.0
603,,,,106.952,407098000000.0
604,,,,108.764,1869830100000.0
605,,,,117.271,214728200000.0
606,,,,101.904,35743700000.0
607,,,,106.086,582151600000.0
608,,,,114.527,640937100000.0
609,,,,99.717,79642200000.0
610,,,,103.038,355180300000.0
611,,,,94.952,37148500000.0
612,,,,106.099,249460800000.0
613,,,,94.977,55253500000.0
614,,,,114.119,412297300000.0
615,,,,107.969,145706300000.0
616,,,,112.136,3277393700000.0
617,,,,113.649,426029800000.0
618,,,,95.789,284433900000.0
619,,,,106.165,80412300000.0
620,,,,103.704,151204600000.0
621,,,,110.858,1222448900000.0
622,,,,107.121,672722100000.0
623,,,,92.533,87619500000.0
624,,,,119.359,95086500000.0
625,,,,100.723,907666000000.0
626,,,,105.568,405080400000.0
627,,,,105.946,214791200000.0
628,,,,101.961,183013700000.0
629,,,,104.786,230792100000.0
630,,,,95.836,247131600000.0
631,,,,111.019,76213400000.0
632,,,,101.13,437874300000.0
633,,,,108.749,620310300000.0
634,,,,103.148,555716500000.0
635,,,,104.198,398492700000.0
636,,,,103.327,123915100000.0
637,,,,104.682,352847900000.0
638,,,,108.36,57582300000.0
639,,,,107.75,144392500000.0
640,,,,106.298,187255100000.0
641,,,,105.667,92889800000.0
642,,,,104.895,667475200000.0
643,,,,105.606,106194300000.0
644,,,,103.336,1830975300000.0
645,,,,107.675,637173300000.0
646,,,,98.602,59542900000.0
647,,,,103.648,728868100000.0
648,,,,99.725,204733600000.0
649,,,,109.821,267504400000.00003
650,,,,99.679,811517200000.0
651,,,,100.353,64075100000.0
652,,,,107.374,262297000000.0
653,,,,106.999,60428200000.0
654,,,,110.055,422514000000.0
655,,,,110.483,1959403000000.0
656,,,,120.182,222861700000.0
657,,,,102.801,36459100000.0
658,,,,107.603,595655800000.0
659,,,,116.671,658185000000.0
660,,,,100.072,82611700000.0
661,,,,102.801,357541800000.0
662,,,,97.244,39507100000.0
663,,,,106.786,255219400000.0
664,,,,94.805,57232300000.0
665,,,,116.294,425152300000.0
666,,,,109.364,150621900000.0
667,,,,113.8,3365528600000.0
668,,,,115.584,440240400000.0
669,,,,98.039,293950400000.0
670,,,,106.938,82186500000.0
671,,,,105.873,154600900000.0
672,,,,114.186,1275503700000.0
673,,,,109.191,693908400000.0
674,,,,96.356,92312300000.0
675,,,,119.314,97090700000.0
676,,,,102.2,934579300000.0
677,,,,106.724,416615500000.0
678,,,,106.617,220864400000.0
679,,,,103.983,190428700000.0
680,,,,104.975,235113300000.0
681,,,,98.188,260531900000.0
682,,,,111.902,77986200000.0
683,,,,100.736,440168500000.0
684,,,,111.05,637943000000.0
685,,,,105.717,575373500000.0
686,,,,106.162,412075100000.0
687,,,,103.825,127489100000.0
688,,,,106.13,362813000000.0
689,,,,109.474,59481900000.0
690,,,,108.622,149149300000.0
691,,,,110.408,196928800000.0
692,,,,110.95,98639500000.0
693,,,,105.394,679231300000.0
694,,,,106.138,109488000000.0
695,,,,105.336,1886401100000.0
696,,,,108.638,651154600000.0
697,,,,98.885,62676100000.0
698,,,,104.825,749605500000.0
699,,,,101.023,215179400000.0
700,,,,110.284,272271599999.99997
701,,,,100.85,832949500000.0
702,,,,103.459,66782800000.0
703,,,,108.615,268651700000.0
704,,,,107.373,62604500000.0
705,,,,110.702,431484000000.0
706,,,,112.069,2047427600000.0
707,,,,121.285,228346700000.0
708,,,,103.277,37113600000.0
709,,,,108.641,606526400000.0
710,,,,119.138,682116300000.0
711,,,,100.056,84819800000.0
712,,,,103.741,365833300000.0
713,,,,98.186,41333800000.0
714,,,,106.944,259591000000.0
715,,,,95.48,59467600000.0
716,,,,118.168,437312500000.0
717,,,,109.598,153582600000.0
718,,,,115.494,3455713500000.0
719,,,,116.789,452057000000.0
720,,,,98.817,299137500000.0
721,,,,106.861,83392500000.0
722,,,,107.211,157727100000.0
723,,,,115.915,1312825500000.0
724,,,,110.119,709216600000.0
725,,,,98.53,95868000000.0
726,,,,119.64,98844900000.0
727,,,,102.52,951811200000.0
728,,,,107.357,426014300000.0
729,,,,105.537,221828100000.0
730,,,,104.455,194541300000.0
731,,,,105.256,239399700000.0
732,,,,98.003,267611599999.99997
733,,,,113.005,79811300000.0
734,,,,101.409,448249800000.0
735,,,,112.866,654719500000.0
736,,,,105.632,581222600000.0
737,,,,105.531,415417500000.0
738,,,,103.361,129452400000.0
739,,,,106.155,367851200000.0
740,,,,109.206,60511900000.0
741,,,,108.138,150679800000.0
742,,,,112.845,204492100000.0
743,,,,111.719,100466100000.0
744,,,,106.901,698515400000.0
745,,,,107.147,113014700000.0
746,,,,106.571,1928350800000.0
747,,,,109.287,663763400000.0
748,,,,98.163,64424200000.0
749,,,,105.287,765806300000.0
750,,,,100.158,219922800000.0
751,,,,110.271,275546100000.0
752,,,,101.433,850261800000.0
753,,,,103.427,67583300000.0
754,,,,108.981,273377400000.00003
755,,,,106.424,63246300000.0
756,,,,111.463,440565400000.0
757,,,,112.811,2119781400000.0
758,,,,122.213,233868200000.0
759,,,,104.304,37961300000.0
760,,,,109.436,617202200000.0
761,,,,119.622,692432600000.0
762,,,,100.599,87340200000.0
763,,,,103.791,370860200000.0
764,,,,98.213,42662200000.0
765,,,,108.382,267674900000.00003
766,,,,95.847,62630500000.0
767,,,,120.715,454357100000.0
768,,,,110.802,157817000000.0
769,,,,117.774,3569121900000.0
770,,,,118.8,469879400000.0
771,,,,100.011,306108100000.0
772,,,,108.105,85820100000.0
773,,,,108.164,161027100000.0
774,,,,118.127,1358786800000.0
775,,,,111.745,730577300000.0
776,,,,97.417,96559500000.0
777,,,,124.269,104149200000.0
778,,,,104.126,981916800000.0
779,,,,110.015,444097500000.0
780,,,,106.153,225789000000.0
781,,,,105.398,199343300000.0
782,,,,106.601,246398500000.0
783,,,,98.272,277375800000.0
784,,,,114.038,81662800000.0
785,,,,102.92,461471400000.0
786,,,,113.952,668763300000.0
787,,,,106.408,593696000000.0
788,,,,106.675,426267200000.0
789,,,,103.695,132601200000.00002
790,,,,107.249,377069700000.0
791,,,,109.943,62410900000.0
792,,,,108.848,153219700000.0
793,,,,114.332,211833200000.0
794,,,,114.583,104404300000.0
795,,,,109.196,723687300000.0
796,,,,108.413,118225300000.0
797,,,,109.294,1999655900000.0
798,,,,111.346,686025700000.0
799,,,,96.36,66191100000.00001
800,,,,107.105,794225100000.0
801,,,,101.128,231087500000.0
802,,,,113.192,286453900000.0
803,,,,103.492,882837700000.0
804,,,,106.412,70505700000.0
805,,,,110.448,281651800000.0
806,,,,106.525,64149400000.0
807,,,,114.101,458156600000.0
808,,,,114.096,2223351500000.0
809,,,,124.421,243423900000.0
810,,,,105.225,38840000000.0
811,,,,111.373,636297000000.0
812,,,,123.216,721793700000.0
813,,,,101.126,91267800000.0
814,,,,105.363,381894500000.0
815,,,,99.013,45201500000.0
816,,,,108.026,272196300000.0
817,,,,92.755,62783400000.0
818,,,,119.932,459875700000.0
819,,,,110.185,160565600000.0
820,,,,115.893,3574175400000.0
821,,,,118.44,478224200000.0
822,,,,100.736,312539000000.0
823,,,,107.773,87420400000.0
824,,,,107.32,162007700000.0
825,,,,118.402,1387050500000.0
826,,,,110.582,736903900000.0
827,,,,96.456,97449100000.0
828,,,,124.77,107060200000.0
829,,,,103.981,1001566000000.0
830,,,,110.688,456667400000.0
831,,,,106.749,233090800000.0
832,,,,106.184,205715600000.0
833,,,,106.278,250918300000.0
834,,,,96.5,281310900000.0
835,,,,114.702,83692000000.0
836,,,,102.395,466242100000.0
837,,,,113.532,675356600000.0
838,,,,106.618,606456500000.0
839,,,,106.057,433094500000.0
840,,,,103.058,135206700000.00002
841,,,,107.266,384342100000.0
842,,,,114.32,66697800000.0
843,,,,109.821,158219700000.0
844,,,,113.099,213927600000.0
845,,,,109.917,101848800000.0
846,,,,108.811,733805500000.0
847,,,,106.92,120025200000.0
848,,,,109.606,2030957800000.0
849,,,,111.95,702357800000.0
850,,,,96.703,69540000000.0
851,,,,105.804,803368300000.0
852,,,,98.235,232109300000.0
853,,,,113.745,292944000000.0
854,,,,101.723,884709600000.0
855,,,,104.174,70132300000.0
856,,,,110.292,286749800000.0
857,,,,107.378,66883899999.99999
858,,,,114.85,470080000000.0
859,,,,114.316,2301700400000.0
860,,,,124.149,248593400000.0
861,,,,106.091,39871500000.0
862,,,,110.79,642681600000.0
863,,,,119.04,708901100000.0
864,,,,99.719,92746300000.0
