key,p1,v1,p2,v2,p3,v3,p4,v4,p5,v5,p6,v6,p7,v7
Distribution Of Administrative Qualification By: Enc: Unless D4: Total,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,NonConventionalTeaching,teachingExperience,[- 4 Years],,,,
Distribution Of Administrative Qualification By: Enc: D4: Male,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,NonConventionalTeaching,teachingExperience,[4 Years],gender,Male,,
Distribution Of Administrative Qualification By: Enc: D4: Female,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,NonConventionalTeaching,teachingExperience,[4 Years],gender,Female,,
Distribution Of Administrative Qualification By: Enc: D4: Total,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,NonConventionalTeaching,teachingExperience,[4 Years],,,,
Distribution Of Administrative Qualification By: Enc: D6: Male,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,NonConventionalTeaching,teachingExperience,[6 Years],gender,Male,,
Distribution Of Administrative Qualification By: Enc: D6: Female,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,NonConventionalTeaching,teachingExperience,[6 Years],gender,Female,,
Distribution Of Administrative Qualification By: Enc: D6: Total,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,NonConventionalTeaching,teachingExperience,[6 Years],,,,
Distribution Of Administrative Qualification By: Enc: P6: Male,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,NonConventionalTeaching,teachingExperience,[6 Years],gender,Male,educationalAttainment,StateOrOtherSectorDegree
Distribution Of Administrative Qualification By: Enc: P6: Female,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,NonConventionalTeaching,teachingExperience,[6 Years],gender,Female,educationalAttainment,StateOrOtherSectorDegree
Distribution Of Administrative Qualification By: Enc: P6: Total,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,NonConventionalTeaching,teachingExperience,[6 Years],educationalAttainment,StateOrOtherSectorDegree,,
Distribution Of Administrative Qualification By: Enc: G3 / A1: Male,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,NonConventionalTeaching,teachingExperience,TechnicalGraduateDegree,gender,Male,,
Distribution Of Administrative Qualification By: Enc: G3 / A1: Female,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,NonConventionalTeaching,teachingExperience,TechnicalGraduateDegree,gender,Female,,
Distribution Of Administrative Qualification By: Enc: G3 / A1: Total,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,NonConventionalTeaching,teachingExperience,TechnicalGraduateDegree,,,,
Distribution Of Administrative Qualification By: Enc: L2 / A0: Male,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Administrative Qualification By: Enc: L2 / A0: Total,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Administrative Qualification By: Enc: L2 / A0: Female,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Administrative Qualification By: Enc: Other Man,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Administrative Qualification By: Enc: Other: Female,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Administrative Qualification By: Enc: Other: Total,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Administrative Qualification By: Ecc: Unless D4: Male,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingCatholic,teachingExperience,[- 4 Years],gender,Male,,
Distribution Of Administrative Qualification By: Ecc: Unless D4: Female,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingCatholic,teachingExperience,[- 4 Years],gender,Female,,
Distribution Of Administrative Qualification By: Ecc: Unless D4: Total,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingCatholic,teachingExperience,[4 Years],,,,
Distribution Of Administrative Qualification By: Ecc: D4: Male,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingCatholic,teachingExperience,[4 Years],gender,Male,,
Distribution Of Administrative Qualification By: Ecc: D4: Female,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingCatholic,teachingExperience,[4 Years],gender,Female,,
Distribution Of Administrative Qualification By: Ecc: D4: Total,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingCatholic,teachingExperience,[6 Years],,,,
Distribution Of Administrative Qualification By: Ecc: D6: Male,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingCatholic,teachingExperience,[6 Years],gender,Male,,
Distribution Of Administrative Qualification By: Ecc: D6: Female,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingCatholic,teachingExperience,[6 Years],gender,Female,,
Distribution Of Administrative Qualification By: Ecc: P6: Female,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingCatholic,teachingExperience,[6 Years],gender,Female,educationalAttainment,StateOrOtherSectorDegree
Distribution Of Administrative Qualification By: Ecc: P6: Total,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingCatholic,teachingExperience,[6 Years],educationalAttainment,StateOrOtherSectorDegree,,
Distribution Of Administrative Qualification By: Ecc: G3 / A1: Male,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingCatholic,teachingExperience,TechnicalGraduateDegree,gender,Male,,
Distribution Of Administrative Qualification By: Ecc: G3 / A1: Female,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingCatholic,teachingExperience,TechnicalGraduateDegree,gender,Female,,
Distribution Of Administrative Qualification By: Ecc: G3 / A1: Total,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingCatholic,teachingExperience,TechnicalGraduateDegree,,,,
Distribution Of Administrative Qualification By: Ecc L2 / A0: Male,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Administrative Qualification By: Ecc L2 / A0: Total,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Administrative Qualification By: Ecc L2 / A0: Female,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Administrative Qualification By: Ecc: Other Man,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Administrative Qualification By: Ecc: Other: Female,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Administrative Qualification By: Ecc: Other: Total,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Administrative Qualification By: Ecp Unless D4: Male,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingProtestant,teachingExperience,[- 4 Years],gender,Male,,
Distribution Of Administrative Qualification By: Ecp Unless D4: Female,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingProtestant,teachingExperience,[- 4 Years],gender,Female,,
Distribution Of Administrative Qualification By: Ecp Unless D4: Total,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingProtestant,teachingExperience,[- 4 Years],,,,
Distribution Of Administrative Qualification By: Ecp: D4: Male,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingProtestant,teachingExperience,[4 Years],gender,Male,,
Distribution Of Administrative Qualification By: Ecp: D6: Female,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingProtestant,teachingExperience,[6 Years],gender,Female,,
Distribution Of Administrative Qualification By: Ecp: D6: Total,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingProtestant,teachingExperience,[6 Years],,,,
Distribution Of Administrative Qualification By: Ecp: P6: Male,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingProtestant,teachingExperience,[6 Years],gender,Male,educationalAttainment,StateOrOtherSectorDegree
Distribution Of Administrative Qualification By: Ecp: G3 / A1: Male,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingProtestant,teachingExperience,TechnicalGraduateDegree,gender,Male,,
Distribution Of Administrative Qualification By: Ecp: G3 / A1: Female,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingProtestant,teachingExperience,TechnicalGraduateDegree,gender,Female,,
Distribution Of Administrative Qualification By: Ecp: L2 / A0: Male,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Administrative Qualification By: Ecp: G3 / A1: Total,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingProtestant,teachingExperience,TechnicalGraduateDegree,,,,
Distribution Of Administrative Qualification By: Ecp: L2 / A0: Total,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Administrative Qualification By: Eck: Unless D4: Male,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingKimbanguiste,teachingExperience,[- 4 Years],gender,Male,,
Distribution Of Administrative Qualification By: Eck: Unless D4: Female,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingKimbanguiste,teachingExperience,[- 4 Years],gender,Female,,
Distribution Of Administrative Qualification By: Eck: D4: Male,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingKimbanguiste,teachingExperience,[4 Years],gender,Male,,
Distribution Of Administrative Qualification By: Eck: D4: Female,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingKimbanguiste,teachingExperience,[4 Years],gender,Female,,
Distribution Of Administrative Qualification By: Eck: D4: Total,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingKimbanguiste,teachingExperience,[4 Years],,,,
Distribution Of Administrative Qualification By: Eck: D6: Male,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingKimbanguiste,teachingExperience,[6 Years],gender,Male,,
Distribution Of Administrative Qualification By: Eck: D6: Female,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingKimbanguiste,teachingExperience,[6 Years],gender,Female,,
Distribution Of Administrative Qualification By: Eck: D6: Total,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingKimbanguiste,teachingExperience,[6 Years],,,,
Distribution Of Administrative Qualification By: Eck: P6: Male,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingKimbanguiste,teachingExperience,[6 Years],gender,Male,educationalAttainment,StateOrOtherSectorDegree
Distribution Of Administrative Qualification By: Eck: P6: Total,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingKimbanguiste,teachingExperience,[6 Years],educationalAttainment,StateOrOtherSectorDegree,,
Distribution Of Administrative Qualification By: Eck: G3 / A1: Male,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingKimbanguiste,educationalAttainment,TechnicalGraduateDegree,gender,Male,,
Distribution Of Administrative Qualification By: Eck: G3 / A1: Female,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingKimbanguiste,educationalAttainment,TechnicalGraduateDegree,gender,Female,,
Distribution Of Administrative Qualification By: Eck: G3 / A1: Total,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingKimbanguiste,educationalAttainment,TechnicalGraduateDegree,,,,
Distribution Of Administrative Qualification By: Eck: L2 / A0: Male,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Administrative Qualification By: Eck: Other: Female,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Administrative Qualification By: Eck: Other: Total,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Administrative Qualification By: Eci: Unless D4: Female,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingIslamic,teachingExperience,[- 4 Years],gender,Female,,
Distribution Of Administrative Qualification By: Eci: Unless D4: Total,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingIslamic,teachingExperience,[- 4 Years],,,,
Distribution Of Administrative Qualification By: Eci: D4: Male,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingIslamic,teachingExperience,[4 Years],gender,Male,,
Distribution Of Administrative Qualification By: Eci: D4: Female,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingIslamic,teachingExperience,[4 Years],gender,Female,,
"Newest Members (Entrants) In 1St Year: More Than 9 Years, Girl",#ignore,ignore values,,,,,,,,,,,,
"Newest Members (Entrants) In 1St Year: More Than 9 Years, Boy",#ignore,ignore values,,,,,,,,,,,,
"Newest Members (Entrants) In 1St Year: 9 Years, Girl",#ignore,ignore values,,,,,,,,,,,,
"Newest Members (Entrants) In 1St Year: 9 Years, Boy",#ignore,ignore values,,,,,,,,,,,,
"Newest Members (Entrants) In 1St Year: 8 Years, Girl",#ignore,ignore values,,,,,,,,,,,,
"Newest Members (Entrants) In 1St Year: 8 Years, Boy",#ignore,ignore values,,,,,,,,,,,,
"Newest Members (Entrants) In 1St Year: 7 Years, Girl",#ignore,ignore values,,,,,,,,,,,,
"Newest Members (Entrants) In 1St Year: 7 Years, Boy",#ignore,ignore values,,,,,,,,,,,,
"Newest Members (Entrants) In 1St Year: 6 Years, Girl",#ignore,ignore values,,,,,,,,,,,,
Distribution Of Schools By Management Regime: Enc (Public Sector),populationType,School,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,NonConventionalTeaching,typeOfSchool,PublicSchool,,,,
Distribution Of Schools By Management Regime: Total (Public Sector),#ignore,ignore values,,,,,,,,PublicSchool,,,,
Distribution Of Schools By Management Regime: Ecc (Public Sector),populationType,School,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingCatholic,typeOfSchool,PublicSchool,,,,
Distribution Of Schools By Management Regime: Ecp (Public Sector),populationType,School,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingProtestant,typeOfSchool,PublicSchool,,,,
Distribution Of Schools By Management Regime: Eck (Public Sector),populationType,School,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingKimbanguiste,typeOfSchool,PublicSchool,,,,
Distribution Of Schools By Management Regime: Eci (Public Sector),populationType,School,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingIslamic,typeOfSchool,PublicSchool,,,,
Distribution Of Schools By Management Regime: Ecs (Public Sector),#ignore,ignore values,,,,,,,,,,,,
Distribution Of Schools By Management Regime: Ecf (Public Sector),populationType,School,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingBrotherhood,typeOfSchool,PublicSchool,,,,
Distribution Of Schools By Management Regime: Other (Public Sector),#ignore,ignore values,,,,,,,,,,,,
Distribution Of Schools By Management Regime: Private Sector,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Schools By Management Regime: Total,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Children Enrolled By Management Regime: Enc (Public Sector),populationType,Children,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,NonConventionalTeaching,typeOfSchool,PublicSchool,schoolEnrollment,EnrolledInSchool,,
Distribution Of Children Enrolled By Management Regime: Ecc (Public Sector),populationType,Children,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingCatholic,typeOfSchool,PublicSchool,schoolEnrollment,EnrolledInSchool,,
Distribution Of Children Enrolled By Management Regime: Ecp (Public Sector),populationType,Children,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingProtestant,typeOfSchool,PublicSchool,schoolEnrollment,EnrolledInSchool,,
Distribution Of Children Enrolled By Management Regime: Eck (Public Sector),populationType,Children,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingKimbanguiste,typeOfSchool,PublicSchool,schoolEnrollment,EnrolledInSchool,,
